Frequency in Hz	Silk_99 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_99 Sound Absorption Coefficient continuous	
630	0,287064671516418	556,25	0,238821319273219	
800	0,39660969376564	559,375	0,249295131282171	
1000	0,51140296459198	562,5	0,250228276627302	
1250	0,652485609054565	565,625	0,249252973365092	
1600	0,795622169971466	568,75	0,252968384438994	
2000	0,897599518299103	571,875	0,254852400857578	
2500	0,937238395214081	575	0,250916569120082	
3150	0,920515358448029	578,125	0,256374352018232	
4000	0,869332551956177	581,25	0,249027077437927	
		584,375	0,245981431223771	
		587,5	0,245490886083284	
		590,625	0,249917135211758	
		593,75	0,251490232655224	
		596,875	0,250818952576168	
		600	0,253029878367602	
		603,125	0,254608099221914	
		606,25	0,259950374550502	
		609,375	0,258665828825384	
		612,5	0,26231129594284	
		615,625	0,266197485065624	
		618,75	0,269010641067249	
		621,875	0,269996805765753	
		625	0,277397442386289	
		628,125	0,279546576606319	
		631,25	0,287630411135456	
		634,375	0,289954347023795	
		637,5	0,289773492377202	
		640,625	0,291878128457581	
		643,75	0,293251405660626	
		646,875	0,299293392789305	
		650	0,296237067331795	
		653,125	0,302599801772222	
		656,25	0,307642957751513	
		659,375	0,309974105169039	
		662,5	0,307313018266729	
		665,625	0,306995120804471	
		668,75	0,313277116006944	
		671,875	0,317351333207176	
		675	0,322532181724952	
		678,125	0,325811552078297	
		681,25	0,32566616184353	
		684,375	0,326696223800359	
		687,5	0,323064525583903	
		690,625	0,327952566819071	
		693,75	0,329345097476783	
		696,875	0,331174643121359	
		700	0,33641671904374	
		703,125	0,335812734124222	
		706,25	0,336362341968772	
		709,375	0,342141636309729	
		712,5	0,3458247840302	
		715,625	0,343874386701154	
		718,75	0,34290953405538	
		721,875	0,348913541021073	
		725	0,346883790919816	
		728,125	0,353918948602176	
		731,25	0,352672010452981	
		734,375	0,354917853499901	
		737,5	0,353368095735431	
		740,625	0,362862199108997	
		743,75	0,369534210700753	
		746,875	0,362835222867004	
		750	0,363351056750296	
		753,125	0,366808071551052	
		756,25	0,370772638574627	
		759,375	0,374640306396156	
		762,5	0,371104217803306	
		765,625	0,376364514551482	
		768,75	0,37650893455081	
		771,875	0,384470756666274	
		775	0,382486687383364	
		778,125	0,385356734617151	
		781,25	0,387082696787076	
		784,375	0,392844370447109	
		787,5	0,397000326861588	
		790,625	0,396646971543271	
		793,75	0,39708714032712	
		796,875	0,394329982752173	
		800	0,399176685029584	
		803,125	0,39571376746937	
		806,25	0,402103389061276	
		809,375	0,409431288537168	
		812,5	0,407070365165123	
		815,625	0,405280403603472	
		818,75	0,413622939798799	
		821,875	0,415809390738315	
		825	0,410637731698643	
		828,125	0,413727046188778	
		831,25	0,431946622554122	
		834,375	0,429518669961352	
		837,5	0,423061626377878	
		840,625	0,422151541551411	
		843,75	0,427143214927135	
		846,875	0,423650885423505	
		850	0,420128175785122	
		853,125	0,418529823423523	
		856,25	0,426687819930631	
		859,375	0,434675357576141	
		862,5	0,433007082547124	
		865,625	0,431999291753659	
		868,75	0,430830220985188	
