Frequency in Hz	Silk_99 Sound Reflection Factor continuous Re	Frequency in Hz	Silk_99 Sound Reflection Factor continuous Im	
556,25	0,72544938325882	556,25	-0,484666764736176	
559,375	0,718626916408539	559,375	-0,484025061130524	
562,5	0,717288732528687	562,5	-0,485044926404953	
565,625	0,71577113866806	565,625	-0,488281428813934	
568,75	0,71317321062088	568,75	-0,488278239965439	
571,875	0,712016761302948	571,875	-0,488036602735519	
575	0,711999714374542	575	-0,492077022790909	
578,125	0,709175050258636	578,125	-0,490608215332031	
581,25	0,710336148738861	581,25	-0,496382355690002	
584,375	0,708559155464172	584,375	-0,501958608627319	
587,5	0,707657992839813	587,5	-0,503715455532074	
590,625	0,703050792217255	590,625	-0,50576913356781	
593,75	0,699373722076416	593,75	-0,509299695491791	
596,875	0,698601186275482	596,875	-0,511016130447388	
600	0,692475557327271	600	-0,517153441905975	
603,125	0,691470623016357	603,125	-0,516972243785858	
606,25	0,685383141040802	606,25	-0,519903421401978	
609,375	0,685287773609161	609,375	-0,521262764930725	
612,5	0,681083619594574	612,5	-0,523272156715393	
615,625	0,675968527793884	615,625	-0,526183485984802	
618,75	0,673698902130127	618,75	-0,526421070098877	
621,875	0,672682404518127	621,875	-0,526784241199493	
625	0,66732519865036	625	-0,526573479175568	
628,125	0,662710547447205	628,125	-0,530347228050232	
631,25	0,657491564750671	631,25	-0,529220581054688	
634,375	0,654883563518524	634,375	-0,530257642269135	
637,5	0,653454422950745	637,5	-0,532187759876251	
640,625	0,653067171573639	640,625	-0,530683696269989	
643,75	0,647712230682373	643,75	-0,535926759243011	
646,875	0,644236922264099	646,875	-0,534476757049561	
650	0,643545150756836	650	-0,538156628608704	
653,125	0,639851927757263	653,125	-0,536646723747253	
656,25	0,636328279972076	656,25	-0,536137461662292	
659,375	0,631944537162781	659,375	-0,539140045642853	
662,5	0,633281052112579	662,5	-0,54003894329071	
665,625	0,631183743476868	665,625	-0,54278165102005	
668,75	0,626385748386383	668,75	-0,542553007602692	
671,875	0,624689936637878	671,875	-0,540750503540039	
675	0,618930995464325	675	-0,542579233646393	
678,125	0,614938378334045	678,125	-0,544094920158386	
681,25	0,614386200904846	681,25	-0,544851779937744	
684,375	0,61292552947998	684,375	-0,545551121234894	
687,5	0,614312767982483	687,5	-0,547316431999207	
690,625	0,605071783065796	690,625	-0,553114473819733	
693,75	0,606941521167755	693,75	-0,549797117710114	
696,875	0,604664981365204	696,875	-0,550641119480133	
700	0,599308490753174	700	-0,551735997200012	
703,125	0,597540378570557	703,125	-0,554195582866669	
706,25	0,597546875476837	706,25	-0,553692519664764	
709,375	0,593940734863281	709,375	-0,552352011203766	
712,5	0,585142135620117	712,5	-0,55837607383728	
715,625	0,587749421596527	715,625	-0,557383418083191	
718,75	0,586517989635468	718,75	-0,559541881084442	
721,875	0,582191646099091	721,875	-0,558694303035736	
725	0,581288576126099	725	-0,561444342136383	
728,125	0,576226353645325	728,125	-0,560396552085876	
731,25	0,575782537460327	731,25	-0,561963081359863	
