stage,target,branch,validation_rmse,validation_mae,validation_r2,test_rows_accessed,rmse_700_1000,rmse_relative_vs_f1_700_1000,bias_700_1000,rmse_1000_1300,rmse_relative_vs_f1_1000_1300,bias_1000_1300,rmse_1300_1650,rmse_relative_vs_f1_1300_1650,bias_1300_1650,rmse_3000_4000,rmse_relative_vs_f1_3000_4000,bias_3000_4000,rmse_4000_4950,rmse_relative_vs_f1_4000_4950,bias_4000_4950,passes_regional_guardrails,selected_by_validation_rmse
im_stage1_k0_low,im,i1_c600_t10,0.08597782031272304,0.06562357114214888,0.4473869689949663,False,0.09053342094456508,-0.19547511236589332,0.028789849126527205,0.07214229039628607,-0.27588273539610353,0.01633610637409845,0.055866007553447034,-0.24040694932092943,0.0043115798655065,0.08558790639691874,0.279285035573825,0.0021429027238764864,0.06407222014061977,0.36762435960597584,0.044280235255773515,False,False
im_stage1_k0_low,im,i1_c600_t16,0.08377828931451783,0.06433755139811836,0.475299791936465,False,0.10814867752447423,-0.03893720434543946,0.025654793189593805,0.08971251758834885,-0.09952425297342071,0.02372385144327965,0.0621003472490624,-0.15564053561521407,0.028644442295379366,0.07662718683485081,0.14534888821013814,0.0021475949368634944,0.06167174908970964,0.3163861993463728,0.04074850182832304,False,False
im_stage1_k0_low,im,i1_c600_t22,0.09411018355945994,0.06917015794521755,0.33790318142633424,False,0.11336760984758082,0.007440817130058397,0.045720566212896226,0.08384146258878807,-0.15845407434820546,0.004796045478402619,0.06634795898883791,-0.09788705544340193,-0.02640243420038779,0.08550948559671022,0.27811287749206004,-0.007528539535244223,0.06521159222066149,0.3919443068139876,0.0460520678963224,False,False
im_stage1_k0_low,im,i1_c750_t10,0.07970591614142429,0.05959079943327827,0.5250702489761168,False,0.09897166240039326,-0.12048871299812292,0.03524090929962723,0.0797920952661023,-0.19909898280581895,0.025052223552490992,0.05353792376953699,-0.27206119384457605,0.008404381141376266,0.08269793099823713,0.2360884855429788,0.014986073489391072,0.04902555226430321,0.04645257137406911,0.0057057349198744315,False,False
im_stage1_k0_low,im,i1_c750_t16,0.08160144185004686,0.06218951730847292,0.5022125706211922,False,0.1075685267787047,-0.04409271165623552,0.04991913002234411,0.08500770928730943,-0.14674805053682272,0.03493622652559753,0.05432867698995516,-0.2613095636970826,0.012496324005277143,0.08067438540892984,0.20584248817978779,0.022109159613853624,0.04791603376210141,0.0227698500993192,-0.004425000111659515,False,False
im_stage1_k0_low,im,i1_c750_t22,0.08557247369700943,0.06534429271242294,0.45258532810843444,False,0.10186302084502545,-0.09479466760021427,0.024891011208007133,0.08238385594921462,-0.17308457924233256,0.019848393535475874,0.062205713468359514,-0.1542079032962168,0.008722484753560578,0.08505579776521843,0.27133159169967525,0.0026492487495632026,0.05881162544588046,0.2553367342552453,0.03588410141131373,False,False
im_stage1_k0_low,im,i1_c900_t10,0.06306685139172807,0.048188303625582116,0.7026619020879316,False,0.06354351840484945,-0.43532077468010144,-0.024570129532254674,0.06748058343862619,-0.32267390978248545,0.013505602481419207,0.07895619295272863,0.07354325289113905,0.053011998872455834,0.06008185644558678,-0.10195466747506476,-0.010432959495618246,0.050068337356625504,0.06871086507708091,-0.01260723053475521,True,True
im_stage1_k0_low,im,i1_c900_t16,0.0824913507888573,0.059909224998639085,0.4912960727258311,False,0.11435768504140692,0.01623911642938558,0.0582040316268967,0.09932162006457684,-0.0030743487333003694,0.0551495573048902,0.07126860138780788,-0.030982582852291163,0.0372457981321355,0.06834483418048946,0.021552311612827335,-0.01060200830384012,0.04358514996926761,-0.0696730551208048,-0.005353588556747958,True,False
im_stage1_k0_low,im,i1_c900_t22,0.08779114442599774,0.0677371439768256,0.4238312746379891,False,0.09834242743928501,-0.12608040699465317,0.02921020089655385,0.07823741873590619,-0.21470381195950272,0.019756785277218827,0.05896303721252321,-0.1982975824661275,0.00943778681550827,0.08553894548785067,0.278553215379411,0.0038926176050393235,0.06515154445826944,0.39066258468219694,0.045799564985560315,False,False
