Frequency in Hz	Silk_98 Sound Reflection Factor continuous Re	Frequency in Hz	Silk_98 Sound Reflection Factor continuous Im	
556,25	0,672328352928162	556,25	-0,423577725887299	
559,375	0,666453778743744	559,375	-0,42254513502121	
562,5	0,665533542633057	562,5	-0,423044204711914	
565,625	0,664052724838257	565,625	-0,425627619028091	
568,75	0,661219477653503	568,75	-0,425018668174744	
571,875	0,659818708896637	571,875	-0,424206048250198	
575	0,659023523330688	575	-0,426717042922974	
578,125	0,656100571155548	578,125	-0,424159705638886	
581,25	0,656455039978027	581,25	-0,427343785762787	
584,375	0,654728770256042	584,375	-0,43013009428978	
587,5	0,653904914855957	587,5	-0,429777979850769	
590,625	0,650803089141846	590,625	-0,429485648870468	
593,75	0,648654878139496	593,75	-0,430367738008499	
596,875	0,648777067661285	596,875	-0,430228501558304	
600	0,645812213420868	600	-0,433353453874588	
603,125	0,645862102508545	603,125	-0,432053297758102	
606,25	0,643064916133881	606,25	-0,433512449264526	
609,375	0,644408404827118	609,375	-0,433332771062851	
612,5	0,642637133598328	612,5	-0,434329062700272	
615,625	0,640530407428741	615,625	-0,436716139316559	
618,75	0,640432178974152	618,75	-0,436672955751419	
621,875	0,641439318656921	621,875	-0,436434924602509	
625	0,638657212257385	625	-0,436656713485718	
628,125	0,637021243572235	628,125	-0,440261989831924	
631,25	0,633869767189026	631,25	-0,439931392669678	
634,375	0,633486688137054	634,375	-0,44095641374588	
637,5	0,634526133537292	637,5	-0,442817032337189	
640,625	0,635772109031677	640,625	-0,441544413566589	
643,75	0,634476602077484	643,75	-0,446811318397522	
646,875	0,632938325405121	646,875	-0,446990549564362	
650	0,635537266731262	650	-0,450797230005264	
653,125	0,63403594493866	653,125	-0,451160341501236	
656,25	0,632928371429443	656,25	-0,452888488769531	
659,375	0,632526814937592	659,375	-0,45838275551796	
662,5	0,636154592037201	662,5	-0,46030455827713	
665,625	0,63719654083252	665,625	-0,465614765882492	
668,75	0,635062277317047	668,75	-0,469587773084641	
671,875	0,634684860706329	671,875	-0,470669120550156	
675	0,630770802497864	675	-0,477435827255249	
678,125	0,628674685955048	678,125	-0,484825730323792	
681,25	0,629967212677002	681,25	-0,490113794803619	
684,375	0,628219306468964	684,375	-0,495943427085876	
687,5	0,630714952945709	687,5	-0,502384066581726	
690,625	0,619048714637756	690,625	-0,518581211566925	
693,75	0,619772672653198	693,75	-0,518220126628876	
696,875	0,615463495254517	696,875	-0,52523809671402	
700	0,605137169361115	700	-0,532374083995819	
703,125	0,597689509391785	703,125	-0,540703356266022	
706,25	0,593724370002747	706,25	-0,544658899307251	
709,375	0,584588408470154	709,375	-0,546493172645569	
712,5	0,563540756702423	712,5	-0,555335640907288	
715,625	0,562647879123688	715,625	-0,556654989719391	
718,75	0,553203284740448	718,75	-0,560604870319366	
721,875	0,541601836681366	721,875	-0,558600306510925	
725	0,533936738967896	725	-0,561902046203613	
728,125	0,521889507770538	728,125	-0,558391451835632	
731,25	0,515344679355621	731,25	-0,558044672012329	
734,375	0,506788551807404	734,375	-0,555061519145966	
737,5	0,500497281551361	737,5	-0,554014027118683	
740,625	0,489298820495605	740,625	-0,54815810918808	
743,75	0,480463296175003	743,75	-0,543065369129181	
746,875	0,473825126886368	746,875	-0,545911967754364	
750	0,469771593809128	750	-0,542181432247162	
753,125	0,466307371854782	753,125	-0,536476731300354	
756,25	0,461390048265457	756,25	-0,531222641468048	
759,375	0,457930326461792	759,375	-0,524358153343201	
762,5	0,456316143274307	762,5	-0,523357093334198	
765,625	0,452609598636627	765,625	-0,519563972949982	
768,75	0,446031868457794	768,75	-0,519133687019348	
771,875	0,440415233373642	771,875	-0,514707148075104	
775	0,441365301609039	775	-0,51203864812851	
778,125	0,43951353430748	778,125	-0,507357478141785	
781,25	0,434661686420441	781,25	-0,506409764289856	
784,375	0,42965093255043	784,375	-0,503719568252563	
787,5	0,424846827983856	787,5	-0,502835869789124	
790,625	0,423754841089249	790,625	-0,500796973705292	
