Frequency in Hz	Silk_98 Normalized Surface Impedance continuous Re	Frequency in Hz	Silk_98 Normalized Surface Impedance continuous Im	
556,25	1,28512358665466	556,25	-2,95395565032959	
559,375	1,30192637443542	559,375	-2,91614103317261	
562,5	1,300048828125	562,5	-2,90917801856995	
565,625	1,28520452976227	565,625	-2,89523458480835	
568,75	1,29360520839691	568,75	-2,87745308876038	
571,875	1,30105590820313	571,875	-2,86941647529602	
575	1,28572988510132	575	-2,86049008369446	
578,125	1,30666995048523	578,125	-2,84500765800476	
581,25	1,28537976741791	581,25	-2,84283828735352	
584,375	1,26984775066376	584,375	-2,82771873474121	
587,5	1,27327024936676	587,5	-2,82292819023132	
590,625	1,27937996387482	590,625	-2,80346393585205	
593,75	1,27658498287201	593,75	-2,7886221408844	
596,875	1,27731072902679	596,875	-2,78957891464233	
600	1,26141631603241	600	-2,7668731212616	
603,125	1,26950585842133	603,125	-2,7688295841217	
606,25	1,26384198665619	606,25	-2,74952960014343	
609,375	1,26330959796906	609,375	-2,75812530517578	
612,5	1,25928831100464	612,5	-2,74587726593018	
615,625	1,24711072444916	615,625	-2,72999286651611	
618,75	1,24749350547791	618,75	-2,72944235801697	
621,875	1,24773907661438	621,875	-2,73591566085815	
625	1,24969100952148	625	-2,71858978271484	
628,125	1,22970747947693	628,125	-2,70444321632385	
631,25	1,2352888584137	631,25	-2,68585777282715	
634,375	1,22957217693329	634,375	-2,68242406845093	
637,5	1,21729052066803	637,5	-2,68652319908142	
640,625	1,22345447540283	640,625	-2,69543886184692	
643,75	1,1937038898468	643,75	-2,68155646324158	
646,875	1,19446015357971	646,875	-2,6723108291626	
650	1,16909039020538	650	-2,68290781974792	
653,125	1,16883432865143	653,125	-2,6737380027771	
656,25	1,160200715065	656,25	-2,66522908210754	
659,375	1,12934553623199	659,375	-2,6561267375946	
662,5	1,11375951766968	662,5	-2,67413878440857	
665,625	1,08254325389862	665,625	-2,67269468307495	
668,75	1,06358921527863	668,75	-2,65534710884094	
671,875	1,05820298194885	671,875	-2,65177202224731	
675	1,02719938755035	675	-2,62129235267639	
678,125	0,991348922252655	678,125	-2,60003066062927	
681,25	0,962331891059875	681,25	-2,59913682937622	
684,375	0,935446679592133	684,375	-2,58182311058044	
687,5	0,89980411529541	687,5	-2,58453798294067	
690,625	0,840120613574982	690,625	-2,50491833686829	
693,75	0,840737879276276	693,75	-2,50878167152405	
696,875	0,814949870109558	696,875	-2,47903871536255	
700	0,797532081604004	700	-2,42352414131165	
703,125	0,771458446979523	703,125	-2,38083171844482	
706,25	0,759861469268799	706,25	-2,359295129776	
709,375	0,763126373291016	709,375	-2,31947422027588	
712,5	0,749706149101257	712,5	-2,22626543045044	
715,625	0,745423138141632	715,625	-2,2215473651886	
718,75	0,738829612731934	718,75	-2,18174457550049	
721,875	0,755765914916992	721,875	-2,13956236839294	
725	0,748997986316681	725	-2,1086528301239	
728,125	0,769499480724335	728,125	-2,06662130355835	
731,25	0,774304270744324	731,25	-2,04297995567322	
734,375	0,789102077484131	734,375	-2,01346039772034	
737,5	0,795369327068329	737,5	-1,99129998683929	
740,625	0,819731116294861	740,625	-1,95319771766663	
743,75	0,839594185352325	743,75	-1,92290544509888	
746,875	0,83055591583252	746,875	-1,89922094345093	
750	0,843942821025848	750	-1,88551115989685	
753,125	0,86398857831955	753,125	-1,87371218204498	
756,25	0,882270336151123	756,25	-1,85645413398743	
759,375	0,906041622161865	759,375	-1,84376394748688	
762,5	0,909354984760284	762,5	-1,83796977996826	
765,625	0,922074317932129	765,625	-1,82436621189117	
768,75	0,922230780124664	768,75	-1,80135762691498	
771,875	0,936083316802979	771,875	-1,78081321716309	
775	0,945593595504761	775	-1,78331053256989	
778,125	0,961262881755829	778,125	-1,77535319328308	
781,25	0,96278178691864	781,25	-1,75818943977356	
784,375	0,970010638237	784,375	-1,7398693561554	
787,5	0,970900416374207	787,5	-1,72308778762817	
790,625	0,977315366268158	790,625	-1,71842408180237	
793,75	0,988575279712677	793,75	-1,71793651580811	
796,875	0,994590580463409	796,875	-1,71882784366608	
800	0,999907255172729	800	-1,70485591888428	
803,125	1,00094795227051	803,125	-1,70847809314728	
806,25	1,00471138954163	806,25	-1,68982768058777	
809,375	1,00382590293884	809,375	-1,66307282447815	
812,5	1,01759672164917	812,5	-1,67688751220703	
815,625	1,0242828130722	815,625	-1,67911553382874	
818,75	1,02182078361511	818,75	-1,65594387054443	
821,875	1,03301787376404	821,875	-1,65235793590546	
825	1,04337239265442	825	-1,66740953922272	
828,125	1,04062175750732	828,125	-1,65357089042664	
831,25	1,0705178976059	831,25	-1,63546013832092	
834,375	1,03876793384552	834,375	-1,61156380176544	
837,5	1,03085207939148	837,5	-1,61073851585388	
840,625	1,03245878219604	840,625	-1,60217261314392	
843,75	1,03396773338318	843,75	-1,58850240707397	
846,875	1,02761888504028	846,875	-1,58931541442871	
850	1,02309381961823	850	-1,58529722690582	
853,125	1,03131413459778	853,125	-1,58506643772125	
856,25	1,04955494403839	856,25	-1,57494938373566	
859,375	1,05425882339478	859,375	-1,55299735069275	
862,5	1,04826414585114	862,5	-1,54559516906738	
865,625	1,04882276058197	865,625	-1,54318785667419	
868,75	1,04755628108978	868,75	-1,54055798053741	
871,875	1,04473769664764	871,875	-1,52682948112488	
875	1,05339443683624	875	-1,51604080200195	
878,125	1,05090034008026	878,125	-1,50968742370605	
881,25	1,0533344745636	881,25	-1,49533808231354	
884,375	1,05755257606506	884,375	-1,49207532405853	
887,5	1,066969871521	887,5	-1,4808851480484	
890,625	1,0620094537735	890,625	-1,47283434867859	
893,75	1,05053019523621	893,75	-1,47305631637573	
896,875	1,05386531352997	896,875	-1,46126413345337	
900	1,05816102027893	900	-1,4601823091507	
903,125	1,05995273590088	903,125	-1,44668030738831	
906,25	1,05920171737671	906,25	-1,44099235534668	
909,375	1,05321776866913	909,375	-1,44134271144867	
912,5	1,04561972618103	912,5	-1,42897701263428	
915,625	1,0460969209671	915,625	-1,41865658760071	
918,75	1,05138599872589	918,75	-1,40851593017578	
921,875	1,05842232704163	921,875	-1,39768779277802	
925	1,05928516387939	925	-1,39063620567322	
928,125	1,05689465999603	928,125	-1,39077508449554	
931,25	1,05390417575836	931,25	-1,36957108974457	
934,375	1,05755376815796	934,375	-1,36366963386536	
937,5	1,05948269367218	937,5	-1,35209703445435	
940,625	1,06175017356873	940,625	-1,34671902656555	
943,75	1,05904674530029	943,75	-1,33258759975433	
946,875	1,06034827232361	946,875	-1,32498240470886	
950	1,06552493572235	950	-1,31690835952759	
953,125	1,06929695606232	953,125	-1,3105651140213	
956,25	1,07491457462311	956,25	-1,30041599273682	
959,375	1,07720577716827	959,375	-1,28993201255798	
962,5	1,07561898231506	962,5	-1,28398191928864	
965,625	1,07859373092651	965,625	-1,27633118629456	
968,75	1,08000612258911	968,75	-1,27372431755066	
971,875	1,0836364030838	971,875	-1,26064109802246	
975	1,08907580375671	975	-1,2558376789093	
978,125	1,09170889854431	978,125	-1,24985361099243	
981,25	1,09560036659241	981,25	-1,24081194400787	
984,375	1,09549260139465	984,375	-1,23645782470703	
987,5	1,09826743602753	987,5	-1,22969484329224	
990,625	1,10176861286163	990,625	-1,22412502765656	
993,75	1,09886801242828	993,75	-1,21798920631409	
996,875	1,10213947296143	996,875	-1,21311736106873	
1000	1,10094201564789	1000	-1,20637893676758	
1003,125	1,10699772834778	1003,125	-1,20094001293182	
1006,25	1,10976231098175	1006,25	-1,19423282146454	
1009,375	1,10969877243042	1009,375	-1,18636465072632	
1012,5	1,11368608474731	1012,5	-1,18305134773254	
1015,625	1,11488842964172	1015,625	-1,18009388446808	
1018,75	1,11304306983948	1018,75	-1,16934072971344	
1021,875	1,11812472343445	1021,875	-1,1672043800354	
1025	1,11951506137848	1025	-1,1582955121994	
1028,125	1,12207889556885	1028,125	-1,15442478656769	
1031,25	1,12300729751587	1031,25	-1,1524840593338	
1034,375	1,12417232990265	1034,375	-1,14480996131897	
1037,5	1,12695598602295	1037,5	-1,13859295845032	
1040,625	1,1269463300705	1040,625	-1,13320660591125	
1043,75	1,12985956668854	1043,75	-1,12960720062256	
1046,875	1,13222789764404	1046,875	-1,12499642372131	
1050	1,1306871175766	1050	-1,11848390102386	
1053,125	1,13085150718689	1053,125	-1,11686813831329	
1056,25	1,13244998455048	1056,25	-1,108802318573	
1059,375	1,1358585357666	1059,375	-1,10638415813446	
1062,5	1,1365692615509	1062,5	-1,10228776931763	
1065,625	1,13434624671936	1065,625	-1,09468448162079	
1068,75	1,14002048969269	1068,75	-1,09074521064758	
1071,875	1,14167904853821	1071,875	-1,08533835411072	
1075	1,14264845848083	1075	-1,0825868844986	
1078,125	1,13997137546539	1078,125	-1,07977330684662	
1081,25	1,1435546875	1081,25	-1,06702530384064	
1084,375	1,14453089237213	1084,375	-1,06587517261505	
1087,5	1,14627194404602	1087,5	-1,06237089633942	
1090,625	1,14836978912354	1090,625	-1,05992138385773	
1093,75	1,14744901657104	1093,75	-1,05547404289246	
1096,875	1,14915990829468	1096,875	-1,04841244220734	
1100	1,14944219589233	1100	-1,04336953163147	
1103,125	1,14993596076965	1103,125	-1,03881728649139	
1106,25	1,15600788593292	1106,25	-1,03521943092346	
1109,375	1,15089809894562	1109,375	-1,03085029125214	
1112,5	1,15315389633179	1112,5	-1,03095555305481	
1115,625	1,15749764442444	1115,625	-1,02205717563629	
1118,75	1,15346813201904	1118,75	-1,02304542064667	
1121,875	1,1576840877533	1121,875	-1,02024829387665	
1125	1,15439260005951	1125	-1,01766860485077	
1128,125	1,15528249740601	1128,125	-1,0170567035675	
1131,25	1,15338003635406	1131,25	-1,00560212135315	
1134,375	1,15581703186035	1134,375	-1,00471568107605	
1137,5	1,15288162231445	1137,5	-1,00446367263794	
1140,625	1,14899802207947	1140,625	-0,995667576789856	
1143,75	1,15471243858337	1143,75	-0,99444317817688	
1146,875	1,15246057510376	1146,875	-0,989840984344482	
1150	1,15283155441284	1150	-0,980775713920593	
1153,125	1,1560822725296	1153,125	-0,978238523006439	
1156,25	1,15381217002869	1156,25	-0,980095267295837	
1159,375	1,14813613891602	1159,375	-0,973929107189178	
1162,5	1,15349853038788	1162,5	-0,972872018814087	
1165,625	1,15193617343903	1165,625	-0,966061413288116	
1168,75	1,15178251266479	1168,75	-0,961988747119904	
1171,875	1,15075266361237	1171,875	-0,959572076797485	
1175	1,14847993850708	1175	-0,952269792556763	
1178,125	1,14729940891266	1178,125	-0,95000147819519	
1181,25	1,14747965335846	1181,25	-0,947587966918945	
1184,375	1,14555525779724	1184,375	-0,939555108547211	
1187,5	1,1438148021698	1187,5	-0,935056984424591	
1190,625	1,1453891992569	1190,625	-0,931234359741211	
1193,75	1,14676094055176	1193,75	-0,930721402168274	
1196,875	1,14727747440338	1196,875	-0,922340154647827	
1200	1,1402679681778	1200	-0,915819525718689	
1203,125	1,14288771152496	1203,125	-0,910813748836517	
1206,25	1,14675796031952	1206,25	-0,905039191246033	
1209,375	1,13763582706451	1209,375	-0,900120973587036	
1212,5	1,13575494289398	1212,5	-0,891938805580139	
1215,625	1,13939499855042	1215,625	-0,89063972234726	
1218,75	1,13299477100372	1218,75	-0,880384922027588	
1221,875	1,1373565196991	1221,875	-0,877170741558075	
1225	1,13708209991455	1225	-0,876376569271088	
1228,125	1,13263368606567	1228,125	-0,86296284198761	
1231,25	1,13610446453094	1231,25	-0,861061036586761	
1234,375	1,13953912258148	1234,375	-0,859078645706177	
1237,5	1,13388109207153	1237,5	-0,853383004665375	
1240,625	1,13721454143524	1240,625	-0,845640361309052	
1243,75	1,13849949836731	1243,75	-0,840531527996063	
1246,875	1,13954842090607	1246,875	-0,836910128593445	
1250	1,1425507068634	1250	-0,827644526958466	
1253,125	1,14080059528351	1253,125	-0,824918270111084	
1256,25	1,13954675197601	1256,25	-0,815940260887146	
1259,375	1,14431405067444	1259,375	-0,813177406787872	
1262,5	1,14752054214478	1262,5	-0,810027778148651	
1265,625	1,14933407306671	1265,625	-0,806005358695984	
1268,75	1,15019702911377	1268,75	-0,802375793457031	
1271,875	1,15252089500427	1271,875	-0,797775566577911	
1275	1,15271353721619	1275	-0,795356452465057	
1278,125	1,15595686435699	1278,125	-0,790946185588837	
1281,25	1,15570139884949	1281,25	-0,788812398910522	
1284,375	1,15912747383118	1284,375	-0,786072552204132	
1287,5	1,15992343425751	1287,5	-0,785168468952179	
1290,625	1,15821707248688	1290,625	-0,782150506973267	
1293,75	1,1615799665451	1293,75	-0,779201567173004	
1296,875	1,1627858877182	1296,875	-0,774073839187622	
1300	1,16146636009216	1300	-0,777110457420349	
1303,125	1,15995895862579	1303,125	-0,774488985538483	
1306,25	1,16282546520233	1306,25	-0,771363198757172	
1309,375	1,16236448287964	1309,375	-0,766919374465942	
1312,5	1,16140615940094	1312,5	-0,764573574066162	
1315,625	1,16102087497711	1315,625	-0,764998495578766	
1318,75	1,16141998767853	1318,75	-0,759039342403412	
1321,875	1,16334962844849	1321,875	-0,758587896823883	
1325	1,16285252571106	1325	-0,75721549987793	
1328,125	1,15737581253052	1328,125	-0,75518524646759	
1331,25	1,15729606151581	1331,25	-0,749882161617279	
1334,375	1,1519535779953	1334,375	-0,747466683387756	
1337,5	1,15433502197266	1337,5	-0,744768857955933	
1340,625	1,15414416790009	1340,625	-0,738614857196808	
1343,75	1,15417468547821	1343,75	-0,737564980983734	
1346,875	1,15326535701752	1346,875	-0,730756461620331	
1350	1,15103018283844	1350	-0,727618455886841	
1353,125	1,15205490589142	1353,125	-0,726188361644745	
1356,25	1,1464136838913	1356,25	-0,722660303115845	
1359,375	1,14998018741608	1359,375	-0,716480672359467	
1362,5	1,15004861354828	1362,5	-0,712287485599518	
1365,625	1,14935517311096	1365,625	-0,710156440734863	
1368,75	1,15090894699097	1368,75	-0,707275986671448	
1371,875	1,14916455745697	1371,875	-0,703055262565613	
1375	1,14771890640259	1375	-0,702944815158844	
1378,125	1,14820909500122	1378,125	-0,702315151691437	
1381,25	1,14296925067902	1381,25	-0,695858597755432	
1384,375	1,14463400840759	1384,375	-0,694652855396271	
1387,5	1,14787125587463	1387,5	-0,692094445228577	
1390,625	1,14781439304352	1390,625	-0,687810838222504	
1393,75	1,14641284942627	1393,75	-0,683780193328857	
1396,875	1,14483439922333	1396,875	-0,682087600231171	
1400	1,1448278427124	1400	-0,67884624004364	
1403,125	1,14233505725861	1403,125	-0,677384614944458	
1406,25	1,13976180553436	1406,25	-0,676132917404175	
1409,375	1,13665783405304	1409,375	-0,67251193523407	
1412,5	1,13747203350067	1412,5	-0,669253408908844	
1415,625	1,13339173793793	1415,625	-0,665874898433685	
1418,75	1,13133990764618	1418,75	-0,664198160171509	
1421,875	1,13159608840942	1421,875	-0,660818040370941	
1425	1,12906301021576	1425	-0,658339440822601	
1428,125	1,12152314186096	1428,125	-0,655005872249603	
1431,25	1,12256574630737	1431,25	-0,651985824108124	
1434,375	1,120561003685	1434,375	-0,647271037101746	
1437,5	1,11806404590607	1437,5	-0,638613402843475	
1440,625	1,11873912811279	1440,625	-0,640329957008362	
1443,75	1,10699319839478	1443,75	-0,632325768470764	
1446,875	1,1103138923645	1446,875	-0,628255724906921	
1450	1,10708546638489	1450	-0,622175395488739	
1453,125	1,10468649864197	1453,125	-0,617419540882111	
1456,25	1,09981906414032	1456,25	-0,610867083072662	
1459,375	1,09929144382477	1459,375	-0,605325818061829	
1462,5	1,09994065761566	1462,5	-0,598219871520996	
1465,625	1,09552502632141	1465,625	-0,594684779644012	
1468,75	1,09248375892639	1468,75	-0,583836853504181	
1471,875	1,09000253677368	1471,875	-0,577043950557709	
1475	1,09007084369659	1475	-0,573219656944275	
1478,125	1,08930587768555	1478,125	-0,564978539943695	
1481,25	1,09202635288239	1481,25	-0,558522343635559	
1484,375	1,09021329879761	1484,375	-0,547974169254303	
1487,5	1,086878657341	1487,5	-0,544935703277588	
1490,625	1,08789849281311	1490,625	-0,538009166717529	
1493,75	1,08741235733032	1493,75	-0,531418859958649	
1496,875	1,09015715122223	1496,875	-0,527879595756531	
1500	1,08962500095367	1500	-0,517985463142395	
1503,125	1,09273266792297	1503,125	-0,510316073894501	
1506,25	1,09715485572815	1506,25	-0,504890084266663	
1509,375	1,09606599807739	1509,375	-0,498255848884583	
1512,5	1,09751224517822	1512,5	-0,492764443159103	
1515,625	1,09830176830292	1515,625	-0,488456726074219	
1518,75	1,10295450687408	1518,75	-0,482636839151382	
1521,875	1,10581374168396	1521,875	-0,479472786188126	
1525	1,10394299030304	1525	-0,473064094781876	
1528,125	1,10959446430206	1528,125	-0,467458873987198	
1531,25	1,11069989204407	1531,25	-0,46429830789566	
1534,375	1,11377477645874	1534,375	-0,458892524242401	
1537,5	1,1133838891983	1537,5	-0,456126421689987	
1540,625	1,1166205406189	1540,625	-0,453664511442184	
1543,75	1,11630129814148	1543,75	-0,446550875902176	
1546,875	1,12087488174438	1546,875	-0,443833917379379	
1550	1,12149691581726	1550	-0,439954668283463	
