Frequency in Hz	Silk_96 Normalized Surface Impedance continuous Re	Frequency in Hz	Silk_96 Normalized Surface Impedance continuous Im	
100	3,15582847595215	100	-13,9722957611084	
103,125	4,50906133651733	103,125	-14,4019470214844	
106,25	2,58699870109558	106,25	-11,8676309585571	
109,375	2,36810898780823	109,375	-13,4564390182495	
112,5	3,03175067901611	112,5	-12,4995231628418	
115,625	2,58911919593811	115,625	-11,6590728759766	
118,75	2,64342355728149	118,75	-12,3434495925903	
121,875	3,13024854660034	121,875	-11,18883228302	
125	2,31949877738953	125	-11,5701093673706	
128,125	2,0489456653595	128,125	-10,8519735336304	
131,25	2,09971570968628	131,25	-10,9568119049072	
134,375	1,59873497486115	134,375	-11,1703615188599	
137,5	2,374272108078	137,5	-9,62092304229736	
140,625	2,8158323764801	140,625	-10,0473527908325	
143,75	2,55408906936646	143,75	-9,44384956359863	
146,875	2,14326763153076	146,875	-10,4754772186279	
150	2,3852014541626	150	-9,51680183410645	
153,125	1,99919009208679	153,125	-8,98992347717285	
156,25	2,12132549285889	156,25	-9,18412494659424	
159,375	1,99665331840515	159,375	-8,95455360412598	
162,5	1,95502316951752	162,5	-8,98479557037354	
165,625	2,15585064888	165,625	-8,84675598144531	
168,75	1,81778860092163	168,75	-8,21296787261963	
171,875	2,20533657073975	171,875	-8,37606430053711	
175	2,19478940963745	175	-7,97049379348755	
178,125	1,89103662967682	178,125	-8,01776504516602	
181,25	1,96870195865631	181,25	-8,07695770263672	
184,375	2,13346743583679	184,375	-7,89297342300415	
187,5	2,12514901161194	187,5	-7,43096351623535	
190,625	2,2352123260498	190,625	-7,5161304473877	
193,75	2,06244134902954	193,75	-7,11067914962769	
196,875	2,0905749797821	196,875	-7,27656984329224	
200	1,92010366916656	200	-7,40010452270508	
203,125	1,8449399471283	203,125	-7,4674015045166	
206,25	1,76938390731812	206,25	-6,79181718826294	
209,375	1,90391933917999	209,375	-6,87891817092896	
212,5	1,84442460536957	212,5	-7,13495349884033	
215,625	1,87090444564819	215,625	-6,54159593582153	
218,75	1,93816316127777	218,75	-6,7546501159668	
221,875	1,8619384765625	221,875	-6,48646306991577	
225	1,96462428569794	225	-6,40274381637573	
228,125	1,95667409896851	228,125	-6,29265213012695	
231,25	1,94121277332306	231,25	-6,26250171661377	
234,375	1,9533417224884	234,375	-6,12008094787598	
237,5	1,85788416862488	237,5	-6,23461151123047	
240,625	1,63640201091766	240,625	-5,95564985275269	
243,75	1,75907754898071	243,75	-5,9867091178894	
246,875	1,89264047145844	246,875	-5,80496788024902	
250	1,90553605556488	250	-5,74459075927734	
253,125	1,80266845226288	253,125	-5,73446893692017	
256,25	1,76533448696136	256,25	-5,57042121887207	
259,375	1,90093064308167	259,375	-5,53493547439575	
262,5	1,76504004001617	262,5	-5,47128677368164	
265,625	1,66449522972107	265,625	-5,39714002609253	
268,75	1,76705205440521	268,75	-5,39313697814941	
271,875	1,72546207904816	271,875	-5,22899913787842	
275	1,67824482917786	275	-5,24336290359497	
278,125	1,70182919502258	278,125	-5,08984231948853	
281,25	1,7201339006424	281,25	-5,08183813095093	
284,375	1,70781874656677	284,375	-5,03769397735596	
287,5	1,63999462127686	287,5	-5,11979150772095	
290,625	1,56259739398956	290,625	-4,7861213684082	
293,75	1,56181502342224	293,75	-4,81361961364746	
296,875	1,59946095943451	296,875	-4,73897933959961	
300	1,61168050765991	300	-4,67747211456299	
303,125	1,56764566898346	303,125	-4,5562915802002	
