Frequency in Hz	Ref_Specimen_HF Sound Reflection Factor continuous Re	Frequency in Hz	Ref_Specimen_LF Sound Reflection Factor continuous Re	Frequency in Hz	Ref_Specimen_HF Sound Reflection Factor continuous Im	Frequency in Hz	Ref_Specimen_LF Sound Reflection Factor continuous Im	
1440,625	0,781739413738251			1440,625	0,184854224324226			
1443,75	0,780611515045166			1443,75	0,184494525194168			
1446,875	0,780631005764008			1446,875	0,185025095939636			
1450	0,779243767261505			1450	0,186544001102448			
1453,125	0,779349267482758			1453,125	0,187414228916168			
1456,25	0,779558777809143			1456,25	0,186978653073311			
1459,375	0,781212449073792			1459,375	0,18937174975872			
1462,5	0,77965921163559			1462,5	0,188511908054352			
1465,625	0,779268622398376			1465,625	0,18899941444397			
1468,75	0,780558943748474			1468,75	0,189973667263985			
1471,875	0,780782520771027			1471,875	0,189650982618332			
1475	0,780504941940308			1475	0,19229082763195			
1478,125	0,780477225780487			1478,125	0,193593442440033			
1481,25	0,782605111598969			1481,25	0,193104922771454			
1484,375	0,781557321548462			1484,375	0,193159371614456			
1487,5	0,781327724456787			1487,5	0,194436088204384			
1490,625	0,78062117099762			1490,625	0,193742498755455			
1493,75	0,779809594154358			1493,75	0,196084424853325			
1496,875	0,78169572353363			1496,875	0,196386650204659			
1500	0,78216153383255			1500	0,196523725986481			
1503,125	0,781503796577454			1503,125	0,198058515787125			
1506,25	0,778364241123199			1506,25	0,197209089994431			
1509,375	0,779538333415985			1509,375	0,197722524404526			
1512,5	0,781511843204498			1512,5	0,199314922094345			
1515,625	0,782622098922729			1515,625	0,199846208095551			
1518,75	0,783132553100586			1518,75	0,19972138106823			
1521,875	0,783495962619781			1521,875	0,201502978801727			
1525	0,784140050411224			1525	0,200952783226967			
1528,125	0,782890617847443			1528,125	0,2017952054739			
1531,25	0,783635556697845			1531,25	0,203171148896217			
1534,375	0,783380806446075			1534,375	0,202332749962807			
1537,5	0,783627986907959			1537,5	0,203239515423775			
1540,625	0,785025060176849			1540,625	0,204199388623238			
1543,75	0,784500181674957			1543,75	0,20354737341404			
1546,875	0,784750819206238			1546,875	0,203849092125893			
1550	0,786329090595245			1550	0,204572603106499			
1553,125	0,785302519798279			1553,125	0,204819589853287			
1556,25	0,786723434925079			1556,25	0,206116437911987			
1559,375	0,786123812198639			1559,375	0,204175814986229			
1562,5	0,785953164100647			1562,5	0,205097541213036			
1565,625	0,78530091047287			1565,625	0,20540514588356			
1568,75	0,784964859485626			1568,75	0,205403849482536			
1571,875	0,78541225194931			1571,875	0,206456154584885			
1575	0,787085056304932			1575	0,206278964877129			
1578,125	0,786439120769501			1578,125	0,2064458578825			
1581,25	0,786816954612732			1581,25	0,205470353364944			
1584,375	0,785539448261261			1584,375	0,205497741699219			
1587,5	0,784683406352997			1587,5	0,205482348799706			
1590,625	0,786119401454926			1590,625	0,206329762935638			
1593,75	0,785443127155304			1593,75	0,207390293478966			
1596,875	0,785089075565338			1596,875	0,205839812755585			
1600	0,784720838069916			1600	0,207081168889999			
1603,125	0,784818768501282			1603,125	0,206689462065697			
1606,25	0,785363554954529			1606,25	0,209620118141174			
1609,375	0,784372806549072			1609,375	0,206396237015724			
1612,5	0,783829629421234			1612,5	0,206530407071114			
1615,625	0,783257067203522			1615,625	0,207786470651627			
1618,75	0,783590614795685			1618,75	0,208890020847321			
1621,875	0,782994210720062			1621,875	0,210992053151131			
1625	0,780065476894379			1625	0,208371475338936			
1628,125	0,781204223632813			1628,125	0,210473164916039			
1631,25	0,781950712203979			1631,25	0,209890812635422			
1634,375	0,783506155014038			1634,375	0,211718037724495			
1637,5	0,782754898071289			1637,5	0,209755554795265			
1640,625	0,787556827068329			1640,625	0,213905110955238			
1643,75	0,789336800575256			1643,75	0,212171033024788			
1646,875	0,788071870803833			1646,875	0,213198035955429			
1650	0,787438273429871			1650	0,211330905556679			
1653,125	0,78827178478241			1653,125	0,209347248077393			
1656,25	0,789007067680359			1656,25	0,211253553628922			
1659,375	0,787713289260864			1659,375	0,209160700440407			
1662,5	0,785281419754028			1662,5	0,209620356559753			
1665,625	0,785988569259644			1665,625	0,211374595761299			
1668,75	0,786500930786133			1668,75	0,210886999964714			
1671,875	0,784419894218445			1671,875	0,206948652863503			
1675	0,786541283130646			1675	0,21095971763134			
1678,125	0,787237823009491			1678,125	0,209248319268227			
1681,25	0,786393165588379			1681,25	0,209549859166145			
1684,375	0,785118818283081			1684,375	0,208357468247414			
1687,5	0,784826278686523			1687,5	0,204996272921562			
1690,625	0,78461492061615			1690,625	0,209294065833092			
1693,75	0,782602190971375			1693,75	0,208096981048584			
1696,875	0,779239058494568			1696,875	0,208426088094711			
1700	0,779834449291229			1700	0,207540065050125			
1703,125	0,779426395893097			1703,125	0,20620085299015			
1706,25	0,777840971946716			1706,25	0,209168940782547			
1709,375	0,774812519550323			1709,375	0,21036484837532			
1712,5	0,775387585163116			1712,5	0,209444984793663			
1715,625	0,776228427886963			1715,625	0,208129823207855			
1718,75	0,775083303451538			1718,75	0,211773946881294			
1721,875	0,774314403533936			1721,875	0,212966918945313			
1725	0,775151789188385			1725	0,212883651256561			
1728,125	0,774280667304993			1728,125	0,20919069647789			
1731,25	0,769566893577576			1731,25	0,211442366242409			
1734,375	0,770100355148315			1734,375	0,213471859693527			
1737,5	0,770603835582733			1737,5	0,213888734579086			
1740,625	0,772516369819641			1740,625	0,215765655040741			
1743,75	0,765250623226166			1743,75	0,21346789598465			
1746,875	0,763766169548035			1746,875	0,213590279221535			
1750	0,767280101776123			1750	0,213912665843964			
1753,125	0,766314923763275			1753,125	0,21083365380764			
1756,25	0,765762627124786			1756,25	0,209814608097076			
1759,375	0,763728022575378			1759,375	0,209841340780258			
1762,5	0,764916956424713			1762,5	0,215024471282959			
1765,625	0,764759659767151			1765,625	0,21218267083168			
1768,75	0,765377998352051			1768,75	0,211042061448097			
1771,875	0,7596036195755			1771,875	0,21549066901207			
1775	0,758888185024261			1775	0,217953369021416			
1778,125	0,76006031036377			1778,125	0,216138616204262			
1781,25	0,760542273521423			1781,25	0,217834070324898			
1784,375	0,757452964782715			1784,375	0,219416826963425			
1787,5	0,754954755306244			1787,5	0,22027850151062			
1790,625	0,754410445690155			1790,625	0,222572088241577			
1793,75	0,75725382566452			1793,75	0,221355453133583			
1796,875	0,757895171642303			1796,875	0,219350904226303			
1800	0,755901575088501			1800	0,223574951291084			
1803,125	0,754120171070099			1803,125	0,22455994784832			
1806,25	0,754105925559998			1806,25	0,224669277667999			
1809,375	0,753288567066193			1809,375	0,226499959826469			
1812,5	0,754046261310577			1812,5	0,228131756186485			
1815,625	0,755402982234955			1815,625	0,230588048696518			
1818,75	0,752273082733154			1818,75	0,231680929660797			
1821,875	0,750302731990814			1821,875	0,23150996863842			
1825	0,752336621284485			1825	0,232444152235985			
1828,125	0,750495433807373			1828,125	0,232693910598755			
1831,25	0,750187158584595			1831,25	0,234558701515198			
1834,375	0,752029061317444			1834,375	0,23647329211235			
1837,5	0,747219443321228			1837,5	0,235836684703827			
1840,625	0,74712610244751			1840,625	0,236330598592758			
1843,75	0,747163712978363			1843,75	0,23812660574913			
1846,875	0,747830450534821			1846,875	0,237673848867416			
1850	0,751344740390778			1850	0,238443404436111			
1853,125	0,749899864196777			1853,125	0,240022420883179			
1856,25	0,747363269329071			1856,25	0,242920696735382			
1859,375	0,748102188110352			1859,375	0,244587332010269			
1862,5	0,748988211154938			1862,5	0,245491415262222			
1865,625	0,749724149703979			1865,625	0,245781719684601			
1868,75	0,750360369682312			1868,75	0,248085543513298			
1871,875	0,75011134147644			1871,875	0,247668147087097			
1875	0,749322891235352			1875	0,249109327793121			
1878,125	0,748071253299713			1878,125	0,24993659555912			
1881,25	0,749447762966156			1881,25	0,251636266708374			
1884,375	0,749049246311188			1884,375	0,253375709056854			
1887,5	0,749975323677063			1887,5	0,252613574266434			
1890,625	0,751944422721863			1890,625	0,255595505237579			
1893,75	0,749912261962891			1893,75	0,253033220767975			
1896,875	0,750773787498474			1896,875	0,255792647600174			
1900	0,75074166059494			1900	0,25769031047821			
1903,125	0,750935554504395			1903,125	0,257881045341492			
1906,25	0,752171397209167			1906,25	0,258378207683563			
1909,375	0,7513427734375			1909,375	0,260624915361404			
1912,5	0,751132726669312			1912,5	0,261181563138962			
1915,625	0,751144707202911			1915,625	0,259662389755249			
1918,75	0,752299308776855			1918,75	0,262378960847855			
1921,875	0,750777184963226			1921,875	0,261470913887024			
1925	0,751360952854156			1925	0,262955725193024			
1928,125	0,750016391277313			1928,125	0,26423442363739			
1931,25	0,751947045326233			1931,25	0,264668136835098			
1934,375	0,753817856311798			1934,375	0,264574497938156			
1937,5	0,754005491733551			1937,5	0,266467362642288			
1940,625	0,755128622055054			1940,625	0,266862481832504			
1943,75	0,753988802433014			1943,75	0,266202986240387			
1946,875	0,752272367477417			1946,875	0,267506301403046			
1950	0,75406801700592			1950	0,267511308193207			
1953,125	0,754214346408844			1953,125	0,269877821207047			
1956,25	0,754750311374664			1956,25	0,269654482603073			
1959,375	0,755963623523712			1959,375	0,27184396982193			
1962,5	0,755936920642853			1962,5	0,2690110206604			
1965,625	0,75365686416626			1965,625	0,270279616117477			
1968,75	0,755123972892761			1968,75	0,271982133388519			
1971,875	0,757725834846497			1971,875	0,271628737449646			
1975	0,752763032913208			1975	0,274205952882767			
1978,125	0,754956126213074			1978,125	0,272090822458267			
1981,25	0,755740821361542			1981,25	0,273194342851639			
1984,375	0,754381477832794			1984,375	0,273896247148514			
1987,5	0,756649076938629			1987,5	0,27649912238121			
1990,625	0,760643839836121			1990,625	0,275254130363464			
1993,75	0,758446872234344			1993,75	0,275234460830688			
1996,875	0,757384836673737			1996,875	0,275064140558243			
2000	0,757899940013886			2000	0,277452349662781			
2003,125	0,757870078086853			2003,125	0,276299715042114			
2006,25	0,758516073226929			2006,25	0,278503566980362			
2009,375	0,757432162761688			2009,375	0,274966657161713			
2012,5	0,758131265640259			2012,5	0,277952879667282			
2015,625	0,757083714008331			2015,625	0,278443902730942			
2018,75	0,757781982421875			2018,75	0,277765095233917			
2021,875	0,75771164894104			2021,875	0,277561604976654			
2025	0,756847977638245			2025	0,279315292835236			
2028,125	0,756212174892426			2028,125	0,278850227594376			
2031,25	0,757530570030212			2031,25	0,279748529195786			
2034,375	0,756869256496429			2034,375	0,279456049203873			
2037,5	0,754490911960602			2037,5	0,279481410980225			
2040,625	0,759408414363861			2040,625	0,278137356042862			
2043,75	0,758072972297668			2043,75	0,280928581953049			
2046,875	0,758339583873749			2046,875	0,281697571277618			
2050	0,761079370975494			2050	0,279711157083511			
2053,125	0,755626976490021			2053,125	0,282797634601593			
2056,25	0,756819307804108			2056,25	0,277138441801071			
2059,375	0,759637117385864			2059,375	0,280611723661423			
2062,5	0,756138563156128			2062,5	0,283077090978622			
2065,625	0,754487752914429			2065,625	0,281459659337997			
2068,75	0,756041944026947			2068,75	0,284896999597549			
2071,875	0,7566819190979			2071,875	0,284323990345001			
2075	0,756495475769043			2075	0,286002099514008			
2078,125	0,752510607242584			2078,125	0,285883963108063			
2081,25	0,755371272563934			2081,25	0,285014152526855			
2084,375	0,75669002532959			2084,375	0,284386485815048			
2087,5	0,758666157722473			2087,5	0,28530940413475			
2090,625	0,758692502975464			2090,625	0,285365402698517			
2093,75	0,756110906600952			2093,75	0,286908149719238			
2096,875	0,753627598285675			2096,875	0,287255823612213			
2100	0,755273640155792			2100	0,286624550819397			
2103,125	0,757331252098084			2103,125	0,290674299001694			
2106,25	0,756921827793121			2106,25	0,290555655956268			
2109,375	0,75618839263916			2109,375	0,293708324432373			
2112,5	0,755101263523102			2112,5	0,28884282708168			
2115,625	0,753577530384064			2115,625	0,290905714035034			
2118,75	0,752588510513306			2118,75	0,293605297803879			
2121,875	0,752960324287415			2121,875	0,294564098119736			
2125	0,756878733634949			2125	0,293350398540497			
2128,125	0,758205771446228			2128,125	0,294145256280899			
2131,25	0,75465339422226			2131,25	0,296065986156464			
2134,375	0,753145337104797			2134,375	0,29504919052124			
2137,5	0,754055559635162			2137,5	0,296170800924301			
2140,625	0,756206631660461			2140,625	0,298594206571579			
2143,75	0,757335424423218			2143,75	0,298649579286575			
2146,875	0,757148265838623			2146,875	0,296942621469498			
2150	0,757719874382019			2150	0,294622629880905			
2153,125	0,75821191072464			2153,125	0,29805588722229			
2156,25	0,753385663032532			2156,25	0,299453109502792			
2159,375	0,755767107009888			2159,375	0,300051063299179			
2162,5	0,754578828811646			2162,5	0,29884546995163			
2165,625	0,752492189407349			2165,625	0,301364541053772			
2168,75	0,757288813591003			2168,75	0,306231439113617			
2171,875	0,75751268863678			2171,875	0,303787529468536			
2175	0,755103170871735			2175	0,299292802810669			
2178,125	0,758211672306061			2178,125	0,299323678016663			
2181,25	0,752911746501923			2181,25	0,305868685245514			
2184,375	0,755879938602448			2184,375	0,309605658054352			
2187,5	0,755505740642548			2187,5	0,308103561401367			
2190,625	0,757690906524658			2190,625	0,303882896900177			
2193,75	0,757322669029236			2193,75	0,300540179014206			
2196,875	0,756833493709564			2196,875	0,304587841033936			
2200	0,755903005599976			2200	0,305074423551559			
2203,125	0,758702039718628			2203,125	0,303633183240891			
2206,25	0,758803963661194			2206,25	0,302851498126984			
2209,375	0,762173473834991			2209,375	0,305718600749969			
2212,5	0,764003813266754			2212,5	0,304422587156296			
2215,625	0,76069313287735			2215,625	0,304730474948883			
2218,75	0,759220957756042			2218,75	0,306477874517441			
2221,875	0,761269748210907			2221,875	0,308566093444824			
2225	0,764305055141449			2225	0,306754142045975			
2228,125	0,76279628276825			2228,125	0,30517578125			
2231,25	0,762753188610077			2231,25	0,306882113218308			
2234,375	0,761883556842804			2234,375	0,306025832891464			
2237,5	0,761057317256927			2237,5	0,306752532720566			
2240,625	0,757078409194946			2240,625	0,307177275419235			
2243,75	0,759711682796478			2243,75	0,30445459485054			
2246,875	0,76229202747345			2246,875	0,306158900260925			
2250	0,760350048542023			2250	0,30960875749588			
2253,125	0,763287901878357			2253,125	0,304864645004272			
2256,25	0,763371825218201			2256,25	0,309061855077744			
2259,375	0,761078417301178			2259,375	0,307315051555634			
2262,5	0,764114141464233			2262,5	0,307269036769867			
2265,625	0,760801017284393			2265,625	0,312675565481186			
2268,75	0,762400090694427			2268,75	0,307684928178787			
2271,875	0,760464012622833			2271,875	0,309613168239594			
2275	0,763746500015259			2275	0,310249328613281			
2278,125	0,761522471904755			2278,125	0,31168407201767			
2281,25	0,75877046585083			2281,25	0,305418819189072			
2284,375	0,760960102081299			2284,375	0,30415752530098			
2287,5	0,760850965976715			2287,5	0,307790219783783			
2290,625	0,763618350028992			2290,625	0,308133453130722			
2293,75	0,761402428150177			2293,75	0,31056472659111			
2296,875	0,764319658279419			2296,875	0,306550234556198			
2300	0,762129008769989			2300	0,309059381484985			
2303,125	0,761814951896667			2303,125	0,307961732149124			
2306,25	0,761602401733398			2306,25	0,308517426252365			
2309,375	0,76107269525528			2309,375	0,3075250685215			
2312,5	0,759954154491425			2312,5	0,308309316635132			
2315,625	0,760535478591919			2315,625	0,30535888671875			
2318,75	0,757989287376404			2318,75	0,307164341211319			
2321,875	0,757817506790161			2321,875	0,307340025901794			
2325	0,761154770851135			2325	0,305472105741501			
2328,125	0,761366605758667			2328,125	0,308541506528854			
2331,25	0,761617600917816			2331,25	0,308324813842773			
2334,375	0,759217977523804			2334,375	0,308097094297409			
2337,5	0,758321344852448			2337,5	0,305586367845535			
2340,625	0,759859800338745			2340,625	0,310000330209732			
2343,75	0,764075040817261			2343,75	0,310090869665146			
2346,875	0,760604679584503			2346,875	0,307465434074402			
2350	0,760478079319			2350	0,310392528772354			
2353,125	0,759199202060699			2353,125	0,306835830211639			
2356,25	0,758289098739624			2356,25	0,308066606521606			
2359,375	0,761040806770325			2359,375	0,309322327375412			
2362,5	0,758074402809143			2362,5	0,308858096599579			
2365,625	0,754715740680695			2365,625	0,305942803621292			
2368,75	0,759636044502258			2368,75	0,309050589799881			
2371,875	0,758211493492126			2371,875	0,311428248882294			
2375	0,757892608642578			2375	0,307456105947495			
2378,125	0,757630705833435			2378,125	0,308822989463806			
2381,25	0,756915748119354			2381,25	0,310713469982147			
2384,375	0,754133820533752			2384,375	0,312108278274536			
2387,5	0,75961047410965			2387,5	0,306137561798096			
2390,625	0,757109582424164			2390,625	0,3086798787117			
2393,75	0,75885272026062			2393,75	0,311336785554886			
2396,875	0,756480813026428			2396,875	0,312823861837387			
2400	0,75415712594986			2400	0,309651136398315			
2403,125	0,754766702651978			2403,125	0,310898303985596			
2406,25	0,753346979618073			2406,25	0,30915829539299			
2409,375	0,754187822341919			2409,375	0,309793084859848			
2412,5	0,754250943660736			2412,5	0,312797993421555			
2415,625	0,755850076675415			2415,625	0,310528725385666			
2418,75	0,754959344863892			2418,75	0,310540765523911			
2421,875	0,756869733333588			2421,875	0,313908815383911			
2425	0,756703615188599			2425	0,314481884241104			
2428,125	0,754741728305817			2428,125	0,312301397323608			
2431,25	0,752839684486389			2431,25	0,310291200876236			
2434,375	0,753826797008514			2434,375	0,311340421438217			
2437,5	0,755374133586884			2437,5	0,313016831874847			
2440,625	0,753200471401215			2440,625	0,312638431787491			
2443,75	0,754048466682434			2443,75	0,314152121543884			
2446,875	0,75311279296875			2446,875	0,313857764005661			
2450	0,754121661186218			2450	0,315023899078369			
2453,125	0,75488156080246			2453,125	0,315759122371674			
2456,25	0,753268539905548			2456,25	0,311882883310318			
2459,375	0,754644572734833			2459,375	0,313347101211548			
2462,5	0,75767183303833			2462,5	0,314257621765137			
2465,625	0,753725945949554			2465,625	0,313931167125702			
2468,75	0,751653492450714			2468,75	0,31231814622879			
2471,875	0,754874706268311			2471,875	0,313478261232376			
2475	0,753497302532196			2475	0,313920915126801			
2478,125	0,753593623638153			2478,125	0,31451290845871			
2481,25	0,754663527011871			2481,25	0,314596146345139			
2484,375	0,751173377037048			2484,375	0,314320147037506			
2487,5	0,751800298690796			2487,5	0,312583595514297			
2490,625	0,755194783210754			2490,625	0,317466497421265			
2493,75	0,755454480648041			2493,75	0,316106528043747			
2496,875	0,7571040391922			2496,875	0,316632091999054			
2500	0,754689872264862			2500	0,315219521522522			
2503,125	0,752830862998962			2503,125	0,312206774950027			
2506,25	0,750815987586975			2506,25	0,314652591943741			
2509,375	0,752857446670532			2509,375	0,314271539449692			
2512,5	0,752699732780457			2512,5	0,313459157943726			
2515,625	0,752907931804657			2515,625	0,314802765846252			
2518,75	0,751255214214325			2518,75	0,315050691366196			
2521,875	0,753474533557892			2521,875	0,311931580305099			
2525	0,753975450992584			2525	0,316608548164368			
2528,125	0,756046652793884			2528,125	0,314051598310471			
2531,25	0,754076361656189			2531,25	0,31523934006691			
2534,375	0,748724639415741			2534,375	0,315224021673203			
2537,5	0,755057752132416			2537,5	0,311637908220291			
2540,625	0,755513489246368			2540,625	0,31003400683403			
2543,75	0,752161622047424			2543,75	0,315960675477982			
2546,875	0,751581788063049			2546,875	0,31568506360054			
2550	0,748601078987122			2550	0,313866049051285			
2553,125	0,748748660087585			2553,125	0,3167864382267			
2556,25	0,750523626804352			2556,25	0,316697418689728			
2559,375	0,750799775123596			2559,375	0,315379559993744			
2562,5	0,748979210853577			2562,5	0,314809292554855			
2565,625	0,748664259910584			2565,625	0,313765615224838			
2568,75	0,752508640289307			2568,75	0,313305765390396			
2571,875	0,751744389533997			2571,875	0,313402205705643			
2575	0,751042902469635			2575	0,314017921686172			
2578,125	0,749855399131775			2578,125	0,31668695807457			
2581,25	0,752529680728912			2581,25	0,317934572696686			
2584,375	0,75533926486969			2584,375	0,313820689916611			
2587,5	0,750631749629974			2587,5	0,312413960695267			
2590,625	0,751521110534668			2590,625	0,313821941614151			
2593,75	0,756383776664734			2593,75	0,310076832771301			
2596,875	0,753836810588837			2596,875	0,310457199811935			
2600	0,749458253383636			2600	0,309709966182709			
2603,125	0,748121678829193			2603,125	0,308837860822678			
2606,25	0,746586263179779			2606,25	0,311078011989594			
2609,375	0,743668079376221			2609,375	0,310046374797821			
2612,5	0,742558062076569			2612,5	0,308058202266693			
2615,625	0,746152400970459			2615,625	0,308373361825943			
2618,75	0,747343599796295			2618,75	0,312357217073441			
2621,875	0,741057276725769			2621,875	0,312827706336975			
2625	0,744435727596283			2625	0,309448093175888			
2628,125	0,744600236415863			2628,125	0,310163915157318			
2631,25	0,744611859321594			2631,25	0,315124720335007			
2634,375	0,737984776496887			2634,375	0,308980077505112			
2637,5	0,737196028232574			2637,5	0,309792250394821			
2640,625	0,73945552110672			2640,625	0,310839623212814			
2643,75	0,739198565483093			2643,75	0,311534523963928			
2646,875	0,740127086639404			2646,875	0,313835918903351			
2650	0,737158000469208			2650	0,314833641052246			
2653,125	0,738442599773407			2653,125	0,315677583217621			
2656,25	0,742022514343262			2656,25	0,314222037792206			
2659,375	0,737659394741058			2659,375	0,311018943786621			
2662,5	0,73611706495285			2662,5	0,311720252037048			
2665,625	0,736959397792816			2665,625	0,311704516410828			
2668,75	0,733555018901825			2668,75	0,31106698513031			
2671,875	0,736328840255737			2671,875	0,315512597560883			
2675	0,739260196685791			2675	0,315884202718735			
2678,125	0,735984861850739			2678,125	0,313952744007111			
2681,25	0,735924303531647			2681,25	0,314281553030014			
2684,375	0,735017836093903			2684,375	0,315838932991028			
2687,5	0,734904050827026			2687,5	0,315458446741104			
2690,625	0,734040856361389			2690,625	0,315702229738235			
2693,75	0,734781503677368			2693,75	0,318705260753632			
2696,875	0,737811803817749			2696,875	0,316499650478363			
2700	0,73289954662323			2700	0,313463151454926			
2703,125	0,731655538082123			2703,125	0,315477907657623			
2706,25	0,731970369815826			2706,25	0,316108971834183			
2709,375	0,732969164848328			2709,375	0,315595328807831			
2712,5	0,731467843055725			2712,5	0,316721349954605			
2715,625	0,729973614215851			2715,625	0,318529069423676			
2718,75	0,73047798871994			2718,75	0,316999822854996			
2721,875	0,729658961296082			2721,875	0,3179592192173			
2725	0,730492353439331			2725	0,318250000476837			
2728,125	0,730456292629242			2728,125	0,317564815282822			
2731,25	0,730511903762817			2731,25	0,31846085190773			
2734,375	0,730870246887207			2734,375	0,319319516420364			
2737,5	0,72883278131485			2737,5	0,318422228097916			
2740,625	0,727773725986481			2740,625	0,318239122629166			
2743,75	0,727284371852875			2743,75	0,318359315395355			
2746,875	0,726955235004425			2746,875	0,318191021680832			
2750	0,728781938552856			2750	0,321980088949203			
2753,125	0,729046881198883			2753,125	0,31952178478241			
2756,25	0,726739704608917			2756,25	0,319247543811798			
2759,375	0,724961161613464			2759,375	0,319059759378433			
2762,5	0,724349677562714			2762,5	0,318523198366165			
2765,625	0,724095225334167			2765,625	0,320298939943314			
2768,75	0,726749181747437			2768,75	0,319254875183105			
2771,875	0,725051403045654			2771,875	0,318688720464706			
2775	0,72291374206543			2775	0,320229083299637			
2778,125	0,722640633583069			2778,125	0,319855004549026			
2781,25	0,720313608646393			2781,25	0,319943815469742			
2784,375	0,721893131732941			2784,375	0,319942563772202			
2787,5	0,722427189350128			2787,5	0,321537375450134			
2790,625	0,722637355327606			2790,625	0,321544736623764			
2793,75	0,72092604637146			2793,75	0,321880877017975			
2796,875	0,722779452800751			2796,875	0,322108924388886			
2800	0,724229514598846			2800	0,321356058120728			
2803,125	0,720916867256165			2803,125	0,322378516197205			
2806,25	0,72202056646347			2806,25	0,321121245622635			
2809,375	0,720564603805542			2809,375	0,322728008031845			
2812,5	0,719042420387268			2812,5	0,321376711130142			
2815,625	0,717647314071655			2815,625	0,321419686079025			
2818,75	0,718380451202393			2818,75	0,324255853891373			
2821,875	0,716905832290649			2821,875	0,322135776281357			
2825	0,715620875358582			2825	0,320124387741089			
2828,125	0,715757489204407			2828,125	0,323255836963654			
2831,25	0,714886069297791			2831,25	0,322511553764343			
2834,375	0,716286599636078			2834,375	0,323873281478882			
2837,5	0,715438067913055			2837,5	0,321985006332397			
2840,625	0,713436901569366			2840,625	0,322105884552002			
2843,75	0,713683664798737			2843,75	0,324971973896027			
2846,875	0,714095890522003			2846,875	0,321386963129044			
2850	0,712113320827484			2850	0,323564648628235			
2853,125	0,710662662982941			2853,125	0,322028428316116			
2856,25	0,710579633712769			2856,25	0,324081271886826			
2859,375	0,709178507328033			2859,375	0,324267238378525			
2862,5	0,710276663303375			2862,5	0,323363304138184			
2865,625	0,70858758687973			2865,625	0,324267238378525			
2868,75	0,708435356616974			2868,75	0,326785087585449			
2871,875	0,707819044589996			2871,875	0,324425399303436			
2875	0,706971704959869			2875	0,325463563203812			
2878,125	0,70702999830246			2878,125	0,325757324695587			
2881,25	0,705709755420685			2881,25	0,324011117219925			
2884,375	0,704408764839172			2884,375	0,324718803167343			
2887,5	0,70329487323761			2887,5	0,325599908828735			
2890,625	0,702332973480225			2890,625	0,327888756990433			
2893,75	0,704211592674255			2893,75	0,328080356121063			
2896,875	0,700601279735565			2896,875	0,326418548822403			
2900	0,700919628143311			2900	0,327575027942657			
2903,125	0,700302600860596			2903,125	0,328588277101517			
2906,25	0,700670540332794			2906,25	0,32901731133461			
2909,375	0,700579226016998			2909,375	0,329167187213898			
2912,5	0,699961602687836			2912,5	0,329524546861649			
2915,625	0,70079642534256			2915,625	0,330127656459808			
2918,75	0,700117349624634			2918,75	0,329077899456024			
2921,875	0,699464499950409			2921,875	0,329638779163361			
2925	0,699721097946167			2925	0,328875631093979			
2928,125	0,698246836662292			2928,125	0,327604830265045			
2931,25	0,697149932384491			2931,25	0,330299079418182			
2934,375	0,695113778114319			2934,375	0,329347401857376			
2937,5	0,694831192493439			2937,5	0,329312711954117			
2940,625	0,692971169948578			2940,625	0,328062683343887			
2943,75	0,691049993038177			2943,75	0,329506427049637			
2946,875	0,690623223781586			2946,875	0,330034226179123			
2950	0,688359916210175			2950	0,330800294876099			
2953,125	0,689844965934753			2953,125	0,331175088882446			
2956,25	0,689127922058105			2956,25	0,331148952245712			
2959,375	0,686586380004883			2959,375	0,332198709249496			
2962,5	0,685724020004272			2962,5	0,332020223140717			
2965,625	0,685569226741791			2965,625	0,332903027534485			
2968,75	0,681859314441681			2968,75	0,333285987377167			
2971,875	0,680641770362854			2971,875	0,333274662494659			
2975	0,681025445461273			2975	0,336142778396606			
2978,125	0,680936574935913			2978,125	0,336563736200333			
2981,25	0,679275572299957			2981,25	0,336893886327744			
2984,375	0,678208351135254			2984,375	0,336312383413315			
2987,5	0,676980257034302			2987,5	0,336640268564224			
2990,625	0,67615932226181			2990,625	0,339982658624649			
2993,75	0,673961699008942			2993,75	0,341057896614075			
2996,875	0,673499286174774			2996,875	0,341674983501434			
3000	0,671468079090118			3000	0,340587317943573			
3003,125	0,67097944021225			3003,125	0,340515047311783			
3006,25	0,671643793582916			3006,25	0,342798173427582			
3009,375	0,670545935630798			3009,375	0,343298345804214			
3012,5	0,670346975326538			3012,5	0,345419824123383			
3015,625	0,671014726161957			3015,625	0,343980103731155			
3018,75	0,67152988910675			3018,75	0,347473353147507			
3021,875	0,671096384525299			3021,875	0,35080873966217			
3025	0,666299164295197			3025	0,340708196163177			
3028,125	0,66718578338623			3028,125	0,346512824296951			
3031,25	0,66756010055542			3031,25	0,34941241145134			
3034,375	0,666020572185516			3034,375	0,351065695285797			
3037,5	0,664397776126862			3037,5	0,35159096121788			
3040,625	0,663436770439148			3040,625	0,349768698215485			
3043,75	0,663654088973999			3043,75	0,353123635053635			
3046,875	0,666052520275116			3046,875	0,352206110954285			
3050	0,664917528629303			3050	0,353858590126038			
3053,125	0,661560654640198			3053,125	0,355525612831116			
3056,25	0,66260439157486			3056,25	0,356099784374237			
3059,375	0,661454141139984			3059,375	0,355928540229797			
3062,5	0,659743070602417			3062,5	0,355132520198822			
3065,625	0,66007262468338			3065,625	0,35906308889389			
3068,75	0,658615231513977			3068,75	0,361522823572159			
