Frequency in Hz	Ref_Specimen_HF Sound Reflection Factor continuous Re	Frequency in Hz	Ref_Specimen_LF Sound Reflection Factor continuous Re	Frequency in Hz	Ref_Specimen_HF Sound Reflection Factor continuous Im	Frequency in Hz	Ref_Specimen_LF Sound Reflection Factor continuous Im	
3071,875	0,65781158208847			3071,875	0,360816329717636			
3075	0,658646702766418			3075	0,361578017473221			
3078,125	0,657162666320801			3078,125	0,36120930314064			
3081,25	0,654288947582245			3081,25	0,362068712711334			
3084,375	0,6534703373909			3084,375	0,362667500972748			
3087,5	0,65553480386734			3087,5	0,365401834249496			
3090,625	0,6542107462883			3090,625	0,3688083589077			
3093,75	0,654667556285858			3093,75	0,366462647914886			
3096,875	0,652468979358673			3096,875	0,366797119379044			
3100	0,651732504367828			3100	0,369343638420105			
3103,125	0,651980698108673			3103,125	0,3704674243927			
3106,25	0,651554465293884			3106,25	0,37225216627121			
3109,375	0,652188181877136			3109,375	0,373047739267349			
3112,5	0,653735876083374			3112,5	0,374256432056427			
3115,625	0,652057826519012			3115,625	0,371995538473129			
3118,75	0,648656666278839			3118,75	0,374420970678329			
3121,875	0,646713614463806			3121,875	0,374195963144302			
3125	0,646988213062286			3125	0,379008769989014			
3128,125	0,647719860076904			3128,125	0,378774374723434			
3131,25	0,648861289024353			3131,25	0,379421472549438			
3134,375	0,647296369075775			3134,375	0,380074799060822			
3137,5	0,644614398479462			3137,5	0,382410377264023			
3140,625	0,64622950553894			3140,625	0,381458967924118			
3143,75	0,645244061946869			3143,75	0,384561151266098			
3146,875	0,644981622695923			3146,875	0,385340094566345			
3150	0,645027220249176			3150	0,38622185587883			
3153,125	0,645498156547546			3153,125	0,386792242527008			
3156,25	0,639320969581604			3156,25	0,389576554298401			
3159,375	0,641462802886963			3159,375	0,389306277036667			
3162,5	0,640246987342834			3162,5	0,389868259429932			
3165,625	0,637559533119202			3165,625	0,390094488859177			
3168,75	0,641836047172546			3168,75	0,392922639846802			
3171,875	0,642623662948608			3171,875	0,394582271575928			
3175	0,639605164527893			3175	0,397220224142075			
3178,125	0,643931984901428			3178,125	0,396940439939499			
3181,25	0,642365157604218			3181,25	0,400403648614883			
3184,375	0,640813291072845			3184,375	0,398801565170288			
3187,5	0,642939448356628			3187,5	0,401457071304321			
3190,625	0,639693677425385			3190,625	0,404982835054398			
3193,75	0,640236377716064			3193,75	0,406021595001221			
3196,875	0,641329646110535			3196,875	0,405211806297302			
3200	0,639411211013794			3200	0,406958043575287			
3203,125	0,640214860439301			3203,125	0,406337678432465			
3206,25	0,641952514648438			3206,25	0,409934908151627			
3209,375	0,643550515174866			3209,375	0,410149127244949			
3212,5	0,640399873256683			3212,5	0,411582142114639			
3215,625	0,639777839183807			3215,625	0,411694407463074			
3218,75	0,639052212238312			3218,75	0,410575330257416			
3221,875	0,638431191444397			3221,875	0,415475696325302			
3225	0,637724041938782			3225	0,416717857122421			
3228,125	0,641484618186951			3228,125	0,418093740940094			
3231,25	0,639857590198517			3231,25	0,41985011100769			
3234,375	0,64326137304306			3234,375	0,418191224336624			
3237,5	0,639351010322571			3237,5	0,420761525630951			
3240,625	0,642268359661102			3240,625	0,422247678041458			
3243,75	0,641687572002411			3243,75	0,425246566534042			
3246,875	0,644930362701416			3246,875	0,42722749710083			
3250	0,645056784152985			3250	0,424319297075272			
3253,125	0,640790939331055			3253,125	0,427075892686844			
3256,25	0,643897235393524			3256,25	0,426432102918625			
3259,375	0,644916951656342			3259,375	0,427235335111618			
3262,5	0,645207405090332			3262,5	0,431619793176651			
3265,625	0,6435187458992			3265,625	0,432350158691406			
3268,75	0,645604074001312			3268,75	0,430260956287384			
3271,875	0,64588725566864			3271,875	0,432187497615814			
3275	0,647286593914032			3275	0,43408277630806			
3278,125	0,646670043468475			3278,125	0,433333277702332			
3281,25	0,647655308246613			3281,25	0,432796567678452			
3284,375	0,647795438766479			3284,375	0,433979153633118			
3287,5	0,648864209651947			3287,5	0,433429181575775			
3290,625	0,64806741476059			3290,625	0,433725088834763			
3293,75	0,649314761161804			3293,75	0,434857785701752			
3296,875	0,648148059844971			3296,875	0,438047736883163			
3300	0,648469030857086			3300	0,438060909509659			
3303,125	0,649870812892914			3303,125	0,440157383680344			
3306,25	0,65026319026947			3306,25	0,438268750905991			
3309,375	0,650360465049744			3309,375	0,438073962926865			
3312,5	0,650921225547791			3312,5	0,439620435237885			
3315,625	0,649984180927277			3315,625	0,441897541284561			
3318,75	0,652609169483185			3318,75	0,443887114524841			
3321,875	0,654388010501862			3321,875	0,443414777517319			
3325	0,653253734111786			3325	0,443556994199753			
3328,125	0,652967929840088			3328,125	0,444646239280701			
3331,25	0,654360055923462			3331,25	0,442095458507538			
3334,375	0,653923749923706			3334,375	0,445576131343842			
3337,5	0,654534578323364			3337,5	0,448590993881226			
3340,625	0,655495643615723			3340,625	0,446011543273926			
3343,75	0,653902947902679			3343,75	0,44575110077858			
3346,875	0,655121982097626			3346,875	0,449650019407272			
3350	0,655813217163086			3350	0,451398074626923			
3353,125	0,65488064289093			3353,125	0,449824064970016			
3356,25	0,657337486743927			3356,25	0,450223803520203			
3359,375	0,656892001628876			3359,375	0,450853228569031			
3362,5	0,655211925506592			3362,5	0,452302128076553			
3365,625	0,656437337398529			3365,625	0,449267983436584			
3368,75	0,65710860490799			3368,75	0,451397597789764			
3371,875	0,659391045570374			3371,875	0,451652377843857			
3375	0,659710586071014			3375	0,451853096485138			
3378,125	0,658309996128082			3378,125	0,451891303062439			
3381,25	0,660094380378723			3381,25	0,451411068439484			
3384,375	0,660755932331085			3384,375	0,453999131917953			
3387,5	0,659795820713043			3387,5	0,453590452671051			
3390,625	0,660378634929657			3390,625	0,455344408750534			
3393,75	0,660031318664551			3393,75	0,455282032489777			
3396,875	0,661871075630188			3396,875	0,45766419172287			
3400	0,667715966701508			3400	0,459214240312576			
3403,125	0,663541615009308			3403,125	0,453752398490906			
3406,25	0,661633491516113			3406,25	0,454811066389084			
3409,375	0,662127077579498			3409,375	0,456110507249832			
3412,5	0,663103401660919			3412,5	0,457682490348816			
3415,625	0,664198517799377			3415,625	0,454903870820999			
3418,75	0,663318634033203			3418,75	0,45599776506424			
3421,875	0,668894469738007			3421,875	0,458407014608383			
3425	0,665959119796753			3425	0,457482427358627			
3428,125	0,664721846580505			3428,125	0,455538392066956			
3431,25	0,665133714675903			3431,25	0,456910014152527			
3434,375	0,665936291217804			3434,375	0,458383738994598			
3437,5	0,664219617843628			3437,5	0,459436446428299			
3440,625	0,666238963603973			3440,625	0,458471745252609			
3443,75	0,665853798389435			3443,75	0,455884993076324			
3446,875	0,667926967144012			3446,875	0,456844449043274			
3450	0,667634308338165			3450	0,458617627620697			
3453,125	0,66668426990509			3453,125	0,459145247936249			
3456,25	0,667714774608612			3456,25	0,457135736942291			
3459,375	0,667655110359192			3459,375	0,457866609096527			
3462,5	0,668875634670258			3462,5	0,458517909049988			
3465,625	0,667139172554016			3465,625	0,458936631679535			
3468,75	0,668267607688904			3468,75	0,460382908582687			
3471,875	0,667004704475403			3471,875	0,45973789691925			
3475	0,666510403156281			3475	0,45774245262146			
3478,125	0,667580664157867			3478,125	0,460189640522003			
3481,25	0,667380273342133			3481,25	0,460616707801819			
3484,375	0,664550006389618			3484,375	0,460329234600067			
3487,5	0,667861819267273			3487,5	0,457683533430099			
3490,625	0,667338967323303			3490,625	0,460737824440002			
3493,75	0,666875422000885			3493,75	0,460043013095856			
3496,875	0,669127941131592			3496,875	0,460504680871964			
3500	0,667786121368408			3500	0,460792362689972			
3503,125	0,664823412895203			3503,125	0,459713011980057			
3506,25	0,668717622756958			3506,25	0,461553484201431			
3509,375	0,666777312755585			3509,375	0,454815983772278			
3512,5	0,667964577674866			3512,5	0,454029232263565			
3515,625	0,665986776351929			3515,625	0,45777902007103			
3518,75	0,666957199573517			3518,75	0,459215313196182			
3521,875	0,66498064994812			3521,875	0,460569977760315			
3525	0,666462361812592			3525	0,459278553724289			
3528,125	0,666317045688629			3528,125	0,459686487913132			
3531,25	0,663815677165985			3531,25	0,460477471351624			
3534,375	0,6639364361763			3534,375	0,459555447101593			
3537,5	0,662678122520447			3537,5	0,461701065301895			
3540,625	0,663466215133667			3540,625	0,459096431732178			
3543,75	0,665681540966034			3543,75	0,460268527269363			
3546,875	0,666260898113251			3546,875	0,458899170160294			
3550	0,665245831012726			3550	0,459117531776428			
3553,125	0,664196968078613			3553,125	0,461472690105438			
3556,25	0,664354145526886			3556,25	0,461541920900345			
3559,375	0,661861419677734			3559,375	0,464145362377167			
3562,5	0,665262877941132			3562,5	0,460834324359894			
3565,625	0,663213729858398			3565,625	0,459723830223084			
3568,75	0,662384510040283			3568,75	0,460763514041901			
3571,875	0,661103665828705			3571,875	0,460800021886826			
3575	0,659582734107971			3575	0,461363822221756			
3578,125	0,659386336803436			3578,125	0,460718631744385			
3581,25	0,658211886882782			3581,25	0,460764825344086			
3584,375	0,657150566577911			3584,375	0,459758907556534			
3587,5	0,658404946327209			3587,5	0,461700350046158			
3590,625	0,657557368278503			3590,625	0,461833745241165			
3593,75	0,655790030956268			3593,75	0,461309820413589			
3596,875	0,655019342899323			3596,875	0,462814539670944			
3600	0,651085317134857			3600	0,462002456188202			
3603,125	0,65641325712204			3603,125	0,462003856897354			
3606,25	0,653974115848541			3606,25	0,463620990514755			
3609,375	0,652218818664551			3609,375	0,463858783245087			
3612,5	0,653209686279297			3612,5	0,463131576776505			
3615,625	0,651228547096252			3615,625	0,463924378156662			
3618,75	0,651081264019012			3618,75	0,465770214796066			
3621,875	0,654087841510773			3621,875	0,464322686195374			
3625	0,650090932846069			3625	0,464285969734192			
3628,125	0,650454521179199			3628,125	0,464185833930969			
3631,25	0,648961186408997			3631,25	0,465482831001282			
3634,375	0,645838856697083			3634,375	0,466555744409561			
3637,5	0,64730179309845			3637,5	0,46867647767067			
3640,625	0,651825129985809			3640,625	0,46520659327507			
3643,75	0,649257957935333			3643,75	0,467207044363022			
3646,875	0,645882070064545			3646,875	0,466655224561691			
3650	0,643437266349792			3650	0,466734230518341			
3653,125	0,642561137676239			3653,125	0,466882675886154			
3656,25	0,643625140190125			3656,25	0,467588931322098			
3659,375	0,643830299377441			3659,375	0,467568278312683			
3662,5	0,642731249332428			3662,5	0,46936759352684			
3665,625	0,640955209732056			3665,625	0,469138294458389			
3668,75	0,639381945133209			3668,75	0,469775766134262			
3671,875	0,639014780521393			3671,875	0,468611508607864			
3675	0,640997767448425			3675	0,471095681190491			
3678,125	0,638164281845093			3678,125	0,470779359340668			
3681,25	0,636327147483826			3681,25	0,471214681863785			
3684,375	0,63614559173584			3684,375	0,471243888139725			
3687,5	0,636425733566284			3687,5	0,471193492412567			
3690,625	0,634095847606659			3690,625	0,472734808921814			
3693,75	0,632714509963989			3693,75	0,473748385906219			
3696,875	0,634469211101532			3696,875	0,475152373313904			
3700	0,633986473083496			3700	0,47567230463028			
3703,125	0,63145250082016			3703,125	0,475957423448563			
3706,25	0,629819929599762			3706,25	0,475385755300522			
3709,375	0,631497919559479			3709,375	0,477028340101242			
3712,5	0,629668653011322			3712,5	0,476495563983917			
3715,625	0,628323078155518			3715,625	0,477160930633545			
3718,75	0,630019128322601			3718,75	0,482011526823044			
3721,875	0,629519999027252			3721,875	0,479432642459869			
3725	0,625895142555237			3725	0,478507936000824			
3728,125	0,627028524875641			3728,125	0,481369644403458			
3731,25	0,626667380332947			3731,25	0,480712831020355			
3734,375	0,625179171562195			3734,375	0,484258115291595			
3737,5	0,626453340053558			3737,5	0,483772546052933			
3740,625	0,624155819416046			3740,625	0,485243588685989			
3743,75	0,624416828155518			3743,75	0,485774606466293			
3746,875	0,62580019235611			3746,875	0,486775189638138			
3750	0,622765004634857			3750	0,487905859947205			
3753,125	0,623552262783051			3753,125	0,487076640129089			
3756,25	0,622260451316834			3756,25	0,488555788993835			
3759,375	0,622226059436798			3759,375	0,487661451101303			
3762,5	0,622079908847809			3762,5	0,491299897432327			
3765,625	0,622769057750702			3765,625	0,492839187383652			
3768,75	0,618594467639923			3768,75	0,492107629776001			
3771,875	0,61727499961853			3771,875	0,490940272808075			
3775	0,618621408939362			3775	0,49244150519371			
3778,125	0,619217395782471			3778,125	0,493141114711761			
3781,25	0,61793041229248			3781,25	0,494467914104462			
3784,375	0,618317127227783			3784,375	0,494732081890106			
3787,5	0,619713366031647			3787,5	0,497309744358063			
3790,625	0,618298530578613			3790,625	0,500020205974579			
3793,75	0,619459807872772			3793,75	0,500275075435638			
3796,875	0,618863224983215			3796,875	0,499782919883728			
3800	0,615418612957001			3800	0,500881850719452			
3803,125	0,616054773330688			3803,125	0,499782085418701			
3806,25	0,617279767990112			3806,25	0,503187000751495			
3809,375	0,618844747543335			3809,375	0,504187285900116			
3812,5	0,616759359836578			3812,5	0,50430554151535			
3815,625	0,615843415260315			3815,625	0,505661964416504			
3818,75	0,61491870880127			3818,75	0,507704317569733			
3821,875	0,617804110050201			3821,875	0,50559800863266			
3825	0,61342465877533			3825	0,509251892566681			
3828,125	0,615961790084839			3828,125	0,508330285549164			
3831,25	0,617544114589691			3831,25	0,509494841098785			
3834,375	0,614337801933289			3834,375	0,510248005390167			
3837,5	0,616516709327698			3837,5	0,511559426784515			
3840,625	0,614679098129272			3840,625	0,512109637260437			
3843,75	0,615872025489807			3843,75	0,510280191898346			
3846,875	0,615665256977081			3846,875	0,512544333934784			
3850	0,61369127035141			3850	0,517337560653687			
3853,125	0,614234626293182			3853,125	0,514068365097046			
3856,25	0,615208208560944			3856,25	0,51619166135788			
3859,375	0,615468382835388			3859,375	0,517228960990906			
3862,5	0,616643190383911			3862,5	0,517120897769928			
3865,625	0,614148616790771			3865,625	0,515890955924988			
3868,75	0,614749789237976			3868,75	0,520067632198334			
3871,875	0,613649308681488			3871,875	0,517174959182739			
3875	0,614637136459351			3875	0,517235040664673			
3878,125	0,613985240459442			3878,125	0,521483957767487			
3881,25	0,615530848503113			3881,25	0,522186636924744			
3884,375	0,616533219814301			3884,375	0,523335158824921			
3887,5	0,614541590213776			3887,5	0,520910143852234			
3890,625	0,614946663379669			3890,625	0,523415744304657			
3893,75	0,619774162769318			3893,75	0,527461290359497			
3896,875	0,617441177368164			3896,875	0,526066541671753			
3900	0,614222466945648			3900	0,524650096893311			
3903,125	0,613791763782501			3903,125	0,527377665042877			
3906,25	0,619156777858734			3906,25	0,526026010513306			
3909,375	0,620414614677429			3909,375	0,529819250106812			
3912,5	0,620935916900635			3912,5	0,531673848628998			
3915,625	0,618249356746674			3915,625	0,529766798019409			
3918,75	0,61684662103653			3918,75	0,530159175395966			
3921,875	0,615247070789337			3921,875	0,532436966896057			
3925	0,619050562381744			3925	0,532242476940155			
3928,125	0,619883179664612			3928,125	0,528378486633301			
3931,25	0,616083562374115			3931,25	0,530160784721375			
3934,375	0,616575300693512			3934,375	0,531106770038605			
3937,5	0,618925750255585			3937,5	0,533962249755859			
3940,625	0,62158614397049			3940,625	0,534771025180817			
3943,75	0,617934465408325			3943,75	0,533986270427704			
3946,875	0,62068635225296			3946,875	0,534648537635803			
3950	0,620608985424042			3950	0,53558737039566			
3953,125	0,62054455280304			3953,125	0,534212231636047			
3956,25	0,619240403175354			3956,25	0,536887288093567			
3959,375	0,624819338321686			3959,375	0,538230776786804			
3962,5	0,621417462825775			3962,5	0,535756766796112			
3965,625	0,619842052459717			3965,625	0,535083532333374			
3968,75	0,623034477233887			3968,75	0,532459199428558			
3971,875	0,619056522846222			3971,875	0,537456274032593			
3975	0,622653424739838			3975	0,535820364952087			
3978,125	0,62706995010376			3978,125	0,537967443466187			
3981,25	0,625173151493073			3981,25	0,536859273910522			
3984,375	0,621468424797058			3984,375	0,534477174282074			
3987,5	0,623236179351807			3987,5	0,535797297954559			
3990,625	0,620485365390778			3990,625	0,539850056171417			
3993,75	0,621897041797638			3993,75	0,532816171646118			
3996,875	0,624494671821594			3996,875	0,53738808631897			
4000	0,623564481735229			4000	0,537793755531311			
4003,125	0,620112061500549			4003,125	0,537024557590485			
4006,25	0,625168025493622			4006,25	0,533596396446228			
4009,375	0,621719002723694			4009,375	0,529669463634491			
4012,5	0,624850213527679			4012,5	0,537173867225647			
4015,625	0,625229835510254			4015,625	0,539704024791718			
4018,75	0,622782826423645			4018,75	0,537146925926209			
4021,875	0,621988534927368			4021,875	0,539259374141693			
4025	0,626854658126831			4025	0,539740741252899			
4028,125	0,62179172039032			4028,125	0,534992933273315			
4031,25	0,624027669429779			4031,25	0,535279333591461			
4034,375	0,624867022037506			4034,375	0,538803398609161			
4037,5	0,624312520027161			4037,5	0,536215305328369			
4040,625	0,623411655426025			4040,625	0,536344230175018			
4043,75	0,624987244606018			4043,75	0,539402008056641			
4046,875	0,625336825847626			4046,875	0,541482508182526			
4050	0,625809729099274			4050	0,536278188228607			
4053,125	0,623081564903259			4053,125	0,535227715969086			
4056,25	0,624145030975342			4056,25	0,536017417907715			
4059,375	0,622448861598969			4059,375	0,53721696138382			
4062,5	0,626192331314087			4062,5	0,537381827831268			
4065,625	0,623115360736847			4065,625	0,537609934806824			
4068,75	0,623838007450104			4068,75	0,53633314371109			
4071,875	0,621953248977661			4071,875	0,536879062652588			
4075	0,622500479221344			4075	0,53829562664032			
4078,125	0,625551521778107			4078,125	0,537779211997986			
4081,25	0,623638153076172			4081,25	0,53696483373642			
4084,375	0,622435569763184			4084,375	0,53231954574585			
4087,5	0,621480762958527			4087,5	0,535920679569244			
4090,625	0,621926367282867			4090,625	0,536443710327148			
4093,75	0,618232309818268			4093,75	0,533587217330933			
4096,875	0,6216059923172			4096,875	0,531539857387543			
4100	0,621983706951141			4100	0,534782826900482			
4103,125	0,620214998722076			4103,125	0,536505877971649			
4106,25	0,618018925189972			4106,25	0,534201979637146			
4109,375	0,620225071907043			4109,375	0,532440602779388			
4112,5	0,617819428443909			4112,5	0,534588634967804			
4115,625	0,620360493659973			4115,625	0,533656775951386			
4118,75	0,616935074329376			4118,75	0,532946467399597			
4121,875	0,619051992893219			4121,875	0,533011615276337			
4125	0,621069371700287			4125	0,534115433692932			
4128,125	0,618990480899811			4128,125	0,531144261360168			
4131,25	0,615818619728088			4131,25	0,532001733779907			
4134,375	0,616094708442688			4134,375	0,531722843647003			
4137,5	0,6192307472229			4137,5	0,530831575393677			
4140,625	0,616702377796173			4140,625	0,533685326576233			
4143,75	0,616625726222992			4143,75	0,529827177524567			
4146,875	0,616296410560608			4146,875	0,532258093357086			
4150	0,617960393428802			4150	0,532372236251831			
4153,125	0,615179836750031			4153,125	0,528594851493835			
4156,25	0,612517297267914			4156,25	0,529055118560791			
4159,375	0,609922826290131			4159,375	0,530527651309967			
4162,5	0,614672183990479			4162,5	0,531556606292725			
4165,625	0,61371648311615			4165,625	0,531211793422699			
4168,75	0,609582781791687			4168,75	0,528806388378143			
4171,875	0,610005795955658			4171,875	0,52771669626236			
4175	0,61172091960907			4175	0,526912808418274			
4178,125	0,610204339027405			4178,125	0,527070164680481			
4181,25	0,611986577510834			4181,25	0,52709972858429			
4184,375	0,610631287097931			4184,375	0,52720582485199			
4187,5	0,604559659957886			4187,5	0,526842653751373			
4190,625	0,604925990104675			4190,625	0,524557411670685			
4193,75	0,60695880651474			4193,75	0,525593996047974			
4196,875	0,605280339717865			4196,875	0,524994373321533			
4200	0,607586264610291			4200	0,526824533939362			
4203,125	0,606051087379456			4203,125	0,526523411273956			
4206,25	0,605589687824249			4206,25	0,52382218837738			
4209,375	0,607151567935944			4209,375	0,526257932186127			
4212,5	0,606322348117828			4212,5	0,527158379554749			
4215,625	0,607048511505127			4215,625	0,525460124015808			
4218,75	0,605716109275818			4218,75	0,52337783575058			
4221,875	0,60203754901886			4221,875	0,525156319141388			
4225	0,603554964065552			4225	0,522782623767853			
4228,125	0,601241409778595			4228,125	0,523583471775055			
4231,25	0,604889094829559			4231,25	0,524152219295502			
4234,375	0,603400230407715			4234,375	0,524713277816772			
4237,5	0,603959798812866			4237,5	0,525612115859985			
4240,625	0,604340970516205			4240,625	0,52615624666214			
4243,75	0,602082312107086			4243,75	0,523313283920288			
4246,875	0,602256655693054			4246,875	0,521079361438751			
4250	0,601694583892822			4250	0,524268567562103			
4253,125	0,599353611469269			4253,125	0,516916871070862			
4256,25	0,599207758903503			4256,25	0,518407940864563			
4259,375	0,599539697170258			4259,375	0,521243155002594			
4262,5	0,597395777702332			4262,5	0,521534085273743			
4265,625	0,598949372768402			4265,625	0,518343508243561			
4268,75	0,595415472984314			4268,75	0,520232498645782			
4271,875	0,591785252094269			4271,875	0,518168747425079			
4275	0,594024479389191			4275	0,517642855644226			
4278,125	0,595205068588257			4278,125	0,519785165786743			
4281,25	0,593998730182648			4281,25	0,518674314022064			
4284,375	0,594026327133179			4284,375	0,51670116186142			
4287,5	0,593366324901581			4287,5	0,5142662525177			
4290,625	0,591167628765106			4290,625	0,516045451164246			
4293,75	0,588199019432068			4293,75	0,513990163803101			
4296,875	0,589498817920685			4296,875	0,515585541725159			
4300	0,588908135890961			4300	0,521799027919769			
4303,125	0,591174602508545			4303,125	0,520690023899078			
4306,25	0,592236995697021			4306,25	0,518328428268433			
4309,375	0,588683485984802			4309,375	0,519142806529999			
4312,5	0,589358389377594			4312,5	0,517854034900665			
4315,625	0,588781237602234			4315,625	0,513733267784119			
4318,75	0,586022078990936			4318,75	0,51762866973877			
4321,875	0,588515162467957			4321,875	0,514956057071686			
4325	0,58797824382782			4325	0,514059543609619			
4328,125	0,58781236410141			4328,125	0,517882525920868			
4331,25	0,587286174297333			4331,25	0,516638159751892			
4334,375	0,586441397666931			4334,375	0,517029762268066			
4337,5	0,588275194168091			4337,5	0,517844378948212			
4340,625	0,591545343399048			4340,625	0,520756840705872			
4343,75	0,59052711725235			4343,75	0,513325273990631			
4346,875	0,583901703357697			4346,875	0,514992654323578			
4350	0,583556115627289			4350	0,515352606773376			
4353,125	0,586458206176758			4353,125	0,5154709815979			
4356,25	0,587561309337616			4356,25	0,514015316963196			
4359,375	0,583520710468292			4359,375	0,514162659645081			
4362,5	0,583512187004089			4362,5	0,512246906757355			
4365,625	0,581715166568756			4365,625	0,514168202877045			
4368,75	0,58377069234848			4368,75	0,514174044132233			
4371,875	0,582362830638886			4371,875	0,513798832893372			
4375	0,580451190471649			4375	0,510836064815521			
4378,125	0,581370115280151			4378,125	0,512434065341949			
4381,25	0,582433760166168			4381,25	0,512984812259674			
4384,375	0,577302098274231			4384,375	0,510840594768524			
4387,5	0,580556809902191			4387,5	0,510643601417542			
4390,625	0,581847965717316			4390,625	0,51613175868988			
4393,75	0,579297423362732			4393,75	0,512645423412323			
4396,875	0,579688847064972			4396,875	0,510823488235474			
4400	0,579979181289673			4400	0,513185918331146			
4403,125	0,585491299629211			4403,125	0,519073724746704			
4406,25	0,583099007606506			4406,25	0,512152552604675			
4409,375	0,583359241485596			4409,375	0,512072086334229			
4412,5	0,581172645092011			4412,5	0,51113098859787			
4415,625	0,580824792385101			4415,625	0,511224210262299			
4418,75	0,580195188522339			4418,75	0,507439434528351			
4421,875	0,579001188278198			4421,875	0,509522378444672			
4425	0,576257228851318			4425	0,510576009750366			
4428,125	0,578933358192444			4428,125	0,507788181304932			
4431,25	0,578062891960144			4431,25	0,507898271083832			
4434,375	0,577953815460205			4434,375	0,505024492740631			
4437,5	0,584888637065887			4437,5	0,504886507987976			
4440,625	0,580088198184967			4440,625	0,504531443119049			
4443,75	0,578854322433472			4443,75	0,505875051021576			
4446,875	0,576317012310028			4446,875	0,503179311752319			
4450	0,577356219291687			4450	0,499481290578842			
4453,125	0,577580094337463			4453,125	0,497692078351974			
4456,25	0,57824832201004			4456,25	0,49910843372345			
4459,375	0,574882626533508			4459,375	0,50014454126358			
4462,5	0,573248267173767			4462,5	0,499751538038254			
4465,625	0,574058055877686			4465,625	0,501862287521362			
4468,75	0,572707653045654			4468,75	0,499391704797745			
4471,875	0,571746230125427			4471,875	0,499670028686523			
4475	0,574267446994781			4475	0,501906931400299			
4478,125	0,57104879617691			4478,125	0,501358091831207			
4481,25	0,57159960269928			4481,25	0,500708162784576			
4484,375	0,570018172264099			4484,375	0,502729296684265			
4487,5	0,572210073471069			4487,5	0,501595258712769			
4490,625	0,572288334369659			4490,625	0,502178370952606			
4493,75	0,572626709938049			4493,75	0,50046318769455			
4496,875	0,570465207099915			4496,875	0,4990074634552			
4500	0,572369635105133			4500	0,502450466156006			
4503,125	0,57030576467514			4503,125	0,502686500549316			
4506,25	0,572352051734924			4506,25	0,50011545419693			
4509,375	0,572839617729187			4509,375	0,501773357391357			
4512,5	0,572644889354706			4512,5	0,501480460166931			
4515,625	0,572246074676514			4515,625	0,501459300518036			
4518,75	0,573319315910339			4518,75	0,502174317836761			
4521,875	0,573482275009155			4521,875	0,501488566398621			
4525	0,571654677391052			4525	0,498991459608078			
4528,125	0,572441160678864			4528,125	0,4988754093647			
4531,25	0,572221696376801			4531,25	0,498288482427597			
4534,375	0,575485169887543			4534,375	0,49829688668251			
4537,5	0,573389232158661			4537,5	0,499519377946854			
4540,625	0,574897348880768			4540,625	0,498175323009491			
4543,75	0,570756018161774			4543,75	0,499452739953995			
4546,875	0,57216888666153			4546,875	0,493714779615402			
4550	0,570667505264282			4550	0,497258126735687			
4553,125	0,569928705692291			4553,125	0,496890306472778			
4556,25	0,569948375225067			4556,25	0,496890246868134			
4559,375	0,571800112724304			4559,375	0,496573686599731			
4562,5	0,574385166168213			4562,5	0,497378677129745			
4565,625	0,573868274688721			4565,625	0,495978474617004			
4568,75	0,573716878890991			4568,75	0,495336800813675			
4571,875	0,570845365524292			4571,875	0,49612084031105			
4575	0,570957958698273			4575	0,4934341609478			
4578,125	0,571821928024292			4578,125	0,493260234594345			
4581,25	0,571682453155518			4581,25	0,49423936009407			
4584,375	0,57210785150528			4584,375	0,495967298746109			
4587,5	0,574084162712097			4587,5	0,497063338756561			
4590,625	0,573607802391052			4590,625	0,495204865932465			
4593,75	0,57305520772934			4593,75	0,495455324649811			
4596,875	0,574121475219727			4596,875	0,495398163795471			
4600	0,574269950389862			4600	0,496246874332428			
4603,125	0,575202703475952			4603,125	0,494192808866501			
4606,25	0,572133898735046			4606,25	0,491970777511597			
4609,375	0,573568761348724			4609,375	0,492302298545837			
4612,5	0,574149012565613			4612,5	0,492312908172607			
4615,625	0,574442028999329			4615,625	0,493120223283768			
4618,75	0,573915243148804			4618,75	0,490430414676666			
4621,875	0,57624214887619			4621,875	0,493672579526901			
4625	0,576124250888824			4625	0,491068750619888			
4628,125	0,575315177440643			4628,125	0,490700751543045			
4631,25	0,574506044387817			4631,25	0,491383403539658			
4634,375	0,574352920055389			4634,375	0,490778565406799			
4637,5	0,575106978416443			4637,5	0,489791929721832			
4640,625	0,573796391487122			4640,625	0,489702880382538			
4643,75	0,576163351535797			4643,75	0,489400118589401			
4646,875	0,576463997364044			4646,875	0,489500135183334			
4650	0,575244963169098			4650	0,487547278404236			
4653,125	0,576492369174957			4653,125	0,48736834526062			
4656,25	0,574054539203644			4656,25	0,488257169723511			
4659,375	0,57520866394043			4659,375	0,488655388355255			
4662,5	0,576292216777802			4662,5	0,489230632781982			
4665,625	0,576424300670624			4665,625	0,48711422085762			
4668,75	0,576844692230225			4668,75	0,486807882785797			
4671,875	0,577007830142975			4671,875	0,487182915210724			
4675	0,578846275806427			4675	0,487038105726242			
4678,125	0,575298547744751			4678,125	0,486973851919174			
4681,25	0,576320946216583			4681,25	0,484772890806198			
4684,375	0,578462600708008			4684,375	0,487000197172165			
4687,5	0,577879309654236			4687,5	0,486575186252594			
4690,625	0,578178882598877			4690,625	0,48653981089592			
4693,75	0,577062845230103			4693,75	0,486201733350754			
4696,875	0,578831255435944			4696,875	0,486343204975128			
4700	0,579105734825134			4700	0,485964119434357			
