Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_HF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Im	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_HF Sound Reflection Factor continuous Im	
		2709,375	0,732934176921844	2709,375	-0,848316609859467					2709,375	-0,777536332607269			2709,375	0,316271960735321	2709,375	-0,428353101015091					2709,375	-0,590720891952515	
		2712,5	0,734055757522583	2712,5	-0,851775467395782					2712,5	-0,780532836914063			2712,5	0,318628877401352	2712,5	-0,42937770485878					2712,5	-0,592830657958984	
		2715,625	0,733455181121826	2715,625	-0,853905141353607					2715,625	-0,782854855060577			2715,625	0,316177278757095	2715,625	-0,425280719995499					2715,625	-0,588890314102173	
		2718,75	0,731686532497406	2718,75	-0,852083206176758					2718,75	-0,782281517982483			2718,75	0,315158158540726	2718,75	-0,420815885066986					2718,75	-0,584930181503296	
		2721,875	0,730242013931274	2721,875	-0,852012395858765					2721,875	-0,782425284385681			2721,875	0,315897822380066	2721,875	-0,416921138763428					2721,875	-0,58179783821106	
		2725	0,732199132442474	2725	-0,857988655567169					2725	-0,787362813949585			2725	0,317067295312881	2725	-0,416207879781723					2725	-0,5814248919487	
		2728,125	0,734591841697693	2728,125	-0,862196385860443					2728,125	-0,793098449707031			2728,125	0,317396253347397	2728,125	-0,410061717033386					2728,125	-0,576986491680145	
		2731,25	0,733149826526642	2731,25	-0,859415054321289					2731,25	-0,790689289569855			2731,25	0,317400425672531	2731,25	-0,409709811210632					2731,25	-0,576592922210693	
		2734,375	0,729868590831757	2734,375	-0,858257293701172					2734,375	-0,789226770401001			2734,375	0,317118912935257	2734,375	-0,406863540410995					2734,375	-0,573904395103455	
		2737,5	0,730330467224121	2737,5	-0,858246564865112					2737,5	-0,790567994117737			2737,5	0,316719621419907	2737,5	-0,402244329452515					2737,5	-0,5696901679039	
		2740,625	0,731115400791168	2740,625	-0,859345674514771					2740,625	-0,791532218456268			2740,625	0,319278299808502	2740,625	-0,402106046676636					2740,625	-0,570419430732727	
		2743,75	0,733730018138886	2743,75	-0,865912616252899					2743,75	-0,797201812267303			2743,75	0,319759100675583	2743,75	-0,402583092451096					2743,75	-0,571954131126404	
		2746,875	0,730836093425751	2746,875	-0,865455627441406					2746,875	-0,798201203346252			2746,875	0,319419056177139	2746,875	-0,396870493888855					2746,875	-0,567243874073029	
		2750	0,728351175785065	2750	-0,860906422138214					2750	-0,795675814151764			2750	0,318531662225723	2750	-0,389437347650528					2750	-0,559193074703217	
		2753,125	0,730720221996307	2753,125	-0,863300621509552					2753,125	-0,796876549720764			2753,125	0,320089071989059	2753,125	-0,390818864107132					2753,125	-0,56187117099762	
		2756,25	0,730984389781952	2756,25	-0,870751202106476					2756,25	-0,804624676704407			2756,25	0,317045450210571	2756,25	-0,382559239864349					2756,25	-0,555999934673309	
		2759,375	0,730010271072388	2759,375	-0,870175659656525					2759,375	-0,80406254529953			2759,375	0,319436192512512	2759,375	-0,383196979761124					2759,375	-0,55650806427002	
		2762,5	0,728938281536102	2762,5	-0,86739706993103					2762,5	-0,801950395107269			2762,5	0,318489104509354	2762,5	-0,378987818956375					2762,5	-0,551860332489014	
		2765,625	0,729045987129211	2765,625	-0,868204176425934					2765,625	-0,802471399307251			2765,625	0,320508509874344	2765,625	-0,380071669816971					2765,625	-0,552341222763062	
		2768,75	0,732001781463623	2768,75	-0,876232147216797					2768,75	-0,810146331787109			2768,75	0,32053679227829	2768,75	-0,378112286329269					2768,75	-0,552532076835632	
		2771,875	0,72911012172699	2771,875	-0,87533974647522					2771,875	-0,81049656867981			2771,875	0,318647593259811	2771,875	-0,369520992040634					2771,875	-0,545613646507263	
		2775	0,729578077793121	2775	-0,873243510723114					2775	-0,808768630027771			2775	0,318758308887482	2775	-0,366385132074356					2775	-0,540959060192108	
		2778,125	0,728015959262848	2778,125	-0,872541785240173					2778,125	-0,808224439620972			2778,125	0,318975538015366	2778,125	-0,364839375019073					2778,125	-0,539982497692108	
		2781,25	0,728899419307709	2781,25	-0,875949680805206					2781,25	-0,812998414039612			2781,25	0,319187194108963	2781,25	-0,359824657440186					2781,25	-0,536621272563934	
		2784,375	0,726939499378204	2784,375	-0,873139441013336					2784,375	-0,811007857322693			2784,375	0,320210486650467	2784,375	-0,358029454946518					2784,375	-0,534661173820496	
		2787,5	0,72465443611145	2787,5	-0,871510982513428					2787,5	-0,809658169746399			2787,5	0,319276511669159	2787,5	-0,353344351053238					2787,5	-0,530305981636047	
		2790,625	0,726924955844879	2790,625	-0,87632143497467					2790,625	-0,814627826213837			2790,625	0,318309158086777	2790,625	-0,350659668445587					2790,625	-0,528381526470184	
		2793,75	0,726790428161621	2793,75	-0,876862049102783					2793,75	-0,815195143222809			2793,75	0,319780200719833	2793,75	-0,349857598543167					2793,75	-0,52804034948349	
		2796,875	0,726904690265656	2796,875	-0,878799796104431					2796,875	-0,817148745059967			2796,875	0,320717692375183	2796,875	-0,3478624522686					2796,875	-0,527255833148956	
		2800	0,727421700954437	2800	-0,882417798042297					2800	-0,819778025150299			2800	0,320602089166641	2800	-0,347196191549301					2800	-0,528644680976868	
		2803,125	0,729381501674652	2803,125	-0,888284027576447					2803,125	-0,825259506702423			2803,125	0,322526216506958	2803,125	-0,347370892763138					2803,125	-0,530207395553589	
		2806,25	0,726775467395782	2806,25	-0,879694938659668					2806,25	-0,81866443157196			2806,25	0,319442629814148	2806,25	-0,339412540197372					2806,25	-0,520488500595093	
		2809,375	0,726446688175201	2809,375	-0,883799016475677					2809,375	-0,822119832038879			2809,375	0,321275562047958	2809,375	-0,341884285211563					2809,375	-0,524252533912659	
		2812,5	0,727595269680023	2812,5	-0,889655411243439					2812,5	-0,830099701881409			2812,5	0,320378839969635	2812,5	-0,333251774311066					2812,5	-0,517780303955078	
		2815,625	0,726298391819	2815,625	-0,887524425983429					2815,625	-0,829167246818542			2815,625	0,320285737514496	2815,625	-0,325981378555298					2815,625	-0,510722994804382	
		2818,75	0,724678456783295	2818,75	-0,883175075054169					2818,75	-0,825082123279572			2818,75	0,320463895797729	2818,75	-0,32424932718277					2818,75	-0,507841169834137	
		2821,875	0,725154340267181	2821,875	-0,88355940580368					2821,875	-0,826397359371185			2821,875	0,319907546043396	2821,875	-0,321896910667419					2821,875	-0,505764544010162	
		2825	0,722806036472321	2825	-0,879876732826233					2825	-0,821351885795593			2825	0,320651590824127	2825	-0,323647975921631					2825	-0,505879998207092	
		2828,125	0,72298389673233	2828,125	-0,881959140300751					2828,125	-0,824713110923767			2828,125	0,321628004312515	2828,125	-0,320538699626923					2828,125	-0,503821492195129	
		2831,25	0,725243389606476	2831,25	-0,884662985801697					2831,25	-0,830952644348145			2831,25	0,319317072629929	2831,25	-0,308068096637726					2831,25	-0,493393212556839	
		2834,375	0,722345173358917	2834,375	-0,882759571075439					2834,375	-0,827869594097137			2834,375	0,319695651531219	2834,375	-0,308887004852295					2834,375	-0,494232445955276	
		2837,5	0,725640177726746	2837,5	-0,889726936817169					2837,5	-0,835010170936584			2837,5	0,320497125387192	2837,5	-0,308296471834183					2837,5	-0,494964122772217	
		2840,625	0,724606931209564	2840,625	-0,890347361564636					2840,625	-0,835218012332916			2840,625	0,320705711841583	2840,625	-0,307733207941055					2840,625	-0,49462366104126	
		2843,75	0,720626831054688	2843,75	-0,883720636367798					2843,75	-0,829689025878906			2843,75	0,320986837148666	2843,75	-0,304438918828964					2843,75	-0,490061432123184	
		2846,875	0,722631633281708	2846,875	-0,884609937667847					2846,875	-0,832523345947266			2846,875	0,319043546915054	2846,875	-0,295323044061661					2846,875	-0,481579512357712	
		2850	0,720390379428864	2850	-0,884591937065125					2850	-0,831753492355347			2850	0,319971859455109	2850	-0,297261625528336					2850	-0,484156608581543	
		2853,125	0,718177914619446	2853,125	-0,884500443935394					2853,125	-0,831532299518585			2853,125	0,319804966449738	2853,125	-0,295072078704834					2853,125	-0,482071816921234	
		2856,25	0,719452142715454	2856,25	-0,88737952709198					2856,25	-0,835314035415649			2856,25	0,320863306522369	2856,25	-0,294333100318909					2856,25	-0,481953293085098	
		2859,375	0,717938601970673	2859,375	-0,882435858249664					2859,375	-0,832138478755951			2859,375	0,320177555084229	2859,375	-0,288804262876511					2859,375	-0,476348102092743	
		2862,5	0,718601822853088	2862,5	-0,886007964611053					2862,5	-0,834697604179382			2862,5	0,319892883300781	2862,5	-0,287447363138199					2862,5	-0,475921511650085	
		2865,625	0,717585384845734	2865,625	-0,886225283145905					2865,625	-0,835327923297882			2865,625	0,317707419395447	2865,625	-0,283156722784042					2865,625	-0,471579492092133	
		2868,75	0,7171550989151	2868,75	-0,887999176979065					2868,75	-0,836435437202454			2868,75	0,319365262985229	2868,75	-0,285110741853714					2868,75	-0,473652929067612	
		2871,875	0,717951953411102	2871,875	-0,893262982368469					2871,875	-0,841838419437408			2871,875	0,321245193481445	2871,875	-0,283692449331284					2871,875	-0,47366851568222	
		2875	0,716177403926849	2875	-0,889941096305847					2875	-0,840661764144897			2875	0,320076018571854	2875	-0,277523189783096					2875	-0,467283844947815	
		2878,125	0,715372681617737	2878,125	-0,890155613422394					2878,125	-0,840427756309509			2878,125	0,320539236068726	2878,125	-0,275583535432816					2878,125	-0,465667694807053	
		2881,25	0,71560275554657	2881,25	-0,891705513000488					2881,25	-0,84192830324173			2881,25	0,320153564214706	2881,25	-0,274191945791245					2881,25	-0,464140206575394	
		2884,375	0,714520990848541	2884,375	-0,891395807266235					2884,375	-0,841824233531952			2884,375	0,320065766572952	2884,375	-0,27152955532074					2884,375	-0,461460739374161	
		2887,5	0,714550614356995	2887,5	-0,89400041103363					2887,5	-0,844102382659912			2887,5	0,321466535329819	2887,5	-0,270351320505142					2887,5	-0,460916846990585	
		2890,625	0,716014981269836	2890,625	-0,897969543933868					2890,625	-0,849373996257782			2890,625	0,320691734552383	2890,625	-0,265256106853485					2890,625	-0,457027018070221	
		2893,75	0,714413404464722	2893,75	-0,89773815870285					2893,75	-0,849429130554199			2893,75	0,321203738451004	2893,75	-0,264636546373367					2893,75	-0,456213295459747	
		2896,875	0,712323307991028	2896,875	-0,895768046379089					2896,875	-0,847215235233307			2896,875	0,320863634347916	2896,875	-0,263041615486145					2896,875	-0,454637795686722	
		2900	0,711604177951813	2900	-0,896956562995911					2900	-0,849001169204712			2900	0,321575820446014	2900	-0,261239141225815					2900	-0,454286843538284	
		2903,125	0,709858596324921	2903,125	-0,89857292175293					2903,125	-0,851100385189056			2903,125	0,322192758321762	2903,125	-0,256887972354889					2903,125	-0,450991719961166	
		2906,25	0,707948505878448	2906,25	-0,895682334899902					2906,25	-0,84930032491684			2906,25	0,320836573839188	2906,25	-0,251967549324036					2906,25	-0,445108711719513	
		2909,375	0,709192633628845	2909,375	-0,898137450218201					2909,375	-0,851229071617126			2909,375	0,321376413106918	2909,375	-0,25187423825264					2909,375	-0,445733278989792	
		2912,5	0,70665842294693	2912,5	-0,894611060619354					2912,5	-0,847538888454437			2912,5	0,321374297142029	2912,5	-0,250510960817337					2912,5	-0,443289756774902	
		2915,625	0,705828130245209	2915,625	-0,897942006587982					2915,625	-0,852299392223358			2915,625	0,31982433795929	2915,625	-0,243853151798248					2915,625	-0,438111543655396	
		2918,75	0,705892086029053	2918,75	-0,900375008583069					2918,75	-0,854719996452332			2918,75	0,320435434579849	2918,75	-0,240732029080391					2918,75	-0,43614199757576	
		2921,875	0,705598890781403	2921,875	-0,901925384998322					2921,875	-0,855486929416656			2921,875	0,323808372020721	2921,875	-0,243913188576698					2921,875	-0,439760059118271	
		2925	0,706126809120178	2925	-0,907468318939209					2925	-0,861688852310181			2925	0,324170142412186	2925	-0,240909025073051					2925	-0,43756577372551	
		2928,125	0,702288150787354	2928,125	-0,90241813659668					2928,125	-0,857326924800873			2928,125	0,322728008031845	2928,125	-0,236758261919022					2928,125	-0,433212667703629	
		2931,25	0,700961887836456	2931,25	-0,900513172149658					2931,25	-0,856512606143951			2931,25	0,322121232748032	2931,25	-0,23135606944561					2931,25	-0,428786069154739	
		2934,375	0,702322483062744	2934,375	-0,905737102031708					2934,375	-0,861118614673615			2934,375	0,32444167137146	2934,375	-0,230402603745461					2934,375	-0,428656131029129	
		2937,5	0,701784551143646	2937,5	-0,90683913230896					2937,5	-0,862733125686646			2937,5	0,324818909168243	2937,5	-0,226994246244431					2937,5	-0,425605773925781	
		2940,625	0,69873583316803	2940,625	-0,903313159942627					2940,625	-0,859508693218231			2940,625	0,325078368186951	2940,625	-0,224655717611313					2940,625	-0,422852605581284	
		2943,75	0,697141349315643	2943,75	-0,902811348438263					2943,75	-0,860320448875427			2943,75	0,324787169694901	2943,75	-0,221570268273354					2943,75	-0,41954892873764	
		2946,875	0,699433386325836	2946,875	-0,909290254116058					2946,875	-0,867187201976776			2946,875	0,323376506567001	2946,875	-0,216599881649017					2946,875	-0,416772663593292	
		2950	0,698150992393494	2950	-0,909175217151642					2950	-0,866660594940186			2950	0,324885100126266	2950	-0,216983243823051					2950	-0,417304784059525	
		2953,125	0,69669646024704	2953,125	-0,909736454486847					2953,125	-0,868230164051056			2953,125	0,324846237897873	2953,125	-0,211764559149742					2953,125	-0,413054704666138	
		2956,25	0,697459638118744	2956,25	-0,913892328739166					2956,25	-0,872373580932617			2956,25	0,327502340078354	2956,25	-0,21270963549614					2956,25	-0,414841085672379	
		2959,375	0,697472751140594	2959,375	-0,914862096309662					2959,375	-0,874310314655304			2959,375	0,32828351855278	2959,375	-0,207639217376709					2959,375	-0,409296303987503	
		2962,5	0,693888187408447	2962,5	-0,911439001560211					2962,5	-0,871925354003906			2962,5	0,325758039951324	2962,5	-0,20290906727314					2962,5	-0,404891520738602	
		2965,625	0,694428980350494	2965,625	-0,91345602273941					2965,625	-0,874078691005707			2965,625	0,327316671609879	2965,625	-0,201697617769241					2965,625	-0,404176384210587	
		2968,75	0,695120096206665	2968,75	-0,916211843490601					2968,75	-0,877749979496002			2968,75	0,329391866922379	2968,75	-0,197354376316071					2968,75	-0,401496291160584	
		2971,875	0,693979859352112	2971,875	-0,918939173221588					2971,875	-0,880662381649017			2971,875	0,32924896478653	2971,875	-0,193647921085358					2971,875	-0,398807734251022	
		2975	0,69219297170639	2975	-0,916205406188965					2975	-0,87860095500946			2975	0,330601096153259	2975	-0,192342206835747					2975	-0,397674083709717	
		2978,125	0,692379236221313	2978,125	-0,918548047542572					2978,125	-0,880709767341614			2978,125	0,330699592828751	2978,125	-0,188943922519684					2978,125	-0,39492130279541	
		2981,25	0,689823508262634	2981,25	-0,914290487766266					2981,25	-0,877935290336609			2981,25	0,330701321363449	2981,25	-0,183716326951981					2981,25	-0,389561384916306	
		2984,375	0,690831899642944	2984,375	-0,918237447738647					2984,375	-0,882046401500702			2984,375	0,331924289464951	2984,375	-0,180862903594971					2984,375	-0,388304442167282	
		2987,5	0,690321624279022	2987,5	-0,918728053569794					2987,5	-0,883248567581177			2987,5	0,332957327365875	2987,5	-0,177557289600372					2987,5	-0,386597275733948	
		2990,625	0,688995003700256	2990,625	-0,916411459445953					2990,625	-0,881237626075745			2990,625	0,331940114498138	2990,625	-0,173477873206139					2990,625	-0,381038665771484	
		2993,75	0,686897933483124	2993,75	-0,917194664478302					2993,75	-0,882367372512817			2993,75	0,334644049406052	2993,75	-0,171130686998367					2993,75	-0,382058948278427	
		2996,875	0,687073886394501	2996,875	-0,918513953685761					2996,875	-0,883525013923645			2996,875	0,335213959217072	2996,875	-0,169530943036079					2996,875	-0,379278421401978	
		3000	0,686271548271179	3000	-0,917187511920929					3000	-0,883878827095032			3000	0,331653475761414	3000	-0,159046560525894					3000	-0,369574695825577	
		3003,125	0,688332319259644	3003,125	-0,925552845001221					3003,125	-0,89186155796051			3003,125	0,335234880447388	3003,125	-0,161978304386139					3003,125	-0,373138219118118	
		3006,25	0,686796605587006	3006,25	-0,92321765422821					3006,25	-0,890658915042877			3006,25	0,336060553789139	3006,25	-0,158030584454536					3006,25	-0,368730038404465	
		3009,375	0,684191286563873	3009,375	-0,919896960258484					3009,375	-0,887273192405701			3009,375	0,336012274026871	3009,375	-0,154727086424828					3009,375	-0,365651667118073	
		3012,5	0,684535145759583	3012,5	-0,919492483139038					3012,5	-0,886509895324707			3012,5	0,334383606910706	3012,5	-0,151240780949593					3012,5	-0,361911118030548	
