Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Im	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Im	
		3918,75	0,839558720588684	3918,75	0,0247296169400215					3918,75	0,0126881469041109			3918,75	2,52154207229614	3918,75	0,335138857364655					3918,75	0,235630825161934	
		3921,875	0,863419771194458	3921,875	0,0243542436510324					3921,875	0,0114077534526587			3921,875	2,56878566741943	3921,875	0,342446655035019					3921,875	0,242894038558006	
		3925	0,856940090656281	3925	0,0264531075954437					3925	0,0139912189915776			3925	2,53929662704468	3925	0,34057292342186					3925	0,241163566708565	
		3928,125	0,852796077728271	3928,125	0,0267912317067385					3928,125	0,0144470250234008			3928,125	2,54055285453796	3928,125	0,342241048812866					3928,125	0,243174731731415	
		3931,25	0,833742380142212	3931,25	0,0262412894517183					3931,25	0,0139040779322386			3931,25	2,52161073684692	3931,25	0,340275257825851					3931,25	0,241623193025589	
		3934,375	0,82868504524231	3934,375	0,0255659930408001					3934,375	0,012879615649581			3934,375	2,53694701194763	3934,375	0,342863827943802					3934,375	0,244176626205444	
		3937,5	0,834687888622284	3937,5	0,025748273357749					3937,5	0,0132793840020895			3937,5	2,54778504371643	3937,5	0,345759361982346					3937,5	0,247235521674156	
		3940,625	0,824103891849518	3940,625	0,0251937881112099					3940,625	0,0128361629322171			3940,625	2,54779076576233	3940,625	0,345758616924286					3940,625	0,247683882713318	
		3943,75	0,816340565681458	3943,75	0,0252936147153378					3943,75	0,0129719441756606			3943,75	2,53781652450562	3943,75	0,345073670148849					3943,75	0,247387856245041	
		3946,875	0,829092085361481	3946,875	0,025699719786644					3946,875	0,0133230099454522			3946,875	2,54518365859985	3946,875	0,348011374473572					3946,875	0,2502601146698	
		3950	0,835824072360992	3950	0,0269906893372536					3950	0,0146471075713634			3950	2,54876923561096	3950	0,349919736385345					3950	0,252407938241959	
		3953,125	0,827845990657806	3953,125	0,0264307148754597					3953,125	0,0140912570059299			3953,125	2,55250453948975	3953,125	0,350617289543152					3953,125	0,253485888242722	
		3956,25	0,818913400173187	3956,25	0,0262804515659809					3956,25	0,0140248499810696			3956,25	2,54563736915588	3956,25	0,350938320159912					3956,25	0,254026532173157	
		3959,375	0,832820594310761	3959,375	0,0279829576611519					3959,375	0,0155426943674684			3959,375	2,54115128517151	3959,375	0,352818042039871					3959,375	0,255895495414734	
		3962,5	0,82571941614151	3962,5	0,0258961282670498					3962,5	0,0137120122089982			3962,5	2,56620121002197	3962,5	0,354470759630203					3962,5	0,257605910301209	
		3965,625	0,798004508018494	3965,625	0,0241610240191221					3965,625	0,0121283354237676			3965,625	2,5662796497345	3965,625	0,353116869926453					3965,625	0,25669139623642	
		3968,75	0,797595262527466	3968,75	0,0238891560584307					3968,75	0,0117517644539475			3968,75	2,5717511177063	3968,75	0,354830116033554					3968,75	0,258847415447235	
		3971,875	0,803233087062836	3971,875	0,0223667081445456					3971,875	0,0106051368638873			3971,875	2,5863208770752	3971,875	0,357427477836609					3971,875	0,26170939207077	
		3975	0,805174648761749	3975	0,0217728056013584					3975	0,010121394880116			3975	2,60289216041565	3975	0,360912144184113					3975	0,264895707368851	
		3978,125	0,80726432800293	3978,125	0,0243441313505173					3978,125	0,0122671071439981			3978,125	2,58504319190979	3978,125	0,360417157411575					3978,125	0,264587193727493	
		3981,25	0,80995112657547	3981,25	0,0265296678990126					3981,25	0,0142489559948444			3981,25	2,56259250640869	3981,25	0,35941269993782					3981,25	0,264010429382324	
		3984,375	0,815439105033875	3984,375	0,0273550972342491					3984,375	0,0150900054723024			3984,375	2,57261872291565	3984,375	0,361324399709702					3984,375	0,266005456447601	
		3987,5	0,797811388969421	3987,5	0,0269241165369749					3987,5	0,0148201696574688			3987,5	2,57512331008911	3987,5	0,360886693000793					3987,5	0,265936821699142	
		3990,625	0,79809182882309	3990,625	0,0258008930832148					3990,625	0,0134311821311712			3990,625	2,58800864219666	3990,625	0,364487946033478					3990,625	0,269799500703812	
		3993,75	0,795692443847656	3993,75	0,0251809004694223					3993,75	0,012898575514555			3993,75	2,58840751647949	3993,75	0,364397019147873					3993,75	0,269814759492874	
		3996,875	0,789958119392395	3996,875	0,0238973218947649					3996,875	0,0113970600068569			3996,875	2,59460282325745	3996,875	0,365394115447998					3996,875	0,270825266838074	
		4000	0,781533300876617	4000	0,020714558660984					4000	0,00853727292269468			4000	2,61881518363953	4000	0,367958009243011					4000	0,273555308580399	
		4003,125	0,790297091007233	4003,125	0,0223344378173351					4003,125	0,0103434342890978			4003,125	2,60784578323364	4003,125	0,368850201368332					4003,125	0,274602323770523	
		4006,25	0,795655131340027	4006,25	0,023293124511838					4006,25	0,0111109465360641			4006,25	2,60630559921265	4006,25	0,369637578725815					4006,25	0,275512635707855	
		4009,375	0,800032019615173	4009,375	0,0243246536701918					4009,375	0,0122056007385254			4009,375	2,60932588577271	4009,375	0,371053725481033					4009,375	0,27714416384697	
		4012,5	0,794207155704498	4012,5	0,0237609278410673					4012,5	0,0114730168133974			4012,5	2,60951709747314	4012,5	0,371585667133331					4012,5	0,277842730283737	
		4015,625	0,79360044002533	4015,625	0,0233566965907812					4015,625	0,0108993165194988			4015,625	2,61457300186157	4015,625	0,372650027275085					4015,625	0,279560714960098	
		4018,75	0,798068940639496	4018,75	0,0228133331984282					4018,75	0,0105727510526776			4018,75	2,61940383911133	4018,75	0,374217689037323					4018,75	0,281341820955276	
		4021,875	0,807352960109711	4021,875	0,0218615867197514					4021,875	0,010147562250495			4021,875	2,62431526184082	4021,875	0,37568524479866					4021,875	0,282514065504074	
		4025	0,805913031101227	4025	0,0213406402617693					4025	0,00963628850877285			4025	2,62311983108521	4025	0,377264857292175					4025	0,283977657556534	
		4028,125	0,805855631828308	4028,125	0,0238585025072098					4028,125	0,0119039583951235			4028,125	2,60450792312622	4028,125	0,375977665185928					4028,125	0,283506721258163	
		4031,25	0,834121823310852	4031,25	0,0266750156879425					4031,25	0,0141572840511799			4031,25	2,61453890800476	4031,25	0,379878520965576					4031,25	0,287929207086563	
		4034,375	0,823696553707123	4034,375	0,0248823501169682					4034,375	0,0123470351099968			4034,375	2,6134569644928	4034,375	0,380585551261902					4034,375	0,288444101810455	
		4037,5	0,803132295608521	4037,5	0,0217912029474974					4037,5	0,0097741624340415			4037,5	2,6225061416626	4037,5	0,381335318088531					4037,5	0,289401590824127	
		4040,625	0,835136532783508	4040,625	0,0278799515217543					4040,625	0,0153295285999775			4040,625	2,59093499183655	4040,625	0,381769806146622					4040,625	0,29016575217247	
		4043,75	0,832914412021637	4043,75	0,0251910760998726					4043,75	0,0129094105213881			4043,75	2,60284471511841	4043,75	0,384208858013153					4043,75	0,292791575193405	
		4046,875	0,836335361003876	4046,875	0,0251594819128513					4046,875	0,0132071413099766			4046,875	2,60410404205322	4046,875	0,386051416397095					4046,875	0,29503259062767	
		4050	0,841033756732941	4050	0,0262282211333513					4050	0,014037137851119			4050	2,60088920593262	4050	0,388036638498306					4050	0,296997308731079	
		4053,125	0,824160099029541	4053,125	0,0249460190534592					4053,125	0,0125100743025541			4053,125	2,58929681777954	4053,125	0,386119246482849					4053,125	0,295351535081863	
		4056,25	0,834966659545898	4056,25	0,0254047568887472					4056,25	0,0128603577613831			4056,25	2,60117959976196	4056,25	0,388995170593262					4056,25	0,298415690660477	
		4059,375	0,824487864971161	4059,375	0,0259563531726599					4059,375	0,0137231275439262			4059,375	2,58498954772949	4059,375	0,386704951524735					4059,375	0,296459048986435	
		4062,5	0,845181405544281	4062,5	0,0282935351133347					4062,5	0,0161625072360039			4062,5	2,58169770240784	4062,5	0,390065789222717					4062,5	0,30000627040863	
		4065,625	0,831801474094391	4065,625	0,0251028500497341					4065,625	0,013185583986342			4065,625	2,59121060371399	4065,625	0,392566651105881					4065,625	0,302557587623596	
		4068,75	0,82867842912674	4068,75	0,0259015299379826					4068,75	0,0137930884957314			4068,75	2,58171987533569	4068,75	0,392588585615158					4068,75	0,302758276462555	
		4071,875	0,839488625526428	4071,875	0,0278550293296576					4071,875	0,0156294815242291			4071,875	2,57301425933838	4071,875	0,393168687820435					4071,875	0,303890734910965	
		4075	0,819191813468933	4075	0,0236166138201952					4075	0,0115261217579246			4075	2,59582948684692	4075	0,395795881748199					4075	0,306485831737518	
		4078,125	0,813383221626282	4078,125	0,0221473481506109					4078,125	0,0094080762937665			4078,125	2,58693289756775	4078,125	0,396265238523483					4078,125	0,306816756725311	
		4081,25	0,816214740276337	4081,25	0,0210020858794451					4081,25	0,00832373928278685			4081,25	2,58836603164673	4081,25	0,39939484000206					4081,25	0,310303747653961	
		4084,375	0,829735338687897	4084,375	0,0233687832951546					4084,375	0,01116559561342			4084,375	2,58297324180603	4084,375	0,399275809526443					4084,375	0,310004353523254	
		4087,5	0,816427767276764	4087,5	0,0223498027771711					4087,5	0,0101259602233768			4087,5	2,59296655654907	4087,5	0,400729477405548					4087,5	0,311848133802414	
		4090,625	0,822770774364471	4090,625	0,0265608318150043					4090,625	0,0142336850985885			4090,625	2,56341552734375	4090,625	0,399082809686661					4090,625	0,310802161693573	
		4093,75	0,846487641334534	4093,75	0,0292344205081463					4093,75	0,0169372539967299			4093,75	2,56646800041199	4093,75	0,403235673904419					4093,75	0,315265089273453	
		4096,875	0,821190655231476	4096,875	0,0257612932473421					4096,875	0,013393534347415			4096,875	2,56817936897278	4096,875	0,402405917644501					4096,875	0,314860463142395	
		4100	0,816141784191132	4100	0,02481434866786					4100	0,0122998375445604			4100	2,58140540122986	4100	0,405038207769394					4100	0,317942202091217	
		4103,125	0,818038403987885	4103,125	0,0255464967340231					4103,125	0,0129310917109251			4103,125	2,57217359542847	4103,125	0,405556887388229					4103,125	0,318548023700714	
		4106,25	0,8113774061203	4106,25	0,0255677811801434					4106,25	0,0131774572655559			4106,25	2,56120848655701	4106,25	0,403947949409485					4106,25	0,317220687866211	
		4109,375	0,79748672246933	4109,375	0,0221884567290545					4109,375	0,0102342572063208			4109,375	2,57650971412659	4109,375	0,405984222888947					4109,375	0,319749116897583	
		4112,5	0,816712081432343	4112,5	0,0268824994564056					4112,5	0,0146715082228184			4112,5	2,56974220275879	4112,5	0,408440679311752					4112,5	0,322418361902237	
		4115,625	0,816796660423279	4115,625	0,0268138889223337					4115,625	0,0146703058853745			4115,625	2,561448097229	4115,625	0,409249842166901					4115,625	0,323275357484818	
		4118,75	0,806005835533142	4118,75	0,0244640540331602					4118,75	0,0120393075048923			4118,75	2,56546568870544	4118,75	0,410373389720917					4118,75	0,324334770441055	
		4121,875	0,799423515796661	4121,875	0,0241317879408598					4121,875	0,0118852192535996			4121,875	2,55461812019348	4121,875	0,410049855709076					4121,875	0,324641019105911	
		4125	0,819095313549042	4125	0,0272241439670324					4125	0,01517020072788			4125	2,56198191642761	4125	0,413652986288071					4125	0,328517496585846	
		4128,125	0,814082324504852	4128,125	0,0271062571555376					4128,125	0,0149546563625336			4128,125	2,55764961242676	4128,125	0,414692759513855					4128,125	0,329542279243469	
		4131,25	0,805722594261169	4131,25	0,0256755091249943					4131,25	0,0136748449876904			4131,25	2,5490128993988	4131,25	0,414323598146439					4131,25	0,329513341188431	
		4134,375	0,804512798786163	4134,375	0,0246151816099882					4134,375	0,012858766131103			4134,375	2,56030225753784	4134,375	0,417111545801163					4134,375	0,332556426525116	
		4137,5	0,798785030841827	4137,5	0,0247231777757406					4137,5	0,0126982191577554			4137,5	2,55674815177917	4137,5	0,417098790407181					4137,5	0,332867383956909	
		4140,625	0,803334176540375	4140,625	0,0264922175556421					4140,625	0,014318423345685			4140,625	2,5381166934967	4140,625	0,415708661079407					4140,625	0,331880956888199	
		4143,75	0,809535920619965	4143,75	0,0265434850007296					4143,75	0,0143790375441313			4143,75	2,55439043045044	4143,75	0,420066714286804					4143,75	0,336279779672623	
		4146,875	0,795369625091553	4146,875	0,0267245657742023					4146,875	0,0146995494142175			4146,875	2,54162311553955	4146,875	0,418278634548187					4146,875	0,334860056638718	
		4150	0,80766773223877	4150	0,0283597372472286					4150	0,0164348594844341			4150	2,55473041534424	4150	0,423456490039825					4150	0,340258806943893	
		4153,125	0,787463426589966	4153,125	0,0245880354195833					4153,125	0,0129630835726857			4153,125	2,55723261833191	4153,125	0,423619866371155					4153,125	0,341163963079453	
		4156,25	0,790858209133148	4156,25	0,0248382519930601					4156,25	0,0130103584378958			4156,25	2,55204081535339	4156,25	0,424997329711914					4156,25	0,342433929443359	
		4159,375	0,791392683982849	4159,375	0,0265309680253267					4159,375	0,0146518563851714			4159,375	2,52511930465698	4159,375	0,422575622797012					4159,375	0,340323597192764	
		4162,5	0,803181350231171	4162,5	0,0275180861353874					4162,5	0,0154534038156271			4162,5	2,5381031036377	4162,5	0,426067858934402					4162,5	0,344031572341919	
		4165,625	0,796140730381012	4165,625	0,0275212768465281					4165,625	0,0156906340271235			4165,625	2,53907895088196	4165,625	0,427442759275436					4165,625	0,345228254795074	
		4168,75	0,794208884239197	4168,75	0,0275595653802156					4168,75	0,0160508323460817			4168,75	2,53130221366882	4168,75	0,427604168653488					4168,75	0,345723986625671	
		4171,875	0,793096005916595	4171,875	0,0270831659436226					4171,875	0,0159088857471943			4171,875	2,52179002761841	4171,875	0,427766412496567					4171,875	0,346393555402756	
		4175	0,781496405601501	4175	0,0249163322150707					4175	0,0135471187531948			4175	2,52544498443604	4175	0,428460329771042					4175	0,347519785165787	
		4178,125	0,777046799659729	4178,125	0,0239152535796165					4178,125	0,0118957916274667			4178,125	2,53483891487122	4178,125	0,431655138731003					4178,125	0,35086515545845	
		4181,25	0,783196806907654	4181,25	0,025600254535675					4181,25	0,0140659930184484			4181,25	2,53366565704346	4181,25	0,434020519256592					4181,25	0,353400975465775	
		4184,375	0,77822607755661	4184,375	0,0260215885937214					4184,375	0,0145500646904111			4184,375	2,52093935012817	4184,375	0,433220893144608					4184,375	0,352891266345978	
		4187,5	0,780657231807709	4187,5	0,0256588794291019					4187,5	0,0143519090488553			4187,5	2,52351760864258	4187,5	0,435386449098587					4187,5	0,3553187251091	
		4190,625	0,771614074707031	4190,625	0,025084812194109					4190,625	0,0136158270761371			4190,625	2,51721096038818	4190,625	0,435032993555069					4190,625	0,355491369962692	
		4193,75	0,770405530929565	4193,75	0,0246182661503553					4193,75	0,0131696052849293			4193,75	2,5105288028717	4193,75	0,435902506113052					4193,75	0,356445759534836	
		4196,875	0,774324238300323	4196,875	0,0256156288087368					4196,875	0,0137662412598729			4196,875	2,50691628456116	4196,875	0,43733423948288					4196,875	0,358536928892136	
		4200	0,764649510383606	4200	0,0265649445354939					4200	0,0140203004702926			4200	2,49989533424377	4200	0,436937689781189					4200	0,358717441558838	
		4203,125	0,772279977798462	4203,125	0,0271788705140352					4203,125	0,0149602992460132			4203,125	2,50731325149536	4203,125	0,440536707639694					4203,125	0,361668556928635	
		4206,25	0,78474760055542	4206,25	0,0303789041936398					4206,25	0,0184662863612175			4206,25	2,48679232597351	4206,25	0,441368162631989					4206,25	0,362394392490387	
		4209,375	0,774961292743683	4209,375	0,0287634152919054					4209,375	0,0163775514811277			4209,375	2,48987936973572	4209,375	0,442593485116959					4209,375	0,363445788621902	
		4212,5	0,760683298110962	4212,5	0,0255710817873478					4212,5	0,0138697028160095			4212,5	2,49394750595093	4212,5	0,44331169128418					4212,5	0,364423036575317	
		4215,625	0,75675904750824	4215,625	0,025042662397027					4215,625	0,0135206822305918			4215,625	2,49618864059448	4215,625	0,445796936750412					4215,625	0,366413980722427	
		4218,75	0,753704607486725	4218,75	0,024911692366004					4218,75	0,0138775464147329			4218,75	2,49139547348022	4218,75	0,446099191904068					4218,75	0,367886543273926	
		4221,875	0,754491567611694	4221,875	0,0253773611038923					4221,875	0,0145854726433754			4221,875	2,48307466506958	4221,875	0,446113258600235					4221,875	0,368068277835846	
		4225	0,762403845787048	4225	0,0260997153818607					4225	0,0159807931631804			4225	2,48399806022644	4225	0,449563890695572					4225	0,369708359241486	
		4228,125	0,763709247112274	4228,125	0,0274105351418257					4228,125	0,0169981066137552			4228,125	2,47621154785156	4228,125	0,44981324672699					4228,125	0,372180461883545	
		4231,25	0,745829641819	4231,25	0,0250721126794815					4231,25	0,0149420807138085			4231,25	2,46735000610352	4231,25	0,449070960283279					4231,25	0,372282266616821	
		4234,375	0,750976741313934	4234,375	0,0262508075684309					4234,375	0,0185059439390898			4234,375	2,46456527709961	4234,375	0,452194541692734					4234,375	0,37586036324501	
		4237,5	0,749942123889923	4237,5	0,0272820144891739					4237,5	0,017851622775197			4237,5	2,46507716178894	4237,5	0,453750669956207					4237,5	0,378072887659073	
		4240,625	0,734764218330383	4240,625	0,0256683751940727					4240,625	0,015591355971992			4240,625	2,45776391029358	4240,625	0,453241169452667					4240,625	0,377742856740952	
		4243,75	0,744227826595306	4243,75	0,0281013585627079					4243,75	0,0177765842527151			4243,75	2,44824147224426	4243,75	0,454624980688095					4243,75	0,379321992397308	
		4246,875	0,723388910293579	4246,875	0,0239250641316175					4246,875	0,013985775411129			4246,875	2,44958138465881	4246,875	0,455350548028946					4246,875	0,38034775853157	
		4250	0,726284623146057	4250	0,0248124934732914					4250	0,0149442972615361			4250	2,44807529449463	4250	0,457578778266907					4250	0,382855236530304	
		4253,125	0,732083976268768	4253,125	0,0272254440933466					4253,125	0,0171322803944349			4253,125	2,43838620185852	4253,125	0,457287788391113					4253,125	0,382727265357971	
		4256,25	0,723542034626007	4256,25	0,0257727615535259					4256,25	0,0160723533481359			4256,25	2,44094252586365	4256,25	0,459694594144821					4256,25	0,384904384613037	
		4259,375	0,706226944923401	4259,375	0,0246877409517765					4259,375	0,0153102595359087			4259,375	2,42602753639221	4259,375	0,458094149827957					4259,375	0,383617341518402	
		4262,5	0,701253831386566	4262,5	0,0246192906051874					4262,5	0,0148619888350368			4262,5	2,4344687461853	4262,5	0,461527347564697					4262,5	0,386993110179901	
		4265,625	0,697738647460938	4265,625	0,0246342662721872					4265,625	0,0148937664926052			4265,625	2,43983697891235	4265,625	0,463908582925797					4265,625	0,389362782239914	
		4268,75	0,686502873897552	4268,75	0,0241138972342014					4268,75	0,014594548381865			4268,75	2,42393112182617	4268,75	0,4623664021492					4268,75	0,388366252183914	
		4271,875	0,685092985630035	4271,875	0,0246770977973938					4271,875	0,0155059173703194			4271,875	2,41354298591614	4271,875	0,463314712047577					4271,875	0,389666825532913	
		4275	0,685237884521484	4275	0,0235167033970356					4275	0,0145003776997328			4275	2,43899822235107	4275	0,468834280967712					4275	0,394798040390015	
		4278,125	0,670215785503387	4278,125	0,0236223749816418					4278,125	0,0141656808555126			4278,125	2,42953944206238	4278,125	0,466787278652191					4278,125	0,393246710300446	
		4281,25	0,666538953781128	4281,25	0,0241861622780561					4281,25	0,0145344734191895			4281,25	2,42027258872986	4281,25	0,466185092926025					4281,25	0,393118172883987	
		4284,375	0,653212189674377	4284,375	0,021796366199851					4284,375	0,0127101009711623			4284,375	2,44928407669067	4284,375	0,471991091966629					4284,375	0,399165958166122	
		4287,5	0,643647372722626	4287,5	0,0215609278529882					4287,5	0,0126022435724735			4287,5	2,44044756889343	4287,5	0,471379727125168					4287,5	0,398231595754623	
		4290,625	0,636672616004944	4290,625	0,0218821205198765					4290,625	0,0129646239802241			4290,625	2,43911337852478	4290,625	0,472031950950623					4290,625	0,39925479888916	
		4293,75	0,64685320854187	4293,75	0,0246795304119587					4293,75	0,015612730756402			4293,75	2,43580174446106	4293,75	0,472075164318085					4293,75	0,399930089712143	
		4296,875	0,65233451128006	4296,875	0,0258804094046354					4296,875	0,0166632831096649			4296,875	2,43029403686523	4296,875	0,472559571266174					4296,875	0,400640249252319	
		4300	0,655443489551544	4300	0,0253733247518539					4300	0,0159861072897911			4300	2,43881988525391	4300	0,476522952318192					4300	0,40411564707756	
		4303,125	0,635191917419434	4303,125	0,0238786470144987					4303,125	0,0142530417069793			4303,125	2,45300960540771	4303,125	0,477031201124191					4303,125	0,405504912137985	
		4306,25	0,648664712905884	4306,25	0,025340162217617					4306,25	0,0157478712499142			4306,25	2,45380067825317	4306,25	0,479215145111084					4306,25	0,407141536474228	
		4309,375	0,648572742938995	4309,375	0,0255940519273281					4309,375	0,0159083176404238			4309,375	2,4467921257019	4309,375	0,478690713644028					4309,375	0,406567692756653	
		4312,5	0,637741386890411	4312,5	0,0229879878461361					4312,5	0,0134125333279371			4312,5	2,46448421478271	4312,5	0,482269555330276					4312,5	0,410666137933731	
		4315,625	0,636586546897888	4315,625	0,0243916865438223					4315,625	0,0146249774843454			4315,625	2,46074390411377	4315,625	0,482552230358124					4315,625	0,411199599504471	
		4318,75	0,632487714290619	4318,75	0,0233496595174074					4318,75	0,013315168209374			4318,75	2,46116757392883	4318,75	0,483250141143799					4318,75	0,411824226379395	
		4321,875	0,642763316631317	4321,875	0,0239524617791176					4321,875	0,0140268560498953			4321,875	2,46728134155273	4321,875	0,486126631498337					4321,875	0,414901703596115	
		4325	0,649521172046661	4325	0,0254702419042587					4325	0,0158981755375862			4325	2,46144151687622	4325	0,48637980222702					4325	0,415285050868988	
		4328,125	0,638932108879089	4328,125	0,023213092237711					4328,125	0,0134198712185025			4328,125	2,45969843864441	4328,125	0,485820829868317					4328,125	0,41520082950592	
		4331,25	0,634617924690247	4331,25	0,021638672798872					4331,25	0,0115064261481166			4331,25	2,47038006782532	4331,25	0,488307237625122					4331,25	0,417756319046021	
		4334,375	0,646298706531525	4334,375	0,0242991540580988					4334,375	0,0141199501231313			4334,375	2,46136236190796	4334,375	0,488715916872025					4334,375	0,418505162000656	
		4337,5	0,640063941478729	4337,5	0,0224362779408693					4337,5	0,0120123084634542			4337,5	2,46751523017883	4337,5	0,490839451551437					4337,5	0,420964360237122	
		4340,625	0,654362320899963	4340,625	0,0253285877406597					4340,625	0,0148626184090972			4340,625	2,46520280838013	4340,625	0,491701155900955					4340,625	0,422690063714981	
		4343,75	0,644193649291992	4343,75	0,023662893101573					4343,75	0,0131433224305511			4343,75	2,46746850013733	4343,75	0,493049621582031					4343,75	0,424273431301117	
		4346,875	0,654491484165192	4346,875	0,0242645721882582					4346,875	0,0133226728066802			4346,875	2,4712336063385	4346,875	0,496056646108627					4346,875	0,426928818225861	
		4350	0,663859069347382	4350	0,0253542456775904					4350	0,013189953751862			4350	2,47237300872803	4350	0,497460275888443					4350	0,428766429424286	
		4353,125	0,656616389751434	4353,125	0,0247518755495548					4353,125	0,0130269508808851			4353,125	2,46205735206604	4353,125	0,496157556772232					4353,125	0,427728146314621	
		4356,25	0,661607027053833	4356,25	0,0246993992477655					4356,25	0,0132276834920049			4356,25	2,45996952056885	4356,25	0,497743844985962					4356,25	0,42948380112648	
		4359,375	0,675999104976654	4359,375	0,0260200276970863					4359,375	0,0149502502754331			4359,375	2,46795701980591	4359,375	0,500070512294769					4359,375	0,431967258453369	
		4362,5	0,663626432418823	4362,5	0,0234898030757904					4362,5	0,0124235181137919			4362,5	2,46853470802307	4362,5	0,50223970413208					4362,5	0,435411423444748	
		4365,625	0,650360822677612	4365,625	0,0228222720324993					4365,625	0,0107572758570313			4365,625	2,46100378036499	4365,625	0,500584244728088					4365,625	0,433849930763245	
		4368,75	0,657755851745605	4368,75	0,022165285423398					4368,75	0,0104448720812798			4368,75	2,46876764297485	4368,75	0,504790365695953					4368,75	0,438118726015091	
		4371,875	0,676856696605682	4371,875	0,0255324561148882					4371,875	0,0141614470630884			4371,875	2,45800518989563	4371,875	0,503986597061157					4371,875	0,438285410404205	
		4375	0,684778094291687	4375	0,0267460271716118					4375	0,0148449977859855			4375	2,45939660072327	4375	0,505887389183044					4375	0,440672606229782	
		4378,125	0,662221252918243	4378,125	0,0204294007271528					4378,125	0,00899238046258688			4378,125	2,48652195930481	4378,125	0,509801626205444					4378,125	0,444761633872986	
		4381,25	0,679809272289276	4381,25	0,0230547022074461					4381,25	0,0114836944267154			4381,25	2,47341918945313	4381,25	0,510289311408997					4381,25	0,446030497550964	
		4384,375	0,685757637023926	4384,375	0,0255117062479258					4384,375	0,0135748255997896			4384,375	2,45998072624207	4384,375	0,511035740375519					4384,375	0,44683250784874	
		4387,5	0,6934494972229	4387,5	0,0272138323634863					4387,5	0,0150162624195218			4387,5	2,44408297538757	4387,5	0,511322557926178					4387,5	0,447127252817154	
		4390,625	0,690556526184082	4390,625	0,0252359062433243					4390,625	0,0131910108029842			4390,625	2,45306086540222	4390,625	0,513195693492889					4390,625	0,449963450431824	
		4393,75	0,688045263290405	4393,75	0,0247864853590727					4393,75	0,0131147364154458			4393,75	2,46349930763245	4393,75	0,51558244228363					4393,75	0,452833026647568	
		4396,875	0,684112310409546	4396,875	0,0233210027217865					4396,875	0,0113512631505728			4396,875	2,45964026451111	4396,875	0,515412867069244					4396,875	0,453150004148483	
		4400	0,689346969127655	4400	0,0238576885312796					4400	0,0123422518372536			4400	2,45937085151672	4400	0,517169713973999					4400	0,455121695995331	
		4403,125	0,700674712657928	4403,125	0,0262700486928225					4403,125	0,0147626148536801			4403,125	2,44569182395935	4403,125	0,518247902393341					4403,125	0,456483513116837	
		4406,25	0,703633964061737	4406,25	0,0257540624588728					4406,25	0,0144446520134807			4406,25	2,44897747039795	4406,25	0,518961191177368					4406,25	0,458298116922379	
		4409,375	0,702656447887421	4409,375	0,0229117181152105					4409,375	0,0117896543815732			4409,375	2,46380090713501	4409,375	0,522879123687744					4409,375	0,462059706449509	
		4412,5	0,705524861812592	4412,5	0,0229802913963795					4412,5	0,0116053279489279			4412,5	2,45848083496094	4412,5	0,521798968315125					4412,5	0,461450755596161	
		4415,625	0,705505907535553	4415,625	0,0256696119904518					4415,625	0,0130532644689083			4415,625	2,4581139087677	4415,625	0,522924900054932					4415,625	0,462660044431686	
		4418,75	0,713085770606995	4418,75	0,0239143688231707					4418,75	0,0121538955718279			4418,75	2,45469284057617	4418,75	0,526128351688385					4418,75	0,465761333703995	
		4421,875	0,706648111343384	4421,875	0,0226990189403296					4421,875	0,010906751267612			4421,875	2,44872212409973	4421,875	0,528220891952515					4421,875	0,467603743076324	
		4425	0,719704568386078	4425	0,0250270459800959					4425	0,0132813835516572			4425	2,43902802467346	4425	0,529018461704254					4425	0,469252020120621	
		4428,125	0,717219471931458	4428,125	0,0249911323189735					4428,125	0,0136421239003539			4428,125	2,44554758071899	4428,125	0,530784606933594					4428,125	0,47165647149086	
		4431,25	0,701938450336456	4431,25	0,0230374727398157					4431,25	0,0119714885950089			4431,25	2,43671703338623	4431,25	0,527924656867981					4431,25	0,469343304634094	
		4434,375	0,721162140369415	4434,375	0,0233443677425385					4434,375	0,0115302270278335			4434,375	2,43388676643372	4434,375	0,533531248569489					4434,375	0,474390238523483	
		4437,5	0,737652719020844	4437,5	0,0239377189427614					4437,5	0,0122920870780945			4437,5	2,43514347076416	4437,5	0,532983124256134					4437,5	0,474848031997681	
		4440,625	0,738812267780304	4440,625	0,0239712186157703					4440,625	0,0119539275765419			4440,625	2,43836450576782	4440,625	0,535167157649994					4440,625	0,477708965539932	
		4443,75	0,745327770709991	4443,75	0,0261534247547388					4443,75	0,0150398444384336			4443,75	2,43804430961609	4443,75	0,537226676940918					4443,75	0,479965180158615	
