Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Im	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Im	
718,75	12,1866283416748	1175	6,90993881225586	1175	0,0443449094891548	718,75	0,033455565571785	718,75	0,0158661790192127	1175	0,0243877675384283	718,75	0,24254098534584	1175	4,62197065353394	1175	-1,77275884151459	718,75	-2,68361520767212	718,75	-2,45629572868347	1175	-1,6478568315506	
721,875	12,0851554870605	1178,125	6,85215091705322	1178,125	0,0441066212952137	721,875	0,0439849868416786	721,875	0,0253749918192625	1178,125	0,0245713964104652	721,875	0,123405672609806	1178,125	4,64322376251221	1178,125	-1,7714900970459	721,875	-2,66819167137146	721,875	-2,44285893440247	1178,125	-1,64589071273804	
725	12,180811882019	1181,25	6,76591539382935	1181,25	0,0431444719433784	725	0,0299689248204231	725	0,0132469991222024	1181,25	0,0247420947998762	725	0,0557429529726505	1181,25	4,61970710754395	1181,25	-1,77468943595886	725	-2,65528964996338	725	-2,43148469924927	1181,25	-1,64919793605804	
728,125	12,0670652389526	1184,375	6,79803514480591	1184,375	0,0445263460278511	728,125	0,0436497069895267	728,125	0,0261494070291519	1184,375	0,0249938704073429	728,125	-0,0985787287354469	1184,375	4,51308822631836	1184,375	-1,76144671440125	728,125	-2,63851261138916	728,125	-2,4170982837677	1184,375	-1,63686800003052	
731,25	12,1615800857544	1187,5	6,83504343032837	1187,5	0,0444919057190418	731,25	0,0342722199857235	731,25	0,0174453835934401	1187,5	0,025333609431982	731,25	-0,133044332265854	1187,5	4,57668352127075	1187,5	-1,74050271511078	731,25	-2,63178491592407	731,25	-2,41155195236206	1187,5	-1,61780035495758	
734,375	12,0950412750244	1190,625	6,72097158432007	1190,625	0,0464905351400375	734,375	0,0349284820258617	734,375	0,0173893067985773	1190,625	0,0268627367913723	734,375	-0,151440754532814	1190,625	4,47592163085938	1190,625	-1,74076068401337	734,375	-2,62302947044373	734,375	-2,40366506576538	1190,625	-1,61792492866516	
737,5	12,1706972122192	1193,75	6,63074922561646	1193,75	0,0458486452698708	737,5	0,0272876732051373	737,5	0,0111910337582231	1193,75	0,0237088110297918	737,5	-0,230637893080711	1193,75	4,40206623077393	1193,75	-1,76028954982758	737,5	-2,61745309829712	737,5	-2,39898824691772	1193,75	-1,63904476165771	
740,625	11,9532861709595	1196,875	6,59531545639038	1196,875	0,0512724742293358	740,625	0,0454373881220818	740,625	0,02680304646492	1196,875	0,02832249738276	740,625	-0,456567674875259	1196,875	4,27047634124756	1196,875	-1,75583446025848	740,625	-2,59122586250305	740,625	-2,37647914886475	1196,875	-1,63510024547577	
743,75	11,7865896224976	1200	6,6843204498291	1200	0,0523421205580235	743,75	0,0540817193686962	743,75	0,0343525037169456	1200	0,0309671703726053	743,75	-0,597917437553406	1200	4,30629587173462	1200	-1,72714233398438	743,75	-2,56710815429688	743,75	-2,35504627227783	1200	-1,60829102993011	
746,875	12,0063858032227	1203,125	6,57545709609985	1203,125	0,0461469180881977	746,875	0,0266520399600267	746,875	0,0102705312892795	1203,125	0,0268428009003401	746,875	-0,774586021900177	1203,125	4,27732276916504	1203,125	-1,72116410732269	746,875	-2,54490399360657	746,875	-2,33448100090027	1203,125	-1,60170042514801	
750	12,0146465301514	1206,25	6,44033718109131	1206,25	0,0601137578487396	750	0,023985268548131	750	0,00720078544691205	1206,25	0,0402814857661724	750	-0,863236904144287	1206,25	4,19054985046387	1206,25	-1,72080934047699	750	-2,54033660888672	750	-2,32988953590393	1206,25	-1,60506784915924	
753,125	11,9584264755249	1209,375	6,5134801864624	1209,375	0,0538722984492779	753,125	0,0311179589480162	753,125	0,0140011720359325	1209,375	0,0370007678866386	753,125	-0,870009005069733	1209,375	4,30874681472778	1209,375	-1,68462550640106	753,125	-2,54315161705017	753,125	-2,331951379776	1209,375	-1,5709320306778	
756,25	11,7255725860596	1212,5	6,48637962341309	1212,5	0,0427280701696873	756,25	0,0389046110212803	756,25	0,0221105478703976	1212,5	0,028209213167429	756,25	-0,926698625087738	1212,5	4,30267524719238	1212,5	-1,67406225204468	756,25	-2,5304753780365	756,25	-2,32124257087708	1212,5	-1,55892693996429	
759,375	11,3504114151001	1215,625	6,385413646698	1215,625	0,0462228842079639	759,375	0,0527860298752785	759,375	0,0319873094558716	1215,625	0,03065475076437	759,375	-0,870149731636047	1215,625	4,26780605316162	1215,625	-1,69223523139954	759,375	-2,53746342658997	759,375	-2,3287341594696	1215,625	-1,57595884799957	
762,5	11,476508140564	1218,75	6,51230621337891	1218,75	0,0555630587041378	762,5	0,0365810208022594	762,5	0,0162341203540564	1218,75	0,0338045209646225	762,5	-0,863214015960693	1218,75	4,15498542785645	1218,75	-1,67735648155212	762,5	-2,53135061264038	762,5	-2,32398319244385	1218,75	-1,56323647499084	
765,625	11,5110912322998	1221,875	6,33289289474487	1221,875	0,0579236112535	765,625	0,0442869439721107	765,625	0,0249326303601265	1221,875	0,0389024578034878	765,625	-0,882127583026886	1221,875	4,1269793510437	1221,875	-1,67992234230042	765,625	-2,51332402229309	765,625	-2,30798411369324	1221,875	-1,56453907489777	
768,75	11,6322422027588	1225	6,21040630340576	1225	0,0550014115869999	768,75	0,034730352461338	768,75	0,0180233903229237	1225	0,0359966941177845	768,75	-1,15059471130371	1225	4,20969390869141	1225	-1,68356657028198	768,75	-2,48079133033752	768,75	-2,27784705162048	1225	-1,57113206386566	
771,875	11,5408582687378	1228,125	6,28599405288696	1228,125	0,0505209639668465	771,875	0,0431557856500149	771,875	0,0270414520055056	1228,125	0,0284778568893671	771,875	-1,32797408103943	1228,125	4,15013933181763	1228,125	-1,6567165851593	771,875	-2,45977115631104	771,875	-2,25825905799866	1228,125	-1,54761600494385	
775	11,4599857330322	1231,25	6,25409936904907	1231,25	0,0498041845858097	775	0,0369260311126709	775	0,0183619447052479	1231,25	0,0297812167555094	775	-1,0232400894165	1231,25	4,17855167388916	1231,25	-1,66239643096924	775	-2,46531677246094	775	-2,26134753227234	1231,25	-1,55347919464111	
778,125	11,2208967208862	1234,375	6,09001731872559	1234,375	0,0487607680261135	778,125	0,0485571585595608	778,125	0,02544298581779	1234,375	0,0285847671329975	778,125	-0,963962018489838	1234,375	4,14523839950562	1234,375	-1,67118763923645	778,125	-2,46023106575012	778,125	-2,25964450836182	1234,375	-1,56077826023102	
781,25	11,2132844924927	1237,5	6,0963830947876	1237,5	0,0495197810232639	781,25	0,0449150055646896	781,25	0,0242654476314783	1237,5	0,0302275251597166	781,25	-1,25742781162262	1237,5	4,22524642944336	1237,5	-1,65059411525726	781,25	-2,43872404098511	781,25	-2,24198079109192	1237,5	-1,54103338718414	
784,375	11,0731353759766	1240,625	6,08184003829956	1240,625	0,0558985881507397	784,375	0,0508617535233498	784,375	0,0307063162326813	1240,625	0,0375918373465538	784,375	-1,49105656147003	1240,625	4,19373798370361	1240,625	-1,64887881278992	784,375	-2,42202043533325	784,375	-2,22699165344238	1240,625	-1,54154932498932	
787,5	11,1456460952759	1243,75	6,07146883010864	1243,75	0,0497549958527088	787,5	0,0447843745350838	787,5	0,0285238437354565	1243,75	0,0293452199548483	787,5	-1,66179215908051	1243,75	4,12499666213989	1243,75	-1,63668513298035	787,5	-2,39617729187012	787,5	-2,20255136489868	1243,75	-1,53223693370819	
790,625	11,2284955978394	1246,875	6,06667566299438	1246,875	0,0475592203438282	790,625	0,0458865985274315	790,625	0,0296715069562197	1246,875	0,0267931316047907	790,625	-1,57593190670013	1246,875	4,08302927017212	1246,875	-1,6383228302002	790,625	-2,39253830909729	790,625	-2,198646068573	1246,875	-1,53064250946045	
793,75	11,1841411590576	1250	5,9853777885437	1250	0,0545073747634888	793,75	0,0468803457915783	793,75	0,0286535993218422	1250	0,0355966202914715	793,75	-1,46254825592041	1250	4,10307884216309	1250	-1,63069343566895	793,75	-2,40094947814941	793,75	-2,20631408691406	1250	-1,52347421646118	
796,875	10,9488363265991	1253,125	5,91283178329468	1253,125	0,0453691221773624	796,875	0,0366853401064873	796,875	0,0158586371690035	1253,125	0,0279210768640041	796,875	-1,24368071556091	1253,125	4,16868448257446	1253,125	-1,61611616611481	796,875	-2,4008047580719	796,875	-2,20503783226013	1253,125	-1,51089262962341	
800	10,8449077606201	1256,25	6,00395822525024	1256,25	0,0521141588687897	800	0,033177375793457	800	0,0147722363471985	1256,25	0,033777941018343	800	-1,43557476997375	1256,25	4,19113397598267	1256,25	-1,60086107254028	800	-2,37815833091736	800	-2,18566703796387	1256,25	-1,49903976917267	
803,125	11,0274486541748	1259,375	5,83871698379517	1259,375	0,0492018982768059	803,125	0,0139461476355791	803,125	-0,00276291836053133	1259,375	0,0304603911936283	803,125	-1,04724967479706	1259,375	4,18850040435791	1259,375	-1,60575354099274	803,125	-2,39312696456909	803,125	-2,19516277313232	1259,375	-1,5034282207489	
806,25	11,0595979690552	1262,5	5,71853923797607	1262,5	0,0483111143112183	806,25	0,0298905968666077	806,25	0,0138233294710517	1262,5	0,0294893514364958	806,25	-1,4017026424408	1262,5	4,1486029624939	1262,5	-1,60901141166687	806,25	-2,36682558059692	806,25	-2,17500448226929	1262,5	-1,50783860683441	
809,375	10,9528884887695	1265,625	5,73204708099365	1265,625	0,0497519560158253	809,375	0,039044052362442	809,375	0,0262638665735722	1265,625	0,0309724770486355	809,375	-1,68486177921295	1265,625	4,18283939361572	1265,625	-1,60228431224823	809,375	-2,30297780036926	809,375	-2,11823415756226	1265,625	-1,50253117084503	
812,5	10,7266578674316	1268,75	5,66539525985718	1268,75	0,0454433187842369	812,5	0,0377153120934963	812,5	0,0218624100089073	1268,75	0,0272492580115795	812,5	-1,38088047504425	1268,75	4,21075487136841	1268,75	-1,59285223484039	812,5	-2,33726906776428	812,5	-2,15176653862	1268,75	-1,49271512031555	
815,625	10,5918312072754	1271,875	5,68317270278931	1271,875	0,0545189343392849	815,625	0,0396389029920101	815,625	0,0186044331640005	1271,875	0,0359577387571335	815,625	-1,03499269485474	1271,875	4,15426111221313	1271,875	-1,58929908275604	815,625	-2,35498332977295	815,625	-2,16513729095459	1271,875	-1,48999118804932	
818,75	10,6811475753784	1275	5,66241312026978	1275	0,0510291457176209	818,75	0,0509505160152912	818,75	0,0318434648215771	1275	0,0324948765337467	818,75	-1,4952427148819	1275	4,16619539260864	1275	-1,58786427974701	818,75	-2,31252193450928	818,75	-2,12898755073547	1275	-1,48724353313446	
821,875	10,2313642501831	1278,125	5,56688642501831	1278,125	0,0514135733246803	821,875	0,0514499060809612	821,875	0,0339671559631824	1278,125	0,0317055992782116	821,875	-1,43775296211243	1278,125	4,1637806892395	1278,125	-1,57759475708008	821,875	-2,30846190452576	821,875	-2,12485122680664	1278,125	-1,48023593425751	
825	9,94881725311279	1281,25	5,59012746810913	1281,25	0,047838494181633	825	0,0342740342020988	825	0,017624095082283	1281,25	0,0297833867371082	825	-0,760910511016846	1281,25	4,26665925979614	1281,25	-1,5705338716507	825	-2,33848285675049	825	-2,14649271965027	1281,25	-1,47434663772583	
828,125	10,0316257476807	1284,375	5,50870037078857	1284,375	0,0488080382347107	828,125	0,0350173339247704	828,125	0,0171159245073795	1284,375	0,0309867169708014	828,125	-0,852192461490631	1284,375	4,24434423446655	1284,375	-1,57180988788605	828,125	-2,32958841323853	828,125	-2,13874292373657	1284,375	-1,4754763841629	
831,25	9,847900390625	1287,5	5,44742918014526	1287,5	0,0429042913019657	831,25	0,114141963422298	831,25	0,0840581133961678	1287,5	0,0255563221871853	831,25	-0,439973831176758	1287,5	4,27509641647339	1287,5	-1,56670844554901	831,25	-2,36370944976807	831,25	-2,17152690887451	1287,5	-1,47077238559723	
834,375	10,5444240570068	1290,625	5,5104546546936	1290,625	0,0454037822782993	834,375	0,0902582556009293	834,375	0,0686377212405205	1290,625	0,0266655944287777	834,375	-1,17702877521515	1290,625	4,3540358543396	1290,625	-1,55708062648773	834,375	-2,27801179885864	834,375	-2,098708152771	1290,625	-1,46145308017731	
837,5	10,4549207687378	1293,75	5,47391414642334	1293,75	0,0513597801327705	837,5	0,0543018877506256	837,5	0,0373349748551846	1293,75	0,0325873158872128	837,5	-1,41585147380829	1293,75	4,30469942092896	1293,75	-1,55763578414917	837,5	-2,26495957374573	837,5	-2,08654832839966	1293,75	-1,46143531799316	
840,625	10,0782661437988	1296,875	5,49111461639404	1296,875	0,0533694103360176	840,625	0,0445502400398254	840,625	0,0296625569462776	1296,875	0,0327220410108566	840,625	-1,37109589576721	1296,875	4,292396068573	1296,875	-1,54456734657288	840,625	-2,2455849647522	840,625	-2,06932091712952	1296,875	-1,45170986652374	
843,75	10,2487411499023	1300	5,42094659805298	1300	0,039615124464035	843,75	0,0644235461950302	843,75	0,04776806011796	1300	0,0209100265055895	843,75	-1,33455789089203	1300	4,36760759353638	1300	-1,54116916656494	843,75	-2,2263331413269	843,75	-2,0538694858551	1300	-1,44951593875885	
846,875	10,7411365509033	1303,125	5,39273643493652	1303,125	0,0383209995925426	846,875	0,0463931895792484	846,875	0,0333566963672638	1303,125	0,0202074591070414	846,875	-1,27312672138214	1303,125	4,38057279586792	1303,125	-1,53576302528381	846,875	-2,22591376304626	846,875	-2,05453777313232	1303,125	-1,44345140457153	
850	10,7926378250122	1306,25	5,36826372146606	1306,25	0,0436222217977047	850	0,0332117006182671	850	0,0224862415343523	1306,25	0,0248894859105349	850	-1,07291829586029	1306,25	4,34959077835083	1306,25	-1,53569340705872	850	-2,21588492393494	850	-2,04463768005371	1306,25	-1,44426798820496	
853,125	10,6331491470337	1309,375	5,36638402938843	1309,375	0,0455138124525547	853,125	0,0289254076778889	853,125	0,0200995616614819	1309,375	0,0272015351802111	853,125	-0,194944322109222	1309,375	4,35811042785645	1309,375	-1,527099609375	853,125	-2,22745871543884	853,125	-2,05245351791382	1309,375	-1,4363979101181	
856,25	10,1000308990479	1312,5	5,37271118164063	1312,5	0,043882854282856	856,25	0,0563396774232388	856,25	0,0394725240767002	1312,5	0,025756012648344	856,25	-0,43029111623764	1312,5	4,41810941696167	1312,5	-1,52279245853424	856,25	-2,25164008140564	856,25	-2,07627606391907	1312,5	-1,43295228481293	
859,375	10,0855541229248	1315,625	5,35591459274292	1315,625	0,0407590679824352	859,375	0,0790504887700081	859,375	0,0591799169778824	1315,625	0,0229825153946877	859,375	-0,826798796653748	1315,625	4,43760395050049	1315,625	-1,52123928070068	859,375	-2,2372624874115	859,375	-2,06473898887634	1315,625	-1,43233966827393	
862,5	10,1862344741821	1318,75	5,33567333221436	1318,75	0,0442853681743145	862,5	0,0679799988865852	862,5	0,050512719899416	1318,75	0,0273816306143999	862,5	-0,698514401912689	1318,75	4,33241415023804	1318,75	-1,51464581489563	862,5	-2,21339344978333	862,5	-2,04241228103638	1318,75	-1,42578458786011	
865,625	10,2603616714478	1321,875	5,2638521194458	1321,875	0,0462891235947609	865,625	0,0627497062087059	865,625	0,0460640899837017	1321,875	0,0286798849701881	865,625	-0,44261759519577	1321,875	4,39152097702026	1321,875	-1,51377463340759	865,625	-2,20802211761475	865,625	-2,03746676445007	1321,875	-1,42526590824127	
868,75	10,6603679656982	1325	5,17607116699219	1325	0,0439918264746666	868,75	0,0569330379366875	868,75	0,0423954389989376	1325	0,0262498967349529	868,75	-0,283711135387421	1325	4,45149517059326	1325	-1,50924694538116	868,75	-2,20662140846252	868,75	-2,03801989555359	1325	-1,42107915878296	
871,875	10,6723375320435	1328,125	5,29343843460083	1328,125	0,0424682199954987	871,875	0,0562374033033848	871,875	0,0418308526277542	1328,125	0,0251346845179796	871,875	-0,580383062362671	1328,125	4,48782253265381	1328,125	-1,4995025396347	871,875	-2,18539977073669	871,875	-2,02019238471985	1328,125	-1,41348576545715	
875	10,6440353393555	1331,25	5,31847524642944	1331,25	0,0479464791715145	875	0,0809513628482819	875	0,0646488144993782	1331,25	0,0298895761370659	875	-0,374824911355972	1331,25	4,47152042388916	1331,25	-1,49313759803772	875	-2,18674993515015	875	-2,02177381515503	1331,25	-1,4093109369278	
878,125	10,5926103591919	1334,375	5,36645221710205	1334,375	0,0439287610352039	878,125	0,0684523656964302	878,125	0,0524855218827724	1334,375	0,0256257280707359	878,125	-0,335638046264648	1334,375	4,52020788192749	1334,375	-1,48308348655701	878,125	-2,17857146263123	878,125	-2,01495242118835	1334,375	-1,39976596832275	
881,25	10,6966285705566	1337,5	5,27873659133911	1337,5	0,0452813245356083	881,25	0,0774721205234528	881,25	0,0609583668410778	1337,5	0,0272196009755135	881,25	-0,790485918521881	1337,5	4,49148225784302	1337,5	-1,4854279756546	881,25	-2,16105604171753	881,25	-2,00064563751221	1337,5	-1,40210962295532	
		1340,625	5,23952913284302	1340,625	0,0494823753833771					1340,625	0,0308792181313038			1340,625	4,47143459320068	1340,625	-1,4790256023407					1340,625	-1,39704132080078	
		1343,75	5,1552996635437	1343,75	0,0450447089970112					1343,75	0,0275788716971874			1343,75	4,53109264373779	1343,75	-1,4769378900528					1343,75	-1,39523994922638	
		1346,875	5,22440004348755	1346,875	0,0482336059212685					1346,875	0,0304845124483109			1346,875	4,47051382064819	1346,875	-1,46955418586731					1346,875	-1,388920545578	
		1350	5,26925659179688	1350	0,044446125626564					1350	0,0268077664077282			1350	4,50911426544189	1350	-1,46513605117798					1350	-1,38477742671967	
		1353,125	5,19648218154907	1353,125	0,0429170951247215					1353,125	0,0255074314773083			1353,125	4,5495285987854	1353,125	-1,46368646621704					1353,125	-1,38391637802124	
		1356,25	5,27008152008057	1356,25	0,0383580215275288					1356,25	0,0219512991607189			1356,25	4,65400695800781	1356,25	-1,44913876056671					1356,25	-1,37116169929504	
		1359,375	5,23100805282593	1359,375	0,0464973971247673					1359,375	0,0288998205214739			1359,375	4,53271198272705	1359,375	-1,45053064823151					1359,375	-1,372403383255	
		1362,5	5,22977352142334	1362,5	0,0477072931826115					1362,5	0,0289356764405966			1362,5	4,52323389053345	1362,5	-1,44467806816101					1362,5	-1,36771273612976	
		1365,625	5,19141626358032	1365,625	0,0450495854020119					1365,625	0,0272395499050617			1365,625	4,53883790969849	1365,625	-1,4412989616394					1365,625	-1,36558330059052	
		1368,75	5,17375087738037	1368,75	0,0462150685489178					1368,75	0,0288001094013453			1368,75	4,52416229248047	1368,75	-1,43898713588715					1368,75	-1,36348462104797	
		1371,875	5,2057204246521	1371,875	0,0438417233526707					1371,875	0,0268555693328381			1371,875	4,49362325668335	1371,875	-1,43122565746307					1371,875	-1,35611498355865	
		1375	5,20616149902344	1375	0,038378432393074					1375	0,0214512925595045			1375	4,54678106307983	1375	-1,42714059352875					1375	-1,35245978832245	
		1378,125	5,16888618469238	1378,125	0,0372322537004948					1378,125	0,020175551995635			1378,125	4,54823589324951	1378,125	-1,42776906490326					1378,125	-1,35309779644012	
		1381,25	5,29105377197266	1381,25	0,0371974185109138					1381,25	0,0203746929764748			1381,25	4,51455974578857	1381,25	-1,41196262836456					1381,25	-1,33898985385895	
		1384,375	5,25177478790283	1384,375	0,0361227318644524					1384,375	0,0196502171456814			1384,375	4,57638597488403	1384,375	-1,40993976593018					1384,375	-1,33801329135895	
		1387,5	5,13362407684326	1387,5	0,0379856117069721					1387,5	0,0209238976240158			1387,5	4,5247049331665	1387,5	-1,41161489486694					1387,5	-1,33993446826935	
		1390,625	5,12348508834839	1390,625	0,0427445136010647					1390,625	0,0253347288817167			1390,625	4,50374412536621	1390,625	-1,40638494491577					1390,625	-1,33535099029541	
		1393,75	5,12893342971802	1393,75	0,0450024120509624					1393,75	0,0276964828372002			1393,75	4,46613073348999	1393,75	-1,39991748332977					1393,75	-1,32985353469849	
		1396,875	5,10517692565918	1396,875	0,0428700186312199					1396,875	0,0255462788045406			1396,875	4,42890977859497	1396,875	-1,39597105979919					1396,875	-1,32649850845337	
		1400	5,11096048355103	1400	0,0454025603830814					1400	0,0281908623874187			1400	4,44843530654907	1400	-1,39149045944214					1400	-1,32278561592102	
		1403,125	5,10153102874756	1403,125	0,0417344868183136					1403,125	0,0246752351522446			1403,125	4,473388671875	1403,125	-1,38680446147919					1403,125	-1,31840038299561	
		1406,25	5,11113929748535	1406,25	0,0392668321728706					1406,25	0,0222547072917223			1406,25	4,43887901306152	1406,25	-1,38326060771942					1406,25	-1,31575858592987	
		1409,375	5,12367010116577	1409,375	0,0404489524662495					1409,375	0,0230671335011721			1409,375	4,41025400161743	1409,375	-1,37670254707336					1409,375	-1,31015563011169	
		1412,5	5,07102584838867	1412,5	0,0426373444497585					1412,5	0,025455879047513			1412,5	4,39029455184937	1412,5	-1,37540245056152					1412,5	-1,3095463514328	
		1415,625	5,08752250671387	1415,625	0,0405779853463173					1415,625	0,0235776584595442			1415,625	4,40130376815796	1415,625	-1,36825835704803					1415,625	-1,30344521999359	
		1418,75	5,0719518661499	1418,75	0,0394463092088699					1418,75	0,0224146880209446			1418,75	4,41910648345947	1418,75	-1,36518526077271					1418,75	-1,30059063434601	
		1421,875	5,0079550743103	1421,875	0,0416724868118763					1421,875	0,0243109799921513			1421,875	4,37988567352295	1421,875	-1,36326313018799					1421,875	-1,29924309253693	
		1425	4,99084329605103	1425	0,0403247214853764					1425	0,023388460278511			1425	4,39345598220825	1425	-1,36077904701233					1425	-1,29723799228668	
		1428,125	5,04460477828979	1428,125	0,035459216684103					1428,125	0,0189682692289352			1428,125	4,38829612731934	1428,125	-1,34877622127533					1428,125	-1,28621625900269	
		1431,25	4,98314952850342	1431,25	0,0385177843272686					1431,25	0,0217216778546572			1431,25	4,36079072952271	1431,25	-1,34996104240417					1431,25	-1,28798174858093	
		1434,375	4,96637630462646	1434,375	0,0405047237873077					1434,375	0,023247504606843			1434,375	4,33736753463745	1434,375	-1,34566581249237					1434,375	-1,28416109085083	
		1437,5	4,94934797286987	1437,5	0,0455080717802048					1437,5	0,0279742311686277			1437,5	4,27923917770386	1437,5	-1,33737230300903					1437,5	-1,27703368663788	
		1440,625	4,87429714202881	1440,625	0,0415119491517544					1440,625	0,0246445871889591			1440,625	4,34580707550049	1440,625	-1,34226989746094					1440,625	-1,28226840496063	
		1443,75	4,96379327774048	1443,75	0,038100004196167					1443,75	0,0212342366576195			1443,75	4,31486129760742	1443,75	-1,32396125793457					1443,75	-1,26568222045898	
		1446,875	4,87470006942749	1446,875	0,0429527424275875					1446,875	0,0255446452647448			1446,875	4,27673530578613	1446,875	-1,3286429643631					1446,875	-1,26985991001129	
		1450	4,84648656845093	1450	0,0444124080240726					1450	0,0265561956912279			1450	4,26475191116333	1450	-1,32312548160553					1450	-1,2647225856781	
		1453,125	4,80712080001831	1453,125	0,0431952364742756					1453,125	0,0256312042474747			1453,125	4,24671745300293	1453,125	-1,31940376758575					1453,125	-1,2620974779129	
		1456,25	4,82472085952759	1456,25	0,0426106490194798					1456,25	0,0250470414757729			1456,25	4,25500249862671	1456,25	-1,31184303760529					1456,25	-1,25526094436646	
		1459,375	4,78116130828857	1459,375	0,0447241738438606					1459,375	0,026860672980547			1459,375	4,23866415023804	1459,375	-1,31052768230438					1459,375	-1,25398004055023	
		1462,5	4,72399997711182	1462,5	0,0482178255915642					1462,5	0,0296647008508444			1462,5	4,20562219619751	1462,5	-1,30830597877502					1462,5	-1,25259065628052	
		1465,625	4,68980121612549	1465,625	0,043548695743084					1465,625	0,0254981871694326			1465,625	4,23735761642456	1465,625	-1,30334532260895					1465,625	-1,24902176856995	
		1468,75	4,72000026702881	1468,75	0,046075101941824					1468,75	0,0281656701117754			1468,75	4,19796466827393	1468,75	-1,29482340812683					1468,75	-1,24092066287994	
		1471,875	4,68893909454346	1471,875	0,0452990271151066					1471,875	0,027442017570138			1471,875	4,21139669418335	1471,875	-1,29120981693268					1471,875	-1,23795521259308	
		1475	4,62321615219116	1475	0,0429452732205391					1475	0,0256818868219852			1475	4,22934770584106	1475	-1,29025685787201					1475	-1,23757076263428	
		1478,125	4,6213173866272	1478,125	0,0453569442033768					1478,125	0,0276598129421473			1478,125	4,21027851104736	1478,125	-1,2845424413681					1478,125	-1,23259627819061	
		1481,25	4,56289052963257	1481,25	0,0486080348491669					1481,25	0,0305582322180271			1481,25	4,18395280838013	1481,25	-1,28301692008972					1481,25	-1,23090028762817	
		1484,375	4,58180618286133	1484,375	0,0484958477318287					1484,375	0,0306364502757788			1484,375	4,18373394012451	1484,375	-1,27422416210175					1484,375	-1,2233898639679	
		1487,5	4,54025983810425	1487,5	0,0411379560828209					1487,5	0,0237294565886259			1487,5	4,24692249298096	1487,5	-1,27274394035339					1487,5	-1,22261810302734	
		1490,625	4,50868701934814	1490,625	0,0432041585445404					1490,625	0,0255410652607679			1490,625	4,23642921447754	1490,625	-1,2694456577301					1490,625	-1,22004997730255	
		1493,75	4,48635482788086	1493,75	0,0410648956894875					1493,75	0,0235468521714211			1493,75	4,25995445251465	1493,75	-1,26377522945404					1493,75	-1,2151312828064	
		1496,875	4,41669702529907	1496,875	0,041073951870203					1496,875	0,0227463059127331			1496,875	4,27165460586548	1496,875	-1,2666939496994					1496,875	-1,21791660785675	
		1500	4,44978618621826	1500	0,0414417944848537					1500	0,0233832374215126			1500	4,2534384727478	1500	-1,25624001026154					1500	-1,20833992958069	
		1503,125	4,41752576828003	1503,125	0,0446860231459141					1503,125	0,0269421357661486			1503,125	4,24761867523193	1503,125	-1,25180602073669					1503,125	-1,20444476604462	
		1506,25	4,34861183166504	1506,25	0,0462130382657051					1506,25	0,028393654152751			1506,25	4,2401328086853	1506,25	-1,25218951702118					1506,25	-1,20495963096619	
		1509,375	4,38778352737427	1509,375	0,0409732684493065					1509,375	0,0235740449279547			1509,375	4,28061246871948	1509,375	-1,24219071865082					1509,375	-1,1956604719162	
		1512,5	4,34463405609131	1512,5	0,0410790704190731					1512,5	0,023893091827631			1512,5	4,28165340423584	1512,5	-1,2382937669754					1512,5	-1,19347381591797	
		1515,625	4,30782699584961	1515,625	0,0364515297114849					1515,625	0,0192462522536516			1515,625	4,30656147003174	1515,625	-1,23718702793121					1515,625	-1,19263625144958	
		1518,75	4,28588819503784	1518,75	0,0455489978194237					1518,75	0,0272266883403063			1518,75	4,28678226470947	1518,75	-1,23243427276611					1518,75	-1,18851685523987	
		1521,875	4,23055410385132	1521,875	0,0452385954558849					1521,875	0,0277193114161491			1521,875	4,30574989318848	1521,875	-1,23384511470795					1521,875	-1,1892101764679	
		1525	4,26894521713257	1525	0,0342123843729496					1525	0,0182414930313826			1525	4,35607481002808	1525	-1,22287166118622					1525	-1,17995190620422	
		1528,125	4,23466444015503	1528,125	0,0458828248083591					1528,125	0,0286931414157152			1528,125	4,31549596786499	1528,125	-1,22036588191986					1528,125	-1,17779994010925	
		1531,25	4,21628952026367	1531,25	0,0452048406004906					1531,25	0,0279752686619759			1531,25	4,34114742279053	1531,25	-1,21703016757965					1531,25	-1,17572784423828	
		1534,375	4,19425582885742	1534,375	0,0470830835402012					1534,375	0,0295861531049013			1534,375	4,32939767837524	1534,375	-1,21391749382019					1534,375	-1,17373549938202	
		1537,5	4,17873764038086	1537,5	0,0388191975653172					1537,5	0,0216983947902918			1537,5	4,3716893196106	1537,5	-1,20950293540955					1537,5	-1,16901218891144	
