Frequency in Hz	Ref_Specimen_HF Sound Absorption Coefficient continuous	Frequency in Hz	Ref_Specimen_LF Sound Absorption Coefficient continuous	Frequency in Hz	Ref_Specimen_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Ref_Specimen_LF Sound Absorption Coefficient 1/3-octave	
2915,625	0,399900101360479							
2918,75	0,401543447943738							
2921,875	0,402087700508691							
2925	0,40223120105985							
2928,125	0,405126424132222							
2931,25	0,40488451167215							
2934,375	0,408347145187917							
2937,5	0,408762744818575							
2940,625	0,412165813430419							
2943,75	0,413875404440151							
2946,875	0,41411700401059							
2950	0,41673177329448							
2953,125	0,414437002257211							
2956,25	0,415443049381694							
2959,375	0,418243195015175							
2962,5	0,41954513692559							
2965,625	0,419170415664769							
2968,75	0,423988325680084							
2971,875	0,42565478559076							
2975	0,423212416890831							
2978,125	0,423050235463458							
2981,25	0,425087193501991							
2984,375	0,426927407973455							
2987,5	0,428371047896544							
2990,625	0,4272203606385							
2993,75	0,429455149589285							
2996,875	0,429656913160996							
3000	0,433130899242365							
3003,125	0,433836057434762							
3006,25	0,431384042681512							
3009,375	0,432514428916822							
3012,5	0,431320063653437							
3015,625	0,43141694760824							
3018,75	0,428309864967932							
3021,875	0,426562853266212							
3025	0,439963387021929							
3028,125	0,43479198033369							
3031,25	0,4322744614211							
3034,375	0,433169477012564							
3037,5	0,434959384411407							
3040,625	0,437513491610131							
3043,75	0,434866945040958							
3046,875	0,432324928153859							
3050	0,432668799800555							
3053,125	0,435939014335036							
3056,25	0,434148388705975							
3059,375	0,43579325296495							
3062,5	0,438619944744168							
3065,625	0,435377823956164							
3068,75	0,435527234571538							
3071,875	0,43709546602052							
3075	0,435445857343138							
3078,125	0,437665101431627							
3081,25	0,440812192264548							
3084,375	0,441448815433045							
3087,5	0,436755592487824							
3090,625	0,435988687003938							
3093,75	0,437115564298309							
3096,875	0,439744073613013							
3100	0,438830017600493							
3103,125	0,437675024041421							
3106,25	0,436905130200605							
3109,375	0,43548598530029							
3112,5	0,432561555608332							
3115,625	0,436439901891418							
3118,75	0,439053451262716							
3121,875	0,441738907223329							
3125	0,437758634569808							
3128,125	0,436988944271044							
3131,25	0,435018381814209							
3134,375	0,436550584247897							
3137,5	0,43823453579908							
3140,625	0,436876467200414							
3143,75	0,435772797202844							
3146,875	0,43551171296141							
3150	0,434772602688874							
3153,125	0,433723842681996							
3156,25	0,439498790321171							
3159,375	0,436966083248181							
3162,5	0,438086558375504							
3165,625	0,44134413344962							
3168,75	0,433658246248852							
3171,875	0,431339672967267							
3175	0,433121302164254							
3178,125	0,427789842126533							
3181,25	0,427043944802568							
3184,375	0,430315633589435							
3187,5	0,425461102595667							
3190,625	0,426780890846017							
3193,75	0,425243859705872							
3196,875	0,424499646053413							
3200	0,425538440008478							
3203,125	0,425014660119818							
3206,25	0,419850308153719							
3209,375	0,417620406619466							
3212,5	0,420488132445118							
3215,625	0,421192037029858							
3218,75	0,423040201415119							
3221,875	0,419785564282915							
3225	0,419654253932083							
3228,125	0,413695130910519							
3231,25	0,414308104220901							
3234,375	0,411330921669679							
3237,5	0,414190042321715							
3240,625	0,409198260264686							
3243,75	0,407402455478335							
3246,875	0,401541464590718							
3250	0,403854872940072							
3253,125	0,406993175525306							
3256,25	0,403552042652167							
3259,375	0,401552077360175							
3262,5	0,397411780163026							
3265,625	0,398956959174399							
3268,75	0,398070894820236							
3271,875	0,396043609382667							
3275	0,39259218170202							
3278,125	0,394040129448512							
3281,25	0,393229720412022							
3284,375	0,392023204418996							
3287,5	0,39111437450102							
3290,625	0,391891167700799							
3293,75	0,389289057577954							
3296,875	0,388018232068386							
3300	0,387590526158563							
3303,125	0,383929383481421							
3306,25	0,385078307166102							
3309,375	0,385122457726836							
3312,5	0,383035390587565							
3315,625	0,382247105662006							
3318,75	0,377065501738692							
3321,875	0,375159660294615							
3325	0,376516751294905							
3328,125	0,375922597817524							
3331,25	0,376364518128909							
3334,375	0,373845607944499							
3337,5	0,370350582043738							
3340,625	0,371399191453979							
3343,75	0,37371693147403							
3346,875	0,368630057104759							
3350	0,366148782921298							
3353,125	0,368789652540923							
3356,25	0,365205962413167							
3359,375	0,365224278979454							
3362,5	0,366120097119689							
3365,625	0,367248311159824							
3368,75	0,36444846224661							
3371,875	0,36121359024589							
3375	0,360610678139609							
3378,125	0,362422169057067							
3381,25	0,360503426792882							
3384,375	0,357286370129982							
3387,5	0,358925162380451							
3390,625	0,356561523752518							
3393,75	0,357076949070166							
3396,875	0,352470154101967							
3400	0,343277628019213							
3403,125	0,353821311959276							
3406,25	0,355388030289118							
3409,375	0,353550914975154							
3412,5	0,350820597492962							
3415,625	0,351902760526407							
3418,75	0,352074395560718							
3421,875	0,342443166721522							
3425	0,347208297147358							
3428,125	0,350629651039422							
3431,25	0,348830364471015							
3434,375	0,34641319993892							
3437,5	0,347730458574903							
3440,625	0,345929314731143							
3443,75	0,348807624439683							
3446,875	0,345166737242816							
3450	0,343934270080532							
3453,125	0,344717724808003							
3456,25	0,34518388822945							
3459,375	0,344594851783747							
3462,5	0,342366720537647							
3465,625	0,344302509943464							
3468,75	0,341465942452555							
3471,875	0,34374583282077							
3475	0,34623574665171							
3478,125	0,342561572661339							
3481,25	0,342435838178447							
3484,375	0,346470291586959							
3487,5	0,344486331127121							
3490,625	0,342379327649705							
3493,75	0,343637603289691							
3496,875	0,340203200943211							
3500	0,341732119591024							
3503,125	0,346673752964246							
3506,25	0,339785141102335							
3509,375	0,348550440358668							
3512,5	0,347680781144459							
3515,625	0,346899973613261							
3518,75	0,344289343174164							
3521,875	0,345676046654484							
3525	0,344891130814199							
3528,125	0,344709948921863							
3531,25	0,347309221991103							
3534,375	0,347997208138123							
3537,5	0,34768983264647							
3540,625	0,349043055657554							
3543,75	0,34502095334218							
3546,875	0,345507956563416							
3550	0,346659098509017							
3553,125	0,345885354578945							
3556,25	0,345612596324861							
3559,375	0,346508505662005							
3562,5	0,345057033827436							
3565,625	0,348801576375656							
3568,75	0,34894373658037							
3571,875	0,350605260467641							
3575	0,352094034098261							
3578,125	0,352948052215059							
3581,25	0,354452865720984							
3584,375	0,35677485624932							
3587,5	0,353335672198506							
3590,625	0,354327905774065							
3593,75	0,357132710989422							
3596,875	0,356752359824018							
3600	0,362641662105198							
3603,125	0,355674040752892							
3606,25	0,357373442098733							
3609,375	0,359445619410489							
3612,5	0,35882622888246							
3615,625	0,360675540468045							
3618,75	0,359151316008308							
3621,875	0,356573538762441							
3625	0,361820275610086							
3628,125	0,36144041762987							
3631,25	0,362175096470595							
3634,375	0,365217891947785							
3637,5	0,361342740059799							
3640,625	0,358706816835556							
3643,75	0,36018169789914							
3646,875	0,365069218731458							
3650	0,368147648443416							
3653,125	0,369135719281712							
3656,25	0,367107265933071							
3659,375	0,366862465340519							
3662,5	0,366590627970444							
3665,625	0,369085712385393							
3668,75	0,370501443834733							
3671,875	0,372063347483946							
3675	0,367190752825385							
3678,125	0,371113172087705							
3681,25	0,37304450096782							
3684,375	0,37324797081689							
3687,5	0,372938989582613							
3690,625	0,374444270351013							
3693,75	0,375234798012216							
3696,875	0,37167900432262							
3700	0,371796989187964							
3703,125	0,37473225081492							
3706,25	0,377335262868912							
3709,375	0,373654352941507							
3712,5	0,376469347902897							
3715,625	0,377527583420471							
3718,75	0,370740763297618							
3721,875	0,373848942677976							
3725	0,379285394338883							
3728,125	0,375118488311317							
3731,25	0,376203163350766							
3734,375	0,374645088511994							
3737,5	0,373520348979632							
3740,625	0,374968135048383							
3743,75	0,374126681459877							
3746,875	0,371424019233404							
3750	0,374111613677075							
3753,125	0,373938942566554							
3756,25	0,374105178381208							
3759,375	0,375021046159008							
3762,5	0,37164101726718							
3765,625	0,369268226855918							
3768,75	0,375170974491039							
3771,875	0,377949226703129							
3775	0,37480890525579							
3778,125	0,373381696289584							
3781,25	0,373663503928006							
3784,375	0,372924052198238							
3787,5	0,368638337112955							
3790,625	0,367686721975475							
3793,75	0,365994382617496							
3796,875	0,36722532652754							
3800	0,370377304798323							
3803,125	0,370694368606723							
3806,25	0,365768536128762							
3809,375	0,362826373008821							
3812,5	0,36528387328642							
3815,625	0,365042899602937							
3818,75	0,36411128241107							
3821,875	0,362688734193782							
3825	0,364372714915109							
3828,125	0,36219139596027							
3831,25	0,359054246911227							
3834,375	0,362236083193896							
3837,5	0,358214060587574							
3840,625	0,359913273896476							
3843,75	0,360315796202123							
3846,875	0,358254586443406							
3850	0,355744861855702							
3853,125	0,358449583676861							
3856,25	0,355065011470493							
3859,375	0,353672872725365							
3862,5	0,352337103625534							
3865,625	0,356678011475115							
3868,75	0,351612340053854							
3871,875	0,355964606679442							
3875	0,354689154733145							
3878,125	0,351076603969463							
3881,25	0,34844287896368							
3884,375	0,346007115582416							
3887,5	0,350991318389983							
3890,625	0,347876579225756							
3893,75	0,337664580718146							
3896,875	0,342020392026112							
3900	0,347473049456593							
3903,125	0,345132501068414							
3906,25	0,339941547249844							
3909,375	0,33437728250023							
3912,5	0,331761527834792							
3915,625	0,337114865738395							
3918,75	0,338431508504452							
3921,875	0,337981901083121							
3925	0,333494345229578							
3928,125	0,336561061974456							
3931,25	0,33937055911671							
3934,375	0,337760456573802							
3937,5	0,331815262390881							
3940,625	0,327650614299876							
3943,75	0,333015710801362							
3946,875	0,328899371777688							
3950	0,327990662810427							
3953,125	0,329541757126447							
3956,25	0,328293349840156							
3959,375	0,319908469121148							
3962,5	0,326805008993703							
3965,625	0,32948141739095							
3968,75	0,328315298081211							
3971,875	0,327909750447354							
3975	0,325199267917232							
3978,125	0,317374313512449							
3981,25	0,320940662810952							
3984,375	0,328111116791993							
3987,5	0,324497883759217							
3990,625	0,32355989202684							
3993,75	0,329351007137263							
3996,875	0,321220441723412							
4000	0,321945223149937							
4003,125	0,32706561080519							
4006,25	0,324439823403936							
4009,375	0,332915731958893							
4012,5	0,321006423108179							
4015,625	0,317807202524422							
4018,75	0,323614757689							
4021,875	0,322329602065149							
4025	0,315733186576195							
4028,125	0,327157642227254							
4031,25	0,324065517337857							
4034,375	0,319232093822199							
4037,5	0,322707011430169							
4040,625	0,323692761249655							
4043,75	0,318436457822357							
4046,875	0,315750516008013							
4050	0,320767898451399							
4053,125	0,325300618178043							
4056,25	0,323128321429679							
4059,375	0,323955306116614							
4062,5	0,319103931877864							
4065,625	0,322702802356028							
4068,75	0,323172893005327							
4071,875	0,324935034003125							
4075	0,32273100581132							
4078,125	0,319478870563688							
4081,25	0,322744225033326							
4084,375	0,32920984640931							
4087,5	0,32655071472693							
4090,625	0,325435774891167							
4093,75	0,333073500900289							
4096,875	0,331071351474696							
4100	0,327143617084639							
4103,125	0,327494852617186							
4106,25	0,332680803548297							
4109,375	0,331827812862624							
4112,5	0,332514094085846							
4115,625	0,330363284253307							
4118,75	0,335359175188397							
4121,875	0,332673227764749							
4125	0,328993589423179							
4128,125	0,334736529981764							
4131,25	0,337741580736662							
4134,375	0,337698136451097							
4137,5	0,334771103080542							
4140,625	0,334858148638131							
4143,75	0,339055927634364							
4146,875	0,336880023873232							
4150	0,334704772773089							
4153,125	0,342141229501819							
4156,25	0,344923227501843							
4159,375	0,346534549646686							
4162,5	0,339625639740026							
4165,625	0,341166061814398							
4168,75	0,348772672148759							
4171,875	0,349407964768488							
4175	0,348160393214901							
4178,125	0,349847692388394							
4181,25	0,347638259925998							
4184,375	0,349183413737493							
4187,5	0,35694443459122							
4190,625	0,358904068938332							
4193,75	0,355351999397403							
4196,875	0,358016592624695							
4200	0,353294852625517							
4203,125	0,355475139457438							
4206,25	0,358871412869422							
4209,375	0,354419574196948							
4212,5	0,354477223464146							
4215,625	0,355383769592865							
4218,75	0,359183598805646							
4221,875	0,36176165103214							
4225	0,362419782781678							
4228,125	0,364369072571476							
4231,25	0,359373624798616							
4234,375	0,360584128204024							
4237,5	0,358964484163312							
4240,625	0,357931639058784							
4243,75	0,363640137392631							
4246,875	0,365763174014316							
4250	0,363106093042367							
4253,125	0,373572209697934							
4256,25	0,372203265149741							
4259,375	0,368857721580612							
4262,5	0,371120516474922							
4265,625	0,372579658611091							
4268,75	0,374838545918164							
4271,875	0,381291389114848							
4275	0,379180787893319							
4278,125	0,375554283569457							
4281,25	0,378142435072089							
4284,375	0,380152640510012							
4287,5	0,383446635949255							
4290,625	0,384217966096485							
4293,75	0,389836067201379							
4296,875	0,38666272229758							
4300	0,380912988501552							
4303,125	0,379394468435108							
4306,25	0,380590931721567							
4309,375	0,383942480099116							
4312,5	0,384483896802367							
4315,625	0,389414750603189							
4318,75	0,388638731683581							
4321,875	0,388470162570643							
4325	0,390024408637108							
4328,125	0,386274298238934							
4331,25	0,388179967528443							
4334,375	0,388766663069163							
4337,5	0,385769507263421							
4340,625	0,378886371950398							
4343,75	0,387774856174224							
4346,875	0,393841373717842							
4350	0,393873953569831							
4353,125	0,390356445148952							
4356,25	0,390559942475498							
4359,375	0,395140334358173							
4362,5	0,397116650358673							
4365,625	0,397238509617588							
4368,75	0,394836811873045							
4371,875	0,396864343419844							
4375	0,402122886972032							
4378,125	0,399420092236371							
4381,25	0,397617523898652							
4384,375	0,40576412336607							
4387,5	0,402196949684001							
4390,625	0,39506090734634							
4393,75	0,401609186200256							
4396,875	0,40302021883157							
4400	0,400264378297493							
4403,125	0,387762387225565							
4406,25	0,39769526071035							
4409,375	0,397474169966005							
4412,5	0,400983495487758							
4415,625	0,401292380925179							
4418,75	0,405878740943679							
4421,875	0,405144616735069							
4425	0,407239774310855							
4428,125	0,406987320032372							
4431,25	0,407882620016164							
4434,375	0,410919621771303							
4437,5	0,402994861256549							
4440,625	0,408945692266823							
4443,75	0,409018087189226							
4446,875	0,41466927429982							
4450	0,417178217082691							
4453,125	0,418703833987773							
4456,25	0,416519648041701							
4459,375	0,419365367093038							
4462,5	0,421634810720468							
4465,625	0,418591587422392							
4468,75	0,422613891445391							
4471,875	0,423436097446541							
4475	0,418306335628907							
4478,125	0,422543321596437							
4481,25	0,422565228351929							
4484,375	0,422342554109722							
4487,5	0,420977864971351							
4490,625	0,420302947680566							
4493,75	0,421635279053979							
4496,875	0,425561034483847							
4500	0,419936549089252							
4503,125	0,422057575807468							
4506,25	0,422297696076222							
4509,375	0,420078248516109							
4512,5	0,420595180086804							
4515,625	0,421073004994532							
4518,75	0,41912589899243							
4521,875	0,419627341073802							
4525	0,424218460921556							
4528,125	0,423434447799829							
4531,25	0,424270928344888							
4534,375	0,420517016007209							
4537,5	0,421705206315127							
4540,625	0,421314371019302							
4543,75	0,424784538600404							
4546,875	0,428868469448711							
4550	0,427072935061698							
4553,125	0,428281312041675							
4556,25	0,428258928372191							
4559,375	0,426459196850575							
4562,5	0,422696145882041							
4565,625	0,424680562692608							
4568,75	0,425490412478948							
4571,875	0,427999645467705							
4575	0,430529763145705							
4578,125	0,429714048831797							
4581,25	0,428906625436104							
4584,375	0,426709045727209							
4587,5	0,423355377349002							
4590,625	0,42574621711878							
4593,75	0,42613174713347							
4596,875	0,42496516731547							
4600	0,423953049649037							
4603,125	0,424915337329745							
4606,25	0,430627524937944							
4609,375	0,42865735047738							
4612,5	0,427980922800554							
4615,625	0,426848766818988							
4618,75	0,430099316251884							
4621,875	0,424232392939096							
4625	0,426932352969353							
4628,125	0,42822519573892							
4631,25	0,428485156943007							
4634,375	0,429255111015402							
4637,5	0,429355857424062							
4640,625	0,430948769107687							
4643,75	0,428523326687508							
4646,875	0,428078892288399							
4650	0,431390870852924							
4653,125	0,430128627093125							
4656,25	0,43206633723							
4659,375	0,430350933131175							
4662,5	0,428540648221586							
4665,625	0,430454767242501							
4668,75	0,430268325650099							
4671,875	0,429714784208534							
4675	0,42773088326379							
4678,125	0,431888066604988							
4681,25	0,432849442429464							
4684,375	0,428211844805428							
4687,5	0,429300067700213							
4690,625	0,428988193604446							
4693,75	0,430606354637173							
4696,875	0,42842468354256							
4700	0,428475411888798							
4703,125	0,429035966785433							
4706,25	0,42927109129926							
4709,375	0,42999526186045							
4712,5	0,428554294797598							
4715,625	0,428306705122806							
4718,75	0,431659986550757							
4721,875	0,432194196075841							
4725	0,42977217319677							
4728,125	0,430604491993							
4731,25	0,431232257180632							
4734,375	0,431481577023113							
4737,5	0,429889850931067							
4740,625	0,42903641873414							
4743,75	0,435766417654492							
4746,875	0,433355352185335							
4750	0,430858638889649							
4753,125	0,427017517437205							
4756,25	0,431692153236689							
4759,375	0,4292719608406							
4762,5	0,430718025542697							
4765,625	0,428047438814427							
4768,75	0,42972471950451							
4771,875	0,430818654876298							
4775	0,43214994581823							
4778,125	0,428910961298655							
4781,25	0,429557822144224							
4784,375	0,427459657799453							
4787,5	0,425737751320246							
4790,625	0,431689485208732							
4793,75	0,429682915910523							
4796,875	0,427741113177011							
4800	0,423373237491173							
4803,125	0,416920701694103							
4806,25	0,414209039820034							
4809,375	0,420151907813025							
4812,5	0,422072677813308							
4815,625	0,427206087741484							
4818,75	0,427934231235306							
4821,875	0,427946007642419							
4825	0,426297861658043							
4828,125	0,428666423463421							
4831,25	0,429418992262717							
4834,375	0,429836910793279							
4837,5	0,427294287270348							
4840,625	0,428729459265864							
4843,75	0,430743932574443							
4846,875	0,432170150968069							
4850	0,430584342605092							
4853,125	0,428970688916243							
4856,25	0,429299693881287							
4859,375	0,427262095997774							
4862,5	0,423576138640493							
4865,625	0,430836316396521							
4868,75	0,429056512857038							
4871,875	0,432159812033957							
4875	0,431772022236889							
4878,125	0,431082746607258							
4881,25	0,432614508712509							
4884,375	0,433378008223484							
4887,5	0,43184199471229							
4890,625	0,430183461701568							
4893,75	0,434007001658049							
4896,875	0,434958875665331							
4900	0,436606220396464							
4903,125	0,437399086071713							
4906,25	0,43712191971391							
4909,375	0,436298389886611							
4912,5	0,437314825115913							
4915,625	0,437359858065987							
4918,75	0,436996552528068							
4921,875	0,439012649384684							
4925	0,442528893165061							
4928,125	0,441356342794174							
4931,25	0,43903901482068							
4934,375	0,446719612172731							
4937,5	0,445361292476906							
4940,625	0,447388004603603							
4943,75	0,447567638277715							
4946,875	0,451755992380197							
4950	0,45197242902068							
4953,125	0,460179619350968							
4956,25	0,463300670203622							
4959,375	0,461518608275595							
4962,5	0,468995339917135							
4965,625	0,470763712481625							
4968,75	0,472225380758888							
4971,875	0,476010155025892							
								
