Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_HF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_HF Sound Absorption Coefficient 1/3-octave	
		2756,25	0,365143986844762	2756,25	0,0954407436950576					2756,25	0,0434432425889192													
		2759,375	0,365045532568096	2759,375	0,0959544466274943					2759,375	0,0437822198138409													
		2762,5	0,367213693116413	2762,5	0,103990581751535					2762,5	0,0523257598522522													
		2765,625	0,365766262940451	2765,625	0,101767025465798					2765,625	0,0509588934825467													
		2768,75	0,361429550857698	2768,75	0,0892483646975808					2768,75	0,0383712244531117													
		2771,875	0,36686216065662	2771,875	0,0972345270309668					2771,875	0,0454010760243057													
		2775	0,3661090026433	2775	0,103207745747171					2775	0,0532565893318241													
		2778,125	0,368247392116235	2778,125	0,105563064657929					2778,125	0,0551921957574809													
		2781,25	0,3668251520687	2781,25	0,103238374415013					2781,25	0,0510711703086422													
		2784,375	0,369024182142201	2784,375	0,10944241503168					2784,375	0,0564036217090536													
		2787,5	0,372938487602265	2787,5	0,11561636750323					2787,5	0,063229199977024													
		2790,625	0,37025940552188	2790,625	0,109098525874983					2790,625	0,0571944735353547													
		2793,75	0,369516327010369	2793,75	0,108712591441027					2793,75	0,0566303085481535													
		2796,875	0,368749753369778	2796,875	0,106702620329693					2796,875	0,0542692432761812													
		2800	0,368071961274346	2800	0,100793622593916					2800	0,0484987795270406													
		2803,125	0,363979459909452	2803,125	0,090284919658286					2803,125	0,0378268373552333													
		2806,25	0,3697538188795	2806,25	0,110935943091802					2806,25	0,0588803415218115													
		2809,375	0,369057239542269	2809,375	0,102014440985862					2809,375	0,0492782282865007													
		2812,5	0,367962496533744	2812,5	0,097456477847282					2812,5	0,0428380042249429													
		2815,625	0,369907714016704	2815,625	0,106036486279662					2815,625	0,0516436944264571													
		2818,75	0,372144033897141	2818,75	0,114864197192211					2818,75	0,0613368137658368													
		2821,875	0,371810339980588	2821,875	0,115705197544477					2821,875	0,0612696691121254													
		2825	0,374734012076606	2825	0,121068877694014					2825	0,0694664917283671													
		2828,125	0,373849676337551	2828,125	0,119403065343707					2828,125	0,0660121252943511													
		2831,25	0,372058641833108	2831,25	0,122465419877143					2831,25	0,0660808839591945													
		2834,375	0,376012111812999	2834,375	0,125324378788629					2834,375	0,0703661944244384													
		2837,5	0,370727890410155	2837,5	0,113339231656852					2837,5	0,0577685314736378													
		2840,625	0,372092685392139	2840,625	0,112581840027127					2840,625	0,057758320214508													
		2843,75	0,377664428720381	2843,75	0,126354742215123					2843,75	0,0714559322382841													
		2846,875	0,376014762916311	2846,875	0,130249535639018					2846,875	0,0749860949292913													
		2850	0,378655746046491	2850	0,129132669845583					2850	0,0737785480228002													
		2853,125	0,38194523827317	2853,125	0,130591452228014					2853,125	0,0761607633971119													
		2856,25	0,379435385797786	2856,25	0,125925573705398					2856,25	0,0699714427299716													
		2859,375	0,38205048537968	2859,375	0,137899105756881					2859,375	0,0806379889379306													
		2862,5	0,381279965183798	2862,5	0,132363891380947					2862,5	0,0767786735625287													
		2865,625	0,384133192325934	2865,625	0,134427035227441					2865,625	0,0798400020912649													
		2868,75	0,383694388028518	2868,75	0,130169315147474					2868,75	0,0760286446763384													
		2871,875	0,38134650377029	2871,875	0,121599824037598					2871,875	0,0669462108964871													
		2875	0,384641251329698	2875	0,13098577124519					2875	0,0749336402234866													
		2878,125	0,385496512460718	2878,125	0,131676736664414					2878,125	0,0768348010207081													
		2881,25	0,385414374652707	2881,25	0,129680061611006					2881,25	0,0757306007622063													
		2884,375	0,387017669893064	2884,375	0,131685201997577					2884,375	0,0783859101847707													
		2887,5	0,386076656615554	2887,5	0,127673410981885					2887,5	0,0750468675160978													
		2890,625	0,38447932266848	2890,625	0,123289915430557					2890,625	0,0696900739717409													
		2893,75	0,386441656538478	2893,75	0,124033684388634					2893,75	0,0703395752254583													
		2896,875	0,389642020292765	2896,875	0,128408671108587					2896,875	0,0755307679748373													
		2900	0,390208497093974	2900	0,127223064397684					2900	0,0728204463623072													
		2903,125	0,392292607850271	2903,125	0,126575244939448					2903,125	0,0722345888183654													
		2906,25	0,395872806164401	2906,25	0,134265496215229					2906,25	0,0805671787142378													
		2909,375	0,393763007955352	2909,375	0,129908548337243					2909,375	0,0767308939469922													
		2912,5	0,397352417040836	2912,5	0,136915303196706					2912,5	0,0851719875381574													
		2915,625	0,39951904072843	2915,625	0,134235835920018					2915,625	0,0816440397477994													
		2918,75	0,399037486330699	2918,75	0,131372881106224					2918,75	0,079233898383655													
		2921,875	0,397278315117057	2921,875	0,127036925922495					2921,875	0,0747532444708927													
		2925	0,396298685493566	2925	0,118464146424909					2925	0,0660284852763319													
		2928,125	0,402638030897301	2928,125	0,129587003633801					2928,125	0,0773173787883509													
		2931,25	0,404890366973738	2931,25	0,135550445483653					2931,25	0,0825286576902384													
		2934,375	0,401480774726617	2934,375	0,126554997177488					2934,375	0,0747286773393575													
		2937,5	0,401991106683021	2937,5	0,126116426989284					2937,5	0,0745512635624012													
		2940,625	0,406092310100697	2940,625	0,133555141402859					2940,625	0,0824405338400434													
		2943,75	0,408507274468783	2943,75	0,135838247826357					2943,75	0,0838273873883374													
		2946,875	0,406220531732218	2946,875	0,126275716619298					2946,875	0,0742868908986014													
		2950	0,407034834096272	2950	0,126318717177202					2950	0,0747561842113499													
		2953,125	0,409088959888824	2953,125	0,127535310376575					2953,125	0,0755622318778471													
		2956,25	0,406292227878537	2956,25	0,119555460411672					2956,25	0,0668712278138752													
		2959,375	0,405761656872777	2959,375	0,119913284545858					2959,375	0,0680580120120394													
		2962,5	0,412400877267204	2962,5	0,128106809764944					2962,5	0,0758089964995151													
		2965,625	0,41063218759965	2965,625	0,124916120479665					2965,625	0,0726279232384555													
		2968,75	0,408309063059548	2968,75	0,12160712000895					2968,75	0,0683556821411135													
		2971,875	0,409987104225693	2971,875	0,118051326927031					2971,875	0,0653861454657606													
		2975	0,411571847852107	2975	0,123572133961294					2975	0,0699157003068193													
		2978,125	0,41124875661901	2978,125	0,120569671539245					2978,125	0,0683874675973749													
		2981,25	0,4147801240704	2981,25	0,130321220095902					2981,25	0,0774715268650052													
		2984,375	0,412577528382166	2984,375	0,124128629695375					2984,375	0,0712138207583669													
		2987,5	0,412595475490937	2987,5	0,12441216150858					2987,5	0,0704145595741892													
		2990,625	0,415101609790271	2990,625	0,130095501458897					2990,625	0,0782298144600897													
		2993,75	0,416184561628224	2993,75	0,129468275880653					2993,75	0,0754588168348952													
		2996,875	0,415561084440473	2996,875	0,127591424759916					2996,875	0,0755313890535487													
		3000	0,419037299834877	3000	0,133471244212531					3000	0,0821727161122293													
		3003,125	0,41381621768902	3003,125	0,117114949543568					3003,125	0,0653508232762308													
		3006,25	0,415373687101429	3006,25	0,122695547960231					3006,25	0,0707648727461755													
		3009,375	0,418978040703969	3009,375	0,129849084964701					3009,375	0,0790451818713619													
		3012,5	0,419599221432361	3012,5	0,131659808482859					3012,5	0,0831205634133404													
		3015,625	0,417065080457921	3015,625	0,123629590537393					3015,625	0,0741747703624691													
		3018,75	0,416473777954945	3018,75	0,120626667862987					3018,75	0,0732392454226136													
		3021,875	0,422392677007616	3021,875	0,128036190386821					3021,875	0,0873459696629553													
		3025	0,420236336627144	3025	0,131195102080331					3025	0,0816614750428131													
		3028,125	0,419790693899988	3028,125	0,131951465087174					3028,125	0,0822939144543462													
		3031,25	0,416426094274238	3031,25	0,120171227921965					3031,25	0,0705935975393459													
		3034,375	0,422978175982082	3034,375	0,13432392019499					3034,375	0,0846786168619063													
		3037,5	0,422946608130851	3037,5	0,13205869490783					3037,5	0,0809567722432576													
		3040,625	0,42681494956484	3040,625	0,13213756049659					3040,625	0,0804707320524632													
		3043,75	0,426427445365564	3043,75	0,134067363832035					3043,75	0,0817194105365247													
		3046,875	0,423494324660366	3046,875	0,126683814399352					3046,875	0,0748485260867466													
		3050	0,431516450071981	3050	0,137311411078608					3050	0,0876951045705207													
		3053,125	0,42896554918359	3053,125	0,135250229712393					3053,125	0,0842429576195708													
		3056,25	0,431927552378997	3056,25	0,133982171911392					3056,25	0,082348586924971													
		3059,375	0,428815939679329	3059,375	0,12832618377751					3059,375	0,0772346218463044													
		3062,5	0,428781528633188	3062,5	0,132041951283952					3062,5	0,0810098927015291													
		3065,625	0,430576592172637	3065,625	0,136241336078045					3065,625	0,0850755922036291													
		3068,75	0,433294861543534	3068,75	0,136410822431227					3068,75	0,0856316207362431													
		3071,875	0,434010141033276	3071,875	0,137507211019148					3071,875	0,0868744677500124													
		3075	0,431252426492042	3075	0,137517370530484					3075	0,0860147194486353													
		3078,125	0,435189761049927	3078,125	0,143894336229261					3078,125	0,0928736428958371													
		3081,25	0,436363134003831	3081,25	0,147216125207806					3081,25	0,0959579990076584													
		3084,375	0,437562341646365	3084,375	0,142528026690441					3084,375	0,0912071462833323													
		3087,5	0,436141886716316	3087,5	0,142971474104757					3087,5	0,0898360313919081													
		3090,625	0,432803600915719	3090,625	0,135043397660096					3090,625	0,0815483896266402													
		3093,75	0,43046797944346	3093,75	0,137380722753923					3093,75	0,0847644200273829													
		3096,875	0,434716591261967	3096,875	0,141252179862612					3096,875	0,0902393634769142													
		3100	0,441365727634537	3100	0,146896482905633					3100	0,0955894103265967													
		3103,125	0,441606175052508	3103,125	0,145630057958976					3103,125	0,0950730000277953													
		3106,25	0,440240657754601	3106,25	0,150694299119674					3106,25	0,0983983511103491													
		3109,375	0,443041593899892	3109,375	0,150316412442394					3109,375	0,101295425573119													
		3112,5	0,439014753655896	3112,5	0,145397694739689					3112,5	0,0965837068297037													
		3115,625	0,440248952962326	3115,625	0,152236131356366					3115,625	0,103052977599221													
		3118,75	0,438728392374154	3118,75	0,147054915223766					3118,75	0,0997594394576951													
		3121,875	0,43568951700439	3121,875	0,137128097605202					3121,875	0,0865837613968369													
		3125	0,43813827855139	3125	0,153823065298499					3125	0,101807782503108													
		3128,125	0,438377235943879	3128,125	0,152868909532078					3128,125	0,100892987618407													
		3131,25	0,438754419998627	3131,25	0,156398278386986					3131,25	0,103940657650572													
		3134,375	0,438825742955478	3134,375	0,159923410026786					3134,375	0,111193446037399													
		3137,5	0,440794719476936	3137,5	0,162777098126251					3137,5	0,116558336240566													
		3140,625	0,439636939809484	3140,625	0,160152900530384					3140,625	0,113670792025418													
		3143,75	0,437371354074177	3143,75	0,162467433358697					3143,75	0,113741962447946													
		3146,875	0,442904191437166	3146,875	0,166669931675618					3146,875	0,117109383731077													
		3150	0,442945601005695	3150	0,168928192913929					3150	0,122020074695809													
		3153,125	0,443003342003523	3153,125	0,164043677113416					3153,125	0,115257088734484													
		3156,25	0,44176485589015	3156,25	0,164614965827485					3156,25	0,116970654416594													
		3159,375	0,443564153164249	3159,375	0,16584417468913					3159,375	0,11541384133833													
		3162,5	0,446241446943651	3162,5	0,187760716226093					3162,5	0,13752328491975													
		3165,625	0,445453330774375	3165,625	0,187603297330339					3165,625	0,137874501782443													
		3168,75	0,443904598274926	3168,75	0,176678862883571					3168,75	0,12687121347825													
		3171,875	0,444150771246089	3171,875	0,186423454948289					3171,875	0,13941828928385													
		3175	0,444831486043544	3175	0,176170573136948					3175	0,130183308165699													
		3178,125	0,445548274506435	3178,125	0,172348747550311					3178,125	0,124449512611819													
		3181,25	0,440242991365832	3181,25	0,176700240429797					3181,25	0,131417704491241													
		3184,375	0,435158926027143	3184,375	0,184375646211642					3184,375	0,148907209806356													
		3187,5	0,43442454865236	3187,5	0,16754803325127					3187,5	0,12482073295585													
		3190,625	0,440729002229473	3190,625	0,182540266376631					3190,625	0,139350806483506													
		3193,75	0,441094417869207	3193,75	0,188594398640041					3193,75	0,148234846555798													
		3196,875	0,437610214787172	3196,875	0,178207309210208					3196,875	0,133342915017441													
		3200	0,433921605019952	3200	0,155774293994919					3200	0,115703704737493													
		3203,125	0,434790294104456	3203,125	0,170146916972706					3203,125	0,126952719681212													
		3206,25	0,435065809379016	3206,25	0,175364767687356					3206,25	0,13023413661761													
		3209,375	0,435729706577695	3209,375	0,172581145236232					3209,375	0,12803558533067													
		3212,5	0,434340055878983	3212,5	0,156595091587735					3212,5	0,116215759384908													
		3215,625	0,435396226458986	3215,625	0,152034231012808					3215,625	0,11245260567618													
		3218,75	0,431104344546363	3218,75	0,155753629191565					3218,75	0,114531869690714													
		3221,875	0,432903960334057	3221,875	0,172867098426568					3221,875	0,131776555462847													
		3225	0,43224405485252	3225	0,167315718754071					3225	0,129400740894244													
		3228,125	0,430819388392017	3228,125	0,144759092395072					3228,125	0,105019497633506													
		3231,25	0,429036514109578	3231,25	0,143278168845343					3231,25	0,0998400406303869													
		3234,375	0,427040845264871	3234,375	0,131536554438723					3234,375	0,0905391401738878													
		3237,5	0,425628852036363	3237,5	0,130493510691311					3237,5	0,0912148488218452													
		3240,625	0,423059270799811	3240,625	0,131029828645803					3240,625	0,0899676720013581													
		3243,75	0,422909198899862	3243,75	0,134169664921663					3243,75	0,0945901511747016													
		3246,875	0,421767941045134	3246,875	0,133966061238345					3246,875	0,0946950918607418													
		3250	0,422844734586055	3250	0,142416342187368					3250	0,108137731272548													
		3253,125	0,416713709023774	3253,125	0,132430929513297					3253,125	0,0894034424893438													
		3256,25	0,417456653694894	3256,25	0,132221635984689					3256,25	0,0910094926687168													
		3259,375	0,416402765091461	3259,375	0,126695119218625					3259,375	0,0857392829693765													
		3262,5	0,416597144903768	3262,5	0,125442091467128					3262,5	0,0848936366315525													
		3265,625	0,418727311046183	3265,625	0,137299942240067					3265,625	0,0978907087224876													
		3268,75	0,415508813860953	3268,75	0,133285348392962					3268,75	0,0949406129552952													
		3271,875	0,414017542380363	3271,875	0,126920637232247					3271,875	0,0862994763993638													
		3275	0,414004359489701	3275	0,126451438873667					3275	0,0897151372882603													
		3278,125	0,41453626161456	3278,125	0,130094156455786					3278,125	0,0939224991444756													
		3281,25	0,40889665338055	3281,25	0,123911402908567					3281,25	0,0797071014408018													
		3284,375	0,407817800311863	3284,375	0,121472289472173					3284,375	0,0777090377130885													
		3287,5	0,407199731906056	3287,5	0,116677041427953					3287,5	0,0773543604005174													
		3290,625	0,403928572755076	3290,625	0,103542953976998					3290,625	0,0610913064703467													
		3293,75	0,402772572755124	3293,75	0,116757998823804					3293,75	0,0700815197349631													
		3296,875	0,405841515131071	3296,875	0,121579454546927					3296,875	0,0812732556634787													
		3300	0,403991689475445	3300	0,112471603013764					3300	0,0729445501474988													
		3303,125	0,404458866034063	3303,125	0,120026656039484					3303,125	0,0771988007993722													
		3306,25	0,400825130536057	3306,25	0,120316838902169					3306,25	0,0741686462851059													
		3309,375	0,397479934770787	3309,375	0,113484304644134					3309,375	0,0690595996731034													
		3312,5	0,395686901219845	3312,5	0,111910360556312					3312,5	0,0688640936291682													
		3315,625	0,397516728830703	3315,625	0,116270425209273					3315,625	0,0747029172256253													
		3318,75	0,394778400345234	3318,75	0,10844547543988					3318,75	0,0650340988939714													
		3321,875	0,391811631825366	3321,875	0,105048724108418					3321,875	0,0617591075949752													
		3325	0,388610794957086	3325	0,103477193669755					3325	0,0594881920889547													
		3328,125	0,387579971974961	3328,125	0,105541951445289					3328,125	0,0636108768551454													
		3331,25	0,387543454829266	3331,25	0,106896386774615					3331,25	0,0634361986270566													
		3334,375	0,386344116935885	3334,375	0,104358643204456					3334,375	0,0577229109224178													
		3337,5	0,386248363394908	3337,5	0,103955791405915					3337,5	0,0558742802341016													
		3340,625	0,386438756498594	3340,625	0,113052533390682					3340,625	0,0684471255130042													
		3343,75	0,383953153189445	3343,75	0,110655096120569					3343,75	0,0630279913043624													
		3346,875	0,378567460693999	3346,875	0,103333210621254					3346,875	0,0582476861921364													
		3350	0,376435677711906	3350	0,103105863418948					3350	0,0586265411288568													
		3353,125	0,374410699907852	3353,125	0,0919294102032073					3353,125	0,0459150331652891													
		3356,25	0,377870967107022	3356,25	0,102616125505446					3356,25	0,0577551174401036													
		3359,375	0,373255543093245	3359,375	0,0958493314976728					3359,375	0,0526732211479466													
		3362,5	0,374904297105532	3362,5	0,103185994962751					3362,5	0,0608087592141965													
		3365,625	0,375780094821583	3365,625	0,109158895545041					3365,625	0,0665446672150396													
		3368,75	0,375132021416015	3368,75	0,109149433632423					3368,75	0,0668564602241466													
		3371,875	0,373623818934253	3371,875	0,10453961480775					3371,875	0,0609488444758881													
		3375	0,374613358495322	3375	0,107539125039403					3375	0,0643134346818176													
		3378,125	0,368192351945142	3378,125	0,100519466575728					3378,125	0,0569385612512706													
		3381,25	0,369970913302938	3381,25	0,10362734521143					3381,25	0,059401755051032													
		3384,375	0,369776114713263	3384,375	0,103750131645618					3384,375	0,0581276031761651													
		3387,5	0,370992473424485	3387,5	0,11362951715667					3387,5	0,0691309577386314													
		3390,625	0,365607206375567	3390,625	0,104805066086903					3390,625	0,0608878735192397													
		3393,75	0,370321334309433	3393,75	0,110295880785453					3393,75	0,0658142446685154													
		3396,875	0,368250241570177	3396,875	0,108072249208342					3396,875	0,0644058840215723													
		3400	0,366331948526085	3400	0,106428487204106					3400	0,0633632688398902													
		3403,125	0,362934104886407	3403,125	0,101026629595922					3403,125	0,057354341461504													
		3406,25	0,358124729609742	3406,25	0,0954906033445231					3406,25	0,0516444497393324													
		3409,375	0,360547714794556	3409,375	0,100205567300021					3409,375	0,0570097689768816													
		3412,5	0,357546359662627	3412,5	0,0943346338587223					3412,5	0,0508317435122648													
		3415,625	0,353484243149865	3415,625	0,0898570695755986					3415,625	0,043984606214113													
		3418,75	0,359245190951228	3418,75	0,098925997788053					3418,75	0,0553479926233483													
		3421,875	0,358438588252834	3421,875	0,100094519880117					3421,875	0,0560183845700496													
		3425	0,356843255634763	3425	0,0986998071846823					3425	0,0547540750548179													
		3428,125	0,357332880611421	3428,125	0,100273669710688					3428,125	0,0560999177388959													
		3431,25	0,357997351110507	3431,25	0,101868356641537					3431,25	0,0583272069259345													
		3434,375	0,354864219617672	3434,375	0,0988942136859142					3434,375	0,0544801950735447													
		3437,5	0,35033944607587	3437,5	0,0948548963735717					3437,5	0,0501982671078821													
		3440,625	0,349874942643664	3440,625	0,0921920109454465					3440,625	0,0483628405244382													
		3443,75	0,350886559385287	3443,75	0,0936605245042577					3443,75	0,0497715487606192													
		3446,875	0,355893358000086	3446,875	0,101314382701016					3446,875	0,0568820532074222													
		3450	0,354310061569005	3450	0,100892156105314					3450	0,0558559884437926													
		3453,125	0,352249296038648	3453,125	0,0994256972869707					3453,125	0,0549241445600415													
		3456,25	0,350607718309361	3456,25	0,0940577397590951					3456,25	0,0504840710954702													
		3459,375	0,350470510076488	3459,375	0,0947971376113141					3459,375	0,0502834159971919													
		3462,5	0,353600276159865	3462,5	0,101627944745181					3462,5	0,0574396555258712													
		3465,625	0,352559488227484	3465,625	0,100704788459974					3465,625	0,0558234624416254													
		3468,75	0,345665476018393	3468,75	0,0920785490188855					3468,75	0,0465450517006818													
		3471,875	0,347916016002498	3471,875	0,0930470954597213					3471,875	0,0479588258533633													
		3475	0,34731197343785	3475	0,0921294916110661					3475	0,0487234305448241													
		3478,125	0,348344574502043	3478,125	0,0950174216012145					3478,125	0,0517360672196561													
		3481,25	0,354325384625757	3481,25	0,106650633908115					3481,25	0,0639876623249093													
		3484,375	0,353500862701012	3484,375	0,103700467517317					3484,375	0,0610511817394954													
		3487,5	0,349511045728725	3487,5	0,095375419758952					3487,5	0,0516563819105338													
		3490,625	0,350055056619705	3490,625	0,093859391374821					3490,625	0,0506133488035477													
		3493,75	0,345731732740718	3493,75	0,0903015362702323					3493,75	0,046918048191437													
		3496,875	0,348300371277358	3496,875	0,0998679884760274					3496,875	0,0548789263345015													
		3500	0,347293807199738	3500	0,0933940251984964					3500	0,0497377640473867													
		3503,125	0,348729747639643	3503,125	0,093633332083481					3503,125	0,0503433379431154													
		3506,25	0,343402343592094	3506,25	0,0886587654641353					3506,25	0,0460559260869339													
		3509,375	0,345759488957662	3509,375	0,0934903010004475					3509,375	0,0500750656841936													
		3512,5	0,352875013409435	3512,5	0,100840646405132					3512,5	0,0579469669454568													
		3515,625	0,354039299331712	3515,625	0,10501762578585					3515,625	0,0626162307468427													
		3518,75	0,349610787342396	3518,75	0,0993551710614795					3518,75	0,0558540954891708													
		3521,875	0,35147127170499	3521,875	0,097325798153589					3521,875	0,0531497792860357													
		3525	0,352620332186356	3525	0,0974476675751109					3525	0,0542758507380264													
		3528,125	0,348657037546692	3528,125	0,0912588976920696					3528,125	0,0459387784840934													
		3531,25	0,344854132221208	3531,25	0,0851066375276924					3531,25	0,0395596044499859													
		3534,375	0,348247244299383	3534,375	0,0922245025236195					3534,375	0,0485707677855456													
		3537,5	0,353920596820924	3537,5	0,0991172982874667					3537,5	0,0565597275529469													
		3540,625	0,352827356443191	3540,625	0,0961101808866425					3540,625	0,052048687600235													
		3543,75	0,352777152966831	3543,75	0,0969737911266579					3543,75	0,0533157216893051													
		3546,875	0,355586054085245	3546,875	0,0993710370677935					3546,875	0,055951035637502													
		3550	0,355808473853819	3550	0,0974363671120135					3550	0,0534294999693576													
		3553,125	0,355874381784067	3553,125	0,0978371696863145					3553,125	0,0541149315087197													
		3556,25	0,354409447714663	3556,25	0,0954059865671473					3556,25	0,0502374794063336													
		3559,375	0,355202523749034	3559,375	0,0955075846462057					3559,375	0,0494588344753759													
		3562,5	0,351423244443867	3562,5	0,0891044285473187					3562,5	0,0428662487110616													
		3565,625	0,354358581115084	3565,625	0,0901258439706326					3565,625	0,0458674445533955													
		3568,75	0,35688433183676	3568,75	0,0924176223789288					3568,75	0,0478150963794641													
		3571,875	0,354771449606723	3571,875	0,0841936246264912					3571,875	0,0392374973944561													
		3575	0,352379658809285	3575	0,0795967816141737					3575	0,0354029915896138													
		3578,125	0,352658053957893	3578,125	0,0803763859298461					3578,125	0,0338183069354036													
		3581,25	0,353144988333232	3581,25	0,0811825897168602					3581,25	0,0348797132339953													
		3584,375	0,357257133257888	3584,375	0,0874776017224016					3584,375	0,0423675539968175													
		3587,5	0,360413355378325	3587,5	0,0918229269845896					3587,5	0,0454038089305524													
		3590,625	0,357742218093282	3590,625	0,0864083081365473					3590,625	0,0421595808618238													
		3593,75	0,355338277085148	3593,75	0,0866057900851308					3593,75	0,0432548886967684													
		3596,875	0,355361499917342	3596,875	0,0867390519690967					3596,875	0,0437956744497969													
		3600	0,357665740960322	3600	0,0836120184907085					3600	0,0405417540893254													
		3603,125	0,360391705549871	3603,125	0,0895803023364262					3603,125	0,0460301828624841													
		3606,25	0,359412504595775	3606,25	0,0892129523119948					3606,25	0,0457204366796984													
		3609,375	0,362529499228335	3609,375	0,091469758333091					3609,375	0,0477623808454462													
		3612,5	0,363498222408437	3612,5	0,0912742685794655					3612,5	0,047452042919003													
		3615,625	0,360379303751174	3615,625	0,0850033965308212					3615,625	0,0421743463272833													
		3618,75	0,364492698499457	3618,75	0,0903335175054483					3618,75	0,047075188826509													
		3621,875	0,36612922372536	3621,875	0,0926840549510369					3621,875	0,0507952087159429													
		3625	0,367433007741453	3625	0,0943651503293809					3625	0,0521887412026317													
		3628,125	0,367434712880334	3628,125	0,087358364185764					3628,125	0,044592161085885													
		3631,25	0,366401225661858	3631,25	0,0869250203143733					3631,25	0,0431483453856357													
		3634,375	0,364812186603982	3634,375	0,0839671855620732					3634,375	0,040901024906192													
		3637,5	0,368665819672211	3637,5	0,0879373741613765					3637,5	0,0463500545431474													
		3640,625	0,373294545161846	3640,625	0,0958920370962093					3640,625	0,0543417813498158													
		3643,75	0,371517188297728	3643,75	0,0937360317602592					3643,75	0,0510630750862041													
		3646,875	0,37403505818814	3646,875	0,0955057936665704					3646,875	0,0515088655405235													
		3650	0,373034787120213	3650	0,088461479831353					3650	0,0455146237184551													
		3653,125	0,375241366119565	3653,125	0,0953509242400735					3653,125	0,0533562604849831													
		3656,25	0,376310583175981	3656,25	0,0951678020375225					3656,25	0,0533173880008934													
		3659,375	0,373624384530714	3659,375	0,088400903099336					3659,375	0,0465223339782173													
		3662,5	0,373792819502787	3662,5	0,0881824598055887					3662,5	0,0447092179712015													
		3665,625	0,37024971878692	3665,625	0,0827783243422505					3665,625	0,0390810235042934													
		3668,75	0,374700003255218	3668,75	0,0852387435227704					3668,75	0,0433960747499609													
		3671,875	0,379761575162027	3671,875	0,0922696377806996					3671,875	0,0512455375004367													
		3675	0,377717591064112	3675	0,0878458899680957					3675	0,0459590030566293													
		3678,125	0,37775593093949	3678,125	0,0878112765467866					3678,125	0,0455307260183537													
		3681,25	0,376759088292775	3681,25	0,0852543546612996					3681,25	0,0442580555439271													
		3684,375	0,384819519390368	3684,375	0,0948799504267578					3684,375	0,0538875417847662													
		3687,5	0,383095375182668	3687,5	0,0934225798800032					3687,5	0,050554767001148													
		3690,625	0,382406207414925	3690,625	0,090143067348476					3690,625	0,0479695944534879													
		3693,75	0,381704530080952	3693,75	0,0880568414400902					3693,75	0,04564646385899													
		3696,875	0,379857095234516	3696,875	0,0841752056738247					3696,875	0,0414457008540843													
		3700	0,383425731247663	3700	0,0888678684757926					3700	0,0461524442433541													
		3703,125	0,386024147608829	3703,125	0,0946652375061258					3703,125	0,0527092419520462													
		3706,25	0,381780356516294	3706,25	0,0851325609548453					3706,25	0,0426422063083782													
		3709,375	0,381648967836169	3709,375	0,086228216498741					3709,375	0,0446578222420156													
		3712,5	0,385842736637765	3712,5	0,092758084826862					3712,5	0,0509438544097204													
		3715,625	0,390460935038145	3715,625	0,0976903245400519					3715,625	0,0560980970502685													
		3718,75	0,382911822144751	3718,75	0,0816477981071498					3718,75	0,0399924595893503													
		3721,875	0,384921825678017	3721,875	0,0849440387508194					3721,875	0,0445527344474133													
		3725	0,383268044251869	3725	0,0843128833670663					3725	0,0439917377571268													
		3728,125	0,385679553929028	3728,125	0,0899481276397942					3728,125	0,0482330581580861													
		3731,25	0,385278226925517	3731,25	0,088058003600246					3731,25	0,0447967599951244													
		3734,375	0,387020066120468	3734,375	0,0893458192292077					3734,375	0,0477014119052886													
		3737,5	0,38615736820675	3737,5	0,088141125638357					3737,5	0,0465095480539869													
		3740,625	0,383572804667397	3740,625	0,0838728554382978					3740,625	0,0418129076755077													
		3743,75	0,385033096675673	3743,75	0,0858128029753523					3743,75	0,044895004682293													
		3746,875	0,384959942749547	3746,875	0,0852486020307281					3746,875	0,0442087033227894													
		3750	0,384558211599485	3750	0,0847061135470967					3750	0,0431567224938676													
		3753,125	0,385744763007233	3753,125	0,0875846156828523					3753,125	0,0464581645863378													
		3756,25	0,38634870321104	3756,25	0,0874240573749085					3756,25	0,0463614799365185													
		3759,375	0,387627101635836	3759,375	0,0921014079778669					3759,375	0,0512892574390276													
		3762,5	0,383885952366976	3762,5	0,0853765302590774					3762,5	0,0438211051149003													
		3765,625	0,386100982013284	3765,625	0,0887803951387529					3765,625	0,048689639313263													
		3768,75	0,386215636035493	3768,75	0,0896623221546397					3768,75	0,0491838852966336													
		3771,875	0,388326667720296	3771,875	0,09321514470509					3771,875	0,0532104763408228													
		3775	0,385373813594708	3775	0,0883877490034282					3775	0,0480724255738284													
