Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_HF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_HF Sound Absorption Coefficient 1/3-octave	
562,5	0,351501710066164	1018,75	0,296607293157797	1018,75	0,0331212338250239	562,5	0,0298776308153796	562,5	0,0243559275073829	1018,75	0,0206002133007522													
565,625	0,347616220116581	1021,875	0,295736378003308	1021,875	0,0340977043919793	565,625	0,0282892533129101	565,625	0,0221113380448199	1021,875	0,0217077539094436													
568,75	0,349883261247134	1025	0,29674246333652	1025	0,037821025803503	568,75	0,0324591015564343	568,75	0,0256964069802701	1025	0,0253774488958707													
571,875	0,350468069124	1028,125	0,294887200822385	1028,125	0,0370453364935854	571,875	0,0345715163222452	571,875	0,0274231287228099	1028,125	0,0246408294500036													
575	0,344778859820251	1031,25	0,290813798295191	1031,25	0,032209450532352	575	0,0302352371062866	575	0,0227175856189885	1031,25	0,0197478262053561													
578,125	0,34858752584252	1034,375	0,291942661790384	1034,375	0,034799888182818	578,125	0,0360575229860669	578,125	0,0285494946019499	1034,375	0,0219704451113444													
581,25	0,33908923514473	1037,5	0,292707031669603	1037,5	0,0371136438495054	581,25	0,0282645112917961	581,25	0,0209024993713629	1037,5	0,0243537375958162													
584,375	0,333986336701962	1040,625	0,291710821786993	1040,625	0,034938261189974	584,375	0,026069941409163	584,375	0,01873737950926	1040,625	0,0225358155719796													
587,5	0,332433705462012	1043,75	0,292032612482054	1043,75	0,0360681680489784	587,5	0,025206287183855	587,5	0,0176941534685717	1043,75	0,0232245346949267													
590,625	0,33179512933913	1046,875	0,29330003351411	1046,875	0,0390096609236398	590,625	0,0285714989175211	590,625	0,0211279193954539	1046,875	0,0261851387100225													
593,75	0,330602829366738	1050	0,29035008789538	1050	0,0350670128464133	593,75	0,0288975936171849	593,75	0,0215283645473817	1050	0,0224758026396611													
596,875	0,326277274506181	1053,125	0,286243732485587	1053,125	0,0309148206813101	596,875	0,0269659320663775	596,875	0,0197114367829325	1053,125	0,0178807929241256													
600	0,322780423660817	1056,25	0,288395894788538	1056,25	0,0340547642152895	600	0,0260342033706007	600	0,0187901442571833	1056,25	0,0213160508671231													
603,125	0,322615025648497	1059,375	0,287126451929038	1059,375	0,0329735475753602	603,125	0,0269290589167915	603,125	0,0195599966365324	1059,375	0,0206957860854975													
606,25	0,320123017867411	1062,5	0,286977306510272	1062,5	0,0306026866591878	606,25	0,0280881102853728	606,25	0,0208842274456791	1062,5	0,0182439877623459													
609,375	0,315968053623906	1065,625	0,287844432574932	1065,625	0,031807637142871	609,375	0,0242546120932087	609,375	0,0169100402216753	1065,625	0,0188263296120472													
612,5	0,314643961240488	1068,75	0,291051876635512	1068,75	0,0384701718467556	612,5	0,0239888020634549	612,5	0,0166643967383742	1068,75	0,0254270829297185													
615,625	0,31295021814519	1071,875	0,290225290197551	1071,875	0,0394730435171486	615,625	0,0236723540243162	615,625	0,016350443388662	1071,875	0,0266992088578312													
618,75	0,310634753541685	1075	0,287080346095089	1075	0,0351937949042711	618,75	0,0230219231531579	618,75	0,0156227506369035	1075	0,0238514187990901													
621,875	0,306538080967882	1078,125	0,285809746584032	1078,125	0,0304713881195331	621,875	0,021252112069304	621,875	0,01381592488247	1078,125	0,0173256363465423													
625	0,30774206112847	1081,25	0,293198788607252	1081,25	0,0428462875516733	625	0,0248092466151357	625	0,0176415880637208	1081,25	0,029622887396603													
628,125	0,304632110910955	1084,375	0,290835121437043	1084,375	0,0369205051959102	628,125	0,023103705783859	628,125	0,015646169421735	1084,375	0,024500107129347													
631,25	0,308487886193564	1087,5	0,290774957338826	1087,5	0,0362911398568553	631,25	0,028721367515287	631,25	0,0213870191523424	1087,5	0,0234287846722633													
634,375	0,307340821849108	1090,625	0,292180591028621	1090,625	0,0362931298375409	634,375	0,027282286531801	634,375	0,0202384630076464	1090,625	0,0244117251914602													
637,5	0,303061244841777	1093,75	0,291529315083787	1093,75	0,0372395719590889	637,5	0,0238847961080984	637,5	0,0167571500706201	1093,75	0,0243072105656496													
640,625	0,301479257897308	1096,875	0,294592076779314	1096,875	0,0398088306517597	640,625	0,0235360172215164	640,625	0,0164068899270203	1096,875	0,0264191329755266													
643,75	0,297239346325437	1100	0,296481108609941	1100	0,0394857866204068	643,75	0,021744240475124	643,75	0,0148192879508527	1100	0,0269521309179894													
646,875	0,299759318585545	1103,125	0,296803224003555	1103,125	0,0408251586040778	646,875	0,0251071100568997	646,875	0,0182995503995116	1103,125	0,027371330816568													
650	0,294124751320749	1106,25	0,299315306394357	1106,25	0,0458291724336071	650	0,0191600772088971	650	0,0122641268420323	1106,25	0,032305364777838													
653,125	0,29667477426546	1109,375	0,297919912255025	1109,375	0,0376765237810905	653,125	0,0231987723538726	653,125	0,0165973718621077	1109,375	0,0248656231684343													
656,25	0,296609584056093	1112,5	0,296715434611302	1112,5	0,0364444928963059	656,25	0,0255998692430943	656,25	0,018975810313316	1112,5	0,0228030157276176													
659,375	0,294300432169648	1115,625	0,304527347468688	1115,625	0,0500311992602425	659,375	0,0253549223745898	659,375	0,0189122322464451	1115,625	0,0367054151681314													
662,5	0,290963648150861	1118,75	0,299328829548753	1118,75	0,0373192294959586	662,5	0,020086809245182	662,5	0,0135859721547527	1118,75	0,0232683572296752													
665,625	0,288159907784001	1121,875	0,302816672799311	1121,875	0,0405202572785575	665,625	0,0172893345523	665,625	0,0103544087587426	1121,875	0,0262683008751557													
668,75	0,289935010976435	1125	0,3012762449623	1125	0,0380574531936753	668,75	0,0222839867701994	668,75	0,0153572894273968	1125	0,0247724769839615													
671,875	0,290658678718145	1128,125	0,300246148384517	1128,125	0,0339692303543322	671,875	0,0242000156463005	671,875	0,0173108833219919	1128,125	0,0195353702260224													
675	0,291613465488678	1131,25	0,305617081061035	1131,25	0,0420814514778169	675	0,02596404627404	675	0,019639372797255	1131,25	0,029931498526369													
678,125	0,291389318636601	1134,375	0,306721236835509	1134,375	0,0435114592885875	678,125	0,027843945616856	678,125	0,021515914413573	1134,375	0,0327468000936865													
681,25	0,289117307936522	1137,5	0,304831938551037	1137,5	0,0336032552554717	681,25	0,026654571518814	681,25	0,0198034658177486	1137,5	0,0223719530846563													
684,375	0,28787009503161	1140,625	0,307976336467125	1140,625	0,0313128474296702	684,375	0,0251854304325067	684,375	0,018320962762628	1140,625	0,0178445611128991													
687,5	0,283109316746593	1143,75	0,310104183698734	1143,75	0,0340600400116999	687,5	0,0172522545821874	687,5	0,0103552530497106	1143,75	0,0206391794345753													
690,625	0,283019315426464	1146,875	0,312571506615561	1146,875	0,0332006135719598	690,625	0,0200101047164019	690,625	0,0133334700111553	1146,875	0,0178448101606254													
693,75	0,283812296621809	1150	0,31649407597287	1150	0,0412681669979225	693,75	0,0201838775564753	693,75	0,0134696590900034	1150	0,0269046100428578													
696,875	0,282802942848729	1153,125	0,320657061578742	1153,125	0,0447594810420218	696,875	0,0199078258343427	696,875	0,0132591371972506	1153,125	0,0302613347026893													
700	0,283920136000293	1156,25	0,316676259384469	1156,25	0,0378115062935095	700	0,0224068072723573	700	0,0164190620031692	1156,25	0,0240523539310966													
703,125	0,28221892951692	1159,375	0,315927350118508	1159,375	0,0356734467318985	703,125	0,019524521711979	703,125	0,0128787422218453	1159,375	0,0215265684484367													
706,25	0,282364197965975	1162,5	0,319954402988168	1162,5	0,0435787464051522	706,25	0,0190848870936198	706,25	0,011888069221681	1162,5	0,030538069825051													
709,375	0,285579656722161	1165,625	0,324372306948532	1165,625	0,0468670840889237	709,375	0,0241737247790391	709,375	0,0170235896073847	1165,625	0,035053771312515													
712,5	0,283495045744483	1168,75	0,324447455758709	1168,75	0,0459457751503181	712,5	0,0232768248633208	712,5	0,0179242197202495	1168,75	0,0316921175191009													
715,625	0,281437743491417	1171,875	0,327151415920875	1171,875	0,0384498265054114	715,625	0,0188122528776213	715,625	0,0125564662503791	1171,875	0,0230796524940123													
718,75	0,280239356412029	1175	0,329320134009157	1175	0,041900689739286	718,75	0,0161819946785391	718,75	0,00898249612790103	1175	0,0259113426617692													
721,875	0,282303212387169	1178,125	0,329367775870323	1178,125	0,0417247937940426	721,875	0,0214322044376607	721,875	0,0144608720281726	1178,125	0,0261488433469836													
725	0,280442712830285	1181,25	0,331454818177664	1181,25	0,0407246895476123	725	0,0147786610196714	725	0,00763647285739832	1181,25	0,026251879853284													
728,125	0,282670722167023	1184,375	0,334972146746182	1184,375	0,0424694455160486	728,125	0,021686713262607	728,125	0,015169274005229	1184,375	0,0268034534534991													
731,25	0,280795117777005	1187,5	0,332064448473036	1187,5	0,0431927625033833	731,25	0,0171446345859841	731,25	0,0101859553237532	1187,5	0,0276221621930735													
734,375	0,282095093768424	1190,625	0,337536794040172	1190,625	0,0450774398862236	734,375	0,0175710828860135	734,375	0,0102099814339198	1190,625	0,0292612687587366													
737,5	0,280559359838839	1193,75	0,341762466819713	1193,75	0,0437443455736268	737,5	0,0138054025901524	737,5	0,00660466501381718	1193,75	0,0253947453477483													
740,625	0,2846087089326	1196,875	0,347461159784279	1196,875	0,04896938162899	740,625	0,023279150007681	740,625	0,0159971266543533	1196,875	0,0303645258317031													
743,75	0,287733293504387	1200	0,34458385447362	1200	0,0511847550208885	743,75	0,0280902775029297	743,75	0,0207689425491522	1200	0,0339413566912135													
746,875	0,282892487736673	1203,125	0,34752604188354	1203,125	0,0455004505862056	746,875	0,0141567421084284	746,875	0,00634921750721051	1203,125	0,0296617910626171													
750	0,282487846426753	1206,25	0,353285603348865	1206,25	0,0588625190928835	750	0,0127889769224074	750	0,00447057552264463	1206,25	0,044042420220631													
753,125	0,283580452997626	1209,375	0,347303718433476	1209,375	0,0545733969454961	753,125	0,0165283160186653	753,125	0,00866118970658136	1209,375	0,0417710740349506													
756,25	0,28809941438963	1212,5	0,347986904721458	1212,5	0,0439389861942858	756,25	0,0207972851591665	756,25	0,013748480822048	1212,5	0,0323549949979188													
759,375	0,296181723571117	1215,625	0,351046986882487	1215,625	0,0467105161252356	759,375	0,0279769454766698	759,375	0,0197209290798601	1215,625	0,0345805770309653													
762,5	0,293501077938208	1218,75	0,35345593619965	1218,75	0,0565852495557931	762,5	0,0195561720050705	762,5	0,0100932619433826	1218,75	0,0384966963508609													
765,625	0,292706529994657	1221,875	0,357774000931556	1221,875	0,0587856761766118	765,625	0,0239152028732073	765,625	0,0156384266543058	1221,875	0,0441183258094091													
768,75	0,28918407408418	1225	0,356349121171706	1225	0,0557339645703315	768,75	0,0192278980505234	768,75	0,0115813754157211	1225	0,0406541592468997													
771,875	0,290269149697314	1228,125	0,357619146768355	1228,125	0,0525124094992326	771,875	0,0241814794320927	771,875	0,0175749538473711	1228,125	0,032990262093215													
775	0,293285032553366	1231,25	0,356957688716698	1231,25	0,0515350898374285	775	0,0206492165010368	775	0,0119412952253652	1231,25	0,0342928815205362													
778,125	0,298667321447707	1234,375	0,361150224608394	1234,375	0,0501039219525057	778,125	0,0271564436137723	778,125	0,0165280610997345	1234,375	0,0327242407123878													
781,25	0,297542236837712	1237,5	0,357499559045389	1237,5	0,0517725589128752	781,25	0,0255227000098421	781,25	0,0159756499625564	1237,5	0,035187621550087													
784,375	0,299306591228287	1240,625	0,359128987933495	1240,625	0,0583230036487818	784,375	0,0291869002604347	784,375	0,0203966086104883	1240,625	0,0435472720406063													
787,5	0,296666868531227	1243,75	0,362360706220465	1243,75	0,052640678157709	787,5	0,026215611569562	787,5	0,0193084273367239	1243,75	0,0344498215424401													
790,625	0,295448499466941	1246,875	0,364315487760983	1246,875	0,0503074523060025	790,625	0,0269203853558486	790,625	0,0201358688204578	1246,875	0,031547603750699													
793,75	0,29707063405028	1250	0,364791030666384	1250	0,0578151544909863	793,75	0,0273334148493309	793,75	0,0193410964695495	1250	0,0419593758421581													
796,875	0,303456981505054	1253,125	0,362944291651897	1253,125	0,0489864614977891	796,875	0,0214578785416858	796,875	0,0107622469259337	1253,125	0,0334442154835344													
800	0,304712022795611	1256,25	0,360484245715908	1256,25	0,056804841272126	800	0,019739334825125	800	0,0101756306102601	1256,25	0,0407476635788067													
803,125	0,302627132583697	1259,375	0,363151796564131	1259,375	0,0534909409299992	803,125	0,00825810573406383	803,125	-0,00190109389975213	1259,375	0,0366755703996714													
806,25	0,300127461733059	1262,5	0,366868912067401	1262,5	0,0523999777049154	806,25	0,0179454823775673	806,25	0,00960205570787154	1262,5	0,035386275061406													
809,375	0,300675732615867	1265,625	0,365002029814835	1265,625	0,0542359986803314	809,375	0,0244662668533734	809,375	0,0189626152363567	1265,625	0,0373106113665771													
812,5	0,307747959161158	1268,75	0,364580573478202	1268,75	0,0500734731657546	812,5	0,0230685829774155	812,5	0,0154115548982056	1268,75	0,0331959572483694													
815,625	0,312808434856865	1271,875	0,367114131157213	1271,875	0,0599458348126978	815,625	0,0239264444163689	815,625	0,0129978642189432	1271,875	0,0436741026552964													
818,75	0,308069390391667	1275	0,366826081689038	1275	0,0562929046577167	818,75	0,0315861888689984	818,75	0,0227563162659397	1275	0,0396527612044554													
821,875	0,3192047610329	1278,125	0,368295629098335	1278,125	0,057217185729283	821,875	0,0319835849281712	821,875	0,0243314383116413	1278,125	0,0389561654932808													
825	0,330372958320187	1281,25	0,36279408234126	1281,25	0,0536825735085533	825	0,0209684287460419	825	0,0124927543470377	1281,25	0,0368360596454869													
828,125	0,327769315635117	1284,375	0,364949710863365	1284,375	0,054677914008054	828,125	0,021554925766003	828,125	0,0122065801135909	1284,375	0,0382556769533632													
831,25	0,334193829038034	1287,5	0,364097729426229	1287,5	0,0484490048550513	831,25	0,0668627432530514	831,25	0,0570783744993704	1287,5	0,0317969903281703													
834,375	0,313218266407056	1290,625	0,3593170375375	1290,625	0,0516338133160008	834,375	0,0566059891063441	834,375	0,0494993265033681	1290,625	0,0334376592802041													
837,5	0,313914809919574	1293,75	0,362258955082462	1293,75	0,0581718949168664	837,5	0,0347999828114269	837,5	0,0275040133443777	1293,75	0,0407083490982925													
840,625	0,323519349202179	1296,875	0,362693814501486	1296,875	0,061076036756748	840,625	0,0290526115877362	840,625	0,0222095987106022	1296,875	0,0412378991560398													
843,75	0,319486368662366	1300	0,35957130618417	1300	0,0458507840503277	843,75	0,0423174067267285	843,75	0,035941484237781	1300	0,0266085046712468													
846,875	0,308044481760223	1303,125	0,359177547778982	1303,125	0,0446023718949474	846,875	0,0306750844244895	846,875	0,025227445749656	1303,125	0,0258707249586643													
850	0,30788285122737	1306,25	0,361051118993472	1306,25	0,0506131490339553	850	0,0222238290574381	850	0,0172110013746472	1306,25	0,0317436455658326													
853,125	0,314199397538657	1309,375	0,36062002239233	1309,375	0,0531527875017471	853,125	0,0192187008308546	853,125	0,0153047435265489	1309,375	0,0348918708423523													
856,25	0,32740264172923	1312,5	0,357399594620196	1312,5	0,051496766740844	856,25	0,0364320246137707	856,25	0,029285419306467	1312,5	0,0331744179291604													
859,375	0,326464369370852	1315,625	0,356526300856457	1315,625	0,0479892449528434	859,375	0,051250836339787	859,375	0,0439590104524422	1315,625	0,0296731392890556													
862,5	0,324351333486078	1318,75	0,362289708823779	1318,75	0,0523362063910544	862,5	0,0450221476477451	862,5	0,0383033047221972	1318,75	0,0354641673069636													
865,625	0,323182225704657	1321,875	0,359790529820253	1321,875	0,0546791687510595	865,625	0,0417996956658729	865,625	0,0351264042748851	1321,875	0,0371313043639168													
868,75	0,313437281765183	1325	0,357218857588429	1325	0,0522508221656096	868,75	0,0380423147782598	868,75	0,0323622305923543	1325	0,0341722438686856													
871,875	0,312558587747861	1328,125	0,354384813688135	1328,125	0,0509326296432444	871,875	0,0381813269828033	871,875	0,0323856825358122	1328,125	0,0329760475932467													
875	0,313696363004052	1331,25	0,355052472926005	1331,25	0,0576339575112355	875	0,0544180874633745	875	0,0495293931795107	1331,25	0,039240290842624													
878,125	0,315018903626629	1334,375	0,352106336526549	1334,375	0,0534198188231828	878,125	0,0465048275419725	878,125	0,0406253643036267	1334,375	0,0340399416142025													
881,25	0,311319584204698	1337,5	0,354301709959732	1337,5	0,0549012716847229	881,25	0,0531440185475789	881,25	0,047547399927693	1337,5	0,0360394206651773													
		1340,625	0,355671701154122	1340,625	0,0601804898195629					1340,625	0,0409751167912621													
		1343,75	0,352990788652664	1343,75	0,0550422571029523					1343,75	0,0367397836504066													
		1346,875	0,355833150422184	1346,875	0,0592117290836167					1346,875	0,0407683352097302													
		1350	0,353429756432996	1350	0,0549142959088882					1350	0,0360811460276066													
		1353,125	0,351739875457262	1353,125	0,0531472245267242					1353,125	0,0343894852167808													
		1356,25	0,345728149018013	1356,25	0,0482765063569846					1356,25	0,0300243318802396													
		1359,375	0,352428856511787	1359,375	0,0581363595507668					1359,375	0,0392910780202076													
		1362,5	0,352947397557875	1362,5	0,0599190083823437					1362,5	0,0395114080468527													
		1365,625	0,352350474178457	1365,625	0,0568544010645591					1365,625	0,0373139946339396													
		1368,75	0,353258078344864	1368,75	0,0584030535926399					1368,75	0,0394857564476574													
		1371,875	0,354712076245707	1371,875	0,0558847078396458					1371,875	0,0371256455382529													
		1375	0,351829119005736	1375	0,049282712769003					1375	0,0298710913156148													
		1378,125	0,351974440142525	1378,125	0,0478198743966822					1378,125	0,028103240197824													
		1381,25	0,352980413322392	1381,25	0,0484748496827723					1381,25	0,028756906158879													
		1384,375	0,349955029221343	1384,375	0,0471964142059547					1384,375	0,0277744988543752													
		1387,5	0,353468353673309	1387,5	0,0494914964951817					1387,5	0,029494071039627													
		1390,625	0,354684383025402	1390,625	0,0557797718293899					1390,625	0,035752304509525													
		1393,75	0,356732403182439	1393,75	0,0589847709806047					1393,75	0,0392208225064152													
		1396,875	0,358960676955376	1396,875	0,0564764102959148					1396,875	0,0363474696523876													
		1400	0,35783263039847	1400	0,0599549214519198					1400	0,0401731566434094													
		1403,125	0,356501823801232	1403,125	0,0554898884285274					1403,125	0,0354003509699601													
		1406,25	0,358364157553397	1406,25	0,0524697065223572					1406,25	0,0320647018476393													
		1409,375	0,359873508300185	1409,375	0,0543332017959252					1409,375	0,0333922256520204													
		1412,5	0,361364093676995	1412,5	0,0572538758468901					1412,5	0,0368062725757006													
		1415,625	0,360629182261707	1415,625	0,0549291572121611					1415,625	0,0343362332943754													
		1418,75	0,359731403315003	1418,75	0,0535922291515367					1418,75	0,032759651287021													
		1421,875	0,362377195463761	1421,875	0,056628585010835					1421,875	0,0355262309304114													
		1425	0,361703425600885	1425	0,054975832765457					1425	0,034266909212459													
		1428,125	0,361656776905037	1428,125	0,049055152310055					1428,125	0,0281778517060158													
		1431,25	0,363636846136304	1431,25	0,0531112377458137					1431,25	0,0321467404789691													
		1434,375	0,365104904302728	1434,375	0,0559947153056403					1434,375	0,0344905497208375													
		1437,5	0,368620999632508	1437,5	0,063169397697344					1437,5	0,0416353605191901													
		1440,625	0,365160971570759	1440,625	0,0575269106857271					1440,625	0,0365903044878879													
		1443,75	0,366433984986243	1443,75	0,0538416359848651					1443,75	0,0321138351144873													
		1446,875	0,369277523117509	1446,875	0,0602202619192393					1446,875	0,038351195166398													
		1450	0,370176175907194	1450	0,0625205614513574					1450	0,0400343155579491													
		1453,125	0,371512748575178	1453,125	0,0610731849313405					1453,125	0,0387645780734893													
		1456,25	0,370901132913614	1456,25	0,0606996146745815					1456,25	0,0381465237093774													
		1459,375	0,372160971181149	1459,375	0,0636884903127065					1459,375	0,0409008256292869													
		1462,5	0,374538421447433	1462,5	0,0686270921052471					1462,5	0,0451312386547713													
		1465,625	0,372731248083924	1465,625	0,0624868605501876					1465,625	0,0390522589103943													
		1468,75	0,375039906711949	1468,75	0,0665142714682564					1468,75	0,0433817224522317													
		1471,875	0,374367225176973	1471,875	0,0656537666257422					1471,875	0,0424114275210695													
		1475	0,373533307242933	1475	0,0624091737932014					1475	0,0397612821208818													
		1478,125	0,374759750647897	1478,125	0,0661464045218177					1478,125	0,0429603849343398													
		1481,25	0,376699800226836	1481,25	0,0708130667209483					1481,25	0,0474291944365574													
		1484,375	0,376636941177325	1484,375	0,0712391049723771					1484,375	0,047890149351542													
		1487,5	0,37268068457456	1487,5	0,0608584604128261					1487,5	0,0373278322046804													
		1490,625	0,373444611085266	1490,625	0,0640116596097996					1490,625	0,0402180759567241													
		1493,75	0,371946591644518	1493,75	0,0612693582250278					1493,75	0,0373138544596738													
		1496,875	0,371247408625331	1496,875	0,0611140354308204					1496,875	0,0359720682184681													
		1500	0,372430099166274	1500	0,0622543224389455					1500	0,0373028434762462													
		1503,125	0,372851089877326	1503,125	0,0672378072317787					1503,125	0,043016237619687													
		1506,25	0,373380563314743	1506,25	0,0694270008302518					1506,25	0,0452574684610648													
		1509,375	0,370653574743305	1509,375	0,0623959675311226					1509,375	0,0380639900021076													
		1512,5	0,370562905982998	1512,5	0,06278282257704					1512,5	0,0386504007431937													
		1515,625	0,368824756405304	1515,625	0,05597456644117					1515,625	0,0312789271965725													
		1518,75	0,370134301741921	1518,75	0,0697516617211165					1518,75	0,0441317528848172													
		1521,875	0,368690361768464	1521,875	0,0692013131125566					1521,875	0,0448817904461526													
		1525	0,365357624954588	1525	0,0533524401101517					1525	0,0300382570051116													
		1528,125	0,368029929567249	1528,125	0,071049002252642					1528,125	0,0469336016225843													
		1531,25	0,366194122053881	1531,25	0,070258895823208					1531,25	0,0458786146623078													
		1534,375	0,366919606799073	1534,375	0,0732817040220148					1534,375	0,0485475808142406													
		1537,5	0,363914429981144	1537,5	0,0610834336246687					1537,5	0,036007142547439													
		1540,625	0,364067644325596	1540,625	0,0640758530396661					1540,625	0,0392044862779116													
		1543,75	0,361681414219168	1543,75	0,0649389663307683					1543,75	0,0383798619373973													
		1546,875	0,361930101128816	1546,875	0,0687527986954389					1546,875	0,0430442877513312													
		1550	0,360134397968381	1550	0,0651717040235158					1550	0,040329921574512													
		1553,125	0,358698170107314	1553,125	0,0614592549786395					1553,125	0,0366679129655885													
		1556,25	0,35902806783327	1556,25	0,0639536563049893					1556,25	0,0388430014366218													
		1559,375	0,356897463930431	1559,375	0,064718031027322					1559,375	0,0391133608163491													
		1562,5	0,354916322890836	1562,5	0,0665256501143499					1562,5	0,0387984915243051													
		1565,625	0,35742479066639	1565,625	0,0754150713065644					1565,625	0,0481510684711686													
		1568,75	0,353966707750838	1568,75	0,0592738709014784					1568,75	0,0308643609171952													
		1571,875	0,353932264049097	1571,875	0,06893718404398					1571,875	0,0413914597413081													
		1575	0,352332257205457	1575	0,0684336731518648					1575	0,0406568772321517													
		1578,125	0,351262274850837	1578,125	0,0813415276056327					1578,125	0,0552735502700146													
		1581,25	0,348674429822285	1581,25	0,0697924723097741					1581,25	0,0434171154007007													
		1584,375	0,351243769902143	1584,375	0,0736247671020265					1584,375	0,0480659172152424													
		1587,5	0,34866721989788	1587,5	0,0647114652289903					1587,5	0,0393062949439125													
		1590,625	0,344794740853566	1590,625	0,0468444548563234					1590,625	0,0211641662850638													
		1593,75	0,344161752678059	1593,75	0,0544019086411093					1593,75	0,0295149123165728													
		1596,875	0,345901406632685	1596,875	0,0582582085884423					1596,875	0,0338277870785012													
		1600	0,344229152049175	1600	0,0547211104827265					1600	0,0295713276056704													
		1603,125	0,342820604661408	1603,125	0,0521566964527437					1603,125	0,0266518579608325													
		1606,25	0,3420930456375	1606,25	0,0493525444585656					1606,25	0,0251726662148098													
		1609,375	0,347816073704711	1609,375	0,0727138441000019					1609,375	0,0486578694574668													
		1612,5	0,350081288250607	1612,5	0,0870606598623834					1612,5	0,0609044927910986													
		1615,625	0,347717362669194	1615,625	0,0721247355199166					1615,625	0,0477008376097802													
		1618,75	0,342813128823862	1618,75	0,0622313445348947					1618,75	0,0384813037805968													
		1621,875	0,343444809925286	1621,875	0,0665671077921673					1621,875	0,0429238218878489													
		1625	0,344070909536784	1625	0,0681656242822403					1625	0,043425605303902													
		1628,125	0,34620417310253	1628,125	0,0674694283927592					1628,125	0,0431207529991215													
		1631,25	0,345588050912859	1631,25	0,0669250038909024					1631,25	0,0427723361008258													
		1634,375	0,340201364461893	1634,375	0,0640264161776252					1634,375	0,0395342127344891													
		1637,5	0,345483375418455	1637,5	0,0560944198948691					1637,5	0,0293550287592262													
		1640,625	0,351481431683814	1640,625	0,0798580747045559					1640,625	0,0515851736491019													
		1643,75	0,348198738075745	1643,75	0,0824453780908077					1643,75	0,0565104606163344													
		1646,875	0,346492954917652	1646,875	0,070075327024932					1646,875	0,0442308863384598													
		1650	0,344668741831014	1650	0,0625916559869335					1650	0,0352460881877654													
		1653,125	0,347125943544626	1653,125	0,0717836772076369					1653,125	0,0466843569466929													
		1656,25	0,34749445263214	1656,25	0,0688858628413878					1656,25	0,0435846698023046													
		1659,375	0,350681243887136	1659,375	0,0649614371509649					1659,375	0,0389474659593828													
		1662,5	0,350223293218268	1662,5	0,0667319432825261					1662,5	0,0400499794088973													
		1665,625	0,34768661738959	1665,625	0,0590258899252432					1665,625	0,0335096913147019													
		1668,75	0,351871994436273	1668,75	0,059500930754432					1668,75	0,0329039901879543													
		1671,875	0,352420559541333	1671,875	0,0585096282628801					1671,875	0,0329760738536521													
		1675	0,353186806015259	1675	0,0703038998190179					1675	0,0453748587771335													
		1678,125	0,353547972049396	1678,125	0,0691806420558918					1678,125	0,0430773772967029													
		1681,25	0,353758193653526	1681,25	0,0643690255649942					1681,25	0,0382449623004012													
		1684,375	0,359877425049086	1684,375	0,0801467946290022					1684,375	0,0529875751107942													
		1687,5	0,357735575349736	1687,5	0,0777317257001896					1687,5	0,0512546801778473													
		1690,625	0,359228689947355	1690,625	0,0794305555330892					1690,625	0,0532329060844012													
		1693,75	0,363097995569409	1693,75	0,0864406590170359					1693,75	0,0599137005877216													
		1696,875	0,367550257556265	1696,875	0,0715889076232458					1696,875	0,044058941206842													
		1700	0,366623034024718	1700	0,0751749140108474					1700	0,0473794114898894													
		1703,125	0,363801902171245	1703,125	0,0682507730729969					1703,125	0,0406297992557657													
		1706,25	0,367980307455816	1706,25	0,0702947646951445					1706,25	0,0431536679308629													
		1709,375	0,36864277546505	1709,375	0,0791981017411532					1709,375	0,0526683990180906													
		1712,5	0,369947713351081	1712,5	0,0764000369871366					1712,5	0,049152380003743													
		1715,625	0,375290231531286	1715,625	0,0771811304612573					1715,625	0,0494959709336481													
		1718,75	0,373059234613696	1718,75	0,069525614304028					1718,75	0,0413897028826761													
		1721,875	0,370011151104038	1721,875	0,0725062178026945					1721,875	0,045169423413756													
		1725	0,375645752204978	1725	0,0819051757141055					1725	0,054209998640517													
		1728,125	0,379239289442179	1728,125	0,0725466782923438					1728,125	0,0444054393258239													
		1731,25	0,378140649185236	1731,25	0,0682060004006949					1731,25	0,0396506404151051													
		1734,375	0,376697240941153	1734,375	0,0665020562020323					1734,375	0,0374623733039864													
		1737,5	0,38507127502986	1737,5	0,0758534489147759					1737,5	0,0462946631251928													
		1740,625	0,386670833068516	1740,625	0,0688353723899418					1740,625	0,0402026936146084													
		1743,75	0,392860207266903	1743,75	0,0793960073500697					1743,75	0,0510961165449251													
		1746,875	0,394936388707064	1746,875	0,0837239881365809					1746,875	0,0550779622698777													
