Frequency in Hz	Ref_Specimen_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Ref_Specimen_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Ref_Specimen_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Ref_Specimen_LF Normalized Surface Impedance continuous Im	
1450	4,28555011749268			1450	4,46640920639038			
1453,125	4,26544618606567			1453,125	4,47231531143188			
1456,25	4,27653169631958			1456,25	4,47556352615356			
1459,375	4,22604703903198			1459,375	4,52340888977051			
1462,5	4,24079370498657			1462,5	4,48374509811401			
1465,625	4,22793054580688			1465,625	4,47637176513672			
1468,75	4,20963144302368			1468,75	4,51006174087524			
1471,875	4,2179856300354			1471,875	4,51422023773193			
1475	4,15525913238525			1475	4,51631593704224			
1478,125	4,12492561340332			1478,125	4,51958608627319			
1481,25	4,14239549636841			1481,25	4,56782579421997			
1484,375	4,13815021514893			1484,375	4,54344272613525			
1487,5	4,10779571533203			1487,5	4,54168176651001			
1490,625	4,12189054489136			1490,625	4,52335262298584			
1493,75	4,06575441360474			1493,75	4,51116704940796			
1496,875	4,06362676620483			1496,875	4,55524110794067			
1500	4,06158638000488			1500	4,56632804870605			
1503,125	4,0247631072998			1503,125	4,55475664138794			
1506,25	4,03638458251953			1506,25	4,48132038116455			
1509,375	4,02777290344238			1509,375	4,50919198989868			
1512,5	3,996098279953			1512,5	4,55767059326172			
1515,625	3,98620867729187			1515,625	4,58406782150269			
1518,75	3,99004030227661			1518,75	4,59551525115967			
1521,875	3,94993948936462			1521,875	4,60696983337402			
1525	3,96357917785645			1525	4,62079763412476			
1528,125	3,94229102134705			1528,125	4,59367799758911			
1531,25	3,91223335266113			1531,25	4,61269855499268			
1534,375	3,93087267875671			1534,375	4,60567235946655			
1537,5	3,91067361831665			1537,5	4,612624168396			
1540,625	3,89070606231689			1540,625	4,64556074142456			
1543,75	3,90487408638			1543,75	4,63283157348633			
1546,875	3,89833569526672			1546,875	4,63890886306763			
1550	3,88361573219299			1550	4,67566680908203			
1553,125	3,87693500518799			1553,125	4,65255498886108			
1556,25	3,84879922866821			1556,25	4,68601512908936			
1559,375	3,89246845245361			1559,375	4,67057037353516			
1562,5	3,8712854385376			1562,5	4,66761684417725			
1565,625	3,86366415023804			1565,625	4,65312433242798			
1568,75	3,86335110664368			1568,75	4,64552450180054			
1571,875	3,84003162384033			1571,875	4,65662384033203			
1575	3,84537482261658			1575	4,69435739517212			
1578,125	3,84110569953918			1578,125	4,67981958389282			
1581,25	3,86357975006104			1581,25	4,68762111663818			
1584,375	3,86180257797241			1584,375	4,65861654281616			
1587,5	3,86128497123718			1587,5	4,63925313949585			
1590,625	3,84348177909851			1590,625	4,67248773574829			
1593,75	3,81904530525208			1593,75	4,6580810546875			
1596,875	3,85363245010376			1596,875	4,64876699447632			
1600	3,8253870010376			1600	4,64163208007813			
1603,125	3,83425712585449			1603,125	4,64348125457764			
1606,25	3,76920080184937			1606,25	4,65773868560791			
1609,375	3,84041571617126			1609,375	4,63319826126099			
1612,5	3,83686804771423			1612,5	4,62117195129395			
1615,625	3,80835056304932			1615,625	4,60965442657471			
1618,75	3,7842161655426			1618,75	4,6179838180542			
1621,875	3,73764395713806			1621,875	4,60635232925415			
1625	3,79213070869446			1625	4,54018497467041			
1628,125	3,74762892723084			1628,125	4,5670371055603			
1631,25	3,76091980934143			1631,25	4,58278608322144			
1634,375	3,72208833694458			1634,375	4,61792039871216			
1637,5	3,76452159881592			1637,5	4,60026454925537			
1640,625	3,67486023902893			1640,625	4,70703029632568			
1643,75	3,71305894851685			1643,75	4,74679231643677			
1646,875	3,69039106369019			1646,875	4,71849632263184			
1650	3,73183584213257			1650	4,70443630218506			
1653,125	3,776447057724			1653,125	4,72273349761963			
1656,25	3,73364448547363			1656,25	4,73949146270752			
1659,375	3,7804868221283			1659,375	4,71009254455566			
1662,5	3,76915192604065			1662,5	4,65591430664063			
1665,625	3,73057389259338			1665,625	4,67228889465332			
1668,75	3,74151682853699			1668,75	4,68350648880005			
1671,875	3,82808518409729			1671,875	4,63477659225464			
1675	3,73991274833679			1675	4,68442153930664			
1678,125	3,77834820747375			1678,125	4,69943237304688			
1681,25	3,77125668525696			1681,25	4,68063735961914			
1684,375	3,79716396331787			1684,375	4,65152406692505			
1687,5	3,87241673469543			1687,5	4,64195775985718			
1690,625	3,7760009765625			1690,625	4,64093732833862			
1693,75	3,80086183547974			1693,75	4,59546947479248			
1696,875	3,7899444103241			1696,875	4,52230978012085			
1700	3,80995678901672			1700	4,53412818908691			
1703,125	3,83865213394165			1703,125	4,523362159729			
1706,25	3,77215981483459			1706,25	4,49312162399292			
1709,375	3,74264764785767			1709,375	4,43046951293945			
1712,5	3,76287794113159			1712,5	4,44125461578369			
1715,625	3,79210638999939			1715,625	4,4571361541748			
1718,75	3,71346974372864			1718,75	4,43804407119751			
1721,875	3,68767642974854			1721,875	4,42349910736084			
1725	3,69038796424866			1725	4,44080448150635			
1728,125	3,76653814315796			1728,125	4,41750144958496			
1731,25	3,71198225021362			1731,25	4,32365322113037			
1734,375	3,6716136932373			1734,375	4,33779716491699			
1737,5	3,66389870643616			1737,5	4,34861421585083			
1740,625	3,6281840801239			1740,625	4,38978004455566			
1743,75	3,66347122192383			1743,75	4,24069929122925			
1746,875	3,65819358825684			1746,875	4,21169519424438			
1750	3,65825605392456			1750	4,28179931640625			
1753,125	3,71807289123535			1753,125	4,25670480728149			
1756,25	3,73736453056335			1756,25	4,24342250823975			
1759,375	3,73216700553894			1759,375	4,20280170440674			
1762,5	3,63219833374023			1762,5	4,23695421218872			
1765,625	3,68795347213745			1765,625	4,22845220565796			
1768,75	3,71193623542786			1768,75	4,23837757110596			
1771,875	3,61295413970947			1771,875	4,13503932952881			
1775	3,56484413146973			1775	4,12639760971069			
1778,125	3,60152840614319			1778,125	4,14507436752319			
1781,25	3,57016658782959			1781,25	4,15746831893921			
1784,375	3,53474187850952			1784,375	4,10229158401489			
1787,5	3,51405954360962			1787,5	4,05782318115234			
1790,625	3,47125768661499			1790,625	4,05219650268555			
1793,75	3,49846744537354			1793,75	4,10206317901611			
1796,875	3,53679013252258			1796,875	4,11040544509888			
1800	3,45557856559753			1800	4,08095979690552			
1803,125	3,43489933013916			1803,125	4,05035543441772			
1806,25	3,43291282653809			1806,25	4,05027770996094			
1809,375	3,39893293380737			1809,375	4,03855752944946			
1812,5	3,37106013298035			1812,5	4,05432987213135			
1815,625	3,32920622825623			1815,625	4,08125638961792			
1818,75	3,30662107467651			1818,75	4,02766895294189			
1821,875	3,30714559555054			1821,875	3,9934241771698			
1825	3,29347133636475			1825	4,02963209152222			
1828,125	3,28705739974976			1828,125	3,9982123374939			
1831,25	3,25487685203552			1831,25	3,99506402015686			
1834,375	3,22404599189758			1834,375	4,02818965911865			
1837,5	3,23003673553467			1837,5	3,94649720191956			
1840,625	3,22169399261475			1840,625	3,94550585746765			
1843,75	3,19191431999207			1843,75	3,94803404808044			
1846,875	3,20008397102356			1846,875	3,95864653587341			
1850	3,19018244743347			1850	4,01809883117676			
1853,125	3,1627562046051			1853,125	3,99501895904541			
1856,25	3,11340618133545			1856,25	3,95521020889282			
1859,375	3,08674669265747			1859,375	3,96814274787903			
1862,5	3,07245516777039			1862,5	3,98289227485657			
1865,625	3,0679829120636			1865,625	3,99493598937988			
1868,75	3,0307891368866			1868,75	4,00569629669189			
1871,875	3,03750014305115			1871,875	4,00162267684937			
1875	3,01422262191772			1875	3,98911738395691			
1878,125	3,00088858604431			1878,125	3,96925115585327			
1881,25	2,97395300865173			1881,25	3,9911470413208			
1884,375	2,94652581214905			1884,375	3,98466181755066			
1887,5	2,95840549468994			1887,5	3,99939298629761			
1890,625	2,91067862510681			1890,625	4,02954816818237			
1893,75	2,95177936553955			1893,75	3,99832248687744			
1896,875	2,90809488296509			1896,875	4,01106262207031			
1900	2,87848043441772			1900	4,00968265533447			
1903,125	2,87541174888611			1903,125	4,01259708404541			
1906,25	2,86693501472473			1906,25	4,03154325485229			
1909,375	2,83269643783569			1909,375	4,01716136932373			
1912,5	2,82429313659668			1912,5	4,01352405548096			
1915,625	2,84767746925354			1915,625	4,01477098464966			
1918,75	2,80497431755066			1918,75	4,03044986724854			
1921,875	2,82012009620667			1921,875	4,00786018371582			
1925	2,79696989059448			1925	4,01560020446777			
1928,125	2,77870941162109			1928,125	3,99412178993225			
1931,25	2,77038931846619			1931,25	4,02293920516968			
1934,375	2,76986408233643			1934,375	4,05151176452637			
1937,5	2,74084496498108			1937,5	4,0521764755249			
1940,625	2,73343348503113			1940,625	4,06872129440308			
1943,75	2,74487495422363			1943,75	4,05224132537842			
1946,875	2,72722840309143			1946,875	4,02481126785278			
1950	2,7249767780304			1950	4,05182552337646			
1953,125	2,68923926353455			1953,125	4,05086231231689			
1956,25	2,6918249130249			1956,25	4,0591983795166			
1959,375	2,65726613998413			1959,375	4,07400608062744			
1962,5	2,69978332519531			1962,5	4,07797193527222			
1965,625	2,68402099609375			1965,625	4,04198694229126			
1968,75	2,65654277801514			1968,75	4,06129741668701			
1971,875	2,65754985809326			1971,875	4,1007080078125			
1975	2,62743544578552			1975	4,02312135696411			
1978,125	2,65519142150879			1978,125	4,05863618850708			
1981,25	2,63757801055908			1981,25	4,06848907470703			
1984,375	2,62944746017456			1984,375	4,04730033874512			
1987,5	2,58735680580139			1987,5	4,07601070404053			
1990,625	2,59782028198242			1990,625	4,13741111755371			
1993,75	2,60253047943115			1993,75	4,10485458374023			
1996,875	2,60705971717834			1996,875	4,08949184417725			
2000	2,5710015296936			2000	4,09245204925537			
2003,125	2,5879487991333			2003,125	4,09428691864014			
2006,25	2,55440378189087			2006,25	4,09929609298706			
2009,375	2,60841035842896			2009,375	4,09037160873413			
2012,5	2,56322622299194			2012,5	4,09481954574585			
2015,625	2,55818772315979			2015,625	4,07858943939209			
2018,75	2,56667113304138			2018,75	4,09010362625122			
2021,875	2,56978130340576			2021,875	4,0894832611084			
2025	2,54604244232178			2025	4,07343435287476			
2028,125	2,55401873588562			2028,125	4,06516981124878			
2031,25	2,53839111328125			2031,25	4,08241081237793			
2034,375	2,5439670085907			2034,375	4,07345819473267			
2037,5	2,54821467399597			2037,5	4,0391993522644			
2040,625	2,55787086486816			2040,625	4,11309766769409			
2043,75	2,52023005485535			2043,75	4,08773374557495			
2046,875	2,50859785079956			2046,875	4,08988523483276			
2050	2,53115820884705			2050	4,13402700424194			
2053,125	2,49872350692749			2053,125	4,0488543510437			
2056,25	2,57769751548767			2056,25	4,07728719711304			
2059,375	2,52135539054871			2059,375	4,11100673675537			
2062,5	2,49369096755981			2062,5	4,05551528930664			
2065,625	2,51999473571777			2065,625	4,0353856086731			
2068,75	2,4682240486145			2068,75	4,05023097991943			
2071,875	2,47488498687744			2071,875	4,0605001449585			
2075	2,45172119140625			2075	4,05413198471069			
2078,125	2,46185874938965			2078,125	3,99891901016235			
2081,25	2,4680347442627			2081,25	4,04056787490845			
2084,375	2,47398543357849			2084,375	4,06047630310059			
2087,5	2,45642828941345			2087,5	4,08625459671021			
2090,625	2,45557498931885			2090,625	4,08649349212646			
2093,75	2,43994688987732			2093,75	4,04671144485474			
2096,875	2,44058847427368			2096,875	4,01152515411377			
2100	2,44576740264893			2100	4,0356969833374			
2103,125	2,38498139381409			2103,125	4,05460929870605			
2106,25	2,38762283325195			2106,25	4,04928588867188			
2109,375	2,34656262397766			2109,375	4,03144550323486			
2112,5	2,41547036170959			2112,5	4,0283350944519			
2115,625	2,39074206352234			2115,625	4,00282621383667			
2118,75	2,35663199424744			2118,75	3,98334336280823			
2121,875	2,34296822547913			2121,875	3,9860737323761			
2125	2,34964513778687			2125	4,04168510437012			
2128,125	2,33541774749756			2128,125	4,0575704574585			
2131,25	2,3188579082489			2131,25	4,00495004653931			
2134,375	2,3360710144043			2134,375	3,98738694190979			
2137,5	2,3189582824707			2137,5	3,99674987792969			
2140,625	2,28134179115295			2140,625	4,01893520355225			
2143,75	2,27753090858459			2143,75	4,03368854522705			
2146,875	2,30069470405579			2146,875	4,03586578369141			
2150	2,33026170730591			2150	4,04973554611206			
2153,125	2,28296089172363			2153,125	4,04695606231689			
2156,25	2,27746725082397			2156,25	3,97968697547913			
2159,375	2,26339292526245			2159,375	4,00922441482544			
2162,5	2,28234434127808			2162,5	3,9968593120575			
2165,625	2,25495338439941			2165,625	3,96321892738342			
2168,75	2,17921137809753			2168,75	4,01124668121338			
2171,875	2,20990395545959			2171,875	4,02135992050171			
2175	2,27510237693787			2175	4,00256109237671			
2178,125	2,26616811752319			2178,125	4,04337787628174			
2181,25	2,19631385803223			2181,25	3,9566924571991			
2184,375	2,14081239700317			2184,375	3,98334002494812			
2187,5	2,16077518463135			2187,5	3,98310422897339			
2190,625	2,20814895629883			2190,625	4,02337980270386			
2193,75	2,25268363952637			2193,75	4,02823829650879			
2196,875	2,20158743858337			2196,875	4,01027584075928			
2200	2,19804787635803			2200	3,99694609642029			
2203,125	2,20836925506592			2203,125	4,03719711303711			
2206,25	2,21820950508118			2206,25	4,04086017608643			
2209,375	2,17048525810242			2209,375	4,07555961608887			
2212,5	2,18124222755432			2212,5	4,10363435745239			
2215,625	2,18802857398987			2215,625	4,05959701538086			
2218,75	2,17016339302063			2218,75	4,03517246246338			
2221,875	2,13695335388184			2221,875	4,05460739135742			
2225	2,1499445438385			2225	4,09961557388306			
2228,125	2,17546343803406			2228,125	4,08541011810303			
2231,25	2,15356349945068			2231,25	4,07917881011963			
2234,375	2,16746878623962			2234,375	4,0708122253418			
2237,5	2,16081142425537			2237,5	4,05782222747803			
2240,625	2,1678102016449			2240,625	4,00573396682739			
2243,75	2,19466328620911			2243,75	4,04776239395142			
2246,875	2,16441130638123			2246,875	4,07564258575439			
2250	2,12675905227661			2250	4,03952503204346			
2253,125	2,17787528038025			2253,125	4,09282779693604			
2256,25	2,12355422973633			2256,25	4,07969856262207			
2259,375	2,15353775024414			2259,375	4,05626678466797			
2262,5	2,14396286010742			2262,5	4,0953803062439			
2265,625	2,08679366111755			2265,625	4,03498792648315			
2268,75	2,14444208145142			2268,75	4,07196044921875			
2271,875	2,12633037567139			2271,875	4,04094982147217			
2275	2,1071605682373			2275	4,08033895492554			
2278,125	2,0967390537262			2278,125	4,04735851287842			
2281,25	2,18512964248657			2281,25	4,0326681137085			
2284,375	2,19461297988892			2284,375	4,06486749649048			
2287,5	2,1482081413269			2287,5	4,05181550979614			
2290,625	2,13456726074219			2290,625	4,08604049682617			
2293,75	2,1112105846405			2293,75	4,04963159561157			
2296,875	2,15252900123596			2296,875	4,10050535202026			
2300	2,12781715393066			2300	4,06388902664185			
2303,125	2,14285206794739			2303,125	4,06355571746826			
2306,25	2,13647174835205			2306,25	4,05900144577026			
2309,375	2,15087127685547			2309,375	4,05550956726074			
2312,5	2,14450001716614			2312,5	4,03872299194336			
2315,625	2,18040776252747			2315,625	4,05557250976563			
2318,75	2,16521191596985			2318,75	4,01734399795532			
2321,875	2,1635046005249			2321,875	4,01462364196777			
2325	2,17697286605835			2325	4,06320333480835			
2328,125	2,13694620132446			2328,125	4,05592107772827			
2331,25	2,13887476921082			2331,25	4,05983352661133			
2334,375	2,14953994750977			2334,375	4,03005266189575			
2337,5	2,18434834480286			2337,5	4,0263934135437			
2340,625	2,12341904640198			2340,625	4,03206539154053			
2343,75	2,10801887512207			2343,75	4,08506298065186			
2346,875	2,153151512146			2346,875	4,04972410202026			
2350	2,11645650863647			2350	4,03856468200684			
2353,125	2,16565656661987			2353,125	4,03377676010132			
2356,25	2,15283608436584			2356,25	4,01836824417114			
2359,375	2,12811088562012			2359,375	4,04920387268066			
2362,5	2,14349699020386			2362,5	4,01319456100464			
2365,625	2,19037079811096			2365,625	3,97934579849243			
2368,75	2,13612771034241			2368,75	4,03231048583984			
2371,875	2,11083555221558			2371,875	4,00681591033936			
2375	2,16180109977722			2375	4,01522207260132			
2378,125	2,14531445503235			2378,125	4,00770807266235			
2381,25	2,12381744384766			2381,25	3,99290466308594			
2384,375	2,11495542526245			2384,375	3,95419764518738			
2387,5	2,17330551147461			2387,5	4,04122447967529			
2390,625	2,14871621131897			2390,625	4,00157880783081			
2393,75	2,10992050170898			2393,75	4,01510906219482			
2396,875	2,09898996353149			2396,875	3,98095107078552			
2400	2,14532828330994			2400	3,96169543266296			
2403,125	2,12803316116333			2403,125	3,96561241149902			
2406,25	2,15379667282104			2406,25	3,95301270484924			
2409,375	2,14347100257874			2409,375	3,961665391922			
2412,5	2,10612392425537			2412,5	3,95358371734619			
2415,625	2,12937951087952			2415,625	3,98018670082092			
2418,75	2,13190031051636			2418,75	3,96906685829163			
2421,875	2,0844099521637			2421,875	3,98232364654541			
2425	2,07790923118591			2425	3,97846674919128			
2428,125	2,11076092720032			2428,125	3,96110987663269			
2431,25	2,14115929603577			2431,25	3,94348931312561			
2434,375	2,12533211708069			2434,375	3,95267343521118			
2437,5	2,10003519058228			2437,5	3,96672368049622			
2440,625	2,11119055747986			2440,625	3,94116473197937			
2443,75	2,09015965461731			2443,75	3,94703817367554			
2446,875	2,09654116630554			2446,875	3,93650770187378			
2450	2,07932591438293			2450	3,94528961181641			
2453,125	2,0680673122406			2453,125	3,95225381851196			
2456,25	2,12027311325073			2456,25	3,94420647621155			
2459,375	2,09820199012756			2459,375	3,95676016807556			
2462,5	2,07755827903748			2462,5	3,99106001853943			
2465,625	2,09382343292236			2465,625	3,943767786026			
2468,75	2,11956644058228			2468,75	3,92313599586487			
2471,875	2,09589529037476			2471,875	3,95918297767639			
2475	2,0946307182312			2475	3,94100904464722			
2478,125	2,08713221549988			2478,125	3,9404137134552			
2481,25	2,08287715911865			2481,25	3,95318865776062			
2484,375	2,09655618667603			2484,375	3,91159915924072			
2487,5	2,11590242385864			2487,5	3,92417883872986			
2490,625	2,04645943641663			2490,625	3,95068740844727			
2493,75	2,06206560134888			2493,75	3,9581139087677			
2496,875	2,05041575431824			2496,875	3,97643327713013			
2500	2,0752100944519			2500	3,95159459114075			
2503,125	2,11756205558777			2503,125	3,93788695335388			
2506,25	2,09355282783508			2506,25	3,90632724761963			
2509,375	2,09225749969482			2509,375	3,93217802047729			
2512,5	2,10261535644531			2512,5	3,93264102935791			
2515,625	2,08565640449524			2515,625	3,93121910095215			
2518,75	2,08748698234558			2518,75	3,91049361228943			
2521,875	2,11907291412354			2521,875	3,94659948348999			
2525	2,06059575080872			2525	3,93867540359497			
2528,125	2,08525109291077			2528,125	3,97177624702454			
2531,25	2,07684779167175			2531,25	3,94408369064331			
2534,375	2,09251546859741			2534,375	3,87954878807068			
2537,5	2,11800169944763			2537,5	3,96700692176819			
2540,625	2,13655877113342			2540,625	3,97747898101807			
2543,75	2,07386898994446			2543,75	3,91877007484436			
2546,875	2,07889032363892			2546,875	3,91259407997131			
2550	2,10919260978699			2550	3,88175892829895			
2553,125	2,07377028465271			2553,125	3,87551665306091			
2556,25	2,0698037147522			2556,25	3,89695811271667			
2559,375	2,08482885360718			2559,375	3,90405774116516			
2562,5	2,09679818153381			2562,5	3,88374590873718			
2565,625	2,11023449897766			2565,625	3,88279294967651			
2568,75	2,10504388809204			2568,75	3,93075561523438			
2571,875	2,10607242584229			2571,875	3,92115950584412			
2575	2,100590467453			2575	3,91087889671326			
2578,125	2,07184171676636			2578,125	3,88899946212769			
2581,25	2,04909181594849			2581,25	3,91728472709656			
2584,375	2,09027624130249			2584,375	3,96382641792297			
2587,5	2,12125825881958			2587,5	3,91037964820862			
2590,625	2,10160565376282			2590,625	3,91724181175232			
2593,75	2,13339805603027			2593,75	3,98821616172791			
2596,875	2,13623642921448			2596,875	3,95537328720093			
2600	2,15759634971619			2600	3,90329790115356			
2603,125	2,17180132865906			2603,125	3,88906979560852			
2606,25	2,14823031425476			2606,25	3,86460995674133			
2609,375	2,16782188415527			2609,375	3,83164024353027			
2612,5	2,19454026222229			2612,5	3,82262635231018			
2615,625	2,1823890209198			2615,625	3,86595678329468			
2618,75	2,13076615333557			2618,75	3,87054228782654			
2621,875	2,1403648853302			2621,875	3,79386234283447			
2625	2,17330765724182			2625	3,84237623214722			
2628,125	2,16420316696167			2628,125	3,84268856048584			
2631,25	2,10451912879944			2631,25	3,83068203926086			
2634,375	2,19295835494995			2634,375	3,76527905464172			
2637,5	2,18478536605835			2637,5	3,75421190261841			
2640,625	2,16762351989746			2640,625	3,77909731864929			
2643,75	2,15986704826355			2643,75	3,77454853057861			
2646,875	2,13049125671387			2646,875	3,78054261207581			
2650	2,12523674964905			2650	3,74342632293701			
2653,125	2,11258149147034			2653,125	3,75662159919739			
2656,25	2,12155365943909			2656,25	3,80211853981018			
2659,375	2,16921877861023			2659,375	3,75728034973145			
2662,5	2,16399335861206			2662,5	3,73757004737854			
2665,625	2,16249465942383			2665,625	3,7475733757019			
2668,75	2,17658519744873			2668,75	3,70857381820679			
2671,875	2,11906433105469			2671,875	3,73231601715088			
2675	2,10833644866943			2675	3,76572489738464			
2678,125	2,13798832893372			2678,125	3,73152804374695			
2681,25	2,13426470756531			2681,25	3,73014855384827			
2684,375	2,11799144744873			2684,375	3,71641278266907			
2687,5	2,12263512611389			2687,5	3,71586847305298			
2690,625	2,12154650688171			2690,625	3,70537853240967			
2693,75	2,08548069000244			2693,75	3,70773124694824			
2696,875	2,10438632965088			2696,875	3,74744963645935			
2700	2,14973616600037			2700	3,69646024703979			
2703,125	2,128741979599			2703,125	3,67829036712646			
2706,25	2,1208918094635			2706,25	3,68071961402893			
2709,375	2,12488746643066			2709,375	3,6932065486908			
2712,5	2,114825963974			2712,5	3,67379426956177			
2715,625	2,0970766544342			2715,625	3,65337944030762			
2718,75	2,1135036945343			2718,75	3,66196489334106			
2721,875	2,10411524772644			2721,875	3,6508777141571			
2725	2,09925985336304			2725	3,65978217124939			
2728,125	2,10711002349854			2728,125	3,66066408157349			
2731,25	2,09683203697205			2731,25	3,6596040725708			
2734,375	2,08642506599426			2734,375	3,66200995445251			
2737,5	2,10039377212524			2737,5	3,64068412780762			
2740,625	2,10435843467712			2740,625	3,62906980514526			
2743,75	2,10386514663696			2743,75	3,62335085868835			
2746,875	2,10632944107056			2746,875	3,61994171142578			
2750	2,060626745224			2750	3,63346290588379			
2753,125	2,08761286735535			2753,125	3,64107155799866			
2756,25	2,09485268592834			2756,25	3,61568832397461			
2759,375	2,09998106956482			2759,375	3,59614419937134			
2762,5	2,10696721076965			2762,5	3,59020471572876			
2765,625	2,08765339851379			2765,625	3,58446907997131			
2768,75	2,0947539806366			2768,75	3,6157820224762			
2771,875	2,10397148132324			2771,875	3,59776592254639			
2775	2,09035134315491			2775	3,57152509689331			
2778,125	2,09491658210754			2778,125	3,56910443305969			
2781,25	2,09749913215637			2781,25	3,54334592819214			
2784,375	2,09511995315552			2784,375	3,56071996688843			
2787,5	2,07674193382263			2787,5	3,56406497955322			
2790,625	2,07631993293762			2790,625	3,56635856628418			
2793,75	2,07537174224854			2793,75	3,54710054397583			
2796,875	2,06990337371826			2796,875	3,56699132919312			
2800	2,07575178146362			2800	3,58418154716492			
2803,125	2,06996297836304			2803,125	3,54621982574463			
2806,25	2,08195853233337			2806,25	3,56027173995972			
2809,375	2,06671667098999			2809,375	3,54183983802795			
2812,5	2,08371567726135			2812,5	3,52734541893005			
2815,625	2,08525443077087			2815,625	3,51213717460632			
2818,75	2,05359029769897			2818,75	3,51589441299438			
2821,875	2,07855319976807			2821,875	3,50311779975891			
2825	2,10201692581177			2825	3,4919273853302			
2828,125	2,06811332702637			2828,125	3,48922276496887			
2831,25	2,07726192474365			2831,25	3,4808976650238			
2834,375	2,06076574325562			2834,375	3,49402022361755			
2837,5	2,08217906951904			2837,5	3,48751974105835			
2840,625	2,0834686756134			2840,625	3,4659149646759			
2843,75	2,05267596244812			2843,75	3,46481895446777			
2846,875	2,09034180641174			2846,875	3,47387623786926			
2850	2,06959915161133			2850	3,45001626014709			
2853,125	2,08760857582092			2853,125	3,43646550178528			
2856,25	2,06601047515869			2856,25	3,43319463729858			
2859,375	2,06569385528564			2859,375	3,41826200485229			
2862,5	2,07393169403076			2862,5	3,43084740638733			
2865,625	2,06636238098145			2865,625	3,41207456588745			
2868,75	2,04032349586487			2868,75	3,40758895874023			
2871,875	2,06556057929993			2871,875	3,40386915206909			
2875	2,05568671226501			2875	3,39392018318176			
2878,125	2,05257749557495			2878,125	3,394202709198			
2881,25	2,07208442687988			2881,25	3,38233923912048			
2884,375	2,06603693962097			2884,375	3,36816453933716			
2887,5	2,05803966522217			2887,5	3,35584855079651			
2890,625	2,03561115264893			2890,625	3,34381318092346			
2893,75	2,03174495697021			2893,75	3,36272788047791			
2896,875	2,05215096473694			2896,875	3,32759857177734			
2900	2,04013800621033			2900	3,32978510856628			
2903,125	2,03047919273376			2903,125	3,32261776924133			
2906,25	2,02581429481506			2906,25	3,32591843605042			
2909,375	2,0243935585022			2909,375	3,32485699653625			
2912,5	2,02139067649841			2912,5	3,31831622123718			
2915,625	2,01453852653503			2915,625	3,32610511779785			
2918,75	2,02572727203369			2918,75	3,32029867172241			
2921,875	2,02071070671082			2921,875	3,31323003768921			
2925	2,02812528610229			2925	3,31650543212891			
2928,125	2,04217481613159			2928,125	3,3028028011322			
2931,25	2,01620006561279			2931,25	3,28957486152649			
2934,375	2,02728796005249			2934,375	3,27016854286194			
2937,5	2,02784585952759			2937,5	3,26739859580994			
2940,625	2,04151821136475			2940,625	3,24988603591919			
2943,75	2,02855658531189			2943,75	3,23006582260132			
2946,875	2,02367043495178			2946,875	3,22556400299072			
2950	2,01759886741638			2950	3,20312666893005			
2953,125	2,01307034492493			2953,125	3,21727395057678			
2956,25	2,01377081871033			2956,25	3,21034669876099			
2959,375	2,00515389442444			2959,375	3,18527364730835			
2962,5	2,00732755661011			2962,5	3,17712330818176			
2965,625	1,99898958206177			2965,625	3,17517495155334			
2968,75	1,99718427658081			2968,75	3,13986730575562			
2971,875	1,99780070781708			2971,875	3,12843370437622			
2975	1,97084295749664			2975	3,13074278831482			
2978,125	1,96697449684143			2978,125	3,12971019744873			
2981,25	1,96470677852631			2981,25	3,11417388916016			
2984,375	1,97053229808807			2984,375	3,104576587677			
2987,5	1,9679981470108			2987,5	3,09314751625061			
2990,625	1,93785011768341			2990,625	3,08428859710693			
2993,75	1,92908239364624			2993,75	3,06401634216309			
2996,875	1,92374062538147			2996,875	3,0596227645874			
3000	1,93419909477234			3000	3,04186868667603			
3003,125	1,93499720096588			3003,125	3,03753304481506			
3006,25	1,91446816921234			3006,25	3,04265403747559			
3009,375	1,91045212745667			3009,375	3,03275465965271			
3012,5	1,89187121391296			3012,5	3,03018498420715			
3015,625	1,90425968170166			3015,625	3,03663277626038			
3018,75	1,87337279319763			3018,75	3,03960847854614			
3021,875	1,84464120864868			3021,875	3,03409576416016			
3025	1,93442928791046			3025	2,99604892730713			
3028,125	1,88355004787445			3028,125	3,00223684310913			
3031,25	1,85840320587158			3031,25	3,00433754920959			
3034,375	1,84492790699005			3034,375	2,99047327041626			
3037,5	1,84113645553589			3037,5	2,97649359703064			
3040,625	1,85691618919373			3040,625	2,96901106834412			
3043,75	1,82851755619049			3043,75	2,96961069107056			
3046,875	1,83522856235504			3046,875	2,99024486541748			
3050	1,82179272174835			3050	2,97990965843201			
3053,125	1,80932879447937			3053,125	2,95115900039673			
3056,25	1,80411911010742			3056,25	2,95957064628601			
3059,375	1,80603456497192			3059,375	2,950110912323			
3062,5	1,81327438354492			3062,5	2,93626737594604			
3065,625	1,78085446357727			3065,625	2,93739867210388			
3068,75	1,76153993606567			3068,75	2,92444133758545			
3071,875	1,76760411262512			3071,875	2,91826605796814			
3075	1,76107966899872			3075	2,92466998100281			
3078,125	1,76471018791199			3078,125	2,91286540031433			
3081,25	1,758957862854			3081,25	2,88950085639954			
