Frequency in Hz	Ref_Specimen_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Ref_Specimen_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Ref_Specimen_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Ref_Specimen_LF Normalized Surface Impedance continuous Im	
3084,375	1,7544926404953			3084,375	2,88276886940002			
3087,5	1,73195600509644			3087,5	2,89800500869751			
3090,625	1,7058140039444			3090,625	2,88593935966492			
3093,75	1,72398591041565			3093,75	2,89066076278687			
3096,875	1,72233915328979			3096,875	2,8732578754425			
3100	1,70283877849579			3100	2,86640667915344			
3103,125	1,6940279006958			3103,125	2,86779975891113			
3106,25	1,68049490451813			3106,25	2,8636326789856			
3109,375	1,67405951023102			3109,375	2,86807894706726			
3112,5	1,66391110420227			3112,5	2,87926387786865			
3115,625	1,68220961093903			3115,625	2,86763167381287			
3118,75	1,66539525985718			3118,75	2,84046912193298			
3121,875	1,6679847240448			3121,875	2,82589173316956			
3125	1,6318142414093			3125	2,82562971115112			
3128,125	1,63316810131073			3128,125	2,8312029838562			
3131,25	1,62770307064056			3131,25	2,83935356140137			
3134,375	1,62372946739197			3134,375	2,82734084129334			
3137,5	1,60798418521881			3137,5	2,80630469322205			
3140,625	1,61408853530884			3140,625	2,81868481636047			
3143,75	1,59192776679993			3143,75	2,80969166755676			
3146,875	1,5864189863205			3146,875	2,80732202529907			
3150	1,5799971818924			3150	2,80712008476257			
3153,125	1,57557463645935			3153,125	2,81017565727234			
3156,25	1,55928456783295			3156,25	2,76433420181274			
3159,375	1,55998980998993			3159,375	2,77968406677246			
3162,5	1,55670285224915			3162,5	2,77072668075562			
3165,625	1,55656731128693			3165,625	2,75163221359253			
3168,75	1,53415238857269			3168,75	2,78008413314819			
3171,875	1,52194726467133			3171,875	2,78450345993042			
3175	1,50562727451324			3175	2,76165413856506			
3178,125	1,5044686794281			3178,125	2,79195261001587			
3181,25	1,48162996768951			3181,25	2,77840280532837			
3184,375	1,49385178089142			3184,375	2,76889991760254			
3187,5	1,47391760349274			3187,5	2,78152179718018			
3190,625	1,45246696472168			3190,625	2,75656294822693			
3193,75	1,4450147151947			3193,75	2,75939154624939			
3196,875	1,44959080219269			3196,875	2,76745247840881			
3200	1,4393846988678			3200	2,75307321548462			
3203,125	1,44290101528168			3203,125	2,75898718833923			
3206,25	1,41724193096161			3206,25	2,76754331588745			
3209,375	1,41432702541351			3209,375	2,77804899215698			
3212,5	1,40767025947571			3212,5	2,7557110786438			
3215,625	1,40748131275177			3215,625	2,75148701667786			
3218,75	1,41553461551666			3218,75	2,74765181541443			
3221,875	1,38382303714752			3221,875	2,73923110961914			
3225	1,37637758255005			3225	2,73349356651306			
3228,125	1,36381959915161			3228,125	2,75664067268372			
3231,25	1,35405135154724			3231,25	2,74432778358459			
3234,375	1,36136317253113			3234,375	2,76813697814941			
3237,5	1,34867894649506			3237,5	2,74015378952026			
3240,625	1,33609199523926			3240,625	2,75740051269531			
3243,75	1,3175060749054			3243,75	2,75042486190796			
3246,875	1,30118072032928			3246,875	2,7688307762146			
3250	1,31965112686157			3250	2,77304291725159			
3253,125	1,30687391757965			3253,125	2,74272084236145			
3256,25	1,3074597120285			3256,25	2,76317644119263			
3259,375	1,30114662647247			3259,375	2,7687361240387			
3262,5	1,27304792404175			3262,5	2,76525640487671			
3265,625	1,27054119110107			3265,625	2,75377416610718			
3268,75	1,28112018108368			3268,75	2,76943635940552			
3271,875	1,2686311006546			3271,875	2,76881861686707			
3275	1,25495135784149			3275	2,77515840530396			
3278,125	1,26044523715973			3278,125	2,77227020263672			
3281,25	1,26253831386566			3281,25	2,77915024757385			
3284,375	1,25493216514587			3284,375	2,77848029136658			
3287,5	1,2569671869278			3287,5	2,78591775894165			
3290,625	1,2561662197113			3290,625	2,78052067756653			
3293,75	1,24739575386047			3293,75	2,78682255744934			
3296,875	1,22912871837616			3296,875	2,77521538734436			
3300	1,22860765457153			3300	2,77718329429626			
3303,125	1,213702917099			3303,125	2,78290915489197			
3306,25	1,22482192516327			3306,25	2,788010597229			
3309,375	1,22589325904846			3309,375	2,78888916969299			
3312,5	1,21551418304443			3312,5	2,79015946388245			
3315,625	1,2028501033783			3315,625	2,78111433982849			
3318,75	1,18679988384247			3318,75	2,79423689842224			
3321,875	1,18697261810303			3321,875	2,80585169792175			
3325	1,18784081935883			3325	2,79868078231812			
3328,125	1,18162059783936			3328,125	2,79527306556702			
3331,25	1,19512903690338			3331,25	2,80770969390869			
3334,375	1,1744818687439			3334,375	2,79966425895691			
3337,5	1,15525090694427			3337,5	2,79861927032471			
3340,625	1,16935777664185			3340,625	2,80855226516724			
3343,75	1,1734493970871			3343,75	2,79926514625549			
3346,875	1,14792966842651			3346,875	2,8004584312439			
3350	1,136314868927			3350	2,8017590045929			
3353,125	1,14727246761322			3353,125	2,79872679710388			
3356,25	1,14084410667419			3356,25	2,81285190582275			
3359,375	1,13779962062836			3359,375	2,80912661552429			
3362,5	1,13190066814423			3362,5	2,79668378829956			
3365,625	1,14809215068817			3365,625	2,80900430679321			
3368,75	1,13417232036591			3368,75	2,80952024459839			
3371,875	1,12877726554871			3371,875	2,82278895378113			
3375	1,12702071666718			3375	2,82436347007751			
3378,125	1,12918949127197			3378,125	2,81589245796204			
3381,25	1,12901556491852			3381,25	2,82743549346924			
3384,375	1,11234259605408			3384,375	2,82687830924988			
3387,5	1,11646640300751			3387,5	2,82186126708984			
3390,625	1,10499632358551			3390,625	2,82225561141968			
3393,75	1,10597920417786			3393,75	2,82030248641968			
3396,875	1,0885843038559			3396,875	2,82694005966187			
3400	1,06843423843384			3400	2,85856199264526			
3403,125	1,10882580280304			3403,125	2,84399127960205			
3406,25	1,10593914985657			3406,25	2,83067154884338			
3409,375	1,09732007980347			3409,375	2,83127093315125			
3412,5	1,08622419834137			3412,5	2,83418798446655			
3415,625	1,10072755813599			3415,625	2,84581589698792			
3418,75	1,09582078456879			3418,75	2,83855819702148			
3421,875	1,07091176509857			3421,875	2,86712384223938			
3425	1,08207225799561			3425	2,85148167610168			
3428,125	1,09596872329712			3428,125	2,84776759147644			
3431,25	1,08703029155731			3431,25	2,84765911102295			
3434,375	1,0767730474472			3434,375	2,84963321685791			
3437,5	1,0738046169281			3437,5	2,83751344680786			
3440,625	1,07567501068115			3440,625	2,85125660896301			
3443,75	1,09178149700165			3443,75	2,85387587547302			
3446,875	1,0820974111557			3446,875	2,86441397666931			
3450	1,0721241235733			3450	2,85923838615417			
3453,125	1,07083880901337			3453,125	2,85259795188904			
3456,25	1,08077156543732			3456,25	2,86258602142334			
3459,375	1,07653939723969			3459,375	2,86081743240356			
3462,5	1,07029056549072			3462,5	2,8667938709259			
3465,625	1,07119476795197			3465,625	2,85568904876709			
3468,75	1,06045722961426			3468,75	2,85953187942505			
3471,875	1,06672263145447			3471,875	2,85334539413452			
3475	1,07947862148285			3475	2,85425901412964			
3478,125	1,06294107437134			3478,125	2,85586285591125			
3481,25	1,06081771850586			3481,25	2,85385084152222			
3484,375	1,06793642044067			3484,375	2,83777499198914			
3487,5	1,07722675800323			3487,5	2,86240077018738			
3490,625	1,06018602848053			3490,625	2,8533718585968			
3493,75	1,06517446041107			3493,75	2,85199332237244			
3496,875	1,05804026126862			3496,875	2,86436176300049			
3500	1,0589919090271			3500	2,8558943271637			
3503,125	1,07104063034058			3503,125	2,8405454158783			
3506,25	1,05268454551697			3506,25	2,85986733436584			
3509,375	1,09643280506134			3509,375	2,86142325401306			
3512,5	1,09889912605286			3512,5	2,87005996704102			
3515,625	1,08025968074799			3515,625	2,85108256340027			
3518,75	1,06989872455597			3518,75	2,85407543182373			
3521,875	1,06570839881897			3521,875	2,83984565734863			
3525	1,07047832012177			3525	2,85103130340576			
3528,125	1,06835126876831			3528,125	2,84939050674438			
3531,25	1,06844854354858			3531,25	2,83318996429443			
3534,375	1,07363486289978			3534,375	2,8356249332428			
3537,5	1,06342148780823			3537,5	2,82425761222839			
3540,625	1,07721185684204			3540,625	2,8337140083313			
3543,75	1,06614327430725			3543,75	2,84453558921814			
3546,875	1,0731053352356			3546,875	2,85056900978088			
3550	1,07374906539917			3550	2,84416007995605			
3553,125	1,06190776824951			3553,125	2,83354806900024			
3556,25	1,06120610237122			3556,25	2,8343358039856			
3559,375	1,05076253414154			3559,375	2,81497621536255			
3562,5	1,06362116336823			3562,5	2,84099793434143			
3565,625	1,07399237155914			3565,625	2,83106446266174			
3568,75	1,06943726539612			3568,75	2,82428169250488			
3571,875	1,07157337665558			3571,875	2,81673455238342			
3575	1,07103943824768			3575	2,8068573474884			
3578,125	1,07514548301697			3578,125	2,80686950683594			
3581,25	1,07696068286896			3581,25	2,79995226860046			
3584,375	1,08467268943787			3584,375	2,79553294181824			
3587,5	1,07118690013885			3587,5	2,79941940307617			
3590,625	1,07191050052643			3590,625	2,79427289962769			
3593,75	1,07801520824432			3593,75	2,78495359420776			
3596,875	1,07065665721893			3596,875	2,77792382240295			
3600	1,08190608024597			3600	2,75667858123779			
3603,125	1,07292509078979			3603,125	2,78735876083374			
3606,25	1,0678117275238			3606,25	2,77054667472839			
3609,375	1,06940710544586			3609,375	2,7601056098938			
3612,5	1,07190895080566			3612,5	2,76699352264404			
3615,625	1,0706752538681			3615,625	2,75434446334839			
3618,75	1,06042504310608			3618,75	2,75045299530029			
3621,875	1,06360244750977			3621,875	2,77000212669373			
3625	1,07048118114471			3625	2,7472722530365			
3628,125	1,07045722007751			3628,125	2,74950456619263			
3631,25	1,06552636623383			3631,25	2,73891973495483			
3634,375	1,06445133686066			3634,375	2,71961402893066			
3637,5	1,05025112628937			3637,5	2,72443819046021			
3640,625	1,06238520145416			3640,625	2,75561285018921			
3643,75	1,05531549453735			3643,75	2,73778915405273			
3646,875	1,06382501125336			3646,875	2,71970081329346			
3650	1,06716322898865			3650	2,70587968826294			
3653,125	1,06766247749329			3653,125	2,70075798034668			
3656,25	1,06210124492645			3656,25	2,70562219619751			
3659,375	1,06190133094788			3659,375	2,70679879188538			
3662,5	1,053582072258			3662,5	2,69792652130127			
3665,625	1,05754029750824			3665,625	2,68844127655029			
3668,75	1,05635821819305			3668,75	2,67881035804749			
3671,875	1,06332039833069			3671,875	2,67849135398865			
3675	1,04668295383453			3675	2,68573093414307			
3678,125	1,05262923240662			3678,125	2,67064666748047			
3681,25	1,0529021024704			3681,25	2,65996623039246			
3684,375	1,05300211906433			3684,375	2,65893340110779			
3687,5	1,05287671089172			3687,5	2,66053509712219			
3690,625	1,04779493808746			3690,625	2,64567637443542			
3693,75	1,04424452781677			3693,75	2,63679766654968			
3696,875	1,03421556949615			3696,875	2,64427089691162			
3700	1,03210985660553			3700	2,64093637466431			
3703,125	1,03413581848145			3703,125	2,62696671485901			
3706,25	1,03941977024078			3706,25	2,61902546882629			
3709,375	1,02835977077484			3709,375	2,62572503089905			
3712,5	1,03370749950409			3712,5	2,61671781539917			
3715,625	1,0319858789444			3715,625	2,60867500305176			
3718,75	1,00411629676819			3718,75	2,61096525192261			
3721,875	1,01835370063782			3721,875	2,61192107200623			
3725	1,02808463573456			3725	2,59407138824463			
3728,125	1,01157963275909			3728,125	2,5962131023407			
3731,25	1,01549708843231			3731,25	2,59520673751831			
3734,375	0,999062716960907			3734,375	2,58273339271545			
3737,5	0,999859094619751			3737,5	2,5899760723114			
3740,625	0,995349228382111			3740,625	2,57614874839783			
3743,75	0,992273926734924			3743,75	2,5767822265625			
3746,875	0,985273420810699			3746,875	2,58252906799316			
3750	0,983576655387878			3750	2,56550621986389			
3753,125	0,98675936460495			3753,125	2,57061982154846			
3756,25	0,980940639972687			3756,25	2,56208276748657			
3759,375	0,985531151294708			3759,375	2,56308579444885			
3762,5	0,967313408851624			3762,5	2,55752682685852			
3765,625	0,958656072616577			3765,625	2,5589165687561			
3768,75	0,96783322095871			3768,75	2,53899240493774			
3771,875	0,975350856781006			3771,875	2,53388023376465			
3775	0,966131210327148			3775	2,53869676589966			
3778,125	0,96186888217926			3778,125	2,54076242446899			
3781,25	0,956944346427917			3781,25	2,53264355659485			
3784,375	0,955133974552155			3784,375	2,53421783447266			
3787,5	0,940560162067413			3787,5	2,53771615028381			
3790,625	0,929167687892914			3790,625	2,52716541290283			
3793,75	0,92636638879776			3793,75	2,53248715400696			
3796,875	0,929570972919464			3796,875	2,53023767471313			
3800	0,928763270378113			3800	2,51203680038452			
3803,125	0,933278024196625			3803,125	2,51655101776123			
3806,25	0,915171921253204			3806,25	2,51800012588501			
3809,375	0,908237218856812			3809,375	2,5241916179657			
3812,5	0,91048389673233			3812,5	2,51400136947632			
3815,625	0,905206441879272			3815,625	2,50780653953552			
3818,75	0,896712601184845			3818,75	2,50069069862366			
3821,875	0,902877748012543			3821,875	2,51727247238159			
3825	0,89137065410614			3825	2,4915816783905			
3828,125	0,892349779605865			3828,125	2,50479936599731			
3831,25	0,88468062877655			3831,25	2,51070809364319			
3834,375	0,88547146320343			3834,375	2,49456119537354			
3837,5	0,876359403133392			3837,5	2,50302791595459			
3840,625	0,87628036737442			3840,625	2,49366521835327			
3843,75	0,883256435394287			3843,75	2,50174021720886			
3846,875	0,872908413410187			3846,875	2,49768877029419			
3850	0,853365957736969			3850	2,48199367523193			
3853,125	0,867745995521545			3853,125	2,48894572257996			
3856,25	0,856572091579437			3856,25	2,49056005477905			
3859,375	0,851422965526581			3859,375	2,49032711982727			
3862,5	0,850282669067383			3862,5	2,49589920043945			
3865,625	0,859413743019104			3865,625	2,48607301712036			
3868,75	0,839394569396973			3868,75	2,48308634757996			
3871,875	0,854171276092529			3871,875	2,48202204704285			
3875	0,8525430560112			3875	2,486487865448			
3878,125	0,834004461765289			3878,125	2,47763562202454			
3881,25	0,828648507595062			3881,25	2,4836733341217			
3884,375	0,822013199329376			3884,375	2,4865870475769			
3887,5	0,835841655731201			3887,5	2,48096394538879			
3890,625	0,823902785778046			3890,625	2,47929120063782			
3893,75	0,798663437366486			3893,75	2,49516272544861			
3896,875	0,808372974395752			3896,875	2,48674058914185			
3900	0,819353342056274			3900	2,47428584098816			
3903,125	0,807735562324524			3903,125	2,46851110458374			
3906,25	0,806035876274109			3906,25	2,49452185630798			
3909,375	0,787152528762817			3909,375	2,49447894096375			
3912,5	0,778113186359406			3912,5	2,49397468566895			
3915,625	0,790632247924805			3915,625	2,48491406440735			
3918,75	0,790958285331726			3918,75	2,4781014919281			
3921,875	0,783228635787964			3921,875	2,46770548820496			
3925	0,778456628322601			3925	2,48476576805115			
3928,125	0,794389426708221			3928,125	2,49427700042725			
3931,25	0,792066395282745			3931,25	2,47471380233765			
3934,375	0,787157297134399			3934,375	2,47550940513611			
3937,5	0,771065771579742			3937,5	2,48162198066711			
3940,625	0,763439238071442			3940,625	2,49207615852356			
3943,75	0,772451400756836			3943,75	2,4772310256958			
3946,875	0,765366554260254			3946,875	2,4883120059967			
3950	0,761367738246918			3950	2,48652791976929			
3953,125	0,767502188682556			3953,125	2,48835873603821			
3956,25	0,757788062095642			3956,25	2,47855615615845			
3959,375	0,743190348148346			3959,375	2,50076508522034			
3962,5	0,759375810623169			3962,5	2,48980712890625			
3965,625	0,764751791954041			3965,625	2,4839403629303			
3968,75	0,771388828754425			3968,75	2,5020649433136			
3971,875	0,755592167377472			3971,875	2,47688746452332			
3975	0,757168471813202			3975	2,49512434005737			
3978,125	0,74068808555603			3978,125	2,51101636886597			
3981,25	0,748614192008972			3981,25	2,50451564788818			
3984,375	0,764913380146027			3984,375	2,49201393127441			
3987,5	0,75635302066803			3987,5	2,49771642684937			
3990,625	0,743013918399811			3990,625	2,47939348220825			
3993,75	0,77157598733902			3993,75	2,49647426605225			
3996,875	0,747388958930969			3996,875	2,50069952011108			
4000	0,747101247310638			4000	2,4959921836853			
4003,125	0,755853712558746			4003,125	2,48214411735535			
4006,25	0,762985467910767			4006,25	2,50971841812134			
4009,375	0,78583425283432			4009,375	2,50052714347839			
4012,5	0,747755765914917			4012,5	2,50259733200073			
4015,625	0,736119627952576			4015,625	2,50017428398132			
4018,75	0,751160621643066			4018,75	2,49360466003418			
4021,875	0,743220090866089			4021,875	2,48682332038879			
4025	0,733312427997589			4025	2,5071713924408			
4028,125	0,762145221233368			4028,125	2,49263501167297			
4031,25	0,757376253604889			4031,25	2,50201153755188			
4034,375	0,740619540214539			4034,375	2,50005149841309			
4037,5	0,752813518047333			4037,5	2,50177478790283			
4040,625	0,753678441047668			4040,625	2,49762201309204			
4043,75	0,737823188304901			4043,75	2,49960899353027			
4046,875	0,728247582912445			4046,875	2,49775266647339			
4050	0,75013655424118			4050	2,50824284553528			
4053,125	0,759097218513489			4053,125	2,49793457984924			
4056,25	0,753948152065277			4056,25	2,50135493278503			
4059,375	0,751380324363709			4059,375	2,49203681945801			
4062,5	0,744680106639862			4062,5	2,50813317298889			
4065,625	0,748614907264709			4065,625	2,49432492256165			
4068,75	0,753051519393921			4068,75	2,49950742721558			
4071,875	0,753632485866547			4071,875	2,49040246009827			
4075	0,746599197387695			4075	2,49056386947632			
4078,125	0,743980824947357			4078,125	2,50468778610229			
4081,25	0,750603795051575			4081,25	2,49763011932373			
4084,375	0,772940039634705			4084,375	2,4996280670166			
4087,5	0,758559763431549			4087,5	2,48982977867126			
4090,625	0,755577087402344			4090,625	2,49096512794495			
4093,75	0,773758351802826			4093,75	2,47913789749146			
4096,875	0,777680099010468			4096,875	2,49715328216553			
4100	0,762769877910614			4100	2,49380540847778			
4103,125	0,757957935333252			4103,125	2,48339104652405			
4106,25	0,771377861499786			4106,25	2,47727870941162			
4109,375	0,775802612304688			4109,375	2,48965740203857			
4112,5	0,769981265068054			4112,5	2,4758243560791			
4115,625	0,770228922367096			4115,625	2,48839926719666			
4118,75	0,778509795665741			4118,75	2,47438597679138			
4121,875	0,775059640407562			4121,875	2,48361301422119			
4125	0,767121315002441			4125	2,49081659317017			
4128,125	0,783408105373383			4128,125	2,48615050315857			
4131,25	0,78431248664856			4131,25	2,47085738182068			
4134,375	0,785139143466949			4134,375	2,47248291969299			
4137,5	0,784434676170349			4137,5	2,4876856803894			
4140,625	0,775606632232666			4140,625	2,47226977348328			
4143,75	0,792755961418152			4143,75	2,47760677337646			
4146,875	0,782482743263245			4146,875	2,47258806228638			
4150	0,77951717376709			4150	2,47975730895996			
4153,125	0,800332129001617			4153,125	2,47296380996704			
4156,25	0,802068412303925			4156,25	2,46048021316528			
4159,375	0,799166858196259			4159,375	2,44697165489197			
4162,5	0,787939786911011			4162,5	2,46644878387451			
4165,625	0,790832996368408			4165,625	2,46272921562195			
4168,75	0,807228624820709			4168,75	2,44782733917236			
4171,875	0,811481416225433			4171,875	2,4511878490448			
4175	0,812703669071198			4175	2,4599232673645			
4178,125	0,814084649085999			4178,125	2,45295166969299			
4181,25	0,811502277851105			4181,25	2,46084904670715			
4184,375	0,812897682189941			4184,375	2,45466637611389			
4187,5	0,82257342338562			4187,5	2,42820310592651			
4190,625	0,832253038883209			4190,625	2,43276405334473			
4193,75	0,824998557567596			4193,75	2,4404776096344			
4196,875	0,829851150512695			4196,875	2,43378186225891			
4200	0,818697869777679			4200	2,44164395332336			
4203,125	0,822054862976074			4203,125	2,43522596359253			
4206,25	0,834683358669281			4206,25	2,43667030334473			
4209,375	0,821790397167206			4209,375	2,44046187400818			
4212,5	0,818884789943695			4212,5	2,43559765815735			
4215,625	0,825477123260498			4215,625	2,44105315208435			
4218,75	0,836508810520172			4218,75	2,43780708312988			
4221,875	0,833238661289215			4221,875	2,41916513442993			
4225	0,841915786266327			4225	2,42889022827148			
4228,125	0,841211438179016			4228,125	2,41757273674011			
4231,25	0,834107339382172			4231,25	2,43311786651611			
4234,375	0,833498179912567			4234,375	2,42577242851257			
4237,5	0,828795373439789			4237,5	2,4271194934845			
4240,625	0,825894773006439			4240,625	2,42811560630798			
4243,75	0,841379225254059			4243,75	2,42165184020996			
4246,875	0,851159453392029			4246,875	2,42518472671509			
4250	0,837605834007263			4250	2,41874432563782			
4253,125	0,87340247631073			4253,125	2,41707730293274			
4256,25	0,866836428642273			4256,25	2,41467452049255			
4259,375	0,853713035583496			4259,375	2,41281175613403			
4262,5	0,854943096637726			4262,5	2,40289568901062			
4265,625	0,867429435253143			4265,625	2,41358518600464			
4268,75	0,863026142120361			4268,75	2,39556050300598			
4271,875	0,876253664493561			4271,875	2,38162875175476			
4275	0,876171112060547			4275	2,39222955703735			
4278,125	0,865261614322662			4278,125	2,39512729644775			
4281,25	0,871576964855194			4281,25	2,3909752368927			
4284,375	0,880401313304901			4284,375	2,39327239990234			
4287,5	0,89210832118988			4287,5	2,39293360710144			
4290,625	0,886424660682678			4290,625	2,38112473487854			
4293,75	0,898724436759949			4293,75	2,36989617347717			
4296,875	0,890231132507324			4296,875	2,37411212921143			
4300	0,863218307495117			4300	2,36498355865479			
4303,125	0,86569082736969			4303,125	2,37618970870972			
4306,25	0,875052452087402			4306,25	2,3834753036499			
4309,375	0,875201225280762			4309,375	2,36678385734558			
4312,5	0,880230009555817			4312,5	2,37112998962402			
4315,625	0,899294018745422			4315,625	2,37277746200562			
4318,75	0,884642660617828			4318,75	2,35651445388794			
4321,875	0,894063532352448			4321,875	2,37034130096436			
4325	0,898634016513824			4325	2,36883354187012			
4328,125	0,881701588630676			4328,125	2,36421537399292			
4331,25	0,887780487537384			4331,25	2,36313724517822			
4334,375	0,886885464191437			4334,375	2,35897898674011			
4337,5	0,881395995616913			4337,5	2,36631441116333			
4340,625	0,864992201328278			4340,625	2,377760887146			
4343,75	0,899353086948395			4343,75	2,38107585906982			
4346,875	0,898452579975128			4346,875	2,34965896606445			
4350	0,897178947925568			4350	2,34777402877808			
4353,125	0,893822252750397			4353,125	2,36060881614685			
4356,25	0,899250030517578			4356,25	2,36700296401978			
4359,375	0,902521431446075			4359,375	2,34874939918518			
4362,5	0,911112666130066			4362,5	2,35051655769348			
4365,625	0,90418928861618			4365,625	2,34068632125854			
4368,75	0,902233004570007			4368,75	2,34985589981079			
4371,875	0,905235469341278			4371,875	2,34391903877258			
4375	0,92024302482605			4375	2,33805799484253			
4378,125	0,912252008914948			4378,125	2,34073853492737			
4381,25	0,908808887004852			4381,25	2,34499311447144			
4384,375	0,922963976860046			4384,375	2,3239483833313			
4387,5	0,921013534069061			4387,5	2,33870339393616			
4390,625	0,895336210727692			4390,625	2,33944416046143			
4393,75	0,913171529769897			4393,75	2,3312873840332			
4396,875	0,920974135398865			4396,875	2,33464813232422			
4400	0,910152435302734			4400	2,33384466171265			
4403,125	0,878771722316742			4403,125	2,35271549224854			
4406,25	0,911922037601471			4406,25	2,3487491607666			
4409,375	0,912041008472443			4409,375	2,34999299049377			
4412,5	0,918273150920868			4412,5	2,34103345870972			
4415,625	0,918167173862457			4415,625	2,33938813209534			
4418,75	0,935784816741943			4418,75	2,33988165855408			
4421,875	0,927416205406189			4421,875	2,33269453048706			
4425	0,925028145313263			4425	2,31950426101685			
4428,125	0,935289204120636			4428,125	2,33387541770935			
4431,25	0,935528695583344			4431,25	2,32985353469849			
4434,375	0,948627710342407			4434,375	2,33174657821655			
4437,5	0,943278610706329			4437,5	2,3635470867157			
4440,625	0,949098825454712			4440,625	2,341876745224			
4443,75	0,94401878118515			4443,75	2,33513188362122			
4446,875	0,958337068557739			4446,875	2,32578301429749			
4450	0,974466562271118			4450	2,33342885971069			
4453,125	0,982559204101563			4453,125	2,33583688735962			
4456,25	0,97549307346344			4456,25	2,33783364295959			
4459,375	0,973300635814667			4459,375	2,32156014442444			
4462,5	0,976303398609161			4462,5	2,31436824798584			
4465,625	0,966072082519531			4465,625	2,31650686264038			
4468,75	0,978338956832886			4468,75	2,31215476989746			
4471,875	0,977751195430756			4471,875	2,30756402015686			
4475	0,965711295604706			4475	2,31742715835571			
4478,125	0,970562815666199			4478,125	2,30319356918335			
4481,25	0,973124444484711			4481,25	2,30615925788879			
4484,375	0,965087175369263			4484,375	2,2975549697876			
4487,5	0,968651354312897			4487,5	2,30829668045044			
4490,625	0,9659463763237			4490,625	2,30822730064392			
4493,75	0,973503172397614			4493,75	2,31101393699646			
4496,875	0,98166686296463			4496,875	2,30218005180359			
4500	0,964652419090271			4500	2,30839657783508			
4503,125	0,965076208114624			4503,125	2,29888439178467			
4506,25	0,975287318229675			4506,25	2,31001138687134			
4509,375	0,967381715774536			4509,375	2,31102848052979			
4512,5	0,968856513500214			4512,5	2,31035757064819			
4515,625	0,969243109226227			4515,625	2,30855917930603			
4518,75	0,965204298496246			4518,75	2,31291270256042			
4521,875	0,968203604221344			4521,875	2,31416296958923			
4525	0,980915009975433			4525	2,30762314796448			
4528,125	0,980891585350037			4528,125	2,31130313873291			
4531,25	0,983735203742981			4531,25	2,31071186065674			
4534,375	0,981341063976288			4534,375	2,32570457458496			
4537,5	0,977263510227203			4537,5	2,31518173217773			
4540,625	0,982334554195404			4540,625	2,32308650016785			
4543,75	0,979435443878174			4543,75	2,30319929122925			
4546,875	1,00486123561859			4546,875	2,31359887123108			
4550	0,989529252052307			4550	2,30429720878601			
4553,125	0,991710305213928			4553,125	2,30115699768066			
4556,25	0,991697490215302			4556,25	2,30124711990356			
4559,375	0,991902649402618			4559,375	2,30996441841125			
4562,5	0,986378192901611			4562,5	2,32130575180054			
4565,625	0,993212223052979			4565,625	2,31991720199585			
4568,75	0,996287643909454			4568,75	2,31966662406921			
4571,875	0,994631946086884			4571,875	2,30587887763977			
4575	1,00695908069611			4575	2,30817031860352			
4578,125	1,00720024108887			4578,125	2,31229019165039			
4581,25	1,00275444984436			4581,25	2,31099581718445			
4584,375	0,994485318660736			4584,375	2,31179642677307			
4587,5	0,988048672676086			4587,5	2,32014417648315			
4590,625	0,996974647045136			4590,625	2,31925344467163			
4593,75	0,99619859457016			4593,75	2,3165225982666			
4596,875	0,995719969272614			4596,875	2,32149791717529			
4600	0,991686761379242			4600	2,32158470153809			
4603,125	1,00055587291718			4603,125	2,32736945152283			
4606,25	1,0129919052124			4606,25	2,31458687782288			
4609,375	1,01049530506134			4609,375	2,32105755805969			
4612,5	1,01005339622498			4612,5	2,32375931739807			
4615,625	1,00608491897583			4615,625	2,32457423210144			
4618,75	1,01902318000793			4618,75	2,3239278793335			
4621,875	1,00224208831787			4621,875	2,33258676528931			
4625	1,01452684402466			4625	2,33387064933777			
4628,125	1,01681315898895			4628,125	2,33032059669495			
4631,25	1,01415944099426			4631,25	2,3260600566864			
4634,375	1,01709818840027			4634,375	2,32574963569641			
4637,5	1,02122974395752			4637,5	2,32995581626892			
4640,625	1,02251791954041			4640,625	2,32384920120239			
4643,75	1,02236270904541			4643,75	2,33520293235779			
4646,875	1,02168476581573			4646,875	2,33655428886414			
4650	1,03174138069153			4650	2,33209729194641			
4653,125	1,03176403045654			4653,125	2,33813381195068			
4656,25	1,02915906906128			4656,25	2,32600545883179			
4659,375	1,02652263641357			4659,375	2,33119440078735			
4662,5	1,02307558059692			4662,5	2,3359272480011			
4665,625	1,0330171585083			4665,625	2,33798003196716			
4668,75	1,03419351577759			4668,75	2,34018421173096			
4671,875	1,03229928016663			4671,875	2,34070873260498			
4675	1,03172945976257			4675	2,34956884384155			
4678,125	1,03442561626434			4678,125	2,33272576332092			
4681,25	1,04424691200256			4681,25	2,33902382850647			
4684,375	1,03217661380768			4684,375	2,34776401519775			
4687,5	1,03460443019867			4687,5	2,34527254104614			
4690,625	1,03456890583038			4690,625	2,3467264175415			
4693,75	1,03693616390228			4693,75	2,34162878990173			
4696,875	1,03506016731262			4696,875	2,34997868537903			
4700	1,03668487071991			4700	2,35155439376831			
4703,125	1,03964745998383			4703,125	2,35217094421387			
4706,25	1,03686940670013			4706,25	2,34794330596924			
4709,375	1,03303527832031			4709,375	2,34019303321838			
4712,5	1,04197299480438			4712,5	2,35707783699036			
