segment_id,segment_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,validation_rmse,test_rmse,train_mae,validation_mae,test_mae,test_r2,n_rows_used
1,low_100_700,100.0,700.0,sqrt(sqrt(2.9228091 - log10_f)),5,0.0006715528,0.02591434302590256,0.025441209807167037,0.026189196793493942,0.018985703316670266,0.018655863323437417,0.018717430973637175,0.9594774409774498,16000
2,midlow_700_1000,700.0,1000.0,(((log10_sigma * 2.2221413) / log10_f) / log(alpha_infinity - log10_k0_prime)) + (log10_f * -0.36829215),14,0.0011066751,0.033266728492310896,0.03411267847274204,0.03148352830566301,0.024798672212424516,0.025487889596000367,0.023823681650736943,0.8879706792924243,8000
3,midhigh_1000_1300,1000.0,1300.0,((log10_f / (alpha_infinity - log10_k0_prime)) + 0.24730724) - ((log10_sigma * -0.6108497) + log10_f),13,0.0007048889,0.026549743871816387,0.02611366286305802,0.02297771634214014,0.019491521890746353,0.019376266005856038,0.017463607333297423,0.9701953421899167,8000
4,highlow_1300_1650,1300.0,1650.0,(log10_sigma * 0.7428963) + -3.1875556,5,0.0008896025,0.029826220691742705,0.028522693465087994,0.03261316046319824,0.019328429828278825,0.020237832564526208,0.019713128317400873,0.9538121397073079,9000
5,high_1650_2000,1650.0,2000.0,(((log10_sigma + -5.1659675) * -4.051518) / (log10_lambda - alpha_infinity)) - -0.6203525,11,0.0014779848,0.03844457644745363,0.03475083263419468,0.04326257196494021,0.02236993725546955,0.023324266733043237,0.022357770650195355,0.9131487166121858,9000
6,upperlow_2000_3000,2000.0,3000.0,(((log10_sigma * 0.8041929) - 3.9590893) / (0.83691996 / ((log(log(log10_sigma / alpha_infinity)) + 4.4845166) + log10_lambda))) + 0.40430915,19,0.0018726495,0.043274118063361476,0.04416887937458003,0.03890762584105296,0.029593931422918114,0.030708008674080512,0.026515632860443523,0.8815693720913587,26000
7,uppermid_3000_4000,3000.0,4000.0,(-1.1685618 - alpha_infinity) / log10_k0_prime,5,0.0026823902,0.05179179867995701,0.05037501394658202,0.048964925898242834,0.038414894941865466,0.038579558033997687,0.037487989619548134,0.44066967967763027,27000
8,upperhigh_4000_4950,4000.0,4950.0,3.920623 - log10_f,3,0.0018660673,0.04319800155172494,0.04182957654565526,0.04175552014210575,0.032687312783981806,0.031497604961396884,0.030944274605443706,0.18204604648281952,25000
