global_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,validation_rmse,test_rmse,train_mae,validation_mae,test_mae,test_r2,n_rows_used
global_100_4950,100.0,4950.0,log10_f * log(0.68746036 - -0.25588748),6,0.020669183,0.14376783287914388,0.1283531450950748,0.12247152723808488,0.10450676327474526,0.09283689482161683,0.0878507459395212,-0.2561710113393365,38912
