target,target_name,frequency_hz,parameter,base_sample_size,teacher_S1,teacher_ST,teacher_S1_ci_low,teacher_S1_ci_high,teacher_ST_ci_low,teacher_ST_ci_high,mlp_S1,mlp_ST,mlp_minus_teacher_S1,mlp_minus_teacher_ST
re,R_real,520.07874015748,sigma,1024,0.187224628146763,0.25752274428283,0.112716812526888,0.26666805217812,0.234241813374819,0.289757941501367,0.192541570482697,0.26057947489224,0.00531694233593372,0.00305673060941014
re,R_real,520.07874015748,alpha_infinity,1024,0.0767740349475381,0.1054293067995,0.0153185371725673,0.138023555820519,0.0882701701926236,0.129020013954595,0.0727145781797914,0.1033646479367,-0.00405945676774666,-0.00206465886280079
re,R_real,520.07874015748,lambda,1024,0.0297332380921617,0.0725242529253018,-0.0525932194480621,0.105446986973918,0.0567233256350616,0.0889909667071359,0.0278868040477441,0.0710216194991837,-0.00184643404441753,-0.00150263342611813
re,R_real,520.07874015748,lambda_prime,1024,0.0147156264681587,0.0340691152828927,-0.0462878352111198,0.0845921814557191,0.0290159204565307,0.0436516585430859,0.0112015489786561,0.0317147802459988,-0.00351407748950261,-0.00235433503689394
re,R_real,520.07874015748,k0_prime,1024,0.59019215711589,0.63284347111089,0.554260100788664,0.620937842627878,0.581037714401812,0.689617720550877,0.596718164763284,0.633645853975789,0.00652600764739386,0.000802382864899087
re,R_real,558.267716535433,sigma,1024,0.315696501951274,0.388364644918732,0.249510607356226,0.378717865874811,0.357728087680561,0.435676905547639,0.317803119974262,0.392254219790563,0.00210661802298784,0.00388957487183123
re,R_real,558.267716535433,alpha_infinity,1024,0.0684096718951633,0.0984279379284873,0.00417192160566959,0.144954465590297,0.0816890305800795,0.119363865639018,0.0654596974251439,0.0977837712551423,-0.00294997447001943,-0.000644166673345076
re,R_real,558.267716535433,lambda,1024,0.0260312476924882,0.0677082846469208,-0.0622593654379677,0.114859456873044,0.0530653815936543,0.0819790205370408,0.0241818010966292,0.0682538140027365,-0.00184944659585906,0.000545529355815727
re,R_real,558.267716535433,lambda_prime,1024,0.0145117739329048,0.0326358468005148,-0.0487124851729361,0.0906054616466803,0.0277933332201604,0.042015469343636,0.0103978262452908,0.0335026667916168,-0.00411394768761397,0.000866819991101955
re,R_real,558.267716535433,k0_prime,1024,0.472227959574599,0.513941550530762,0.427663808616323,0.522164026676859,0.466500667265443,0.558020541230325,0.472088658101329,0.512354949335476,-0.000139301473270126,-0.00158660119528575
re,R_real,596.456692913386,sigma,1024,0.441412303381964,0.512799983313804,0.373813135004962,0.491545305797708,0.471249192879361,0.566697786814401,0.44019545516019,0.513799360231486,-0.00121684822177348,0.000999376917682149
re,R_real,596.456692913386,alpha_infinity,1024,0.0592204969069067,0.0886743378209301,0.00306337108566912,0.131870505804163,0.0734387834340267,0.106462418533349,0.0573210597818352,0.088588007996141,-0.00189943712507146,-8.63298247890804e-05
re,R_real,596.456692913386,lambda,1024,0.0221477689788427,0.0606282780605878,-0.0670299030252284,0.116643615235327,0.0479595179365348,0.072628213676063,0.0220149552626389,0.0614235079248299,-0.000132813716203883,0.000795229864242158
re,R_real,596.456692913386,lambda_prime,1024,0.0132937162419923,0.0297344662731696,-0.047836038479605,0.0917959564476968,0.0250639997375541,0.0375859784229193,0.0108507839658756,0.0301553890176479,-0.00244293227611669,0.000420922744478282
re,R_real,596.456692913386,k0_prime,1024,0.364769204505109,0.403829309626425,0.318361688204209,0.422336526178896,0.36665063868827,0.441411682732489,0.365924138763082,0.408042177030687,0.00115493425797353,0.00421286740426169
re,R_real,634.645669291339,sigma,1024,0.545017526925268,0.613380017653701,0.482984572362658,0.585590345891074,0.561794988063676,0.675643735611707,0.539945169546576,0.615299793135073,-0.00507235737869149,0.00191977548137179
re,R_real,634.645669291339,alpha_infinity,1024,0.0512052895747874,0.0792467937994312,-0.00747351828529363,0.132231658009845,0.0657639156445868,0.095592170626432,0.0513039383301176,0.0805439447184071,9.86487553301663e-05,0.00129715091897595
re,R_real,634.645669291339,lambda,1024,0.0188247133018493,0.0535196519822167,-0.0689008578471313,0.112535131394662,0.0428584766078094,0.0642657667981022,0.0191306726033917,0.055613867201372,0.000305959301542424,0.00209421521915532
