complexity,loss,equation,score,sympy_format,lambda_format
1,0.0054547605,-0.25393125,0.0,-0.253931250000000,PySRFunction(X=>-0.253931250000000)
3,0.003955329,-0.37154055 / alpha_infinity,0.1607124650230052,-0.37154055/alpha_infinity,PySRFunction(X=>-0.37154055/alpha_infinity)
4,0.0039529074,-0.31240234 / sqrt(alpha_infinity),0.0006124248070497899,-0.31240234/sqrt(alpha_infinity),PySRFunction(X=>-0.31240234/sqrt(alpha_infinity))
5,0.0035580774,(log10_f + -3.539299) / alpha_infinity,0.10523101599222567,(log10_f - 3.539299)/alpha_infinity,PySRFunction(X=>(log10_f - 3.539299)/alpha_infinity)
6,0.0035450466,log(log(sqrt(log10_f + alpha_infinity))),0.003669037628571793,log(log(sqrt(alpha_infinity + log10_f))),PySRFunction(X=>log(log(sqrt(alpha_infinity + log10_f))))
7,0.0031320744,(4.197593 / (log10_lambda - alpha_infinity)) + 0.49883658,0.12385577253703944,0.49883658 + 4.197593/(-alpha_infinity + log10_lambda),PySRFunction(X=>0.49883658 + 4.197593/(-alpha_infinity + log10_lambda))
8,0.003130081,log(log(sqrt(alpha_infinity + (-0.8571778 - log10_lambda)))),0.0006366498242222495,log(log(sqrt(alpha_infinity - log10_lambda - 0.8571778))),PySRFunction(X=>log(log(sqrt(alpha_infinity - log10_lambda - 0.8571778))))
9,0.0025904847,((24.280704 / (log10_lambda - alpha_infinity)) + log10_f) / log10_sigma,0.18921388175191675,(log10_f + 24.280704/(-alpha_infinity + log10_lambda))/log10_sigma,PySRFunction(X=>(log10_f + 24.280704/(-alpha_infinity + log10_lambda))/log10_sigma)
11,0.0025053266,(((20.52342 / (log10_lambda - alpha_infinity)) + -0.6764412) + log10_f) / log10_sigma,0.016712947889919293,(log10_f - 0.6764412 + 20.52342/(-alpha_infinity + log10_lambda))/log10_sigma,PySRFunction(X=>(log10_f - 0.6764412 + 20.52342/(-alpha_infinity + log10_lambda))/log10_sigma)
12,0.0024355236,log10_f + ((9.17802 / ((log10_lambda - alpha_infinity) * sqrt(log10_sigma))) + -2.6610296),0.0282573410601451,log10_f - 2.6610296 + 9.17802/(sqrt(log10_sigma)*(-alpha_infinity + log10_lambda)),PySRFunction(X=>log10_f - 2.6610296 + 9.17802/(sqrt(log10_sigma)*(-alpha_infinity + log10_lambda)))
14,0.002373155,((9.178138 / (sqrt(log10_sigma) * (log10_lambda - alpha_infinity))) + -1.8009192) + (log10_f * 0.728483),0.012970735368206976,0.728483*log10_f - 1.8009192 + 9.178138/(sqrt(log10_sigma)*(-alpha_infinity + log10_lambda)),PySRFunction(X=>0.728483*log10_f - 1.8009192 + 9.178138/(sqrt(log10_sigma)*(-alpha_infinity + log10_lambda)))
16,0.0022572814,log10_f + ((15.777437 / (log10_lambda - sqrt((log10_sigma / 0.26102665) - (log10_k0_prime * alpha_infinity)))) + -1.7787604),0.0250295623211839,log10_f - 1.7787604 + 15.777437/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + 3.83102644883195*log10_sigma)),PySRFunction(X=>log10_f - 1.7787604 + 15.777437/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + 3.83102644883195*log10_sigma)))
18,0.0022223627,((9.444652 / (log10_lambda - sqrt(((log10_sigma - log10_f) * 3.8301468) - (alpha_infinity * log10_k0_prime)))) + log10_f) + -2.2926323,0.007795129810497949,log10_f - 2.2926323 + 9.444652/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime - 3.8301468*log10_f + 3.8301468*log10_sigma)),PySRFunction(X=>log10_f - 2.2926323 + 9.444652/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime - 3.8301468*log10_f + 3.8301468*log10_sigma)))
20,0.0020737725,((11.193648 / (log10_lambda - sqrt(((log10_sigma / alpha_infinity) * (log10_sigma - log10_f)) - (log10_k0_prime * alpha_infinity)))) + log10_f) + -2.0653894,0.034600748423273174,log10_f - 2.0653894 + 11.193648/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + log10_sigma*(-log10_f + log10_sigma)/alpha_infinity)),PySRFunction(X=>log10_f - 2.0653894 + 11.193648/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + log10_sigma*(-log10_f + log10_sigma)/alpha_infinity)))
22,0.0019475465,(log10_f + ((15.92122 / (log10_lambda - sqrt((log10_sigma * ((log10_sigma - log10_f) / alpha_infinity)) - (alpha_infinity * log10_k0_prime)))) + -1.5434686)) * 0.83978367,0.03139951856521857,0.83978367*log10_f - 1.29617972543776 + 13.3703805624774/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + log10_sigma*(-log10_f + log10_sigma)/alpha_infinity)),PySRFunction(X=>0.83978367*log10_f - 1.29617972543776 + 13.3703805624774/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + log10_sigma*(-log10_f + log10_sigma)/alpha_infinity)))
24,0.0019122835,((log10_f + -1.5420876) + (15.911497 / (log10_lambda - sqrt(((log10_sigma * (log10_sigma - (log10_f * 1.1169217))) / alpha_infinity) - (log10_k0_prime * alpha_infinity))))) * 0.7598017,0.009136148773264555,0.7598017*log10_f - 1.17168078002892 + 12.0895824701449/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + log10_sigma*(-1.1169217*log10_f + log10_sigma)/alpha_infinity)),PySRFunction(X=>0.7598017*log10_f - 1.17168078002892 + 12.0895824701449/(log10_lambda - sqrt(-alpha_infinity*log10_k0_prime + log10_sigma*(-1.1169217*log10_f + log10_sigma)/alpha_infinity)))
