complexity,loss,equation,score,sympy_format,lambda_format
1,0.0073540537,-0.32484606,0.0,-0.324846060000000,PySRFunction(X=>-0.324846060000000)
3,0.0055051856,-1.5314677 / log10_sigma,0.1447806002949376,-1.5314677/log10_sigma,PySRFunction(X=>-1.5314677/log10_sigma)
4,0.0030978324,sqrt(log10_sigma) + -2.4897134,0.5749878432987645,sqrt(log10_sigma) - 2.4897134,PySRFunction(X=>sqrt(log10_sigma) - 2.4897134)
5,0.0026658364,(log10_sigma + -5.683411) / log10_f,0.15018478658001852,(log10_sigma - 5.683411)/log10_f,PySRFunction(X=>(log10_sigma - 5.683411)/log10_f)
7,0.0019415164,(log10_sigma + -5.728076) / (alpha_infinity + 1.693666),0.15852426865067054,(log10_sigma - 5.728076)/(alpha_infinity + 1.693666),PySRFunction(X=>(log10_sigma - 5.728076)/(alpha_infinity + 1.693666))
9,0.0017205827,(log10_sigma + -5.747498) / (alpha_infinity + (log10_lambda / -2.3171632)),0.0604031523542267,(log10_sigma - 5.747498)/(alpha_infinity + log10_lambda/(-2.3171632)),PySRFunction(X=>(log10_sigma - 5.747498)/(alpha_infinity + log10_lambda/(-2.3171632)))
10,0.0016520859,(log10_sigma + -5.6767583) / ((log10_lambda / -1.5360519) + log(alpha_infinity)),0.04062434119680589,(log10_sigma - 5.6767583)/(-0.651019669322371*log10_lambda + log(alpha_infinity)),PySRFunction(X=>(log10_sigma - 5.6767583)/(-0.651019669322371*log10_lambda + log(alpha_infinity)))
11,0.0015596524,(log10_sigma + -5.698933) / (log10_lambda / (log(sqrt(alpha_infinity)) + -1.5106599)),0.05757569540520505,(log10_sigma - 5.698933)*(log(sqrt(alpha_infinity)) - 1.5106599)/log10_lambda,PySRFunction(X=>(log10_sigma - 5.698933)*(log(sqrt(alpha_infinity)) - 1.5106599)/log10_lambda)
12,0.0015562081,(log10_sigma + -5.6615486) / (log(alpha_infinity) + ((log10_lambda * -1.136966) - 2.0120103)),0.0022108187467941333,(log10_sigma - 5.6615486)/(-1.136966*log10_lambda + log(alpha_infinity) - 2.0120103),PySRFunction(X=>(log10_sigma - 5.6615486)/(-1.136966*log10_lambda + log(alpha_infinity) - 2.0120103))
13,0.0014536219,(log10_sigma + -6.0271626) / ((log10_sigma + (alpha_infinity + (log10_lambda / -0.54456645))) + -9.470331),0.06819385314439173,(log10_sigma - 6.0271626)/(alpha_infinity + log10_lambda/(-0.54456645) + log10_sigma - 9.470331),PySRFunction(X=>(log10_sigma - 6.0271626)/(alpha_infinity + log10_lambda/(-0.54456645) + log10_sigma - 9.470331))
