lower_hz,upper_hz,saved_a_control_median_rmse,branch_e1_median_rmse,relative_change,maximum_allowed_relative_worsening,passed
700.0,1000.0,0.04400988983553049,0.04552502057079296,0.03442705130425616,0.1,True
1300.0,1650.0,0.02511607909684046,0.026078501923696793,0.03831899171624298,0.1,True
1650.0,2000.0,0.03627153727753544,0.03627153727753544,0.0,0.1,True
