stage,target,branch,validation_rmse,validation_mae,validation_r2,test_rows_accessed,rmse_700_1000,rmse_relative_vs_f1_700_1000,bias_700_1000,rmse_1000_1300,rmse_relative_vs_f1_1000_1300,bias_1000_1300,rmse_1300_1650,rmse_relative_vs_f1_1300_1650,bias_1300_1650,rmse_3000_4000,rmse_relative_vs_f1_3000_4000,bias_3000_4000,rmse_4000_4950,rmse_relative_vs_f1_4000_4950,bias_4000_4950,passes_regional_guardrails,selected_by_validation_rmse
im_stage2_lambda_ablation,im,i2_l0,0.06306685139172807,0.048188303625582116,0.7026619020879316,False,0.06354351840484945,-0.43532077468010144,-0.024570129532254674,0.06748058343862619,-0.32267390978248545,0.013505602481419207,0.07895619295272863,0.07354325289113905,0.053011998872455834,0.06008185644558678,-0.10195466747506476,-0.010432959495618246,0.050068337356625504,0.06871086507708091,-0.01260723053475521,True,True
im_stage2_lambda_ablation,im,i2_l1,0.08125825321899185,0.0635998817382805,0.5063908239682164,False,0.09703875320850541,-0.13766550289721113,-0.024182105749090067,0.07757676448759507,-0.22133502846937692,-0.016157326911312723,0.05896907275180061,-0.19821551908102109,0.01045553009668622,0.0840399585967589,0.25614781280533827,0.004005386744973425,0.05017909079117954,0.07107490201342692,0.018710307794710442,False,False
im_stage2_lambda_ablation,im,i2_l2,0.08849568830871517,0.06831096055223787,0.4145463970240276,False,0.10194927339348438,-0.09402818466901508,0.03894473748409892,0.07654424399136257,-0.23169879586950126,0.0070356611218704715,0.058544072124954175,-0.20399412286576357,0.0028237960399863154,0.08514202361002031,0.27262041201995735,0.0006198232344951517,0.06102703277328677,0.30262470118944584,0.03966460504306757,False,False
