Frequency in Hz	Acrylic_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_92_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_92_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_99_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_92_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_92_HF Sound Reflection Factor continuous Im	
2187,5	-0,40986904501915					2187,5	-0,272205382585526	2187,5	0,0211728475987911					2187,5	-0,183176010847092	2187,5	0,116630271077156					2187,5	0,198813155293465	2187,5	0,254785180091858					2187,5	0,335113763809204	2187,5	-0,446299165487289					2187,5	-0,201323986053467	2187,5	0,0208657551556826					2187,5	-0,0985827594995499	2187,5	0,0583639219403267					2187,5	0,0390157029032707	2187,5	0,0244694575667381					2187,5	0,0592608787119389	
2190,625	-0,412779003381729					2190,625	-0,27358004450798	2190,625	0,0210786946117878					2190,625	-0,183962672948837	2190,625	0,116802483797073					2190,625	0,199426352977753	2190,625	0,255238145589828					2190,625	0,335577219724655	2190,625	-0,444401770830154					2190,625	-0,199613243341446	2190,625	0,0223267208784819					2190,625	-0,0970918610692024	2190,625	0,0593090541660786					2190,625	0,0394492037594318	2190,625	0,0241767708212137					2190,625	0,0584227032959461	
2193,75	-0,414200901985168					2193,75	-0,273977965116501	2193,75	0,0215590205043554					2193,75	-0,184009224176407	2193,75	0,116691917181015					2193,75	0,199326992034912	2193,75	0,254972636699677					2193,75	0,334952026605606	2193,75	-0,44068843126297					2193,75	-0,196580663323402	2193,75	0,0233768746256828					2193,75	-0,095056563615799	2193,75	0,0593922473490238					2193,75	0,0393169261515141	2193,75	0,0233437772840261					2193,75	0,0572624690830708	
2196,875	-0,414627909660339					2196,875	-0,274156719446182	2196,875	0,0214911103248596					2196,875	-0,18402136862278	2196,875	0,116592258214951					2196,875	0,199444442987442	2196,875	0,255040198564529					2196,875	0,335053890943527	2196,875	-0,440503060817719					2196,875	-0,195973515510559	2196,875	0,0245940759778023					2196,875	-0,0941710993647575	2196,875	0,0607522204518318					2196,875	0,0407920405268669	2196,875	0,0247943345457315					2196,875	0,0590585619211197	
2200	-0,415902882814407					2200	-0,27455872297287	2200	0,0212768502533436					2200	-0,184078767895699	2200	0,116284623742104					2200	0,199237689375877	2200	0,254219055175781					2200	0,334390997886658	2200	-0,438081860542297					2200	-0,194074049592018	2200	0,0252679772675037					2200	-0,092719130218029	2200	0,0613154545426369					2200	0,0411539748311043	2200	0,024839224293828					2200	0,0593934506177902	
2203,125	-0,418036043643951					2203,125	-0,275507539510727	2203,125	0,0215553883463144					2203,125	-0,184419617056847	2203,125	0,116638131439686					2203,125	0,199887692928314	2203,125	0,254503399133682					2203,125	0,334852874279022	2203,125	-0,434784412384033					2203,125	-0,191960006952286	2203,125	0,0255504008382559					2203,125	-0,0912189111113548	2203,125	0,061643011868					2203,125	0,0407443754374981	2203,125	0,0239344071596861					2203,125	0,0586117878556252	
2206,25	-0,418884634971619					2206,25	-0,275889664888382	2206,25	0,021936658769846					2206,25	-0,184217870235443	2206,25	0,116659447550774					2206,25	0,20025797188282	2206,25	0,254496514797211					2206,25	0,334644049406052	2206,25	-0,432870119810104					2206,25	-0,190312683582306	2206,25	0,0265579354017973					2206,25	-0,0897581726312637	2206,25	0,0625523030757904					2206,25	0,0412218831479549	2206,25	0,0243241786956787					2206,25	0,0583465620875359	
2209,375	-0,421694189310074					2209,375	-0,277493476867676	2209,375	0,0222107414156199					2209,375	-0,185245111584663	2209,375	0,117118388414383					2209,375	0,201309502124786	2209,375	0,255846738815308					2209,375	0,336646527051926	2209,375	-0,433081924915314					2209,375	-0,189580008387566	2209,375	0,0282926056534052					2209,375	-0,0885211899876595	2209,375	0,0644045919179916					2209,375	0,0427386946976185	2209,375	0,0254753846675158					2209,375	0,0596618205308914	
2212,5	-0,424729317426682					2212,5	-0,278991132974625	2212,5	0,0224178843200207					2212,5	-0,185910105705261	2212,5	0,117567136883736					2212,5	0,201922968029976	2212,5	0,256013810634613					2212,5	0,337274104356766	2212,5	-0,430674940347672					2212,5	-0,18730154633522	2212,5	0,0293194409459829					2212,5	-0,0868333876132965	2212,5	0,0652372241020203					2212,5	0,042900376021862	2212,5	0,0252416078001261					2212,5	0,0594695694744587	
2215,625	-0,424570858478546					2215,625	-0,278587073087692	2215,625	0,0224262401461601					2215,625	-0,18535278737545	2215,625	0,117351733148098					2215,625	0,201569348573685	2215,625	0,255161374807358					2215,625	0,336184412240982	2215,625	-0,428375750780106					2215,625	-0,185605362057686	2215,625	0,0301572363823652					2215,625	-0,0855715721845627	2215,625	0,0658437162637711					2215,625	0,043097972869873	2215,625	0,0257161855697632					2215,625	0,0599068477749825	
2218,75	-0,425612419843674					2218,75	-0,278559535741806	2218,75	0,0226484350860119					2218,75	-0,185078471899033	2218,75	0,117806635797024					2218,75	0,201601758599281	2218,75	0,255075097084045					2218,75	0,336050540208817	2218,75	-0,426055163145065					2218,75	-0,183762714266777	2218,75	0,0307758059352636					2218,75	-0,0842976272106171	2218,75	0,0664785951375961					2218,75	0,0434029102325439	2218,75	0,0259514134377241					2218,75	0,0600257478654385	
2221,875	-0,427576512098312					2221,875	-0,27947273850441	2221,875	0,0226209703832865					2221,875	-0,185694009065628	2221,875	0,117927178740501					2221,875	0,20216466486454	2221,875	0,255593478679657					2221,875	0,336822777986526	2221,875	-0,426237165927887					2221,875	-0,182962462306023	2221,875	0,0321094281971455					2221,875	-0,0833982974290848	2221,875	0,0681760609149933					2221,875	0,0449588783085346	2221,875	0,0269541051238775					2221,875	0,0612384118139744	
2225	-0,430486261844635					2225	-0,280676037073135	2225	0,023201709613204					2225	-0,186022371053696	2225	0,118478000164032					2225	0,203028827905655	2225	0,256034284830093					2225	0,337734937667847	2225	-0,424023419618607					2225	-0,180829972028732	2225	0,0331298820674419					2225	-0,0815387964248657	2225	0,0689178705215454					2225	0,0450107455253601	2225	0,0266078915446997					2225	0,0607429258525372	
2228,125	-0,432587891817093					2228,125	-0,281607359647751	2228,125	0,0232086386531591					2228,125	-0,186271086335182	2228,125	0,118719920516014					2228,125	0,20333169400692	2228,125	0,255851238965988					2228,125	0,337818682193756	2228,125	-0,420907557010651					2228,125	-0,179076388478279	2228,125	0,0335458181798458					2228,125	-0,0798001885414124	2228,125	0,0693170949816704					2228,125	0,044629905372858	2228,125	0,0259171575307846					2228,125	0,0603169314563274	
2231,25	-0,432552069425583					2231,25	-0,281369656324387	2231,25	0,0233842916786671					2231,25	-0,186063900589943	2231,25	0,119036674499512					2231,25	0,203217402100563	2231,25	0,255880624055862					2231,25	0,337687790393829	2231,25	-0,418841183185577					2231,25	-0,177656397223473	2231,25	0,0344504006206989					2231,25	-0,0787523686885834	2231,25	0,0702180191874504					2231,25	0,0451991260051727	2231,25	0,0266635473817587					2231,25	0,0607744827866554	
2234,375	-0,434303432703018					2234,375	-0,281497150659561	2234,375	0,0236646756529808					2234,375	-0,185735940933228	2234,375	0,119204089045525					2234,375	0,202963352203369	2234,375	0,254961490631104					2234,375	0,337125599384308	2234,375	-0,416007816791534					2234,375	-0,175358086824417	2234,375	0,0350471474230289					2234,375	-0,0771710053086281	2234,375	0,0707837492227554					2234,375	0,0452555418014526	2234,375	0,0266177225857973					2234,375	0,0602578669786453	
2237,5	-0,434660166501999					2237,5	-0,281634658575058	2237,5	0,023313831537962					2237,5	-0,185790196061134	2237,5	0,118978805840015					2237,5	0,202806383371353	2237,5	0,254217147827148					2237,5	0,33645436167717	2237,5	-0,413936018943787					2237,5	-0,173650965094566	2237,5	0,0360696837306023					2237,5	-0,0761407539248466	2237,5	0,0716386660933495					2237,5	0,0458681210875511	2237,5	0,0275718234479427					2237,5	0,0608283802866936	
2240,625	-0,43372055888176					2240,625	-0,280819863080978	2240,625	0,0231937263160944					2240,625	-0,184922054409981	2240,625	0,118635267019272					2240,625	0,202087134122849	2240,625	0,252947449684143					2240,625	0,33491262793541	2240,625	-0,410499334335327					2240,625	-0,171446114778519	2240,625	0,0368733331561089					2240,625	-0,0746804028749466	2240,625	0,072127103805542					2240,625	0,046462070196867	2240,625	0,0282105542719364					2240,625	0,0612331666052341	
2243,75	-0,438105136156082					2243,75	-0,282996088266373	2243,75	0,0237338971346617					2243,75	-0,185953557491302	2243,75	0,119663305580616					2243,75	0,203187271952629	2243,75	0,254051595926285					2243,75	0,336558043956757	2243,75	-0,408991783857346					2243,75	-0,169644564390182	2243,75	0,0379041656851768					2243,75	-0,0728052034974098	2243,75	0,0728450268507004					2243,75	0,0461808741092682	2243,75	0,0276065226644278					2243,75	0,0604751594364643	
2246,875	-0,439092606306076					2246,875	-0,283672720193863	2246,875	0,0239522699266672					2246,875	-0,186435595154762	2246,875	0,120133258402348					2246,875	0,203799813985825	2246,875	0,254533916711807					2246,875	0,337757080793381	2246,875	-0,408596217632294					2246,875	-0,16889525949955	2246,875	0,0389768928289413					2246,875	-0,0721021890640259	2246,875	0,0741211697459221					2246,875	0,0469249784946442	2246,875	0,0283586382865906					2246,875	0,0610029734671116	
2250	-0,438621342182159					2250	-0,283409923315048	2250	0,0239637121558189					2250	-0,186017692089081	2250	0,119958885014057					2250	0,203423067927361	2250	0,253828227519989					2250	0,337207645177841	2250	-0,407837510108948					2250	-0,168212547898293	2250	0,0398594625294209					2250	-0,071382187306881	2250	0,075298011302948					2250	0,0478968881070614	2250	0,0294052734971046					2250	0,0622957274317741	
2253,125	-0,443475246429443					2253,125	-0,285355925559998	2253,125	0,024656331166625					2253,125	-0,18676632642746	2253,125	0,121338561177254					2253,125	0,204454615712166	2253,125	0,25479844212532					2253,125	0,338280886411667	2253,125	-0,402874916791916					2253,125	-0,164719045162201	2253,125	0,0407874584197998					2253,125	-0,068782851099968	2253,125	0,0753400102257729					2253,125	0,0468199402093887	2253,125	0,0280693471431732					2253,125	0,0599988363683224	
2256,25	-0,44277748465538					2256,25	-0,285272657871246	2256,25	0,0243642535060644					2256,25	-0,186801105737686	2256,25	0,120997093617916					2256,25	0,204459935426712	2256,25	0,254760146141052					2256,25	0,338220298290253	2256,25	-0,403383046388626					2256,25	-0,16476859152317	2256,25	0,0416318103671074					2256,25	-0,0685561969876289	2256,25	0,0766416788101196					2256,25	0,0483731217682362	2256,25	0,029984587803483					2256,25	0,0620989762246609	
2259,375	-0,443115711212158					2259,375	-0,284649223089218	2259,375	0,024827029556036					2259,375	-0,185831770300865	2259,375	0,121154278516769					2259,375	0,204049870371819	2259,375	0,254094928503037					2259,375	0,337302386760712	2259,375	-0,399987399578094					2259,375	-0,162415504455566	2259,375	0,0420402996242046					2259,375	-0,0671657025814056	2259,375	0,0769431814551353					2259,375	0,0483070537447929	2259,375	0,0299979243427515					2259,375	0,061488151550293	
2262,5	-0,446700423955917					2262,5	-0,286122828722	2262,5	0,0250853896141052					2262,5	-0,186399564146996	2262,5	0,122160539031029					2262,5	0,204993456602097	2262,5	0,254800587892532					2262,5	0,338776379823685	2262,5	-0,398284792900085					2262,5	-0,16044656932354	2262,5	0,0433535762131214					2262,5	-0,065634548664093	2262,5	0,0776318684220314					2262,5	0,0482930839061737	2262,5	0,0299110095947981					2262,5	0,0610732771456242	
2265,625	-0,444009244441986					2265,625	-0,284615218639374	2265,625	0,0244916938245296					2265,625	-0,185725778341293	2265,625	0,121434837579727					2265,625	0,204109475016594	2265,625	0,253666996955872					2265,625	0,337576627731323	2265,625	-0,397057712078094					2265,625	-0,16005565226078	2265,625	0,043996300548315					2265,625	-0,0653172060847282	2265,625	0,078667439520359					2265,625	0,0496921949088573	2265,625	0,0316746979951859					2265,625	0,0631454885005951	
2268,75	-0,449960678815842					2268,75	-0,28699854016304	2268,75	0,0250728968530893					2268,75	-0,186518579721451	2268,75	0,122705444693565					2268,75	0,205117166042328	2268,75	0,254702717065811					2268,75	0,338756114244461	2268,75	-0,392830282449722					2268,75	-0,15633262693882	2268,75	0,0448872968554497					2268,75	-0,0622794628143311	2268,75	0,0784963667392731					2268,75	0,0486237183213234	2268,75	0,0303240772336721					2268,75	0,0607692450284958	
2271,875	-0,447712570428848					2271,875	-0,286028981208801	2271,875	0,0247885510325432					2271,875	-0,185917541384697	2271,875	0,1222308203578					2271,875	0,204312473535538	2271,875	0,253558069467545					2271,875	0,337475717067719	2271,875	-0,392145812511444					2271,875	-0,15604130923748	2271,875	0,0454808548092842					2271,875	-0,0622552819550037	2271,875	0,0796257853507996					2271,875	0,0496609099209309	2271,875	0,0318428091704845					2271,875	0,0624423734843731	
2275	-0,4499192237854					2275	-0,287186533212662	2275	0,0248992685228586					2275	-0,186528816819191	2275	0,122633263468742					2275	0,204798847436905	2275	0,25403368473053					2275	0,338496863842011	2275	-0,390757381916046					2275	-0,154352515935898	2275	0,0465593338012695					2275	-0,0610520914196968	2275	0,0807617753744125					2275	0,0503951460123062	2275	0,0323966927826405					2275	0,0625620409846306	
2278,125	-0,45111557841301					2278,125	-0,28731843829155	2278,125	0,0246548447757959					2278,125	-0,186892658472061	2278,125	0,122238591313362					2278,125	0,204230904579163	2278,125	0,253473430871964					2278,125	0,337538331747055	2278,125	-0,388756185770035					2278,125	-0,152876853942871	2278,125	0,0475306175649166					2278,125	-0,0594664327800274	2278,125	0,08144710958004					2278,125	0,0510838627815247	2278,125	0,0333276689052582					2278,125	0,0629753097891808	
2281,25	-0,453705817461014					2281,25	-0,287744045257568	2281,25	0,0258805677294731					2281,25	-0,186827093362808	2281,25	0,123278558254242					2281,25	0,204239308834076	2281,25	0,253266841173172					2281,25	0,337238192558289	2281,25	-0,384037703275681					2281,25	-0,149427533149719	2281,25	0,0477068349719048					2281,25	-0,0569355301558971	2281,25	0,0806934908032417					2281,25	0,0494905114173889	2281,25	0,0317694097757339					2281,25	0,0602569803595543	
2284,375	-0,455291748046875					2284,375	-0,288932085037231	2284,375	0,0262227933853865					2284,375	-0,186996802687645	2284,375	0,123935401439667					2284,375	0,204774752259254	2284,375	0,253504008054733					2284,375	0,337833762168884	2284,375	-0,381995141506195					2284,375	-0,147668942809105	2284,375	0,0487957000732422					2284,375	-0,055649358779192	2284,375	0,0815195888280869					2284,375	0,0498709678649902	2284,375	0,0319783613085747					2284,375	0,0603763498365879	
2287,5	-0,454159408807755					2287,5	-0,288458079099655	2287,5	0,0259170029312372					2287,5	-0,186623364686966	2287,5	0,123918823897839					2287,5	0,204813316464424	2287,5	0,253432810306549					2287,5	0,337900727987289	2287,5	-0,381385922431946					2287,5	-0,147324085235596	2287,5	0,0496839992702007					2287,5	-0,0557207353413105	2287,5	0,0825930163264275					2287,5	0,0511365868151188	2287,5	0,033218041062355					2287,5	0,0620327778160572	
2290,625	-0,457421481609344					2290,625	-0,290127217769623	2290,625	0,0261135045439005					2290,625	-0,187095791101456	2290,625	0,124701239168644					2290,625	0,205524697899818	2290,625	0,254387974739075					2290,625	0,338862776756287	2290,625	-0,38026425242424					2290,625	-0,145713269710541	2290,625	0,0507194735109806					2290,625	-0,054154135286808	2290,625	0,0831217244267464					2290,625	0,0513874590396881	2290,625	0,0336200743913651					2290,625	0,061827290803194	
2293,75	-0,456809669733047					2293,75	-0,289699077606201	2293,75	0,0255578048527241					2293,75	-0,187020733952522	2293,75	0,124107532203197					2293,75	0,204675137996674	2293,75	0,253716349601746					2293,75	0,337885230779648	2293,75	-0,379340380430222					2293,75	-0,144774824380875	2293,75	0,0518726035952568					2293,75	-0,0530938878655434	2293,75	0,0843882113695145					2293,75	0,0527893714606762	2293,75	0,0350339226424694					2293,75	0,0630941018462181	
2296,875	-0,460807800292969					2296,875	-0,290972054004669	2296,875	0,026677630841732					2296,875	-0,187733545899391	2296,875	0,125447899103165					2296,875	0,205553263425827	2296,875	0,254384279251099					2296,875	0,338995426893234	2296,875	-0,374277710914612					2296,875	-0,141532227396965	2296,875	0,0523438863456249					2296,875	-0,0513803400099278	2296,875	0,0841609016060829					2296,875	0,0516792833805084	2296,875	0,0338754504919052					2296,875	0,0611158646643162	
2300	-0,46029981970787					2300	-0,290837198495865	2300	0,0264529529958963					2300	-0,187073349952698	2300	0,125376641750336					2300	0,205046743154526	2300	0,25394070148468					2300	0,338650196790695	2300	-0,3744837641716					2300	-0,141411349177361	2300	0,052924107760191					2300	-0,0509275905787945	2300	0,0848904028534889					2300	0,0526890382170677	2300	0,0348408035933971					2300	0,0623095147311687	
2303,125	-0,462957680225372					2303,125	-0,291213989257813	2303,125	0,0271494910120964					2303,125	-0,18647275865078	2303,125	0,126010820269585					2303,125	0,20557875931263	2303,125	0,254549324512482					2303,125	0,338849157094955	2303,125	-0,370247215032578					2303,125	-0,138417646288872	2303,125	0,0538243725895882					2303,125	-0,0486810095608234	2303,125	0,0853379219770432					2303,125	0,0525457672774792	2303,125	0,0349347852170467					2303,125	0,0613964274525642	
2306,25	-0,463729411363602					2306,25	-0,29112297296524	2306,25	0,0270619578659534					2306,25	-0,186605304479599	2306,25	0,125702098011971					2306,25	0,205264791846275	2306,25	0,254432111978531					2306,25	0,338810175657272	2306,25	-0,368168860673904					2306,25	-0,136802956461906	2306,25	0,054846677929163					2306,25	-0,0472111068665981	2306,25	0,0860056132078171					2306,25	0,053525447845459	2306,25	0,0356782600283623					2306,25	0,0621171556413174	
2309,375	-0,464940935373306					2309,375	-0,291896104812622	2309,375	0,0269128698855639					2309,375	-0,187022596597672	2309,375	0,12563768029213					2309,375	0,205273702740669	2309,375	0,254028379917145					2309,375	0,338621228933334	2309,375	-0,366724491119385					2309,375	-0,135049641132355	2309,375	0,0556927844882011					2309,375	-0,0461931861937046	2309,375	0,0862695053219795					2309,375	0,053608238697052	2309,375	0,0358083136379719					2309,375	0,0618264563381672	
2312,5	-0,466251343488693					2312,5	-0,292744547128677	2312,5	0,0268337726593018					2312,5	-0,187767311930656	2312,5	0,12570509314537					2312,5	0,205207630991936	2312,5	0,253787785768509					2312,5	0,338241249322891	2312,5	-0,367025941610336					2312,5	-0,134395807981491	2312,5	0,0562807060778141					2312,5	-0,0456529520452023	2312,5	0,0871085152029991					2312,5	0,0542725957930088	2312,5	0,0365244969725609					2312,5	0,0621348917484283	
2315,625	-0,466344684362412					2315,625	-0,29238086938858	2315,625	0,0275025926530361					2315,625	-0,187209755182266	2315,625	0,126454189419746					2315,625	0,205331981182098	2315,625	0,25391012430191					2315,625	0,338159710168839	2315,625	-0,362408727407455					2315,625	-0,13167978823185	2315,625	0,056884441524744					2315,625	-0,0438280291855335	2315,625	0,0872561782598495					2315,625	0,0539595708250999	2315,625	0,0357288420200348					2315,625	0,0608075968921185	
2318,75	-0,465345799922943					2318,75	-0,29142352938652	2318,75	0,0273971892893314					2318,75	-0,186288759112358	2318,75	0,126315265893936					2318,75	0,204766109585762	2318,75	0,253461480140686					2318,75	0,337412685155869	2318,75	-0,358724147081375					2318,75	-0,130179136991501	2318,75	0,0578654147684574					2318,75	-0,0425450429320335	2318,75	0,0875632241368294					2318,75	0,0550602301955223	2318,75	0,036706380546093					2318,75	0,0616756267845631	
2321,875	-0,467147201299667					2321,875	-0,292293608188629	2321,875	0,0273655019700527					2321,875	-0,186827540397644	2321,875	0,126609593629837					2321,875	0,204896435141563	2321,875	0,253559440374374					2321,875	0,337497502565384	2321,875	-0,358283966779709					2321,875	-0,129347994923592	2321,875	0,0585758984088898					2321,875	-0,0417231544852257	2321,875	0,0881808027625084					2321,875	0,0555080063641071	2321,875	0,0373706221580505					2321,875	0,0620662905275822	
2325	-0,470913916826248					2325	-0,294121980667114	2325	0,0280557703226805					2325	-0,187739968299866	2325	0,127506121993065					2325	0,206170603632927	2325	0,255107998847961					2325	0,338904678821564	2325	-0,356643289327621					2325	-0,12720713019371	2325	0,0595445372164249					2325	-0,0395581386983395	2325	0,0889805182814598					2325	0,0555910132825375	2325	0,0372468531131744					2325	0,0609111785888672	
2328,125	-0,470926284790039					2328,125	-0,29418733716011	2328,125	0,0281304195523262					2328,125	-0,187981143593788	2328,125	0,127259194850922					2328,125	0,206221178174019	2328,125	0,255038470029831					2328,125	0,339069843292236	2328,125	-0,356321185827255					2328,125	-0,127000823616982	2328,125	0,0604556724429131					2328,125	-0,0394903346896172	2328,125	0,0898755639791489					2328,125	0,0568596161901951	2328,125	0,0384342931210995					2328,125	0,0622730143368244	
2331,25	-0,472777932882309					2331,25	-0,294838219881058	2331,25	0,0285310242325068					2331,25	-0,18810872733593	2331,25	0,127592876553535					2331,25	0,206549599766731	2331,25	0,25524315237999					2331,25	0,339315384626389	2331,25	-0,354312479496002					2331,25	-0,125119984149933	2331,25	0,0612767823040485					2331,25	-0,03806047514081	2331,25	0,0903814733028412					2331,25	0,0571443848311901	2331,25	0,0382803678512573					2331,25	0,062149602919817	
2334,375	-0,471782743930817					2334,375	-0,293630391359329	2334,375	0,028691379353404					2334,375	-0,187180742621422	2334,375	0,127590015530586					2334,375	0,206173717975616	2334,375	0,25493723154068					2334,375	0,338400095701218	2334,375	-0,349798172712326					2334,375	-0,122748099267483	2334,375	0,0619205981492996					2334,375	-0,0364866480231285	2334,375	0,0910658538341522					2334,375	0,0576094277203083	2334,375	0,0386834293603897					2334,375	0,0624766200780869	
2337,5	-0,473729699850082					2337,5	-0,293971091508865	2337,5	0,0291526671499014					2337,5	-0,187064900994301	2337,5	0,127939686179161					2337,5	0,206446751952171	2337,5	0,254962503910065					2337,5	0,33810767531395	2337,5	-0,347486466169357					2337,5	-0,120415337383747	2337,5	0,0624753348529339					2337,5	-0,0350543186068535	2337,5	0,0910414755344391					2337,5	0,0570740327239037	2337,5	0,0381288193166256					2337,5	0,0612832084298134	
2340,625	-0,474942803382874					2340,625	-0,294584006071091	2340,625	0,0287177730351686					2340,625	-0,187950506806374	2340,625	0,12757520377636					2340,625	0,206653103232384	2340,625	0,255394995212555					2340,625	0,338744819164276	2340,625	-0,348483771085739					2340,625	-0,120355330407619	2340,625	0,0635343715548515					2340,625	-0,0348632372915745	2340,625	0,092201292514801					2340,625	0,0585910528898239	2340,625	0,0398067720234394					2340,625	0,0629724115133286	
2343,75	-0,480083465576172					2343,75	-0,297621101140976	2343,75	0,0288294665515423					2343,75	-0,189482733607292	2343,75	0,128411486744881					2343,75	0,20793305337429	2343,75	0,25682720541954					2343,75	0,340776711702347	2343,75	-0,348231285810471					2343,75	-0,119108185172081	2343,75	0,0650679990649223					2343,75	-0,0332208871841431	2343,75	0,093781903386116					2343,75	0,0598506927490234	2343,75	0,0403370894491673					2343,75	0,0628950744867325	
2346,875	-0,478210687637329					2346,875	-0,296192556619644	2346,875	0,0295565668493509					2346,875	-0,187886476516724	2346,875	0,128736570477486					2346,875	0,207864046096802	2346,875	0,256301164627075					2346,875	0,339553564786911	2346,875	-0,343474805355072					2346,875	-0,116440713405609	2346,875	0,0650305300951004					2346,875	-0,0318224616348743	2346,875	0,093593455851078					2346,875	0,0591485239565372	2346,875	0,0394403673708439					2346,875	0,0617112554609776	
2350	-0,478661924600601					2350	-0,296570181846619	2350	0,0292885210365057					2350	-0,18809749186039	2350	0,128642559051514					2350	0,207855358719826	2350	0,256528943777084					2350	0,339691996574402	2350	-0,34309333562851					2350	-0,115695632994175	2350	0,0661858841776848					2350	-0,0308933351188898	2350	0,0945861414074898					2350	0,0603412687778473	2350	0,0407201312482357					2350	0,0630304217338562	
2353,125	-0,481545567512512					2353,125	-0,296873718500137	2353,125	0,0296884439885616					2353,125	-0,188034027814865	2353,125	0,129029870033264					2353,125	0,208014905452728	2353,125	0,256357252597809					2353,125	0,339140772819519	2353,125	-0,33829066157341					2353,125	-0,112427905201912	2353,125	0,06644057482481					2353,125	-0,0285313930362463	2353,125	0,0942437797784805					2353,125	0,0595595203340054	2353,125	0,0396528095006943					2353,125	0,0613508708775043	
2356,25	-0,481355607509613					2356,25	-0,29615718126297	2356,25	0,0299917552620173					2356,25	-0,187695994973183	2356,25	0,128849640488625					2356,25	0,208095341920853	2356,25	0,256260812282562					2356,25	0,338689535856247	2356,25	-0,336456120014191					2356,25	-0,111321300268173	2356,25	0,0671604871749878					2356,25	-0,0276796780526638	2356,25	0,0948384180665016					2356,25	0,0602928064763546	2356,25	0,0405050776898861					2356,25	0,0617190189659595	
2359,375	-0,484237819910049					2359,375	-0,298001676797867	2359,375	0,029991589486599					2359,375	-0,188784226775169	2359,375	0,129294574260712					2359,375	0,209080621600151	2359,375	0,257436156272888					2359,375	0,34017887711525	2359,375	-0,33741083741188					2359,375	-0,110764518380165	2359,375	0,0687352046370506					2359,375	-0,0268547590821981	2359,375	0,0961258262395859					2359,375	0,0612458884716034	2359,375	0,0413611605763435					2359,375	0,0625372305512428	
2362,5	-0,484153270721436					2362,5	-0,297475904226303	2362,5	0,0301287565380335					2362,5	-0,188406929373741	2362,5	0,12917098402977					2362,5	0,208617806434631	2362,5	0,256603121757507					2362,5	0,338917404413223	2362,5	-0,332848429679871					2362,5	-0,108359225094318	2362,5	0,0691041871905327					2362,5	-0,0254765972495079	2362,5	0,096308596432209					2362,5	0,0611722432076931	2362,5	0,0412340946495533					2362,5	0,0623613074421883	
2365,625	-0,482310742139816					2365,625	-0,295770883560181	2365,625	0,0305302198976278					2365,625	-0,186826974153519	2365,625	0,129347577691078					2365,625	0,207978412508965	2365,625	0,255440473556519					2365,625	0,337402135133743	2365,625	-0,328148156404495					2365,625	-0,105956815183163	2365,625	0,0690254643559456					2365,625	-0,0242167431861162	2365,625	0,0959134474396706					2365,625	0,06068105250597	2365,625	0,0409599579870701					2365,625	0,061236497014761	
2368,75	-0,486432135105133					2368,75	-0,298411101102829	2368,75	0,0309150386601686					2368,75	-0,188116520643234	2368,75	0,130346968770027					2368,75	0,209827810525894	2368,75	0,257397294044495					2368,75	0,340069860219955	2368,75	-0,329151123762131					2368,75	-0,104873672127724	2368,75	0,0711506754159927					2368,75	-0,0225454363971949	2368,75	0,0978154391050339					2368,75	0,0621981732547283	2368,75	0,041888315230608					2368,75	0,0622698776423931	
