Frequency in Hz	Acrylic_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_92_LF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_92_HF Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_99_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_92_LF Sound Reflection Factor continuous Im	Frequency in Hz	Acrylic_92_HF Sound Reflection Factor continuous Im	
1334,375	0,211618155241013	878,125	0,507220149040222	878,125	0,428681015968323	1334,375	0,125417336821556	1334,375	0,126522943377495	878,125	0,361362338066101	878,125	0,375967293977737	1334,375	0,0842482596635818	1334,375	0,171395972371101	878,125	0,368095964193344	878,125	0,380670964717865	1334,375	0,193649366497993	1334,375	0,216735199093819	878,125	0,383728623390198	878,125	0,411081612110138	1334,375	0,308022886514664	1334,375	-0,736028492450714	878,125	-0,68434339761734	878,125	-0,644050478935242	1334,375	-0,58826357126236	1334,375	-0,324604511260986	878,125	-0,576992571353912	878,125	-0,627975583076477	1334,375	-0,497254937887192	1334,375	-0,232621520757675	878,125	-0,443074852228165	878,125	-0,413555890321732	1334,375	-0,188402831554413	1334,375	-0,16524600982666	878,125	-0,3769770860672	878,125	-0,300948083400726	1334,375	-0,225275620818138	
1337,5	0,207495644688606	881,25	0,506138741970062	881,25	0,427157372236252	1337,5	0,12231407314539	1337,5	0,125089526176453	881,25	0,354673445224762	881,25	0,37388688325882	1337,5	0,0814451351761818	1337,5	0,171019658446312	881,25	0,366863638162613	881,25	0,379879087209702	1337,5	0,192903056740761	1337,5	0,216701611876488	881,25	0,383158266544342	881,25	0,410370588302612	1337,5	0,300401628017426	1337,5	-0,736463606357574	881,25	-0,688944101333618	881,25	-0,648205935955048	1337,5	-0,587971329689026	1337,5	-0,323123008012772	881,25	-0,580149292945862	881,25	-0,631165564060211	1337,5	-0,496540099382401	1337,5	-0,231535270810127	881,25	-0,445684522390366	881,25	-0,416203737258911	1337,5	-0,186966493725777	1337,5	-0,164701268076897	881,25	-0,379172801971436	881,25	-0,302757024765015	1337,5	-0,227053537964821	
1340,625	0,206104531884193					1340,625	0,12047440558672	1340,625	0,1243055164814					1340,625	0,0803396180272102	1340,625	0,171268865466118					1340,625	0,192391350865364	1340,625	0,217126861214638					1340,625	0,292416274547577	1340,625	-0,736106932163239					1340,625	-0,586715936660767	1340,625	-0,321197211742401					1340,625	-0,494996845722198	1340,625	-0,229353174567223					1340,625	-0,18440580368042	1340,625	-0,163303837180138					1340,625	-0,229273334145546	
1343,75	0,20570632815361					1343,75	0,12027545273304	1343,75	0,123807363212109					1343,75	0,0798852294683456	1343,75	0,171371683478355					1343,75	0,192663192749023	1343,75	0,217557102441788					1343,75	0,285694122314453	1343,75	-0,737067699432373					1343,75	-0,586483240127563	1343,75	-0,320147216320038					1343,75	-0,494591683149338	1343,75	-0,228091925382614					1343,75	-0,182169869542122	1343,75	-0,162334069609642					1343,75	-0,230952441692352	
1346,875	0,200426623225212					1346,875	0,116480760276318	1346,875	0,122280210256577					1346,875	0,0764495059847832	1346,875	0,170876204967499					1346,875	0,19252373278141	1346,875	0,217527315020561					1346,875	0,27502229809761	1346,875	-0,737671494483948					1346,875	-0,586036741733551	1346,875	-0,318926781415939					1346,875	-0,494098752737045	1346,875	-0,227720007300377					1346,875	-0,180562347173691	1346,875	-0,161766961216927					1346,875	-0,230022147297859	
1350	0,196541979908943					1350	0,113522432744503	1350	0,121457636356354					1350	0,0746982619166374	1350	0,171068072319031					1350	0,192666158080101	1350	0,217194631695747					1350	0,264352738857269	1350	-0,734347581863403					1350	-0,582373440265656	1350	-0,315715134143829					1350	-0,490155518054962	1350	-0,225425511598587					1350	-0,177985996007919	1350	-0,159932374954224					1350	-0,225742056965828	
1353,125	0,19437101483345					1353,125	0,111285962164402	1353,125	0,119963571429253					1353,125	0,0724958851933479	1353,125	0,170768201351166					1353,125	0,192269518971443	1353,125	0,216531366109848					1353,125	0,255113571882248	1353,125	-0,73662668466568					1353,125	-0,583578169345856	1353,125	-0,315098941326141					1353,125	-0,490607708692551	1353,125	-0,225218206644058					1353,125	-0,176476895809174	1353,125	-0,15959458053112					1353,125	-0,226824924349785	
1356,25	0,192695587873459					1356,25	0,109509244561195	1356,25	0,118425734341145					1356,25	0,0703570321202278	1356,25	0,17039780318737					1356,25	0,192008003592491	1356,25	0,216091871261597					1356,25	0,245731264352798	1356,25	-0,740309357643127					1356,25	-0,586143612861633	1356,25	-0,315678596496582					1356,25	-0,492328822612762	1356,25	-0,225132346153259					1356,25	-0,175751522183418	1356,25	-0,160054907202721					1356,25	-0,228822767734528	
1359,375	0,190344616770744					1359,375	0,107746936380863	1359,375	0,117885760962963					1359,375	0,0690400823950768	1359,375	0,170572564005852					1359,375	0,192495912313461	1359,375	0,215559422969818					1359,375	0,234652236104012	1359,375	-0,739395797252655					1359,375	-0,584582090377808	1359,375	-0,31339755654335					1359,375	-0,490231394767761	1359,375	-0,223242372274399					1359,375	-0,173375502228737	1359,375	-0,158196955919266					1359,375	-0,223358169198036	
1362,5	0,189000219106674					1362,5	0,106767810881138	1362,5	0,117921240627766					1362,5	0,0685422047972679	1362,5	0,170988023281097					1362,5	0,19369475543499	1362,5	0,215345531702042					1362,5	0,226837605237961	1362,5	-0,737794578075409					1362,5	-0,58307957649231	1362,5	-0,311529487371445					1362,5	-0,488460958003998	1362,5	-0,221406608819962					1362,5	-0,171480804681778	1362,5	-0,156294420361519					1362,5	-0,216361343860626	
1365,625	0,185180440545082					1365,625	0,102800101041794	1365,625	0,115777932107449					1365,625	0,0651913061738014	1365,625	0,1713887155056					1365,625	0,194548368453979	1365,625	0,215210348367691					1365,625	0,211688548326492	1365,625	-0,743472814559937					1365,625	-0,585821568965912	1365,625	-0,311979174613953					1365,625	-0,490108698606491	1365,625	-0,221659332513809					1365,625	-0,17072020471096	1365,625	-0,156240522861481					1365,625	-0,212032034993172	
1368,75	0,181489080190659					1368,75	0,101080432534218	1368,75	0,115654349327087					1368,75	0,0641762092709541	1368,75	0,171501278877258					1368,75	0,194899439811707	1368,75	0,214342355728149					1368,75	0,206681445240974	1368,75	-0,737845778465271					1368,75	-0,580451607704163	1368,75	-0,307931512594223					1368,75	-0,485276192426682	1368,75	-0,219692945480347					1368,75	-0,168910652399063	1368,75	-0,154078796505928					1368,75	-0,19769823551178	
1371,875	0,180898293852806					1371,875	0,10144554823637	1371,875	0,11643847823143					1371,875	0,0648185759782791	1371,875	0,171957418322563					1371,875	0,195798024535179	1371,875	0,21457277238369					1371,875	0,204055562615395	1371,875	-0,732849895954132					1371,875	-0,576097011566162	1371,875	-0,304463893175125					1371,875	-0,481166005134583	1371,875	-0,217073172330856					1371,875	-0,166766181588173	1371,875	-0,150859698653221					1371,875	-0,185813963413239	
1375	0,176781490445137					1375	0,0976134464144707	1375	0,114450305700302					1375	0,0615980848670006	1375	0,171020850539207					1375	0,195528283715248	1375	0,213506385684013					1375	0,195060282945633	1375	-0,734498381614685					1375	-0,57655280828476	1375	-0,30368384718895					1375	-0,481010109186172	1375	-0,216706588864326					1375	-0,166330397129059	1375	-0,149635285139084					1375	-0,176329523324966	
1378,125	0,174756243824959					1378,125	0,0955325365066528	1378,125	0,11348869651556					1378,125	0,0596600435674191	1378,125	0,171243295073509					1378,125	0,195581927895546	1378,125	0,213070333003998					1378,125	0,187919542193413	1378,125	-0,737142205238342					1378,125	-0,578063011169434	1378,125	-0,303621083498001					1378,125	-0,481775760650635	1378,125	-0,216686502099037					1378,125	-0,166095077991486	1378,125	-0,149030059576035					1378,125	-0,167741328477859	
1381,25	0,171001046895981					1381,25	0,092506043612957	1381,25	0,111975990235806					1381,25	0,0569537319242954	1381,25	0,170875117182732					1381,25	0,195222645998001	1381,25	0,212438657879829					1381,25	0,183449894189835	1381,25	-0,736963212490082					1381,25	-0,576790571212769	1381,25	-0,301654875278473					1381,25	-0,479996651411057	1381,25	-0,215427652001381					1381,25	-0,165156856179237	1381,25	-0,146902948617935					1381,25	-0,155546814203262	
1384,375	0,168809741735458					1384,375	0,0909973829984665	1384,375	0,111678451299667					1384,375	0,0562261641025543	1384,375	0,171012669801712					1384,375	0,195421442389488	1384,375	0,212582558393478					1384,375	0,182887077331543	1384,375	-0,735150098800659					1384,375	-0,574932038784027	1384,375	-0,299570232629776					1384,375	-0,478001058101654	1384,375	-0,214131727814674					1384,375	-0,163950771093369	1384,375	-0,145042330026627					1384,375	-0,143570691347122	
1387,5	0,167087599635124					1387,5	0,0893633216619492	1387,5	0,111220054328442					1387,5	0,0550977513194084	1387,5	0,17132331430912					1387,5	0,195450022816658	1387,5	0,212648019194603					1387,5	0,18129064142704	1387,5	-0,735477209091187					1387,5	-0,574691593647003	1387,5	-0,298365861177444					1387,5	-0,4771708548069	1387,5	-0,21350309252739					1387,5	-0,162856951355934	1387,5	-0,143562152981758					1387,5	-0,132428929209709	
1390,625	0,16446740925312					1390,625	0,0873301699757576	1390,625	0,110716231167316					1390,625	0,0536796525120735	1390,625	0,17137223482132					1390,625	0,195097133517265	1390,625	0,212495043873787					1390,625	0,182077005505562	1390,625	-0,734334051609039					1390,625	-0,57281631231308	1390,625	-0,296288758516312					1390,625	-0,4750756919384	1390,625	-0,212520524859428					1390,625	-0,161193042993546	1390,625	-0,141682088375092					1390,625	-0,120589472353458	
1393,75	0,163164541125298					1393,75	0,0863457545638084	1393,75	0,110579021275043					1393,75	0,0530277378857136	1393,75	0,171821385622025					1393,75	0,195409715175629	1393,75	0,212287932634354					1393,75	0,182926908135414	1393,75	-0,734753131866455					1393,75	-0,572493851184845	1393,75	-0,295039623975754					1393,75	-0,474353790283203	1393,75	-0,21186363697052					1393,75	-0,160207584500313	1393,75	-0,140045344829559					1393,75	-0,110632248222828	
1396,875	0,159771591424942					1396,875	0,0839935466647148	1396,875	0,109675467014313					1396,875	0,0510233044624329	1396,875	0,171490505337715					1396,875	0,195413872599602	1396,875	0,211660996079445					1396,875	0,185824856162071	1396,875	-0,734379470348358					1396,875	-0,571463048458099	1396,875	-0,293552845716476					1396,875	-0,473127454519272	1396,875	-0,211228847503662					1396,875	-0,15926855802536	1396,875	-0,138780444860458					1396,875	-0,100599750876427	
1400	0,157142579555511					1400	0,0813334509730339	1400	0,108591921627522					1400	0,0488311275839806	1400	0,171427100896835					1400	0,195263966917992	1400	0,2114267796278					1400	0,187036111950874	1400	-0,736286163330078					1400	-0,57219535112381	1400	-0,293039351701736					1400	-0,473450690507889	1400	-0,210940256714821					1400	-0,158561915159225	1400	-0,137441515922546					1400	-0,0906303226947784	
1403,125	0,15399344265461					1403,125	0,0790163353085518	1403,125	0,108138561248779					1403,125	0,0471174642443657	1403,125	0,171227753162384					1403,125	0,195212990045547	1403,125	0,211055040359497					1403,125	0,191504314541817	1403,125	-0,734763503074646					1403,125	-0,570030868053436	1403,125	-0,290722072124481					1403,125	-0,470787048339844	1403,125	-0,209675624966621					1403,125	-0,156659409403801	1403,125	-0,135198354721069					1403,125	-0,0814713090658188	
1406,25	0,15218186378479					1406,25	0,0775160491466522	1406,25	0,107780382037163					1406,25	0,0460419543087482	1406,25	0,171459078788757					1406,25	0,19543120265007	1406,25	0,21071058511734					1406,25	0,196014732122421	1406,25	-0,733489513397217					1406,25	-0,568446636199951	1406,25	-0,28879788517952					1406,25	-0,468874216079712	1406,25	-0,208534628152847					1406,25	-0,154945284128189	1406,25	-0,133163809776306					1406,25	-0,0744773894548416	
1409,375	0,147517949342728					1409,375	0,0737396031618118	1409,375	0,10614313185215					1409,375	0,0430269688367844	1409,375	0,170997008681297					1409,375	0,194903314113617	1409,375	0,209754601120949					1409,375	0,201236918568611	1409,375	-0,732876896858215					1409,375	-0,567228496074677	1409,375	-0,286964505910873					1409,375	-0,467190146446228	1409,375	-0,207649141550064					1409,375	-0,153706088662148	1409,375	-0,130681708455086					1409,375	-0,0668781623244286	
1412,5	0,148259252309799					1412,5	0,073994979262352	1412,5	0,106479331851006					1412,5	0,0433552376925945	1412,5	0,171710669994354					1412,5	0,195717453956604	1412,5	0,20979830622673					1412,5	0,204305440187454	1412,5	-0,734794437885284					1412,5	-0,568141639232636	1412,5	-0,286663383245468					1412,5	-0,467738062143326	1412,5	-0,207589566707611					1412,5	-0,152935892343521	1412,5	-0,128913313150406					1412,5	-0,0611692257225513	
1415,625	0,144980192184448					1415,625	0,0712931603193283	1415,625	0,105551518499851					1415,625	0,0415034368634224	1415,625	0,171489030122757					1415,625	0,195650309324265	1415,625	0,209598571062088					1415,625	0,20951384305954	1415,625	-0,734575629234314					1415,625	-0,567015528678894	1415,625	-0,285313218832016					1415,625	-0,466261565685272	1415,625	-0,207268044352531					1415,625	-0,151949390769005	1415,625	-0,126650050282478					1415,625	-0,0551602393388748	
1418,75	0,139860689640045					1418,75	0,0674479901790619	1418,75	0,103913716971874					1418,75	0,0383054725825787	1418,75	0,171020582318306					1418,75	0,195291340351105	1418,75	0,20908622443676					1418,75	0,21554896235466	1418,75	-0,735166966915131					1418,75	-0,566577076911926	1418,75	-0,283875197172165					1418,75	-0,465160459280014	1418,75	-0,207047402858734					1418,75	-0,151047617197037	1418,75	-0,123866595327854					1418,75	-0,0488941706717014	
1421,875	0,139668345451355					1421,875	0,0667237713932991	1421,875	0,103515319526196					1421,875	0,0375352539122105	1421,875	0,171594202518463					1421,875	0,195624962449074	1421,875	0,209434539079666					1421,875	0,219075754284859	1421,875	-0,738600432872772					1421,875	-0,569067478179932	1421,875	-0,284394830465317					1421,875	-0,46672648191452	1421,875	-0,207761272788048					1421,875	-0,150781199336052	1421,875	-0,12211798876524					1421,875	-0,0445994734764099	
1425	0,13741098344326					1425	0,065267875790596	1425	0,103305570781231					1425	0,0368653759360313	1425	0,170949220657349					1425	0,195493087172508	1425	0,210239395499229					1425	0,224178537726402	1425	-0,735256552696228					1425	-0,565537393093109	1425	-0,281932532787323					1425	-0,463716447353363	1425	-0,206375271081924					1425	-0,149080753326416	1425	-0,11951094865799					1425	-0,042533989995718	
1428,125	0,134120345115662					1428,125	0,062585212290287	1428,125	0,102667830884457					1428,125	0,0353188812732697	1428,125	0,170268103480339					1428,125	0,195215836167336	1428,125	0,21118475496769					1428,125	0,229832142591476	1428,125	-0,731513440608978					1428,125	-0,561877191066742	1428,125	-0,27925705909729					1428,125	-0,460244506597519	1428,125	-0,205252632498741					1428,125	-0,147139012813568	1428,125	-0,116954915225506					1428,125	-0,0402035005390644	
1431,25	0,132352828979492					1431,25	0,0611074082553387	1431,25	0,102305300533772					1431,25	0,0340584926307201	1431,25	0,170246720314026					1431,25	0,195122793316841	1431,25	0,212195128202438					1431,25	0,233910888433456	1431,25	-0,731611311435699					1431,25	-0,561476290225983	1431,25	-0,278091549873352					1431,25	-0,459523677825928	1431,25	-0,205075427889824					1431,25	-0,146022945642471	1431,25	-0,114620514214039					1431,25	-0,0372865125536919	
1434,375	0,128114283084869					1434,375	0,0574800781905651	1434,375	0,100929908454418					1434,375	0,0315302535891533	1434,375	0,169543996453285					1434,375	0,1947241127491	1434,375	0,212623998522758					1434,375	0,238393574953079	1434,375	-0,732890486717224					1434,375	-0,561118364334106	1434,375	-0,276873052120209					1434,375	-0,458786636590958	1434,375	-0,20531302690506					1434,375	-0,145271196961403	1434,375	-0,112533710896969					1434,375	-0,0342096611857414	
1437,5	0,127436101436615					1437,5	0,0573251433670521	1437,5	0,101257607340813					1437,5	0,0313473418354988	1437,5	0,169820070266724					1437,5	0,195209592580795	1437,5	0,213571697473526					1437,5	0,241379663348198	1437,5	-0,731575429439545					1437,5	-0,55953586101532	1437,5	-0,275264739990234					1437,5	-0,457000344991684	1437,5	-0,204468965530396					1437,5	-0,143779173493385	1437,5	-0,110524550080299					1437,5	-0,0318329259753227	
1440,625	0,124204032123089					1440,625	0,0547200217843056	1440,625	0,100411832332611					1440,625	0,0292824078351259	1440,625	0,169111773371696					1440,625	0,195209369063377	1440,625	0,214374750852585					1440,625	0,245614156126976	1440,625	-0,732227385044098					1440,625	-0,559133887290955	1440,625	-0,274123281240463					1440,625	-0,456336438655853	1440,625	-0,204836025834084					1440,625	-0,142702355980873	1440,625	-0,1085409745574					1440,625	-0,0294447913765907	
1443,75	0,121769696474075					1443,75	0,0521379821002483	1443,75	0,0993419215083122					1443,75	0,0274458322674036	1443,75	0,168471559882164					1443,75	0,195118218660355	1443,75	0,215301752090454					1443,75	0,248698353767395	1443,75	-0,731633841991425					1443,75	-0,557790696620941	1443,75	-0,272699356079102					1443,75	-0,454881191253662	1443,75	-0,204530417919159					1443,75	-0,141548782587051	1443,75	-0,106462195515633					1443,75	-0,0285827722400427	
1446,875	0,117910318076611					1446,875	0,0491220131516457	1446,875	0,0982345715165138					1446,875	0,025365088135004	1446,875	0,167614042758942					1446,875	0,195235103368759	1446,875	0,216442316770554					1446,875	0,252258360385895	1446,875	-0,732488334178925					1446,875	-0,557417571544647	1446,875	-0,271765559911728					1446,875	-0,454181641340256	1446,875	-0,20484185218811					1446,875	-0,140578895807266	1446,875	-0,105405308306217					1446,875	-0,0267150346189737	
1450	0,115953236818314					1450	0,0479985848069191	1450	0,0980015397071838					1450	0,0247083026915789	1450	0,166607767343521					1450	0,195307657122612	1450	0,217537343502045					1450	0,255545049905777	1450	-0,729309320449829					1450	-0,554371178150177	1450	-0,269696325063705					1450	-0,451437056064606	1450	-0,2043287307024					1450	-0,139057010412216	1450	-0,104161486029625					1450	-0,0260387379676104	
1453,125	0,11473786085844					1453,125	0,047392800450325	1453,125	0,0980228334665298					1453,125	0,0238969121128321	1453,125	0,166266649961472					1453,125	0,195775210857391	1453,125	0,218501180410385					1453,125	0,258501589298248	1453,125	-0,728420734405518					1453,125	-0,553221821784973	1453,125	-0,268307387828827					1453,125	-0,450202941894531	1453,125	-0,204036638140678					1453,125	-0,13786792755127	1453,125	-0,102617472410202					1453,125	-0,024485332891345	
1456,25	0,110246330499649					1456,25	0,0440544225275517	1456,25	0,0963795408606529					1456,25	0,0211973171681166	1456,25	0,164424225687981					1456,25	0,195642292499542	1456,25	0,21921794116497					1456,25	0,26179775595665	1456,25	-0,728692650794983					1456,25	-0,552514672279358	1456,25	-0,267098873853683					1456,25	-0,449423372745514	1456,25	-0,204497903585434					1456,25	-0,13712178170681	1456,25	-0,101513363420963					1456,25	-0,023768188431859	
1459,375	0,112634383141994					1459,375	0,0453755296766758	1459,375	0,0971432253718376					1459,375	0,0219495035707951	1459,375	0,164959743618965					1459,375	0,196861162781715	1459,375	0,220885530114174					1459,375	0,264873266220093	1459,375	-0,731634914875031					1459,375	-0,554689764976501	1459,375	-0,267596006393433					1459,375	-0,451033800840378	1459,375	-0,205358564853668					1459,375	-0,136569634079933	1459,375	-0,100359492003918					1459,375	-0,0216950159519911	
1462,5	0,106008097529411					1462,5	0,0401181094348431	1462,5	0,095366433262825					1462,5	0,0183809660375118	1462,5	0,16219288110733					1462,5	0,19631764292717	1462,5	0,22117406129837					1462,5	0,267174243927002	1462,5	-0,729125618934631					1462,5	-0,550832211971283	1462,5	-0,264512658119202					1462,5	-0,446983307600021	1462,5	-0,204126998782158					1462,5	-0,134894102811813	1462,5	-0,0987174212932587					1462,5	-0,021173732355237	
1465,625	0,102206021547318					1465,625	0,0375105403363705	1465,625	0,0944108217954636					1465,625	0,0164049584418535	1465,625	0,161214411258698					1465,625	0,196429416537285	1465,625	0,221890270709991					1465,625	0,269751489162445	1465,625	-0,729138731956482					1465,625	-0,549788057804108	1465,625	-0,263293266296387					1465,625	-0,445777058601379	1465,625	-0,204165861010551					1465,625	-0,134539350867271	1465,625	-0,0978847742080688					1465,625	-0,0204896163195372	
1468,75	0,0992966517806053					1468,75	0,0351024568080902	1468,75	0,0934570357203484					1468,75	0,0143131678923965	1468,75	0,15947388112545					1468,75	0,196503236889839	1468,75	0,222768574953079					1468,75	0,272361129522324	1468,75	-0,730867028236389					1468,75	-0,550364017486572	1468,75	-0,262494564056396					1468,75	-0,44606739282608	1468,75	-0,204906329512596					1468,75	-0,133889615535736	1468,75	-0,0966591536998749					1468,75	-0,0193458516150713	
1471,875	0,0946719795465469					1471,875	0,0315983146429062	1471,875	0,0923822820186615					1471,875	0,0114556886255741	1471,875	0,15709725022316					1471,875	0,196335807442665	1471,875	0,223562270402908					1471,875	0,275082916021347	1471,875	-0,730388998985291					1471,875	-0,548783361911774	1471,875	-0,261125087738037					1471,875	-0,444617182016373	1471,875	-0,204626306891441					1471,875	-0,133109420537949	1471,875	-0,0958554074168205					1471,875	-0,019149849191308	
1475	0,0968277975916862					1475	0,0336378365755081	1475	0,0934786051511765					1475	0,0132032241672277	1475	0,156996369361877					1475	0,19718986749649	1475	0,224755212664604					1475	0,277193784713745	1475	-0,728474676609039					1475	-0,547316253185272	1475	-0,26016753911972					1475	-0,443556368350983	1475	-0,203811883926392					1475	-0,131952211260796	1475	-0,0946208015084267					1475	-0,0180397517979145	
1478,125	0,0956107527017593					1478,125	0,0327773690223694	1478,125	0,0933547765016556					1478,125	0,0124893123283982	1478,125	0,155493229627609					1478,125	0,197662457823753	1478,125	0,225641295313835					1478,125	0,279632538557053	1478,125	-0,728088736534119					1478,125	-0,546516716480255	1478,125	-0,259138405323029					1478,125	-0,442502975463867	1478,125	-0,203310996294022					1478,125	-0,131298467516899	1478,125	-0,093719445168972					1478,125	-0,0174041390419006	
1481,25	0,0909427404403687					1481,25	0,0286285113543272	1481,25	0,0914912298321724					1481,25	0,00890501774847507	1481,25	0,152667045593262					1481,25	0,197547107934952	1481,25	0,226386457681656					1481,25	0,282202154397964	1481,25	-0,731562435626984					1481,25	-0,547730386257172	1481,25	-0,258696794509888					1481,25	-0,443145573139191	1481,25	-0,204104259610176					1481,25	-0,131323307752609	1481,25	-0,0931316614151001					1481,25	-0,0166777335107327	
1484,375	0,0867454633116722					1484,375	0,0254901926964521	1484,375	0,0904483869671822					1484,375	0,00672587705776095	1484,375	0,150324866175652					1484,375	0,197190657258034	1484,375	0,226902335882187					1484,375	0,283898293972015	1484,375	-0,729746341705322					1484,375	-0,545344352722168	1484,375	-0,256695032119751					1484,375	-0,440580189228058	1484,375	-0,202345639467239					1484,375	-0,130339056253433	1484,375	-0,0922271907329559					1484,375	-0,016547929495573	
1487,5	0,0855220556259155					1487,5	0,0247960444539785	1487,5	0,0904300436377525					1487,5	0,00620573060587049	1487,5	0,148903533816338					1487,5	0,197647586464882	1487,5	0,227553874254227					1487,5	0,285676926374435	1487,5	-0,728027939796448					1487,5	-0,543771982192993	1487,5	-0,255504459142685					1487,5	-0,439140439033508	1487,5	-0,201123118400574					1487,5	-0,129580914974213	1487,5	-0,0912697240710258					1487,5	-0,0162164475768805	
1490,625	0,0816229656338692					1490,625	0,0219697002321482	1490,625	0,0891913250088692					1490,625	0,00369747378863394	1490,625	0,146160528063774					1490,625	0,197046861052513	1490,625	0,227837055921555					1490,625	0,287369579076767	1490,625	-0,726526200771332					1490,625	-0,54166716337204	1490,625	-0,253686159849167					1490,625	-0,436906695365906	1490,625	-0,199320927262306					1490,625	-0,128762736916542	1490,625	-0,0904019847512245					1490,625	-0,0165108852088451	
1493,75	0,08156967908144					1493,75	0,0217950884252787	1493,75	0,0895376726984978					1493,75	0,00366704701445997	1493,75	0,145257204771042					1493,75	0,197324737906456	1493,75	0,228485032916069					1493,75	0,288814723491669	1493,75	-0,724908888339996					1493,75	-0,540097951889038	1493,75	-0,251916378736496					1493,75	-0,435244232416153	1493,75	-0,197628170251846					1493,75	-0,127528727054596	1493,75	-0,0888492614030838					1493,75	-0,0151986917480826	
1496,875	0,0785049796104431					1496,875	0,0190477930009365	1496,875	0,0881049484014511					1496,875	0,00111607520375401	1496,875	0,142721980810165					1496,875	0,1971185952425	1496,875	0,228929936885834					1496,875	0,290932685136795	1496,875	-0,72765064239502					1496,875	-0,541398584842682	1496,875	-0,251862168312073					1496,875	-0,435867488384247	1496,875	-0,197135508060455					1496,875	-0,127508580684662	1496,875	-0,0883732587099075					1496,875	-0,0148549871519208	
1500	0,0762268230319023					1500	0,0167266372591257	1500	0,0868295505642891					1500	-0,00127333030104637	1500	0,140405103564262					1500	0,196682274341583	1500	0,229544550180435					1500	0,292492866516113	1500	-0,730175018310547					1500	-0,542300522327423	1500	-0,251280546188354					1500	-0,436009883880615	1500	-0,195854127407074					1500	-0,127550885081291	1500	-0,0880138501524925					1500	-0,0149288391694427	
1503,125	0,0745610296726227					1503,125	0,0162131264805794	1503,125	0,0871671065688133					1503,125	-0,00147917820140719	1503,125	0,139267459511757					1503,125	0,196604624390602	1503,125	0,230130061507225					1503,125	0,2937952876091	1503,125	-0,726994037628174					1503,125	-0,539216101169586	1503,125	-0,249391138553619					1503,125	-0,433249115943909	1503,125	-0,193362906575203					1503,125	-0,126435920596123	1503,125	-0,0868117436766624					1503,125	-0,0140361096709967	
1506,25	0,0698413923382759					1506,25	0,0136468727141619	1506,25	0,0865200534462929					1506,25	-0,00270061194896698	1506,25	0,137741506099701					1506,25	0,195638611912727	1506,25	0,22979137301445					1506,25	0,294093072414398	1506,25	-0,718355178833008					1506,25	-0,531950652599335	1506,25	-0,245540097355843					1506,25	-0,426776617765427	1506,25	-0,188704997301102					1506,25	-0,124360106885433	1506,25	-0,0852221176028252					1506,25	-0,0142440674826503	
1509,375	0,0671270117163658					1509,375	0,0109788961708546	1509,375	0,0851324796676636					1509,375	-0,00521371932700276	1509,375	0,13597783446312					1509,375	0,195115432143211	1509,375	0,230502158403397					1509,375	0,296141117811203	1509,375	-0,721084594726563					1509,375	-0,533206939697266	1509,375	-0,245064362883568					1509,375	-0,427024394273758	1509,375	-0,187336876988411					1509,375	-0,124051466584206	1509,375	-0,0844144076108933					1509,375	-0,0141121260821819	
