Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Im	
618,75	0,617178440093994	162,5	1,69497299194336	162,5	1,33105707168579	618,75	0,733749032020569	618,75	1,11221623420715	162,5	1,3683807849884	162,5	1,25887835025787	618,75	0,836288094520569	618,75	1,30484175682068	162,5	1,54393351078033	162,5	1,53598463535309	618,75	1,41806197166443	618,75	1,55079281330109	162,5	1,60423791408539	162,5	1,71934008598328	618,75	1,86267411708832	618,75	-3,1939332485199	162,5	-10,0385694503784	162,5	-9,5450325012207	618,75	-2,86626577377319	618,75	-2,56566977500916	162,5	-9,31654644012451	162,5	-9,11918544769287	618,75	-2,63629770278931	618,75	-2,40808343887329	162,5	-9,03424263000488	162,5	-8,80208110809326	618,75	-2,29910635948181	618,75	-2,27065706253052	162,5	-8,81680011749268	162,5	-8,70499515533447	618,75	-2,08436226844788	
621,875	0,622382342815399	165,625	1,36996126174927	165,625	1,05328369140625	621,875	0,739175617694855	621,875	1,11426281929016	165,625	1,09884679317474	165,625	1,00039124488831	621,875	0,83893620967865	621,875	1,30619764328003	165,625	1,27660167217255	165,625	1,28026962280273	621,875	1,41699063777924	621,875	1,54900050163269	165,625	1,34730052947998	165,625	1,46473741531372	621,875	1,85849392414093	621,875	-3,16377711296082	165,625	-9,71529674530029	165,625	-9,22642803192139	621,875	-2,83849263191223	621,875	-2,53812050819397	165,625	-9,01518440246582	165,625	-8,81697940826416	621,875	-2,61035704612732	621,875	-2,38173651695251	165,625	-8,75299453735352	165,625	-8,51937007904053	621,875	-2,27318572998047	621,875	-2,24465751647949	165,625	-8,54342174530029	165,625	-8,41011714935303	621,875	-2,05908942222595	
625	0,638377547264099	168,75	2,22664308547974	168,75	1,85564732551575	625	0,75497442483902	625	1,130286693573	168,75	1,86587071418762	168,75	1,74246227741241	625	0,852097988128662	625	1,32201111316681	168,75	1,99885284900665	168,75	1,96958577632904	625	1,43132245540619	625	1,56391990184784	168,75	2,03779768943787	168,75	2,14152383804321	625	1,87303912639618	625	-3,16485619544983	168,75	-9,20419788360596	168,75	-8,79468059539795	625	-2,83749604225159	625	-2,53163003921509	168,75	-8,58827686309814	168,75	-8,41742324829102	625	-2,60682225227356	625	-2,37374830245972	168,75	-8,31863594055176	168,75	-8,09587574005127	625	-2,26340055465698	625	-2,23339247703552	168,75	-8,1107816696167	168,75	-7,96935939788818	625	-2,04411888122559	
628,125	0,609243273735046	171,875	1,97675395011902	171,875	1,64045882225037	628,125	0,732871651649475	628,125	1,10924255847931	171,875	1,66013860702515	171,875	1,54201757907867	628,125	0,830289661884308	628,125	1,3023384809494	171,875	1,79674756526947	171,875	1,77602827548981	628,125	1,41178202629089	628,125	1,54453754425049	171,875	1,8434396982193	171,875	1,94398605823517	628,125	1,85632479190826	628,125	-3,13395595550537	171,875	-8,90732383728027	171,875	-8,50402641296387	628,125	-2,81198501586914	628,125	-2,51252126693726	171,875	-8,3056058883667	171,875	-8,13747501373291	628,125	-2,58542513847351	628,125	-2,35910248756409	171,875	-8,05008029937744	171,875	-7,83783435821533	628,125	-2,25082516670227	628,125	-2,22232222557068	171,875	-7,85207223892212	171,875	-7,71469211578369	628,125	-2,03816723823547	
631,25	0,603060245513916	175	1,93155515193939	175	1,58772802352905	631,25	0,73084831237793	631,25	1,11083614826202	175	1,61581432819366	175	1,49554705619812	631,25	0,828880727291107	631,25	1,30566656589508	175	1,76946699619293	175	1,75231993198395	631,25	1,41579520702362	631,25	1,55020666122437	175	1,82519674301147	175	1,93462610244751	631,25	1,86383330821991	631,25	-3,13369059562683	175	-9,18505096435547	175	-8,73884201049805	631,25	-2,81071376800537	631,25	-2,50978803634644	175	-8,52449131011963	175	-8,34569644927979	631,25	-2,58325362205505	631,25	-2,35540390014648	175	-8,25708293914795	175	-8,03290843963623	631,25	-2,24684691429138	631,25	-2,21786093711853	175	-8,04817295074463	175	-7,90378522872925	631,25	-2,031658411026	
634,375	0,607972681522369	178,125	2,01983737945557	178,125	1,68686628341675	634,375	0,736658453941345	634,375	1,11594033241272	178,125	1,70742857456207	178,125	1,58918607234955	634,375	0,832920372486115	634,375	1,30986166000366	178,125	1,85063099861145	178,125	1,82990741729736	634,375	1,41955590248108	634,375	1,55363941192627	178,125	1,90157866477966	178,125	2,01441693305969	634,375	1,86667633056641	634,375	-3,1167516708374	178,125	-8,77937030792236	178,125	-8,36648750305176	634,375	-2,79508185386658	634,375	-2,49209547042847	178,125	-8,15869331359863	178,125	-7,99198818206787	634,375	-2,56685972213745	634,375	-2,33774065971375	178,125	-7,90062284469604	178,125	-7,68753576278687	634,375	-2,22899222373962	634,375	-2,19955730438232	178,125	-7,70041275024414	178,125	-7,57287073135376	634,375	-2,01283431053162	
637,5	0,626593053340912	181,25	1,91219162940979	181,25	1,57973647117615	637,5	0,753448069095612	637,5	1,13132071495056	181,25	1,60833179950714	181,25	1,4879424571991	637,5	0,846997320652008	637,5	1,32332372665405	181,25	1,76491570472717	181,25	1,75085687637329	637,5	1,43184232711792	637,5	1,56532073020935	181,25	1,82621777057648	181,25	1,95115625858307	637,5	1,87653398513794	637,5	-3,1026394367218	181,25	-8,92207717895508	181,25	-8,48040580749512	637,5	-2,78191351890564	637,5	-2,47487187385559	181,25	-8,2645788192749	181,25	-8,09005069732666	637,5	-2,55206656455994	637,5	-2,31923651695251	181,25	-8,00300025939941	181,25	-7,77942419052124	637,5	-2,20981383323669	637,5	-2,17865252494812	181,25	-7,79642534255981	181,25	-7,65931940078735	637,5	-1,99005031585693	
640,625	0,607178390026093	184,375	1,69655990600586	184,375	1,41196668148041	640,625	0,738404989242554	640,625	1,11642241477966	184,375	1,44855964183807	184,375	1,33868145942688	640,625	0,832426190376282	640,625	1,30803978443146	184,375	1,5984560251236	184,375	1,5923684835434	640,625	1,41744911670685	640,625	1,55049049854279	184,375	1,66330623626709	184,375	1,78568148612976	640,625	1,862713098526	640,625	-3,07035398483276	184,375	-8,41714191436768	184,375	-8,00360488891602	640,625	-2,75679397583008	640,625	-2,45434999465942	184,375	-7,8045973777771	184,375	-7,64671325683594	640,625	-2,5291268825531	640,625	-2,30164456367493	184,375	-7,57191371917725	184,375	-7,36440801620483	640,625	-2,19374942779541	640,625	-2,16445875167847	184,375	-7,3830361366272	184,375	-7,25100708007813	640,625	-1,97910046577454	
643,75	0,582257866859436	187,5	1,71653282642365	187,5	1,42054188251495	643,75	0,719773292541504	643,75	1,10318005084991	187,5	1,46273267269135	187,5	1,34767031669617	643,75	0,816335737705231	643,75	1,29673957824707	187,5	1,62453353404999	187,5	1,62007677555084	643,75	1,40811610221863	643,75	1,54187524318695	187,5	1,69508278369904	187,5	1,8274894952774	643,75	1,85853469371796	643,75	-3,06399440765381	187,5	-8,61051654815674	187,5	-8,16877746582031	643,75	-2,75206828117371	643,75	-2,45009016990662	187,5	-7,95732545852661	187,5	-7,79149866104126	643,75	-2,52336692810059	643,75	-2,29786658287048	187,5	-7,71224355697632	187,5	-7,49121713638306	643,75	-2,18957686424255	643,75	-2,161780834198	187,5	-7,51218509674072	187,5	-7,37187576293945	643,75	-1,97656059265137	
646,875	0,59407764673233	190,625	1,58306837081909	190,625	1,30343592166901	646,875	0,730298042297363	646,875	1,11354982852936	190,625	1,35125660896301	190,625	1,2401841878891	646,875	0,826310098171234	646,875	1,30629241466522	190,625	1,52185034751892	190,625	1,52422881126404	646,875	1,41744232177734	646,875	1,55078899860382	190,625	1,59960997104645	190,625	1,72715532779694	646,875	1,86625397205353	646,875	-3,05121898651123	190,625	-8,59657669067383	190,625	-8,14525032043457	646,875	-2,7410717010498	646,875	-2,43541049957275	190,625	-7,93261051177979	190,625	-7,76709461212158	646,875	-2,5102105140686	646,875	-2,28219032287598	190,625	-7,69282197952271	190,625	-7,47025012969971	646,875	-2,17429757118225	646,875	-2,14525628089905	190,625	-7,4930591583252	190,625	-7,35775804519653	646,875	-1,95875334739685	
650	0,597073256969452	193,75	1,66883552074432	193,75	1,391885638237	650	0,732494056224823	650	1,1168395280838	193,75	1,43626725673676	193,75	1,32189869880676	650	0,828856885433197	650	1,30847430229187	193,75	1,60002672672272	193,75	1,60004556179047	650	1,41955947875977	650	1,55301582813263	193,75	1,67530918121338	193,75	1,8250207901001	650	1,8679860830307	650	-3,03713774681091	193,75	-8,36701011657715	193,75	-7,93417167663574	650	-2,72958469390869	650	-2,42227864265442	193,75	-7,72454690933228	193,75	-7,56648921966553	650	-2,49769806861877	650	-2,26823854446411	193,75	-7,48756837844849	193,75	-7,26969480514526	650	-2,16036605834961	650	-2,13136124610901	193,75	-7,29204273223877	193,75	-7,15932559967041	650	-1,94448065757751	
653,125	0,577101767063141	196,875	1,63633704185486	196,875	1,37144351005554	653,125	0,716712832450867	653,125	1,10711121559143	196,875	1,41711843013763	196,875	1,30130326747894	653,125	0,816899001598358	653,125	1,30057799816132	196,875	1,57532048225403	196,875	1,57545208930969	653,125	1,41306531429291	653,125	1,54781496524811	196,875	1,64860951900482	196,875	1,78934395313263	653,125	1,86576104164124	653,125	-3,02934455871582	196,875	-8,11199283599854	196,875	-7,69498777389526	653,125	-2,72488117218018	653,125	-2,4175968170166	196,875	-7,4902172088623	196,875	-7,3403468132019	653,125	-2,49234437942505	653,125	-2,2633581161499	196,875	-7,26144361495972	196,875	-7,04963350296021	653,125	-2,15642189979553	653,125	-2,12787961959839	196,875	-7,0709056854248	196,875	-6,92437505722046	653,125	-1,94114696979523	
656,25	0,568772614002228	200	1,7721301317215	200	1,49294352531433	656,25	0,711231470108032	656,25	1,10642182826996	200	1,53651332855225	200	1,41173660755157	656,25	0,813899219036102	656,25	1,30163156986237	200	1,69260621070862	200	1,68846845626831	656,25	1,41501343250275	656,25	1,55062365531921	200	1,76426947116852	200	1,89847731590271	656,25	1,87148058414459	656,25	-3,02640509605408	200	-8,18381309509277	200	-7,75792455673218	656,25	-2,72359180450439	656,25	-2,41458654403687	200	-7,54329776763916	200	-7,39361333847046	656,25	-2,48908758163452	656,25	-2,25923299789429	200	-7,30509614944458	200	-7,08655500411987	656,25	-2,15263223648071	656,25	-2,123854637146	200	-7,10576391220093	200	-6,97013139724731	656,25	-1,93629169464111	
659,375	0,550768136978149	203,125	1,58759558200836	203,125	1,3475399017334	659,375	0,693237543106079	659,375	1,09056115150452	203,125	1,39601051807404	203,125	1,28470265865326	659,375	0,79920768737793	659,375	1,28523504734039	203,125	1,54837691783905	203,125	1,55251085758209	659,375	1,39906406402588	659,375	1,53363180160522	203,125	1,62344706058502	203,125	1,76464855670929	659,375	1,855548620224	659,375	-2,98763227462769	203,125	-7,72799205780029	203,125	-7,33157205581665	659,375	-2,69401121139526	659,375	-2,3895525932312	203,125	-7,13229036331177	203,125	-6,99467039108276	659,375	-2,46156120300293	659,375	-2,23805999755859	203,125	-6,91708660125732	203,125	-6,71349191665649	659,375	-2,13416004180908	659,375	-2,10698080062866	203,125	-6,73369169235229	203,125	-6,60519552230835	659,375	-1,92457020282745	
662,5	0,574001729488373	206,25	1,58228421211243	206,25	1,32892572879791	662,5	0,711541473865509	662,5	1,10913836956024	206,25	1,38344788551331	206,25	1,26459336280823	662,5	0,817232072353363	662,5	1,30179083347321	206,25	1,54804861545563	206,25	1,55324137210846	662,5	1,41482377052307	662,5	1,54865264892578	206,25	1,62916493415833	206,25	1,7805300951004	662,5	1,86776721477509	662,5	-2,98203015327454	206,25	-7,99260091781616	206,25	-7,55828189849854	662,5	-2,68677115440369	662,5	-2,37671422958374	206,25	-7,34201812744141	206,25	-7,19454145431519	662,5	-2,45197820663452	662,5	-2,22147870063782	206,25	-7,11255598068237	206,25	-6,89444494247437	662,5	-2,11632180213928	662,5	-2,08735275268555	206,25	-6,91575002670288	206,25	-6,77303218841553	662,5	-1,90153586864471	
665,625	0,554837167263031	209,375	1,62365007400513	209,375	1,38034498691559	665,625	0,69402152299881	665,625	1,0989385843277	209,375	1,43105208873749	209,375	1,31266045570374	665,625	0,805076479911804	665,625	1,29321277141571	209,375	1,58405470848083	209,375	1,5876168012619	665,625	1,40836012363434	665,625	1,54306828975677	209,375	1,66149044036865	209,375	1,80824148654938	665,625	1,86530601978302	665,625	-2,97363519668579	209,375	-7,69476318359375	209,375	-7,28417348861694	665,625	-2,68187189102173	665,625	-2,37295341491699	209,375	-7,07412385940552	209,375	-6,93784856796265	665,625	-2,44696092605591	665,625	-2,21747517585754	209,375	-6,8539867401123	209,375	-6,64533996582031	665,625	-2,11348628997803	665,625	-2,08506393432617	209,375	-6,66355848312378	209,375	-6,52474403381348	665,625	-1,89965009689331	
668,75	0,559256732463837	212,5	1,41741740703583	212,5	1,18763661384583	668,75	0,694697380065918	668,75	1,10379528999329	212,5	1,25332498550415	212,5	1,13543701171875	668,75	0,808907091617584	668,75	1,29740500450134	212,5	1,42623090744019	212,5	1,4406316280365	668,75	1,4121345281601	668,75	1,54628312587738	212,5	1,51838386058807	212,5	1,68067681789398	668,75	1,86835205554962	668,75	-2,95858907699585	212,5	-7,88442802429199	212,5	-7,43637609481812	668,75	-2,66803479194641	668,75	-2,35870504379272	212,5	-7,21583700180054	212,5	-7,06924295425415	668,75	-2,43375015258789	668,75	-2,20245480537415	212,5	-6,99337291717529	212,5	-6,7732310295105	668,75	-2,09894680976868	668,75	-2,07022714614868	212,5	-6,79622983932495	212,5	-6,65648555755615	668,75	-1,88360714912415	
671,875	0,567854762077332	215,625	1,40363824367523	215,625	1,18376779556274	671,875	0,698230981826782	671,875	1,11242401599884	215,625	1,24995648860931	215,625	1,13339269161224	671,875	0,816326141357422	671,875	1,30378305912018	215,625	1,42111754417419	215,625	1,43599796295166	671,875	1,41860055923462	671,875	1,5528324842453	215,625	1,51318979263306	215,625	1,67435550689697	671,875	1,87382507324219	671,875	-2,94669508934021	215,625	-7,70753812789917	215,625	-7,26873540878296	671,875	-2,6571798324585	671,875	-2,34681391716003	215,625	-7,04946184158325	215,625	-6,90911388397217	671,875	-2,42288208007813	671,875	-2,1891393661499	215,625	-6,83256435394287	215,625	-6,61694812774658	671,875	-2,08573818206787	671,875	-2,05671381950378	215,625	-6,6396369934082	215,625	-6,49899864196777	671,875	-1,86829268932343	
675	0,568694531917572	218,75	1,55412125587463	218,75	1,32014739513397	675	0,695033609867096	675	1,11392199993134	218,75	1,38430094718933	218,75	1,25795125961304	675	0,817454934120178	675	1,30463778972626	218,75	1,55425560474396	218,75	1,564568400383	675	1,42041540145874	675	1,55368638038635	218,75	1,64500939846039	218,75	1,80960166454315	675	1,87535989284515	675	-2,9338071346283	218,75	-7,72603511810303	218,75	-7,28130483627319	675	-2,64514970779419	675	-2,33574414253235	218,75	-7,05182504653931	218,75	-6,91416883468628	675	-2,4127824306488	675	-2,17743253707886	218,75	-6,82649946212769	218,75	-6,60462665557861	675	-2,07478404045105	675	-2,04580235481262	218,75	-6,62442684173584	218,75	-6,47460317611694	675	-1,85825419425964	
678,125	0,575621962547302	221,875	1,18369817733765	221,875	1,00335657596588	678,125	0,697677552700043	678,125	1,1171932220459	221,875	1,0794438123703	221,875	0,969633162021637	678,125	0,822077810764313	678,125	1,30684697628021	221,875	1,24866986274719	221,875	1,27261912822723	678,125	1,42168283462524	678,125	1,55397081375122	221,875	1,34669411182404	221,875	1,51184964179993	678,125	1,87321019172668	678,125	-2,90830898284912	221,875	-7,30847215652466	221,875	-6,88745546340942	678,125	-2,61878395080566	678,125	-2,31237983703613	221,875	-6,67971038818359	221,875	-6,54927635192871	678,125	-2,39043664932251	678,125	-2,15319800376892	221,875	-6,48565816879272	221,875	-6,28333806991577	678,125	-2,05266118049622	678,125	-2,02241325378418	221,875	-6,30591773986816	221,875	-6,17887735366821	678,125	-1,83496391773224	
681,25	0,562813580036163	225	1,36669600009918	225	1,16251087188721	681,25	0,68404620885849	681,25	1,10895454883575	225	1,23691558837891	225	1,11490797996521	681,25	0,813144207000732	681,25	1,29920935630798	225	1,40623819828033	225	1,425168633461	681,25	1,41463100910187	681,25	1,54647529125214	225	1,50439512729645	225	1,67207610607147	681,25	1,86742055416107	681,25	-2,88808965682983	225	-7,43218851089478	225	-6,99542665481567	681,25	-2,59882473945618	681,25	-2,29780554771423	225	-6,77345991134644	225	-6,64150476455688	681,25	-2,37491035461426	681,25	-2,13967442512512	225	-6,5635781288147	225	-6,3512077331543	681,25	-2,04106283187866	681,25	-2,01140403747559	225	-6,37205457687378	225	-6,23379611968994	681,25	-1,82540810108185	
684,375	0,559694290161133	228,125	1,42452228069305	228,125	1,22582948207855	684,375	0,680240988731384	684,375	1,11245441436768	228,125	1,29409229755402	228,125	1,17160594463348	684,375	0,813739836215973	684,375	1,30344700813293	228,125	1,4518655538559	228,125	1,46646428108215	684,375	1,41956055164337	684,375	1,55130112171173	228,125	1,54448664188385	228,125	1,70008742809296	684,375	1,875035405159	684,375	-2,88681602478027	228,125	-7,14744567871094	228,125	-6,7347526550293	684,375	-2,59424829483032	684,375	-2,29485964775085	228,125	-6,51926040649414	228,125	-6,39907932281494	684,375	-2,37306928634644	684,375	-2,13521409034729	228,125	-6,31720161437988	228,125	-6,11389827728271	684,375	-2,03745746612549	684,375	-2,0077338218689	228,125	-6,13238382339478	228,125	-5,99304723739624	684,375	-1,82020783424377	
687,5	0,567267775535584	231,25	1,43698668479919	231,25	1,24212419986725	687,5	0,684590876102448	687,5	1,11605501174927	231,25	1,30980312824249	231,25	1,1870584487915	687,5	0,818991184234619	687,5	1,30444324016571	231,25	1,46465766429901	231,25	1,4781893491745	687,5	1,41966652870178	687,5	1,54959177970886	231,25	1,5557998418808	231,25	1,71346628665924	687,5	1,87079656124115	687,5	-2,85593271255493	231,25	-7,00854873657227	231,25	-6,60388088226318	687,5	-2,56312894821167	687,5	-2,26821303367615	231,25	-6,38877820968628	231,25	-6,27506399154663	687,5	-2,34772253036499	687,5	-2,10869550704956	231,25	-6,19094753265381	231,25	-5,99106740951538	687,5	-2,01290273666382	687,5	-1,9822986125946	231,25	-6,00850009918213	231,25	-5,87088871002197	687,5	-1,79601848125458	
690,625	0,561322569847107	234,375	1,27246797084808	234,375	1,09381544589996	690,625	0,677630424499512	690,625	1,11344695091248	234,375	1,17622375488281	234,375	1,05391132831573	690,625	0,81525194644928	690,625	1,30112314224243	234,375	1,34645283222198	234,375	1,37059152126312	690,625	1,41607213020325	690,625	1,54620563983917	234,375	1,45010912418365	234,375	1,6262149810791	690,625	1,86906135082245	690,625	-2,84088468551636	234,375	-7,12325286865234	234,375	-6,69321250915527	690,625	-2,54759097099304	690,625	-2,25938534736633	234,375	-6,47105836868286	234,375	-6,3508243560791	690,625	-2,33864665031433	690,625	-2,09947156906128	234,375	-6,27434682846069	234,375	-6,06818103790283	690,625	-2,00444936752319	690,625	-1,97333419322968	234,375	-6,08923435211182	234,375	-5,95288372039795	690,625	-1,78922855854034	
693,75	0,568675816059113	237,5	1,33374762535095	237,5	1,15467512607574	693,75	0,683602035045624	693,75	1,12337040901184	237,5	1,23484683036804	237,5	1,10953307151794	693,75	0,821671366691589	693,75	1,31104576587677	237,5	1,39992344379425	237,5	1,4212132692337	693,75	1,42531561851501	693,75	1,55550384521484	237,5	1,50029754638672	237,5	1,67344439029694	693,75	1,88018846511841	693,75	-2,8446090221405	237,5	-6,99147462844849	237,5	-6,56972169876099	693,75	-2,54525828361511	693,75	-2,25989603996277	237,5	-6,34758043289185	237,5	-6,23371887207031	693,75	-2,34071040153503	693,75	-2,09649300575256	237,5	-6,15179109573364	237,5	-5,9480185508728	693,75	-2,00094938278198	693,75	-1,96905195713043	237,5	-5,96652555465698	237,5	-5,83244562149048	693,75	-1,78181076049805	
696,875	0,575608193874359	240,625	1,19926857948303	240,625	1,03942763805389	696,875	0,689250409603119	696,875	1,12916219234467	240,625	1,12785172462463	240,625	1,00569593906403	696,875	0,826744794845581	696,875	1,31560468673706	240,625	1,29691278934479	240,625	1,3241753578186	696,875	1,43028211593628	696,875	1,55871999263763	240,625	1,40381193161011	240,625	1,58033561706543	696,875	1,8841325044632	696,875	-2,83162593841553	240,625	-6,90323114395142	240,625	-6,47980356216431	696,875	-2,52846884727478	696,875	-2,24754905700684	240,625	-6,2607798576355	240,625	-6,14702415466309	696,875	-2,32843923568726	696,875	-2,08124184608459	240,625	-6,07224225997925	240,625	-5,8708233833313	696,875	-1,98621642589569	696,875	-1,95381164550781	240,625	-5,89070510864258	240,625	-5,75528049468994	696,875	-1,76576542854309	
700	0,544220447540283	243,75	1,34015452861786	243,75	1,16552639007568	700	0,664116203784943	700	1,11171162128448	243,75	1,2492847442627	243,75	1,12066328525543	700	0,805818676948547	700	1,30275571346283	243,75	1,41199064254761	243,75	1,43338894844055	700	1,41998040676117	700	1,54854273796082	243,75	1,51509320735931	243,75	1,68701648712158	700	1,87994396686554	700	-2,83071637153625	243,75	-6,83478975296021	243,75	-6,41647529602051	700	-2,52384066581726	700	-2,25014495849609	243,75	-6,19171333312988	243,75	-6,08447265625	700	-2,3291711807251	700	-2,08336234092712	243,75	-5,99850273132324	243,75	-5,79664278030396	700	-1,98926889896393	700	-1,95743930339813	243,75	-5,81272172927856	243,75	-5,67391395568848	700	-1,77116537094116	
703,125	0,524947762489319	246,875	1,45283019542694	246,875	1,27236986160278	703,125	0,648679494857788	703,125	1,09955322742462	246,875	1,34888529777527	246,875	1,21727383136749	703,125	0,791734158992767	703,125	1,29271650314331	246,875	1,50224590301514	246,875	1,517538189888	703,125	1,4111635684967	703,125	1,53819239139557	246,875	1,59794056415558	246,875	1,7673636674881	703,125	1,87307524681091	703,125	-2,81861805915833	246,875	-6,65294790267944	246,875	-6,25222110748291	703,125	-2,50883841514587	703,125	-2,24247264862061	246,875	-6,02772283554077	246,875	-5,93026208877563	703,125	-2,32050490379334	703,125	-2,07653379440308	246,875	-5,83535146713257	246,875	-5,63911056518555	703,125	-1,98466074466705	703,125	-1,95187139511108	246,875	-5,65088605880737	246,875	-5,51189613342285	703,125	-1,76864635944366	
706,25	0,536769449710846	250	1,21378576755524	250	1,06809031963348	706,25	0,660377740859985	706,25	1,10457456111908	250	1,15625274181366	250	1,03236186504364	706,25	0,798949658870697	706,25	1,29290461540222	250	1,31511092185974	250	1,34141540527344	706,25	1,40895783901215	706,25	1,53478503227234	250	1,41912806034088	250	1,59382283687592	706,25	1,86455643177032	706,25	-2,77607703208923	250	-6,50102615356445	250	-6,10482931137085	706,25	-2,46872091293335	706,25	-2,20982360839844	250	-5,89017772674561	250	-5,79277467727661	706,25	-2,28837871551514	706,25	-2,04419088363647	250	-5,71229267120361	250	-5,52358055114746	706,25	-1,9547426700592	706,25	-1,91965079307556	250	-5,53843688964844	250	-5,40871667861938	706,25	-1,74270570278168	
709,375	0,538703083992004	253,125	1,29606902599335	253,125	1,13827860355377	709,375	0,664238035678864	709,375	1,1099853515625	253,125	1,2308737039566	253,125	1,09825396537781	709,375	0,801129341125488	709,375	1,2968590259552	253,125	1,39515137672424	253,125	1,42048287391663	709,375	1,41255807876587	709,375	1,53880369663239	253,125	1,50379753112793	253,125	1,68496143817902	709,375	1,86790704727173	709,375	-2,77154088020325	253,125	-6,64359951019287	253,125	-6,22622442245483	709,375	-2,46185517311096	709,375	-2,20297455787659	253,125	-5,99716186523438	253,125	-5,89754009246826	709,375	-2,28271436691284	709,375	-2,03533601760864	253,125	-5,80759286880493	253,125	-5,60813188552856	709,375	-1,94607293605804	709,375	-1,90912342071533	253,125	-5,62242555618286	253,125	-5,48076009750366	709,375	-1,7304710149765	
712,5	0,509130835533142	256,25	1,38289356231689	256,25	1,22347140312195	712,5	0,642429053783417	712,5	1,09182465076447	256,25	1,30876874923706	256,25	1,17623925209045	712,5	0,779953360557556	712,5	1,28057324886322	256,25	1,46421086788177	256,25	1,48524606227875	712,5	1,39645326137543	712,5	1,52279388904572	256,25	1,56712675094604	256,25	1,74141383171082	712,5	1,85598647594452	712,5	-2,75390481948853	256,25	-6,44729566574097	256,25	-6,04789781570435	712,5	-2,44547915458679	712,5	-2,19775295257568	256,25	-5,82073640823364	256,25	-5,73073816299438	712,5	-2,27151608467102	712,5	-2,03020906448364	256,25	-5,63372135162354	256,25	-5,43972778320313	712,5	-1,94455575942993	712,5	-1,90491414070129	256,25	-5,45039463043213	256,25	-5,30818271636963	712,5	-1,7316962480545	
715,625	0,524612665176392	259,375	1,32384192943573	259,375	1,17673933506012	715,625	0,6580770611763	715,625	1,10499143600464	259,375	1,2620450258255	259,375	1,13272941112518	715,625	0,792451858520508	715,625	1,29328072071075	259,375	1,41419804096222	259,375	1,43700623512268	715,625	1,40750050544739	715,625	1,53490126132965	259,375	1,51589226722717	259,375	1,6872307062149	715,625	1,86479234695435	715,625	-2,74620413780212	259,375	-6,25533866882324	259,375	-5,86800289154053	715,625	-2,43601989746094	715,625	-2,187828540802	259,375	-5,6494255065918	259,375	-5,5629186630249	715,625	-2,2629337310791	715,625	-2,01666378974915	259,375	-5,47106981277466	259,375	-5,28439044952393	715,625	-1,93054473400116	715,625	-1,88870656490326	259,375	-5,29539346694946	259,375	-5,15850400924683	715,625	-1,71289873123169	
