Frequency in Hz	Acrylic_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_92_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_92_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_92_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_92_HF Sound Absorption Coefficient 1/3-octave	
1171,875	0,350178209959992	715,625	0,207082280381181	715,625	0,297481313341172	1171,875	0,552807231808875	1171,875	0,785953290493285	715,625	0,472446417965449	715,625	0,372986162610456	1171,875	0,659977784441888	1171,875	0,839185051070184	715,625	0,547103832974704	715,625	0,582239457112374	1171,875	0,890930342524976	1171,875	0,800727048390752	715,625	0,606115640327638	715,625	0,659770584274736	1171,875	0,83209872163011																																	
1175	0,351916656615014	718,75	0,213655681458997	718,75	0,305025041334358	1175	0,55403108198792	1175	0,786315308230222	718,75	0,477852846396676	718,75	0,379363851794989	1175	0,66123834287709	1175	0,84052417300083	718,75	0,552442536936674	718,75	0,587228071881871	1175	0,89111342206253	1175	0,801665077785687	718,75	0,611054873036068	718,75	0,663670890890173	1175	0,832350284204067																																	
1178,125	0,35361362629111	721,875	0,205364055067088	721,875	0,299206062707783	1178,125	0,55547451750943	1178,125	0,78722086891274	721,875	0,473903821247859	721,875	0,373997237686718	1178,125	0,662482261974934	1178,125	0,841877924262079	721,875	0,549765349913472	721,875	0,585378846858958	1178,125	0,891587508169694	1178,125	0,80202746093247	721,875	0,609451114538768	721,875	0,662615867666673	1178,125	0,832173984156737																																	
1181,25	0,356694321056586	725	0,209487894599218	725	0,304250222542154	1181,25	0,558988331802284	1181,25	0,789297562644012	725	0,477249303840583	725	0,378236674030453	1181,25	0,665745532955467	1181,25	0,844170308212274	725	0,553824792892244	725	0,589171549118112	1181,25	0,892079216764223	1181,25	0,805896375818224	725	0,61344154149259	725	0,666055064222463	1181,25	0,832973277591779																																	
1184,375	0,359548533778579	728,125	0,213436384504811	728,125	0,309113171874894	1184,375	0,562034244935582	1184,375	0,791247821535118	728,125	0,481147546115016	728,125	0,382622689661891	1184,375	0,668914713399213	1184,375	0,846024230935277	728,125	0,557989397039257	728,125	0,59318599893254	1184,375	0,892902604274137	1184,375	0,809316652540603	728,125	0,61733022673008	728,125	0,669141447852737	1184,375	0,833846896342244																																	
1187,5	0,358925676608875	731,25	0,204088707562655	731,25	0,303189407472656	1187,5	0,562976847598194	1187,5	0,79192610059711	731,25	0,477059297441507	731,25	0,376560704781036	1187,5	0,670287380176878	1187,5	0,84760782251908	731,25	0,556580648330418	731,25	0,592891716642674	1187,5	0,893258144458213	1187,5	0,812301900037439	731,25	0,617464497644072	731,25	0,670032755948476	1187,5	0,833564761467421																																	
1190,625	0,363743133742526	734,375	0,209249052603578	734,375	0,308951002868032	1190,625	0,567913961956325	1190,625	0,795425676647926	734,375	0,480987624165616	734,375	0,381405058424052	1190,625	0,673989632094344	1190,625	0,850841478054856	734,375	0,560620812592597	734,375	0,596569315330038	1190,625	0,893738636629988	1190,625	0,819285211140331	734,375	0,620961953191452	734,375	0,67270009777829	1190,625	0,834321211281054																																	
1193,75	0,370892770069249	737,5	0,210559025697645	737,5	0,311243714600555	1193,75	0,571720968897646	1193,75	0,798014172043477	737,5	0,482156892266694	737,5	0,383036378180909	1193,75	0,676961572325647	1193,75	0,85308851610943	737,5	0,562347799239589	737,5	0,598182329624458	1193,75	0,894406081033071	1193,75	0,824522168468143	737,5	0,622474129692435	737,5	0,673928063135807	1193,75	0,83476438841746																																	
1196,875	0,374808769359253	740,625	0,213222829765401	740,625	0,315377121493881	1196,875	0,575605769294526	1196,875	0,799896486463584	740,625	0,485603046072797	740,625	0,386156252696971	1196,875	0,68003357319186	1196,875	0,855047997419566	740,625	0,566183305655829	740,625	0,60177560700666	1196,875	0,895249069829836	1196,875	0,828241362774602	740,625	0,625926780507151	740,625	0,676586160725893	1196,875	0,835171629271534																																	
1200	0,367853468480285	743,75	0,213893486165171	743,75	0,317509978044061	1200	0,57356023030015	1200	0,800294383868503	743,75	0,487245120813258	743,75	0,387031801187365	1200	0,679968569279137	1200	0,856287605564647	743,75	0,568507195708984	743,75	0,603901583660996	1200	0,895389922046676	1200	0,831714165601621	743,75	0,628266962802455	743,75	0,67854951745045	1200	0,834738716628388																																	
1203,125	0,371558601231246	746,875	0,210494067397099	746,875	0,315281615093859	1203,125	0,576787658202313	1203,125	0,804067653122779	746,875	0,485541396753109	746,875	0,384298005452828	1203,125	0,683602315579912	1203,125	0,859113395972452	746,875	0,567835817630939	746,875	0,603302228668977	1203,125	0,896375775023306	1203,125	0,83973065051679	746,875	0,627934470428146	746,875	0,678353809965037	1203,125	0,83570748306506																																	
1206,25	0,370256080847864	750	0,219731848789358	750	0,324912499145487	1206,25	0,574252416012393	1206,25	0,804062173704906	750	0,492993704089354	750	0,392314637306576	1206,25	0,681607707778959	1206,25	0,859495415490678	750	0,575023665454676	750	0,609699616710175	1206,25	0,895743053935491	1206,25	0,843436680956497	750	0,633853738471828	750	0,68325677271585	1206,25	0,834783203051047																																	
1209,375	0,37446552518544	753,125	0,221781147313078	753,125	0,327409208132084	1209,375	0,577237304605677	1209,375	0,807133978286673	753,125	0,494882239957655	753,125	0,393988550930798	1209,375	0,684215402828867	1209,375	0,862354054468712	753,125	0,577146611861657	753,125	0,611651834278029	1209,375	0,896193395830159	1209,375	0,85003440200895	753,125	0,635712855473829	753,125	0,685207960920839	1209,375	0,834970217496954																																	
1212,5	0,37389946985187	756,25	0,22038707174328	756,25	0,327258316068496	1212,5	0,579707584833523	1212,5	0,810632990684137	756,25	0,495069943895235	756,25	0,393561956750072	1212,5	0,686595552710306	1212,5	0,86563295902468	756,25	0,578223528649575	756,25	0,612663450761743	1212,5	0,896758689937885	1212,5	0,858360611281101	756,25	0,63673766347142	756,25	0,686165990552972	1212,5	0,835326889545862																																	
1215,625	0,369207105319828	759,375	0,214529789868984	759,375	0,324206125775632	1215,625	0,577425871773471	1215,625	0,811065566232469	759,375	0,493734214181836	759,375	0,390805028061236	1215,625	0,685651430108896	1215,625	0,866488670413892	759,375	0,578672511841003	759,375	0,613135758519517	1215,625	0,89636370549507	1215,625	0,862384670260347	759,375	0,637733295568034	759,375	0,686702606772358	1215,625	0,835213564413026																																	
1218,75	0,36645856342799	762,5	0,22157345410245	762,5	0,331412582376842	1218,75	0,576878885017434	1218,75	0,814579689818461	762,5	0,499598940241949	762,5	0,397546972038957	1218,75	0,686464943539534	1218,75	0,869550237125458	762,5	0,58414056031202	762,5	0,617850627724399	1218,75	0,896585228370049	1218,75	0,87124339694144	762,5	0,641910407118668	762,5	0,689936450899679	1218,75	0,835156515552315																																	
1221,875	0,373558536818621	765,625	0,221656854637244	765,625	0,332267959345975	1221,875	0,582690363982895	1221,875	0,817744070907573	765,625	0,500487194672996	765,625	0,398215381893234	1221,875	0,691070749952779	1221,875	0,872402212344728	765,625	0,585492304486549	765,625	0,618947132452406	1221,875	0,897530228244111	1221,875	0,876579702747003	765,625	0,643046660151809	765,625	0,691182748723602	1221,875	0,835366615552799																																	
1225	0,372608613591863	768,75	0,233616108424905	768,75	0,343848558405694	1225	0,582256948329107	1225	0,818786754968799	768,75	0,508435627828167	768,75	0,40833602721399	1225	0,690293480705028	1225	0,873620935391879	768,75	0,593024517855681	768,75	0,62528068887214	1225	0,897092421227168	1225	0,881318384499695	768,75	0,64886857461759	768,75	0,695333127602526	1225	0,834294682883653																																	
1228,125	0,378975393148512	771,875	0,230843750920927	771,875	0,342872210007475	1228,125	0,587542490240152	1228,125	0,823595442758655	771,875	0,508269493709746	771,875	0,407437384507441	1228,125	0,695246455527926	1228,125	0,877772409258863	771,875	0,595063638258718	771,875	0,626995734099911	1228,125	0,898289877545663	1228,125	0,888779621372853	771,875	0,650715560247357	771,875	0,697290268634835	1228,125	0,835678773636557																																	
1231,25	0,373140382507643	775	0,227038585480906	775	0,33928815641091	1231,25	0,585553531854027	1231,25	0,823685642134716	775	0,505108349273735	775	0,403581523820874	1231,25	0,69336825983025	1231,25	0,878521742205861	775	0,593391696724504	775	0,625469924450477	1231,25	0,897741400636469	1231,25	0,891786070578971	775	0,649192942794934	775	0,695851403324124	1231,25	0,83554188283264																																	
1234,375	0,379123311748105	778,125	0,237308958708477	778,125	0,348587434174403	1234,375	0,58957927829694	1234,375	0,826716234405788	778,125	0,511743982038802	778,125	0,410824501276961	1234,375	0,697664408798157	1234,375	0,880878863435932	778,125	0,60022509881437	778,125	0,631284408185966	1234,375	0,898627356288777	1234,375	0,895692804384888	778,125	0,65488801696683	778,125	0,700708184705457	1234,375	0,836470577072179																																	
1237,5	0,380726383777221	781,25	0,233736385217096	781,25	0,347156202098278	1237,5	0,590283679383898	1237,5	0,8294196891208	781,25	0,510957164197116	781,25	0,410580882261578	1237,5	0,698677536072876	1237,5	0,883104595132475	781,25	0,600556235680024	781,25	0,631848264570343	1237,5	0,898976791360721	1237,5	0,900106469115012	781,25	0,65525540208902	781,25	0,700670658657792	1237,5	0,835757736031539																																	
1240,625	0,375992406543843	784,375	0,234143573635621	784,375	0,348223981973221	1240,625	0,588861886310488	1240,625	0,83114001295597	784,375	0,510934830481955	784,375	0,411070162351037	1240,625	0,697941532224194	1240,625	0,885188692902968	784,375	0,602168566018267	784,375	0,633226732171976	1240,625	0,899141257398975	1240,625	0,904649158336156	784,375	0,656915946771886	784,375	0,701646223409768	1240,625	0,83441307133126																																	
1243,75	0,38252128876995	787,5	0,24247051107052	787,5	0,355303025403162	1243,75	0,594934700918387	1243,75	0,834893732360262	787,5	0,51549170432062	787,5	0,416559255906048	1243,75	0,702335039489508	1243,75	0,88809946556625	787,5	0,606940925969729	787,5	0,636831763528667	1243,75	0,900149688326267	1243,75	0,90797065916896	787,5	0,660713413146343	787,5	0,7045028675689	1243,75	0,835173454168787																																	
1246,875	0,379670379326086	790,625	0,237317053463276	790,625	0,353860426511371	1246,875	0,592506964001759	1246,875	0,835290990172292	790,625	0,515442426434116	790,625	0,415752466495941	1246,875	0,70036286173493	1246,875	0,888701234272018	790,625	0,608784651557279	790,625	0,638758807716092	1246,875	0,899583239542387	1246,875	0,909926442552025	790,625	0,662362319669048	790,625	0,706253086186391	1246,875	0,833576981498133																																	
1250	0,385452988244759	793,75	0,242384527676812	793,75	0,35760912853868	1250	0,597560080412033	1250	0,83882745132639	793,75	0,516121370712525	793,75	0,417508444818985	1250	0,704718823398871	1250	0,891068731557929	793,75	0,610813213001239	793,75	0,640550283255277	1250	0,900358609672656	1250	0,912864211501181	793,75	0,664123809455687	793,75	0,707598210683263	1250	0,835140681195925																																	
1253,125	0,387890633067779	796,875	0,241955244459791	796,875	0,358970226075827	1253,125	0,599282176175951	1253,125	0,840488687017455	796,875	0,51738898734075	796,875	0,418056468556403	1253,125	0,706070184438394	1253,125	0,892065081188197	796,875	0,614345441468201	796,875	0,64326149258129	1253,125	0,900742934131244	1253,125	0,913834364223745	796,875	0,667285791143694	796,875	0,710231854450907	1253,125	0,835719899258372																																	
1256,25	0,384747798608063	800	0,241526336848651	800	0,35931474892887	1256,25	0,59799075800737	1256,25	0,841184072331588	800	0,517063555761433	800	0,417612624098225	1256,25	0,705610297850965	1256,25	0,892828051501427	800	0,61544021038944	800	0,643919822335587	1256,25	0,900677809617069	1256,25	0,915215066737269	800	0,667960579595637	800	0,710393330846701	1256,25	0,834865569196919																																	
1259,375	0,390412283940879	803,125	0,236315398180003	803,125	0,353595620608856	1259,375	0,60189347318246	1259,375	0,843005147859459	803,125	0,512624486210691	803,125	0,410878838027076	1259,375	0,707308394745594	1259,375	0,894108570026379	803,125	0,614720964842431	803,125	0,643670551247653	1259,375	0,901496142174061	1259,375	0,9162052659845	803,125	0,668447854262581	803,125	0,711556812488753	1259,375	0,835387251200417																																	
1262,5	0,399334448197416	806,25	0,227445464470645	806,25	0,347513592213934	1262,5	0,610308660539053	1262,5	0,847835805375223	806,25	0,507247942423915	806,25	0,403929020273582	1262,5	0,714788649341135	1262,5	0,897745754092673	806,25	0,613164889572926	806,25	0,642268031227278	1262,5	0,903421275708613	1262,5	0,918756466794809	806,25	0,667266417041736	806,25	0,710624275084215	1262,5	0,836977454925566																																	
1265,625	0,391128778953369	809,375	0,232307203542579	809,375	0,35339376032733	1265,625	0,605660770782715	1265,625	0,847381850574002	809,375	0,509844387257779	809,375	0,408248297370874	1265,625	0,711952482606578	1265,625	0,897499750273472	809,375	0,617379750966877	809,375	0,645714980297241	1265,625	0,902932504159213	1265,625	0,919029027180695	809,375	0,670294993972364	809,375	0,712414452968816	1265,625	0,83517919537829																																	
1268,75	0,394519919615703	812,5	0,240682209232965	812,5	0,360281984282307	1268,75	0,609022399357217	1268,75	0,849246667772966	812,5	0,512906990976269	812,5	0,41245492151096	1268,75	0,714476274773752	1268,75	0,898568735180327	812,5	0,621916927670398	812,5	0,649819075089465	1268,75	0,903938661982809	1268,75	0,919164057685657	812,5	0,67433863801598	812,5	0,715417447254055	1268,75	0,836327561959479																																	
1271,875	0,396436425868891	815,625	0,251101387255415	815,625	0,369492719800228	1271,875	0,611470195013111	1271,875	0,85093764483026	815,625	0,517530067161515	815,625	0,418522338626357	1271,875	0,716901417699719	1271,875	0,89997340774524	815,625	0,627041299224312	815,625	0,654172462181899	1271,875	0,905292753628392	1271,875	0,919650660053204	815,625	0,678163384727438	815,625	0,718063482238582	1271,875	0,836562415019835																																	
1275	0,396506728126295	818,75	0,247912482900166	818,75	0,368540131847427	1275	0,611108522925785	1275	0,852364065817664	818,75	0,515510345312575	818,75	0,416532076190226	1275	0,717178460259278	1275	0,9008580012904	818,75	0,628492932748053	818,75	0,655245040159688	1275	0,906262224508645	1275	0,92004948009198	818,75	0,679370724122182	818,75	0,718661242250103	1275	0,835880277560652																																	
1278,125	0,394200550787187	821,875	0,245680586613598	821,875	0,367647441694815	1278,125	0,610524835053606	1278,125	0,853404478057823	821,875	0,513231182009142	821,875	0,413129758518215	1278,125	0,71687987405403	1278,125	0,901733531354715	821,875	0,630261913602114	821,875	0,65667492182368	1278,125	0,906789882292639	1278,125	0,920267111773697	821,875	0,681210443014204	821,875	0,720686555859199	1278,125	0,835464490655314																																	
1281,25	0,399034626393363	825	0,245437874649163	825	0,367465546283948	1281,25	0,615015980922968	1281,25	0,856153704671582	825	0,510702475594584	825	0,410560791605029	1281,25	0,7206140112679	1281,25	0,903367034329334	825	0,632133185713998	825	0,658193965253358	1281,25	0,908593897066247	1281,25	0,920671596428196	825	0,682934563356929	825	0,722487518559882	1281,25	0,837129315626609																																	
1284,375	0,397610542628033	828,125	0,253907305786514	828,125	0,374632719271062	1284,375	0,614768086027106	1284,375	0,856660276085874	828,125	0,513126506845129	828,125	0,416278672711739	1284,375	0,720863690770604	1284,375	0,904118590282863	828,125	0,635283569399875	828,125	0,660285628992243	1284,375	0,909280659411305	1284,375	0,920841479043977	828,125	0,684856141021917	828,125	0,723199785921031	1284,375	0,836372417941233																																	
1287,5	0,399169756670766	831,25	0,259058945758768	831,25	0,37925186825293	1287,5	0,616254232385652	1287,5	0,858140982074626	831,25	0,513472880870419	831,25	0,418775995851627	1287,5	0,722439689321505	1287,5	0,905290273063648	831,25	0,638998641778266	831,25	0,663783866629888	1287,5	0,910793209613946	1287,5	0,921076676311429	831,25	0,687911378165983	831,25	0,725881224222292	1287,5	0,835947771030008																																	
1290,625	0,399311600755169	834,375	0,25316177768448	834,375	0,375337991157556	1290,625	0,616808746990223	1290,625	0,859771486057953	834,375	0,50826800542646	834,375	0,414093217994441	1290,625	0,72346827438083	1290,625	0,906433082862881	834,375	0,638914827485332	834,375	0,663649258675902	1290,625	0,912358062838752	1290,625	0,921472759690827	834,375	0,687723933885574	834,375	0,726148046242301	1290,625	0,835628816786791																																	
1293,75	0,399955156710441	837,5	0,242729964368154	837,5	0,367475194296312	1293,75	0,618002785657464	1293,75	0,86097339181979	837,5	0,499953577183955	837,5	0,405915265824116	1293,75	0,725060856638878	1293,75	0,906946214288606	837,5	0,637312650230622	837,5	0,662168372209613	1293,75	0,913353922830635	1293,75	0,921399649914141	837,5	0,686883455662833	837,5	0,725731908034758	1293,75	0,836342606591347																																	
1296,875	0,409087029955369	840,625	0,247008052859766	840,625	0,371336942379586	1296,875	0,624593548507112	1296,875	0,86421043473791	840,625	0,499687919862299	840,625	0,410208943248549	1296,875	0,730079063238534	1296,875	0,908911138127508	840,625	0,640060226053049	840,625	0,664318940536734	1296,875	0,915470656933181	1296,875	0,922172459636907	840,625	0,689209481410607	840,625	0,726414214550882	1296,875	0,838680592471118																																	
1300	0,409087520433846	843,75	0,253383090340034	843,75	0,377428989925314	1300	0,625994466219983	1300	0,865885748374024	843,75	0,501854116873033	843,75	0,417465169147432	1300	0,731511275268788	1300	0,909852609309571	843,75	0,644203809505221	843,75	0,667595379614648	1300	0,917084574209454	1300	0,922418746785409	843,75	0,692521588764863	843,75	0,728026485589803	1300	0,839238203038341																																	
1303,125	0,40566409449727	846,875	0,250385881519956	846,875	0,374220663492674	1303,125	0,624651869758635	1303,125	0,866225005658986	846,875	0,496345134754251	846,875	0,414912775179074	1303,125	0,73084707633048	1303,125	0,909926561159337	846,875	0,642575115437959	846,875	0,665852184679294	1303,125	0,917692622348456	1303,125	0,922372983710093	846,875	0,690664465862018	846,875	0,726104176850541	1303,125	0,838264842333238																																	
1306,25	0,407685031671169	850	0,265762009987408	850	0,387982049076497	1306,25	0,626197032092645	1306,25	0,867281079929277	850	0,505116686456008	850	0,431081585641134	1306,25	0,732050467280883	1306,25	0,910756408359724	850	0,653473022195492	850	0,675287106719842	1306,25	0,918660456749528	1306,25	0,922642453994515	850	0,699822578403269	850	0,733899488563083	1306,25	0,838766579905964																																	
1309,375	0,402190591964116	853,125	0,260632244488684	853,125	0,382688595750215	1309,375	0,624455044751773	1309,375	0,868364281024456	853,125	0,497929591930599	853,125	0,426776047321447	1309,375	0,732347282535347	1309,375	0,911439361059566	853,125	0,650733574958457	853,125	0,67246356648705	1309,375	0,920170582414567	1309,375	0,923096608697889	853,125	0,697593096376669	853,125	0,732356335196426	1309,375	0,838880538426603																																	
1312,5	0,400822342917721	856,25	0,259284928704163	856,25	0,383568061115742	1312,5	0,624316180880601	1312,5	0,86868830217113	856,25	0,501420936784307	856,25	0,432289734288873	1312,5	0,732360144847304	1312,5	0,911702186682208	856,25	0,652626010456169	856,25	0,673724364297998	1312,5	0,920598658527951	1312,5	0,923185972394402	856,25	0,699081577726368	856,25	0,732969694034907	1312,5	0,838708299638193																																	
1315,625	0,406901021110044	859,375	0,260106898519856	859,375	0,384141850154088	1315,625	0,629004577264741	1315,625	0,871118693719616	859,375	0,500708289466115	859,375	0,43493610733277	1315,625	0,736291629965245	1315,625	0,912836285785474	859,375	0,654669366725074	859,375	0,675071265140335	1315,625	0,922129698680719	1315,625	0,923990356992124	859,375	0,700853759276432	859,375	0,735225767997823	1315,625	0,841423398058272																																	
1318,75	0,41300213038362	862,5	0,258606502970204	862,5	0,382587843356085	1318,75	0,633294989843868	1318,75	0,872950742603242	862,5	0,499073115080127	862,5	0,435799545858149	1318,75	0,739786574646272	1318,75	0,913637801394752	862,5	0,655748622282972	862,5	0,675421514386806	1318,75	0,923153677968851	1318,75	0,924438194570006	862,5	0,7018023217867	862,5	0,736030072761713	1318,75	0,844107186925135																																	
1321,875	0,414635349780545	865,625	0,262894758040397	865,625	0,387913718480916	1321,875	0,63602197546259	1321,875	0,874919387937797	865,625	0,506917520812216	865,625	0,443846601194303	1321,875	0,742205316020935	1321,875	0,914507151706769	865,625	0,658571100998508	865,625	0,677681741825565	1321,875	0,924264100804234	1321,875	0,925165444380244	865,625	0,703704048439771	865,625	0,736418516008534	1321,875	0,846530996099522																																	
1325	0,409978318084235	868,75	0,263810109719532	868,75	0,388810054068803	1325	0,634083951080163	1325	0,874934851632694	868,75	0,509295022223264	868,75	0,44608251781852	1325	0,740923942197703	1325	0,914512202621338	868,75	0,657710982701593	868,75	0,676420141736619	1325	0,924586148294946	1325	0,924911334180717	868,75	0,702541681477596	868,75	0,734639733023091	1325	0,846742329552446																																	
1328,125	0,416710205318106	871,875	0,260023708024663	871,875	0,387404069530924	1328,125	0,639091058095284	1328,125	0,877341392331494	871,875	0,513475167053894	871,875	0,448005111895711	1328,125	0,744929137677129	1328,125	0,915665877926353	871,875	0,659194110850416	871,875	0,676966981230873	1328,125	0,925634800520838	1328,125	0,9254877805494	871,875	0,703673423646163	871,875	0,735836257802585	1328,125	0,850799591951876																																	
1331,25	0,415775673862486	875	0,256771324814974	875	0,385303327522629	1331,25	0,639233775139039	1331,25	0,878478411988729	875	0,516059195906812	875	0,44760705107106	1331,25	0,745810638320301	1331,25	0,916409242886914	875	0,660169292236186	875	0,677504640115807	1331,25	0,926620877920463	1331,25	0,925786257517812	875	0,704947894227655	875	0,737128960841775	1331,25	0,85302314685398																																	
1334,375	0,413479850814757	878,125	0,27440180738728	878,125	0,401431570096553	1334,375	0,63821649096298	1334,375	0,878623863007714	878,125	0,536496844264944	878,125	0,464295252085359	1334,375	0,745639749314961	1334,375	0,916510647944274	878,125	0,668190041256602	878,125	0,684061125182273	1334,375	0,927004296692969	1334,375	0,925719612592164	878,125	0,710640601709591	878,125	0,740442161762973	1334,375	0,854372797550774																																	
1337,5	0,414566943573646	881,25	0,269179604307279	881,25	0,397365634279072	1337,5	0,639328952405649	1337,5	0,879944131374286	881,25	0,537633579403896	881,25	0,461838591536489	1337,5	0,746814611575165	1337,5	0,917143691682039	881,25	0,666776368659377	881,25	0,682466324732897	1337,5	0,927831938658588	1337,5	0,925913906759649	881,25	0,709417715852533	881,25	0,739934169322419	1337,5	0,858205540855441																																	
1340,625	0,41566752978143					1340,625	0,641250303963662	1340,625	0,881380491406636					1340,625	0,74852366298987	1340,625	0,918064098153374					1340,625	0,928980072801225	1340,625	0,926187783211769					1340,625	0,861926465940418																																	
1343,75	0,414416069573257					1343,75	0,641571237432422	1343,75	0,8821775033842					1343,75	0,748997428059066	1343,75	0,91860582015094					1343,75	0,929695030268224	1343,75	0,926316560665903					1343,75	0,865039840187463																																	
1346,875	0,415669965779162					1346,875	0,642993189456635	1346,875	0,883333264796055					1346,875	0,750021902476194	1346,875	0,918944921208221					1346,875	0,930331848903748	1346,875	0,926513318521275					1346,875	0,871452549574007																																	
1350	0,422104902219341					1350	0,647953807305296	1350	0,885571989535551					1350	0,754167734390696	1350	0,919919053562607					1350	0,931200740663073	1350	0,927248128912324					1350	0,879158151941391																																	
1353,125	0,419601038871452					1353,125	0,647051985115445	1353,125	0,886321392639868					1353,125	0,754048435747565	1353,125	0,920114982892679					1353,125	0,931888334126184	1353,125	0,927643737739058					1353,125	0,883467513679252																																	
1356,25	0,414810453382415					1356,25	0,644443412733381	1356,25	0,886322370057279					1356,25	0,75266221984865	1356,25	0,920280012654262					1356,25	0,932244331799634	1356,25	0,927686732510975					1356,25	0,887256287979332																																	
1359,375	0,417062764299779					1359,375	0,64665436929226	1359,375	0,887884915779232					1359,375	0,754906656860595	1359,375	0,921067846311562					1359,375	0,932886258250508	1359,375	0,928507856701214					1359,375	0,895049461029815																																	
1362,5	0,419938066487376					1362,5	0,648618841780851	1362,5	0,889043951586855					1362,5	0,756707865847922	1362,5	0,921742209751886					1362,5	0,933076675212692	1362,5	0,929198356105773					1362,5	0,901732465822949																																	
1365,625	0,412956393141823					1365,625	0,646245210311753	1365,625	0,889264460645056					1365,625	0,755543547757516	1365,625	0,921493044292715					1365,625	0,933005540205432	1365,625	0,929273405228729					1365,625	0,910230370581185																																	
1368,75	0,422645289917534					1368,75	0,652858666360476	1368,75	0,891802259670973					1368,75	0,760388443201787	1368,75	0,922322320826845					1368,75	0,933483402869044	1368,75	0,930317076876056					1368,75	0,918198191217907																																	
1371,875	0,430206869190954					1371,875	0,657821044555333	1371,875	0,893743825843501					1371,875	0,764277829024867	1371,875	0,923309884876734					1371,875	0,933852171635391	1371,875	0,9311998761708					1371,875	0,923834495015358																																	
1375	0,42926044933461					1375	0,658058457538861	1375	0,894677256485084					1375	0,764834949579297	1375	0,92379012536564					1375	0,93410289022412	1375	0,932024306978739					1375	0,930859383979003																																	
1378,125	0,426081621018232					1378,125	0,656716710572751	1378,125	0,894934561837746					1378,125	0,764332789619696	1378,125	0,923722692889258					1378,125	0,934160130621416	1378,125	0,932391076271332					1378,125	0,936549091441883																																	
1381,25	0,427643843021409					1381,25	0,658755252459886	1381,25	0,896465713228459					1381,25	0,766359475261138	1381,25	0,924392618187126					1381,25	0,934611333307291	1381,25	0,933289341902898					1381,25	0,942151324317411																																	
1384,375	0,431057595904089					1384,375	0,661172612501459	1384,375	0,897785594095442					1384,375	0,76835361491431	1384,375	0,924902268505766					1384,375	0,934930604455554	1384,375	0,933771376085887					1384,375	0,94593977458453																																	
1387,5	0,431154997616659					1387,5	0,661743752368479	1387,5	0,898607912640352					1387,5	0,769272212917493	1387,5	0,925064752782053					1387,5	0,93527689981039	1387,5	0,934170728051668					1387,5	0,949596281874516																																	
1390,625	0,433703957533594					1390,625	0,664254924283409	1390,625	0,899954893841304					1390,625	0,771421580943861	1390,625	0,925466578949425					1390,625	0,935953912068188	1390,625	0,934772039507462					1390,625	0,952306140163753																																	
1393,75	0,43351516611167					1393,75	0,664795202171134	1393,75	0,900723901605657					1393,75	0,772176528954732	1393,75	0,925591212007768					1393,75	0,936148570992788	1393,75	0,935321135088967					1393,75	0,954298250311636																																	
1396,875	0,43515978979789					1396,875	0,666375077948154	1396,875	0,901798019489222					1396,875	0,773547041228172	1396,875	0,925973384456606					1396,875	0,936446945859301	1396,875	0,935939608566073					1396,875	0,955348812820801																																	
