Frequency in Hz	Acrylic_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_92_LF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_92_HF Sound Absorption Coefficient continuous	Frequency in Hz	Acrylic_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_92_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_92_HF Sound Absorption Coefficient 1/3-octave	
2825	0,695316515511612					2825	0,913583731592195	2825	0,970662892935581					2825	0,963718926688316	2825	0,946793437269195					2825	0,940339149055055	2825	0,922236643994731					2825	0,892462279513895																																	
2828,125	0,693384862126914					2828,125	0,912840618313949	2828,125	0,970552567171434					2828,125	0,963402142286967	2828,125	0,946642011112851					2828,125	0,940293159269175	2828,125	0,922094446038216					2828,125	0,892322436052801																																	
2831,25	0,696332524691539					2831,25	0,913485840314752	2831,25	0,970497098235829					2831,25	0,963662008222033	2831,25	0,94658888323026					2831,25	0,940426820553779	2831,25	0,922197341977984					2831,25	0,892966874636174																																	
2834,375	0,691891944522133					2834,375	0,911887173957016	2834,375	0,970116933407953					2834,375	0,963063712332138	2834,375	0,945951672889695					2834,375	0,9399803428401	2834,375	0,92166750375631					2834,375	0,892416618487352																																	
2837,5	0,693710031341132					2837,5	0,912352499529052	2837,5	0,969978796210563					2837,5	0,963213045147974	2837,5	0,945811007911412					2837,5	0,939904331684191	2837,5	0,921852881134085					2837,5	0,892585342082131																																	
2840,625	0,695144037060463					2840,625	0,91281158669506	2840,625	0,969916085631826					2840,625	0,963351398973979	2840,625	0,945811001930136					2840,625	0,940051706410286	2840,625	0,922122790239589					2840,625	0,892997630945884																																	
2843,75	0,692797852192237					2843,75	0,911942328312692	2843,75	0,969704841256517					2843,75	0,962966464361653	2843,75	0,945561451847927					2843,75	0,939926055524913	2843,75	0,921784629215588					2843,75	0,892655566044647																																	
2846,875	0,694111591589174					2846,875	0,912065581656462	2846,875	0,969540721719131					2846,875	0,963057364141902	2846,875	0,945370883537243					2846,875	0,939897545045493	2846,875	0,921871733389621					2846,875	0,892962908741054																																	
2850	0,694384416881261					2850	0,912093546806843	2850	0,969589239530375					2850	0,96313958107313	2850	0,945440549756133					2850	0,9401528108404	2850	0,922210060825342					2850	0,893414547243137																																	
2853,125	0,695981195874181					2853,125	0,912546152209558	2853,125	0,969406880885576					2853,125	0,963124900942084	2853,125	0,945333035976184					2853,125	0,940223318978006	2853,125	0,922313519015141					2853,125	0,893801850841145																																	
2856,25	0,693791065601326					2856,25	0,911803563709856	2856,25	0,969180302966713					2856,25	0,962860288680173	2856,25	0,945042329391669					2856,25	0,939943854381827	2856,25	0,922075432825735					2856,25	0,893667202890266																																	
2859,375	0,695455543506937					2859,375	0,912245033615715	2859,375	0,969140081714404					2859,375	0,963012443340452	2859,375	0,945191290254826					2859,375	0,940101163693103	2859,375	0,922264422900209					2859,375	0,894026292422855																																	
2862,5	0,695280654784644					2862,5	0,91183653571521	2862,5	0,968720439760528					2862,5	0,962741038675915	2862,5	0,944742477201409					2862,5	0,939822583936567	2862,5	0,922042482992977					2862,5	0,893671798703734																																	
2865,625	0,695630851735612					2865,625	0,911759960384619	2865,625	0,968664267765493					2865,625	0,962766770356718	2865,625	0,944637153591073					2865,625	0,939848439258086	2865,625	0,922222462974125					2865,625	0,893980387493329																																	
2868,75	0,694129189659936					2868,75	0,91123380681694	2868,75	0,96851766659942					2868,75	0,9625339040502	2868,75	0,944478280782303					2868,75	0,939641395361266	2868,75	0,922037739487681					2868,75	0,893839078815068																																	
2871,875	0,696353759342492					2871,875	0,911695886497159	2871,875	0,968347670762248					2871,875	0,962581416346674	2871,875	0,944332063865473					2871,875	0,939649034605569	2871,875	0,9222113589784					2871,875	0,893900784710134																																	
2875	0,693873542655412					2875	0,910853620374826	2875	0,968070172930812					2875	0,962339607064445	2875	0,944178725010343					2875	0,939662035551905	2875	0,921939323362185					2875	0,893959866970501																																	
2878,125	0,693711345219121					2878,125	0,910649959162047	2878,125	0,967948731025138					2878,125	0,962141443863391	2878,125	0,944119988816093					2878,125	0,939628598429457	2878,125	0,921901998606021					2878,125	0,894047858914519																																	
2881,25	0,695996573248822					2881,25	0,911192968702462	2881,25	0,967813344842694					2881,25	0,962203108908439	2881,25	0,944057785409888					2881,25	0,939627874808646	2881,25	0,922356469495949					2881,25	0,894221982685985																																	
2884,375	0,696522190067461					2884,375	0,911176912497198	2884,375	0,967754346466812					2884,375	0,962162635669305	2884,375	0,943800781106072					2884,375	0,939620031237884	2884,375	0,922396198169687					2884,375	0,894195837062027																																	
2887,5	0,697517087748868					2887,5	0,91141494138554	2887,5	0,967697859310606					2887,5	0,962185687540109	2887,5	0,94370615021869					2887,5	0,939691640172995	2887,5	0,922505031624135					2887,5	0,894313238041148																																	
2890,625	0,697220929284018					2890,625	0,911310640630531	2890,625	0,967583628842162					2890,625	0,962123895897034	2890,625	0,943567697385083					2890,625	0,939619621189162	2890,625	0,922438165728654					2890,625	0,894186371648279																																	
2893,75	0,693418648146745					2893,75	0,909898762880799	2893,75	0,966965195009112					2893,75	0,961305118194455	2893,75	0,942906828584694					2893,75	0,939146410641794	2893,75	0,921914596294769					2893,75	0,893604629591214																																	
2896,875	0,697576382771799					2896,875	0,911010502947378	2896,875	0,967029938955171					2896,875	0,961780129624076	2896,875	0,943194081306986					2896,875	0,939585125148385	2896,875	0,922660782848627					2896,875	0,89428013019615																																	
2900	0,696854716776507					2900	0,910623063153521	2900	0,966905285573772					2900	0,961554864133915	2900	0,943002947193758					2900	0,93943269851362	2900	0,922480648240198					2900	0,894165746333899																																	
2903,125	0,696705336985401					2903,125	0,910495272041509	2903,125	0,966774949394271					2903,125	0,961433140444606	2903,125	0,942763621478477					2903,125	0,939252309965603	2903,125	0,922513012952249					2903,125	0,89408084185509																																	
2906,25	0,695777430492687					2906,25	0,910108953685221	2906,25	0,966563096766373					2906,25	0,961137926606676	2906,25	0,942443623855098					2906,25	0,939060299917505	2906,25	0,922419817575068					2906,25	0,893931233110426																																	
2909,375	0,695384215690271					2909,375	0,909835140674188	2909,375	0,966281036941384					2909,375	0,960816649653728	2909,375	0,942182787879218					2909,375	0,938969297558436	2909,375	0,922434043900926					2909,375	0,893711043993906																																	
2912,5	0,696242640682491					2912,5	0,909945814006541	2912,5	0,966116605900254					2912,5	0,960870519745962	2912,5	0,941945729245676					2912,5	0,939056997291858	2912,5	0,92244904410842					2912,5	0,893583250357038																																	
2915,625	0,694906329670984					2915,625	0,909176188354232	2915,625	0,965849771599845					2915,625	0,960422942253526	2915,625	0,941511465354701					2915,625	0,938879507896619	2915,625	0,922360979813957					2915,625	0,893406602141502																																	
2918,75	0,695352862896324					2918,75	0,90929475481211	2918,75	0,965640009618168					2918,75	0,960330743893185	2918,75	0,941371492489232					2918,75	0,938883507862977	2918,75	0,922583521043723					2918,75	0,893723605261656																																	
2921,875	0,696500115743293					2921,875	0,909548111992434	2921,875	0,965527289955269					2921,875	0,960370534993906	2921,875	0,941219330763635					2921,875	0,938845013202722	2921,875	0,922690405394389					2921,875	0,894037315990579																																	
2925	0,696657288303656					2925	0,909399712664489	2925	0,965307194807173					2925	0,960085028655214	2925	0,940747117031146					2925	0,93870357525884	2925	0,922798721670612					2925	0,894100302046108																																	
2928,125	0,696993111687967					2928,125	0,90947538621863	2928,125	0,965166300524297					2928,125	0,960065889496132	2928,125	0,940714781913733					2928,125	0,9388104817242	2928,125	0,922925082803263					2928,125	0,894565755546649																																	
2931,25	0,695028281286942					2931,25	0,908747967414325	2931,25	0,964837216905295					2931,25	0,959773363179794	2931,25	0,940347909365485					2931,25	0,938554113953673	2931,25	0,922686206232312					2931,25	0,894373836750009																																	
2934,375	0,696959147780596					2934,375	0,909184202025654	2934,375	0,964601380693544					2934,375	0,959772101964811	2934,375	0,94014576675945					2934,375	0,938585635340165	2934,375	0,92312844041218					2934,375	0,895063144298559																																	
2937,5	0,695964557257808					2937,5	0,90873466622384	2937,5	0,964403404042665					2937,5	0,959396604226179	2937,5	0,939592245813968					2937,5	0,938367469457522	2937,5	0,922908498840769					2937,5	0,895221656290909																																	
2940,625	0,697154737139499					2940,625	0,909341765624313	2940,625	0,964211047095358					2940,625	0,959475571874812	2940,625	0,939305945026636					2940,625	0,938350530524483	2940,625	0,922986035443346					2940,625	0,895715346871873																																	
2943,75	0,696351552518697					2943,75	0,909167497826425	2943,75	0,964023137286683					2943,75	0,959319570225705	2943,75	0,939126840686399					2943,75	0,938374016851121	2943,75	0,923207530156295					2943,75	0,895971624922517																																	
2946,875	0,69487740149284					2946,875	0,908661052418978	2946,875	0,963585520236225					2946,875	0,958826645040236	2946,875	0,938471733475961					2946,875	0,938085259736874	2946,875	0,923101231551106					2946,875	0,895779553414546																																	
2950	0,696947170880236					2950	0,909354545040636	2950	0,963478161294994					2950	0,958947466327698	2950	0,93831524596837					2950	0,938072719534714	2950	0,923259944232944					2950	0,896138806439663																																	
2953,125	0,695270196916841					2953,125	0,908834069187014	2953,125	0,963064481957246					2953,125	0,95850073108566	2953,125	0,937725595665842					2953,125	0,937612682503613	2953,125	0,9230822279485					2953,125	0,895869057943839																																	
2956,25	0,695141441828639					2956,25	0,908810637802753	2956,25	0,962743001162147					2956,25	0,958248821222877	2956,25	0,937485823379826					2956,25	0,937593481826755	2956,25	0,923169570355492					2956,25	0,89576687777211																																	
2959,375	0,696852233582542					2959,375	0,909428797020995	2959,375	0,962668150335318					2959,375	0,958319487974666	2959,375	0,937404918279448					2959,375	0,937805964998129	2959,375	0,923410175838477					2959,375	0,896127603607464																																	
2962,5	0,696610986245201					2962,5	0,909449838817995	2962,5	0,962374255771582					2962,5	0,958109280884189	2962,5	0,937039098860059					2962,5	0,937599368030295	2962,5	0,923358432744248					2962,5	0,896192965944135																																	
2965,625	0,696694844515831					2965,625	0,909410684386605	2965,625	0,961978929473147					2965,625	0,957834371580102	2965,625	0,936620829842209					2965,625	0,937476741368685	2965,625	0,923248547234879					2965,625	0,896077244722026																																	
2968,75	0,698952134639308					2968,75	0,910104735859002	2968,75	0,961996564289773					2968,75	0,958051312707272	2968,75	0,936764165325784					2968,75	0,937608613032779	2968,75	0,92356924804558					2968,75	0,896573203715457																																	
2971,875	0,69930292270952					2971,875	0,910437410186667	2971,875	0,961794217391895					2971,875	0,958052763338648	2971,875	0,936693922735612					2971,875	0,937530223587878	2971,875	0,923835239354687					2971,875	0,896623201742239																																	
2975	0,697774348811581					2975	0,909804319101887	2975	0,961338839022657					2975	0,957619583813631	2975	0,936130029574909					2975	0,937134882163851	2975	0,92370168538318					2975	0,896046290216429																																	
2978,125	0,697347704703516					2978,125	0,909614196242595	2978,125	0,960979871139478					2978,125	0,957319334683571	2978,125	0,935834006717351					2978,125	0,937058092789101	2978,125	0,923701324679098					2978,125	0,895982834215421																																	
2981,25	0,699082963429618					2981,25	0,910318668338524	2981,25	0,960924562141869					2981,25	0,957437168944953	2981,25	0,936180292560574					2981,25	0,937141530592849	2981,25	0,923993699060443					2981,25	0,896367585080023																																	
2984,375	0,700893086283946					2984,375	0,910844619302075	2984,375	0,96063923041393					2984,375	0,957571911458927	2984,375	0,936047214359339					2984,375	0,937251423248074	2984,375	0,924039990978657					2984,375	0,896640863622663																																	
2987,5	0,70160130448747					2987,5	0,9109039024062	2987,5	0,960332848227867					2987,5	0,957439895438851	2987,5	0,935968667262117					2987,5	0,937214593021707	2987,5	0,924158050039497					2987,5	0,896726115312692																																	
2990,625	0,699980546809674					2990,625	0,910278184128862	2990,625	0,960069540927309					2990,625	0,956992008758513	2990,625	0,93576982602928					2990,625	0,937015825830292	2990,625	0,924013089372472					2990,625	0,896241977589016																																	
2993,75	0,700488548838407					2993,75	0,910380351012037	2993,75	0,959853908187314					2993,75	0,956858606539785	2993,75	0,935888878690353					2993,75	0,936987111668557	2993,75	0,924186098021951					2993,75	0,896049278204249																																	
2996,875	0,700031353869473					2996,875	0,910130402103814	2996,875	0,959390846925745					2996,875	0,956605959078659	2996,875	0,935831004753161					2996,875	0,936831541816384	2996,875	0,92423287765629					2996,875	0,89595935296577																																	
3000	0,704290774233082					3000	0,911218573856721	3000	0,959252960120742					3000	0,957084515204685	3000	0,936082044764856					3000	0,937016105880776	3000	0,924706084975856					3000	0,896334873801737																																	
3003,125	0,70283413710719					3003,125	0,910622256136485	3003,125	0,95881575088206					3003,125	0,956611307415327	3003,125	0,93582512403339					3003,125	0,936838165641251	3003,125	0,924476967130171					3003,125	0,89622774566071																																	
3006,25	0,700788897294139					3006,25	0,909812430863323	3006,25	0,958336796449434					3006,25	0,956077106728676	3006,25	0,935496895150116					3006,25	0,936692742553514	3006,25	0,92407954034955					3006,25	0,895757642418157																																	
3009,375	0,702570287926865					3009,375	0,910379974656035	3009,375	0,958093404329715					3009,375	0,956204609308642	3009,375	0,935591534080014					3009,375	0,936676936229177	3009,375	0,924378501124765					3009,375	0,895894845915307																																	
3012,5	0,701321245582821					3012,5	0,90986198367705	3012,5	0,957634686802772					3012,5	0,955945758923793	3012,5	0,935572190584874					3012,5	0,936367957392639	3012,5	0,924281373320068					3012,5	0,895579961585802																																	
3015,625	0,701000494138373					3015,625	0,909274891518666	3015,625	0,956948730191167					3015,625	0,955362616487021	3015,625	0,935233228725704					3015,625	0,936096940864194	3015,625	0,924166944489					3015,625	0,895696011205085																																	
3018,75	0,699763768624326					3018,75	0,908750102418744	3018,75	0,956569468333299					3018,75	0,95502126041668	3018,75	0,934992351648419					3018,75	0,935686488807893	3018,75	0,924059803403921					3018,75	0,895017196918209																																	
3021,875	0,699002157478748					3021,875	0,908353514372322	3021,875	0,956067807652894					3021,875	0,954790950750819	3021,875	0,93464507387771					3021,875	0,935325110458332	3021,875	0,923922538036256					3021,875	0,894538617073888																																	
3025	0,706653189289681					3025	0,910186649044144	3025	0,955819116498598					3025	0,955509342534943	3025	0,935177173106834					3025	0,936168418207601	3025	0,924826132719326					3025	0,896149167496944																																	
3028,125	0,703370914696853					3028,125	0,908991921676151	3028,125	0,955279165010345					3028,125	0,954819115492231	3028,125	0,934670817992937					3028,125	0,935797946957044	3028,125	0,924457616342645					3028,125	0,895268851957272																																	
3031,25	0,702947375811573					3031,25	0,90860547355715	3031,25	0,954704027327357					3031,25	0,954509713349027	3031,25	0,934376751633868					3031,25	0,935445839550316	3031,25	0,924286900837241					3031,25	0,89515698373121																																	
3034,375	0,704595018291355					3034,375	0,908893737644717	3034,375	0,954608148887089					3034,375	0,954631882511322	3034,375	0,934328857400878					3034,375	0,935699568049396	3034,375	0,924735491160331					3034,375	0,895354663580051																																	
3037,5	0,704920657853596					3037,5	0,90879212185163	3037,5	0,954400001901546					3037,5	0,954678173591257	3037,5	0,933996161638705					3037,5	0,935604301215473	3037,5	0,925065739468237					3037,5	0,895120150996724																																	
3040,625	0,706757898277683					3040,625	0,908775273895443	3040,625	0,954122524334202					3040,625	0,954576128174021	3040,625	0,933812108724725					3040,625	0,935345139632663	3040,625	0,925106821103045					3040,625	0,895477582175045																																	
3043,75	0,703719160521521					3043,75	0,90777718991995	3043,75	0,953730470239893					3043,75	0,954078098300554	3043,75	0,933339379969156					3043,75	0,935034005253528	3043,75	0,924632149328023					3043,75	0,894842157513042																																	
3046,875	0,702417761973133					3046,875	0,906912876952551	3046,875	0,953160390185503					3046,875	0,953587062267325	3046,875	0,932663058044597					3046,875	0,934649241063782	3046,875	0,924576135907633					3046,875	0,894539093960212																																	
3050	0,703387152830842					3050	0,907173115504906	3050	0,953271890054421					3050	0,953864068489103	3050	0,932533304547593					3050	0,934556712198537	3050	0,924614067567463					3050	0,894533796853627																																	
3053,125	0,706301511935621					3053,125	0,908081353948389	3053,125	0,953701835834923					3053,125	0,954118079541293	3053,125	0,932730490182504					3053,125	0,934955679547908	3053,125	0,92481856750977					3053,125	0,894631450008888																																	
3056,25	0,704449884850993					3056,25	0,907092319706225	3056,25	0,953127812146238					3056,25	0,953661212539098	3056,25	0,932364254582633					3056,25	0,934610697352821	3056,25	0,924773475295125					3056,25	0,894381637096421																																	
3059,375	0,705930621953516					3059,375	0,907452605085922	3059,375	0,953253945493507					3059,375	0,953918835866299	3059,375	0,932102856065517					3059,375	0,934591587099766	3059,375	0,925099264468829					3059,375	0,894764616435596																																	
3062,5	0,707641478993451					3062,5	0,907843146013249	3062,5	0,953357824293985					3062,5	0,954049187755769	3062,5	0,93196633821875					3062,5	0,934621963562149	3062,5	0,925237139243908					3062,5	0,895020640403506																																	
3065,625	0,70898977182244					3065,625	0,907829239698439	3065,625	0,953294597988674					3065,625	0,954206228762713	3065,625	0,932045553770216					3065,625	0,934492803154051	3065,625	0,92502015938816					3065,625	0,894861807272047																																	
3068,75	0,709795311597443					3068,75	0,907822324665786	3068,75	0,9531864397167					3068,75	0,95406428045962	3068,75	0,931717755813413					3068,75	0,934555302276669	3068,75	0,925314178139019					3068,75	0,894882645756975																																	
3071,875	0,708332159202992					3071,875	0,907528425883868	3071,875	0,952795104072848					3071,875	0,953860392675405	3071,875	0,931355253823803					3071,875	0,934423403170549	3071,875	0,925251594917957					3071,875	0,894869160629432																																	
3075	0,704892452055744					3075	0,906112614885996	3075	0,952100886573071					3075	0,953104161498339	3075	0,930587728736136					3075	0,933796389407914	3075	0,924930767137034					3075	0,894417962529908																																	
3078,125	0,706310061201065					3078,125	0,906321656389208	3078,125	0,952000374117051					3078,125	0,953199122209642	3078,125	0,930385115073453					3078,125	0,933930402769271	3078,125	0,925254104387984					3078,125	0,894716850479376																																	
3081,25	0,709685149294812					3081,25	0,907076396407107	3081,25	0,95217197448585					3081,25	0,953467342693207	3081,25	0,930589468229688					3081,25	0,934291076399176	3081,25	0,925635355862446					3081,25	0,895554467525955																																	
3084,375	0,709056212153933					3084,375	0,906684121639595	3084,375	0,952019302115339					3084,375	0,953189887984744	3084,375	0,930392591227918					3084,375	0,934232528832267	3084,375	0,925725524036341					3084,375	0,895280919287487																																	
3087,5	0,706018662133076					3087,5	0,905325594167115	3087,5	0,951250367853928					3087,5	0,952330673468044	3087,5	0,929775711514509					3087,5	0,933711889559913	3087,5	0,924949585746559					3087,5	0,894324343054313																																	
3090,625	0,7069909891105					3090,625	0,90525884574308	3090,625	0,951223162620709					3090,625	0,95244888128746	3090,625	0,929470596906219					3090,625	0,933643604703645	3090,625	0,92504174189293					3090,625	0,894132937467838																																	
3093,75	0,705562053932715					3093,75	0,904927633011154	3093,75	0,950827527020977					3093,75	0,952204012653895	3093,75	0,928951375596419					3093,75	0,933697519135993	3093,75	0,925244970293421					3093,75	0,894522472085606																																	
3096,875	0,707272513007492					3096,875	0,905469949598523	3096,875	0,95068052457812					3096,875	0,95238841895063	3096,875	0,929148272432062					3096,875	0,933869505975338	3096,875	0,925561882452517					3096,875	0,894778940627274																																	
3100	0,708312341678267					3100	0,905341736920461	3100	0,950540658800676					3100	0,952240550584436	3100	0,929269591563387					3100	0,933936152331701	3100	0,925379981219189					3100	0,894483477836092																																	
3103,125	0,705978420037301					3103,125	0,904525327716556	3103,125	0,950260724354655					3103,125	0,951738219162647	3103,125	0,928808571223963					3103,125	0,933289485815433	3103,125	0,925141037648919					3103,125	0,894311532698129																																	
3106,25	0,705388493358285					3106,25	0,90432837759506	3106,25	0,949942612622313					3106,25	0,951574282127538	3106,25	0,928342961683303					3106,25	0,933176575093747	3106,25	0,925210502326433					3106,25	0,894262328005036																																	
3109,375	0,705165714832494					3109,375	0,904025576138215	3109,375	0,949563787964435					3109,375	0,951368633946523	3109,375	0,928043114049889					3109,375	0,933229771762217	3109,375	0,925101055630495					3109,375	0,894073423735512																																	
3112,5	0,702759510341592					3112,5	0,902987016111772	3112,5	0,948883862694047					3112,5	0,950755549882098	3112,5	0,927526829444229					3112,5	0,932617805937186	3112,5	0,924827357400599					3112,5	0,893273467898037																																	
3115,625	0,704332412231927					3115,625	0,903792005586338	3115,625	0,948752768947955					3115,625	0,950536083723272	3115,625	0,927482181854846					3115,625	0,932789184669567	3115,625	0,925331981648286					3115,625	0,893867439142687																																	
3118,75	0,705516098698254					3118,75	0,904170079784203	3118,75	0,948975815179627					3118,75	0,950790139294673	3118,75	0,927517904702058					3118,75	0,932964205304413	3118,75	0,925543475672021					3118,75	0,894174810152165																																	
3121,875	0,708525145752875					3121,875	0,90490965596997	3121,875	0,948985491544432					3121,875	0,950964926822445	3121,875	0,927585489732901					3121,875	0,933343717184767	3121,875	0,925960125917991					3121,875	0,894834195788649																																	
3125	0,707729070079566					3125	0,904493299769395	3125	0,948628768213983					3125	0,950663170905985	3125	0,927308880349546					3125	0,932887033380393	3125	0,925516998643943					3125	0,894570214496319																																	
3128,125	0,70657104754815					3128,125	0,903607293514224	3128,125	0,948017294493117					3128,125	0,950278558660879	3128,125	0,926851462801406					3128,125	0,932427668984526	3128,125	0,925329908364742					3128,125	0,89404447367768																																	
3131,25	0,70369732858708					3131,25	0,90225630388023	3131,25	0,947667122803249					3131,25	0,949369906047347	3131,25	0,926095445552478					3131,25	0,932250935556329	3131,25	0,925175650910341					3131,25	0,893494952817573																																	
3134,375	0,705930306651382					3134,375	0,903031075631674	3134,375	0,947620350005472					3134,375	0,949861331677593	3134,375	0,925996909482156					3134,375	0,932175199971661	3134,375	0,925426279998505					3134,375	0,893583674335077																																	
3137,5	0,710579083461214					3137,5	0,90456938542205	3137,5	0,948073501637934					3137,5	0,95059061305953	3137,5	0,926495567803338					3137,5	0,932464185334844	3137,5	0,925809174239431					3137,5	0,893876804712908																																	
3140,625	0,706636564086524					3140,625	0,902903707610958	3140,625	0,94730484751574					3140,625	0,949861830774959	3140,625	0,926078768876163					3140,625	0,932323870696741	3140,625	0,925724068368167					3140,625	0,894018710709409																																	
3143,75	0,706229544439572					3143,75	0,902884049969678	3143,75	0,946950651971427					3143,75	0,949534049360603	3143,75	0,925579518722105					3143,75	0,932118826606569	3143,75	0,925526814210776					3143,75	0,894150498171811																																	
3146,875	0,706509560401067					3146,875	0,902759040481527	3146,875	0,946722072915567					3146,875	0,949403293940789	3146,875	0,925429897910458					3146,875	0,931988833917744	3146,875	0,92560265889892					3146,875	0,894293370444246																																	
3150	0,706796827071476					3150	0,903118892314806	3150	0,946748674278741					3150	0,949745253371608	3150	0,925453128284775					3150	0,931891352929696	3150	0,92556184395179					3150	0,894175902359534																																	
3153,125	0,702605294847851					3153,125	0,901603842718072	3153,125	0,946101333213476					3153,125	0,948798783660806	3153,125	0,924612893908787					3153,125	0,9317566686145	3153,125	0,925068055709943					3153,125	0,893952979640376																																	
3156,25	0,712889163059051					3156,25	0,904161010871912	3156,25	0,946466139975434					3156,25	0,949965893764565	3156,25	0,925422135094441					3156,25	0,932496730520966	3156,25	0,92561311784696					3156,25	0,89467253430121																																	
3159,375	0,711534704745541					3159,375	0,903450623240334	3159,375	0,946107340135039					3159,375	0,949518025362817	3159,375	0,924841148651106					3159,375	0,932095068481142	3159,375	0,925507488839771					3159,375	0,894399725164733																																	
3162,5	0,709825643110996					3162,5	0,903078160423604	3162,5	0,946080844476745					3162,5	0,949169208214149	3162,5	0,924430401200306					3162,5	0,932047318591313	3162,5	0,925346753496927					3162,5	0,894938717497793																																	
3165,625	0,708719847371085					3165,625	0,902792814948865	3165,625	0,946068585865915					3165,625	0,948943197670091	3165,625	0,924202781225501					3165,625	0,932222734137812	3165,625	0,925814763614477					3165,625	0,895415254105294																																	
3168,75	0,706164091629145					3168,75	0,901729633139415	3168,75	0,945331783858672					3168,75	0,947908574865574	3168,75	0,923827828659971					3168,75	0,931451134878332	3168,75	0,925539214996056					3168,75	0,893913480809114																																	
3171,875	0,704999436927254					3171,875	0,901696473208106	3171,875	0,944849154117812					3171,875	0,9478957115087	3171,875	0,923938563365339					3171,875	0,93159190106484	3171,875	0,925786147343622					3171,875	0,893832241081822																																	
3175	0,70738817304065					3175	0,902635929623652	3175	0,945147683270104					3175	0,94840056589496	3175	0,924040509472168					3175	0,931915112521325	3175	0,925997648630279					3175	0,894243295811235																																	
3178,125	0,704310120092855					3178,125	0,899808197421078	3178,125	0,943995976278853					3178,125	0,946982899817829	3178,125	0,922705595400131					3178,125	0,931058011019856	3178,125	0,92541678282725					3178,125	0,893650288608315																																	
3181,25	0,705582384162507					3181,25	0,900721284719424	3181,25	0,94423413960061					3181,25	0,94731158506594	3181,25	0,922920284974276					3181,25	0,930928266836695	3181,25	0,92511737774014					3181,25	0,893777433082085																																	
3184,375	0,704589759258134					3184,375	0,900928983038986	3184,375	0,944183832731376					3184,375	0,947473320226888	3184,375	0,923344015243076					3184,375	0,931505011382235	3184,375	0,925625234902979					3184,375	0,894949736412859																																	
3187,5	0,702493560143152					3187,5	0,900073629686855	3187,5	0,943577205671124					3187,5	0,946822792946687	3187,5	0,922465636202673					3187,5	0,931042903100446	3187,5	0,924705190359181					3187,5	0,893856734069013																																	
3190,625	0,707496585386662					3190,625	0,901997905015356	3190,625	0,943811225778801					3190,625	0,94755560370852	3190,625	0,922662959720315					3190,625	0,931086993687855	3190,625	0,92499000981872					3190,625	0,894037515377194																																	
3193,75	0,703259533391229					3193,75	0,900625259262954	3193,75	0,943617170352703					3193,75	0,946871083076348	3193,75	0,922334715130741					3193,75	0,930991834444788	3193,75	0,924797244161977					3193,75	0,894286420705865																																	
3196,875	0,702421731401587					3196,875	0,900188678105626	3196,875	0,943409131350429					3196,875	0,946235718940269	3196,875	0,92212792923184					3196,875	0,930611331808291	3196,875	0,924344874050161					3196,875	0,893869961328981																																	
3200	0,707385466182025					3200	0,901446636209037	3200	0,943439187542479					3200	0,946634947703885	3200	0,92249295613308					3200	0,930912302818176	3200	0,924536167130638					3200	0,894227818936538																																	
3203,125	0,710203153691655					3203,125	0,902459239702294	3203,125	0,943339159166657					3203,125	0,946877812064909	3203,125	0,922054916719844					3203,125	0,931051176664247	3203,125	0,924725018159556					3203,125	0,894564718549386																																	
