Frequency in Hz	Wool_97 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97 Sound Reflection Factor continuous Im	
100	0,965521156787872	100	-0,128692895174026	
103,125	0,9596146941185	103,125	-0,119195774197578	
106,25	0,961106777191162	106,25	-0,151120260357857	
109,375	0,972271084785461	109,375	-0,136929422616959	
112,5	0,959719598293304	112,5	-0,1422518491745	
115,625	0,958665311336517	115,625	-0,153845757246017	
118,75	0,963797986507416	118,75	-0,145842969417572	
121,875	0,950682580471039	121,875	-0,154141753911972	
125	0,963228046894073	125	-0,156706497073174	
128,125	0,961836814880371	128,125	-0,167834132909775	
131,25	0,962317585945129	131,25	-0,166352361440659	
134,375	0,970991611480713	134,375	-0,166852921247482	
137,5	0,946177244186401	137,5	-0,183082565665245	
140,625	0,945358455181122	140,625	-0,171808883547783	
143,75	0,942066431045532	143,75	-0,183557540178299	
146,875	0,959692060947418	146,875	-0,172889187932014	
150	0,946786105632782	150	-0,184644028544426	
153,125	0,947194457054138	153,125	-0,198529168963432	
156,25	0,947903454303741	156,25	-0,193679809570313	
159,375	0,947656631469727	159,375	-0,199334770441055	
162,5	0,949300229549408	162,5	-0,19955475628376	
165,625	0,944281220436096	165,625	-0,199262961745262	
168,75	0,941931426525116	168,75	-0,217145591974258	
171,875	0,937491714954376	171,875	-0,207706645131111	
175	0,930956244468689	175	-0,215738534927368	
178,125	0,938761353492737	178,125	-0,22050629556179	
181,25	0,938670933246613	181,25	-0,218070238828659	
184,375	0,932499647140503	184,375	-0,219254106283188	
187,5	0,92385721206665	187,5	-0,229477867484093	
190,625	0,924259424209595	190,625	-0,225814938545227	
193,75	0,919570028781891	193,75	-0,238358929753304	
196,875	0,92326021194458	196,875	-0,234389185905457	
200	0,93065083026886	200	-0,235211163759232	
203,125	0,935030519962311	203,125	-0,235484853386879	
206,25	0,921657264232636	206,25	-0,25470158457756	
209,375	0,920909106731415	209,375	-0,24912440776825	
212,5	0,929786860942841	212,5	-0,244094476103783	
215,625	0,914283394813538	215,625	-0,259565532207489	
218,75	0,919005751609802	218,75	-0,252124309539795	
221,875	0,914528429508209	221,875	-0,261630088090897	
225	0,909799098968506	225	-0,261414229869843	
228,125	0,907194375991821	228,125	-0,264812797307968	
231,25	0,907517075538635	231,25	-0,266630440950394	
234,375	0,903293430805206	234,375	-0,270552307367325	
237,5	0,910696566104889	237,5	-0,270845800638199	
240,625	0,908480823040009	240,625	-0,287459999322891	
243,75	0,906771004199982	243,75	-0,282599568367004	
246,875	0,897160947322845	246,875	-0,283108621835709	
250	0,894656717777252	250	-0,28507599234581	
253,125	0,898676455020905	253,125	-0,290274739265442	
256,25	0,893932402133942	256,25	-0,297125369310379	
259,375	0,888986110687256	259,375	-0,29316058754921	
262,5	0,891506373882294	262,5	-0,301484405994415	
