global_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,validation_rmse,test_rmse,train_mae,validation_mae,test_mae,test_r2,n_rows_used
global_100_4950,100.0,4950.0,(log10_f - log10_sigma) * 0.14834973,5,0.010647079,0.10318468938871556,0.09981583623740255,0.09428727465953206,0.06962164746924049,0.06777480028763326,0.06340217907074053,0.2554657766795122,128000
