left_segment,right_segment,boundary_hz,num_curves,mean_abs_prediction_change,max_abs_prediction_change,mean_abs_teacher_change,mean_abs_excess_change,max_abs_excess_change
low_100_700,midlow_700_1000,700.0,150,0.03378513903875555,0.14723112659463672,0.021400045247244405,0.028043320040106838,0.10276247507213243
midlow_700_1000,midhigh_1000_1300,1000.0,150,0.0405289644688811,0.10142225139306249,0.01353174758659554,0.034305218872104644,0.06826008554197538
midhigh_1000_1300,highlow_1300_1650,1300.0,150,0.02576984514232466,0.14204320491771133,0.007410585083911741,0.023404571045049512,0.11854334956874558
highlow_1300_1650,high_1650_2000,1650.0,150,0.01939867956083013,0.1546631677530791,0.003847134450935526,0.01718321530020841,0.13992302257204076
high_1650_2000,upperlow_2000_3000,2000.0,150,0.058579779951236796,0.3942019650513826,0.00315345484631334,0.05565564499611536,0.375519496971491
upperlow_2000_3000,uppermid_3000_4000,3000.0,150,0.0554017514353351,0.3567879892387091,0.002684932087640582,0.0528932331855877,0.3445029862286943
uppermid_3000_4000,upperhigh_4000_4950,4000.0,150,0.03153097636428955,0.10897503665944788,0.0028897162184739486,0.030275897762954772,0.10784501483751033
