Frequency in Hz	Acrylic_93 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93 Normalized Surface Impedance continuous Im	
778,125	1,28860712051392	778,125	-1,60413181781769	
781,25	1,2821319103241	781,25	-1,59765100479126	
784,375	1,27686393260956	784,375	-1,58812022209167	
787,5	1,2903870344162	787,5	-1,57774209976196	
790,625	1,28220522403717	790,625	-1,57092690467834	
793,75	1,28942477703094	793,75	-1,5675265789032	
796,875	1,28355014324188	796,875	-1,55480182170868	
800	1,28640902042389	800	-1,5509375333786	
803,125	1,29338395595551	803,125	-1,55524110794067	
806,25	1,28874051570892	806,25	-1,55558013916016	
809,375	1,29161441326141	809,375	-1,54445660114288	
812,5	1,29345977306366	812,5	-1,53042554855347	
815,625	1,30340111255646	815,625	-1,51883888244629	
818,75	1,29932773113251	818,75	-1,51281011104584	
821,875	1,29920434951782	821,875	-1,50731599330902	
825	1,29261291027069	825	-1,49906122684479	
828,125	1,30144202709198	828,125	-1,49201917648315	
831,25	1,31122767925262	831,25	-1,48482179641724	
834,375	1,30953812599182	834,375	-1,48540127277374	
837,5	1,30485045909882	837,5	-1,48697113990784	
840,625	1,31213247776031	840,625	-1,47994577884674	
843,75	1,30731880664825	843,75	-1,46696221828461	
846,875	1,30579423904419	846,875	-1,46871900558472	
850	1,30768132209778	850	-1,44277489185333	
853,125	1,30970215797424	853,125	-1,44615972042084	
856,25	1,32440626621246	856,25	-1,44829261302948	
859,375	1,32690894603729	859,375	-1,44064509868622	
862,5	1,31839525699615	862,5	-1,43365466594696	
865,625	1,32009255886078	865,625	-1,42858123779297	
868,75	1,32459139823914	868,75	-1,42887449264526	
871,875	1,31976962089539	871,875	-1,42443335056305	
875	1,31812453269958	875	-1,4185950756073	
878,125	1,33285617828369	878,125	-1,40517866611481	
881,25	1,32833552360535	881,25	-1,40370666980743	
884,375	1,30751276016235	884,375	-1,35561609268188	
887,5	1,31381452083588	887,5	-1,35051155090332	
890,625	1,30974161624908	890,625	-1,34785521030426	
893,75	1,31038045883179	893,75	-1,34366929531097	
896,875	1,31001758575439	896,875	-1,3345342874527	
900	1,30887770652771	900	-1,33208513259888	
903,125	1,30680334568024	903,125	-1,32507872581482	
906,25	1,31425285339355	906,25	-1,31461679935455	
909,375	1,31652736663818	909,375	-1,31170165538788	
912,5	1,31098651885986	912,5	-1,3051483631134	
915,625	1,31865847110748	915,625	-1,29875600337982	
918,75	1,32203340530396	918,75	-1,29074358940125	
921,875	1,30923748016357	921,875	-1,28594863414764	
925	1,31289505958557	925	-1,27975511550903	
928,125	1,31360852718353	928,125	-1,28005909919739	
931,25	1,3158106803894	931,25	-1,27961301803589	
934,375	1,31811594963074	934,375	-1,27488791942596	
937,5	1,30988264083862	937,5	-1,27121829986572	
940,625	1,31287229061127	940,625	-1,26151359081268	
943,75	1,31776404380798	943,75	-1,25630712509155	
946,875	1,31888210773468	946,875	-1,25097715854645	
950	1,32014501094818	950	-1,24895477294922	
953,125	1,31806337833405	953,125	-1,24125099182129	
956,25	1,32126951217651	956,25	-1,23474264144897	
959,375	1,32111132144928	959,375	-1,22879791259766	
962,5	1,31816589832306	962,5	-1,22340023517609	
965,625	1,32341778278351	965,625	-1,22107601165771	
968,75	1,32539594173431	968,75	-1,22139656543732	
971,875	1,32101595401764	971,875	-1,21370959281921	
975	1,31903755664825	975	-1,20524215698242	
978,125	1,32147705554962	978,125	-1,20562732219696	
981,25	1,32129669189453	981,25	-1,19626152515411	
984,375	1,32225966453552	984,375	-1,19728970527649	
987,5	1,32503461837769	987,5	-1,19535136222839	
990,625	1,32329416275024	990,625	-1,18916666507721	
993,75	1,32195794582367	993,75	-1,19016754627228	
996,875	1,32514905929565	996,875	-1,18147432804108	
1000	1,32531523704529	1000	-1,17716193199158	
1003,125	1,32766246795654	1003,125	-1,17500376701355	
1006,25	1,3282083272934	1006,25	-1,16807401180267	
1009,375	1,32762038707733	1009,375	-1,16663646697998	
1012,5	1,32544112205505	1012,5	-1,1650116443634	
1015,625	1,33288681507111	1015,625	-1,15559208393097	
1018,75	1,32426643371582	1018,75	-1,15300714969635	
1021,875	1,32905125617981	1021,875	-1,15331447124481	
1025	1,32618832588196	1025	-1,14959228038788	
1028,125	1,3289270401001	1028,125	-1,14487493038177	
1031,25	1,32845056056976	1031,25	-1,14402806758881	
1034,375	1,33015656471252	1034,375	-1,14196741580963	
1037,5	1,32549667358398	1037,5	-1,13521146774292	
1040,625	1,32788169384003	1040,625	-1,13422048091888	
1043,75	1,32793164253235	1043,75	-1,13038873672485	
1046,875	1,32912766933441	1046,875	-1,13073754310608	
1050	1,32617020606995	1050	-1,12704634666443	
1053,125	1,32592129707336	1053,125	-1,13051867485046	
1056,25	1,32194256782532	1056,25	-1,12576508522034	
1059,375	1,32701539993286	1059,375	-1,11866784095764	
1062,5	1,32711327075958	1062,5	-1,11983001232147	
1065,625	1,32087004184723	1065,625	-1,1181800365448	
1068,75	1,32344257831573	1068,75	-1,11353850364685	
1071,875	1,32400929927826	1071,875	-1,11335837841034	
1075	1,32147145271301	1075	-1,10982167720795	
1078,125	1,31983160972595	1078,125	-1,10963892936707	
1081,25	1,32279813289642	1081,25	-1,10714650154114	
1084,375	1,31996917724609	1084,375	-1,10374307632446	
1087,5	1,31656646728516	1087,5	-1,10199356079102	
1090,625	1,31651508808136	1090,625	-1,10030245780945	
1093,75	1,31460785865784	1093,75	-1,09868168830872	
1096,875	1,30954241752625	1096,875	-1,09914374351501	
1100	1,30955827236176	1100	-1,09879195690155	
1103,125	1,30531668663025	1103,125	-1,09611701965332	
1106,25	1,30662357807159	1106,25	-1,08921635150909	
1109,375	1,30032086372375	1109,375	-1,08959114551544	
1112,5	1,29905390739441	1112,5	-1,09795737266541	
1115,625	1,29665780067444	1115,625	-1,09470987319946	
1118,75	1,28951871395111	1118,75	-1,09184312820435	
1121,875	1,28551042079926	1121,875	-1,09109771251678	
1125	1,28277409076691	1125	-1,09268808364868	
1128,125	1,27842128276825	1128,125	-1,09262466430664	
1131,25	1,26709842681885	1131,25	-1,09051775932312	
1134,375	1,26631462574005	1134,375	-1,09125661849976	
1137,5	1,25771200656891	1137,5	-1,0897468328476	
1140,625	1,24871075153351	1140,625	-1,09200823307037	
1143,75	1,23805916309357	1143,75	-1,08517181873322	
1146,875	1,22692430019379	1146,875	-1,08862972259521	
1150	1,22260332107544	1150	-1,09134936332703	
1153,125	1,21397173404694	1153,125	-1,08682417869568	
1156,25	1,2076119184494	1156,25	-1,07904529571533	
1159,375	1,19334971904755	1159,375	-1,07491028308868	
1162,5	1,18250715732574	1162,5	-1,06747508049011	
1165,625	1,17185354232788	1165,625	-1,06268203258514	
1168,75	1,15713584423065	1168,75	-1,06747853755951	
1171,875	1,1365053653717	1171,875	-1,05485081672668	
1175	1,12971985340118	1175	-1,04936099052429	
1178,125	1,11534225940704	1178,125	-1,04304325580597	
1181,25	1,10426473617554	1181,25	-1,02615547180176	
1184,375	1,09240329265594	1184,375	-1,01043856143951	
1187,5	1,08233535289764	1187,5	-0,996793627738953	
1190,625	1,07636845111847	1190,625	-0,971520066261292	
1193,75	1,06617140769958	1193,75	-0,950392544269562	
1196,875	1,05483448505402	1196,875	-0,933802783489227	
1200	1,04351437091827	1200	-0,917969465255737	
1203,125	1,04392445087433	1203,125	-0,891647338867188	
1206,25	1,03398382663727	1206,25	-0,875544846057892	
1209,375	1,03544902801514	1209,375	-0,854078590869904	
1212,5	1,03797328472137	1212,5	-0,826841771602631	
1215,625	1,03532135486603	1215,625	-0,812156736850739	
1218,75	1,03845322132111	1218,75	-0,782554268836975	
1221,875	1,04864132404327	1221,875	-0,766953587532043	
1225	1,05075907707214	1225	-0,750612556934357	
1228,125	1,07183527946472	1228,125	-0,728937268257141	
1231,25	1,07958388328552	1231,25	-0,719496250152588	
1234,375	1,09058976173401	1234,375	-0,706970870494843	
1237,5	1,10028803348541	1237,5	-0,691650211811066	
1240,625	1,10516142845154	1240,625	-0,674448251724243	
1243,75	1,12047934532166	1243,75	-0,66314297914505	
1246,875	1,12816476821899	1246,875	-0,65595805644989	
1250	1,1469521522522	1250	-0,645232796669006	
1253,125	1,15738987922668	1253,125	-0,641677498817444	
1256,25	1,16552460193634	1256,25	-0,635999023914337	
1259,375	1,17552995681763	1259,375	-0,631852269172668	
1262,5	1,18933165073395	1262,5	-0,620348691940308	
1265,625	1,19403183460236	1265,625	-0,618992209434509	
1268,75	1,20386207103729	1268,75	-0,618008553981781	
1271,875	1,21238684654236	1271,875	-0,61529940366745	
1275	1,21917700767517	1275	-0,612974166870117	
1278,125	1,22779273986816	1278,125	-0,611243665218353	
1281,25	1,23451852798462	1281,25	-0,60867303609848	
1284,375	1,23990070819855	1284,375	-0,607281386852264	
1287,5	1,24441313743591	1287,5	-0,605620741844177	
1290,625	1,24885642528534	1290,625	-0,60313880443573	
1293,75	1,25545191764832	1293,75	-0,602603495121002	
1296,875	1,25919592380524	1296,875	-0,598247885704041	
1300	1,26137220859528	1300	-0,596692144870758	
1303,125	1,26460790634155	1303,125	-0,596406161785126	
1306,25	1,26811408996582	1306,25	-0,594480097293854	
1309,375	1,26949274539948	1309,375	-0,591962814331055	
1312,5	1,27247381210327	1312,5	-0,590985655784607	
1315,625	1,27537226676941	1315,625	-0,586370289325714	
1318,75	1,28152751922607	1318,75	-0,582872271537781	
1321,875	1,2842937707901	1321,875	-0,578542172908783	
1325	1,28897702693939	1325	-0,578854560852051	
1328,125	1,293301820755	1328,125	-0,574869573116302	
1331,25	1,29507696628571	1331,25	-0,572885453701019	
1334,375	1,29781937599182	1334,375	-0,572585999965668	
1337,5	1,29837119579315	1337,5	-0,571424186229706	
1340,625	1,30143249034882	1340,625	-0,569215953350067	
1343,75	1,30375039577484	1343,75	-0,567943751811981	
1346,875	1,30435025691986	1346,875	-0,566736280918121	
1350	1,30652368068695	1350	-0,562211632728577	
1353,125	1,30532538890839	1353,125	-0,560390591621399	
1356,25	1,30321669578552	1356,25	-0,560716032981873	
1359,375	1,30497479438782	1359,375	-0,555792510509491	
1362,5	1,30749773979187	1362,5	-0,551317930221558	
1365,625	1,3069634437561	1365,625	-0,55105584859848	
1368,75	1,3084762096405	1368,75	-0,544861018657684	
1371,875	1,3142329454422	1371,875	-0,538197576999664	
1375	1,31363558769226	1375	-0,533726274967194	
1378,125	1,31337821483612	1378,125	-0,531726181507111	
1381,25	1,31527924537659	1381,25	-0,525983095169067	
1384,375	1,31845343112946	1384,375	-0,522146582603455	
1387,5	1,32080018520355	1387,5	-0,519022166728973	
1390,625	1,32332408428192	1390,625	-0,514611303806305	
1393,75	1,32530391216278	1393,75	-0,510650455951691	
1396,875	1,32569193840027	1396,875	-0,506825685501099	
1400	1,32709288597107	1400	-0,503488779067993	
1403,125	1,32967865467072	1403,125	-0,497842103242874	
1406,25	1,33196115493774	1406,25	-0,492705047130585	
1409,375	1,33354663848877	1409,375	-0,48551145195961	
1412,5	1,33625376224518	1412,5	-0,481603175401688	
1415,625	1,33919322490692	1415,625	-0,476128309965134	
1418,75	1,34222316741943	1418,75	-0,468905240297318	
1421,875	1,34558236598969	1421,875	-0,465485662221909	
1425	1,35140705108643	1425	-0,460749238729477	
1428,125	1,35749089717865	1428,125	-0,456319034099579	
1431,25	1,3633850812912	1431,25	-0,452485829591751	
1434,375	1,36748623847961	1434,375	-0,448285698890686	
1437,5	1,3727240562439	1437,5	-0,445079982280731	
1440,625	1,37757861614227	1440,625	-0,441680461168289	
1443,75	1,38289821147919	1443,75	-0,438220292329788	
1446,875	1,38712430000305	1446,875	-0,437602609395981	
1450	1,3915513753891	1450	-0,436445146799088	
1453,125	1,39614760875702	1453,125	-0,434321820735931	
1456,25	1,39943182468414	1456,25	-0,432889372110367	
1459,375	1,40519165992737	1459,375	-0,432855725288391	
1462,5	1,40828347206116	1462,5	-0,429365634918213	
1465,625	1,41115570068359	1465,625	-0,428597778081894	
1468,75	1,41507887840271	1468,75	-0,427091777324677	
1471,875	1,41811621189117	1471,875	-0,426516473293304	
1475	1,42287755012512	1475	-0,425484508275986	
1478,125	1,42632842063904	1478,125	-0,424804389476776	
1481,25	1,42891728878021	1481,25	-0,42469984292984	
1484,375	1,43143558502197	1484,375	-0,423408001661301	
1487,5	1,43439447879791	1487,5	-0,422196209430695	
1490,625	1,43625962734222	1490,625	-0,420614212751389	
1493,75	1,440185546875	1493,75	-0,417842745780945	
1496,875	1,44184017181396	1496,875	-0,417533576488495	
1500	1,44374966621399	1500	-0,417804956436157	
1503,125	1,44695973396301	1503,125	-0,41582989692688	
1506,25	1,44838082790375	1506,25	-0,411329597234726	
1509,375	1,45128333568573	1509,375	-0,410575717687607	
1512,5	1,45393776893616	1512,5	-0,410699099302292	
1515,625	1,45655643939972	1515,625	-0,409009575843811	
1518,75	1,45898842811584	1518,75	-0,408899813890457	
1521,875	1,46191966533661	1521,875	-0,407853305339813	
1525	1,46237325668335	1525	-0,40630641579628	
1528,125	1,46509790420532	1528,125	-0,403388142585754	
1531,25	1,46815609931946	1531,25	-0,403243273496628	
1534,375	1,46986985206604	1534,375	-0,401438683271408	
1537,5	1,47293841838837	1537,5	-0,401141881942749	
1540,625	1,47553789615631	1540,625	-0,400942116975784	
1543,75	1,47649896144867	1543,75	-0,398586094379425	
1546,875	1,47870397567749	1546,875	-0,397069185972214	
1550	1,4807060956955	1550	-0,396932452917099	
1553,125	1,48242843151093	1553,125	-0,394604504108429	
1556,25	1,48521053791046	1556,25	-0,39494052529335	
1559,375	1,48597979545593	1559,375	-0,39282152056694	
1562,5	1,48921751976013	1562,5	-0,390838801860809	
1565,625	1,4905298948288	1565,625	-0,387924641370773	
1568,75	1,49157571792603	1568,75	-0,385796010494232	
1571,875	1,49524629116058	1571,875	-0,384804755449295	
1575	1,49817895889282	1575	-0,38490504026413	
1578,125	1,49965369701385	1578,125	-0,382747918367386	
1581,25	1,49986004829407	1581,25	-0,381555378437042	
1584,375	1,50183606147766	1584,375	-0,37966850399971	
1587,5	1,50357902050018	1587,5	-0,378617435693741	
1590,625	1,50690019130707	1590,625	-0,377902865409851	
1593,75	1,51042473316193	1593,75	-0,376069694757462	
1596,875	1,51032698154449	1596,875	-0,37597644329071	
1600	1,51388871669769	1600	-0,374073565006256	
1603,125	1,51531231403351	1603,125	-0,373417049646378	
1606,25	1,51874029636383	1606,25	-0,372558444738388	
1609,375	1,51662743091583	1609,375	-0,372861832380295	
1612,5	1,52003884315491	1612,5	-0,371447861194611	
1615,625	1,52321076393127	1615,625	-0,369056522846222	
1618,75	1,52319812774658	1618,75	-0,368266373872757	
1621,875	1,52712869644165	1621,875	-0,366799086332321	
1625	1,52652871608734	1625	-0,365244477987289	
1628,125	1,52909433841705	1628,125	-0,364641338586807	
1631,25	1,5286523103714	1631,25	-0,36291378736496	
1634,375	1,53214633464813	1634,375	-0,363792419433594	
1637,5	1,53178560733795	1637,5	-0,361559063196182	
1640,625	1,53752398490906	1640,625	-0,365856885910034	
1643,75	1,5368709564209	1643,75	-0,365018159151077	
1646,875	1,53969192504883	1646,875	-0,361826866865158	
1650	1,53976452350616	1650	-0,35941556096077	
1653,125	1,54093670845032	1653,125	-0,359990745782852	
1656,25	1,54538190364838	1656,25	-0,359112799167633	
1659,375	1,54415690898895	1659,375	-0,357679635286331	
1662,5	1,54623913764954	1662,5	-0,354951679706573	
1665,625	1,54991638660431	1665,625	-0,353763371706009	
1668,75	1,54960978031158	1668,75	-0,353410422801971	
1671,875	1,54580676555634	1671,875	-0,353000670671463	
1675	1,55261743068695	1675	-0,353772968053818	
1678,125	1,55175721645355	1678,125	-0,354218095541	
1681,25	1,55390548706055	1681,25	-0,353065431118011	
1684,375	1,55412065982819	1684,375	-0,352153867483139	
1687,5	1,55260646343231	1687,5	-0,350043058395386	
1690,625	1,5558614730835	1690,625	-0,346564441919327	
1693,75	1,55419409275055	1693,75	-0,344584167003632	
1696,875	1,55748748779297	1696,875	-0,343159914016724	
1700	1,55808365345001	1700	-0,343853205442429	
1703,125	1,55992007255554	1703,125	-0,34350511431694	
1706,25	1,5620995759964	1706,25	-0,341214805841446	
1709,375	1,5612336397171	1709,375	-0,340212911367416	
1712,5	1,5636442899704	1712,5	-0,338214516639709	
1715,625	1,56411600112915	1715,625	-0,337159156799316	
1718,75	1,56543254852295	1718,75	-0,333796501159668	
1721,875	1,56515681743622	1721,875	-0,333902776241302	
1725	1,56892061233521	1725	-0,333380967378616	
1728,125	1,56768679618835	1728,125	-0,333205968141556	
1731,25	1,57064175605774	1731,25	-0,328178137540817	
1734,375	1,57353699207306	1734,375	-0,327406346797943	
1737,5	1,57352697849274	1737,5	-0,328279405832291	
