Frequency in Hz	Acrylic_93 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_93 Sound Absorption Coefficient continuous	
125	0,0645929500460625	100	0,0437896985290491	
160	0,084663413465023	103,125	0,0451361717161461	
200	0,115956425666809	106,25	0,0401354807182873	
250	0,159710541367531	109,375	0,0375148388481505	
315	0,236086770892143	112,5	0,0504110771671751	
400	0,30609980225563	115,625	0,0671594751670361	
500	0,418739229440689	118,75	0,0663444778852684	
630	0,543057143688202	121,875	0,061159522769635	
800	0,670585632324219	125	0,0614817309188345	
1000	0,777898013591766	128,125	0,064469234672888	
1250	0,886102795600891	131,25	0,0536082157943636	
1600	0,937778055667877	134,375	0,0642373887631181	
2000	0,933956027030945	137,5	0,080195350224787	
2500	0,92794531583786	140,625	0,076863000792796	
3150	0,926484048366547	143,75	0,0833589971353861	
4000	0,955370306968689	146,875	0,0759824218671121	
		150	0,0599349233661045	
		153,125	0,0938347207659603	
		156,25	0,081975809138123	
		159,375	0,0768908358279138	
		162,5	0,0759240621874526	
		165,625	0,0686523697727007	
		168,75	0,108663716630809	
		171,875	0,105731844230114	
		175	0,100347812548231	
		178,125	0,112327489049619	
		181,25	0,106219059563351	
		184,375	0,108002660973352	
		187,5	0,106447644456969	
		190,625	0,101717688349029	
		193,75	0,111074204010271	
		196,875	0,115665843187334	
		200	0,121395246993042	
		203,125	0,124342338032733	
		206,25	0,11904726426181	
		209,375	0,129081545769684	
		212,5	0,115618119987336	
		215,625	0,120092289215826	
		218,75	0,129326918000815	
		221,875	0,118988055544688	
		225	0,128374840704131	
		228,125	0,140151325700084	
		231,25	0,145967352820916	
		234,375	0,134637722562154	
		237,5	0,143394476296391	
		240,625	0,138720988874248	
		243,75	0,151080906268771	
		246,875	0,165239487150239	
		250	0,155408200461869	
		253,125	0,158793124445934	
		256,25	0,172700705254476	
		259,375	0,176415734627472	
		262,5	0,156484047973533	
		265,625	0,16062022673448	
		268,75	0,161077777347654	
		271,875	0,173352379234585	
		275	0,194846465754689	
		278,125	0,195243746290061	
		281,25	0,181990679233943	
		284,375	0,185586572301428	
		287,5	0,200676972310828	
		290,625	0,204900995240802	
		293,75	0,200518432891514	
		296,875	0,189011559624226	
		300	0,209325251598201	
		303,125	0,224268186494308	
		306,25	0,23699035467729	
		309,375	0,236593718406624	
		312,5	0,25566408598611	
		315,625	0,257861063465365	
		318,75	0,258724148055074	
		321,875	0,264238637903417	
		325	0,262256979425201	
		328,125	0,248416595243384	
		331,25	0,234590843275859	
		334,375	0,250910496339792	
		337,5	0,243836140724998	
		340,625	0,246898625089557	
		343,75	0,253770076689197	
		346,875	0,250150731693189	
		350	0,262133404121784	
		353,125	0,252671754276654	
		356,25	0,244273139381233	
		359,375	0,247326228633109	
		362,5	0,26903717510342	
		365,625	0,262696345758018	
		368,75	0,263892739113289	
		371,875	0,291909567968933	
		375	0,298131661656128	
		378,125	0,28710791587851	
		381,25	0,25109576552672	
		384,375	0,271703529106588	
		387,5	0,291943026027113	
		390,625	0,308193814814212	
		393,75	0,294012654487968	
		396,875	0,291615184749874	
		400	0,27776435524489	
		403,125	0,29664833785664	
		406,25	0,311595638485242	
		409,375	0,288018105953525	
		412,5	0,303462515657531	
		415,625	0,333516763043637	
		418,75	0,358916540041036	
		421,875	0,346900543568247	
		425	0,346121281697921	
		428,125	0,310374825942462	
		431,25	0,321757529017652	
		434,375	0,364721620348303	
		437,5	0,367387316464513	
		440,625	0,357281372569218	
		443,75	0,368680450034201	
		446,875	0,356908312344904	
		450	0,35842262910832	
		453,125	0,369427526439391	
		456,25	0,387580650392351	
		459,375	0,383270075928249	
		462,5	0,382386827785286	
		465,625	0,379873004350707	
		468,75	0,381009761800481	
		471,875	0,38962163751642	
		475	0,380102757775816	
		478,125	0,383145602065587	
		481,25	0,396575445823114	
		484,375	0,399770058312061	
		487,5	0,401956476498315	
		490,625	0,40145429899126	
		493,75	0,404394250946467	
		496,875	0,417511765121518	
		500	0,41568690490174	
		503,125	0,418030070058494	
		506,25	0,415777430563679	
		509,375	0,41934815206933	
		512,5	0,426618867677361	
		515,625	0,43326622782108	
		518,75	0,427321076682622	
		521,875	0,427202120848031	
		525	0,438459435466732	
		528,125	0,441533992374813	
		531,25	0,442298386462378	
		534,375	0,444605233039645	
		537,5	0,449782195644291	
		540,625	0,448978156734308	
		543,75	0,455132506707749	
		546,875	0,464082721231118	
		550	0,463788829963676	
		553,125	0,46511702809107	
		556,25	0,479819771232302	
		559,375	0,481260305447997	
		562,5	0,480204615813674	
		565,625	0,478087290782512	
		568,75	0,489106591353087	
		571,875	0,492374602984181	
		575	0,492074330719552	
		578,125	0,492327321666715	
		581,25	0,4986316059199	
		584,375	0,500558183799486	
		587,5	0,501553550893469	
		590,625	0,503639498824874	
		593,75	0,507381724919004	
		596,875	0,509756226082233	
		600	0,509680188762534	
		603,125	0,514089107163407	
		606,25	0,519860744636176	
		609,375	0,526167904353699	
		612,5	0,52552468883442	
		615,625	0,530285814704522	
		618,75	0,529600386757047	
		621,875	0,534509817527067	
		625	0,537685031734541	
		628,125	0,538535699015621	
		631,25	0,540395182201642	
		634,375	0,544460311108534	
		637,5	0,549680631074349	
		640,625	0,55152980010264	
		643,75	0,551193113088625	
		646,875	0,555545857912834	
		650	0,558635195400074	
		653,125	0,558943948632005	
		656,25	0,560264952395531	
		659,375	0,562478069291377	
		662,5	0,567464342261706	
		665,625	0,567911741036968	
		668,75	0,571466675283389	
		671,875	0,574728258442233	
		675	0,57722751355819	
