global_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,validation_rmse,test_rmse,train_mae,validation_mae,test_mae,test_r2,n_rows_used
global_100_4950,100.0,4950.0,(log10_k0_prime__f2_low * 0.027714998) - 0.15112399,5,0.010406769,0.10201357604849118,0.0989476016853487,,0.072619605364625,0.07211401383886619,,,108800
