Frequency in Hz	Acrylic_96 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96 Normalized Surface Impedance continuous Im	
409,375	0,800532639026642	409,375	-3,6200635433197	
412,5	0,856372058391571	412,5	-3,55996012687683	
415,625	1,04174542427063	415,625	-3,55305528640747	
418,75	1,14474511146545	418,75	-3,45402407646179	
421,875	1,07907915115356	421,875	-3,49010157585144	
425	0,993270814418793	425	-3,36734914779663	
428,125	0,868975281715393	428,125	-3,55994057655334	
431,25	0,94658499956131	431,25	-3,59177684783936	
434,375	1,1160991191864	434,375	-3,40394306182861	
437,5	1,09053158760071	437,5	-3,35848736763	
440,625	0,994906842708588	440,625	-3,32641196250916	
443,75	1,02158057689667	443,75	-3,26536679267883	
446,875	0,961654126644135	446,875	-3,29948139190674	
450	0,966962456703186	450	-3,30354118347168	
453,125	0,961045026779175	453,125	-3,19438219070435	
456,25	1,00856029987335	456,25	-3,11089444160461	
459,375	0,985424697399139	459,375	-3,124671459198	
462,5	0,946928381919861	462,5	-3,08428502082825	
465,625	0,916329681873322	465,625	-3,07074952125549	
468,75	0,942415773868561	468,75	-3,11523699760437	
471,875	0,958986222743988	471,875	-3,07568907737732	
475	0,880127847194672	475	-3,03606915473938	
478,125	0,887324094772339	478,125	-3,03381037712097	
481,25	0,948062062263489	481,25	-3,02409815788269	
484,375	0,943338215351105	484,375	-3,000657081604	
487,5	0,942682445049286	487,5	-2,99000072479248	
490,625	0,908227562904358	490,625	-2,94507265090942	
493,75	0,902882695198059	493,75	-2,92693853378296	
496,875	0,932390332221985	496,875	-2,87101554870605	
500	0,930811524391174	500	-2,89370369911194	
503,125	0,925256431102753	503,125	-2,87700986862183	
506,25	0,900201141834259	506,25	-2,8639543056488	
509,375	0,89819473028183	509,375	-2,84033346176147	
512,5	0,913473904132843	512,5	-2,8156099319458	
515,625	0,921512067317963	515,625	-2,78543329238892	
518,75	0,87145471572876	518,75	-2,75743579864502	
521,875	0,86317253112793	521,875	-2,75195026397705	
525	0,892104387283325	525	-2,71990942955017	
528,125	0,900234997272491	528,125	-2,72029685974121	
531,25	0,889597535133362	531,25	-2,7066798210144	
534,375	0,891350209712982	534,375	-2,70167779922485	
537,5	0,899831056594849	537,5	-2,68362712860107	
540,625	0,885301530361176	540,625	-2,67540287971497	
543,75	0,878157615661621	543,75	-2,63198232650757	
546,875	0,902815341949463	546,875	-2,61507821083069	
550	0,875974714756012	550	-2,59228157997131	
553,125	0,883092403411865	553,125	-2,60632991790771	
556,25	1,00820422172546	556,25	-2,69081711769104	
559,375	1,01547050476074	559,375	-2,69754195213318	
562,5	0,989616334438324	562,5	-2,6824312210083	
565,625	0,977591156959534	565,625	-2,69129872322083	
568,75	0,999627470970154	568,75	-2,64386534690857	
571,875	1,00549626350403	571,875	-2,63307690620422	
575	0,990909993648529	575	-2,61983966827393	
578,125	0,986029624938965	578,125	-2,61604738235474	
581,25	1,01090598106384	581,25	-2,60629200935364	
584,375	0,988559544086456	584,375	-2,57062244415283	
587,5	0,990511000156403	587,5	-2,57195425033569	
590,625	0,984205007553101	590,625	-2,55493426322937	
593,75	0,98268449306488	593,75	-2,53213310241699	
596,875	0,989726543426514	596,875	-2,5289568901062	
600	0,986434519290924	600	-2,53175592422485	
603,125	0,975990951061249	603,125	-2,4957480430603	
606,25	0,998849093914032	606,25	-2,48734092712402	
609,375	0,989852249622345	609,375	-2,44317317008972	
612,5	0,989970088005066	612,5	-2,4524040222168	
615,625	0,992263436317444	615,625	-2,429927110672	
618,75	0,980019867420197	618,75	-2,42395567893982	
621,875	0,982112646102905	621,875	-2,40000128746033	
625	0,993186175823212	625	-2,39557290077209	
628,125	0,978004693984985	628,125	-2,37728476524353	
631,25	0,979163229465485	631,25	-2,37238359451294	
634,375	0,983190357685089	634,375	-2,35604882240295	
637,5	0,995977342128754	637,5	-2,34208226203918	
640,625	0,985458791255951	640,625	-2,32318067550659	
643,75	0,972301363945007	643,75	-2,31599855422974	
646,875	0,981914639472961	646,875	-2,30433869361877	
650	0,985086381435394	650	-2,29362893104553	
653,125	0,975700259208679	653,125	-2,28623080253601	
656,25	0,974770426750183	656,25	-2,28170084953308	
659,375	0,963970363140106	659,375	-2,25976228713989	
662,5	0,978251576423645	662,5	-2,25005984306335	
665,625	0,969992458820343	665,625	-2,24459266662598	
668,75	0,974210143089294	668,75	-2,2319815158844	
671,875	0,981276333332062	671,875	-2,22204995155334	
675	0,983681499958038	675	-2,21242165565491	
678,125	0,986411869525909	678,125	-2,192715883255	
681,25	0,979630470275879	681,25	-2,17896151542664	
684,375	0,982078671455383	684,375	-2,17519783973694	
687,5	0,985865831375122	687,5	-2,15379667282104	
690,625	0,984233677387238	690,625	-2,144535779953	
693,75	0,99347048997879	693,75	-2,14451622962952	
696,875	0,998144209384918	696,875	-2,13270854949951	
700	0,981526255607605	700	-2,1319797039032	
703,125	0,971844851970673	703,125	-2,12436485290527	
706,25	0,978261172771454	706,25	-2,09554576873779	
709,375	0,980902254581451	709,375	-2,09133982658386	
712,5	0,966737568378448	712,5	-2,08371257781982	
715,625	0,978757917881012	715,625	-2,07598423957825	
718,75	0,985417604446411	718,75	-2,05832600593567	
721,875	0,973925828933716	721,875	-2,06293249130249	
725	0,980646252632141	725	-2,05777144432068	
728,125	0,983435869216919	728,125	-2,04315447807312	
731,25	0,96218466758728	731,25	-2,0406219959259	
734,375	0,970045745372772	734,375	-2,03069758415222	
737,5	0,97211217880249	737,5	-2,02527666091919	
740,625	0,96879255771637	740,625	-2,00892853736877	
743,75	0,967868864536285	743,75	-2,00232529640198	
746,875	0,964137017726898	746,875	-2,00365805625916	
750	0,969453811645508	750	-1,98061740398407	
753,125	0,974532306194305	753,125	-1,97774112224579	
756,25	0,972402989864349	756,25	-1,97358596324921	
759,375	0,958402752876282	759,375	-1,96662056446075	
762,5	0,967127561569214	762,5	-1,95275735855103	
765,625	0,969413161277771	765,625	-1,94983911514282	
768,75	0,982542932033539	768,75	-1,93392252922058	
771,875	0,966573238372803	771,875	-1,92023205757141	
775	0,968754053115845	775	-1,93155717849731	
778,125	0,981459975242615	778,125	-1,92243731021881	
781,25	0,970997929573059	781,25	-1,9133460521698	
784,375	0,964086592197418	784,375	-1,90433573722839	
787,5	0,979353725910187	787,5	-1,89950835704803	
790,625	0,964349567890167	790,625	-1,89051342010498	
793,75	0,971103429794312	793,75	-1,89445698261261	
796,875	0,961625397205353	796,875	-1,88213491439819	
800	0,95922976732254	800	-1,87927746772766	
803,125	0,959682166576386	803,125	-1,8987694978714	
806,25	0,945848166942596	806,25	-1,90299880504608	
809,375	0,942321300506592	809,375	-1,8909330368042	
812,5	0,942982971668243	812,5	-1,880774974823	
815,625	0,951368272304535	815,625	-1,871737241745	
818,75	0,936984062194824	818,75	-1,86455655097961	
821,875	0,92632532119751	821,875	-1,86358344554901	
825	0,908975839614868	825	-1,85584306716919	
828,125	0,911206543445587	828,125	-1,84826672077179	
831,25	0,911258220672607	831,25	-1,84807217121124	
834,375	0,894474864006042	834,375	-1,85023927688599	
837,5	0,871871531009674	837,5	-1,85495936870575	
840,625	0,865816831588745	840,625	-1,84862768650055	
843,75	0,848151206970215	843,75	-1,82286703586578	
846,875	0,832308351993561	846,875	-1,82076716423035	
850	0,822071731090546	850	-1,78225338459015	
853,125	0,809058606624603	853,125	-1,78367984294891	
856,25	0,806814968585968	856,25	-1,77454388141632	
859,375	0,796190321445465	859,375	-1,75804352760315	
862,5	0,775260388851166	862,5	-1,73196971416473	
865,625	0,771474540233612	865,625	-1,70352756977081	
868,75	0,771840393543243	868,75	-1,69047653675079	
871,875	0,760569036006927	871,875	-1,66251456737518	
875	0,753018796443939	875	-1,63895452022552	
878,125	0,779064536094666	878,125	-1,61189651489258	
881,25	0,772185444831848	881,25	-1,59242761135101	
884,375	0,841915547847748	884,375	-1,62514901161194	
887,5	0,856024324893951	887,5	-1,61166656017303	
890,625	0,855732440948486	890,625	-1,58905982971191	
893,75	0,860028207302094	893,75	-1,57542550563812	
896,875	0,872860550880432	896,875	-1,55343163013458	
900	0,875323295593262	900	-1,54166054725647	
903,125	0,881369888782501	903,125	-1,5253279209137	
906,25	0,898422658443451	906,25	-1,51432871818542	
909,375	0,90469491481781	909,375	-1,50570106506348	
912,5	0,90876305103302	912,5	-1,48749876022339	
915,625	0,921053290367126	915,625	-1,4805281162262	
918,75	0,930710256099701	918,75	-1,47125136852264	
921,875	0,925736129283905	921,875	-1,4547131061554	
925	0,935129404067993	925	-1,44782733917236	
928,125	0,937056541442871	928,125	-1,44393694400787	
931,25	0,939115703105927	931,25	-1,43927335739136	
934,375	0,944859087467194	934,375	-1,43361127376556	
937,5	0,942647397518158	937,5	-1,42195987701416	
940,625	0,950879871845245	940,625	-1,41234159469604	
943,75	0,959581553936005	943,75	-1,40661919116974	
946,875	0,964897692203522	946,875	-1,40155231952667	
950	0,967904388904572	950	-1,39748120307922	
953,125	0,97066742181778	953,125	-1,38498377799988	
956,25	0,97735458612442	956,25	-1,37839901447296	
959,375	0,980970680713654	959,375	-1,36998796463013	
962,5	0,980702936649323	962,5	-1,36337828636169	
965,625	0,98710423707962	965,625	-1,36112976074219	
968,75	0,988919079303741	968,75	-1,3590270280838	
971,875	0,987657248973846	971,875	-1,34826827049255	
975	0,990367233753204	975	-1,33814358711243	
978,125	0,99114191532135	978,125	-1,33786416053772	
981,25	0,995307803153992	981,25	-1,32600450515747	
984,375	0,99542635679245	984,375	-1,32504057884216	
987,5	0,998637914657593	987,5	-1,32345581054688	
990,625	1,00088930130005	990,625	-1,31443989276886	
993,75	0,997549295425415	993,75	-1,31266808509827	
996,875	1,00440979003906	996,875	-1,30482923984528	
1000	1,00666904449463	1000	-1,29818153381348	
1003,125	1,00861763954163	1003,125	-1,29521787166595	
1006,25	1,01214981079102	1006,25	-1,28708338737488	
1009,375	1,01159989833832	1009,375	-1,28455340862274	
1012,5	1,00907599925995	1012,5	-1,28027129173279	
1015,625	1,02080357074738	1015,625	-1,27327799797058	
1018,75	1,01357626914978	1018,75	-1,26382327079773	
1021,875	1,0168035030365	1021,875	-1,26463258266449	
1025	1,0146176815033	1025	-1,257847905159	
1028,125	1,018150806427	1028,125	-1,25334763526917	
1031,25	1,01675057411194	1031,25	-1,25048696994781	
1034,375	1,0184965133667	1034,375	-1,24734961986542	
1037,5	1,01606094837189	1037,5	-1,23723781108856	
1040,625	1,01788771152496	1040,625	-1,23551988601685	
1043,75	1,01862514019012	1043,75	-1,22961497306824	
1046,875	1,01849830150604	1046,875	-1,22909533977509	
1050	1,01549935340881	1050	-1,22158777713776	
1053,125	1,01253819465637	1053,125	-1,22311019897461	
1056,25	1,00932443141937	1056,25	-1,21420514583588	
1059,375	1,01650524139404	1059,375	-1,20689105987549	
1062,5	1,01589477062225	1062,5	-1,20558965206146	
1065,625	1,00866937637329	1065,625	-1,19562911987305	
1068,75	1,01119363307953	1068,75	-1,18994796276093	
1071,875	1,01044631004333	1071,875	-1,18703174591064	
1075	1,01054215431213	1075	-1,17851734161377	
1078,125	1,00940871238708	1078,125	-1,17320036888123	
1081,25	1,0131322145462	1081,25	-1,16836559772491	
1084,375	1,01225030422211	1084,375	-1,15887939929962	
1087,5	1,01138746738434	1087,5	-1,15029215812683	
1090,625	1,01355516910553	1090,625	-1,1453138589859	
1093,75	1,01466810703278	1093,75	-1,14094603061676	
1096,875	1,010861992836	1096,875	-1,13388538360596	
1100	1,01225304603577	1100	-1,13012516498566	
1103,125	1,0122811794281	1103,125	-1,12394976615906	
1106,25	1,02245724201202	1106,25	-1,11433613300323	
1109,375	1,01950883865356	1109,375	-1,10702526569366	
1112,5	1,01709532737732	1112,5	-1,11069548130035	
1115,625	1,02002453804016	1115,625	-1,10571885108948	
1118,75	1,02108252048492	1118,75	-1,09780097007751	
1121,875	1,0208306312561	1121,875	-1,09339570999146	
1125	1,02220189571381	1125	-1,0936998128891	
1128,125	1,02449262142181	1128,125	-1,08992683887482	
1131,25	1,02150475978851	1131,25	-1,08100724220276	
1134,375	1,02610516548157	1134,375	-1,07816100120544	
1137,5	1,02363622188568	1137,5	-1,07521283626556	
1140,625	1,02104163169861	1140,625	-1,07529091835022	
1143,75	1,02018988132477	1143,75	-1,06612002849579	
1146,875	1,01826691627502	1146,875	-1,06718981266022	
1150	1,01927125453949	1150	-1,07052743434906	
1153,125	1,01828348636627	1153,125	-1,06510293483734	
1156,25	1,01953649520874	1156,25	-1,0588550567627	
1159,375	1,01577484607697	1159,375	-1,05439639091492	
1162,5	1,01523876190186	1162,5	-1,04966628551483	
1165,625	1,013547539711	1165,625	-1,04701316356659	
1168,75	1,0070366859436	1168,75	-1,05012285709381	
1171,875	1,00000393390656	1171,875	-1,04372668266296	
1175	1,00129652023315	1175	-1,04327630996704	
1178,125	0,99787175655365	1178,125	-1,03868210315704	
1181,25	0,994962692260742	1181,25	-1,03072452545166	
1184,375	0,990802109241486	1184,375	-1,0225043296814	
1187,5	0,989228665828705	1187,5	-1,01957833766937	
1190,625	0,987059056758881	1190,625	-1,00760781764984	
1193,75	0,984755516052246	1193,75	-0,998386561870575	
1196,875	0,980258584022522	1196,875	-0,990203559398651	
1200	0,973441004753113	1200	-0,985365569591522	
1203,125	0,973631083965302	1203,125	-0,973811328411102	
1206,25	0,970103561878204	1206,25	-0,971959114074707	
1209,375	0,972811758518219	1209,375	-0,96388840675354	
1212,5	0,971524119377136	1212,5	-0,952363550662994	
1215,625	0,968892753124237	1215,625	-0,949647784233093	
1218,75	0,968135237693787	1218,75	-0,93833863735199	
1221,875	0,969449698925018	1221,875	-0,929159224033356	
1225	0,967048287391663	1225	-0,924672782421112	
1228,125	0,976521074771881	1228,125	-0,914377689361572	
1231,25	0,978372037410736	1231,25	-0,915005803108215	
1234,375	0,977721333503723	1234,375	-0,905121147632599	
1237,5	0,975965082645416	1237,5	-0,895711421966553	
1240,625	0,972261905670166	1240,625	-0,888456881046295	
1243,75	0,979548335075378	1243,75	-0,880018651485443	
1246,875	0,979536116123199	1246,875	-0,878743767738342	
1250	0,982225000858307	1250	-0,868667960166931	
1253,125	0,985243618488312	1253,125	-0,864705801010132	
1256,25	0,985997438430786	1256,25	-0,862804114818573	
1259,375	0,991250157356262	1259,375	-0,859264194965363	
1262,5	0,991395115852356	1262,5	-0,84358948469162	
1265,625	0,988985538482666	1265,625	-0,844017624855042	
1268,75	0,992112874984741	1268,75	-0,839281976222992	
1271,875	0,992854058742523	1271,875	-0,834049582481384	
1275	0,9923495054245	1275	-0,829138934612274	
1278,125	0,99615877866745	1278,125	-0,827318072319031	
1281,25	0,997043490409851	1281,25	-0,818573474884033	
1284,375	0,996976852416992	1284,375	-0,816861689090729	
1287,5	0,996894180774689	1287,5	-0,811896145343781	
1290,625	0,99651163816452	1290,625	-0,806294620037079	
1293,75	1,0009503364563	1293,75	-0,804062962532043	
1296,875	1,0050094127655	1296,875	-0,794748783111572	
1300	1,00451242923737	1300	-0,78887414932251	
1303,125	1,00516068935394	1303,125	-0,787971556186676	
1306,25	1,00711262226105	1306,25	-0,785122931003571	
1309,375	1,00126516819	1309,375	-0,779183745384216	
1312,5	1,00229525566101	1312,5	-0,778476774692535	
1315,625	1,0052855014801	1315,625	-0,771295547485352	
1318,75	1,01112186908722	1318,75	-0,767144739627838	
1321,875	1,00931620597839	1321,875	-0,75966465473175	
1325	1,01041615009308	1325	-0,760010600090027	
1328,125	1,01523804664612	1328,125	-0,753337860107422	
1331,25	1,01283800601959	1331,25	-0,748509466648102	
1334,375	1,0118545293808	1334,375	-0,747652173042297	
1337,5	1,01157331466675	1337,5	-0,742916703224182	
1340,625	1,01307117938995	1340,625	-0,738377213478088	
1343,75	1,01375496387482	1343,75	-0,735794901847839	
1346,875	1,01287341117859	1346,875	-0,731394290924072	
1350	1,01613199710846	1350	-0,724522173404694	
1353,125	1,01438617706299	1353,125	-0,721255362033844	
1356,25	1,01083016395569	1356,25	-0,720048308372498	
1359,375	1,0131698846817	1359,375	-0,71523904800415	
1362,5	1,01591837406158	1362,5	-0,71197497844696	
1365,625	1,01147067546844	1365,625	-0,709705114364624	
1368,75	1,01700699329376	1368,75	-0,702327191829681	
1371,875	1,02331709861755	1371,875	-0,697208940982819	
1375	1,02082908153534	1375	-0,693008124828339	
1378,125	1,01918542385101	1378,125	-0,691550374031067	
1381,25	1,01919484138489	1381,25	-0,685904800891876	
1384,375	1,02153718471527	1384,375	-0,681726574897766	
1387,5	1,02236294746399	1387,5	-0,678912758827209	
1390,625	1,0242908000946	1390,625	-0,674446821212769	
1393,75	1,02574348449707	1393,75	-0,671981692314148	
1396,875	1,02611017227173	1396,875	-0,66803777217865	
1400	1,02482199668884	1400	-0,665635108947754	
1403,125	1,02710485458374	1403,125	-0,660779893398285	
1406,25	1,02901685237885	1406,25	-0,656761825084686	
1409,375	1,02843010425568	1409,375	-0,651208758354187	
1412,5	1,0294486284256	1412,5	-0,651096999645233	
1415,625	1,0295125246048	1415,625	-0,64737856388092	
1418,75	1,02836382389069	1418,75	-0,642574489116669	
1421,875	1,02694988250732	1421,875	-0,64301609992981	
1425	1,02976095676422	1425	-0,638183534145355	
1428,125	1,03202629089355	1428,125	-0,632383048534393	
1431,25	1,03284454345703	1431,25	-0,629742920398712	
1434,375	1,0318295955658	1434,375	-0,625711917877197	
1437,5	1,03448486328125	1437,5	-0,623117327690125	
1440,625	1,03434121608734	1440,625	-0,619906187057495	
1443,75	1,0341215133667	1443,75	-0,615887045860291	
1446,875	1,03320717811584	1446,875	-0,612748861312866	
1450	1,03533899784088	1450	-0,608563601970673	
1453,125	1,03709661960602	1453,125	-0,605966627597809	
1456,25	1,03547513484955	1456,25	-0,601660907268524	
1459,375	1,03630936145782	1459,375	-0,603537857532501	
1462,5	1,03670871257782	1462,5	-0,595528662204742	
1465,625	1,0363701581955	1465,625	-0,592059373855591	
1468,75	1,03552043437958	1468,75	-0,589396238327026	
1471,875	1,03511714935303	1471,875	-0,585510969161987	
1475	1,03834474086761	1475	-0,584995746612549	
1478,125	1,03933370113373	1478,125	-0,582884728908539	
1481,25	1,03630244731903	1481,25	-0,579834699630737	
1484,375	1,03666722774506	1484,375	-0,574791312217712	
1487,5	1,03802359104156	1487,5	-0,572494804859161	
1490,625	1,03776490688324	1490,625	-0,567575573921204	
1493,75	1,04047226905823	1493,75	-0,564579546451569	
1496,875	1,0377836227417	1496,875	-0,562828600406647	
1500	1,03600418567657	1500	-0,56025493144989	
1503,125	1,03880250453949	1503,125	-0,557012438774109	
1506,25	1,04189932346344	1506,25	-0,548855125904083	
1509,375	1,03974938392639	1509,375	-0,546384990215302	
1512,5	1,03823685646057	1512,5	-0,546001136302948	
1515,625	1,03830659389496	1515,625	-0,543234050273895	
1518,75	1,03715920448303	1518,75	-0,539046347141266	
1521,875	1,03790199756622	1521,875	-0,5373894572258	
1525	1,03489708900452	1525	-0,532775521278381	
1528,125	1,03706645965576	1528,125	-0,527956604957581	
1531,25	1,0378577709198	1531,25	-0,52609783411026	
1534,375	1,03881371021271	1534,375	-0,52089649438858	
1537,5	1,03858757019043	1537,5	-0,518779039382935	
1540,625	1,03816854953766	1540,625	-0,517207264900208	
1543,75	1,03896570205688	1543,75	-0,511953234672546	
1546,875	1,03937566280365	1546,875	-0,507245719432831	
1550	1,03832864761353	1550	-0,505261719226837	
1553,125	1,0401862859726	1553,125	-0,500737130641937	
1556,25	1,03977286815643	1556,25	-0,501600921154022	
1559,375	1,03910934925079	1559,375	-0,494631111621857	
1562,5	1,04135143756866	1562,5	-0,49218738079071	
1565,625	1,04210495948792	1565,625	-0,48868528008461	
1568,75	1,04308342933655	1568,75	-0,484313547611237	
1571,875	1,04281842708588	1571,875	-0,482157170772552	
1575	1,04236841201782	1575	-0,480559378862381	
1578,125	1,04389131069183	1578,125	-0,476412504911423	
1581,25	1,04201281070709	1581,25	-0,47224286198616	
1584,375	1,04378592967987	1584,375	-0,46987771987915	
1587,5	1,0446640253067	1587,5	-0,467058509588242	
1590,625	1,04432237148285	1590,625	-0,466440349817276	
1593,75	1,04495894908905	1593,75	-0,463867425918579	
1596,875	1,04326701164246	1596,875	-0,459748893976212	
1600	1,0449606180191	1600	-0,457575738430023	
1603,125	1,0453474521637	1603,125	-0,453581929206848	
1606,25	1,04615902900696	1606,25	-0,453221768140793	
1609,375	1,04301762580872	1609,375	-0,44675001502037	
1612,5	1,04472351074219	1612,5	-0,44452115893364	
1615,625	1,04575479030609	1615,625	-0,441509276628494	
1618,75	1,04299449920654	1618,75	-0,437637388706207	
1621,875	1,04498481750488	1621,875	-0,438784718513489	
1625	1,04649865627289	1625	-0,434696137905121	
1628,125	1,04626667499542	1628,125	-0,431799560785294	
1631,25	1,04482388496399	1631,25	-0,425795465707779	
1634,375	1,04354429244995	1634,375	-0,426144659519196	
1637,5	1,04393267631531	1637,5	-0,421232998371124	
1640,625	1,04165422916412	1640,625	-0,424900770187378	
1643,75	1,03914082050323	1643,75	-0,420411944389343	
1646,875	1,04097187519073	1646,875	-0,41818755865097	
1650	1,04095685482025	1650	-0,413890212774277	
1653,125	1,04053771495819	1653,125	-0,41072940826416	
1656,25	1,0418404340744	1656,25	-0,410981982946396	
1659,375	1,03942012786865	1659,375	-0,406794041395187	
1662,5	1,03974211215973	1662,5	-0,404093593358994	
1665,625	1,04045295715332	1665,625	-0,401673674583435	
1668,75	1,03791749477386	1668,75	-0,395689278841019	
1671,875	1,03458547592163	1671,875	-0,39158371090889	
1675	1,03428614139557	1675	-0,394115030765533	
1678,125	1,03175866603851	1678,125	-0,389491260051727	
1681,25	1,03228509426117	1681,25	-0,38782075047493	
1684,375	1,029709815979	1684,375	-0,384908050298691	
1687,5	1,02837181091309	1687,5	-0,377228200435638	
1690,625	1,0285736322403	1690,625	-0,374997407197952	
1693,75	1,02598893642426	1693,75	-0,369315952062607	
1696,875	1,02592611312866	1696,875	-0,36665466427803	
1700	1,02264583110809	1700	-0,363345682621002	
1703,125	1,02228653430939	1703,125	-0,360010147094727	
1706,25	1,02312183380127	1706,25	-0,356485903263092	
1709,375	1,02155518531799	1709,375	-0,35263729095459	
1712,5	1,02313649654388	1712,5	-0,347674459218979	
1715,625	1,0220981836319	1715,625	-0,342432498931885	
1718,75	1,02331066131592	1718,75	-0,338470757007599	
1721,875	1,0202294588089	1721,875	-0,334599614143372	
1725	1,02070474624634	1725	-0,331897139549255	
1728,125	1,01883614063263	1728,125	-0,326281368732452	
1731,25	1,02113556861877	1731,25	-0,321954280138016	
1734,375	1,02251887321472	1734,375	-0,318329334259033	
1737,5	1,02001142501831	1737,5	-0,314107447862625	
