global_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,validation_rmse,test_rmse,train_mae,validation_mae,test_mae,test_r2,n_rows_used
global_100_4950,100.0,4950.0,log(log10_sigma + (log10_sigma + (((log10_k0_prime__f2_low + log(alpha_infinity)) / log10_lambda_prime__f2_mod) + -6.5885816))) / -6.0480833,15,0.005652844,0.07518539566033024,0.07300545112950164,0.06903405628903993,0.057150364841689255,0.05708688834613931,0.054083907936562786,0.6008783517545255,128000
