target,target_name,frequency_hz,parameter,base_sample_size,S1,ST,ST_minus_S1,S1_ci_low,S1_ci_high,ST_ci_low,ST_ci_high,output_variance
re,R_real,520.07874015748,k0_prime,4096,0.589198146929431,0.633550172097948,0.0443520251685177,0.570997084618886,0.615530075520385,0.605920061458673,0.661588566641276,0.000500437079269176
re,R_real,558.267716535433,sigma,4096,0.319562485411532,0.388703842229984,0.0691413568184522,0.281348714695804,0.347771927516556,0.367272621928255,0.414712550672556,0.000742179490307944
re,R_real,558.267716535433,alpha_infinity,4096,0.0675042140206323,0.0978138369840761,0.0303096229634438,0.0264603533956057,0.107811365233851,0.0900000819013859,0.105480049794684,0.000742179490307944
re,R_real,558.267716535433,lambda,4096,0.0290611465592279,0.0691848937284635,0.0401237471692356,-0.0130787275921156,0.0595363925382816,0.0614241612323269,0.0796028814744668,0.000742179490307944
re,R_real,558.267716535433,lambda_prime,4096,0.0107128729969554,0.0331064532309335,0.022393580233978,-0.021414164276309,0.040733534200413,0.0306040761927206,0.0363056500224611,0.000742179490307944
re,R_real,558.267716535433,k0_prime,4096,0.466107999338893,0.512428602244952,0.046320602906059,0.4424230008747,0.490721415544628,0.48698802828345,0.539626101609536,0.000742179490307944
re,R_real,596.456692913386,sigma,4096,0.441258233863022,0.508385139037175,0.0671269051741524,0.404870381390896,0.464898958254145,0.482475346003528,0.541506694180183,0.00109866781980926
re,R_real,596.456692913386,alpha_infinity,4096,0.0601657170709505,0.0885324814584987,0.0283667643875482,0.0176345726780543,0.101152447455971,0.0813978400767468,0.095511675853731,0.00109866781980926
re,R_real,596.456692913386,lambda,4096,0.0257926933224728,0.0621123672417437,0.0363196739192709,-0.012784403107339,0.0572532882483342,0.055166244575015,0.071103605527966,0.00109866781980926
re,R_real,596.456692913386,lambda_prime,4096,0.0107399362997834,0.0297953843444086,0.0190554480446252,-0.0201972509908204,0.0407698020834983,0.0274914561270163,0.0326766437485651,0.00109866781980926
re,R_real,596.456692913386,k0_prime,4096,0.362019720487273,0.40670113408419,0.044681413596917,0.336795478802596,0.3869315145713,0.384443756202953,0.431365178267588,0.00109866781980926
