Frequency in Hz	Wool_97 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_97 Normalized Surface Impedance continuous Im	
384,375	0,981291770935059	384,375	-4,02405738830566	
387,5	0,871198058128357	387,5	-3,90363359451294	
390,625	0,795535564422607	390,625	-3,86945104598999	
393,75	0,814369857311249	393,75	-4,04737138748169	
396,875	0,82097864151001	396,875	-4,03833913803101	
400	0,842228770256042	400	-4,03082418441772	
403,125	0,841329991817474	403,125	-4,00708675384521	
406,25	0,870661973953247	406,25	-3,88976049423218	
409,375	0,904341578483582	409,375	-3,72737240791321	
412,5	0,868618845939636	412,5	-3,62948846817017	
415,625	0,765013456344604	415,625	-3,71682143211365	
418,75	0,855259597301483	418,75	-3,64090657234192	
421,875	0,780723810195923	421,875	-3,56709241867065	
425	0,806094110012054	425	-3,59565567970276	
428,125	0,873088419437408	428,125	-3,71308183670044	
431,25	0,773898661136627	431,25	-3,56694769859314	
434,375	0,804570913314819	434,375	-3,58804154396057	
437,5	0,80157333612442	437,5	-3,58065414428711	
440,625	0,828586280345917	440,625	-3,57544493675232	
443,75	0,812366485595703	443,75	-3,49133706092834	
446,875	0,838846147060394	446,875	-3,48735094070435	
450	0,763327598571777	450	-3,54891300201416	
453,125	0,758295774459839	453,125	-3,52914428710938	
456,25	0,705508530139923	456,25	-3,52412486076355	
459,375	0,730161845684052	459,375	-3,43435525894165	
462,5	0,724552035331726	462,5	-3,33727288246155	
465,625	0,707929790019989	465,625	-3,32591938972473	
468,75	0,716548144817352	468,75	-3,32797646522522	
471,875	0,69595593214035	471,875	-3,22101521492004	
475	0,716713130474091	475	-3,21209168434143	
478,125	0,767795324325562	478,125	-3,24719882011414	
481,25	0,726764678955078	481,25	-3,27671337127686	
484,375	0,734959542751312	484,375	-3,1859974861145	
487,5	0,751920163631439	487,5	-3,2034969329834	
490,625	0,742877066135406	490,625	-3,16637134552002	
493,75	0,760310053825378	493,75	-3,12993049621582	
496,875	0,755100607872009	496,875	-3,11756277084351	
500	0,696137666702271	500	-3,10066437721252	
503,125	0,69926929473877	503,125	-3,06943845748901	
506,25	0,70145457983017	506,25	-3,06846404075623	
509,375	0,676312029361725	509,375	-3,0358293056488	
512,5	0,69558584690094	512,5	-2,99245667457581	
515,625	0,716916859149933	515,625	-3,00660610198975	
518,75	0,724530160427094	518,75	-3,00351476669312	
521,875	0,68682324886322	521,875	-2,939692735672	
525	0,702036082744598	525	-2,92089700698853	
528,125	0,680577754974365	528,125	-2,93835854530334	
531,25	0,687550961971283	531,25	-2,89607238769531	
534,375	0,689834654331207	534,375	-2,88448286056519	
537,5	0,686693727970123	537,5	-2,86405825614929	
540,625	0,680127859115601	540,625	-2,84747266769409	
543,75	0,700904428958893	543,75	-2,85093522071838	
546,875	0,659682929515839	546,875	-2,8015034198761	
550	0,673479318618774	550	-2,79591679573059	
553,125	0,679879248142242	553,125	-2,76773977279663	
556,25	0,675860583782196	556,25	-2,77175116539001	
559,375	0,695371925830841	559,375	-2,7421555519104	
562,5	0,691467106342316	562,5	-2,73109412193298	
565,625	0,681390583515167	565,625	-2,71124601364136	
568,75	0,689030468463898	568,75	-2,69443774223328	
571,875	0,693050861358643	571,875	-2,68322467803955	
575	0,68072783946991	575	-2,66816377639771	
578,125	0,697195649147034	578,125	-2,65746355056763	
581,25	0,678444921970367	581,25	-2,64503479003906	
584,375	0,668864965438843	584,375	-2,62501430511475	
587,5	0,668521106243134	587,5	-2,61633682250977	
590,625	0,675490021705627	590,625	-2,59797406196594	
593,75	0,675239682197571	593,75	-2,57991337776184	
596,875	0,672877132892609	596,875	-2,57602620124817	
600	0,665407359600067	600	-2,5483078956604	
603,125	0,668510794639587	603,125	-2,54505753517151	
606,25	0,668673157691956	606,25	-2,52344179153442	
609,375	0,663620233535767	609,375	-2,52181005477905	
612,5	0,662249088287354	612,5	-2,50598835945129	
615,625	0,657788515090942	615,625	-2,4849750995636	
618,75	0,658807992935181	618,75	-2,47792387008667	
621,875	0,657464027404785	621,875	-2,47483730316162	
625	0,663908183574677	625	-2,45786380767822	
628,125	0,655233561992645	628,125	-2,4355788230896	
631,25	0,664969503879547	631,25	-2,4180109500885	
634,375	0,662636399269104	634,375	-2,40595173835754	
637,5	0,656001687049866	637,5	-2,39726042747498	
640,625	0,659786462783813	640,625	-2,3977906703949	
643,75	0,649306893348694	643,75	-2,37015509605408	
646,875	0,65726113319397	646,875	-2,35889339447021	
650	0,644768476486206	650	-2,34940814971924	
653,125	0,653374254703522	653,125	-2,33815336227417	
656,25	0,657896041870117	656,25	-2,32693433761597	
659,375	0,653975248336792	659,375	-2,30750775337219	
662,5	0,647637009620667	662,5	-2,30850791931152	
665,625	0,640526294708252	665,625	-2,29652285575867	
668,75	0,647233068943024	668,75	-2,28073191642761	
671,875	0,653850138187408	671,875	-2,27691745758057	
675	0,653798639774323	675	-2,25461673736572	
678,125	0,654148280620575	678,125	-2,23966002464294	
681,25	0,652121841907501	681,25	-2,23495101928711	
684,375	0,650484919548035	684,375	-2,22852945327759	
687,5	0,64093405008316	687,5	-2,22984337806702	
690,625	0,635254323482513	690,625	-2,19286370277405	
693,75	0,641958117485046	693,75	-2,20183157920837	
696,875	0,641447722911835	696,875	-2,19363880157471	
700	0,643447816371918	700	-2,17540407180786	
703,125	0,638279676437378	703,125	-2,16696715354919	
706,25	0,639643907546997	706,25	-2,16729092597961	
709,375	0,646828353404999	709,375	-2,15753650665283	
712,5	0,639151632785797	712,5	-2,12777137756348	
715,625	0,637238919734955	715,625	-2,13672375679016	
718,75	0,630543053150177	718,75	-2,13231134414673	
721,875	0,636159002780914	721,875	-2,1208872795105	
725	0,626700639724731	725	-2,11553120613098	
728,125	0,634040534496307	728,125	-2,10242915153503	
731,25	0,627479195594788	731,25	-2,10101628303528	
734,375	0,626621901988983	734,375	-2,09344434738159	
737,5	0,620303928852081	737,5	-2,09304070472717	
740,625	0,629649102687836	740,625	-2,07347631454468	
743,75	0,633158206939697	743,75	-2,05729913711548	
746,875	0,610485732555389	746,875	-2,04826855659485	
750	0,606319069862366	750	-2,04499125480652	
753,125	0,610525846481323	753,125	-2,04770088195801	
756,25	0,613591611385345	756,25	-2,04365396499634	
759,375	0,615577399730682	759,375	-2,0444803237915	
762,5	0,604124486446381	762,5	-2,04824662208557	
765,625	0,603602588176727	765,625	-2,03929781913757	
768,75	0,584137082099915	768,75	-2,02031517028809	
771,875	0,585378766059875	771,875	-2,00494861602783	
775	0,573448717594147	775	-2,01039385795593	
778,125	0,565256714820862	778,125	-2,00486779212952	
781,25	0,549227118492126	781,25	-1,9883348941803	
784,375	0,541617572307587	784,375	-1,96920692920685	
787,5	0,528304159641266	787,5	-1,94620454311371	
790,625	0,517246961593628	790,625	-1,93069958686829	
793,75	0,51744019985199	793,75	-1,9192990064621	
796,875	0,506541848182678	796,875	-1,90457618236542	
800	0,507526755332947	800	-1,88211870193481	
803,125	0,505661845207214	803,125	-1,87207210063934	
806,25	0,507588028907776	806,25	-1,8467960357666	
809,375	0,518672168254852	809,375	-1,80069768428802	
812,5	0,522891521453857	812,5	-1,81724655628204	
815,625	0,527857482433319	815,625	-1,814169049263	
818,75	0,537391304969788	818,75	-1,78629016876221	
821,875	0,546591997146606	821,875	-1,78336441516876	
825	0,549584329128265	825	-1,79817128181458	
828,125	0,553532779216766	828,125	-1,78291630744934	
831,25	0,60121750831604	831,25	-1,78053271770477	
834,375	0,575504779815674	834,375	-1,742680311203	
837,5	0,55935138463974	837,5	-1,73947978019714	
840,625	0,557574093341827	840,625	-1,73126995563507	
843,75	0,566713869571686	843,75	-1,7176638841629	
846,875	0,559219360351563	846,875	-1,72019183635712	
850	0,554908454418182	850	-1,71474492549896	
853,125	0,561246156692505	853,125	-1,71942353248596	
856,25	0,57851642370224	856,25	-1,72066938877106	
859,375	0,589948177337646	859,375	-1,70606672763824	
862,5	0,582647323608398	862,5	-1,69639825820923	
865,625	0,579916596412659	865,625	-1,69491219520569	
868,75	0,577367126941681	868,75	-1,69508695602417	
871,875	0,573904693126678	871,875	-1,68080723285675	
875	0,587243556976318	875	-1,67723715305328	
878,125	0,578922033309937	878,125	-1,67146384716034	
881,25	0,581625938415527	881,25	-1,66004908084869	
884,375	0,559634327888489	884,375	-1,62958920001984	
887,5	0,568342626094818	887,5	-1,62184810638428	
890,625	0,561803996562958	890,625	-1,61165583133698	
893,75	0,543357968330383	893,75	-1,60669541358948	
896,875	0,543605864048004	896,875	-1,59294259548187	
900	0,545232772827148	900	-1,59189367294312	
903,125	0,548237502574921	903,125	-1,5779025554657	
906,25	0,547146558761597	906,25	-1,5681916475296	
909,375	0,537664413452148	909,375	-1,56394517421722	
912,5	0,53286349773407	912,5	-1,54726183414459	
915,625	0,536964952945709	915,625	-1,53659784793854	
918,75	0,54441773891449	918,75	-1,52951514720917	
921,875	0,552283883094788	921,875	-1,52190840244293	
925	0,552001118659973	925	-1,51618385314941	
928,125	0,547001242637634	928,125	-1,51643621921539	
931,25	0,551900088787079	931,25	-1,4955632686615	
934,375	0,553224265575409	934,375	-1,49200129508972	
937,5	0,554944396018982	937,5	-1,48397874832153	
940,625	0,556238949298859	940,625	-1,48107528686523	
943,75	0,551510035991669	943,75	-1,46720087528229	
946,875	0,552248179912567	946,875	-1,46198916435242	
950	0,556168973445892	950	-1,45694601535797	
953,125	0,557429552078247	953,125	-1,45494782924652	
956,25	0,56181538105011	956,25	-1,44687974452972	
959,375	0,562498390674591	959,375	-1,43629670143127	
962,5	0,558556497097015	962,5	-1,43045043945313	
965,625	0,559997618198395	965,625	-1,4250693321228	
968,75	0,557701051235199	968,75	-1,42435169219971	
971,875	0,561135053634644	971,875	-1,41201102733612	
975	0,56358677148819	975	-1,40876317024231	
978,125	0,564040422439575	978,125	-1,40329468250275	
981,25	0,567279636859894	981,25	-1,39462745189667	
984,375	0,563756167888641	984,375	-1,39069247245789	
987,5	0,564230144023895	987,5	-1,38485169410706	
990,625	0,566444158554077	990,625	-1,38058793544769	
993,75	0,561387419700623	993,75	-1,37247753143311	
996,875	0,562433302402496	996,875	-1,36819815635681	
1000	0,560674011707306	1000	-1,35998642444611	
1003,125	0,564208567142487	1003,125	-1,3566278219223	
1006,25	0,564749181270599	1006,25	-1,35036325454712	
1009,375	0,56448632478714	1009,375	-1,34217393398285	
1012,5	0,565995395183563	1012,5	-1,34009373188019	
1015,625	0,563835799694061	1015,625	-1,33745396137238	
1018,75	0,563190162181854	1018,75	-1,32446670532227	
1021,875	0,565480709075928	1021,875	-1,32293093204498	
1025	0,566576242446899	1025	-1,31366229057312	
1028,125	0,566687822341919	1028,125	-1,31003606319427	
1031,25	0,563926041126251	1031,25	-1,30820429325104	
1034,375	0,564494609832764	1034,375	-1,30070960521698	
1037,5	0,566105127334595	1037,5	-1,29533314704895	
1040,625	0,56470912694931	1040,625	-1,28930807113647	
1043,75	0,56635844707489	1043,75	-1,28591775894165	
1046,875	0,568975150585175	1046,875	-1,28180968761444	
1050	0,565478682518005	1050	-1,2731659412384	
1053,125	0,562710583209991	1053,125	-1,27067279815674	
1056,25	0,564286291599274	1056,25	-1,26225459575653	
1059,375	0,564714670181274	1059,375	-1,26132881641388	
1062,5	0,562349855899811	1062,5	-1,25730907917023	
1065,625	0,561829268932343	1065,625	-1,24685633182526	
1068,75	0,566932797431946	1068,75	-1,24535644054413	
1071,875	0,567027628421783	1071,875	-1,23898327350616	
1075	0,565876245498657	1075	-1,23593235015869	
1078,125	0,561150789260864	1078,125	-1,22939717769623	
1081,25	0,567018032073975	1081,25	-1,21736168861389	
1084,375	0,56484979391098	1084,375	-1,21697854995728	
1087,5	0,564273357391357	1087,5	-1,21365296840668	
1090,625	0,566185891628265	1090,625	-1,2114063501358	
1093,75	0,564429461956024	1093,75	-1,20672011375427	
1096,875	0,565905034542084	1096,875	-1,19770431518555	
1100	0,56559157371521	1100	-1,19183659553528	
1103,125	0,564358413219452	1103,125	-1,18674111366272	
1106,25	0,569028556346893	1106,25	-1,18395471572876	
1109,375	0,563110828399658	1109,375	-1,17701661586761	
1112,5	0,56242036819458	1112,5	-1,17725205421448	
1115,625	0,569566488265991	1115,625	-1,17006289958954	
1118,75	0,559624791145325	1118,75	-1,16556084156036	
1121,875	0,562813460826874	1121,875	-1,16319227218628	
1125	0,55965381860733	1125	-1,15782451629639	
1128,125	0,558521509170532	1128,125	-1,15465807914734	
1131,25	0,560778915882111	1131,25	-1,14189982414246	
1134,375	0,561819434165955	1134,375	-1,14183378219604	
1137,5	0,556316316127777	1137,5	-1,14016592502594	
1140,625	0,553970873355865	1140,625	-1,12704849243164	
1143,75	0,557025790214539	1143,75	-1,12679088115692	
1146,875	0,557186841964722	1146,875	-1,12038958072662	
1150	0,560359537601471	1150	-1,10844111442566	
1153,125	0,560987293720245	1153,125	-1,10881495475769	
1156,25	0,556735992431641	1156,25	-1,10997378826141	
1159,375	0,553961098194122	1159,375	-1,09883916378021	
1162,5	0,557673811912537	1162,5	-1,10170686244965	
1165,625	0,559513628482819	1165,625	-1,09165072441101	
1168,75	0,560440242290497	1168,75	-1,08882856369019	
1171,875	0,557105958461761	1171,875	-1,08508956432343	
1175	0,558030724525452	1175	-1,07506489753723	
1178,125	0,557133495807648	1178,125	-1,07246804237366	
1181,25	0,558652877807617	1181,25	-1,07227969169617	
1184,375	0,559809327125549	1184,375	-1,06268620491028	
1187,5	0,557709753513336	1187,5	-1,0554530620575	
1190,625	0,559438586235046	1190,625	-1,05398285388947	
1193,75	0,55956369638443	1193,75	-1,05701613426208	
1196,875	0,564087688922882	1196,875	-1,05017006397247	
1200	0,560154020786285	1200	-1,0379855632782	
1203,125	0,562224388122559	1203,125	-1,03641486167908	
1206,25	0,568468868732452	1206,25	-1,03498661518097	
1209,375	0,560480773448944	1209,375	-1,0229252576828	
1212,5	0,558250784873962	1212,5	-1,01437592506409	
1215,625	0,561833739280701	1215,625	-1,01780116558075	
1218,75	0,561218023300171	1218,75	-1,00847780704498	
1221,875	0,564171612262726	1221,875	-1,0073094367981	
1225	0,562208652496338	1225	-1,00836539268494	
1228,125	0,559218645095825	1228,125	-0,993670523166656	
1231,25	0,560489058494568	1231,25	-0,994470357894897	
1234,375	0,560931324958801	1234,375	-0,996542036533356	
1237,5	0,55611515045166	1237,5	-0,987684369087219	
1240,625	0,561459183692932	1240,625	-0,984018743038177	
1243,75	0,558720469474792	1243,75	-0,97917914390564	
1246,875	0,560836911201477	1246,875	-0,975473523139954	
1250	0,564022541046143	1250	-0,968429446220398	
1253,125	0,5597984790802	1253,125	-0,964332282543182	
1256,25	0,559896171092987	1256,25	-0,954918622970581	
1259,375	0,560814619064331	1259,375	-0,954149484634399	
1262,5	0,562995791435242	1262,5	-0,954235255718231	
1265,625	0,562954664230347	1265,625	-0,950688362121582	
1268,75	0,561408519744873	1268,75	-0,945638716220856	
1271,875	0,564855933189392	1271,875	-0,941219806671143	
1275	0,563179910182953	1275	-0,938503980636597	
1278,125	0,563450217247009	1278,125	-0,933885753154755	
1281,25	0,561647474765778	1281,25	-0,930060684680939	
1284,375	0,563743770122528	1284,375	-0,929061651229858	
1287,5	0,561727166175842	1287,5	-0,926487624645233	
1290,625	0,559450805187225	1290,625	-0,919710993766785	
1293,75	0,563372075557709	1293,75	-0,918063640594482	
1296,875	0,563885092735291	1296,875	-0,911432385444641	
1300	0,55718070268631	1300	-0,911439299583435	
1303,125	0,555597543716431	1303,125	-0,907183110713959	
1306,25	0,559878528118134	1306,25	-0,90407258272171	
1309,375	0,56031197309494	1309,375	-0,898467779159546	
1312,5	0,558936297893524	1312,5	-0,894525170326233	
1315,625	0,55769670009613	1315,625	-0,893463850021362	
1318,75	0,560654401779175	1318,75	-0,88671886920929	
1321,875	0,562178552150726	1321,875	-0,885419368743896	
1325	0,561135947704315	1325	-0,882820129394531	
1328,125	0,559024512767792	1328,125	-0,87837290763855	
1331,25	0,560664534568787	1331,25	-0,873340606689453	
1334,375	0,556294500827789	1334,375	-0,867261707782745	
1337,5	0,558362007141113	1337,5	-0,866539239883423	
1340,625	0,560339272022247	1340,625	-0,861448168754578	
1343,75	0,559174418449402	1343,75	-0,861003398895264	
1346,875	0,56020176410675	1346,875	-0,855468809604645	
1350	0,558036327362061	1350	-0,852272510528564	
1353,125	0,557718873023987	1353,125	-0,851689040660858	
1356,25	0,551969051361084	1356,25	-0,844505488872528	
1359,375	0,556835651397705	1359,375	-0,841133713722229	
1362,5	0,556747853755951	1362,5	-0,8366779088974	
1365,625	0,554921984672546	1365,625	-0,833751320838928	
1368,75	0,55608069896698	1368,75	-0,830921351909637	
1371,875	0,554289102554321	1371,875	-0,825409531593323	
1375	0,550577819347382	1375	-0,822991788387299	
1378,125	0,550468802452087	1378,125	-0,822061717510223	
1381,25	0,547948002815247	1381,25	-0,812005698680878	
1384,375	0,547965526580811	1384,375	-0,810220837593079	
1387,5	0,55043488740921	1387,5	-0,808635532855988	
1390,625	0,552927255630493	1390,625	-0,80338442325592	
1393,75	0,553197264671326	1393,75	-0,798149526119232	
1396,875	0,552088141441345	1396,875	-0,794374704360962	
1400	0,554468154907227	1400	-0,790530502796173	
1403,125	0,552107930183411	1403,125	-0,787718176841736	
1406,25	0,549963712692261	1406,25	-0,78447037935257	
1409,375	0,549968957901001	1409,375	-0,778499841690063	
1412,5	0,552270770072937	1412,5	-0,775999784469604	
1415,625	0,550901651382446	1415,625	-0,771063029766083	
1418,75	0,550322234630585	1418,75	-0,768633961677551	
1421,875	0,552076637744904	1421,875	-0,765734910964966	
1425	0,551934063434601	1425	-0,763523399829865	
1428,125	0,548830628395081	1428,125	-0,755804598331451	
1431,25	0,551314890384674	1431,25	-0,755078375339508	
1434,375	0,552177131175995	1434,375	-0,751023709774017	
1437,5	0,5547935962677	1437,5	-0,744532883167267	
1440,625	0,554556012153625	1440,625	-0,747445344924927	
1443,75	0,550270855426788	1443,75	-0,736157596111298	
1446,875	0,554045021533966	1446,875	-0,736594617366791	
1450	0,554277122020721	1450	-0,732320845127106	
1453,125	0,554639220237732	1453,125	-0,729383170604706	
1456,25	0,553485631942749	1456,25	-0,724108099937439	
1459,375	0,554903030395508	1459,375	-0,72209358215332	
1462,5	0,557464301586151	1462,5	-0,719227731227875	
1465,625	0,555070996284485	1465,625	-0,716811299324036	
1468,75	0,555519640445709	1468,75	-0,709987044334412	
1471,875	0,55425751209259	1471,875	-0,706682741641998	
1475	0,553796708583832	1475	-0,706247746944427	
1478,125	0,554283797740936	1478,125	-0,701639354228973	
1481,25	0,557291686534882	1481,25	-0,699201703071594	
1484,375	0,555839598178864	1484,375	-0,692446529865265	
1487,5	0,551427006721497	1487,5	-0,691854357719421	
1490,625	0,55236142873764	1490,625	-0,68797755241394	
1493,75	0,551316618919373	1493,75	-0,68448144197464	
1496,875	0,552302241325378	1496,875	-0,684792816638947	
1500	0,550438344478607	1500	-0,675791025161743	
1503,125	0,552797138690948	1503,125	-0,671980440616608	
1506,25	0,555701494216919	1506,25	-0,670398950576782	
1509,375	0,551731109619141	1509,375	-0,663472414016724	
1512,5	0,552127659320831	1512,5	-0,660280168056488	
1515,625	0,550380706787109	1515,625	-0,657624244689941	
1518,75	0,555162727832794	1518,75	-0,65372759103775	
1521,875	0,556386888027191	1521,875	-0,653461337089539	
1525	0,550502240657806	1525	-0,645567178726196	
1528,125	0,556929528713226	1528,125	-0,642267167568207	
1531,25	0,556839764118195	1531,25	-0,639879107475281	
1534,375	0,55923056602478	1534,375	-0,635689973831177	
1537,5	0,555712819099426	1537,5	-0,632494926452637	
1540,625	0,557523429393768	1540,625	-0,632089376449585	
1543,75	0,556626796722412	1543,75	-0,623109877109528	
1546,875	0,559411525726318	1546,875	-0,623072147369385	
1550	0,558285653591156	1550	-0,618257880210876	
1553,125	0,558393239974976	1553,125	-0,617464900016785	
1556,25	0,560175240039825	1556,25	-0,612466037273407	
1559,375	0,560414254665375	1559,375	-0,610209584236145	
1562,5	0,560266077518463	1562,5	-0,607572793960571	
1565,625	0,563444793224335	1565,625	-0,601936221122742	
1568,75	0,559246957302094	1568,75	-0,6015784740448	
1571,875	0,561859130859375	1571,875	-0,597392201423645	
1575	0,562300205230713	1575	-0,597484886646271	
1578,125	0,563653707504272	1578,125	-0,594206869602203	
1581,25	0,561561465263367	1581,25	-0,589457094669342	
1584,375	0,565270066261292	1584,375	-0,588778793811798	
1587,5	0,563332617282867	1587,5	-0,583452820777893	
1590,625	0,559927403926849	1590,625	-0,579413890838623	
1593,75	0,560810208320618	1593,75	-0,576147139072418	
1596,875	0,562470555305481	1596,875	-0,573859393596649	
1600	0,56139349937439	1600	-0,572806894779205	
1603,125	0,560566425323486	1603,125	-0,570642232894897	
1606,25	0,560413300991058	1606,25	-0,566601574420929	
1609,375	0,567118883132935	1609,375	-0,563151240348816	
1612,5	0,568911612033844	1612,5	-0,556825935840607	
1615,625	0,566301703453064	1615,625	-0,555054366588593	
1618,75	0,563356280326843	1618,75	-0,553790628910065	
1621,875	0,56524932384491	1621,875	-0,551234781742096	
1625	0,564640522003174	1625	-0,547124862670898	
1628,125	0,566291630268097	1628,125	-0,546376764774323	
1631,25	0,564896464347839	1631,25	-0,540427565574646	
1634,375	0,563192844390869	1634,375	-0,539750933647156	
1637,5	0,561960995197296	1637,5	-0,536568701267242	
1640,625	0,570078551769257	1640,625	-0,535811305046082	
1643,75	0,565175116062164	1643,75	-0,523699402809143	
1646,875	0,564842522144318	1646,875	-0,526929497718811	
1650	0,562606453895569	1650	-0,525233030319214	
1653,125	0,564782500267029	1653,125	-0,520858585834503	
1656,25	0,564856231212616	1656,25	-0,51846718788147	
1659,375	0,565234005451202	1659,375	-0,517163157463074	
1662,5	0,566062748432159	1662,5	-0,514193832874298	
1665,625	0,562685787677765	1665,625	-0,508766174316406	
1668,75	0,563402056694031	1668,75	-0,507201135158539	
1671,875	0,562755286693573	1671,875	-0,504378378391266	
1675	0,565215349197388	1675	-0,499294877052307	
1678,125	0,564103662967682	1678,125	-0,494939744472504	
1681,25	0,564912259578705	1681,25	-0,495730221271515	
1684,375	0,568293213844299	1684,375	-0,487266480922699	
1687,5	0,567411065101624	1687,5	-0,48535230755806	
1690,625	0,568359315395355	1690,625	-0,483093947172165	
1693,75	0,571572184562683	1693,75	-0,480961322784424	
1696,875	0,567549824714661	1696,875	-0,476718574762344	
1700	0,568408310413361	1700	-0,474568992853165	
1703,125	0,567041516304016	1703,125	-0,473015815019608	
1706,25	0,56778872013092	1706,25	-0,4693982899189	
1709,375	0,569289922714233	1709,375	-0,464167326688766	
1712,5	0,569515109062195	1712,5	-0,462795436382294	
1715,625	0,569944500923157	1715,625	-0,459259152412415	
1718,75	0,567926645278931	1718,75	-0,458211839199066	
1721,875	0,567603945732117	1721,875	-0,454813659191132	
1725	0,568534791469574	1725	-0,448329538106918	
1728,125	0,568287193775177	1728,125	-0,448596328496933	
1731,25	0,568330824375153	1731,25	-0,447263389825821	
1734,375	0,566287875175476	1734,375	-0,443553566932678	
1737,5	0,569152653217316	1737,5	-0,440302342176437	
