Frequency in Hz	Wool_94 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_94 Sound Absorption Coefficient continuous	
125	0,0617440938949585	100	0,054313253832182	
160	0,0784693881869316	103,125	0,0711159150390367	
200	0,104257188737392	106,25	0,0578247181198337	
250	0,143186494708061	109,375	0,0407137384164229	
315	0,207215204834938	112,5	0,0632792064682931	
400	0,268508046865463	115,625	0,0609915547748612	
500	0,355933606624603	118,75	0,0540365320455027	
630	0,478870660066605	121,875	0,0783206357373675	
800	0,611029386520386	125	0,0541665839428856	
1000	0,731959402561188	128,125	0,0535681683852574	
1250	0,874724209308624	131,25	0,0533500099811555	
1600	0,95641553401947	134,375	0,0359710686175437	
2000	0,977840781211853	137,5	0,0784034481424095	
2500	0,959913551807404	140,625	0,0853537307235601	
3150	0,92095822095871	143,75	0,0874102902751406	
4000	0,910019755363464	146,875	0,0572926106253913	
		150	0,078247368596958	
		153,125	0,0738159940442523	
		156,25	0,0742823324595493	
		159,375	0,072992260852533	
		162,5	0,0702833433246043	
		165,625	0,0802227279750926	
		168,75	0,0779327863330331	
		171,875	0,0908811581839954	
		175	0,0998024136240494	
		178,125	0,0840367258673584	
		181,25	0,0855745144469383	
		184,375	0,0971126696132119	
		187,5	0,109112145646898	
		190,625	0,111488923794409	
		193,75	0,114651720013808	
		196,875	0,110305785563229	
		200	0,0969011089838208	
		203,125	0,0898721065090843	
		206,25	0,105220315290261	
		209,375	0,110085973589066	
		212,5	0,0976641396386041	
		215,625	0,118575317205057	
		218,75	0,114328913118338	
		221,875	0,11892751621419	
		225	0,12828592225207	
		228,125	0,131688592150788	
		231,25	0,131241939987544	
		234,375	0,137721452810875	
		237,5	0,125187467285045	
		240,625	0,120217349771635	
		243,75	0,127567473355287	
		246,875	0,145512149000763	
		250	0,148900514075648	
		253,125	0,140496326156142	
		256,25	0,145467950322748	
		259,375	0,15744179462758	
		262,5	0,14920601336694	
		265,625	0,143911457179708	
		268,75	0,152184495359726	
		271,875	0,15756552279664	
		275	0,151349392698938	
		278,125	0,162612940097611	
		281,25	0,163984781821716	
		284,375	0,165016123275331	
		287,5	0,153062758167449	
		290,625	0,167276038463906	
		293,75	0,164043636800157	
		296,875	0,172011543471183	
		300	0,177404173957179	
		303,125	0,180606282121069	
		306,25	0,190038629864258	
		309,375	0,200325555379102	
		312,5	0,21580718103431	
		315,625	0,241323586644864	
		318,75	0,244284210806748	
		321,875	0,23531364233573	
		325	0,234230604680856	
		328,125	0,241810265144417	
		331,25	0,219794892081385	
		334,375	0,218311616008722	
		337,5	0,225008634019351	
		340,625	0,21842770155253	
		343,75	0,224422068071907	
		346,875	0,222735696435068	
		350	0,228329964075037	
		353,125	0,226364926723842	
		356,25	0,217920419299176	
		359,375	0,222708563447731	
		362,5	0,230808235754725	
		365,625	0,246365386224698	
		368,75	0,232035751869345	
		371,875	0,211474584853135	
		375	0,269139514038421	
		378,125	0,259034852774068	
		381,25	0,240703304729723	
		384,375	0,270494946387776	
		387,5	0,26487844050109	
		390,625	0,256480990276426	
		393,75	0,248289216898817	
		396,875	0,25151077913501	
		400	0,256889022379489	
		403,125	0,259434129531786	
		406,25	0,272505339382197	
		409,375	0,291888991314861	
		412,5	0,293798530714583	
		415,625	0,271681465449949	
		418,75	0,293621658144832	
		421,875	0,288393140270994	
		425	0,292080225053245	
		428,125	0,295101351265586	
		431,25	0,291689672100964	
		434,375	0,29700213107213	
		437,5	0,298730226216055	
		440,625	0,304955273027145	
		443,75	0,309486966345246	
		446,875	0,316138597114963	
		450	0,300063031091221	
		453,125	0,302852064424164	
		456,25	0,295628535397667	
		459,375	0,30789785033248	
		462,5	0,315128525739413	
		465,625	0,31401516713976	
		468,75	0,317547405088935	
		471,875	0,323854264919197	
		475	0,330682173093715	
		478,125	0,339524104535951	
		481,25	0,329727357236328	
		484,375	0,34094973700268	
		487,5	0,3445329540358	
		490,625	0,347273554516002	
		493,75	0,355571808288272	
		496,875	0,357737601775438	
		500	0,348734658930517	
		503,125	0,352902388431265	
		506,25	0,354918810106246	
		509,375	0,354304232015793	
		512,5	0,364786497366543	
		515,625	0,369166657207397	
		518,75	0,372526151703232	
		521,875	0,37213013942815	
		525	0,378707837263428	
		528,125	0,373692041671363	
		531,25	0,381160229128296	
		534,375	0,385201413988278	
		537,5	0,387668126658315	
		540,625	0,389066532845739	
		543,75	0,395047322845631	
		546,875	0,392246242381679	
		550	0,397646543448139	
		553,125	0,40338093432602	
		556,25	0,403846270739884	
		559,375	0,413490284266635	
		562,5	0,415318000638174	
		565,625	0,416614444947931	
		568,75	0,421930373154695	
		571,875	0,425396347401839	
		575	0,425961492106591	
		578,125	0,432516468705013	
		581,25	0,431166885251711	
		584,375	0,432762670561133	
		587,5	0,435069705209431	
		590,625	0,440244646900953	
		593,75	0,443933802484333	
		596,875	0,445089829783667	
		600	0,448421644501164	
		603,125	0,450920631408734	
		606,25	0,455031295256446	
		609,375	0,45534381191198	
		612,5	0,45859593821636	
		615,625	0,461570854838914	
		618,75	0,4638748136492	
		621,875	0,465326754828668	
		625	0,470531141656601	
		628,125	0,472746824378159	
		631,25	0,479002996377672	
		634,375	0,481439859000105	
		637,5	0,482218937312543	
		640,625	0,484237630168793	
		643,75	0,487240335820548	
		646,875	0,491844303074624	
		650	0,491506449583241	
		653,125	0,496542495349823	
		656,25	0,500404611992631	
		659,375	0,503450481616025	
		662,5	0,50301913330348	
		665,625	0,504356989337974	
		668,75	0,509623498085876	
		671,875	0,512920399577355	
		675	0,517572932277063	
		678,125	0,521362341207533	
		681,25	0,522593689698219	
		684,375	0,52412623132883	
		687,5	0,522749382109913	
		690,625	0,52854406923122	
		693,75	0,529570203190977	
		696,875	0,531785124041146	
		700	0,536152931134935	
		703,125	0,537487359995284	
		706,25	0,538800047375485	
		709,375	0,543259049357155	
		712,5	0,547527840947308	
		715,625	0,546870230497916	
		718,75	0,547734236440841	
		721,875	0,552062248843926	
		725	0,55211514353902	
		728,125	0,557482541870491	
		731,25	0,557691263560852	
		734,375	0,560683061712192	
		737,5	0,560958411938946	
		740,625	0,567770184743305	
		743,75	0,57257284345934	
		746,875	0,571229306519911	
		750	0,572960401244614	
		753,125	0,575428962078692	
		756,25	0,578749180040143	
		759,375	0,582899072558733	
		762,5	0,581768896439755	
		765,625	0,585422292531765	
		768,75	0,587819289456561	
		771,875	0,592948591590499	
		775	0,592932519692205	
		778,125	0,596365869770737	
		781,25	0,59864486582265	
		784,375	0,60255545467769	
		787,5	0,604956337137446	
		790,625	0,606834380443795	
		793,75	0,608414198616355	
		796,875	0,608762225203466	
		800	0,611320915029246	
		803,125	0,611729617755273	
		806,25	0,615304068039337	
		809,375	0,622004920640623	
		812,5	0,620235335044183	
		815,625	0,622190566926917	
		818,75	0,627589523300042	
		821,875	0,62973175717703	
		825	0,628305110349957	
		828,125	0,631493783773879	
		831,25	0,644485199781626	
		834,375	0,643347511792825	
		837,5	0,639476092962325	
		840,625	0,640697681428832	
		843,75	0,645895681386491	
		846,875	0,643313128296648	
		850	0,643775285491855	
		853,125	0,645714094366044	
		856,25	0,650952012005352	
		859,375	0,656610884181188	
		862,5	0,656880708084018	
		865,625	0,656725947303722	
		868,75	0,656352283634952	
		871,875	0,658692960584738	
		875	0,663185943430019	
		878,125	0,664103085937915	
		881,25	0,667573766126107	
		884,375	0,675940994390924	
		887,5	0,680302744732471	
		890,625	0,681382758907219	
		893,75	0,678956376288598	
		896,875	0,682181297274472	
		900	0,683825550529978	
		903,125	0,687398934739615	
		906,25	0,688410805923608	
		909,375	0,686859372012562	
		912,5	0,68803205818583	
		915,625	0,690830835140015	
		918,75	0,693494437091541	
		921,875	0,696786137582424	
		925	0,697817415481385	
		928,125	0,696003142078261	
		931,25	0,699765723579618	
		934,375	0,700743015586448	
		937,5	0,702870590134564	
		940,625	0,703774246703487	
		943,75	0,704018202289036	
		946,875	0,705253336135223	
		950	0,707029882278579	
		953,125	0,70796183446798	
		956,25	0,710134607145248	
		959,375	0,711386215828003	
		962,5	0,710919529891901	
		965,625	0,711689960391955	
		968,75	0,711049915674903	
		971,875	0,71299570949752	
		975	0,71354706808543	
		978,125	0,71390714724692	
		981,25	0,715458367742363	
		984,375	0,714060726938726	
		987,5	0,714134390966709	
		990,625	0,71444809382583	
		993,75	0,712389818605371	
		996,875	0,712212092880776	
		1000	0,711024302655867	
		1003,125	0,711218966809055	
		1006,25	0,710629465936092	
		1009,375	0,709444555077076	
		1012,5	0,708154474387539	
		1015,625	0,7050131530322	
		1018,75	0,704157315499194	
		1021,875	0,702734918866439	
		1025	0,702774167774933	
		1028,125	0,701168450603865	
		1031,25	0,697943122233701	
		1034,375	0,699656525683869	
		1037,5	0,701672611058969	
		1040,625	0,702686284197295	
		1043,75	0,706438340765531	
		1046,875	0,712551394576148	
		1050	0,71867362802903	
		1053,125	0,724227090312509	
		1056,25	0,735757237309596	
		1059,375	0,742406910135433	
		1062,5	0,751232785359547	
		1065,625	0,763236464629732	
		1068,75	0,770100716308378	
		1071,875	0,778041281445314	
		1075	0,784165225027925	
		1078,125	0,789627476813516	
		1081,25	0,798108389519661	
		1084,375	0,801460681685506	
		1087,5	0,805447164264615	
		1090,625	0,808701694520053	
		1093,75	0,812272344818209	
		1096,875	0,815503110581625	
		1100	0,817907514905767	
		1103,125	0,820381852178013	
		1106,25	0,822229655360756	
		1109,375	0,824625466242052	
		1112,5	0,826049351148368	
		1115,625	0,82827467999634	
		1118,75	0,82884898739776	
		1121,875	0,830101521403859	
		1125	0,831227144725434	
		1128,125	0,832989264253624	
		1131,25	0,834985890174118	
		1134,375	0,835586886884348	
		1137,5	0,835796889035274	
