Frequency in Hz	Acrylic_98 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98 Normalized Surface Impedance continuous Im	
100	1,93209540843964	100	-14,5266065597534	
103,125	1,94158697128296	103,125	-14,7527418136597	
106,25	1,32850277423859	106,25	-13,476448059082	
109,375	1,47462856769562	109,375	-14,5160388946533	
112,5	1,77686905860901	112,5	-12,8366222381592	
115,625	2,29608654975891	115,625	-12,3551959991455	
118,75	2,29225635528564	118,75	-12,465672492981	
121,875	2,00466060638428	121,875	-12,3049745559692	
125	1,97245848178864	125	-12,2238655090332	
128,125	2,00236248970032	128,125	-11,921350479126	
131,25	1,28106117248535	131,25	-11,0195655822754	
134,375	1,70226812362671	134,375	-11,3419742584229	
137,5	2,00607085227966	137,5	-10,6225681304932	
140,625	2,0409836769104	140,625	-11,0795297622681	
143,75	1,87925982475281	143,75	-10,1773452758789	
146,875	1,63934659957886	146,875	-10,1918315887451	
150	1,22040367126465	150	-10,5080299377441	
153,125	1,88558781147003	153,125	-9,54067897796631	
156,25	1,56883156299591	156,25	-9,62227916717529	
159,375	1,38683390617371	159,375	-9,56963157653809	
162,5	1,33105707168579	162,5	-9,5450325012207	
165,625	1,05328369140625	165,625	-9,22642803192139	
168,75	1,85564732551575	168,75	-8,79468059539795	
171,875	1,64045882225037	171,875	-8,50402641296387	
175	1,58772802352905	175	-8,73884201049805	
178,125	1,68686628341675	178,125	-8,36648750305176	
181,25	1,57973647117615	181,25	-8,48040580749512	
184,375	1,41196668148041	184,375	-8,00360488891602	
187,5	1,42054188251495	187,5	-8,16877746582031	
190,625	1,30343592166901	190,625	-8,14525032043457	
193,75	1,391885638237	193,75	-7,93417167663574	
196,875	1,37144351005554	196,875	-7,69498777389526	
200	1,49294352531433	200	-7,75792455673218	
203,125	1,3475399017334	203,125	-7,33157205581665	
206,25	1,32892572879791	206,25	-7,55828189849854	
209,375	1,38034498691559	209,375	-7,28417348861694	
212,5	1,18763661384583	212,5	-7,43637609481812	
215,625	1,18376779556274	215,625	-7,26873540878296	
218,75	1,32014739513397	218,75	-7,28130483627319	
221,875	1,00335657596588	221,875	-6,88745546340942	
225	1,16251087188721	225	-6,99542665481567	
228,125	1,22582948207855	228,125	-6,7347526550293	
231,25	1,24212419986725	231,25	-6,60388088226318	
234,375	1,09381544589996	234,375	-6,69321250915527	
237,5	1,15467512607574	237,5	-6,56972169876099	
240,625	1,03942763805389	240,625	-6,47980356216431	
243,75	1,16552639007568	243,75	-6,41647529602051	
246,875	1,27236986160278	246,875	-6,25222110748291	
250	1,06809031963348	250	-6,10482931137085	
253,125	1,13827860355377	253,125	-6,22622442245483	
256,25	1,22347140312195	256,25	-6,04789781570435	
259,375	1,17673933506012	259,375	-5,86800289154053	
262,5	0,967280149459839	262,5	-5,9835958480835	
265,625	0,96589058637619	265,625	-5,9018669128418	
268,75	0,944078385829926	268,75	-5,87100648880005	
271,875	0,993114590644836	271,875	-5,68496894836426	
275	1,17890954017639	275	-5,59804725646973	
278,125	1,17040753364563	278,125	-5,63112545013428	
281,25	0,934192001819611	281,25	-5,45063877105713	
284,375	0,949940264225006	284,375	-5,4398627281189	
287,5	1,06910991668701	287,5	-5,37396955490112	
290,625	1,07793462276459	290,625	-5,2752513885498	
293,75	1,01981544494629	293,75	-5,19597148895264	
296,875	0,879299879074097	296,875	-5,09851121902466	
300	0,951917588710785	300	-4,99687099456787	
303,125	1,08082342147827	303,125	-5,01058197021484	
306,25	1,01318490505219	306,25	-4,6541690826416	
309,375	1,05013489723206	309,375	-4,77359914779663	
312,5	1,13739383220673	312,5	-4,63860368728638	
315,625	1,13993668556213	315,625	-4,63596630096436	
318,75	1,15967929363251	318,75	-4,69689464569092	
321,875	1,2325667142868	321,875	-4,78935813903809	
325	1,21586310863495	325	-4,81735849380493	
328,125	1,12226676940918	328,125	-4,92865562438965	
331,25	0,931575655937195	331,25	-4,81486082077026	
334,375	1,04142940044403	334,375	-4,7604284286499	
337,5	0,957953989505768	337,5	-4,73926782608032	
340,625	1,00843894481659	340,625	-4,81265735626221	
343,75	0,985295236110687	343,75	-4,66470956802368	
346,875	0,860904037952423	346,875	-4,50944662094116	
350	0,925318419933319	350	-4,47984075546265	
353,125	0,750019490718842	353,125	-4,27005815505981	
356,25	0,741153061389923	356,25	-4,41991138458252	
359,375	0,752158105373383	359,375	-4,42931985855103	
362,5	0,788190245628357	362,5	-4,17956781387329	
365,625	0,800705194473267	365,625	-4,3517017364502	
368,75	0,813780128955841	368,75	-4,37644577026367	
371,875	0,98490959405899	371,875	-4,27630043029785	
375	0,855027258396149	375	-3,98426818847656	
378,125	0,824691593647003	378,125	-4,10458850860596	
381,25	0,657514095306396	381,25	-4,36649942398071	
384,375	0,723384201526642	384,375	-4,19924783706665	
387,5	0,791030585765839	387,5	-4,06381034851074	
390,625	0,839269161224365	390,625	-3,93254375457764	
393,75	0,69187194108963	393,75	-3,86369967460632	
396,875	0,680590867996216	396,875	-3,8885669708252	
400	0,593621850013733	400	-3,95328235626221	
403,125	0,68778258562088	403,125	-3,89218354225159	
406,25	0,772992789745331	406,25	-3,85785460472107	
409,375	0,590785026550293	409,375	-3,84901690483093	
412,5	0,651795327663422	412,5	-3,79244136810303	
415,625	0,855512380599976	415,625	-3,80527997016907	
418,75	0,977825701236725	418,75	-3,70855641365051	
421,875	0,898841142654419	421,875	-3,75008296966553	
425	0,812438666820526	425	-3,60284113883972	
428,125	0,643930852413177	428,125	-3,80710816383362	
431,25	0,71893835067749	431,25	-3,85797071456909	
434,375	0,932598352432251	434,375	-3,67174935340881	
437,5	0,904802799224854	437,5	-3,62164402008057	
440,625	0,797160029411316	440,625	-3,57762050628662	
443,75	0,831007182598114	443,75	-3,51545453071594	
446,875	0,752884387969971	446,875	-3,5496518611908	
450	0,753428757190704	450	-3,55750417709351	
453,125	0,757802248001099	453,125	-3,4382951259613	
456,25	0,818379282951355	456,25	-3,35479402542114	
459,375	0,785437941551209	459,375	-3,37009263038635	
462,5	0,743068933486938	462,5	-3,32194781303406	
465,625	0,707530498504639	465,625	-3,30628061294556	
468,75	0,72751259803772	468,75	-3,36537337303162	
471,875	0,747896015644073	471,875	-3,32732915878296	
475	0,662371575832367	475	-3,27160668373108	
478,125	0,665624022483826	478,125	-3,27336716651917	
481,25	0,729141771793365	481,25	-3,27578783035278	
484,375	0,722152233123779	484,375	-3,25179195404053	
487,5	0,720627665519714	487,5	-3,24254965782166	
490,625	0,683142364025116	490,625	-3,19109559059143	
493,75	0,675409197807312	493,75	-3,17316699028015	
496,875	0,714199781417847	496,875	-3,11833524703979	
500	0,703211665153503	500	-3,14749383926392	
503,125	0,695645034313202	503,125	-3,13115072250366	
506,25	0,665896832942963	506,25	-3,11650490760803	
509,375	0,662658452987671	509,375	-3,09184002876282	
512,5	0,680191516876221	512,5	-3,07045197486877	
515,625	0,690391480922699	515,625	-3,04218602180481	
518,75	0,631261646747589	518,75	-3,00219011306763	
521,875	0,620873808860779	521,875	-3,00016832351685	
525	0,654579699039459	525	-2,97416186332703	
528,125	0,654651463031769	528,125	-2,97997236251831	
531,25	0,63974803686142	531,25	-2,9664294719696	
534,375	0,635467290878296	534,375	-2,96626877784729	
537,5	0,64214289188385	537,5	-2,95012140274048	
540,625	0,62118136882782	540,625	-2,94092273712158	
543,75	0,614219725131989	543,75	-2,89620065689087	
546,875	0,639893233776093	546,875	-2,88432860374451	
550	0,604232609272003	550	-2,85707449913025	
553,125	0,602698743343353	553,125	-2,87908172607422	
556,25	0,707428157329559	556,25	-3,00064516067505	
559,375	0,707576453685761	559,375	-3,01139783859253	
562,5	0,668235599994659	562,5	-2,98794221878052	
565,625	0,642436981201172	565,625	-2,9975163936615	
568,75	0,66914963722229	568,75	-2,94513750076294	
571,875	0,670375645160675	571,875	-2,93230867385864	
575	0,648984849452972	575	-2,90965580940247	
578,125	0,637805938720703	578,125	-2,90074920654297	
581,25	0,665311813354492	581,25	-2,89308214187622	
584,375	0,642206490039825	584,375	-2,84219932556152	
587,5	0,639242231845856	587,5	-2,84272170066834	
590,625	0,633398771286011	590,625	-2,81964659690857	
593,75	0,635514616966248	593,75	-2,79159832000732	
596,875	0,641356945037842	596,875	-2,78820705413818	
600	0,633235156536102	600	-2,78910040855408	
603,125	0,628824353218079	603,125	-2,74782752990723	
606,25	0,653280317783356	606,25	-2,74373984336853	
609,375	0,65138304233551	609,375	-2,69426226615906	
612,5	0,646755337715149	612,5	-2,70568370819092	
615,625	0,651699960231781	615,625	-2,68330907821655	
618,75	0,63723212480545	618,75	-2,67430949211121	
621,875	0,641819357872009	621,875	-2,65013551712036	
625	0,652507841587067	625	-2,64907073974609	
628,125	0,636769592761993	628,125	-2,62698602676392	
631,25	0,635323882102966	631,25	-2,62342023849487	
634,375	0,639788687229156	634,375	-2,60864901542664	
637,5	0,653126180171967	637,5	-2,59778642654419	
640,625	0,64191871881485	640,625	-2,57602691650391	
643,75	0,625091671943665	643,75	-2,56845378875732	
646,875	0,633992373943329	646,875	-2,55935764312744	
650	0,635505199432373	650	-2,54947090148926	
653,125	0,621449947357178	653,125	-2,54200315475464	
656,25	0,616621851921082	656,25	-2,53916907310486	
659,375	0,603099524974823	659,375	-2,51457619667053	
662,5	0,616151094436646	662,5	-2,50753974914551	
665,625	0,601886928081512	665,625	-2,50139021873474	
668,75	0,602347433567047	668,75	-2,48878073692322	
671,875	0,604889035224915	671,875	-2,4788875579834	
675	0,602660119533539	675	-2,46825170516968	
678,125	0,604231715202332	678,125	-2,44496178627014	
681,25	0,592883586883545	681,25	-2,42603778839111	
684,375	0,589893877506256	684,375	-2,42041826248169	
687,5	0,594045639038086	687,5	-2,39403247833252	
690,625	0,589199781417847	690,625	-2,37900257110596	
693,75	0,59474641084671	693,75	-2,37739753723145	
696,875	0,599892377853394	696,875	-2,36148858070374	
700	0,578469276428223	700	-2,35408163070679	
703,125	0,56573897600174	703,125	-2,34085750579834	
706,25	0,577119648456573	706,25	-2,30656051635742	
709,375	0,579417526721954	709,375	-2,30048537254334	
712,5	0,561786472797394	712,5	-2,28441858291626	
715,625	0,575314581394196	715,625	-2,27624320983887	
718,75	0,585850059986115	718,75	-2,25546789169312	
721,875	0,570155262947083	721,875	-2,25276136398315	
725	0,579378068447113	725	-2,24643993377686	
728,125	0,584398448467255	728,125	-2,22975873947144	
731,25	0,562035202980042	731,25	-2,21836590766907	
734,375	0,572200357913971	734,375	-2,2077431678772	
737,5	0,5755375623703	737,5	-2,20033550262451	
740,625	0,576120376586914	740,625	-2,18088555335999	
743,75	0,576590180397034	743,75	-2,17209196090698	
746,875	0,57116836309433	746,875	-2,17089414596558	
750	0,582794666290283	750	-2,14732217788696	
753,125	0,588014423847198	753,125	-2,14444732666016	
756,25	0,585224092006683	756,25	-2,13884282112122	
759,375	0,570951521396637	759,375	-2,12713217735291	
762,5	0,581587135791779	762,5	-2,11195158958435	
765,625	0,582942724227905	765,625	-2,10745120048523	
768,75	0,601971924304962	768,75	-2,09197521209717	
771,875	0,587906777858734	771,875	-2,07034087181091	
775	0,586704313755035	775	-2,08230900764465	
778,125	0,602269113063812	778,125	-2,07417345046997	
781,25	0,591456353664398	781,25	-2,05795311927795	
784,375	0,588141083717346	784,375	-2,04288172721863	
787,5	0,605952560901642	787,5	-2,0404634475708	
790,625	0,589483857154846	790,625	-2,02197003364563	
793,75	0,599237024784088	793,75	-2,0243616104126	
796,875	0,592511236667633	796,875	-2,00535440444946	
800	0,591147065162659	800	-2,00040555000305	
803,125	0,587955951690674	803,125	-2,02100872993469	
806,25	0,574495434761047	806,25	-2,01822948455811	
809,375	0,577470660209656	809,375	-2,00087523460388	
812,5	0,586576104164124	812,5	-1,987095952034	
815,625	0,602889120578766	815,625	-1,97728931903839	
818,75	0,591853320598602	818,75	-1,96289527416229	
821,875	0,586572647094727	821,875	-1,95864796638489	
