global_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,validation_rmse,test_rmse,train_mae,validation_mae,test_mae,test_r2,n_rows_used
global_100_4950,100.0,4950.0,(f / sigma) + -0.26708558,5,0.010358939,0.10177887169663533,0.09851151357732685,0.09259347633687427,0.06951927484384113,0.06722306684824061,0.06239470060677514,0.2819754739879712,128000
