Frequency in Hz	Wool_99 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99 Sound Absorption Coefficient continuous	
125	0,0660920664668083	100	0,0611549183756945	
160	0,0770701691508293	103,125	0,0764406784484539	
200	0,0911096632480621	106,25	0,0636816799224861	
250	0,107191406190395	109,375	0,0459818367816057	
315	0,135929256677628	112,5	0,0677938801382154	
400	0,138566195964813	115,625	0,0675444717593919	
500	0,146413192152977	118,75	0,0603249253797937	
630	0,172553330659866	121,875	0,0828732364432476	
800	0,206097036600113	125	0,0588139278597961	
1000	0,257577866315842	128,125	0,0571006444815286	
1250	0,327740520238876	131,25	0,0573889308356087	
1600	0,415158212184906	134,375	0,0402378222295195	
2000	0,506393015384674	137,5	0,0814130969655167	
2500	0,573002755641937	140,625	0,0874297519650481	
3150	0,60193532705307	143,75	0,0888766387738054	
4000	0,547755718231201	146,875	0,0590581871780088	
		150	0,0793573278700017	
		153,125	0,0735221003568713	
		156,25	0,073587662116337	
		159,375	0,071681433109942	
		162,5	0,0684744457560955	
		165,625	0,0772465931591224	
		168,75	0,0744138719263414	
		171,875	0,0868645319015876	
		175	0,0946890404812117	
		178,125	0,07802526019596	
		181,25	0,07879779076251	
		184,375	0,0897017781108418	
		187,5	0,100282700168373	
		190,625	0,10178163912032	
		193,75	0,103703363372496	
		196,875	0,0985724886714207	
		200	0,0840421863689764	
		203,125	0,0758563634664775	
		206,25	0,090050996499533	
		209,375	0,0938707795955001	
		212,5	0,0804197156814682	
		215,625	0,0995884108754924	
		218,75	0,0944326003749414	
		221,875	0,0975188910059509	
		225	0,105816469890292	
		228,125	0,107977038147592	
		231,25	0,106182488188258	
		234,375	0,111185622614231	
		237,5	0,0972914501348636	
		240,625	0,0901884582420689	
		243,75	0,0964435974858137	
		246,875	0,113268896950807	
		250	0,115305239736706	
		253,125	0,104757821991266	
		256,25	0,108369276061738	
		259,375	0,119098399757611	
		262,5	0,108899713145993	
		265,625	0,101386969199685	
		268,75	0,108501724717731	
		271,875	0,11205813905942	
		275	0,103648738889716	
		278,125	0,113159366267717	
		281,25	0,113097238351233	
		284,375	0,112224683258312	
		287,5	0,0922255999315175	
		290,625	0,109393916736178	
		293,75	0,106030934849677	
		296,875	0,113840185531765	
		300	0,123816488159792	
		303,125	0,118856856425549	
		306,25	0,125779275195375	
		309,375	0,135126251050153	
		312,5	0,149473342323924	
		315,625	0,175232537516077	
		318,75	0,175733331158478	
		321,875	0,163281585240671	
		325	0,160411084902844	
		328,125	0,167442094845055	
		331,25	0,141883789841623	
		334,375	0,137421710302335	
		337,5	0,142654180026783	
		340,625	0,133261508886475	
		343,75	0,137793383823554	
		346,875	0,134178590779928	
		350	0,13743587976643	
		353,125	0,13287558801693	
		356,25	0,121108926293607	
		359,375	0,122491921423846	
		362,5	0,12931645504172	
		365,625	0,145546997174123	
		368,75	0,12594046763909	
		371,875	0,0992049890386215	
		375	0,159680611889811	
		378,125	0,148077884082928	
		381,25	0,127539636881388	
		384,375	0,15603021789638	
		387,5	0,145659114604988	
		390,625	0,132008378695906	
		393,75	0,12488995747014	
		396,875	0,125841568412174	
		400	0,128859281382091	
		403,125	0,128910637725624	
		406,25	0,143141553050443	
		409,375	0,158703546157018	
		412,5	0,156536655609181	
		415,625	0,127065059427544	
		418,75	0,150700179187145	
		421,875	0,138118757346756	
		425	0,142698942467803	
		428,125	0,149085830612311	
		431,25	0,137576283197273	
		434,375	0,141691970723797	
		437,5	0,140290227674637	
		440,625	0,147107102973418	
		443,75	0,148290988513824	
		446,875	0,154871734895002	
		450	0,131201425742001	
		453,125	0,130116885164604	
		456,25	0,116876964797064	
		459,375	0,129639605481239	
		462,5	0,136937144313406	
		465,625	0,131800139343256	
		468,75	0,133398914908714	
		471,875	0,138470092728128	
		475	0,14395472934996	
		478,125	0,153498956064111	
		481,25	0,137666092213736	
		484,375	0,147961450740168	
		487,5	0,150025732614206	
		490,625	0,150603049578686	
		493,75	0,158639804553997	
		496,875	0,157139770714816	
		500	0,140637115853254	
		503,125	0,143678218129332	
		506,25	0,143113720808792	
		509,375	0,138498144007105	
		512,5	0,149389176665363	
		515,625	0,152152463407235	
		518,75	0,154207791707573	
		521,875	0,149637645919137	
		525	0,155310223897227	
		528,125	0,144526927793918	
		531,25	0,151754496513381	
		534,375	0,153506394556421	
		537,5	0,15380285722579	
		540,625	0,151964825393036	
		543,75	0,157262000299119	
		546,875	0,149118926336117	
		550	0,153988703709772	
		553,125	0,159574160699147	
		556,25	0,155661109151611	
		559,375	0,165159447124274	
		562,5	0,163693287827993	
		565,625	0,161494559108042	
		568,75	0,165136931050203	
		571,875	0,166899231122305	
		575	0,163164105484431	
		578,125	0,169432926660782	
		581,25	0,16288181856197	
		584,375	0,161190461215148	
		587,5	0,161223912581156	
		590,625	0,165478255233181	
		593,75	0,16678993884846	
		596,875	0,165624528675488	
		600	0,166103570674214	
		603,125	0,166688833142696	
		606,25	0,169101995812764	
		609,375	0,166062086929522	
		612,5	0,166899755866799	
		615,625	0,167578753660617	
		618,75	0,167785374506452	
		621,875	0,166406152916147	
		625	0,170947791550808	
		628,125	0,170107591845161	
		631,25	0,176004060974343	
		634,375	0,175810485325774	
		637,5	0,173162528027608	
		640,625	0,173312571290048	
		643,75	0,172131112418507	
		646,875	0,176332965225173	
		650	0,171024902636101	
		653,125	0,175779693985643	
		656,25	0,178939762813389	
		659,375	0,179357498304207	
		662,5	0,174849057171801	
		665,625	0,17250489885867	
		668,75	0,17739627677542	
		671,875	0,179942252773614	
		675	0,1831240796566	
		678,125	0,185367576017027	
		681,25	0,183810426610242	
		684,375	0,183468107948363	
		687,5	0,177207732302904	
		690,625	0,180414463790407	
		693,75	0,180739966067003	
		696,875	0,180761462701752	
		700	0,184285520180743	
		703,125	0,182189444645101	
		706,25	0,181398057438889	
		709,375	0,18613221598923	
		712,5	0,187656531562492	
		715,625	0,183567767906396	
		718,75	0,181275041650391	
		721,875	0,186787635672689	
		725	0,181994921785474	
		728,125	0,188835869077065	
		731,25	0,185399665912421	
		734,375	0,186719459406019	
		737,5	0,183900058026922	
		740,625	0,192530042373681	
		743,75	0,198067930043734	
		746,875	0,187570005586025	
		750	0,186695033651471	
		753,125	0,189266447814223	
		756,25	0,19333937031593	
		759,375	0,197963638644524	
		762,5	0,191386736262783	
		765,625	0,195784555806624	
		768,75	0,193747849919081	
		771,875	0,200042167277205	
		775	0,196257584470859	
		778,125	0,199787934204119	
		781,25	0,199825525044969	
		784,375	0,204260716367846	
		787,5	0,20475145929435	
		790,625	0,204316897496085	
		793,75	0,204215762830356	
		796,875	0,199609482286003	
		800	0,200871835445793	
		803,125	0,195126506619438	
		806,25	0,20247228279022	
		809,375	0,209890306654784	
		812,5	0,206348621994742	
		815,625	0,204776520006049	
		818,75	0,212077080116402	
		821,875	0,213623031458899	
		825	0,206618758778133	
		828,125	0,208464644198636	
		831,25	0,238900890342271	
		834,375	0,231971612433173	
		837,5	0,217785516423183	
		840,625	0,215156622022747	
		843,75	0,224232239101565	
		846,875	0,21574320796557	
		850	0,210320942464519	
		853,125	0,208901097321574	
		856,25	0,221295565647467	
		859,375	0,231567903195604	
		862,5	0,227287408009611	
		865,625	0,22466018228344	
		868,75	0,22155569942153	
		871,875	0,222532470346267	
		875	0,232814704612847	
		878,125	0,228894670056582	
		881,25	0,234402200054483	
		884,375	0,228412733926778	
		887,5	0,235813651008356	
		890,625	0,235517736019885	
		893,75	0,224104161409527	
		896,875	0,228669278856188	
		900	0,228560310642664	
		903,125	0,234362779161504	
		906,25	0,233209843990174	
		909,375	0,225982902499557	
		912,5	0,227311738232002	
		915,625	0,230030758662101	
		918,75	0,235022693766662	
		921,875	0,239353800092273	
		925	0,239016746301941	
		928,125	0,232486516072743	
		931,25	0,239290322229721	
		934,375	0,238542830704585	
		937,5	0,241012451928169	
		940,625	0,241565943441659	
