Frequency in Hz	Acrylic_95 Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_95 Sound Reflection Factor continuous Im	
100	0.968279778957367	100	-0.13984189927578	
103.125	0.968991458415985	103.125	-0.136962532997131	
106.25	0.9696946144104	106.25	-0.149819880723953	
109.375	0.972151398658752	109.375	-0.140342429280281	
112.5	0.962642371654511	112.5	-0.155686289072037	
115.625	0.954147219657898	115.625	-0.157737970352173	
118.75	0.954764723777771	118.75	-0.156970918178558	
121.875	0.956866562366486	121.875	-0.160258039832115	
125	0.956747591495514	125	-0.161257460713387	
128.125	0.954676270484924	128.125	-0.164349526166916	
131.25	0.957708060741425	131.25	-0.180740296840668	
134.375	0.953596472740173	134.375	-0.173987239599228	
137.5	0.943959951400757	137.5	-0.181355342268944	
140.625	0.946981728076935	140.625	-0.17487071454525	
143.75	0.940947771072388	143.75	-0.1889858096838	
146.875	0.944548010826111	146.875	-0.191192761063576	
150	0.953400075435638	150	-0.189548969268799	
153.125	0.933415770530701	153.125	-0.199046358466148	
156.25	0.939572691917419	156.25	-0.201310947537422	
159.375	0.941790521144867	159.375	-0.204164281487465	
162.5	0.942241847515106	162.5	-0.205115929245949	
165.625	0.944335877895355	165.625	-0.214015334844589	
168.75	0.923295974731445	168.75	-0.212772369384766	
171.875	0.922981739044189	171.875	-0.221687167882919	
175	0.926974534988403	175	-0.217723190784454	
178.125	0.919183671474457	178.125	-0.223985195159912	
181.25	0.922867655754089	181.25	-0.223258227109909	
184.375	0.918907046318054	184.375	-0.236305311322212	
187.5	0.920908331871033	187.5	-0.232412427663803	
190.625	0.923043012619019	190.625	-0.23475469648838	
193.75	0.917227983474731	193.75	-0.238367184996605	
196.875	0.913231670856476	196.875	-0.244654342532158	
200	0.911156475543976	200	-0.241034373641014	
203.125	0.906206786632538	203.125	-0.254583984613419	
206.25	0.910721659660339	206.25	-0.249209210276604	
209.375	0.903677940368652	209.375	-0.255486130714417	
212.5	0.911441504955292	212.5	-0.255261182785034	
215.625	0.907847225666046	215.625	-0.26006156206131	
218.75	0.903840363025665	218.75	-0.256996095180511	
221.875	0.904556155204773	221.875	-0.275280982255936	
225	0.901526033878326	225	-0.268610835075378	
228.125	0.893208384513855	228.125	-0.275147348642349	
231.25	0.888985276222229	231.25	-0.278856635093689	
234.375	0.895418703556061	234.375	-0.279647409915924	
237.5	0.889922261238098	237.5	-0.282165288925171	
240.625	0.891007125377655	240.625	-0.288139492273331	
243.75	0.88459300994873	243.75	-0.287011533975601	
246.875	0.875857770442963	246.875	-0.289505362510681	
250	0.878120064735413	250	-0.300725907087326	
253.125	0.878618597984314	253.125	-0.294316977262497	
256.25	0.869656920433044	256.25	-0.297992587089539	
259.375	0.864981353282928	259.375	-0.305980056524277	
262.5	0.87614119052887	262.5	-0.30829855799675	
265.625	0.873041093349457	265.625	-0.311454713344574	
268.75	0.872428834438324	268.75	-0.313339412212372	
271.875	0.863495588302612	271.875	-0.319247364997864	
275	0.852261781692505	275	-0.315979152917862	
278.125	0.852895975112915	278.125	-0.315043151378632	
281.25	0.855202317237854	281.25	-0.33148130774498	
284.375	0.853448927402496	284.375	-0.331438094377518	
287.5	0.844849646091461	287.5	-0.329834908246994	
290.625	0.839736938476563	290.625	-0.33512219786644	
293.75	0.839867770671844	293.75	-0.340606838464737	
296.875	0.843565106391907	296.875	-0.348152071237564	
300	0.832431077957153	300	-0.349335253238678	
303.125	0.826888382434845	303.125	-0.342337489128113	
306.25	0.811445116996765	306.25	-0.362680613994598	
309.375	0.815999090671539	309.375	-0.354856461286545	
312.5	0.805730223655701	312.5	-0.356552541255951	
315.625	0.807639062404633	315.625	-0.359279453754425	
318.75	0.808960735797882	318.75	-0.363683342933655	
321.875	0.801265180110931	321.875	-0.353565871715546	
325	0.801398873329163	325	-0.34738501906395	
328.125	0.810976028442383	328.125	-0.344677299261093	
331.25	0.815149128437042	331.25	-0.35869175195694	
334.375	0.807137072086334	334.375	-0.35581186413765	
337.5	0.810086309909821	337.5	-0.361057013273239	
340.625	0.81114250421524	340.625	-0.355262726545334	
343.75	0.803511142730713	343.75	-0.363925516605377	
346.875	0.800114810466766	346.875	-0.378594070672989	
350	0.79400497674942	350	-0.376060366630554	
353.125	0.789778888225555	353.125	-0.398814916610718	
356.25	0.799494564533234	356.25	-0.390190660953522	
359.375	0.798557996749878	359.375	-0.388991296291351	
362.5	0.779023230075836	362.5	-0.401001811027527	
365.625	0.788833439350128	365.625	-0.390317469835281	
368.75	0.789276123046875	368.75	-0.387823015451431	
371.875	0.773690462112427	371.875	-0.381527423858643	
375	0.758057415485382	375	-0.406266093254089	
378.125	0.768146932125092	378.125	-0.401817500591278	
381.25	0.794662535190582	381.25	-0.397729218006134	
384.375	0.779234647750854	384.375	-0.402257978916168	
387.5	0.764691412448883	387.5	-0.405326634645462	
390.625	0.751530289649963	390.625	-0.409173756837845	
393.75	0.75384795665741	393.75	-0.424891293048859	
396.875	0.756368458271027	396.875	-0.423760980367661	
400	0.765938818454742	400	-0.425381034612656	
403.125	0.754432082176209	403.125	-0.422856688499451	
406.25	0.746163785457611	406.25	-0.418469041585922	
409.375	0.755995392799377	409.375	-0.43300524353981	
412.5	0.746415257453918	412.5	-0.43121936917305	
415.625	0.734363377094269	415.625	-0.41345676779747	
418.75	0.718793630599976	418.75	-0.408361107110977	
421.875	0.72534167766571	421.875	-0.413668036460876	
425	0.717221200466156	425	-0.429274767637253	
428.125	0.744257211685181	428.125	-0.429752349853516	
431.25	0.742020845413208	431.25	-0.41989603638649	
434.375	0.713423788547516	434.375	-0.413625031709671	
437.5	0.709390223026276	437.5	-0.418254405260086	
440.625	0.710665583610535	440.625	-0.430359601974487	
443.75	0.702118098735809	443.75	-0.430640548467636	
446.875	0.709390640258789	446.875	-0.434985399246216	
450	0.709264695644379	450	-0.433976739645004	
453.125	0.696482300758362	453.125	-0.441154003143311	
456.25	0.683188557624817	456.25	-0.440042674541473	
459.375	0.686025738716125	459.375	-0.442009478807449	
462.5	0.682870030403137	462.5	-0.449007779359818	
465.625	0.682769238948822	465.625	-0.453350484371185	
468.75	0.686432719230652	468.75	-0.447041809558868	
471.875	0.679877161979675	471.875	-0.447273313999176	
475	0.67973929643631	475	-0.459803581237793	
478.125	0.67856752872467	478.125	-0.458700120449066	
481.25	0.67326033115387	481.25	-0.450940191745758	
484.375	0.669989824295044	484.375	-0.452720284461975	
487.5	0.66834956407547	487.5	-0.453152567148209	
490.625	0.664161384105682	490.625	-0.460506558418274	
493.75	0.661604881286621	493.75	-0.462078243494034	
496.875	0.651500642299652	496.875	-0.461096256971359	
500	0.654652178287506	500	-0.459516704082489	
503.125	0.652186930179596	503.125	-0.460903376340866	
506.25	0.651532113552094	506.25	-0.465166479349136	
509.375	0.64793998003006	509.375	-0.466671586036682	
512.5	0.643146276473999	512.5	-0.465563058853149	
515.625	0.637777388095856	515.625	-0.465859919786453	
518.75	0.636552035808563	518.75	-0.475121557712555	
521.875	0.635926365852356	521.875	-0.476543635129929	
525	0.628652453422546	525	-0.473704874515533	
528.125	0.628149032592773	528.125	-0.471837520599365	
531.25	0.626539647579193	531.25	-0.474007427692413	
534.375	0.625403523445129	534.375	-0.473714262247086	
537.5	0.62180894613266	537.5	-0.473134249448776	
540.625	0.620873510837555	540.625	-0.475734263658524	
543.75	0.613832414150238	543.75	-0.479305744171143	
546.875	0.609234869480133	546.875	-0.475814610719681	
550	0.60671079158783	550	-0.481535732746124	
553.125	0.608527362346649	553.125	-0.47922545671463	
556.25	0.616050601005554	556.25	-0.45318129658699	
559.375	0.616588592529297	559.375	-0.45144909620285	
562.5	0.615124344825745	562.5	-0.456048041582108	
565.625	0.616941392421722	565.625	-0.457298338413239	
568.75	0.607797682285309	568.75	-0.45557576417923	
571.875	0.605504035949707	571.875	-0.454831719398499	
575	0.603778004646301	575	-0.457674205303192	
578.125	0.603198826313019	578.125	-0.458443522453308	
581.25	0.600192368030548	581.25	-0.454528540372849	
584.375	0.594805061817169	584.375	-0.459604740142822	
587.5	0.594735145568848	587.5	-0.458965927362442	
590.625	0.591797113418579	590.625	-0.460634261369705	
593.75	0.587478518486023	593.75	-0.46168115735054	
596.875	0.586308836936951	596.875	-0.460332155227661	
600	0.586599051952362	600	-0.460565090179443	
603.125	0.579998314380646	603.125	-0.46367084980011	
606.25	0.577262222766876	606.25	-0.459465891122818	
609.375	0.568900465965271	609.375	-0.461859315633774	
612.5	0.570113241672516	612.5	-0.461137682199478	
615.625	0.56559145450592	615.625	-0.460870683193207	
618.75	0.564758062362671	618.75	-0.462757676839828	
621.875	0.560027062892914	621.875	-0.462659507989883	
625	0.558914005756378	625	-0.460319459438324	
628.125	0.555934429168701	628.125	-0.46321314573288	
631.25	0.554835379123688	631.25	-0.4627306163311	
634.375	0.551487922668457	634.375	-0.462173312902451	
637.5	0.548319041728973	637.5	-0.459880113601685	
640.625	0.544842302799225	640.625	-0.462169826030731	
643.75	0.543607115745544	643.75	-0.464725077152252	
646.875	0.540860176086426	646.875	-0.462784111499786	
650	0.538319528102875	650	-0.462263345718384	
653.125	0.536837697029114	653.125	-0.46410283446312	
656.25	0.535766184329987	656.25	-0.464040726423264	
659.375	0.53150337934494	659.375	-0.466386079788208	
662.5	0.528896987438202	662.5	-0.463580697774887	
665.625	0.527669847011566	665.625	-0.465113312005997	
668.75	0.524736166000366	668.75	-0.464178681373596	
671.875	0.522363007068634	671.875	-0.462819963693619	
675	0.520121276378632	675	-0.462269395589828	
678.125	0.515630066394806	678.125	-0.461670637130737	
681.25	0.512632727622986	681.25	-0.462941199541092	
