Complexity,Loss,Equation
1,0.005673653,"0.00026846022"
3,0.004281888,"z_sigma__f3_mid * 0.09134473"
5,0.004281885,"z_sigma__f3_mid - (z_sigma__f3_mid * 0.9088934)"
7,0.004211305,"(z_sigma__f3_mid - (z_lambda__f3_mid * 0.20632607)) * 0.091073416"
9,0.0042111385,"(z_sigma__f3_mid - ((z_lambda__f3_mid + -0.00907125) * 0.21216747)) * 0.09071049"
13,0.004210672,"(((z_sigma__f3_mid - (z_lambda__f3_mid * 0.2299662)) * 0.46578383) / z_lambda__f3_mid) * (z_lambda__f3_mid * 0.19628553)"
15,0.004139813,"((((0.79353565 - z_sigma__f3_mid) / (0.46226972 / (z_lambda__f3_mid * 2.2813923))) * 0.048423197) - z_sigma__f3_mid) * -0.09494101"
