Frequency in Hz	Wool_93 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93 Sound Reflection Factor continuous Im	
100	0,963505566120148	100	-0,123963296413422	
103,125	0,956470727920532	103,125	-0,114228501915932	
106,25	0,958320915699005	106,25	-0,14843487739563	
109,375	0,97011935710907	109,375	-0,133500158786774	
112,5	0,95741879940033	112,5	-0,138307437300682	
115,625	0,956462144851685	115,625	-0,149642705917358	
118,75	0,961384057998657	118,75	-0,141433268785477	
121,875	0,947511911392212	121,875	-0,149374052882195	
125	0,959621846675873	125	-0,151903882622719	
128,125	0,958535611629486	128,125	-0,163760140538216	
131,25	0,958937048912048	131,25	-0,161836698651314	
134,375	0,967265427112579	134,375	-0,16242079436779	
137,5	0,942172944545746	137,5	-0,178399488329887	
140,625	0,941174983978271	140,625	-0,167082607746124	
143,75	0,937819480895996	143,75	-0,178571864962578	
146,875	0,955477058887482	146,875	-0,168102696537971	
150	0,942116498947144	150	-0,179317325353622	
153,125	0,941930770874023	153,125	-0,193154320120811	
156,25	0,942593455314636	156,25	-0,188296154141426	
159,375	0,941905200481415	159,375	-0,193991273641586	
162,5	0,943353474140167	162,5	-0,19388347864151	
165,625	0,938165128231049	165,625	-0,193674728274345	
168,75	0,935532808303833	168,75	-0,211248964071274	
171,875	0,930648922920227	171,875	-0,201680064201355	
175	0,923986315727234	175	-0,209697872400284	
178,125	0,931401371955872	178,125	-0,214124083518982	
181,25	0,931101202964783	181,25	-0,211567476391792	
184,375	0,92462831735611	184,375	-0,212489560246468	
187,5	0,915731549263	187,5	-0,222651675343513	
190,625	0,915453255176544	190,625	-0,21840201318264	
193,75	0,910351991653442	193,75	-0,231480076909065	
196,875	0,913864254951477	196,875	-0,22687454521656	
200	0,9209024310112	200	-0,227924734354019	
203,125	0,924611032009125	203,125	-0,227937549352646	
206,25	0,911183178424835	206,25	-0,246830657124519	
209,375	0,9100461602211	209,375	-0,241068482398987	
212,5	0,918068110942841	212,5	-0,236010640859604	
215,625	0,902532756328583	215,625	-0,250981867313385	
218,75	0,906909286975861	218,75	-0,243553638458252	
221,875	0,90175199508667	221,875	-0,252835839986801	
225	0,896703839302063	225	-0,252123653888702	
228,125	0,89377349615097	228,125	-0,255435645580292	
231,25	0,893570244312286	231,25	-0,256814688444138	
234,375	0,88883364200592	234,375	-0,260512918233871	
237,5	0,895695209503174	237,5	-0,260499358177185	
240,625	0,893471360206604	240,625	-0,276597082614899	
243,75	0,891001641750336	243,75	-0,271418869495392	
246,875	0,880673110485077	246,875	-0,272161930799484	
250	0,878229200839996	250	-0,273526191711426	
253,125	0,881445705890656	253,125	-0,278001636266708	
256,25	0,876311957836151	256,25	-0,284855395555496	
259,375	0,870910227298737	259,375	-0,280507624149323	
262,5	0,872845649719238	262,5	-0,288433998823166	
265,625	0,873442888259888	265,625	-0,295456528663635	
268,75	0,870142698287964	268,75	-0,291087299585342	
271,875	0,864326536655426	271,875	-0,298750102519989	
275	0,867184340953827	275	-0,300646334886551	
278,125	0,859112083911896	278,125	-0,305039703845978	
281,25	0,858424782752991	281,25	-0,304532408714294	
284,375	0,85694694519043	284,375	-0,306841999292374	
287,5	0,86472624540329	287,5	-0,306552082300186	
290,625	0,849265396595001	290,625	-0,324131101369858	
293,75	0,851094186306	293,75	-0,323368489742279	
296,875	0,845705568790436	296,875	-0,324531376361847	
300	0,84129536151886	300	-0,326677143573761	
303,125	0,836621224880219	303,125	-0,334272384643555	
306,25	0,830433070659637	306,25	-0,335972964763641	
309,375	0,824283361434937	309,375	-0,335812956094742	
312,5	0,812419712543488	312,5	-0,341319262981415	
315,625	0,802844405174255	315,625	-0,326483249664307	
318,75	0,799669921398163	318,75	-0,329089939594269	
321,875	0,807570517063141	321,875	-0,322223901748657	
325	0,809866189956665	325	-0,317879021167755	
328,125	0,806852996349335	328,125	-0,31426465511322	
331,25	0,814356565475464	331,25	-0,328822642564774	
334,375	0,814379692077637	334,375	-0,33095970749855	
337,5	0,811308205127716	337,5	-0,328209638595581	
340,625	0,812854647636414	340,625	-0,333984285593033	
343,75	0,806084334850311	343,75	-0,341092765331268	
346,875	0,806306183338165	346,875	-0,342355132102966	
350	0,803349554538727	350	-0,341235101222992	
353,125	0,803775191307068	353,125	-0,343095123767853	
356,25	0,804778099060059	356,25	-0,352028548717499	
359,375	0,798022389411926	359,375	-0,360875099897385	
362,5	0,793705523014069	362,5	-0,359324157238007	
365,625	0,785578608512878	365,625	-0,355448871850967	
368,75	0,791857838630676	368,75	-0,360707700252533	
371,875	0,800448298454285	371,875	-0,369661659002304	
375	0,769249439239502	375	-0,360547125339508	
378,125	0,771262586116791	378,125	-0,368179559707642	
381,25	0,784106314182281	381,25	-0,364194303750992	
384,375	0,76505434513092	384,375	-0,365599721670151	
387,5	0,761606931686401	387,5	-0,379988163709641	
390,625	0,763596534729004	390,625	-0,386987000703812	
393,75	0,774125933647156	393,75	-0,37420991063118	
396,875	0,772192180156708	396,875	-0,373569041490555	
400	0,769512057304382	400	-0,371962934732437	
403,125	0,767304599285126	403,125	-0,372624069452286	
406,25	0,755991339683533	406,25	-0,377553552389145	
409,375	0,741045653820038	409,375	-0,383721858263016	
412,5	0,734827160835266	412,5	-0,392825156450272	
415,625	0,748379588127136	415,625	-0,394629627466202	
418,75	0,735305964946747	418,75	-0,391742467880249	
421,875	0,733272671699524	421,875	-0,402718394994736	
425	0,732796728610992	425	-0,397812843322754	
428,125	0,736869692802429	428,125	-0,383776515722275	
431,25	0,730772852897644	431,25	-0,400876045227051	
434,375	0,729921996593475	434,375	-0,396086484193802	
437,5	0,728762984275818	437,5	-0,395788669586182	
440,625	0,725744903087616	440,625	-0,393291264772415	
443,75	0,718930900096893	443,75	-0,399933665990829	
446,875	0,71539568901062	446,875	-0,396937102079391	
450	0,725456476211548	450	-0,398205786943436	
453,125	0,723374545574188	453,125	-0,398741453886032	
456,25	0,725913465023041	456,25	-0,402927160263062	
459,375	0,715497851371765	459,375	-0,407047510147095	
462,5	0,706225216388702	462,5	-0,414073139429092	
465,625	0,705818772315979	465,625	-0,41596457362175	
468,75	0,704475879669189	468,75	-0,413933008909225	
471,875	0,693921983242035	471,875	-0,423676043748856	
475	0,690690219402313	475	-0,42120173573494	
478,125	0,689542353153229	478,125	-0,411921471357346	
481,25	0,695087313652039	481,25	-0,413427025079727	
484,375	0,684403777122498	484,375	-0,418524324893951	
487,5	0,684192180633545	487,5	-0,414337277412415	
490,625	0,680186450481415	490,625	-0,417252659797668	
493,75	0,67406690120697	493,75	-0,417257964611053	
496,875	0,672262191772461	496,875	-0,417770236730576	
500	0,674734652042389	500	-0,424892902374268	
503,125	0,670735418796539	503,125	-0,425903111696243	
506,25	0,669462919235229	506,25	-0,425004869699478	
509,375	0,667154490947723	509,375	-0,429597198963165	
512,5	0,659382402896881	512,5	-0,429726809263229	
515,625	0,658720016479492	515,625	-0,424449771642685	
518,75	0,656886577606201	518,75	-0,422879785299301	
521,875	0,651592612266541	521,875	-0,432058453559875	
525	0,647455453872681	525	-0,430653154850006	
528,125	0,650769829750061	528,125	-0,430881679058075	
531,25	0,64426451921463	531,25	-0,431910246610641	
534,375	0,641349494457245	534,375	-0,431644380092621	
537,5	0,638439059257507	537,5	-0,433056592941284	
540,625	0,636861145496368	540,625	-0,433950424194336	
543,75	0,635031282901764	543,75	-0,429555207490921	
546,875	0,63080769777298	546,875	-0,438179671764374	
550	0,628476202487946	550	-0,435705244541168	
553,125	0,623698949813843	553,125	-0,436206310987473	
556,25	0,624519765377045	556,25	-0,434421509504318	
559,375	0,618253171443939	559,375	-0,432769417762756	
562,5	0,616863965988159	562,5	-0,433252573013306	
565,625	0,61441034078598	565,625	-0,435512661933899	
568,75	0,610784351825714	568,75	-0,434661686420441	
571,875	0,608340561389923	571,875	-0,43424516916275	
575	0,606488764286041	575	-0,436352044343948	
578,125	0,603070616722107	578,125	-0,433589100837708	
581,25	0,602041661739349	581,25	-0,436353474855423	
584,375	0,599057793617249	584,375	-0,438531398773193	
587,5	0,597169101238251	587,5	-0,43831530213356	
590,625	0,593430161476135	590,625	-0,437593817710876	
593,75	0,590013444423676	593,75	-0,437933415174484	
596,875	0,589015603065491	596,875	-0,43779057264328	
600	0,584587872028351	600	-0,439822375774384	
603,125	0,58320152759552	603,125	-0,438654333353043	
606,25	0,579327762126923	606,25	-0,439049541950226	
609,375	0,578881561756134	609,375	-0,439062297344208	
612,5	0,575718700885773	612,5	-0,439373701810837	
615,625	0,57195258140564	615,625	-0,440619170665741	
618,75	0,570330500602722	618,75	-0,440004646778107	
621,875	0,56939697265625	621,875	-0,439287394285202	
625	0,56557559967041	625	-0,438206911087036	
628,125	0,561874210834503	628,125	-0,440075993537903	
631,25	0,557566225528717	631,25	-0,438343405723572	
634,375	0,555099785327911	634,375	-0,438451379537582	
637,5	0,553690552711487	637,5	-0,439058870077133	
640,625	0,553185105323792	640,625	-0,437143832445145	
643,75	0,548627197742462	643,75	-0,439478069543839	
646,875	0,545904040336609	646,875	-0,437801390886307	
650	0,544605314731598	650	-0,439458817243576	
653,125	0,541716516017914	653,125	-0,437513023614883	
656,25	0,539273679256439	656,25	-0,436375826597214	
659,375	0,53580504655838	659,375	-0,43721342086792	
662,5	0,535858273506165	662,5	-0,437336474657059	
665,625	0,533694505691528	665,625	-0,438286036252975	
668,75	0,530126571655273	668,75	-0,437013477087021	
671,875	0,528815925121307	671,875	-0,435046643018723	
675	0,524371385574341	675	-0,435225993394852	
678,125	0,521146655082703	678,125	-0,434976577758789	
681,25	0,520093977451324	681,25	-0,434748083353043	
684,375	0,518720030784607	684,375	-0,434476912021637	
687,5	0,519184947013855	687,5	-0,435264140367508	
690,625	0,512003064155579	690,625	-0,437114149332047	
693,75	0,512995839118958	693,75	-0,434616595506668	
696,875	0,511082172393799	696,875	-0,434204578399658	
700	0,507229387760162	700	-0,433985441923141	
703,125	0,505556225776672	703,125	-0,434342801570892	
706,25	0,505049645900726	706,25	-0,43322166800499	
