Frequency in Hz	Wool_93 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_93 Sound Absorption Coefficient continuous	
125	0,0632119253277779	100	0,0562901616112662	
160	0,0804410353302956	103,125	0,0721155467425365	
200	0,107510924339294	106,25	0,0595880772779832	
250	0,148455932736397	109,375	0,0410461819619153	
315	0,215376153588295	112,5	0,0642203527421097	
400	0,280513823032379	115,625	0,062787263214993	
500	0,372063845396042	118,75	0,0557372783587654	
630	0,496358275413513	121,875	0,0799085685932872	
800	0,62711501121521	125	0,0560511351440098	
1000	0,737798869609833	128,125	0,0543921102661528	
1250	0,875569224357605	131,25	0,0542486375787585	
1600	0,940524339675903	134,375	0,0380170817518425	
2000	0,953050971031189	137,5	0,0804837243723031	
2500	0,940689980983734	140,625	0,0862730782964164	
3150	0,912441551685333	143,75	0,0886067221612711	
4000	0,91857898235321	146,875	0,0588050547007897	
		150	0,0802618506176298	
		153,125	0,0754578186975179	
		156,25	0,0760621010749596	
		159,375	0,0751820149152443	
		162,5	0,0724934644312344	
		165,625	0,0823362551266754	
		168,75	0,0801521864034499	
		171,875	0,0932177902270287	
		175	0,102276122030592	
		178,125	0,086642334806417	
		181,25	0,0882897415581964	
		184,375	0,0999106803417752	
		187,5	0,111861966374455	
		190,625	0,114245844913688	
		193,75	0,117676229689639	
		196,875	0,11338004092242	
		200	0,0999890780516038	
		203,125	0,0931388775360532	
		206,25	0,108819883442603	
		209,375	0,113701935909907	
		212,5	0,101449919264891	
		215,625	0,122442705852416	
		218,75	0,118197216548199	
		221,875	0,122917414680642	
		225	0,132355852432042	
		228,125	0,135921571815164	
		231,25	0,135578475958977	
		234,375	0,142107783336622	
		237,5	0,129870160604398	
		240,625	0,125203005143907	
		243,75	0,132447858179662	
		246,875	0,150342807084448	
		250	0,153896861967303	
		253,125	0,145768511559708	
		256,25	0,150934725010827	
		259,375	0,162830889778174	
		262,5	0,154946258953245	
		265,625	0,149802912326088	
		268,75	0,158119850719941	
		271,875	0,163688031320546	
		275	0,157603051527856	
		278,125	0,168877166606649	
		281,25	0,170366914557188	
		284,375	0,171489901751215	
		287,5	0,158274369361829	
		290,625	0,173687308624692	
		293,75	0,171071531134448	
		296,875	0,179461498407063	
		300	0,185504136217016	
		303,125	0,18832691867009	
		306,25	0,197503057340094	
		309,375	0,207786629369541	
		312,5	0,223475396337269	
		315,625	0,248849572784995	
		318,75	0,252227868281769	
		321,875	0,244001636111156	
		325	0,243069658033922	
		328,125	0,25022597892735	
		331,25	0,228699083654671	
		334,375	0,22725142938249	
		337,5	0,234057475281039	
		340,625	0,227721843491005	
		343,75	0,233883800985513	
		346,875	0,232663312353321	
		350	0,23818807761951	
		353,125	0,236231148022526	
		356,25	0,22840808073159	
		359,375	0,232929440899144	
		362,5	0,240917672647405	
		365,625	0,256522360224031	
		368,75	0,24285116201413	
		371,875	0,222632787656746	
		375	0,278261054074951	
		378,125	0,269597849406607	
		381,25	0,252539786754201	
		384,375	0,281028655848602	
		387,5	0,275563880576497	
		390,625	0,267161425497057	
		393,75	0,260696000463512	
		396,875	0,26416543200111	
		400	0,269494743356919	
		403,125	0,272394984770411	
		406,25	0,285930372418499	
		409,375	0,303608903595898	
		412,5	0,305717485692513	
		415,625	0,284195418619774	
		418,75	0,305862951000915	
		421,875	0,300129083280077	
		425	0,304753899674334	
		428,125	0,309738644350641	
		431,25	0,305269463611469	
		434,375	0,310329358863545	
		437,5	0,312255831408856	
		440,625	0,318616356542638	
		443,75	0,323191410116628	
		446,875	0,33064995206714	
		450	0,315145090433607	
		453,125	0,31773453716829	
		456,25	0,310699314808384	
		459,375	0,322375142827283	
		462,5	0,329789385799466	
		465,625	0,328793324090093	
		468,75	0,332373209508279	
		471,875	0,338970878310038	
		475	0,345536129929107	
		478,125	0,354852023272898	
		481,25	0,34593173887997	
		484,375	0,356428843730321	
		487,5	0,360205659032584	
