candidate_index,candidate_source,complexity,pysr_loss,pysr_score,equation,expression_for_eval,eval_status,rmse,mae,max_abs_error,r2,bias,prediction_min,prediction_max
0,explicit_zero_residual_fallback,0,,,0.0,0.0,ok,0.06997865488067417,0.0539982673677811,0.2549097475756308,0.864516586956995,0.002986810480004279,0.0726826636225841,1.0714975592363623
1,pysr_hall_of_fame,1,0.005673654,0.0,0.0002511977,0.000251197700000000,ok,0.06998982639669007,0.05401766024699138,0.25465854987563075,0.8644733258816117,0.0032380081800042764,0.0729338613225841,1.0717487569363622
2,pysr_hall_of_fame,3,0.0042818855,0.1407199523250881,z_sigma__f3_mid * 0.09108744,z_sigma__f3_mid*0.09108744,ok,0.05786871667670174,0.04137748830202876,0.2567802190087195,0.9073505915381523,0.004223649706078542,-0.09525718109748434,1.0714975610899855
3,pysr_hall_of_fame,11,0.004281884,4.3789128138490407e-08,(((z_sigma__f3_mid + z_sigma__f3_mid) * 1.0307258) - (z_sigma__f3_mid + z_sigma__f3_mid)) * 1.484351,(-(z_sigma__f3_mid + z_sigma__f3_mid) + (z_sigma__f3_mid + z_sigma__f3_mid)*1.0307258)*1.484351,ok,0.05786516123950704,0.04136985987953746,0.25678285371665943,0.9073619758940679,0.004225391892605305,-0.09553930377413729,1.0714975610925963
4,pysr_hall_of_fame,13,0.0042801844,0.0001985034389964565,(z_sigma__f3_mid + z_sigma__f3_mid) * ((-0.06388814 - ((-0.035318352 + z_sigma__f3_mid) * 0.0018540244)) * -0.7355496),(z_sigma__f3_mid + z_sigma__f3_mid)*(-0.0018540244*(z_sigma__f3_mid - 0.035318352) - 0.06388814)*(-0.7355496),ok,0.05787591996549605,0.041368461373040226,0.25683660814029363,0.9073275247752914,0.004674034035892873,-0.08823121295325502,1.0714975611470063
5,pysr_hall_of_fame,15,0.0042784954,0.00019734352276223394,(((z_sigma__f3_mid + z_sigma__f3_mid) / 0.3998095) * (((z_sigma__f3_mid * -0.00060387806) * z_sigma__f3_mid) + 0.012558717)) / 0.63231754,(z_sigma__f3_mid + z_sigma__f3_mid)*(z_sigma__f3_mid*(-0.00060387806)*z_sigma__f3_mid + 0.012558717)/(0.3998095*0.63231754),ok,0.05784531767045667,0.04125860353611532,0.2569499380185245,0.9074255012966398,0.004507880915151357,-0.06264418554327254,1.0714975612582167
