Frequency in Hz	Wool_92 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_92 Normalized Surface Impedance continuous Im	
665,625	1,64973711967468	665,625	-2,12025332450867	
668,75	1,65371739864349	668,75	-2,1217942237854	
671,875	1,65572071075439	671,875	-2,09610629081726	
675	1,66019594669342	675	-2,0758376121521	
678,125	1,65019488334656	678,125	-2,06785702705383	
681,25	1,66119885444641	681,25	-2,06791090965271	
684,375	1,64979839324951	684,375	-2,06479144096375	
687,5	1,64928269386292	687,5	-2,04503917694092	
690,625	1,65609037876129	690,625	-2,03014850616455	
693,75	1,65425717830658	693,75	-2,02401804924011	
696,875	1,65095019340515	696,875	-2,01465201377869	
700	1,65351986885071	700	-2,00877213478088	
703,125	1,65102207660675	703,125	-1,9971729516983	
706,25	1,66250956058502	706,25	-1,97650146484375	
709,375	1,65755832195282	709,375	-1,97288703918457	
712,5	1,65317034721375	712,5	-1,96120846271515	
715,625	1,65658843517303	715,625	-1,9456422328949	
718,75	1,64808440208435	718,75	-1,9392181634903	
721,875	1,6531867980957	721,875	-1,94598197937012	
725	1,65192401409149	725	-1,91111218929291	
728,125	1,6623363494873	728,125	-1,90997743606567	
731,25	1,64956033229828	731,25	-1,90400910377502	
734,375	1,653449177742	734,375	-1,88439738750458	
737,5	1,65376007556915	737,5	-1,87742722034454	
740,625	1,6648725271225	740,625	-1,86532855033875	
743,75	1,66132700443268	743,75	-1,85804462432861	
746,875	1,66706931591034	746,875	-1,8437272310257	
750	1,66964530944824	750	-1,81822741031647	
753,125	1,65649318695068	753,125	-1,81831037998199	
756,25	1,65058720111847	756,25	-1,81467568874359	
759,375	1,65505981445313	759,375	-1,8194534778595	
762,5	1,66246092319489	762,5	-1,79753720760345	
765,625	1,66909670829773	765,625	-1,78959679603577	
768,75	1,6606330871582	768,75	-1,78911757469177	
771,875	1,6595664024353	771,875	-1,77572762966156	
775	1,66892516613007	775	-1,765709400177	
778,125	1,67636585235596	778,125	-1,75514316558838	
781,25	1,67485725879669	781,25	-1,75575530529022	
784,375	1,66441226005554	784,375	-1,73874175548553	
787,5	1,66318714618683	787,5	-1,72468781471252	
790,625	1,67634236812592	790,625	-1,72132050991058	
793,75	1,67009460926056	793,75	-1,70490896701813	
796,875	1,66308784484863	796,875	-1,70402371883392	
800	1,68757700920105	800	-1,68304550647736	
803,125	1,67847943305969	803,125	-1,66601777076721	
806,25	1,67071032524109	806,25	-1,67637014389038	
809,375	1,67288720607758	809,375	-1,66470408439636	
812,5	1,67884576320648	812,5	-1,65238976478577	
815,625	1,67652916908264	815,625	-1,6446453332901	
818,75	1,68906366825104	818,75	-1,63854587078094	
821,875	1,69206881523132	821,875	-1,64585649967194	
825	1,70129382610321	825	-1,63019359111786	
828,125	1,69602680206299	828,125	-1,63135635852814	
831,25	1,69093179702759	831,25	-1,61274874210358	
834,375	1,70134115219116	834,375	-1,60284006595612	
837,5	1,70109176635742	837,5	-1,59938526153564	
840,625	1,70425534248352	840,625	-1,60316443443298	
843,75	1,69928169250488	843,75	-1,59712970256805	
846,875	1,70799839496613	846,875	-1,57706797122955	
850	1,71349453926086	850	-1,57924020290375	
853,125	1,70952892303467	853,125	-1,58826053142548	
856,25	1,70883679389954	856,25	-1,56538987159729	
859,375	1,71327304840088	859,375	-1,55359828472137	
862,5	1,722012758255	862,5	-1,54810166358948	
865,625	1,74165689945221	865,625	-1,53214538097382	
868,75	1,72505784034729	868,75	-1,53301656246185	
871,875	1,72155976295471	871,875	-1,53804612159729	
875	1,73043191432953	875	-1,52727723121643	
878,125	1,72623097896576	878,125	-1,52364444732666	
881,25	1,73150706291199	881,25	-1,51969027519226	
884,375	1,86079573631287	884,375	-1,47484755516052	
887,5	1,86797678470612	887,5	-1,45556819438934	
890,625	1,87122988700867	890,625	-1,43389344215393	
893,75	1,86340534687042	893,75	-1,42985367774963	
896,875	1,8686398267746	896,875	-1,42651736736298	
900	1,86900401115417	900	-1,41476559638977	
903,125	1,87808167934418	903,125	-1,41503536701202	
906,25	1,87457454204559	906,25	-1,40653789043427	
909,375	1,86780619621277	909,375	-1,39971590042114	
912,5	1,87019729614258	912,5	-1,39472699165344	
915,625	1,86773645877838	915,625	-1,39215898513794	
918,75	1,87480247020721	918,75	-1,38754177093506	
921,875	1,86762917041779	921,875	-1,38263988494873	
925	1,86726450920105	925	-1,37401378154755	
928,125	1,87052845954895	928,125	-1,36275517940521	
931,25	1,87238013744354	931,25	-1,3598085641861	
934,375	1,87604081630707	934,375	-1,35102117061615	
937,5	1,87534129619598	937,5	-1,34416854381561	
940,625	1,88232243061066	940,625	-1,34159684181213	
943,75	1,87416243553162	943,75	-1,33701848983765	
946,875	1,87975418567657	946,875	-1,33215475082397	
950	1,88087296485901	950	-1,32022655010223	
953,125	1,88399434089661	953,125	-1,31827878952026	
956,25	1,88594543933868	956,25	-1,313227891922	
959,375	1,88540601730347	959,375	-1,30547392368317	
962,5	1,8856520652771	962,5	-1,30109143257141	
965,625	1,88645374774933	965,625	-1,29547774791718	
968,75	1,88032329082489	968,75	-1,29359090328217	
971,875	1,88682901859283	971,875	-1,28883600234985	
975	1,88425064086914	975	-1,28280055522919	
978,125	1,88678348064423	978,125	-1,27464282512665	
981,25	1,88717818260193	981,25	-1,26949310302734	
984,375	1,89109694957733	984,375	-1,26700901985168	
987,5	1,88881862163544	987,5	-1,25972306728363	
990,625	1,89040577411652	990,625	-1,25430405139923	
993,75	1,89052498340607	993,75	-1,24931633472443	
996,875	1,89019441604614	996,875	-1,25092124938965	
1000	1,89352762699127	1000	-1,24595391750336	
1003,125	1,89234280586243	1003,125	-1,23727607727051	
1006,25	1,89402520656586	1006,25	-1,23225843906403	
1009,375	1,89214599132538	1009,375	-1,22878479957581	
1012,5	1,89798855781555	1012,5	-1,22845554351807	
1015,625	1,89512026309967	1015,625	-1,22642481327057	
1018,75	1,89297044277191	1018,75	-1,22287476062775	
1021,875	1,89486241340637	1021,875	-1,22033429145813	
1025	1,89840090274811	1025	-1,21814143657684	
1028,125	1,89870822429657	1028,125	-1,2164580821991	
1031,25	1,89707565307617	1031,25	-1,21210730075836	
1034,375	1,89553010463715	1034,375	-1,20986568927765	
1037,5	1,90144550800323	1037,5	-1,20648729801178	
1040,625	1,8984797000885	1040,625	-1,20958125591278	
1043,75	1,89896070957184	1043,75	-1,20685350894928	
1046,875	1,89937496185303	1046,875	-1,20560669898987	
1050	1,90135359764099	1050	-1,20913183689117	
1053,125	1,90264415740967	1053,125	-1,2019362449646	
1056,25	1,9024316072464	1056,25	-1,21106040477753	
1059,375	1,90053689479828	1059,375	-1,20749747753143	
1062,5	1,89225029945374	1062,5	-1,20368647575378	
1065,625	1,89703965187073	1065,625	-1,20688593387604	
1068,75	1,89538908004761	1068,75	-1,20484721660614	
1071,875	1,89859473705292	1071,875	-1,21507167816162	
1075	1,89449083805084	1075	-1,21752226352692	
1078,125	1,89195787906647	1078,125	-1,21074080467224	
1081,25	1,88798773288727	1081,25	-1,21546316146851	
1084,375	1,8872013092041	1084,375	-1,21464049816132	
1087,5	1,88574755191803	1087,5	-1,23088228702545	
1090,625	1,88167810440063	1090,625	-1,23474967479706	
1093,75	1,87853944301605	1093,75	-1,2432599067688	
1096,875	1,86916100978851	1096,875	-1,24177706241608	
1100	1,86551880836487	1100	-1,24754333496094	
1103,125	1,84975242614746	1103,125	-1,25648427009583	
1106,25	1,84270405769348	1106,25	-1,25650012493134	
1109,375	1,83533120155334	1109,375	-1,2722020149231	
1112,5	1,83113050460815	1112,5	-1,29160726070404	
1115,625	1,81214642524719	1115,625	-1,29569566249847	
1118,75	1,80397915840149	1118,75	-1,300661444664	
1121,875	1,77859282493591	1121,875	-1,31582963466644	
1125	1,75909280776978	1125	-1,30979359149933	
1128,125	1,73997056484222	1128,125	-1,33178544044495	
1131,25	1,70964121818542	1131,25	-1,34443080425262	
1134,375	1,68585216999054	1134,375	-1,33855402469635	
1137,5	1,64437544345856	1137,5	-1,34082365036011	
1140,625	1,60866105556488	1140,625	-1,33915627002716	
1143,75	1,57387399673462	1143,75	-1,3342399597168	
1146,875	1,52667546272278	1146,875	-1,32926917076111	
1150	1,48883390426636	1150	-1,31572473049164	
1153,125	1,45357131958008	1153,125	-1,29386842250824	
1156,25	1,40363144874573	1156,25	-1,26907002925873	
1159,375	1,36613082885742	1159,375	-1,23926162719727	
1162,5	1,34662294387817	1162,5	-1,18571162223816	
1165,625	1,30992257595062	1165,625	-1,13502931594849	
1168,75	1,26905083656311	1168,75	-1,10475063323975	
1171,875	1,28407490253448	1171,875	-1,03242886066437	
1175	1,28358948230743	1175	-0,985450327396393	
1178,125	1,27980959415436	1178,125	-0,927972376346588	
1181,25	1,27248871326447	1181,25	-0,891022264957428	
1184,375	1,29255163669586	1184,375	-0,852344155311584	
1187,5	1,30423295497894	1187,5	-0,81009703874588	
1190,625	1,30708003044128	1190,625	-0,762224197387695	
1193,75	1,34281575679779	1193,75	-0,744404256343842	
1196,875	1,36350119113922	1196,875	-0,71632319688797	
1200	1,38884449005127	1200	-0,686081290245056	
1203,125	1,40676021575928	1203,125	-0,673933446407318	
1206,25	1,42225193977356	1206,25	-0,650483191013336	
1209,375	1,43926858901978	1209,375	-0,635862708091736	
1212,5	1,45772433280945	1212,5	-0,624631464481354	
1215,625	1,47952127456665	1215,625	-0,617161393165588	
1218,75	1,50155532360077	1218,75	-0,607526242733002	
1221,875	1,51648283004761	1221,875	-0,60109269618988	
1225	1,53150773048401	1225	-0,59966379404068	
1228,125	1,5474020242691	1228,125	-0,594440162181854	
1231,25	1,55637288093567	1231,25	-0,585153818130493	
1234,375	1,56690716743469	1234,375	-0,580550312995911	
1237,5	1,57848405838013	1237,5	-0,581831574440002	
1240,625	1,58989083766937	1240,625	-0,581054508686066	
1243,75	1,60140013694763	1243,75	-0,576494693756104	
1246,875	1,60844671726227	1246,875	-0,575248777866364	
1250	1,61234319210052	1250	-0,576447010040283	
1253,125	1,61690080165863	1253,125	-0,578352749347687	
1256,25	1,62124872207642	1256,25	-0,575551688671112	
1259,375	1,62498760223389	1259,375	-0,571656942367554	
1262,5	1,62454998493195	1262,5	-0,571198999881744	
1265,625	1,62777435779572	1265,625	-0,570013225078583	
1268,75	1,62642848491669	1268,75	-0,569684565067291	
1271,875	1,62548685073853	1271,875	-0,563772857189178	
1275	1,62833368778229	1275	-0,558944582939148	
1278,125	1,63271117210388	1278,125	-0,553564488887787	
1281,25	1,62267565727234	1281,25	-0,548791944980621	
1284,375	1,62221217155457	1284,375	-0,539573431015015	
1287,5	1,62005603313446	1287,5	-0,534042358398438	
1290,625	1,62225544452667	1290,625	-0,524333715438843	
1293,75	1,6242583990097	1293,75	-0,511284470558167	
1296,875	1,6230366230011	1296,875	-0,504438102245331	
1300	1,62723684310913	1300	-0,493483155965805	
1303,125	1,63307869434357	1303,125	-0,485651344060898	
1306,25	1,63667178153992	1306,25	-0,478022694587708	
1309,375	1,64259374141693	1309,375	-0,467007458209991	
1312,5	1,65057802200317	1312,5	-0,461023569107056	
1315,625	1,65369200706482	1315,625	-0,448817908763886	
1318,75	1,65741312503815	1318,75	-0,441918015480042	
1321,875	1,66622519493103	1321,875	-0,438664734363556	
1325	1,67091989517212	1325	-0,433901786804199	
1328,125	1,67608916759491	1328,125	-0,428593069314957	
1331,25	1,68250048160553	1331,25	-0,42357724905014	
1334,375	1,68737745285034	1334,375	-0,419175803661346	
1337,5	1,69198143482208	1337,5	-0,413760840892792	
1340,625	1,69774794578552	1340,625	-0,409451752901077	
1343,75	1,70523965358734	1343,75	-0,406268715858459	
1346,875	1,70867168903351	1346,875	-0,402902603149414	
1350	1,71193659305573	1350	-0,399731427431107	
1353,125	1,71626698970795	1353,125	-0,395596146583557	
1356,25	1,72122168540955	1356,25	-0,390804022550583	
1359,375	1,72431910037994	1359,375	-0,389212638139725	
1362,5	1,72814762592316	1362,5	-0,38552787899971	
1365,625	1,73045444488525	1365,625	-0,381598144769669	
1368,75	1,73461997509003	1368,75	-0,375703185796738	
1371,875	1,74055874347687	1371,875	-0,373060911893845	
1375	1,74309611320496	1375	-0,369186848402023	
1378,125	1,7475072145462	1378,125	-0,366313457489014	
1381,25	1,75086569786072	1381,25	-0,360280275344849	
1384,375	1,7548691034317	1384,375	-0,358164340257645	
1387,5	1,75810027122498	1387,5	-0,356245130300522	
1390,625	1,76431667804718	1390,625	-0,355502635240555	
1393,75	1,76873254776001	1393,75	-0,350986748933792	
1396,875	1,77159082889557	1396,875	-0,352191090583801	
1400	1,77147197723389	1400	-0,35021436214447	
1403,125	1,77639722824097	1403,125	-0,347888201475143	
1406,25	1,77808082103729	1406,25	-0,345893859863281	
1409,375	1,78003597259521	1409,375	-0,343620449304581	
1412,5	1,78474450111389	1412,5	-0,339610993862152	
1415,625	1,78682363033295	1415,625	-0,338341563940048	
1418,75	1,78748822212219	1418,75	-0,337437033653259	
1421,875	1,79177486896515	1421,875	-0,332946568727493	
1425	1,79386067390442	1425	-0,331342369318008	
1428,125	1,7961061000824	1428,125	-0,327895075082779	
1431,25	1,79895424842834	1431,25	-0,327153980731964	
1434,375	1,80239307880402	1434,375	-0,325966686010361	
1437,5	1,80639398097992	1437,5	-0,325497269630432	
1440,625	1,80595362186432	1440,625	-0,322512239217758	
1443,75	1,80695462226868	1443,75	-0,318505644798279	
1446,875	1,8091698884964	1446,875	-0,318195253610611	
1450	1,81411981582642	1450	-0,31943079829216	
1453,125	1,81448829174042	1453,125	-0,320817172527313	
1456,25	1,81769335269928	1456,25	-0,31821197271347	
1459,375	1,81853079795837	1459,375	-0,317467927932739	
1462,5	1,82052314281464	1462,5	-0,313475638628006	
1465,625	1,82070016860962	1465,625	-0,316112667322159	
1468,75	1,82321178913116	1468,75	-0,314180701971054	
1471,875	1,82584524154663	1471,875	-0,313268333673477	
1475	1,82172000408173	1475	-0,314513832330704	
1478,125	1,82540810108185	1478,125	-0,313844799995422	
1481,25	1,82729125022888	1481,25	-0,318247824907303	
1484,375	1,82267868518829	1484,375	-0,315308034420013	
1487,5	1,81990945339203	1487,5	-0,315801382064819	
1490,625	1,82377028465271	1490,625	-0,315538883209229	
1493,75	1,81788599491119	1493,75	-0,317352443933487	
1496,875	1,81096637248993	1496,875	-0,318117201328278	
1500	1,81270492076874	1500	-0,31241238117218	
1503,125	1,80604493618011	1503,125	-0,308265805244446	
1506,25	1,80432164669037	1506,25	-0,308882504701614	
1509,375	1,8040657043457	1509,375	-0,308060169219971	
1512,5	1,79958045482635	1512,5	-0,304124236106873	
1515,625	1,79725670814514	1515,625	-0,302328169345856	
1518,75	1,79445254802704	1518,75	-0,297367483377457	
1521,875	1,79317033290863	1521,875	-0,293661922216415	
1525	1,78818011283875	1525	-0,287821739912033	
1528,125	1,78732132911682	1528,125	-0,281851172447205	
1531,25	1,79013788700104	1531,25	-0,278211236000061	
1534,375	1,7859114408493	1534,375	-0,274712294340134	
1537,5	1,78490877151489	1537,5	-0,266386419534683	
1540,625	1,78287875652313	1540,625	-0,262470185756683	
1543,75	1,78593587875366	1543,75	-0,257712453603745	
1546,875	1,78399503231049	1546,875	-0,251026391983032	
1550	1,78263831138611	1550	-0,24683403968811	
1553,125	1,78307437896729	1553,125	-0,243410691618919	
1556,25	1,78272211551666	1556,25	-0,237095713615417	
1559,375	1,78535735607147	1559,375	-0,232012644410133	
1562,5	1,78697073459625	1562,5	-0,227185398340225	
1565,625	1,78579771518707	1565,625	-0,224173441529274	
1568,75	1,78492641448975	1568,75	-0,219241380691528	
1571,875	1,78597640991211	1571,875	-0,21580271422863	
1575	1,78766131401062	1575	-0,211309373378754	
1578,125	1,78665328025818	1578,125	-0,202635645866394	
1581,25	1,7870454788208	1581,25	-0,202603995800018	
1584,375	1,79109537601471	1584,375	-0,199204742908478	
1587,5	1,79176723957062	1587,5	-0,195012137293816	
1590,625	1,79031550884247	1590,625	-0,193290919065475	
1593,75	1,7937947511673	1593,75	-0,186682254076004	
1596,875	1,79488384723663	1596,875	-0,186592847108841	
1600	1,79740655422211	1600	-0,17999130487442	
1603,125	1,79528248310089	1603,125	-0,174863517284393	
1606,25	1,79651308059692	1606,25	-0,171877324581146	
1609,375	1,79377782344818	1609,375	-0,167176529765129	
1612,5	1,79716742038727	1612,5	-0,167825907468796	
1615,625	1,79927086830139	1615,625	-0,162116035819054	
1618,75	1,80012536048889	1618,75	-0,160130336880684	
1621,875	1,79989922046661	1621,875	-0,155692934989929	
1625	1,80541944503784	1625	-0,153118163347244	
1628,125	1,8049703836441	1628,125	-0,15067645907402	
1631,25	1,80176901817322	1631,25	-0,149792224168777	
1634,375	1,80320000648499	1634,375	-0,142295554280281	
1637,5	1,80408024787903	1637,5	-0,141211062669754	
1640,625	1,80623030662537	1640,625	-0,13619127869606	
1643,75	1,80696105957031	1643,75	-0,134953185915947	
1646,875	1,80516123771667	1646,875	-0,13211926817894	
1650	1,80462348461151	1650	-0,127814635634422	
1653,125	1,80753326416016	1653,125	-0,126829400658607	
1656,25	1,80589771270752	1656,25	-0,120477348566055	
1659,375	1,80335426330566	1659,375	-0,122182793915272	
1662,5	1,80672109127045	1662,5	-0,118967242538929	
1665,625	1,80636405944824	1665,625	-0,110797643661499	
1668,75	1,80883979797363	1668,75	-0,112988777458668	
1671,875	1,80782067775726	1671,875	-0,113027565181255	
1675	1,80994212627411	1675	-0,110088214278221	
1678,125	1,80815374851227	1678,125	-0,10666811466217	
1681,25	1,80541896820068	1681,25	-0,104305543005466	
1684,375	1,80731689929962	1684,375	-0,10018664598465	
1687,5	1,811274766922	1687,5	-0,0948609858751297	
1690,625	1,80724310874939	1690,625	-0,0926694422960281	
1693,75	1,8062185049057	1693,75	-0,0894680991768837	
1696,875	1,80705678462982	1696,875	-0,0867478847503662	
1700	1,80541098117828	1700	-0,0813900306820869	
1703,125	1,80786144733429	1703,125	-0,0767704769968987	
1706,25	1,80572772026062	1706,25	-0,0744769871234894	
1709,375	1,80758857727051	1709,375	-0,0724194422364235	
1712,5	1,81284487247467	1712,5	-0,0662616342306137	
1715,625	1,81238567829132	1715,625	-0,066609300673008	
1718,75	1,81184077262878	1718,75	-0,0627172514796257	
1721,875	1,8103746175766	1721,875	-0,0616312101483345	
1725	1,81073486804962	1725	-0,0574248880147934	
1728,125	1,80950021743774	1728,125	-0,0524445958435535	
1731,25	1,81012725830078	1731,25	-0,0487347990274429	
1734,375	1,81143867969513	1734,375	-0,0498792305588722	
1737,5	1,81575298309326	1737,5	-0,0492784008383751	
