Frequency in Hz	Silk_92_LF Sound Reflection Factor continuous Re	Frequency in Hz	Silk_92_HF Sound Reflection Factor continuous Re	Frequency in Hz	Silk_92_LF Sound Reflection Factor continuous Im	Frequency in Hz	Silk_92_HF Sound Reflection Factor continuous Im	
878,125	0,722553789615631	1334,375	0,669833660125732	878,125	-0,126419499516487	1334,375	-0,0178860481828451	
881,25	0,721392929553986	1337,5	0,669793426990509	881,25	-0,128351479768753	1337,5	-0,0194975081831217	
		1340,625	0,667518377304077			1340,625	-0,0196145605295897	
		1343,75	0,66737312078476			1343,75	-0,0183713287115097	
		1346,875	0,666278481483459			1346,875	-0,0200496166944504	
		1350	0,663604974746704			1350	-0,0206290222704411	
		1353,125	0,665233254432678			1353,125	-0,0215092208236456	
		1356,25	0,667177498340607			1356,25	-0,0232852529734373	
		1359,375	0,664787352085114			1359,375	-0,02376146055758	
		1362,5	0,663921654224396			1362,5	-0,0232567694038153	
		1365,625	0,665443480014801			1365,625	-0,0258028320968151	
		1368,75	0,661689639091492			1368,75	-0,0253194440156221	
		1371,875	0,658273577690125			1371,875	-0,0232489984482527	
		1375	0,657612442970276			1375	-0,0259180571883917	
		1378,125	0,65848970413208			1378,125	-0,0271836202591658	
		1381,25	0,656678378582001			1381,25	-0,0288561023771763	
		1384,375	0,654283463954926			1384,375	-0,0292863436043262	
		1387,5	0,65352201461792			1387,5	-0,0296153016388416	
		1390,625	0,652062475681305			1390,625	-0,0301592629402876	
		1393,75	0,651576519012451			1393,75	-0,0309488289058208	
		1396,875	0,649348556995392			1396,875	-0,0330039411783218	
		1400	0,64819747209549			1400	-0,0346545949578285	
		1403,125	0,645396769046783			1403,125	-0,0355473756790161	
		1406,25	0,643538117408752			1406,25	-0,0360935404896736	
		1409,375	0,640069961547852			1409,375	-0,0389323867857456	
		1412,5	0,640097439289093			1412,5	-0,0393333099782467	
		1415,625	0,637310326099396			1415,625	-0,0406513400375843	
		1418,75	0,634206354618073			1418,75	-0,0437673591077328	
		1421,875	0,634050905704498			1421,875	-0,0457525588572025	
		1425	0,628788113594055			1425	-0,0452191680669785	
		1428,125	0,622609376907349			1428,125	-0,0458511039614677	
		1431,25	0,620117008686066			1431,25	-0,0471434034407139	
		1434,375	0,616309762001038			1434,375	-0,0496077612042427	
		1437,5	0,613043189048767			1437,5	-0,0492243692278862	
		1440,625	0,608444690704346			1440,625	-0,0518941804766655	
		1443,75	0,602980613708496			1443,75	-0,0533640757203102	
		1446,875	0,597617268562317			1446,875	-0,0545820333063602	
		1450	0,590684711933136			1450	-0,0531486086547375	
		1453,125	0,584602296352386			1453,125	-0,0525258034467697	
		1456,25	0,577225804328918			1456,25	-0,0538460575044155	
		1459,375	0,574136734008789			1459,375	-0,0540224052965641	
		1462,5	0,562980949878693			1462,5	-0,0524021238088608	
		1465,625	0,554762065410614			1465,625	-0,0514125116169453	
		1468,75	0,545360922813416			1468,75	-0,0501785799860954	
		1471,875	0,535023152828217			1471,875	-0,0461890175938606	
		1475	0,528497874736786			1475	-0,039990521967411	
		1478,125	0,519816935062408			1478,125	-0,0340007841587067	
		1481,25	0,5079146027565			1481,25	-0,0285840351134539	
		1484,375	0,498986691236496			1484,375	-0,0182353742420673	
		1487,5	0,492118269205093			1487,5	-0,00756062520667911	
		1490,625	0,485844969749451			1490,625	0,00669164629653096	
		1493,75	0,482256293296814			1493,75	0,0188282951712608	
		1496,875	0,476463824510574			1496,875	0,0332379080355167	
		1500	0,475353568792343			1500	0,0475047715008259	
		1503,125	0,476576864719391			1503,125	0,0618063323199749	
		1506,25	0,483817845582962			1506,25	0,0762612447142601	
		1509,375	0,487267732620239			1509,375	0,0890536606311798	
		1512,5	0,491180330514908			1512,5	0,101655729115009	
		1515,625	0,498673379421234			1515,625	0,115117378532887	
		1518,75	0,507506728172302			1518,75	0,124840885400772	
		1521,875	0,515125572681427			1521,875	0,132653266191483	
		1525	0,52666962146759			1525	0,138580977916718	
		1528,125	0,534720242023468			1528,125	0,141763105988503	
		1531,25	0,542922973632813			1531,25	0,146809741854668	
		1534,375	0,553151667118073			1534,375	0,148400992155075	
		1537,5	0,56137490272522			1537,5	0,149694472551346	
		1540,625	0,569514453411102			1540,625	0,152615502476692	
		1543,75	0,576246201992035			1543,75	0,150988280773163	
		1546,875	0,583043336868286			1546,875	0,151125892996788	
		1550	0,59038257598877			1550	0,152038350701332	
		1553,125	0,59464555978775			1553,125	0,14964085817337	
		1556,25	0,600586712360382			1556,25	0,150086730718613	
		1559,375	0,605152368545532			1559,375	0,146102175116539	
		1562,5	0,608892560005188			1562,5	0,145672231912613	
		1565,625	0,611370086669922			1565,625	0,144266188144684	
		1568,75	0,61453902721405			1568,75	0,142164319753647	
		1571,875	0,618585765361786			1571,875	0,141190260648727	
		1575	0,622938275337219			1575	0,139937669038773	
		1578,125	0,624636471271515			1578,125	0,138386905193329	
		1581,25	0,627405405044556			1581,25	0,135633140802383	
		1584,375	0,628178536891937			1584,375	0,134116247296333	
		1587,5	0,629661858081818			1587,5	0,132348522543907	
		1590,625	0,633243083953857			1590,625	0,132681101560593	
		1593,75	0,634261667728424			1593,75	0,132315009832382	
		1596,875	0,636111974716187			1596,875	0,128745004534721	
		1600	0,637198328971863			1600	0,128584131598473	
		1603,125	0,638586521148682			1603,125	0,126704484224319	
		1606,25	0,639930605888367			1606,25	0,12831324338913	
		1609,375	0,64090234041214			1609,375	0,122911930084229	
		1612,5	0,64184695482254			1612,5	0,121938720345497	
		1615,625	0,642237663269043			1615,625	0,12226577848196	
		1618,75	0,642888844013214			1618,75	0,120952434837818	
		1621,875	0,643557488918304			1621,875	0,122155398130417	
		1625	0,642087399959564			1625	0,118192777037621	
		1628,125	0,643452942371368			1628,125	0,118624411523342	
		1631,25	0,643492817878723			1631,25	0,11681791394949	
		1634,375	0,645307719707489			1634,375	0,11703959107399	
		1637,5	0,644295811653137			1637,5	0,114815711975098	
		1640,625	0,649613440036774			1640,625	0,117013402283192	
		1643,75	0,650236546993256			1643,75	0,113841988146305	
		1646,875	0,648839831352234			1646,875	0,11496914178133	
		1650	0,648193717002869			1650	0,113374978303909	
		1653,125	0,648945331573486			1653,125	0,112211115658283	
		1656,25	0,650064766407013			1656,25	0,114117056131363	
		1659,375	0,64886873960495			1659,375	0,11201623827219	
		1662,5	0,647111654281616			1662,5	0,11267102509737	
		1665,625	0,648323535919189			1665,625	0,11419739574194	
		1668,75	0,648710012435913			1668,75	0,112427845597267	
		1671,875	0,647043168544769			1671,875	0,109896130859852	
		1675	0,649729251861572			1675	0,113793052732944	
		1678,125	0,650337398052216			1678,125	0,113065183162689	
		1681,25	0,650495588779449			1681,25	0,113889656960964	
		1684,375	0,651109039783478			1684,375	0,113746643066406	
		1687,5	0,652027368545532			1687,5	0,111686550080776	
		1690,625	0,653533160686493			1690,625	0,115626960992813	
		1693,75	0,653474807739258			1693,75	0,114296451210976	
		1696,875	0,654237508773804			1696,875	0,113748155534267	
		1700	0,657112181186676			1700	0,111912071704865	
		1703,125	0,659207463264465			1703,125	0,109376862645149	
		1706,25	0,658352613449097			1706,25	0,109347991645336	
		1709,375	0,65655130147934			1709,375	0,107217110693455	
		1712,5	0,656684517860413			1712,5	0,105895139276981	
		1715,625	0,657241940498352			1715,625	0,103363744914532	
		1718,75	0,655711352825165			1718,75	0,105315215885639	
		1721,875	0,654996633529663			1721,875	0,104693621397018	
		1725	0,655053853988647			1725	0,104216039180756	
		1728,125	0,65289843082428			1728,125	0,0997876599431038	
		1731,25	0,650121748447418			1731,25	0,102480493485928	
		1734,375	0,650453865528107			1734,375	0,103656105697155	
		1737,5	0,65046888589859			1737,5	0,103796623647213	
		1740,625	0,652765691280365			1740,625	0,104666829109192	
		1743,75	0,646275520324707			1743,75	0,103666551411152	
		1746,875	0,645207285881042			1746,875	0,103786908090115	
		1750	0,648510098457336			1750	0,103674054145813	
		1753,125	0,647425651550293			1753,125	0,101738482713699	
		1756,25	0,647201597690582			1756,25	0,101280629634857	
		1759,375	0,646271049976349			1759,375	0,102174490690231	
		1762,5	0,647421002388			1762,5	0,104224517941475	
		1765,625	0,64701783657074			1765,625	0,10237929224968	
		1768,75	0,647874176502228			1768,75	0,101139813661575	
		1771,875	0,644723951816559			1771,875	0,10442902892828	
		1775	0,64435225725174			1775	0,106337517499924	
		1778,125	0,645856082439423			1778,125	0,104606740176678	
		1781,25	0,646907210350037			1781,25	0,104721948504448	
		1784,375	0,644242107868195			1784,375	0,106163904070854	
		1787,5	0,643844544887543			1787,5	0,10623300075531	
		1790,625	0,644179880619049			1790,625	0,107991844415665	
		1793,75	0,646569967269897			1793,75	0,106452219188213	
		1796,875	0,647625327110291			1796,875	0,104310214519501	
		1800	0,647071063518524			1800	0,107203260064125	
		1803,125	0,645978450775146			1803,125	0,106965348124504	
		1806,25	0,64620167016983			1806,25	0,106368601322174	
		1809,375	0,645509600639343			1809,375	0,107867002487183	
		1812,5	0,646851718425751			1812,5	0,107915677130222	
		1815,625	0,649036765098572			1815,625	0,109122902154922	
		1818,75	0,646540701389313			1818,75	0,109642423689365	
		1821,875	0,645750999450684			1821,875	0,109225459396839	
		1825	0,647803843021393			1825	0,108003653585911	
		1828,125	0,646233975887299			1828,125	0,107839733362198	
		1831,25	0,646296381950378			1831,25	0,108764335513115	
		1834,375	0,648801147937775			1834,375	0,109473787248135	
		1837,5	0,644523799419403			1837,5	0,108756311237812	
		1840,625	0,644522905349731			1840,625	0,10813195258379	
		1843,75	0,64466667175293			1843,75	0,109372444450855	
		1846,875	0,645382940769196			1846,875	0,1080307289958	
		1850	0,648877501487732			1850	0,107148252427578	
		1853,125	0,647712826728821			1853,125	0,107491441071033	
		1856,25	0,645839095115662			1856,25	0,109323769807816	
		1859,375	0,646896064281464			1859,375	0,109707809984684	
		1862,5	0,648307621479034			1862,5	0,109419740736485	
		1865,625	0,648943543434143			1865,625	0,108484908938408	
		1868,75	0,649142265319824			1868,75	0,110008835792542	
		1871,875	0,648815631866455			1871,875	0,108967773616314	
		1875	0,64804470539093			1875	0,109752908349037	
		1878,125	0,64669144153595			1878,125	0,109096556901932	
		1881,25	0,648537337779999			1881,25	0,109538704156876	
		1884,375	0,647906601428986			1884,375	0,110642939805984	
		1887,5	0,648182928562164			1887,5	0,108884125947952	
		1890,625	0,650561511516571			1890,625	0,110435403883457	
		1893,75	0,648179471492767			1893,75	0,107387080788612	
		1896,875	0,648772299289703			1896,875	0,108875297009945	
		1900	0,648745119571686			1900	0,110018521547318	
		1903,125	0,64860212802887			1903,125	0,109549276530743	
		1906,25	0,649747014045715			1906,25	0,109001606702805	
		1909,375	0,649419188499451			1909,375	0,110074155032635	
		1912,5	0,648644030094147			1912,5	0,109822742640972	
		1915,625	0,647787809371948			1915,625	0,107673652470112	
		1918,75	0,649447917938232			1918,75	0,109409123659134	
		1921,875	0,647814989089966			1921,875	0,108155205845833	
		1925	0,648382723331451			1925	0,108227595686913	
		1928,125	0,647252380847931			1928,125	0,108844116330147	
		1931,25	0,648830771446228			1931,25	0,108275108039379	
		1934,375	0,650383114814758			1934,375	0,107330694794655	
		1937,5	0,650806784629822			1937,5	0,108338929712772	
		1940,625	0,651637494564056			1940,625	0,107677645981312	
		1943,75	0,649877488613129			1943,75	0,106241263449192	
		1946,875	0,648139297962189			1946,875	0,10706701874733	
		1950	0,650004386901855			1950	0,105611070990562	
		1953,125	0,649987518787384			1953,125	0,107038505375385	
		1956,25	0,650220334529877			1956,25	0,105757869780064	
		1959,375	0,651855051517487			1959,375	0,106584779918194	
		1962,5	0,650836586952209			1962,5	0,102913439273834	
		1965,625	0,648844957351685			1965,625	0,10394261777401	
		1968,75	0,650392532348633			1968,75	0,104447737336159	
		1971,875	0,652375519275665			1971,875	0,102620407938957	
		1975	0,647924780845642			1975	0,105167500674725	
		1978,125	0,648823618888855			1978,125	0,101704835891724	
		1981,25	0,649746298789978			1981,25	0,101287722587585	
		1984,375	0,64838981628418			1984,375	0,101275704801083	
		1987,5	0,651044011116028			1987,5	0,102246299386024	
		1990,625	0,653879463672638			1990,625	0,0984026566147804	
		1993,75	0,651257812976837			1993,75	0,0980677977204323	
		1996,875	0,650069952011108			1996,875	0,0971655175089836	
		2000	0,650799334049225			2000	0,0980109125375748	
		2003,125	0,649055004119873			2003,125	0,0955478176474571	
		2006,25	0,649272322654724			2006,25	0,096570298075676	
		2009,375	0,647319853305817			2009,375	0,0922446623444557	
		2012,5	0,648158133029938			2012,5	0,0932205691933632	
		2015,625	0,646446645259857			2015,625	0,0930550023913383	
		2018,75	0,645861864089966			2018,75	0,0906428843736649	
		2021,875	0,644841849803925			2021,875	0,0891823619604111	
		2025	0,643697798252106			2025	0,0899081155657768	
		2028,125	0,641945958137512			2028,125	0,088548868894577	
		2031,25	0,642596483230591			2031,25	0,0878109112381935	
		2034,375	0,640456438064575			2034,375	0,0872466862201691	
		2037,5	0,636957466602325			2037,5	0,0867771506309509	
		2040,625	0,639262855052948			2040,625	0,0822988748550415	
		2043,75	0,637907326221466			2043,75	0,0840524509549141	
		2046,875	0,637799084186554			2046,875	0,0836713239550591	
		2050	0,636888384819031			2050	0,0803078189492226	
		2053,125	0,631458520889282			2053,125	0,0844772309064865	
		2056,25	0,629721999168396			2056,25	0,0782892480492592	
		2059,375	0,631532251834869			2059,375	0,0797477215528488	
		2062,5	0,628205478191376			2062,5	0,0826888158917427	
		2065,625	0,624344944953918			2065,625	0,0817161500453949	
		2068,75	0,62537145614624			2068,75	0,0830067917704582	
		2071,875	0,624633073806763			2071,875	0,0817491039633751	
		2075	0,623199224472046			2075	0,0832345113158226	
		2078,125	0,618319690227509			2078,125	0,0838869214057922	
		2081,25	0,61906898021698			2081,25	0,0821348056197166	
		2084,375	0,61840283870697			2084,375	0,0809933766722679	
		2087,5	0,618821382522583			2087,5	0,0814247503876686	
		2090,625	0,617723107337952			2090,625	0,0805898234248161	
		2093,75	0,614700198173523			2093,75	0,0830773338675499	
		2096,875	0,612293303012848			2096,875	0,0843893960118294	
		2100	0,612154841423035			2100	0,0832792073488235	
		2103,125	0,61332494020462			2103,125	0,0855330899357796	
		2106,25	0,612010955810547			2106,25	0,0851094350218773	
		2109,375	0,61094069480896			2109,375	0,0873468667268753	
		2112,5	0,606738924980164			2112,5	0,0848351567983627	
		2115,625	0,607134819030762			2115,625	0,0867308378219604	
		2118,75	0,605871140956879			2118,75	0,0899147465825081	
		2121,875	0,604773819446564			2121,875	0,0910534784197807	
		2125	0,605831921100616			2125	0,0890071913599968	
		2128,125	0,606644630432129			2128,125	0,0890580788254738	
		2131,25	0,60357677936554			2131,25	0,0918985083699226	
		2134,375	0,600393354892731			2134,375	0,091751903295517	
		2137,5	0,601480722427368			2137,5	0,0915457084774971	
		2140,625	0,603135526180267			2140,625	0,0918056666851044	
		2143,75	0,603216171264648			2143,75	0,092087134718895	
		2146,875	0,601288020610809			2146,875	0,0920767858624458	
		2150	0,599945485591888			2150	0,0902862846851349	
		2153,125	0,600732266902924			2153,125	0,0915959551930428	
		2156,25	0,597205758094788			2156,25	0,0942855253815651	
		2159,375	0,59751695394516			2159,375	0,0950765907764435	
		2162,5	0,595802068710327			2162,5	0,094987690448761	
		2165,625	0,5939040184021			2165,625	0,0967209786176682	
		2168,75	0,597759544849396			2168,75	0,0986988171935081	
		2171,875	0,596119344234467			2171,875	0,0970808193087578	
		2175	0,592969477176666			2175	0,0951219573616982	
		2178,125	0,594839334487915			2178,125	0,0951846092939377	
		2181,25	0,592177629470825			2181,25	0,0994558185338974	
		2184,375	0,594553887844086			2184,375	0,10063973069191	
		2187,5	0,593132615089417			2187,5	0,100652679800987	
		2190,625	0,592962861061096			2190,625	0,0984262973070145	
		2193,75	0,591181397438049			2193,75	0,0963048934936523	
		2196,875	0,590788006782532			2196,875	0,0993801131844521	
		2200	0,589669346809387			2200	0,100137837231159	
		2203,125	0,590012192726135			2203,125	0,0982214063405991	
		2206,25	0,588465809822083			2206,25	0,0977639555931091	
		2209,375	0,590578854084015			2209,375	0,0990129336714745	
		2212,5	0,590959191322327			2212,5	0,097823940217495	
		2215,625	0,588389694690704			2215,625	0,0987938493490219	
		2218,75	0,587608873844147			2218,75	0,0998273193836212	
		2221,875	0,588428735733032			2221,875	0,101411491632462	
		2225	0,58913666009903			2225	0,0998225882649422	
		2228,125	0,587689459323883			2228,125	0,0990478843450546	
		2231,25	0,586621344089508			2231,25	0,100373208522797	
		2234,375	0,585339069366455			2234,375	0,0996220260858536	
		2237,5	0,58411031961441			2237,5	0,100711926817894	
		2240,625	0,580790281295776			2240,625	0,1020662561059	
		2243,75	0,58161985874176			2243,75	0,100194536149502	
		2246,875	0,582641899585724			2246,875	0,100991174578667	
		2250	0,581201195716858			2250	0,103287771344185	
		2253,125	0,581445753574371			2253,125	0,0993415638804436	
		2256,25	0,581291258335114			2256,25	0,102652236819267	
		2259,375	0,579071462154388			2259,375	0,102129772305489	
		2262,5	0,580150425434113			2262,5	0,101595275104046	
		2265,625	0,577987551689148			2265,625	0,105190612375736	
		2268,75	0,577914714813232			2268,75	0,10188615322113	
		2271,875	0,575837135314941			2271,875	0,104016356170177	
		2275	0,576726078987122			2275	0,104242205619812	
		2278,125	0,575028479099274			2278,125	0,105903998017311	
		2281,25	0,572575449943542			2281,25	0,102060839533806	
		2284,375	0,572723269462585			2284,375	0,101644188165665	
		2287,5	0,572238683700562			2287,5	0,104268260300159	
		2290,625	0,572936952114105			2290,625	0,104359924793243	
		2293,75	0,571193099021912			2293,75	0,106591776013374	
		2296,875	0,571546018123627			2296,875	0,103763312101364	
		2300	0,570066571235657			2300	0,106109984219074	
		2303,125	0,569197118282318			2303,125	0,105740241706371	
		2306,25	0,56848281621933			2306,25	0,106507018208504	
		2309,375	0,566978335380554			2309,375	0,106464758515358	
		2312,5	0,56578117609024			2312,5	0,107745438814163	
		2315,625	0,564933001995087			2315,625	0,10588277131319	
		2318,75	0,562897443771362			2318,75	0,107586242258549	
		2321,875	0,562235355377197			2321,875	0,108268767595291	
		2325	0,563344895839691			2325	0,107158549129963	
		2328,125	0,56307715177536			2328,125	0,109530456364155	
		2331,25	0,562573134899139			2331,25	0,109644003212452	
		2334,375	0,560411155223846			2334,375	0,110422484576702	
		2337,5	0,55901026725769			2337,5	0,109670497477055	
		2340,625	0,559631824493408			2340,625	0,112292446196079	
		2343,75	0,561552226543427			2343,75	0,11220196634531	
		2346,875	0,558580994606018			2346,875	0,111760474741459	
		2350	0,558090627193451			2350	0,11413799226284	
		2353,125	0,556451201438904			2353,125	0,112382806837559	
		2356,25	0,555151164531708			2356,25	0,113794043660164	
		2359,375	0,556430399417877			2359,375	0,115179352462292	
		2362,5	0,553957998752594			2362,5	0,11530178040266	
		2365,625	0,550974071025848			2365,625	0,114611051976681	
		2368,75	0,553860306739807			2368,75	0,116667002439499	
		2371,875	0,552798509597778			2371,875	0,118933171033859	
		2375	0,551807820796967			2375	0,116968058049679	
		2378,125	0,551324188709259			2378,125	0,118490777909756	
		2381,25	0,550704538822174			2381,25	0,120449602603912	
		2384,375	0,548759818077087			2384,375	0,121990993618965	
		2387,5	0,551351070404053			2387,5	0,118456140160561	
		2390,625	0,550007164478302			2390,625	0,120631769299507	
		2393,75	0,551046669483185			2393,75	0,122683241963387	
		2396,875	0,549228608608246			2396,875	0,124589189887047	
		2400	0,547278642654419			2400	0,122957602143288	
		2403,125	0,547489583492279			2403,125	0,124213449656963	
		2406,25	0,546539545059204			2406,25	0,12370066344738	
		2409,375	0,546854376792908			2409,375	0,124414794147015	
		2412,5	0,546912431716919			2412,5	0,126604899764061	
		2415,625	0,548030436038971			2415,625	0,125236570835114	
		2418,75	0,547073423862457			2418,75	0,125439509749413	
		2421,875	0,548428058624268			2421,875	0,127732157707214	
		2425	0,548403143882751			2425	0,128284066915512	
		2428,125	0,546444833278656			2428,125	0,127259805798531	
		2431,25	0,543903350830078			2431,25	0,126567661762238	
		2434,375	0,544300317764282			2434,375	0,127448245882988	
		2437,5	0,545637965202332			2437,5	0,128389656543732	
		2440,625	0,543789803981781			2440,625	0,128802180290222	
		2443,75	0,543772518634796			2443,75	0,129861891269684	
		2446,875	0,542697846889496			2446,875	0,130174919962883	
		2450	0,542997002601624			2450	0,131129741668701	
		2453,125	0,543303608894348			2453,125	0,131611719727516	
		2456,25	0,54105019569397			2456,25	0,13031330704689	
		2459,375	0,541583061218262			2459,375	0,131071358919144	
		2462,5	0,543008923530579			2462,5	0,131313025951385	
		2465,625	0,53961592912674			2465,625	0,132314875721931	
		2468,75	0,537918329238892			2468,75	0,131279021501541	
		2471,875	0,540033578872681			2471,875	0,13230174779892	
		2475	0,538479924201965			2475	0,133543029427528	
		2478,125	0,538130223751068			2478,125	0,134441792964935	
		2481,25	0,538221001625061			2481,25	0,134828224778175	
		2484,375	0,535660147666931			2484,375	0,135699570178986	
		2487,5	0,535191833972931			2487,5	0,135517567396164	
		2490,625	0,537291944026947			2490,625	0,138246133923531	
		2493,75	0,537392616271973			2493,75	0,137673452496529	
		2496,875	0,53792816400528			2496,875	0,138756275177002	
		2500	0,53542548418045			2500	0,139079198241234	
		2503,125	0,533732414245605			2503,125	0,13816437125206	
		2506,25	0,533147752285004			2506,25	0,140781208872795	
		2509,375	0,533960938453674			2509,375	0,14088186621666	
		2512,5	0,532933592796326			2512,5	0,141452565789223	
		2515,625	0,532895445823669			2515,625	0,143071994185448	
		2518,75	0,532004714012146			2518,75	0,143916934728622	
		2521,875	0,532686114311218			2521,875	0,142092823982239	
		2525	0,533633708953857			2525	0,14555199444294	
		2528,125	0,534790456295013			2528,125	0,144249334931374	
		2531,25	0,533699810504913			2531,25	0,145617201924324	
		2534,375	0,531390249729156			2534,375	0,147490561008453	
		2537,5	0,533621788024902			2537,5	0,144960209727287	
		2540,625	0,533423006534576			2540,625	0,144815757870674	
		2543,75	0,532462656497955			2543,75	0,148810386657715	
		2546,875	0,531950414180756			2546,875	0,149186462163925	
		2550	0,530753135681152			2550	0,148703873157501	
		2553,125	0,53095281124115			2553,125	0,15073636174202	
		2556,25	0,531606495380402			2556,25	0,151086613535881	
		2559,375	0,531188249588013			2559,375	0,150827422738075	
		2562,5	0,529863715171814			2562,5	0,151100650429726	
		2565,625	0,529151558876038			2565,625	0,151111736893654	
		2568,75	0,531499266624451			2568,75	0,151048585772514	
		2571,875	0,530510544776917			2571,875	0,151934787631035	
		2575	0,530545353889465			2575	0,15325640141964	
		2578,125	0,531000077724457			2578,125	0,154404923319817	
		2581,25	0,531904876232147			2581,25	0,15554741024971	
		2584,375	0,533300876617432			2584,375	0,153517693281174	
		2587,5	0,530821800231934			2587,5	0,154904827475548	
		2590,625	0,531278669834137			2590,625	0,156130686402321	
		2593,75	0,533408641815186			2593,75	0,154284954071045	
		2596,875	0,532765626907349			2596,875	0,155332908034325	
		2600	0,530994832515717			2600	0,155884191393852	
		2603,125	0,5304354429245			2603,125	0,15490534901619	
		2606,25	0,530844449996948			2606,25	0,156285881996155	
		2609,375	0,529435336589813			2609,375	0,156430184841156	
		2612,5	0,528179228305817			2612,5	0,155361920595169	
		2615,625	0,529007017612457			2615,625	0,155109331011772	
		2618,75	0,529545664787292			2618,75	0,157209813594818	
		2621,875	0,526678144931793			2621,875	0,158321186900139	
		2625	0,527814269065857			2625	0,156908869743347	
		2628,125	0,52735960483551			2628,125	0,157759353518486	
		2631,25	0,527151584625244			2631,25	0,161009386181831	
		2634,375	0,523569643497467			2634,375	0,158558055758476	
		2637,5	0,523934900760651			2637,5	0,16004504263401	
		2640,625	0,525756180286407			2640,625	0,161123871803284	
		2643,75	0,525313496589661			2643,75	0,161685436964035	
		2646,875	0,525976717472076			2646,875	0,163602575659752	
		2650	0,524778068065643			2650	0,164810180664063	
		2653,125	0,52636843919754			2653,125	0,165178820490837	
		2656,25	0,528344810009003			2656,25	0,165468573570251	
		2659,375	0,52613228559494			2659,375	0,163869723677635	
		2662,5	0,524847865104675			2662,5	0,164806112647057	
		2665,625	0,525593340396881			2665,625	0,165432155132294	
		2668,75	0,524397730827332			2668,75	0,164895042777061	
		2671,875	0,526129603385925			2671,875	0,16709902882576	
		2675	0,527821063995361			2675	0,167928487062454	
		2678,125	0,526297509670258			2678,125	0,167172983288765	
		2681,25	0,526799976825714			2681,25	0,167655065655708	
		2684,375	0,526483416557312			2684,375	0,168925166130066	
		2687,5	0,526376903057098			2687,5	0,168843224644661	
		2690,625	0,52628356218338			2690,625	0,169297695159912	
		2693,75	0,526935875415802			2693,75	0,171651631593704	
		2696,875	0,52886688709259			2696,875	0,170878052711487	
		2700	0,526338040828705			2700	0,168751239776611	
		2703,125	0,52607673406601			2703,125	0,170237630605698	
		2706,25	0,526839792728424			2706,25	0,170856237411499	
		2709,375	0,527184367179871			2709,375	0,170657455921173	
		2712,5	0,526409089565277			2712,5	0,171395495533943	
		2715,625	0,525683701038361			2715,625	0,172879070043564	
		2718,75	0,526634097099304			2718,75	0,172129079699516	
		2721,875	0,52626758813858			2721,875	0,172707378864288	
		2725	0,526902735233307			2725	0,172822847962379	
		2728,125	0,527360498905182			2728,125	0,172494828701019	
		2731,25	0,52771657705307			2731,25	0,173207551240921	
		2734,375	0,528071284294128			2734,375	0,173845484852791	
		2737,5	0,526861429214478			2737,5	0,173460423946381	
		2740,625	0,526562690734863			2740,625	0,173391416668892	
		2743,75	0,52624386548996			2743,75	0,17356276512146	
		2746,875	0,525804400444031			2746,875	0,173379600048065	
		2750	0,527022838592529			2750	0,175762131810188	
		2753,125	0,527150988578796			2753,125	0,174482777714729	
		2756,25	0,526065468788147			2756,25	0,174532890319824	
		2759,375	0,524741232395172			2759,375	0,174576982855797	
		2762,5	0,524370610713959			2762,5	0,174234166741371	
		2765,625	0,524218082427979			2765,625	0,175549179315567	
		2768,75	0,52659547328949			2768,75	0,175171703100204	
		2771,875	0,52534407377243			2771,875	0,175271660089493	
		2775	0,523772656917572			2775	0,176401361823082	
		2778,125	0,523603975772858			2778,125	0,176184058189392	
		2781,25	0,522389769554138			2781,25	0,176537647843361	
		2784,375	0,52351713180542			2784,375	0,176908373832703	
		2787,5	0,524009168148041			2787,5	0,178231164813042	
		2790,625	0,524351835250854			2790,625	0,178659200668335	
		2793,75	0,523393929004669			2793,75	0,179418072104454	
		2796,875	0,52470988035202			2796,875	0,180026665329933	
		2800	0,525921702384949			2800	0,179319143295288	
		2803,125	0,523679435253143			2803,125	0,180663049221039	
		2806,25	0,525011420249939			2806,25	0,180482432246208	
		2809,375	0,524577796459198			2809,375	0,181504353880882	
		2812,5	0,523816227912903			2812,5	0,180559352040291	
		2815,625	0,522949278354645			2815,625	0,18118779361248	
		2818,75	0,52350789308548			2818,75	0,183188110589981	
		2821,875	0,522766470909119			2821,875	0,182092994451523	
		2825	0,522630453109741			2825	0,181364417076111	
		2828,125	0,522957503795624			2828,125	0,183814585208893	
		2831,25	0,522686898708344			2831,25	0,183440893888474	
		2834,375	0,523726880550385			2834,375	0,185002818703651	
		2837,5	0,523870527744293			2837,5	0,18399703502655	
		2840,625	0,523083508014679			2840,625	0,184163436293602	
		2843,75	0,523736357688904			2843,75	0,186078011989594	
		2846,875	0,524255514144897			2846,875	0,184136107563972	
		2850	0,523145437240601			2850	0,185858353972435	
		2853,125	0,522910833358765			2853,125	0,184922277927399	
		2856,25	0,523394584655762			2856,25	0,186848029494286	
		2859,375	0,522941768169403			2859,375	0,187358602881432	
		2862,5	0,52422708272934			2862,5	0,186900749802589	
		2865,625	0,523485064506531			2865,625	0,187628626823425	
		2868,75	0,523916065692902			2868,75	0,18935289978981	
		2871,875	0,524085700511932			2871,875	0,187935456633568	
		2875	0,523751676082611			2875	0,189138203859329	
		2878,125	0,523985326290131			2878,125	0,18946798145771	
		2881,25	0,523554861545563			2881,25	0,188231557607651	
