Frequency in Hz	Silk_92_LF Sound Reflection Factor continuous Re	Frequency in Hz	Silk_92_HF Sound Reflection Factor continuous Re	Frequency in Hz	Silk_92_LF Sound Reflection Factor continuous Im	Frequency in Hz	Silk_92_HF Sound Reflection Factor continuous Im	
		4459,375	0,361985623836517			4459,375	0,286667615175247	
		4462,5	0,361909806728363			4462,5	0,286360919475555	
		4465,625	0,362640917301178			4465,625	0,287913262844086	
		4468,75	0,362515449523926			4468,75	0,286449193954468	
		4471,875	0,362183421850204			4471,875	0,286429762840271	
		4475	0,363482564687729			4475	0,287833571434021	
		4478,125	0,362510114908218			4478,125	0,287024855613709	
		4481,25	0,363045185804367			4481,25	0,286109000444412	
		4484,375	0,362303197383881			4484,375	0,287669777870178	
		4487,5	0,36423048377037			4487,5	0,286510497331619	
		4490,625	0,363722920417786			4490,625	0,286871075630188	
		4493,75	0,364253669977188			4493,75	0,286281943321228	
		4496,875	0,364069104194641			4496,875	0,284952580928802	
		4500	0,365244299173355			4500	0,285905450582504	
		4503,125	0,36381459236145			4503,125	0,286315858364105	
		4506,25	0,364553064107895			4506,25	0,285244286060333	
		4509,375	0,36461216211319			4509,375	0,285286217927933	
		4512,5	0,364556640386581			4512,5	0,284754633903503	
		4515,625	0,364547610282898			4515,625	0,284338235855103	
		4518,75	0,364997416734695			4518,75	0,28440934419632	
		4521,875	0,364501863718033			4521,875	0,284256815910339	
		4525	0,363287359476089			4525	0,282674580812454	
		4528,125	0,364185959100723			4528,125	0,28251513838768	
		4531,25	0,363300383090973			4531,25	0,282207250595093	
		4534,375	0,364509344100952			4534,375	0,282910525798798	
		4537,5	0,363403469324112			4537,5	0,283488035202026	
		4540,625	0,363264530897141			4540,625	0,282615393400192	
		4543,75	0,361231595277786			4543,75	0,283065408468246	
		4546,875	0,361533164978027			4546,875	0,280925869941711	
		4550	0,361187189817429			4550	0,282494693994522	
		4553,125	0,360812127590179			4553,125	0,28146904706955	
		4556,25	0,360574692487717			4556,25	0,281322211027145	
		4559,375	0,362309694290161			4559,375	0,28231605887413	
		4562,5	0,363679945468903			4562,5	0,283247053623199	
		4565,625	0,362240195274353			4565,625	0,281880706548691	
		4568,75	0,362180024385452			4568,75	0,282115995883942	
		4571,875	0,360754609107971			4571,875	0,282299220561981	
		4575	0,361784517765045			4575	0,280763804912567	
		4578,125	0,362208336591721			4578,125	0,28111657500267	
		4581,25	0,361913681030273			4581,25	0,28121343255043	
		4584,375	0,36227422952652			4584,375	0,281720817089081	
		4587,5	0,363685041666031			4587,5	0,282341867685318	
		4590,625	0,36322495341301			4590,625	0,281408995389938	
		4593,75	0,3624027967453			4593,75	0,281787276268005	
		4596,875	0,363185912370682			4596,875	0,282494366168976	
		4600	0,363751947879791			4600	0,283546656370163	
		4603,125	0,364519029855728			4603,125	0,281588196754456	
		4606,25	0,362673163414001			4606,25	0,280198246240616	
		4609,375	0,363367557525635			4609,375	0,281053930521011	
		4612,5	0,363975286483765			4612,5	0,280731379985809	
		4615,625	0,363875955343246			4615,625	0,281193107366562	
		4618,75	0,363706916570663			4618,75	0,280070066452026	
		4621,875	0,365215510129929			4621,875	0,281775295734406	
		4625	0,364869803190231			4625	0,279584735631943	
		4628,125	0,364547550678253			4628,125	0,279112726449966	
		4631,25	0,364231169223785			4631,25	0,279405444860458	
		4634,375	0,364840924739838			4634,375	0,278824985027313	
		4637,5	0,36555552482605			4637,5	0,278853803873062	
		4640,625	0,364736676216125			4640,625	0,278977692127228	
		4643,75	0,366132706403732			4643,75	0,27859890460968	
		4646,875	0,366241723299026			4646,875	0,278242528438568	
		4650	0,365779757499695			4650	0,276922583580017	
		4653,125	0,366134583950043			4653,125	0,276596277952194	
		4656,25	0,365097761154175			4656,25	0,276923477649689	
		4659,375	0,365857988595963			4659,375	0,278083562850952	
		4662,5	0,36610135436058			4662,5	0,279044955968857	
		4665,625	0,365922540426254			4665,625	0,276987642049789	
		4668,75	0,366678476333618			4668,75	0,27679368853569	
		4671,875	0,366895467042923			4671,875	0,277025938034058	
		4675	0,368046492338181			4675	0,276604205369949	
		4678,125	0,367223918437958			4678,125	0,276103317737579	
		4681,25	0,366977870464325			4681,25	0,274851679801941	
		4684,375	0,367149293422699			4684,375	0,275834649801254	
		4687,5	0,36725178360939			4687,5	0,275938123464584	
		4690,625	0,367492437362671			4690,625	0,276273757219315	
		4693,75	0,367322146892548			4693,75	0,275708705186844	
		4696,875	0,367270797491074			4696,875	0,274758487939835	
		4700	0,368430078029633			4700	0,27495551109314	
		4703,125	0,367750018835068			4703,125	0,274896562099457	
		4706,25	0,367512255907059			4706,25	0,275200843811035	
		4709,375	0,366865336894989			4709,375	0,275340467691422	
		4712,5	0,368756622076035			4712,5	0,274186074733734	
		4715,625	0,368275493383408			4715,625	0,274718880653381	
		4718,75	0,36702898144722			4718,75	0,273800939321518	
		4721,875	0,367786794900894			4721,875	0,273564070463181	
		4725	0,368134588003159			4725	0,274577915668488	
		4728,125	0,367752343416214			4728,125	0,27430859208107	
		4731,25	0,367103844881058			4731,25	0,274188935756683	
		4734,375	0,36657777428627			4734,375	0,274569153785706	
		4737,5	0,367183029651642			4737,5	0,274698942899704	
		4740,625	0,367051810026169			4740,625	0,274862080812454	
		4743,75	0,364668339490891			4743,75	0,274196714162827	
		4746,875	0,366991132497787			4746,875	0,273599326610565	
		4750	0,368246883153915			4750	0,275169789791107	
		4753,125	0,369246989488602			4753,125	0,27547824382782	
		4756,25	0,367597043514252			4756,25	0,274547666311264	
		4759,375	0,367325365543365			4759,375	0,274833977222443	
		4762,5	0,367208331823349			4762,5	0,274439752101898	
		4765,625	0,367607682943344			4765,625	0,276242464780808	
		4768,75	0,367995649576187			4768,75	0,274239122867584	
		4771,875	0,366649925708771			4771,875	0,275512099266052	
		4775	0,366904556751251			4775	0,275673180818558	
		4778,125	0,367505341768265			4778,125	0,276165574789047	
		4781,25	0,366959869861603			4781,25	0,27638778090477	
		4784,375	0,367535293102264			4784,375	0,276858776807785	
		4787,5	0,368135154247284			4787,5	0,276335686445236	
		4790,625	0,366450756788254			4790,625	0,277728259563446	
		4793,75	0,366400092840195			4793,75	0,277885764837265	
		4796,875	0,366660386323929			4796,875	0,27802774310112	
		4800	0,366181403398514			4800	0,278688877820969	
		4803,125	0,367375105619431			4803,125	0,28034719824791	
		4806,25	0,368526965379715			4806,25	0,28096878528595	
		4809,375	0,36773356795311			4809,375	0,28084334731102	
		4812,5	0,367632359266281			4812,5	0,28138679265976	
		4815,625	0,368762105703354			4815,625	0,280430257320404	
		4818,75	0,368660062551498			4818,75	0,281878978013992	
		4821,875	0,36832857131958			4821,875	0,283598482608795	
		4825	0,368125051259995			4825	0,284754991531372	
		4828,125	0,367125183343887			4828,125	0,283990383148193	
		4831,25	0,368408232927322			4831,25	0,283180624246597	
		4834,375	0,368859738111496			4834,375	0,28467470407486	
		4837,5	0,36900731921196			4837,5	0,286311596632004	
		4840,625	0,369150578975677			4840,625	0,286119401454926	
		4843,75	0,368930697441101			4843,75	0,286340922117233	
		4846,875	0,369490474462509			4846,875	0,286691397428513	
		4850	0,370477586984634			4850	0,2875095307827	
		4853,125	0,371290683746338			4853,125	0,288768202066422	
		4856,25	0,370921164751053			4856,25	0,288556486368179	
		4859,375	0,371718674898148			4859,375	0,289147734642029	
		4862,5	0,371978521347046			4862,5	0,29062831401825	
		4865,625	0,371210277080536			4865,625	0,290126174688339	
		4868,75	0,372735291719437			4868,75	0,291014939546585	
		4871,875	0,371516287326813			4871,875	0,291367024183273	
		4875	0,372507095336914			4875	0,289610803127289	
		4878,125	0,372928231954575			4878,125	0,291731178760529	
		4881,25	0,37301367521286			4881,25	0,291757434606552	
		4884,375	0,373444616794586			4884,375	0,29160812497139	
		4887,5	0,3739053606987			4887,5	0,292849838733673	
		4890,625	0,375441282987595			4890,625	0,294985324144363	
		4893,75	0,375157862901688			4893,75	0,293081641197205	
		4896,875	0,375948548316956			4896,875	0,293079793453217	
		4900	0,376091539859772			4900	0,293147742748261	
		4903,125	0,375224113464355			4903,125	0,292283803224564	
		4906,25	0,374826937913895			4906,25	0,291898250579834	
		4909,375	0,374864429235458			4909,375	0,291645795106888	
		4912,5	0,374449342489243			4912,5	0,291825324296951	
		4915,625	0,374435484409332			4915,625	0,291718095541	
		4918,75	0,373089820146561			4918,75	0,292521268129349	
		4921,875	0,371853172779083			4921,875	0,293724805116653	
		4925	0,370483994483948			4925	0,293764144182205	
		4928,125	0,370031297206879			4928,125	0,295307070016861	
		4931,25	0,36980128288269			4931,25	0,296840637922287	
		4934,375	0,368328809738159			4934,375	0,297044456005096	
		4937,5	0,367632359266281			4937,5	0,299428761005402	
		4940,625	0,366526544094086			4940,625	0,300424158573151	
		4943,75	0,366558581590652			4943,75	0,303078293800354	
		4946,875	0,366956263780594			4946,875	0,304908275604248	
		4950	0,367268025875092			4950	0,305364817380905	
		4953,125	0,368439316749573			4953,125	0,305997908115387	
		4956,25	0,369433790445328			4956,25	0,308810710906982	
		4959,375	0,370057255029678			4959,375	0,311843395233154	
		4962,5	0,371856242418289			4962,5	0,311713725328445	
		4965,625	0,373730093240738			4965,625	0,31214764714241	
		4968,75	0,37569671869278			4968,75	0,313713997602463	
		4971,875	0,377616912126541			4971,875	0,313957363367081	
								
