Frequency in Hz	Silk_92_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_92_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient 1/3-octave	
		2821,875	0,693557340039991					
		2825	0,69396434971857					
		2828,125	0,692727675227738					
		2831,25	0,693147824283644					
		2834,375	0,691484138277053					
		2837,5	0,691704751504029					
		2840,625	0,692467484502726					
		2843,75	0,691075230437828					
		2846,875	0,691250050434775					
		2850	0,691775542790198					
		2853,125	0,692367983586745					
		2856,25	0,691145915603779					
		2859,375	0,691428649847993					
		2862,5	0,690254092335303					
		2865,625	0,690758898242105					
		2868,75	0,689657431367553					
		2871,875	0,690014433468456					
		2875	0,689910926622764					
		2878,125	0,68954125987396					
		2881,25	0,690459177925654					
		2884,375	0,69037842202593					
		2887,5	0,690377994221832					
		2890,625	0,689983251477728					
		2893,75	0,687795246661154					
		2896,875	0,690437051593894					
		2900	0,690013819805431					
		2903,125	0,689630425795676					
		2906,25	0,688830325315851					
		2909,375	0,688473519204275					
		2912,5	0,688185083051229					
		2915,625	0,686949437719002					
		2918,75	0,687611850226314					
		2921,875	0,687888915728301					
		2925	0,687158175276938					
		2928,125	0,68757216492516					
		2931,25	0,686740744242322					
		2934,375	0,687608611347112					
		2937,5	0,686716443340495					
		2940,625	0,687046307350072					
		2943,75	0,687031059791707					
		2946,875	0,685832133860224					
		2950	0,686554981363082					
		2953,125	0,684467534782717					
		2956,25	0,683870552262592					
		2959,375	0,68453689730107					
		2962,5	0,684176898591366					
		2965,625	0,683564095794808					
		2968,75	0,685413049082022					
		2971,875	0,68525595419257					
		2975	0,683026283141276					
		2978,125	0,682361048702505					
		2981,25	0,683058217436506					
		2984,375	0,683560143746438					
		2987,5	0,683806973388681					
		2990,625	0,682464500588267					
		2993,75	0,682802142175833					
		2996,875	0,682644433094232					
		3000	0,684382729387882					
		3003,125	0,683941932552129					
		3006,25	0,682065184552724					
		3009,375	0,682367435296442					
		3012,5	0,68173194854938					
		3015,625	0,681189273682597					
		3018,75	0,679008534472305					
		3021,875	0,678250086993592					
		3025	0,683836712248521					
		3028,125	0,680749096424419					
		3031,25	0,679542770081699					
		3034,375	0,679874025907084					
		3037,5	0,679690695442309					
		3040,625	0,680253517779039					
		3043,75	0,67792862831694					
		3046,875	0,67595234191516					
		3050	0,675937345103276					
		3053,125	0,677380041609331					
		3056,25	0,675963218446562					
		3059,375	0,677300538886801					
		3062,5	0,678660966034681					
		3065,625	0,677506547155888					
		3068,75	0,677726677580192					
		3071,875	0,677659920836025					
		3075	0,676073213475224					
		3078,125	0,677771313304269					
		3081,25	0,680349992505308					
		3084,375	0,680389473889832					
		3087,5	0,67837419719591					
		3090,625	0,678195365140035					
		3093,75	0,678217368044155					
		3096,875	0,679347163504638					
		3100	0,679119459944651					
		3103,125	0,678511949308054					
		3106,25	0,678483052878932					
		3109,375	0,678424240732208					
		3112,5	0,676771185821531					
		3115,625	0,679258891500157					
		3118,75	0,680818613773751					
		3121,875	0,681831982969651					
		3125	0,680245900525516					
		3128,125	0,679860963189041					
		3131,25	0,679312232209374					
		3134,375	0,680253875688791					
		3137,5	0,681445743920764					
		3140,625	0,681844153509044					
		3143,75	0,681616734026134					
		3146,875	0,681527218711612					
		3150	0,682830980794753					
		3153,125	0,681115758091162					
		3156,25	0,68474925894843					
		3159,375	0,684401686313806					
		3162,5	0,684535017431809					
		3165,625	0,685832632508036					
		3168,75	0,684210262446405					
		3171,875	0,684971177393931					
		3175	0,686406345455844					
		3178,125	0,683766093780148					
		3181,25	0,683635740334722					
		3184,375	0,686176218057819					
		3187,5	0,684694147714686					
		3190,625	0,686602193872697					
		3193,75	0,686182811544584					
		3196,875	0,686899324467115					
		3200	0,689594410519595					
		3203,125	0,69041519408298					
		3206,25	0,688707351821806					
		3209,375	0,688358128290313					
		3212,5	0,691862831574865					
		3215,625	0,692609593482096					
		3218,75	0,694514031904059					
		3221,875	0,693373517750605					
		3225	0,694822639522619					
		3228,125	0,693136460623959					
		3231,25	0,693839976096242					
		3234,375	0,693198861674358					
		3237,5	0,695546586502921					
		3240,625	0,69388713869141					
		3243,75	0,694610514478128					
		3246,875	0,693580983270951					
		3250	0,697514214750201					
		3253,125	0,699480266587925					
		3256,25	0,698287218949298					
		3259,375	0,698275672721432					
		3262,5	0,696691593823392					
		3265,625	0,697870797097541					
		3268,75	0,698420152984636					
		3271,875	0,698410156415609					
		3275	0,697205831148847					
		3278,125	0,698582496308351					
		3281,25	0,700039293639313					
		3284,375	0,699121879023065					
		3287,5	0,699331205783926					
		3290,625	0,700017821495429					
		3293,75	0,699863405806086					
		3296,875	0,699847641401085					
		3300	0,700341739576703					
		3303,125	0,698845188436318					
		3306,25	0,699900017165421					
		3309,375	0,701028390746785					
		3312,5	0,702455618782321					
		3315,625	0,702167152711825					
		3318,75	0,698536832400605					
		3321,875	0,698272743582963					
		3325	0,700153941007961					
		3328,125	0,701670036322119					
		3331,25	0,703764511903338					
		3334,375	0,701835885648216					
		3337,5	0,700638950124679					
		3340,625	0,702076890183882					
		3343,75	0,703603373898823					
		3346,875	0,702114593684277					
		3350	0,701626061615257					
		3353,125	0,703420841911343					
		3356,25	0,702270609359203					
		3359,375	0,703631044258019					
		3362,5	0,704894640698677					
		3365,625	0,706525194595717					
		3368,75	0,705671616208231					
		3371,875	0,705128431892442					
		3375	0,705847545287644					
		3378,125	0,707403369595333					
		3381,25	0,707623215781352					
		3384,375	0,706761491841303					
		3387,5	0,707959094588286					
		3390,625	0,707450631201151					
		3393,75	0,708173446715647					
		3396,875	0,707237937236241					
		3400	0,704917903224497					
		3403,125	0,709734854565583					
		3406,25	0,711464077850882					
		3409,375	0,711019937927021					
		3412,5	0,709780610877889					
		3415,625	0,711781521384152					
		3418,75	0,712317339100266					
		3421,875	0,709209574871158					
		3425	0,71115628891415					
		3428,125	0,713597923898004					
		3431,25	0,713034795640766					
		3434,375	0,711845462937973					
		3437,5	0,712816135635858					
		3440,625	0,713206499095611					
		3443,75	0,714813531552828					
		3446,875	0,713588578117531					
		3450	0,712593023166528					
		3453,125	0,712842133972244					
		3456,25	0,714390433360502					
		3459,375	0,714816337096511					
		3462,5	0,714572723529413					
		3465,625	0,715571078366223					
		3468,75	0,714124091750034					
		3471,875	0,714686258166937					
		3475	0,716156540780806					
		3478,125	0,715015823726565					
		3481,25	0,715064179106839					
		3484,375	0,716537964938994					
		3487,5	0,716454786333124					
		3490,625	0,715983724886501					
		3493,75	0,715898783234					
		3496,875	0,714664325150907					
		3500	0,71552286218515					
		3503,125	0,718199422320591					
		3506,25	0,715459318228878					
		3509,375	0,719016636826847					
		3512,5	0,718683533904101					
		3515,625	0,71761290344809					
		3518,75	0,716305590054518					
		3521,875	0,716861475374104					
		3525	0,716211670700021					
		3528,125	0,716223693973087					
		3531,25	0,717442969694208					
		3534,375	0,717472360043407					
		3537,5	0,717578505402201					
		3540,625	0,717900052315849					
		3543,75	0,716352174857819					
		3546,875	0,716359093011706					
		3550	0,716993282936826					
		3553,125	0,716657160203157					
		3556,25	0,716615660544048					
		3559,375	0,716977441261011					
		3562,5	0,716068753173764					
		3565,625	0,717435032787276					
		3568,75	0,71748876229852					
		3571,875	0,717890977376751					
		3575	0,71819313044444					
		3578,125	0,718722911702275					
		3581,25	0,719587353309557					
		3584,375	0,720563960966491					
		3587,5	0,718622377373404					
		3590,625	0,718970522240446					
		3593,75	0,719857608662456					
		3596,875	0,719531335932955					
		3600	0,721939383361267					
		3603,125	0,718886173406669					
		3606,25	0,719470972083772					
		3609,375	0,719726990689989					
		3612,5	0,719176205004002					
		3615,625	0,71980340757448					
		3618,75	0,718803640989318					
		3621,875	0,717336662437318					
		3625	0,719433099924029					
		3628,125	0,719538662718383					
		3631,25	0,719687998448966					
		3634,375	0,720752480173774					
		3637,5	0,719206311929826					
		3640,625	0,717280052072221					
		3643,75	0,717611497038697					
		3646,875	0,719980149569493					
		3650	0,721386885387723					
		3653,125	0,721766026075116					
		3656,25	0,720645012132635					
		3659,375	0,719945718456669					
		3662,5	0,71966965205091					
		3665,625	0,720933746726493					
		3668,75	0,721455608392534					
		3671,875	0,722094477381207					
		3675	0,719597180210503					
		3678,125	0,721697305383561					
		3681,25	0,722689040266578					
		3684,375	0,723016273175876					
		3687,5	0,723055747493845					
		3690,625	0,723527258429472					
		3693,75	0,72415829568638					
		3696,875	0,722539504713827					
		3700	0,72242132518199					
		3703,125	0,724077375874854					
		3706,25	0,72525138686514					
		3709,375	0,723490547221712					
		3712,5	0,725024421364074					
		3715,625	0,725702249010361					
		3718,75	0,722084294519915					
		3721,875	0,723854230419079					
		3725	0,726841125552167					
		3728,125	0,724916841234692					
		3731,25	0,725664528222552					
		3734,375	0,724984146289635					
		3737,5	0,724598601282102					
		3740,625	0,725580008118477					
		3743,75	0,725690725623189					
		3746,875	0,724214125118394					
		3750	0,725958051962196					
		3753,125	0,726506551423669					
		3756,25	0,726907644718911					
		3759,375	0,727751933331809					
		3762,5	0,72630348960671					
		3765,625	0,725503012697022					
		3768,75	0,728682462238214					
		3771,875	0,730589130888901					
		3775	0,729574644322313					
		3778,125	0,729372404097353					
		3781,25	0,729888218702008					
		3784,375	0,730283824814847					
		3787,5	0,728480176732528					
		3790,625	0,728463193006956					
		3793,75	0,728504335348781					
		3796,875	0,729405243951835					
		3800	0,731067572743267					
		3803,125	0,732402743508863					
		3806,25	0,730589502430157					
		3809,375	0,729589782540987					
		3812,5	0,731320175004844					
		3815,625	0,731646687427891					
		3818,75	0,73176817532206					
		3821,875	0,731766994718362					
		3825	0,732611278326151					
		3828,125	0,732591444215696					
		3831,25	0,732238588612044					
		3834,375	0,734099712581033					
		3837,5	0,732742660801927					
		3840,625	0,733696196587856					
		3843,75	0,73500715777978					
		3846,875	0,73493898231754					
		3850	0,733755758271079					
		3853,125	0,735878493973975					
		3856,25	0,73525925747018					
		3859,375	0,73553303390618					
		3862,5	0,735628816486287					
		3865,625	0,738024577481792					
		3868,75	0,736113842631797					
		3871,875	0,73883301402452					
		3875	0,73956821376746					
		3878,125	0,738118925185497					
		3881,25	0,73779813110325					
		3884,375	0,737721171237346					
		3887,5	0,740428112868996					
		3890,625	0,739702932151231					
		3893,75	0,736077139608248					
		3896,875	0,738620360511296					
		3900	0,741462136481782					
		3903,125	0,741097545575346					
		3906,25	0,740359844486502					
		3909,375	0,738806319920059					
		3912,5	0,737699771575753					
		3915,625	0,741112719886281					
		3918,75	0,742572258741233					
		3921,875	0,742751539629738					
		3925	0,741894842522712					
		3928,125	0,744087675741977					
		3931,25	0,74536096460913					
		3934,375	0,745095734945552					
		3937,5	0,743810825388902					
		3940,625	0,743360932364643					
		3943,75	0,745556195331971					
		3946,875	0,744671526134492					
		3950	0,744839138056864					
		3953,125	0,746084266839937					
		3956,25	0,746569382749658					
		3959,375	0,744316249518785					
		3962,5	0,747339199659711					
		3965,625	0,748714413440268					
		3968,75	0,748827241485054					
		3971,875	0,749215488309062					
		3975	0,749062789894024					
		3978,125	0,746416567519155					
		3981,25	0,748595257512386					
		3984,375	0,751714203493346					
		3987,5	0,750677176425373					
		3990,625	0,750960266875386					
		3993,75	0,754502291170708					
		3996,875	0,750828527092165					
		4000	0,75155250753475					
		4003,125	0,754010351093221					
		4006,25	0,753524506680988					
		4009,375	0,757117437040512					
		4012,5	0,752910373878814					
		4015,625	0,751692747905288					
		4018,75	0,754103273571322					
		4021,875	0,754194000420402					
		4025	0,75201754966519					
		4028,125	0,755931595353015					
		4031,25	0,75492642092188					
		4034,375	0,753242527546514					
		4037,5	0,75491886299414					
		4040,625	0,756158357365761					
		4043,75	0,754719192457749					
		4046,875	0,753862277601759					
		4050	0,755576751259546					
		4053,125	0,757383359208174					
		4056,25	0,75655485083292					
		4059,375	0,756871996123048					
		4062,5	0,755638985758964					
		4065,625	0,756861428478674					
		4068,75	0,756858529817883					
		4071,875	0,757485020773575					
		4075	0,756586438635263					
		4078,125	0,756344629446831					
		4081,25	0,757474136991058					
		4084,375	0,75986687636091					
		4087,5	0,759096175335312					
		4090,625	0,758447805729469					
		4093,75	0,760964260968199					
		4096,875	0,760416287952545					
		4100	0,759730059462154					
		4103,125	0,759947342005705					
		4106,25	0,761722646113959					
		4109,375	0,761327889026089					
		4112,5	0,761915006488372					
		4115,625	0,760831636769916					
		4118,75	0,762782109012434					
		4121,875	0,761655136130896					
		4125	0,760832057060626					
		4128,125	0,762739507703745					
		4131,25	0,763190085642774					
		4134,375	0,763441752133573					
		4137,5	0,762348323760373					
		4140,625	0,762648177268955					
		4143,75	0,763809910395949					
		4146,875	0,763063100719939					
		4150	0,761972975748217					
		4153,125	0,764560598302188					
		4156,25	0,765943211845717					
		4159,375	0,766429350814732					
		4162,5	0,764078607195435					
		4165,625	0,764760337526435					
		4168,75	0,767250530833099					
		4171,875	0,767354944792953					
		4175	0,766790653255114					
		4178,125	0,767540292366841					
		4181,25	0,767111928599479					
		4184,375	0,767055232425084					
		4187,5	0,76998302040065					
		4190,625	0,771035804194175					
		4193,75	0,769391399560953					
		4196,875	0,76976499241671					
		4200	0,768117211889875					
		4203,125	0,768943143991771					
		4206,25	0,769556497641612					
		4209,375	0,767686154936553					
		4212,5	0,767904516981696					
		4215,625	0,76787120003263					
		4218,75	0,769717637482097					
		4221,875	0,771037938265268					
		4225	0,770934297216395					
		4228,125	0,771570558543872					
		4231,25	0,769054530044805					
		4234,375	0,769672678596581					
		4237,5	0,768910650323628					
		4240,625	0,768286556832146					
		4243,75	0,770358104993007					
		4246,875	0,771126745251148					
		4250	0,770820373885883					
		4253,125	0,775107931838235					
		4256,25	0,773719559251269					
		4259,375	0,772440178877938					
		4262,5	0,773529973687987					
		4265,625	0,773884862166893					
		4268,75	0,774436455407292					
		4271,875	0,776818277231396					
		4275	0,776371157547958					
		4278,125	0,775531204948588					
		4281,25	0,776592770857489					
		4284,375	0,776685088578832					
		4287,5	0,778011257495357					
		4290,625	0,778564349137864					
		4293,75	0,780820901612644					
		4296,875	0,779920812731258					
		4300	0,777457595648225					
		4303,125	0,776776504314396					
		4306,25	0,778061596574773					
		4309,375	0,779930982500712					
		4312,5	0,780033195228908					
		4315,625	0,781902136863711					
		4318,75	0,782048339039267					
		4321,875	0,781537556272073					
		4325	0,782772722703846					
		4328,125	0,781678956940902					
		4331,25	0,782231874685595					
		4334,375	0,782423682088002					
		4337,5	0,781807737332867					
		4340,625	0,780518243587935					
		4343,75	0,782246888404976					
		4346,875	0,784425334101795					
		4350	0,78415979804456					
		4353,125	0,783114729618477					
		4356,25	0,783560888311385					
		4359,375	0,78506573069334					
		4362,5	0,784623936230956					
		4365,625	0,785015439140458					
		4368,75	0,784245522401841					
		4371,875	0,785229713781339					
		4375	0,786812844424383					
		4378,125	0,785297785354402					
		4381,25	0,784509447864668					
		4384,375	0,787064767694407					
		4387,5	0,786220660912306					
		4390,625	0,7847130850761					
		4393,75	0,786115177777039					
		4396,875	0,7857253754996					
		4400	0,78562535489045					
		4403,125	0,783604667375509					
		4406,25	0,783918976668267					
		4409,375	0,784465812160581					
		4412,5	0,786701881137252					
		4415,625	0,786440520616209					
		4418,75	0,787758435666796					
		4421,875	0,787794849018604					
		4425	0,788046325720998					
		4428,125	0,787107549706978					
		4431,25	0,787414651305526					
		4434,375	0,78847352149356					
		4437,5	0,785405849112796					
		4440,625	0,787394719650274					
		4443,75	0,787322817347765					
		4446,875	0,787625244946788					
		4450	0,787975574107213					
		4453,125	0,788210158357977					
		4456,25	0,786568853531908					
		4459,375	0,786788083105839					
		4462,5	0,787018709890798					
		4465,625	0,785597522909237					
		4468,75	0,786529423619585					
		4471,875	0,786781153960397					
		4475	0,785032250178288					
		4478,125	0,786203162681857					
		4481,25	0,786339836849333					
		4484,375	0,785982489930113					
		4487,5	0,78524788138633					
		4490,625	0,785410624463789					
		4493,75	0,785361917374535					
		4496,875	0,786255724493114					
		4500	0,784854689974912					
		4503,125	0,785662171684394					
		4506,25	0,785736762383893					
		4509,375	0,785669742659008					
		4512,5	0,786013264864231					
		4515,625	0,786256803511107					
		4518,75	0,785888217432685					
		4521,875	0,786336440993035					
		4525	0,78811737835913					
		4528,125	0,787553776297762					
		4531,25	0,788371894459945					
		4534,375	0,7870945667158					
		4537,5	0,787572457848541					
		4540,625	0,78816742183103					
		4543,75	0,789385695873583					
		4546,875	0,790374421094229					
		4550	0,789740569325383					
		4553,125	0,79058977861001					
		4556,25	0,790843713514177					
		4559,375	0,789029326970886					
		4562,5	0,787508005322757					
		4565,625	0,789325312636637					
		4568,75	0,789236208150799					
		4571,875	0,790163275809316					
		4575	0,790283642270134					
		4578,125	0,78977860361711					
		4581,25	0,789937504633971					
		4584,375	0,789390764453051					
		4587,5	0,78801625798391					
		4590,625	0,788876606842899					
		4593,75	0,789260132345783					
		4596,875	0,788292921774585					
		4600	0,787285813690139					
		4603,125	0,787833959955642					
		4606,25	0,789957109412726					
		4609,375	0,788972704411186					
		4612,5	0,788711885764177					
		4615,625	0,788524735370631					
		4618,75	0,789278039497879					
		4621,875	0,787220306241083					
		4625	0,788702388325407					
		4628,125	0,789201157857891					
		4631,25	0,789268248356681					
		4634,375	0,789147737067517					
		4637,5	0,788609722502843					
		4640,625	0,789138614252853					
		4643,75	0,788329489110375					
		4646,875	0,788448091787935					
		4650	0,789519057280896					
		4653,125	0,789439969444273					
		4656,25	0,790017012455024					
		4659,375	0,788817469502255					
		4662,5	0,788103704518889					
		4665,625	0,789378535961039					
		4668,75	0,788932132121741					
		4671,875	0,788644347822126					
		4675	0,788031885223248					
		4678,125	0,78891354822042					
		4681,25	0,789783796641058					
		4684,375	0,789116641681192					
		4687,5	0,788984263237373					
		4690,625	0,788622125478661					
		4693,75	0,789059142927795					
		4696,875	0,789619931563133					
		4700	0,788658736552339					
		4703,125	0,789191808705052					
		4706,25	0,789199245601686					
		4709,375	0,789597458942019					
		4712,5	0,788840547825228					
		4715,625	0,788902700712887					
		4718,75	0,790322768534799					
		4721,875	0,789895579447486					
		4725	0,789083905245068					
		4728,125	0,789513018428837					
		4731,25	0,79005518499843					
		4734,375	0,790232503374714					
		4737,5	0,789717114153572					
		4740,625	0,789723813858773					
		4743,75	0,791833166189603					
		4746,875	0,790460910506052					
		4750	0,788675824191059					
		4753,125	0,787768398892481					
		4756,25	0,789495985476171					
		4759,375	0,789538359359145					
		4762,5	0,78984085604871					
		4765,625	0,788554699402499					
		4768,75	0,789372115169969					
		4771,875	0,789660911222063					
		4775	0,789385344285129					
		4778,125	0,788672397280103					
		4781,25	0,788950250986576					
		4784,375	0,788267013645299					
		4787,5	0,788115086713567					
		4790,625	0,788580850326379					
		4793,75	0,788530464449782					
		4796,875	0,788260740035732					
		4800	0,7882437043921					
		4803,125	0,786440987843583					
		4806,25	0,785244420699894					
		4809,375	0,785899029295754					
		4812,5	0,785667937512211					
		4815,625	0,78537336440477					
		4818,75	0,784634000255409					
		4821,875	0,783905956519556					
		4825	0,783398524818467					
		4828,125	0,784568564507711					
		4831,25	0,78408410301126					
		4834,375	0,782902799396401					
		4837,5	0,781859266019494					
		4840,625	0,781863539420272					
		4843,75	0,781899016269826					
		4846,875	0,781284827969351					
		4850	0,780084624462748					
		4853,125	0,778756137830756					
		4856,25	0,779152639890519					
		4859,375	0,778218811457739					
		4862,5	0,777167158254252					
		4865,625	0,778029726930585					
		4868,75	0,77637871591293					
		4871,875	0,777080912841686					
		4875	0,777364043177503					
		4878,125	0,775817441846184					
		4881,25	0,77573839998515					
		4884,375	0,775503833199023					
		4887,5	0,774433756630217					
		4890,625	0,77202750962888					
		4893,75	0,773359724437007					
		4896,875	0,77276692269665					
		4900	0,772619570232947					
		4903,125	0,773777028545146					
		4906,25	0,774300179042415					
		4909,375	0,774419392202221					
		4912,5	0,774625671226251					
		4915,625	0,774698619712343					
		4918,75	0,775235292071611					
		4921,875	0,775450947717194					
		4925	0,776444237417452					
		4928,125	0,775870564970464					
		4931,25	0,775132638976078					
		4934,375	0,776098473642621					
		4937,5	0,775188866276412					
		4940,625	0,775403621472031					
		4943,75	0,773778359487046					
		4946,875	0,772374044863307					
		4950	0,771866523471098					
		4953,125	0,770617750284659					
		4956,25	0,768154621028217					
		4959,375	0,76581131392364					
		4962,5	0,764557495133627					
		4965,625	0,762889683502514					
		4968,75	0,760435511970258					
		4971,875	0,758836239733797					
								
