Frequency in Hz	Wool_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient 1/3-octave	
2850	0,603593163106773					2850	0,939191982146435	2850	0,962179393178583					2850	0,871740276348552	2850	0,900357227023899					2850	0,857496064283224	2850	0,812914583762622					2850	0,756197397151474	2850	0,721088025002517																																			
2853,125	0,604962441906684					2853,125	0,939260826941853	2853,125	0,96204698835013					2853,125	0,872111010333498	2853,125	0,90073402791587					2853,125	0,858191622419438	2853,125	0,814007646847376					2853,125	0,757417523873999	2853,125	0,722636192072269																																			
2856,25	0,601887022910639					2856,25	0,938576466978836	2856,25	0,961817268637251					2856,25	0,871353024115036	2856,25	0,900432245955014					2856,25	0,857798180133802	2856,25	0,813526004468334					2856,25	0,756322902506358	2856,25	0,721925236322751																																			
2859,375	0,606049736135882					2859,375	0,93913948520247	2859,375	0,961737868491744					2859,375	0,871628720887134	2859,375	0,900898816403712					2859,375	0,858333102895519	2859,375	0,814392645535213					2859,375	0,757226666497082	2859,375	0,723348516605525																																			
2862,5	0,603763406828727					2862,5	0,938794769987895	2862,5	0,961540365729368					2862,5	0,871491148785072	2862,5	0,900509230200237					2862,5	0,858490241969593	2862,5	0,814598316637706					2862,5	0,7571625344476	2862,5	0,72299784610356																																			
2865,625	0,604567681163567					2865,625	0,9388534328224	2865,625	0,961323889833599					2865,625	0,871944732249618	2865,625	0,900748824120553					2865,625	0,85902659329851	2865,625	0,815640008163146					2865,625	0,758364933994438	2865,625	0,724511625461395																																			
2868,75	0,602498749652948					2868,75	0,938435055007349	2868,75	0,961172961250543					2868,75	0,871556020853629	2868,75	0,900850994732538					2868,75	0,858954752045351	2868,75	0,815826477441509					2868,75	0,758150810257514	2868,75	0,724400701333492																																			
2871,875	0,598840842358257					2871,875	0,937767244496408	2871,875	0,960859733515591					2871,875	0,870661991694153	2871,875	0,900442607100969					2871,875	0,858229849239308	2871,875	0,814878253606878					2871,875	0,756910237082789	2871,875	0,72330377906684																																			
2875	0,602246990931387					2875	0,93822383628344	2875	0,960697739333634					2875	0,871262830222611	2875	0,900835472242219					2875	0,859071435495179	2875	0,816049835852941					2875	0,758702466957266	2875	0,72500888609852																																			
2878,125	0,602642462022627					2878,125	0,938336190282097	2878,125	0,960470918977839					2878,125	0,871103409570028	2878,125	0,901082097639846					2878,125	0,859462528817368	2878,125	0,816486269217154					2878,125	0,758991689731672	2878,125	0,725372442884526																																			
2881,25	0,60178921903989					2881,25	0,938137571213449	2881,25	0,96026055832798					2881,25	0,87109533534878	2881,25	0,901030429194757					2881,25	0,859300935812782	2881,25	0,81649607998517					2881,25	0,758885456992836	2881,25	0,725653669894296																																			
2884,375	0,603028014457124					2884,375	0,938366756319069	2884,375	0,960188539687322					2884,375	0,871246404037402	2884,375	0,901153670024256					2884,375	0,859930951595215	2884,375	0,81707292580016					2884,375	0,759695004776158	2884,375	0,726682344438878																																			
2887,5	0,601096941159501					2887,5	0,937788881600763	2887,5	0,959942561366064					2887,5	0,870531073860098	2887,5	0,900915401301503					2887,5	0,859680201715226	2887,5	0,816858155308945					2887,5	0,75945511823136	2887,5	0,726352479814691																																			
2890,625	0,597959563748063					2890,625	0,937051295984604	2890,625	0,959453903331155					2890,625	0,870010970371605	2890,625	0,900719059532082					2890,625	0,859185180668712	2890,625	0,816255841763084					2890,625	0,758906975465659	2890,625	0,72621113568482																																			
2893,75	0,598357198599067					2893,75	0,937075781280271	2893,75	0,95939596807119					2893,75	0,87035382541086	2893,75	0,9011179444477					2893,75	0,859505360994484	2893,75	0,816600726613869					2893,75	0,759544260483797	2893,75	0,726877639511095																																			
2896,875	0,600838671609709					2896,875	0,937488919379652	2896,875	0,95947045287501					2896,875	0,870827960720395	2896,875	0,901554445815837					2896,875	0,860523125078043	2896,875	0,817698234572745					2896,875	0,760914895006181	2896,875	0,728491867775203																																			
2900	0,600593779594305					2900	0,937363354285259	2900	0,959358678634059					2900	0,870785337698662	2900	0,90165930936395					2900	0,860826429023874	2900	0,818055861724906					2900	0,761235043119216	2900	0,729096986041268																																			
2903,125	0,600397939138134					2903,125	0,937052472945053	2903,125	0,958993773763595					2903,125	0,870602858678804	2903,125	0,901624258164497					2903,125	0,860664128389599	2903,125	0,818199248476737					2903,125	0,761268578757115	2903,125	0,729549975861575																																			
2906,25	0,604312695529269					2906,25	0,937567748525647	2906,25	0,958965663249509					2906,25	0,871119167870273	2906,25	0,902183877143891					2906,25	0,861771869561946	2906,25	0,818868355159288					2906,25	0,762595547563563	2906,25	0,731906967521081																																			
2909,375	0,601882374051872					2909,375	0,937015119495447	2909,375	0,958616728115376					2909,375	0,870592516247778	2909,375	0,90178021592106					2909,375	0,861588496241977	2909,375	0,818438641684297					2909,375	0,762338974932119	2909,375	0,731049980244769																																			
2912,5	0,605298109720758					2912,5	0,937435196419485	2912,5	0,958708760587124					2912,5	0,871108438904114	2912,5	0,902431757068929					2912,5	0,862430784266449	2912,5	0,81915605631128					2912,5	0,763806319030051	2912,5	0,732551164147474																																			
2915,625	0,604384047810896					2915,625	0,937290625903572	2915,625	0,958509035215673					2915,625	0,871319116422829	2915,625	0,902705620135623					2915,625	0,862560948441801	2915,625	0,81912777118975					2915,625	0,765130261345758	2915,625	0,733464799849262																																			
2918,75	0,6033211096805					2918,75	0,93703803288866	2918,75	0,958188395399576					2918,75	0,870960654633167	2918,75	0,902462926389431					2918,75	0,862616666048284	2918,75	0,819085986887626					2918,75	0,764568635585258	2918,75	0,733219956441176																																			
2921,875	0,601261646257661					2921,875	0,936550638768487	2921,875	0,957936475658947					2921,875	0,870453642043808	2921,875	0,902299085883977					2921,875	0,862268266301653	2921,875	0,818641141959499					2921,875	0,764019567729561	2921,875	0,732551470253856																																			
2925	0,597483295024791					2925	0,935727473334695	2925	0,957397126140232					2925	0,869663931108023	2925	0,901901560712409					2925	0,86202565433105	2925	0,81779902652809					2925	0,763554377891154	2925	0,732223100025719																																			
2928,125	0,603202199076004					2928,125	0,936396314135622	2928,125	0,957574832557321					2928,125	0,870539037934227	2928,125	0,902680063062095					2928,125	0,863235878465934	2928,125	0,819144385855872					2928,125	0,765368213636947	2928,125	0,734589574143488																																			
2931,25	0,605840248365016					2931,25	0,936765123094891	2931,25	0,957551399496381					2931,25	0,870990219753737	2931,25	0,903048538740035					2931,25	0,86386743139122	2931,25	0,819375697994045					2931,25	0,766646422044781	2931,25	0,735789778111594																																			
2934,375	0,601870775181266					2934,375	0,935894318971991	2934,375	0,956966216863818					2934,375	0,870206679917143	2934,375	0,902903282619279					2934,375	0,863490515945897	2934,375	0,818223849449329					2934,375	0,765345781913846	2934,375	0,734612293909341																																			
2937,5	0,601971640602281					2937,5	0,935828853954079	2937,5	0,956631593360977					2937,5	0,870194836236256	2937,5	0,902922490867394					2937,5	0,863568183581737	2937,5	0,818221635551552					2937,5	0,765366862752192	2937,5	0,734626216240644																																			
2940,625	0,605218361314183					2940,625	0,936342602803123	2940,625	0,956794477587113					2940,625	0,870861046111984	2940,625	0,903219952962801					2940,625	0,864222223736297	2940,625	0,819054972649536					2940,625	0,766524885901479	2940,625	0,735956543462635																																			
2943,75	0,6066874608723					2943,75	0,936370672778072	2943,75	0,956642280402874					2943,75	0,870920145223904	2943,75	0,903448569863802					2943,75	0,864423947216906	2943,75	0,819442996414432					2943,75	0,767311366154733	2943,75	0,736807916585798																																			
2946,875	0,602617539702249					2946,875	0,935324081467714	2946,875	0,956137581668619					2946,875	0,870128070253273	2946,875	0,903233455058517					2946,875	0,863993200132836	2946,875	0,818822600907667					2946,875	0,767011360694377	2946,875	0,736467307763177																																			
2950	0,602748457411742					2950	0,93522961190819	2950	0,955965446525169					2950	0,870240658739527	2950	0,903131198809506					2950	0,864214985496388	2950	0,818663627208342					2950	0,767078469251739	2950	0,736278227433804																																			
2953,125	0,603444737805553					2953,125	0,935168781909931	2953,125	0,9556298354932					2953,125	0,870058168637969	2953,125	0,903367741576189					2953,125	0,864234814451215	2953,125	0,818767123772465					2953,125	0,767691975199049	2953,125	0,736371043552745																																			
2956,25	0,599467920070848					2956,25	0,934374321408884	2956,25	0,955232346107061					2956,25	0,869212043189771	2956,25	0,902893231766849					2956,25	0,863999330375404	2956,25	0,817348554602917					2956,25	0,767104895943378	2956,25	0,73553492229627																																			
2959,375	0,599543378722563					2959,375	0,934111401534422	2959,375	0,954923490483704					2959,375	0,869535200863524	2959,375	0,902573069623604					2959,375	0,863732680631752	2959,375	0,816717779638406					2959,375	0,767033718239663	2959,375	0,735317876967179																																			
2962,5	0,603696092314373					2962,5	0,934775671327108	2962,5	0,95495869002595					2962,5	0,870177427105404	2962,5	0,903316246124174					2962,5	0,865032331499957	2962,5	0,819016662977285					2962,5	0,770649584789166	2962,5	0,73781084729627																																			
2965,625	0,602549376570634					2965,625	0,934498045344737	2965,625	0,954513315361959					2965,625	0,869537792602973	2965,625	0,902886789862587					2965,625	0,864740593823482	2965,625	0,818116922005197					2965,625	0,770427363734362	2965,625	0,736981603436938																																			
2968,75	0,60086583078329					2968,75	0,933732501352444	2968,75	0,954153268216033					2968,75	0,868634593547216	2968,75	0,902354801818006					2968,75	0,864482848742152	2968,75	0,817174803323884					2968,75	0,769716165876161	2968,75	0,735863868154263																																			
2971,875	0,599349790301834					2971,875	0,933380435555099	2971,875	0,953840505341899					2971,875	0,86856487552123	2971,875	0,90255864727118					2971,875	0,864621759683383	2971,875	0,816986137118725					2971,875	0,771059522452321	2971,875	0,735831089501072																																			
2975	0,601678228298489					2975	0,933734678746198	2975	0,953662764641634					2975	0,868681356762321	2975	0,903009745941068					2975	0,864780421672964	2975	0,817406598048431					2975	0,771891622504836	2975	0,736557771944288																																			
2978,125	0,601041552441445					2978,125	0,933402134333717	2978,125	0,953425601422787					2978,125	0,868634891210629	2978,125	0,902728871211358					2978,125	0,86489108747903	2978,125	0,817489599726407					2978,125	0,772488006145883	2978,125	0,736349044185167																																			
2981,25	0,605257092306629					2981,25	0,93396929627132	2981,25	0,953251111209062					2981,25	0,869207954382104	2981,25	0,902899189510447					2981,25	0,86589789912367	2981,25	0,818117219872623					2981,25	0,774097899425869	2981,25	0,737389022837157																																			
2984,375	0,602502757749091					2984,375	0,933180334327828	2984,375	0,952689172417777					2984,375	0,86803725571582	2984,375	0,902518822682837					2984,375	0,865237094694291	2984,375	0,817273159557294					2984,375	0,772900058564449	2984,375	0,736262176866698																																			
2987,5	0,602193908510683					2987,5	0,932978098722036	2987,5	0,952277727562266					2987,5	0,867729410598252	2987,5	0,902569527599017					2987,5	0,865305045874596	2987,5	0,817131901280775					2987,5	0,773194652359382	2987,5	0,736072735250919																																			
2990,625	0,605263154519287					2990,625	0,933246976673013	2990,625	0,952136644546859					2990,625	0,868046384175691	2990,625	0,902836212638189					2990,625	0,865649916420467	2990,625	0,817762193816009					2990,625	0,774650963775599	2990,625	0,737039328142092																																			
2993,75	0,604633251719085					2993,75	0,932787105570976	2993,75	0,952110726950189					2993,75	0,867559630158439	2993,75	0,90292556413255					2993,75	0,865503049376146	2993,75	0,817531983589405					2993,75	0,774935327004381	2993,75	0,73670093442937																																			
2996,875	0,604513005515507					2996,875	0,932672059057285	2996,875	0,951797950945052					2996,875	0,867151985915668	2996,875	0,902603629544295					2996,875	0,865293784336254	2996,875	0,817323730521351					2996,875	0,775028342728531	2996,875	0,736626709838951																																			
3000	0,606757398757529					3000	0,93255913746438	3000	0,951275397235838					3000	0,867184357777033	3000	0,902972895746662					3000	0,866030814673603	3000	0,817584977562545					3000	0,775605345408605	3000	0,736983593218718																																			
3003,125	0,599841766387366					3003,125	0,931075684181772	3003,125	0,950428341649329					3003,125	0,865737679642761	3003,125	0,901889393019002					3003,125	0,865010042765093	3003,125	0,816320533343174					3003,125	0,774360838857318	3003,125	0,734130557778398																																			
3006,25	0,602054740733991					3006,25	0,931320991310489	3006,25	0,950192390540693					3006,25	0,865750955429202	3006,25	0,901991693376988					3006,25	0,86536534171398	3006,25	0,816684794949827					3006,25	0,77493656342686	3006,25	0,734034586617899																																			
3009,375	0,605588707225734					3009,375	0,931788691060213	3009,375	0,950169339984001					3009,375	0,86632602289322	3009,375	0,90239483126736					3009,375	0,86581535288758	3009,375	0,817348959730404					3009,375	0,775624546176477	3009,375	0,73470971804835																																			
3012,5	0,606440351882873					3012,5	0,931643395385783	3012,5	0,949777635614783					3012,5	0,866371531233507	3012,5	0,902282652454148					3012,5	0,865900987979024	3012,5	0,817323196312692					3012,5	0,776164334274442	3012,5	0,734408489232369																																			
3015,625	0,602362198425633					3015,625	0,930575919178135	3015,625	0,949184720420749					3015,625	0,865797611034316	3015,625	0,901773950169399					3015,625	0,865055385902081	3015,625	0,816256936197233					3015,625	0,775610675102301	3015,625	0,733028468013097																																			
3018,75	0,600952875325608					3018,75	0,930240757077968	3018,75	0,949053627370735					3018,75	0,865786137545018	3018,75	0,901968810393028					3018,75	0,8650548530752	3018,75	0,816248227371877					3018,75	0,775794610752173	3018,75	0,732747786024384																																			
3021,875	0,604373742246709					3021,875	0,930346930275995	3021,875	0,948837298850799					3021,875	0,86609106278531	3021,875	0,901995192889168					3021,875	0,865607120163648	3021,875	0,817412287894024					3021,875	0,777361311014376	3021,875	0,735157340578914																																			
3025	0,605265313530725					3025	0,930122077564586	3025	0,948597057184434					3025	0,865892110469186	3025	0,901771126211881					3025	0,865428138332054	3025	0,816769618345533					3025	0,776884681855222	3025	0,73389242635698																																			
3028,125	0,605426353287929					3028,125	0,929893379982634	3028,125	0,948554951512012					3028,125	0,86573529012851	3028,125	0,90156264478703					3028,125	0,864987011751438	3028,125	0,816194738089564					3028,125	0,776340584431659	3028,125	0,733171211690759																																			
3031,25	0,59923824828004					3031,25	0,928207664190923	3031,25	0,947984629960853					3031,25	0,864917815006425	3031,25	0,900754012512914					3031,25	0,863830447872214	3031,25	0,815185785065609					3031,25	0,77535412161698	3031,25	0,731455043595241																																			
3034,375	0,605883543178432					3034,375	0,929553777409483	3034,375	0,948409149849757					3034,375	0,865987309678615	3034,375	0,901381127066624					3034,375	0,86486313524236	3034,375	0,816581481179728					3034,375	0,77735315420398	3034,375	0,733503427293168																																			
3037,5	0,603736860118443					3037,5	0,928767312585547	3037,5	0,948071998010695					3037,5	0,866379670140339	3037,5	0,901057246777876					3037,5	0,864620790973657	3037,5	0,816268801906892					3037,5	0,776988989346179	3037,5	0,733385189279708																																			
3040,625	0,603993284106255					3040,625	0,928940714578743	3040,625	0,947877420270289					3040,625	0,866341468357388	3040,625	0,900827760239691					3040,625	0,864603589557763	3040,625	0,816345573419125					3040,625	0,777732644587172	3040,625	0,733766678830456																																			
3043,75	0,604679364983114					3043,75	0,92892412013383	3043,75	0,947737318862492					3043,75	0,866146348207588	3043,75	0,900403876820262					3043,75	0,863923674641761	3043,75	0,815822879431289					3043,75	0,777214748299539	3043,75	0,733775834375337																																			
3046,875	0,601058527682691					3046,875	0,928163146048131	3046,875	0,947152988721494					3046,875	0,864751165190972	3046,875	0,899519296532413					3046,875	0,862070375326142	3046,875	0,813826203397906					3046,875	0,775222351929142	3046,875	0,73173485998753																																			
3050	0,607343100089713					3050	0,929500378434216	3050	0,947416724268571					3050	0,865554798210702	3050	0,900075727204952					3050	0,862707956037667	3050	0,814943019120273					3050	0,777031968540048	3050	0,733461791400514																																			
3053,125	0,607046743120483					3053,125	0,929641306034805	3053,125	0,947131792431065					3053,125	0,8654356977998	3053,125	0,899548599681955					3053,125	0,861853161124248	3053,125	0,814254980474531					3053,125	0,776702084544018	3053,125	0,732437202216993																																			
3056,25	0,608128327132587					3056,25	0,929910978248629	3056,25	0,947082075525926					3056,25	0,865461155619779	3056,25	0,899082702444459					3056,25	0,86154393053343	3056,25	0,814349152102057					3056,25	0,776617465635075	3056,25	0,733305067873354																																			
3059,375	0,60694031953838					3059,375	0,929184236806242	3059,375	0,94668840160765					3059,375	0,86461034479184	3059,375	0,898355680685696					3059,375	0,860419559008107	3059,375	0,813094929472295					3059,375	0,77540333632446	3059,375	0,732073168803494																																			
3062,5	0,609312379210489					3062,5	0,929519952499845	3062,5	0,946478188384256					3062,5	0,864656509281875	3062,5	0,89844007358628					3062,5	0,860563802446124	3062,5	0,812064055577905					3062,5	0,775709678520786	3062,5	0,731640413439649																																			
3065,625	0,612256350144851					3065,625	0,930145507568314	3065,625	0,94665593597064					3065,625	0,864638539247728	3065,625	0,898511855038132					3065,625	0,860455918255695	3065,625	0,812346408404206					3065,625	0,775978110053316	3065,625	0,731778036917669																																			
3068,75	0,613659875305597					3068,75	0,930224012913991	3068,75	0,946422712732097					3068,75	0,86476863160953	3068,75	0,8985588749172					3068,75	0,86035848540704	3068,75	0,811992595471679					3068,75	0,776020412858892	3068,75	0,732211005849539																																			
3071,875	0,614922933012862					3071,875	0,930530008412704	3071,875	0,946277209586599					3071,875	0,86487431397313	3071,875	0,898674347186207					3071,875	0,860707956727827	3071,875	0,811393258107437					3071,875	0,775670914410491	3071,875	0,732374976981189																																			
3075	0,614305509021803					3075	0,930100160682758	3075	0,945925931703744					3075	0,864722840328009	3075	0,898228680753653					3075	0,860778969850006	3075	0,810496378996175					3075	0,77517236660159	3075	0,73090722257915																																			
3078,125	0,617382001772711					3078,125	0,930402988727243	3078,125	0,946157774844224					3078,125	0,86530141426399	3078,125	0,898735006562629					3078,125	0,8613716964042	3078,125	0,811764739573824					3078,125	0,776147798149252	3078,125	0,731967157112503																																			
3081,25	0,619649509108663					3081,25	0,93050473444076	3081,25	0,946059529229515					3081,25	0,865289551543014	3081,25	0,899123589110183					3081,25	0,862055950759757	3081,25	0,812043349473494					3081,25	0,776354516979078	3081,25	0,732425422138278																																			
3084,375	0,61847462399642					3084,375	0,930262126630724	3084,375	0,945722656807074					3084,375	0,865049774110347	3084,375	0,89875440068935					3084,375	0,861973966665675	3084,375	0,811268314210104					3084,375	0,775492628695826	3084,375	0,73158891718317																																			
3087,5	0,618339659092427					3087,5	0,930252702319316	3087,5	0,945742892310255					3087,5	0,86464422020859	3087,5	0,898859796325757					3087,5	0,861322919159395	3087,5	0,811200356291046					3087,5	0,774605226302159	3087,5	0,731224324246214																																			
3090,625	0,615085079371561					3090,625	0,92909591267611	3090,625	0,945473537510587					3090,625	0,86437718975941	3090,625	0,898492231267652					3090,625	0,861212886147113	3090,625	0,80980588884561					3090,625	0,773538386679993	3090,625	0,729667249821322																																			
3093,75	0,61480250239604					3093,75	0,92881685243316	3093,75	0,945499667548542					3093,75	0,863696357482938	3093,75	0,898004088595246					3093,75	0,861274684153146	3093,75	0,809656800913563					3093,75	0,772825515836403	3093,75	0,728383370028619																																			
3096,875	0,617429195634417					3096,875	0,929218829715595	3096,875	0,945309494254547					3096,875	0,863804732136079	3096,875	0,898203934183385					3096,875	0,862247014078127	3096,875	0,810556529249219					3096,875	0,773595300353555	3096,875	0,729025908077891																																			
3100	0,621044156825766					3100	0,929752312559402	3100	0,945352087211431					3100	0,864916553587993	3100	0,898931331049905					3100	0,863760454876381	3100	0,813189793746735					3100	0,775301108190828	3100	0,731386653434606																																			
3103,125	0,621502195930153					3103,125	0,929866082312881	3103,125	0,945328305460709					3103,125	0,86483269552939	3103,125	0,899367570191872					3103,125	0,86386095919385	3103,125	0,813297265231371					3103,125	0,77483890501986	3103,125	0,731278280887006																																			
3106,25	0,622801790345676					3106,25	0,929337489142816	3106,25	0,944902095968537					3106,25	0,864441384992707	3106,25	0,899569502865221					3106,25	0,863964044293341	3106,25	0,81273505228153					3106,25	0,773913618938552	3106,25	0,730454540261018																																			
3109,375	0,622647481255616					3109,375	0,929522834482408	3109,375	0,944725616797833					3109,375	0,864738548129829	3109,375	0,899734531918813					3109,375	0,864447854547725	3109,375	0,813011392941858					3109,375	0,774800975630394	3109,375	0,731774949512733																																			
3112,5	0,620020998120595					3112,5	0,928928943711447	3112,5	0,944202770661373					3112,5	0,864521676736136	3112,5	0,899245300461779					3112,5	0,864209729473855	3112,5	0,812512266660416					3112,5	0,773883297631224	3112,5	0,730142613712732																																			
3115,625	0,623175054066724					3115,625	0,929167473435908	3115,625	0,944443253669098					3115,625	0,864576272917795	3115,625	0,899397105066074					3115,625	0,863962275879473	3115,625	0,813078315928055					3115,625	0,773322592836524	3115,625	0,729350795499635																																			
3118,75	0,620774248538385					3118,75	0,928691005361166	3118,75	0,944403328672776					3118,75	0,864338579466134	3118,75	0,899272597965453					3118,75	0,863678198186811	3118,75	0,812949632771324					3118,75	0,77283572330381	3118,75	0,729346058064871																																			
3121,875	0,61618918467696					3121,875	0,9280767687008	3121,875	0,943649942510785					3121,875	0,863169851838619	3121,875	0,898761960455457					3121,875	0,8625032870388	3121,875	0,811801904689736					3121,875	0,772074696656086	3121,875	0,729002044865385																																			
3125	0,621769558152144					3125	0,928292577351512	3125	0,943798616408573					3125	0,863537920816341	3125	0,899260789711895					3125	0,86440831992377	3125	0,812078557217024					3125	0,772093181874358	3125	0,728857944675967																																			
3128,125	0,621835462482668					3128,125	0,928386249206694	3128,125	0,943301672022501					3128,125	0,863681569869346	3128,125	0,899086798208027					3128,125	0,864445040269252	3128,125	0,812331598771009					3128,125	0,771582706586811	3128,125	0,728541483803201																																			
3131,25	0,622151791111698					3131,25	0,928050865052901	3131,25	0,943318185207911					3131,25	0,864191643599507	3131,25	0,899457566322401					3131,25	0,864868084789247	3131,25	0,813814484234956					3131,25	0,772266951688963	3131,25	0,729398804474282																																			
3134,375	0,623047838171291					3134,375	0,927819968557242	3134,375	0,943001147392404					3134,375	0,863534560954724	3134,375	0,898746461401211					3134,375	0,864991809935271	3134,375	0,813362854116686					3134,375	0,772331614637939	3134,375	0,72878595750854																																			
3137,5	0,626403063255644					3137,5	0,92888088927825	3137,5	0,943519752813719					3137,5	0,863948192078339	3137,5	0,89894502065008					3137,5	0,865760635145404	3137,5	0,814028506760286					3137,5	0,772922363997416	3137,5	0,729083157066204																																			
3140,625	0,623780150591481					3140,625	0,928409602323987	3140,625	0,943452748827619					3140,625	0,864248462775112	3140,625	0,899321973054711					3140,625	0,865550266125918	3140,625	0,814315667956961					3140,625	0,773036803992453	3140,625	0,730367854500032																																			
3143,75	0,624610122332439					3143,75	0,92824534464888	3143,75	0,943509447461527					3143,75	0,863798299406515	3143,75	0,898928459041075					3143,75	0,864789668567969	3143,75	0,813660591982013					3143,75	0,772446675316355	3143,75	0,729178537536832																																			
3146,875	0,625212125386428					3146,875	0,928040633456541	3146,875	0,943144557516668					3146,875	0,864213875609365	3146,875	0,899250569681289					3146,875	0,865292595643834	3146,875	0,814354153395518					3146,875	0,771832548001288	3146,875	0,729602519886099																																			
3150	0,625976409465174					3150	0,927930045106111	3150	0,942669191682742					3150	0,864419627390803	3150	0,89964258479622					3150	0,866360298995252	3150	0,815196331625598					3150	0,773076257037924	3150	0,732231011246475																																			
3153,125	0,622979405001232					3153,125	0,927496155995956	3153,125	0,942545042017417					3153,125	0,864900954322344	3153,125	0,899537482000382					3153,125	0,866354601056293	3153,125	0,814454989852122					3153,125	0,772772741396437	3153,125	0,731190054703619																																			
3156,25	0,626695378715868					3156,25	0,927881290628522	3156,25	0,942879379450188					3156,25	0,865240731976371	3156,25	0,899879212769211					3156,25	0,866568941160306	3156,25	0,814917118750775					3156,25	0,771384672863745	3156,25	0,730520004497413																																			
3159,375	0,627354709419197					3159,375	0,927995592240847	3159,375	0,942556911884409					3159,375	0,864987650748085	3159,375	0,900271158004608					3159,375	0,866737003075574	3159,375	0,816248589792317					3159,375	0,771373627726896	3159,375	0,73093799496554																																			
3162,5	0,634277721314439					3162,5	0,92893001522315	3162,5	0,942799597810422					3162,5	0,86534159390684	3162,5	0,901071150604514					3162,5	0,867425387084362	3162,5	0,81692767046692					3162,5	0,773712667427253	3162,5	0,732336502056436																																			
3165,625	0,633022266433226					3165,625	0,92776919461943	3165,625	0,942205920403562					3165,625	0,866024549220476	3165,625	0,901674429585322					3165,625	0,867441050109219	3165,625	0,817381020360558					3165,625	0,774768195778236	3165,625	0,732099785034967																																			
3168,75	0,626927654405999					3168,75	0,927231155750208	3168,75	0,941611590312141					3168,75	0,86605446874428	3168,75	0,901051472297861					3168,75	0,867459640428696	3168,75	0,817110312886036					3168,75	0,774151197012389	3168,75	0,731020488212734																																			
3171,875	0,629562658050317					3171,875	0,928023098553281	3171,875	0,942498943099883					3171,875	0,866053076366005	3171,875	0,901643113946803					3171,875	0,868012750740669	3171,875	0,818662387777119					3171,875	0,774281189468918	3171,875	0,733742196896258																																			
3175	0,629672319649496					3175	0,928040969002321	3175	0,942386481903735					3175	0,86573451647105	3175	0,901064119826026					3175	0,868555765577328	3175	0,818236094546608					3175	0,772842113648026	3175	0,732450475536444																																			
3178,125	0,627193713430938					3178,125	0,927468795200168	3178,125	0,94191984593146					3178,125	0,865645779513181	3178,125	0,901235509160897					3178,125	0,869149080221663	3178,125	0,819511275152221					3178,125	0,773713609936878	3178,125	0,733752127292775																																			
3181,25	0,6256576021536					3181,25	0,927351048030478	3181,25	0,942116362402725					3181,25	0,864603815104832	3181,25	0,901016523682922					3181,25	0,868602662336693	3181,25	0,818289427508559					3181,25	0,772396162607862	3181,25	0,732059035116036																																			
3184,375	0,626668821601659					3184,375	0,92683986014897	3184,375	0,94155550172888					3184,375	0,864942939505187	3184,375	0,901025860978143					3184,375	0,867906871835328	3184,375	0,817173093811634					3184,375	0,770052175437424	3184,375	0,730549926858522																																			
