Frequency in Hz	Wool_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient 1/3-octave	
1146,875	0,289248230975751	690,625	0,1771949025625	690,625	0,322905944741629	1146,875	0,588969136070281	1146,875	0,821298347256322	690,625	0,346094418271429	690,625	0,575832433421395	1146,875	0,856112659062795	1146,875	0,909359545814661	690,625	0,599685156800588	690,625	0,607181712071942	1146,875	0,740847811961977	1146,875	0,67646056783145	690,625	0,566741431344531	690,625	0,501182139605173	1146,875	0,578988637857005	1146,875	0,541017412256775																																			
1150	0,298231141740712	693,75	0,177402860702978	693,75	0,323048777217103	1150	0,593933066993459	1150	0,823950678693668	693,75	0,344055891126402	693,75	0,575943306916871	1150	0,858886267843088	1150	0,90944067771147	693,75	0,599969236595335	693,75	0,607495443595012	1150	0,746704018221777	1150	0,679791681645151	693,75	0,567348621739538	693,75	0,501678184596933	1150	0,58101184723888	1150	0,542986861396909																																			
1153,125	0,299370828082543	696,875	0,177570607274671	696,875	0,324705192662877	1153,125	0,595197191815057	1153,125	0,824942022999096	696,875	0,341076363888644	696,875	0,577220144233315	1153,125	0,85995127885131	1153,125	0,90856770840365	696,875	0,601803063746795	696,875	0,60855025490987	1153,125	0,75185131240638	1153,125	0,682508035757448	696,875	0,568044234403186	696,875	0,501773143021004	1153,125	0,582273543782613	1153,125	0,544236234687579																																			
1156,25	0,294081627258644	700	0,180643609277683	700	0,329293910464917	1156,25	0,591684279148134	1156,25	0,824226083151676	700	0,343694604217346	700	0,579407381885748	1156,25	0,861608513531403	1156,25	0,907922966073202	700	0,604382327540516	700	0,610119189118415	1156,25	0,75248540881327	1156,25	0,681487566971101	700	0,568978200449614	700	0,502676283654642	1156,25	0,579550640967002	1156,25	0,541725636480565																																			
1159,375	0,292342698748541	703,125	0,178759472651521	703,125	0,329435211616137	1159,375	0,593138693976369	1159,375	0,825547824994844	703,125	0,343534380707423	703,125	0,579890219272063	1159,375	0,863629603363755	1159,375	0,907915383984185	703,125	0,605444811596547	703,125	0,610640329109317	1159,375	0,756697479218702	1159,375	0,682253739874247	703,125	0,56893786357101	703,125	0,502478732965243	1159,375	0,578144497380038	1159,375	0,539232461884997																																			
1162,5	0,297923194192247	706,25	0,17814197756527	706,25	0,329659848150223	1162,5	0,594169900148409	1162,5	0,826283047642661	706,25	0,343554491640222	706,25	0,580483404154137	1162,5	0,864239817585217	1162,5	0,907167132202094	706,25	0,606511696432585	706,25	0,611485946332372	1162,5	0,761817097658471	1162,5	0,684747079353696	706,25	0,570076558094157	706,25	0,503352151146947	1162,5	0,579374573871924	1162,5	0,541305647639281																																			
1165,625	0,301521039518183	709,375	0,182822996585452	709,375	0,33478618431843	1165,625	0,597563675326841	1165,625	0,828119794981911	709,375	0,349939983624242	709,375	0,583247589988742	1165,625	0,865704657940239	1165,625	0,906795805676444	709,375	0,60938348650407	709,375	0,613949638864639	1165,625	0,770682871482967	1165,625	0,689535624257281	709,375	0,572729563395009	709,375	0,506089969020029	1165,625	0,581900426241696	1165,625	0,54381829723037																																			
1168,75	0,300274736256211	712,5	0,183987702109078	712,5	0,340040325417154	1168,75	0,599158977191482	1168,75	0,829278206950807	712,5	0,363541894394311	712,5	0,58455813809283	1168,75	0,866000308292817	1168,75	0,906589797343003	712,5	0,612062539605475	712,5	0,614361127475178	1168,75	0,775217005260933	1168,75	0,690685399858131	712,5	0,572247695515787	712,5	0,504785128201425	1168,75	0,581905315127602	1168,75	0,543439535244886																																			
1171,875	0,297274371952538	715,625	0,179930511796583	715,625	0,337473362476658	1171,875	0,597910191180553	1171,875	0,829892311904834	715,625	0,361696954149932	715,625	0,583492420609191	1171,875	0,866240623212282	1171,875	0,905866126283843	715,625	0,611397729445785	715,625	0,613629297795566	1171,875	0,782761503420604	1171,875	0,694009997679309	715,625	0,571537931916242	715,625	0,503691463894841	1171,875	0,58215631007786	1171,875	0,543835096382519																																			
1175	0,300098135175514	718,75	0,177743774270587	718,75	0,337074620839412	1175	0,601431392598275	1175	0,83181235976393	718,75	0,366981462840485	718,75	0,583633798457853	1175	0,867413211989545	1175	0,906008079534525	718,75	0,612232499007081	718,75	0,613954325899779	1175	0,790722865714874	1175	0,698013149682174	718,75	0,572036781940303	718,75	0,503310971575435	1175	0,582493418827363	1175	0,544974273083774																																			
1178,125	0,300016528591716	721,875	0,183187747278657	721,875	0,342790594206249	1178,125	0,602163341613454	1178,125	0,83237199020582	721,875	0,381409596439279	721,875	0,585958709220336	1178,125	0,86791717483015	1178,125	0,905552955711214	721,875	0,61489209386302	721,875	0,615990594162278	1178,125	0,796839097294105	1178,125	0,70029709865205	721,875	0,574058955919351	721,875	0,505229473985495	1178,125	0,582195237932499	1178,125	0,544378493378791																																			
1181,25	0,299546765163719	725	0,179022149464641	725	0,341316276877111	1181,25	0,603643016715227	1181,25	0,833077774492662	725	0,385370560795905	725	0,586069794117089	1181,25	0,868483497395163	1181,25	0,905287856994918	725	0,615298330513593	725	0,61612264024683	1181,25	0,803013496471556	1181,25	0,70285182866801	725	0,57399799366462	725	0,50451462327305	1181,25	0,582273163028441	1181,25	0,544220007248016																																			
1184,375	0,302225623469433	728,125	0,185601394391196	728,125	0,348679132326501	1184,375	0,606056795884558	1184,375	0,835231142690686	728,125	0,402058370965015	728,125	0,58927402516464	1184,375	0,869417747065132	1184,375	0,904817178650159	728,125	0,619203646676239	728,125	0,618705884765053	1184,375	0,813997472181074	1184,375	0,708618268946902	728,125	0,576191939791501	728,125	0,506660347031466	1184,375	0,583650708150412	1184,375	0,54496291566849																																			
1187,5	0,304438689830795	731,25	0,182063240550988	731,25	0,347110335525621	1187,5	0,607569561929854	1187,5	0,836385824638249	731,25	0,408523402508421	731,25	0,588483076594752	1187,5	0,870302113652971	1187,5	0,90463193226827	731,25	0,618910640067867	731,25	0,618085429250192	1187,5	0,820277389355109	1187,5	0,71052308030809	731,25	0,575221153849577	731,25	0,505352783851987	1187,5	0,581918532868794	1187,5	0,543255898496319																																			
1190,625	0,30585979531491	734,375	0,183441779665519	734,375	0,349532652998967	1190,625	0,60979010344516	1190,625	0,837595442724858	734,375	0,421262719988243	734,375	0,590046386186293	1190,625	0,871293854464359	1190,625	0,904087380980282	734,375	0,620934863045583	734,375	0,619541310374863	1190,625	0,829170959181226	1190,625	0,716850005607119	734,375	0,576115382806417	734,375	0,506266827790327	1190,625	0,584242392438549	1190,625	0,545842194498536																																			
1193,75	0,303434270513806	737,5	0,180685564731951	737,5	0,347828853474874	1193,75	0,608892495865617	1193,75	0,837843022451666	737,5	0,427731909675496	737,5	0,58942329770549	1193,75	0,872141299178525	1193,75	0,90325982779202	737,5	0,620935998954303	737,5	0,619323747157422	1193,75	0,836655400344702	1193,75	0,722329176296798	737,5	0,57559999433393	737,5	0,505372908323219	1193,75	0,586329066012026	1193,75	0,547813735197166																																			
1196,875	0,311085230157218	740,625	0,189196565901954	740,625	0,357177275042521	1196,875	0,612814459473578	1196,875	0,840263642426111	740,625	0,445208710962103	740,625	0,593556372305004	1196,875	0,873773784288963	1196,875	0,903366955769439	740,625	0,62546078566407	740,625	0,622574422593073	1196,875	0,844796209780193	1196,875	0,729378432438376	740,625	0,579011919555957	740,625	0,50850603195101	1196,875	0,589501203499451	1196,875	0,550402236812983																																			
1200	0,311576520610621	743,75	0,195022122552258	743,75	0,363786626628416	1200	0,615420805368869	1200	0,841608107918331	743,75	0,459720132896456	743,75	0,596405883667426	1200	0,874851600658407	1200	0,902788466801552	743,75	0,628942107071206	743,75	0,625329849205451	1200	0,853580173473719	1200	0,733873614418452	743,75	0,58169013404847	743,75	0,510997514641609	1200	0,586964710147359	1200	0,54843739560052																																			
1203,125	0,310686476084274	746,875	0,185200486102858	746,875	0,35837917060962	1203,125	0,617193171115109	1203,125	0,843218521172372	746,875	0,463981333220504	746,875	0,59443733067077	1203,125	0,876117940878236	1203,125	0,902533788156099	746,875	0,627712927973042	746,875	0,623948991242877	1203,125	0,860179691367099	1203,125	0,740358278206484	746,875	0,57964946988292	746,875	0,507902023268091	1203,125	0,58753179823245	1203,125	0,549674840696519																																			
1206,25	0,319901194149036	750	0,183484243236248	750	0,357991858281998	1206,25	0,622587956252054	1206,25	0,845120558758089	750	0,471609269799573	750	0,59398664195894	1206,25	0,877198042034883	1206,25	0,902502979667892	750	0,628533231423447	750	0,623620426928799	1206,25	0,865357584670986	1206,25	0,746620780407526	750	0,579035433824079	750	0,507223958282378	1206,25	0,590136294863544	1206,25	0,5531230853661																																			
1209,375	0,318366866445668	753,125	0,185854313768888	753,125	0,361218077710032	1209,375	0,623395632269587	1209,375	0,845872335344877	753,125	0,480453903687755	753,125	0,594547109531357	1209,375	0,878015881006193	1209,375	0,902132622184836	753,125	0,629834271340414	753,125	0,624494332927624	1209,375	0,87227497308274	1209,375	0,751690953279932	753,125	0,579685446820537	753,125	0,507888474769809	1209,375	0,586229602401862	1209,375	0,549238787900538																																			
1212,5	0,314993284500612	756,25	0,190777708458383	756,25	0,365672076591797	1212,5	0,624313698220821	1212,5	0,848052346720043	756,25	0,491521165377853	756,25	0,596947762923849	1212,5	0,879009407135201	1212,5	0,90218582285153	756,25	0,632427826782568	756,25	0,627041355773949	1212,5	0,877853776034722	1212,5	0,75988732657876	756,25	0,582076509082819	756,25	0,510459905719463	1212,5	0,586249643474787	1212,5	0,548967356654473																																			
1215,625	0,315476720460139	759,375	0,195673897718047	759,375	0,369293355794547	1215,625	0,625021223626241	1215,625	0,848671834842435	759,375	0,503857290242732	759,375	0,600327677280056	1215,625	0,880124637342663	1215,625	0,901496736558646	759,375	0,63574846850956	759,375	0,630451235274295	1215,625	0,88291939822409	1215,625	0,766209566961239	759,375	0,585779898576512	759,375	0,514745553601682	1215,625	0,587680366645331	1215,625	0,550285467392866																																			
1218,75	0,31744286924299	762,5	0,188876585949779	762,5	0,364952743448396	1218,75	0,626063817857889	1218,75	0,851116743190407	762,5	0,505108931552652	762,5	0,598275786921914	1218,75	0,882780328019806	1218,75	0,900446196626813	762,5	0,634574377694734	762,5	0,629115801168682	1218,75	0,890923677766685	1218,75	0,778480151181821	762,5	0,584300821137068	762,5	0,512634215686596	1218,75	0,589312428925393	1218,75	0,55111436027506																																			
1221,875	0,320677452389436	765,625	0,192654901046156	765,625	0,369646816585231	1221,875	0,629766723872321	1221,875	0,852316127930136	765,625	0,512419078143475	765,625	0,598658230548419	1221,875	0,882590198598577	1221,875	0,900305826236128	765,625	0,635963688878189	765,625	0,629331918446563	1221,875	0,89093870315329	1221,875	0,785379389528735	765,625	0,583892841344532	765,625	0,511382508256132	1221,875	0,590585213691046	1221,875	0,553154918503973																																			
1225	0,317555671020356	768,75	0,191131969561152	768,75	0,371219624558329	1225	0,628595634661664	1225	0,852520276006569	768,75	0,520083180260487	768,75	0,598121781593542	1225	0,882809896459821	1225	0,89975276612308	768,75	0,636990086553569	768,75	0,629047480017057	1225	0,893764788222804	1225	0,791069474337641	768,75	0,582568010109212	768,75	0,50931449462957	1225	0,588560586242004	1225	0,551575277991256																																			
1228,125	0,319043269703246	771,875	0,197198645528949	771,875	0,378607885865321	1228,125	0,632739850152976	1228,125	0,855975666806854	771,875	0,528435760915523	771,875	0,600088816445701	1228,125	0,884590785043734	1228,125	0,89948663649784	771,875	0,639395875815761	771,875	0,630471384137147	1228,125	0,896229108585769	1228,125	0,804592786359377	771,875	0,58358757616584	771,875	0,510356316178497	1228,125	0,589434474154216	1228,125	0,552196140219751																																			
1231,25	0,319215732476187	775	0,194313579972572	775	0,37671465657354	1231,25	0,632957101981992	1231,25	0,856731200244413	775	0,531402235693061	775	0,600440381974558	1231,25	0,88544896180007	1231,25	0,899442705973659	775	0,639953568059075	775	0,631287955831066	1231,25	0,898706082779405	1231,25	0,811256979350186	775	0,584466059306848	775	0,511813104721754	1231,25	0,589468043217343	1231,25	0,551501655882487																																			
1234,375	0,317661201941041	778,125	0,19801285561956	778,125	0,380468723993218	1234,375	0,633021516128865	1234,375	0,857498481285495	778,125	0,539433643651648	778,125	0,603278279431022	1234,375	0,886372034914515	1234,375	0,898811635260228	778,125	0,642761143537997	778,125	0,634386674050568	1234,375	0,899471035612003	1234,375	0,82030309783264	778,125	0,587595237322335	778,125	0,51511271973511	1234,375	0,59151259589565	1234,375	0,554037783049852																																			
1237,5	0,31805772992493	781,25	0,197709272274711	781,25	0,382054194787799	1237,5	0,633446434572213	1237,5	0,858722539255271	781,25	0,544199741735381	781,25	0,602500995499432	1237,5	0,886035839104381	1237,5	0,897741449747998	781,25	0,643171152589	781,25	0,634192412050446	1237,5	0,899955820965734	1237,5	0,832124007804704	781,25	0,587074825040299	781,25	0,51393367812216	1237,5	0,586582389520961	1237,5	0,551359629006625																																			
1240,625	0,325128050258406	784,375	0,201813478053381	784,375	0,386970455328342	1240,625	0,638123933930944	1240,625	0,861070593249374	784,375	0,55071801832532	784,375	0,603457911934678	1240,625	0,886280494739926	1240,625	0,897860579583311	784,375	0,645010332633475	784,375	0,635622908404811	1240,625	0,898324474642314	1240,625	0,838031272366079	784,375	0,588336736243577	784,375	0,514834753224114	1240,625	0,588532275608591	1240,625	0,553262139083157																																			
1243,75	0,320504419784347	787,5	0,202090206648687	787,5	0,389770034493462	1243,75	0,639483171203829	1243,75	0,862552971916263	787,5	0,555056615384897	787,5	0,602791430061306	1243,75	0,88657108326873	1243,75	0,898146938537602	787,5	0,645652893302625	787,5	0,635630326744932	1243,75	0,896648890985932	1243,75	0,847309038408885	787,5	0,587718174580344	787,5	0,513249708043421	1243,75	0,591585405843025	1243,75	0,554248272765903																																			
1246,875	0,32174719130696	790,625	0,20223263259144	790,625	0,391429949116278	1246,875	0,641825806365938	1246,875	0,863607299864487	790,625	0,55908171206091	790,625	0,603070134063202	1246,875	0,887264825802729	1246,875	0,897839220995115	790,625	0,64733349862589	790,625	0,636413499718141	1246,875	0,894751568199561	1246,875	0,853573237831578	790,625	0,58763392652659	790,625	0,512871701143546	1246,875	0,591966150672077	1246,875	0,554922708248349																																			
1250	0,329441749389182	793,75	0,202307692003702	793,75	0,392482820137493	1250	0,646439193609152	1250	0,866303930711377	793,75	0,56224093811388	793,75	0,603083535957239	1250	0,887433635507063	1250	0,898166122777968	793,75	0,646911056738495	793,75	0,636075415841484	1250	0,890716183061643	1250	0,856036205310313	793,75	0,587260157460985	793,75	0,51241762928442	1250	0,593723151170594	1250	0,5581802697652																																			
1253,125	0,323245309481518	796,875	0,197905091539738	796,875	0,390007830374335	1253,125	0,64506689535485	1253,125	0,866949246772922	796,875	0,564205388573647	796,875	0,603014897255405	1253,125	0,887160542456339	1253,125	0,897800183083062	796,875	0,647295870937285	796,875	0,637360774643267	1253,125	0,888466654940797	1253,125	0,86067832905554	796,875	0,588877930918655	796,875	0,514399510597237	1253,125	0,591693533375774	1253,125	0,555668514832499																																			
1256,25	0,328351727661072	800	0,199307788924884	800	0,392873881602362	1256,25	0,649077266765045	1256,25	0,869315847673141	800	0,567222056947096	800	0,602873679184364	1256,25	0,88757619686643	1256,25	0,897408180239455	800	0,647792507842033	800	0,637494503754972	1256,25	0,885677051773518	1256,25	0,864862178656242	800	0,589312509851802	800	0,514550401480628	1256,25	0,591710108953297	1256,25	0,555461732504811																																			
1259,375	0,328364420655268	803,125	0,193933459377948	803,125	0,390892804942227	1259,375	0,650793554764755	1259,375	0,870309946219121	803,125	0,568957910579993	803,125	0,602030561809532	1259,375	0,887043716996907	1259,375	0,89736844894539	803,125	0,647695704599752	803,125	0,636782901376578	1259,375	0,881649219835758	1259,375	0,864635550260277	803,125	0,588913375452859	803,125	0,512956883551416	1259,375	0,593041335269182	1259,375	0,55788870965333																																			
1262,5	0,329425297735039	806,25	0,20029531908347	806,25	0,395157699400424	1262,5	0,652642402203964	1262,5	0,87131575461646	806,25	0,573099412017599	806,25	0,601433959383168	1262,5	0,886585516642349	1262,5	0,896659636610161	806,25	0,64893301534438	806,25	0,637038140099431	1262,5	0,8779460304735	1262,5	0,864101866260518	806,25	0,587923854244155	806,25	0,512070656370208	1262,5	0,594565495180818	1262,5	0,560589332330732																																			
1265,625	0,330314743123847	809,375	0,208760242280684	809,375	0,406466240686035	1265,625	0,654188634728376	1265,625	0,872478764420897	809,375	0,584754370590628	809,375	0,60571142284871	1265,625	0,886689313182321	1265,625	0,896167517798662	809,375	0,654112067599843	809,375	0,64054386397492	1265,625	0,875601188696495	1265,625	0,863828668388265	809,375	0,590136386471798	809,375	0,513227311080446	1265,625	0,594453547507218	1265,625	0,559754192471099																																			
1268,75	0,329162052680234	812,5	0,203817197759102	812,5	0,400240435725895	1268,75	0,6548398539941	1268,75	0,873486516530801	812,5	0,580338265091239	812,5	0,602442202827711	1268,75	0,886040225458513	1268,75	0,895595958361842	812,5	0,651229241014159	812,5	0,638994231266899	1268,75	0,87108087915187	1268,75	0,860325061279735	812,5	0,589542761440633	812,5	0,513417184727865	1268,75	0,594589109023486	1268,75	0,55877227487335																																			
1271,875	0,33522831148114	815,625	0,202833908274906	815,625	0,399189980742603	1271,875	0,658584823921542	1271,875	0,874813195512871	815,625	0,582713339699969	815,625	0,603451511006048	1271,875	0,885975642120099	1271,875	0,895636907955839	815,625	0,652909820564379	815,625	0,641532774083991	1271,875	0,868050645494543	1271,875	0,85584212789857	815,625	0,591633086718745	815,625	0,515902752113922	1271,875	0,596896479125081	1271,875	0,561983041561128																																			
1275	0,334640597370057	818,75	0,210615758453969	818,75	0,407251924204506	1275	0,659311834387987	1275	0,875461898080066	818,75	0,589373197070401	818,75	0,604840962294693	1275	0,886028456183842	1275	0,895271745142891	818,75	0,655390914378399	818,75	0,642542700901698	1275	0,865228542798175	1275	0,852101291233323	818,75	0,59155255988365	818,75	0,515314244471928	1275	0,597395675849187	1275	0,562644684353761																																			
1278,125	0,336078158677984	821,875	0,21194701957446	821,875	0,408925584874601	1278,125	0,662238910223537	1278,125	0,876763423676844	821,875	0,591680392522989	821,875	0,605186965676368	1278,125	0,88541643134162	1278,125	0,894939735737804	821,875	0,656133617838267	821,875	0,643629744503602	1278,125	0,861329111373954	1278,125	0,844628449530297	821,875	0,594148040959307	821,875	0,518615893728112	1278,125	0,598456178221972	1278,125	0,564400731489153																																			
1281,25	0,333149691557457	825	0,205295862480616	825	0,404488098016621	1281,25	0,66205105463939	1281,25	0,877313656016894	825	0,590199469116636	825	0,60402800616021	1281,25	0,885138731634607	1281,25	0,894438057469621	825	0,655578208369045	825	0,643932575543566	1281,25	0,857798822880165	1281,25	0,838926372941333	825	0,595368774413784	825	0,520929917506853	1281,25	0,597413603170045	1281,25	0,562630302115425																																			
1284,375	0,334523142888031	828,125	0,207720583295877	828,125	0,408704073095885	1284,375	0,663585352876624	1284,375	0,878169853251313	828,125	0,594982593058523	828,125	0,6048024085043	1284,375	0,885150027992118	1284,375	0,894264391683231	828,125	0,656789759622497	828,125	0,645012443812853	1284,375	0,855831443292282	1284,375	0,834374168485491	828,125	0,59509584514879	828,125	0,520382184711073	1284,375	0,598767045275287	1284,375	0,563827620972387																																			
1287,5	0,331686111378466	831,25	0,239770234644082	831,25	0,432097911906236	1287,5	0,662943480669917	1287,5	0,878437269406387	831,25	0,610987913840268	831,25	0,614855214191308	1287,5	0,884328898968638	1287,5	0,893886681267586	831,25	0,664145412457522	831,25	0,650936982947754	1287,5	0,85289742824319	1287,5	0,827743903726829	831,25	0,599636191145194	831,25	0,525585141074695	1287,5	0,597925146595941	1287,5	0,562318739909284																																			
1290,625	0,333221004851701	834,375	0,232157788144185	834,375	0,427254075733604	1290,625	0,665005563055271	1290,625	0,879158800510491	834,375	0,608727838445875	834,375	0,609643205744405	1290,625	0,883650970389089	1290,625	0,893133178104205	834,375	0,662941573687003	834,375	0,64888405484031	1290,625	0,849464648150476	1290,625	0,820001691557473	834,375	0,596657661139487	834,375	0,519050742951142	1290,625	0,596997432528356	1290,625	0,561365944850807																																			
1293,75	0,337727476673303	837,5	0,216523386086665	837,5	0,416078394545138	1293,75	0,668259225531235	1293,75	0,880054305794912	837,5	0,602580637344133	837,5	0,603034777453787	1293,75	0,883778442970736	1293,75	0,893180055314117	837,5	0,657761034792469	837,5	0,64533990923426	1293,75	0,847736417132239	1293,75	0,815776458434624	837,5	0,593545789471383	837,5	0,515700821978419	1293,75	0,600018136843974	1293,75	0,564226528601166																																			
1296,875	0,339763915302516	840,625	0,213558190026049	840,625	0,415926196042411	1296,875	0,671321782372225	1296,875	0,881427068174879	840,625	0,604909257639659	840,625	0,603581576483608	1296,875	0,88365697314826	1296,875	0,893332267744802	840,625	0,658204513705825	840,625	0,645839220999903	1296,875	0,845276799770519	1296,875	0,808300073728525	840,625	0,594890674218866	840,625	0,517676562812409	1296,875	0,602223008922048	1296,875	0,567141454685271																																			
1300	0,330631268241191	843,75	0,22478780007653	843,75	0,425273975197228	1300	0,667892595334263	1300	0,880592976465215	843,75	0,612623926992236	843,75	0,607360796048969	1300	0,882568544700302	1300	0,892211814453711	843,75	0,661276204856875	843,75	0,648064073248327	1300	0,842064178783191	1300	0,801499263538826	843,75	0,595494715378539	843,75	0,518673863216365	1300	0,598265816324271	1300	0,564414824233916																																			
1303,125	0,331212878079076	846,875	0,215576264045322	846,875	0,418628410267276	1303,125	0,668776857504809	1303,125	0,881217547554908	846,875	0,607667442273459	846,875	0,601210052756066	1303,125	0,882026070439723	1303,125	0,892034233611598	846,875	0,656196817021766	846,875	0,643154084639343	1303,125	0,839517976823545	1303,125	0,794873865842021	846,875	0,589879503805388	846,875	0,511536041696205	1303,125	0,598021881883146	1303,125	0,564245425608532																																			
1306,25	0,335693863250546	850	0,211310108789522	850	0,4178222564843	1306,25	0,672069733049344	1306,25	0,882128751363503	850	0,609938211789338	850	0,600661776440915	1306,25	0,88210683564534	1306,25	0,892278315068576	850	0,655709902158203	850	0,642930410152373	1306,25	0,838152134135079	1306,25	0,790627832519215	850	0,589172640286059	850	0,509573189072432	1306,25	0,600731587978655	1306,25	0,567477611557856																																			
1309,375	0,339239447416854	853,125	0,211803236257365	853,125	0,420306712102142	1309,375	0,67527216048808	1309,375	0,883258129649832	853,125	0,613278134972574	853,125	0,602439863282156	1309,375	0,881731941723442	1309,375	0,891722250157043	853,125	0,656503227896325	853,125	0,644268950950119	1309,375	0,835545791620407	1309,375	0,783475471883577	853,125	0,590203802105259	853,125	0,512333039041984	1309,375	0,602034183731587	1309,375	0,570196341864694																																			
1312,5	0,338505326935038	856,25	0,22248140948559	856,25	0,425724479825099	1312,5	0,675615436690852	1312,5	0,883828828889885	856,25	0,618619288554458	856,25	0,606467357718745	1312,5	0,881048896176354	1312,5	0,891204602919417	856,25	0,65948284188727	856,25	0,648288709091052	1312,5	0,832775073996407	1312,5	0,777096335222828	856,25	0,59592509866314	856,25	0,519019244739586	1312,5	0,601750757644711	1312,5	0,568948753831641																																			
1315,625	0,337042348432964	859,375	0,234499819923536	859,375	0,435726905915178	1315,625	0,675298181077208	1315,625	0,883706334615154	859,375	0,627415689274736	859,375	0,612306259809525	1315,625	0,880521183845704	1315,625	0,890805836248799	859,375	0,661423351250204	859,375	0,650544196487521	1315,625	0,830580848572803	1315,625	0,772126760812225	859,375	0,597746781744971	859,375	0,520189029898632	1315,625	0,601580753406963	1315,625	0,569288779397007																																			
1318,75	0,342794954820854	862,5	0,230168229682952	862,5	0,433744029231833	1318,75	0,67945648573602	1318,75	0,885249375543277	862,5	0,62798454708266	862,5	0,611892618679373	1318,75	0,880638479433881	1318,75	0,891107881774508	862,5	0,65996010972239	862,5	0,649401622310456	1318,75	0,829302890132241	1318,75	0,768250462586607	862,5	0,596096993042691	862,5	0,518495049720781	1318,75	0,605558562370722	1318,75	0,575014259578648																																			
1321,875	0,343827157953867	865,625	0,227437014492088	865,625	0,431313614270231	1321,875	0,681253746072134	1321,875	0,885427755271021	865,625	0,627585310232974	865,625	0,611668444615197	1321,875	0,880780757200274	1321,875	0,891195716058224	865,625	0,658294156788942	865,625	0,647880380939603	1321,875	0,828195780590115	1321,875	0,764873234374931	865,625	0,594843251020172	865,625	0,517538780088371	1321,875	0,605410741172788	1321,875	0,574248124455349																																			
1325	0,342738610514481	868,75	0,224689459985365	868,75	0,429229595846947	1325	0,68169573934429	1325	0,88576247213632	868,75	0,626706475702872	868,75	0,61074772998824	1325	0,880313040540907	1325	0,890995268150285	868,75	0,655829048263047	868,75	0,645518589704467	1325	0,824914488526969	1325	0,759154102851046	868,75	0,591489399161503	868,75	0,513171614877804	1325	0,605215814859851	1325	0,574673554823294																																			
1328,125	0,341979575845712	871,875	0,225502699259583	871,875	0,430759033651664	1328,125	0,682695238566825	1328,125	0,886101388406362	871,875	0,630897522725445	871,875	0,614456254475901	1328,125	0,879407589979374	1328,125	0,890437977818159	871,875	0,656211778464259	871,875	0,646361347410609	1328,125	0,822903637555276	1328,125	0,753399911584186	871,875	0,59189331606171	871,875	0,51320698078452	1328,125	0,604954603804015	1328,125	0,574954289082566																																			
1331,25	0,346458435993476	875	0,238827055008359	875	0,441019195120885	1331,25	0,686314458590233	1331,25	0,887454513537926	875	0,638516018045741	875	0,622940941509136	1331,25	0,879538864804727	1331,25	0,890619247150725	875	0,657662937355623	875	0,64704897330082	1331,25	0,821527362836796	1331,25	0,751244037800966	875	0,592492943276518	875	0,513892402717479	1331,25	0,606610200448472	1331,25	0,576693628916747																																			
