model,rmse,mae,max_abs_error,r2,bias,prediction_min,prediction_max,curve_mean_rmse,curve_median_rmse,curve_p95_rmse,worst_curve_rmse,worst_curve_id
formal_Re_F1,0.06997865488067417,0.0539982673677811,0.2549097475756308,0.864516586956995,0.002986810480004279,0.0726826636225841,1.0714975592363623,0.06226378248239593,0.05367115272322798,0.12723338150020871,0.16927367878579033,953
formal_Re_F3_candidate,0.05173460365348901,0.037256749583775624,0.25908470755902896,0.9259513405538686,0.0018696207356665633,-0.04297505760306229,1.0345744301149506,0.044269533639911825,0.03931451633060136,0.10680959483405301,0.13173775402037693,458
