lower_hz,upper_hz,formal_f1_control_rmse,formal_f3_candidate_rmse,relative_change,maximum_allowed_relative_worsening,passed
700.0,1000.0,0.04544491052184621,0.046770068356858235,0.029159653298800103,0.1,True
1300.0,1650.0,0.08807740122553251,0.028336036800518695,-0.6782825514122408,0.1,True
1650.0,2000.0,0.09383708894027783,0.038180804943488904,-0.5931160549131176,0.1,True
