segment_id,segment_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,validation_rmse,test_rmse,train_mae,validation_mae,test_mae,test_r2,n_rows_used
1,low_100_700,100.0,700.0,((-2.426557 - (log10_sigma * -0.44943702)) * log(log10_f * (log(log10_f) + -0.2429726))) - 0.14656734,15,0.0004374238,0.020914682578199097,0.020374453782014003,0.019881896660653604,0.01589506152157008,0.015557512251710242,0.014875427157752572,0.9573277926964612,16000
2,midlow_700_1000,700.0,1000.0,((((alpha_infinity * -0.13456611) + (log10_sigma * -1.6826458)) + (5.0925198 - (-7.6078167 / log10_f))) / -3.8188422) + -0.48310333,17,0.0003969879,0.019924562067235682,0.017489277983392004,0.023205770047104154,0.012622964054883253,0.011600292871308452,0.013556229554448102,0.9334589046422834,8000
3,midhigh_1000_1300,1000.0,1300.0,1.8092678 - (((log10_lambda / (log10_sigma + ((alpha_infinity * (log10_sigma + ((log10_lambda + -0.71090996) * (log10_f - sqrt(log10_f))))) - -1.9512942))) - -11.003548) / log10_sigma),24,0.00066679175,0.0258223198323439,0.02380211955278511,0.025694010949854067,0.01961623392492461,0.018271942136209973,0.018432811732339575,0.8901107154310176,8000
4,highlow_1300_1650,1300.0,1650.0,((4.1975365 / (log10_lambda - alpha_infinity)) + -2.6689334) + log10_f,9,0.0027437895,0.05238120300366242,0.04691160122046764,0.05031073073121283,0.037753453730987395,0.03469546159695494,0.03589464445356309,0.5045321157269463,9000
5,high_1650_2000,1650.0,2000.0,((((log10_lambda * (log10_f / log10_sigma)) + 2.5031245) * log(alpha_infinity)) * -0.7054736) - 0.2829167,14,0.0014217837,0.03770654866857888,0.032874807901877204,0.03242136492134724,0.027661290030454852,0.02435052060494537,0.0241022202732452,0.8579911509324796,9000
6,upperlow_2000_3000,2000.0,3000.0,log(log(log10_sigma - sqrt(alpha_infinity - -1.2727321))) * -1.3825369,10,0.00161275,0.040159064594717464,0.036210256803924125,0.039097649773905896,0.026891466876051463,0.026044651780050884,0.02639279432013531,0.8535782045138963,26000
7,uppermid_3000_4000,3000.0,4000.0,(12.714404 / sqrt(log10_sigma * log10_f)) - 3.2706745,8,0.0024613824,0.049612324411514086,0.04265124907488684,0.046807054649915754,0.033872131381051516,0.030524225857689827,0.03077291976277005,0.632467025869971,27000
8,upperhigh_4000_4950,4000.0,4950.0,log10_sigma * -0.039726082,3,0.0021929736,0.04682919733330698,0.04423503784000677,0.04288018808048078,0.03282795185434795,0.03285753987675223,0.030497453252129124,0.15245208533032306,25000
