Frequency in Hz	Acrylic_94 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94 Normalized Surface Impedance continuous Im	
100	1,96783375740051	100	-13,4808330535889	
103,125	2,08548378944397	103,125	-13,6855144500732	
106,25	1,54958295822144	106,25	-12,6079301834106	
109,375	1,64414978027344	109,375	-13,5021057128906	
112,5	1,84943175315857	112,5	-11,9702100753784	
115,625	2,33013916015625	115,625	-11,5132026672363	
118,75	2,32309722900391	118,75	-11,5588293075562	
121,875	2,07153987884521	121,875	-11,4049386978149	
125	2,05522394180298	125	-11,3266248703003	
128,125	2,06917929649353	128,125	-11,0633316040039	
131,25	1,42408955097198	131,25	-10,2714366912842	
134,375	1,82063448429108	134,375	-10,4916009902954	
137,5	2,06328058242798	137,5	-9,84838676452637	
140,625	2,12180495262146	140,625	-10,2328796386719	
143,75	1,96719419956207	143,75	-9,42408180236816	
146,875	1,76457345485687	146,875	-9,42507839202881	
150	1,42986226081848	150	-9,70489597320557	
153,125	1,98106741905212	153,125	-8,82503890991211	
156,25	1,71376347541809	156,25	-8,89342498779297	
159,375	1,56800544261932	159,375	-8,83344078063965	
162,5	1,53598463535309	162,5	-8,80208110809326	
165,625	1,28026962280273	165,625	-8,51937007904053	
168,75	1,96958577632904	168,75	-8,09587574005127	
171,875	1,77602827548981	171,875	-7,83783435821533	
175	1,75231993198395	175	-8,03290843963623	
178,125	1,82990741729736	178,125	-7,68753576278687	
181,25	1,75085687637329	181,25	-7,77942419052124	
184,375	1,5923684835434	184,375	-7,36440801620483	
187,5	1,62007677555084	187,5	-7,49121713638306	
190,625	1,52422881126404	190,625	-7,47025012969971	
193,75	1,60004556179047	193,75	-7,26969480514526	
196,875	1,57545208930969	196,875	-7,04963350296021	
200	1,68846845626831	200	-7,08655500411987	
203,125	1,55251085758209	203,125	-6,71349191665649	
206,25	1,55324137210846	206,25	-6,89444494247437	
209,375	1,5876168012619	209,375	-6,64533996582031	
212,5	1,4406316280365	212,5	-6,7732310295105	
215,625	1,43599796295166	215,625	-6,61694812774658	
218,75	1,564568400383	218,75	-6,60462665557861	
221,875	1,27261912822723	221,875	-6,28333806991577	
225	1,425168633461	225	-6,3512077331543	
228,125	1,46646428108215	228,125	-6,11389827728271	
231,25	1,4781893491745	231,25	-5,99106740951538	
234,375	1,37059152126312	234,375	-6,06818103790283	
237,5	1,4212132692337	237,5	-5,9480185508728	
240,625	1,3241753578186	240,625	-5,8708233833313	
243,75	1,43338894844055	243,75	-5,79664278030396	
246,875	1,517538189888	246,875	-5,63911056518555	
250	1,34141540527344	250	-5,52358055114746	
253,125	1,42048287391663	253,125	-5,60813188552856	
256,25	1,48524606227875	256,25	-5,43972778320313	
259,375	1,43700623512268	259,375	-5,28439044952393	
262,5	1,2801685333252	262,5	-5,39237594604492	
265,625	1,28213846683502	265,625	-5,31455326080322	
268,75	1,26934897899628	268,75	-5,28303050994873	
271,875	1,30058979988098	271,875	-5,11065435409546	
275	1,45476198196411	275	-5,00842714309692	
278,125	1,46283411979675	278,125	-5,01871156692505	
281,25	1,25307011604309	281,25	-4,88709306716919	
284,375	1,27090716362	284,375	-4,86670351028442	
287,5	1,36499071121216	287,5	-4,78458404541016	
290,625	1,34429776668549	290,625	-4,67983818054199	
293,75	1,27739083766937	293,75	-4,63708972930908	
296,875	1,1624128818512	296,875	-4,60317134857178	
300	1,25522816181183	300	-4,46795845031738	
303,125	1,37435948848724	303,125	-4,45821809768677	
306,25	1,28937077522278	306,25	-4,15831232070923	
309,375	1,34287488460541	309,375	-4,24020099639893	
312,5	1,41337549686432	312,5	-4,12018871307373	
315,625	1,42240369319916	315,625	-4,111656665802	
318,75	1,45133519172668	318,75	-4,15444183349609	
321,875	1,53022503852844	321,875	-4,21791839599609	
325	1,52059233188629	325	-4,2388482093811	
328,125	1,46215569972992	328,125	-4,33067750930786	
331,25	1,29728007316589	331,25	-4,24973297119141	
334,375	1,38921809196472	334,375	-4,18320798873901	
337,5	1,32738053798676	337,5	-4,17552947998047	
340,625	1,37877774238586	340,625	-4,21746587753296	
343,75	1,34554994106293	343,75	-4,09134912490845	
346,875	1,23816537857056	346,875	-3,97391271591187	
350	1,29613280296326	350	-3,93159556388855	
353,125	1,13009893894196	353,125	-3,77971220016479	
356,25	1,14860367774963	356,25	-3,90337634086609	
359,375	1,16519260406494	359,375	-3,90011501312256	
362,5	1,17049562931061	362,5	-3,68379878997803	
365,625	1,20822417736053	365,625	-3,81030106544495	
368,75	1,22695684432983	368,75	-3,82514071464539	
371,875	1,35491931438446	371,875	-3,72686243057251	
375	1,22371506690979	375	-3,49714350700378	
378,125	1,21705138683319	378,125	-3,5900342464447	
381,25	1,12437343597412	381,25	-3,81191802024841	
384,375	1,16932034492493	384,375	-3,67153120040894	
387,5	1,20932996273041	387,5	-3,54433727264404	
390,625	1,2310129404068	390,625	-3,43292212486267	
393,75	1,11448276042938	393,75	-3,38820910453796	
396,875	1,11360609531403	396,875	-3,41087865829468	
400	1,06838321685791	400	-3,46765446662903	
403,125	1,1290944814682	403,125	-3,39846467971802	
406,25	1,18818962574005	406,25	-3,35713362693787	
409,375	1,05720007419586	409,375	-3,36939430236816	
412,5	1,10699665546417	412,5	-3,31274271011353	
415,625	1,26707768440247	415,625	-3,28725481033325	
418,75	1,34763658046722	418,75	-3,18951940536499	
421,875	1,29087936878204	421,875	-3,21911406517029	
425	1,20775961875916	425	-3,12567925453186	
428,125	1,12924408912659	428,125	-3,3002655506134	
431,25	1,20518231391907	431,25	-3,31415319442749	
434,375	1,32486164569855	434,375	-3,13312673568726	
437,5	1,30272448062897	437,5	-3,09294772148132	
440,625	1,22168219089508	440,625	-3,07206201553345	
443,75	1,24089729785919	443,75	-3,0151104927063	
446,875	1,20045328140259	446,875	-3,05052399635315	
450	1,2094669342041	450	-3,0524799823761	
453,125	1,1914529800415	453,125	-2,95667624473572	
456,25	1,22454833984375	456,25	-2,87765216827393	
459,375	1,21008968353271	459,375	-2,89185738563538	
462,5	1,17496168613434	462,5	-2,85736203193665	
465,625	1,15083241462708	465,625	-2,84649586677551	
468,75	1,18301177024841	468,75	-2,87892460823059	
471,875	1,19241905212402	471,875	-2,83851504325867	
475	1,12278461456299	475	-2,81530094146729	
478,125	1,13309478759766	478,125	-2,81023144721985	
481,25	1,18731963634491	481,25	-2,79117512702942	
484,375	1,18347156047821	484,375	-2,76926064491272	
487,5	1,18433475494385	487,5	-2,75833296775818	
490,625	1,14961683750153	490,625	-2,72319149971008	
493,75	1,14720821380615	493,75	-2,70583629608154	
496,875	1,1667777299881	496,875	-2,65053796768188	
500	1,17235684394836	500	-2,66899275779724	
503,125	1,16913533210754	503,125	-2,65347003936768	
506,25	1,14868366718292	506,25	-2,64512252807617	
509,375	1,14583885669708	509,375	-2,62417984008789	
512,5	1,15874171257019	512,5	-2,59860563278198	
515,625	1,16344821453094	515,625	-2,5675847530365	
518,75	1,1189591884613	518,75	-2,55236649513245	
521,875	1,11286461353302	521,875	-2,54724097251892	
525	1,13564026355743	525	-2,51130628585815	
528,125	1,14687812328339	528,125	-2,50940179824829	
531,25	1,13806354999542	531,25	-2,49812912940979	
534,375	1,14290261268616	534,375	-2,49137830734253	
537,5	1,15089416503906	537,5	-2,47331190109253	
540,625	1,13927066326141	540,625	-2,46567225456238	
543,75	1,12822937965393	543,75	-2,42603778839111	
546,875	1,15097236633301	546,875	-2,40460753440857	
550	1,12781000137329	550	-2,38776779174805	
553,125	1,14028382301331	553,125	-2,39656591415405	
556,25	1,27441251277924	556,25	-2,44724774360657	
559,375	1,28585648536682	559,375	-2,45077753067017	
562,5	1,26597344875336	562,5	-2,44190526008606	
565,625	1,26143729686737	565,625	-2,45039582252502	
568,75	1,27659344673157	568,75	-2,40479707717896	
571,875	1,28300738334656	571,875	-2,39343333244324	
575	1,27089464664459	575	-2,38468456268311	
578,125	1,2692745923996	578,125	-2,38195419311523	
581,25	1,29135620594025	581,25	-2,36817121505737	
584,375	1,26897990703583	584,375	-2,34042429924011	
587,5	1,27438414096832	587,5	-2,34035325050354	
590,625	1,26879549026489	590,625	-2,32602572441101	
593,75	1,26580250263214	593,75	-2,30560040473938	
596,875	1,27438080310822	596,875	-2,30107235908508	
600	1,27593958377838	600	-2,30327939987183	
603,125	1,26301884651184	603,125	-2,27217054367065	
606,25	1,2835031747818	606,25	-2,26053619384766	
609,375	1,27152168750763	609,375	-2,222980260849	
612,5	1,27546393871307	612,5	-2,22955513000488	
615,625	1,27614331245422	615,625	-2,20830297470093	
618,75	1,26686096191406	618,75	-2,20501565933228	
621,875	1,26677286624908	621,875	-2,1825807094574	
625	1,2775616645813	625	-2,17602968215942	
628,125	1,26354122161865	628,125	-2,162433385849	
631,25	1,26630449295044	631,25	-2,15680027008057	
634,375	1,26943588256836	634,375	-2,1405918598175	
637,5	1,28058111667633	637,5	-2,12520885467529	
640,625	1,27017450332642	640,625	-2,10979247093201	
643,75	1,25971293449402	643,75	-2,1039981842041	
646,875	1,26901650428772	646,875	-2,09160375595093	
650	1,27162301540375	650	-2,08011698722839	
653,125	1,26418447494507	653,125	-2,07405543327332	
656,25	1,26517391204834	656,25	-2,06945443153381	
659,375	1,25500965118408	659,375	-2,05194425582886	
662,5	1,26727247238159	662,5	-2,03904056549072	
665,625	1,26161956787109	665,625	-2,03425693511963	
668,75	1,2655862569809	668,75	-2,02170944213867	
671,875	1,27157378196716	671,875	-2,01134538650513	
675	1,27408623695374	675	-2,00184082984924	
678,125	1,27545571327209	678,125	-1,98365652561188	
681,25	1,26974105834961	681,25	-1,97246694564819	
684,375	1,27321684360504	684,375	-1,96811544895172	
687,5	1,27494966983795	687,5	-1,94823050498962	
690,625	1,27252328395844	690,625	-1,93951416015625	
693,75	1,28115630149841	693,75	-1,93646800518036	
696,875	1,28423583507538	696,875	-1,92347455024719	
700	1,27270984649658	700	-1,9237664937973	
703,125	1,26584148406982	703,125	-1,91913139820099	
706,25	1,266361951828	706,25	-1,89191854000092	
709,375	1,26822507381439	709,375	-1,88672161102295	
712,5	1,25523507595062	712,5	-1,8811137676239	
715,625	1,26571345329285	715,625	-1,86966609954834	
718,75	1,26970613002777	718,75	-1,84988486766815	
721,875	1,26079499721527	721,875	-1,85211312770844	
725	1,26848316192627	725	-1,84302520751953	
728,125	1,27220141887665	728,125	-1,82773911952972	
731,25	1,25695085525513	731,25	-1,82477045059204	
734,375	1,26488947868347	734,375	-1,81309854984283	
737,5	1,26836323738098	737,5	-1,80605733394623	
740,625	1,26667582988739	740,625	-1,79150331020355	
743,75	1,26794743537903	743,75	-1,78484487533569	
746,875	1,26685130596161	746,875	-1,7846999168396	
750	1,27047336101532	750	-1,76261186599731	
753,125	1,27610242366791	753,125	-1,75767982006073	
756,25	1,27591180801392	756,25	-1,75255978107452	
759,375	1,26632177829742	759,375	-1,74704146385193	
762,5	1,27362036705017	762,5	-1,73267352581024	
765,625	1,27570950984955	765,625	-1,72797894477844	
768,75	1,28714048862457	768,75	-1,71007037162781	
771,875	1,27352821826935	771,875	-1,69846308231354	
775	1,28058898448944	775	-1,70442342758179	
778,125	1,28997445106506	778,125	-1,69089877605438	
781,25	1,28253841400146	781,25	-1,68328249454498	
784,375	1,2770688533783	784,375	-1,67332530021667	
787,5	1,29131519794464	787,5	-1,6640510559082	
790,625	1,28219294548035	790,625	-1,65739703178406	
793,75	1,28953039646149	793,75	-1,65386486053467	
796,875	1,28255724906921	796,875	-1,64124703407288	
800	1,28467559814453	800	-1,63719761371613	
803,125	1,29202914237976	803,125	-1,64355397224426	
806,25	1,28757297992706	806,25	-1,6443567276001	
809,375	1,29024577140808	809,375	-1,63259792327881	
812,5	1,29151320457458	812,5	-1,61828696727753	
815,625	1,30266118049622	815,625	-1,60571396350861	
818,75	1,29735374450684	818,75	-1,59887993335724	
821,875	1,29592895507813	821,875	-1,59423732757568	
825	1,28772377967834	825	-1,58494317531586	
828,125	1,29698550701141	828,125	-1,57759010791779	
831,25	1,30819237232208	831,25	-1,57048487663269	
834,375	1,30700194835663	834,375	-1,57154059410095	
837,5	1,30181789398193	837,5	-1,57464027404785	
840,625	1,31012368202209	840,625	-1,56896317005157	
843,75	1,30413830280304	843,75	-1,55518472194672	
846,875	1,30255198478699	846,875	-1,55665302276611	
850	1,30440711975098	850	-1,52918684482574	
853,125	1,30694961547852	853,125	-1,53478682041168	
856,25	1,31986355781555	856,25	-1,53915536403656	
859,375	1,32259750366211	859,375	-1,53305459022522	
862,5	1,31349623203278	862,5	-1,52589297294617	
865,625	1,31415605545044	865,625	-1,51976501941681	
868,75	1,31854867935181	868,75	-1,52067935466766	
871,875	1,31272554397583	871,875	-1,51703429222107	
875	1,30998122692108	875	-1,51288568973541	
878,125	1,32559645175934	878,125	-1,49870049953461	
881,25	1,31962621212006	881,25	-1,49863839149475	
884,375	1,42243635654449	884,375	-1,49151134490967	
887,5	1,42858242988586	887,5	-1,48681747913361	
890,625	1,42460143566132	890,625	-1,48427498340607	
893,75	1,42457485198975	893,75	-1,4810756444931	
896,875	1,42173516750336	896,875	-1,47098803520203	
900	1,4195122718811	900	-1,46974802017212	
903,125	1,41685628890991	903,125	-1,46378016471863	
906,25	1,42396199703217	906,25	-1,45297718048096	
909,375	1,42700970172882	909,375	-1,45283710956573	
912,5	1,41619729995728	912,5	-1,44817328453064	
915,625	1,42398011684418	915,625	-1,4405974149704	
918,75	1,42618727684021	918,75	-1,43336594104767	
921,875	1,41342782974243	921,875	-1,43050098419189	
925	1,41633987426758	925	-1,42492437362671	
928,125	1,41591441631317	928,125	-1,4286698102951	
931,25	1,41499257087708	931,25	-1,43136978149414	
934,375	1,41673183441162	934,375	-1,42993938922882	
937,5	1,405766248703	937,5	-1,43105936050415	
940,625	1,40614771842957	940,625	-1,42217528820038	
943,75	1,40906238555908	943,75	-1,41774022579193	
946,875	1,4081723690033	946,875	-1,41490149497986	
950	1,40635299682617	950	-1,41706550121307	
953,125	1,40017652511597	953,125	-1,41136479377747	
956,25	1,40061509609222	956,25	-1,40527319908142	
959,375	1,39577436447144	959,375	-1,40306150913239	
962,5	1,39064383506775	962,5	-1,40293920040131	
965,625	1,39321541786194	965,625	-1,40156149864197	
968,75	1,39032137393951	968,75	-1,40807616710663	
971,875	1,37883186340332	971,875	-1,40371453762054	
975	1,36969065666199	975	-1,39711141586304	
978,125	1,36866807937622	978,125	-1,40421426296234	
981,25	1,35782027244568	981,25	-1,39626705646515	
984,375	1,35295403003693	984,375	-1,40391397476196	
987,5	1,35044848918915	987,5	-1,4062385559082	
990,625	1,33646523952484	990,625	-1,40088713169098	
993,75	1,32287073135376	993,75	-1,41083574295044	
996,875	1,31874048709869	996,875	-1,40031468868256	
1000	1,30516111850739	1000	-1,39712917804718	
1003,125	1,29649519920349	1003,125	-1,39833247661591	
1006,25	1,28394281864166	1006,25	-1,38846695423126	
1009,375	1,27038240432739	1009,375	-1,390052318573	
1012,5	1,25042963027954	1012,5	-1,3929740190506	
1015,625	1,25093114376068	1015,625	-1,37253844738007	
1018,75	1,21036446094513	1018,75	-1,36430394649506	
1021,875	1,20463299751282	1021,875	-1,36567616462708	
1025	1,17868292331696	1025	-1,35231065750122	
1028,125	1,168172955513	1028,125	-1,33872938156128	
1031,25	1,1460223197937	1031,25	-1,33034110069275	
1034,375	1,13094770908356	1034,375	-1,31747794151306	
1037,5	1,10473608970642	1037,5	-1,28341579437256	
1040,625	1,0962827205658	1040,625	-1,26823794841766	
1043,75	1,08435559272766	1043,75	-1,24243199825287	
1046,875	1,06953680515289	1046,875	-1,22798216342926	
1050	1,05814242362976	1050	-1,19505953788757	
1053,125	1,040003657341	1053,125	-1,17938697338104	
1056,25	1,03152167797089	1056,25	-1,13890326023102	
1059,375	1,04698741436005	1059,375	-1,11576676368713	
1062,5	1,04340302944183	1062,5	-1,09479928016663	
1065,625	1,04022264480591	1065,625	-1,05175125598907	
1068,75	1,05053639411926	1068,75	-1,03297245502472	
1071,875	1,05422186851501	1071,875	-1,01305603981018	
1075	1,06432175636292	1075	-0,986475884914398	
1078,125	1,07437419891357	1078,125	-0,963024079799652	
1081,25	1,08863949775696	1081,25	-0,949651420116425	
1084,375	1,09821009635925	1084,375	-0,929007291793823	
1087,5	1,10942614078522	1087,5	-0,909094333648682	
1090,625	1,12082493305206	1090,625	-0,896453857421875	
1093,75	1,13122475147247	1093,75	-0,885184168815613	
1096,875	1,13927888870239	1096,875	-0,868875741958618	
1100	1,1493661403656	1100	-0,859573483467102	
1103,125	1,16329085826874	1103,125	-0,847992122173309	
1106,25	1,17962884902954	1106,25	-0,838083565235138	
1109,375	1,18649041652679	1109,375	-0,827962219715118	
1112,5	1,19237542152405	1112,5	-0,821849465370178	
1115,625	1,20404052734375	1115,625	-0,816053569316864	
1118,75	1,21376514434814	1118,75	-0,807095110416412	
1121,875	1,22185242176056	1121,875	-0,801710069179535	
1125	1,23020386695862	1125	-0,797382950782776	
1128,125	1,23785126209259	1128,125	-0,790740787982941	
1131,25	1,24557590484619	1131,25	-0,78384804725647	
1134,375	1,25345098972321	1134,375	-0,778532207012177	
1137,5	1,25839173793793	1137,5	-0,774466931819916	
1140,625	1,26347470283508	1140,625	-0,772662758827209	
1143,75	1,27064692974091	1143,75	-0,765142023563385	
1146,875	1,27352929115295	1146,875	-0,761386752128601	
1150	1,28236818313599	1150	-0,761122643947601	
1153,125	1,28783512115479	1153,125	-0,757683157920837	
1156,25	1,29285264015198	1156,25	-0,751915097236633	
1159,375	1,29888331890106	1159,375	-0,747749388217926	
1162,5	1,30504631996155	1162,5	-0,747325420379639	
1165,625	1,30983781814575	1165,625	-0,743115961551666	
1168,75	1,31060814857483	1168,75	-0,742318272590637	
1171,875	1,31341826915741	1171,875	-0,738197267055511	
1175	1,32137870788574	1175	-0,736587524414063	
1178,125	1,324338555336	1178,125	-0,734122395515442	
1181,25	1,32904958724976	1181,25	-0,731342852115631	
1184,375	1,33064997196198	1184,375	-0,727378189563751	
1187,5	1,33576118946075	1187,5	-0,725081622600555	
1190,625	1,33796107769012	1190,625	-0,722559094429016	
1193,75	1,34278964996338	1193,75	-0,718760192394257	
1196,875	1,34423971176147	1196,875	-0,714593529701233	
1200	1,34411990642548	1200	-0,713950753211975	
1203,125	1,34694516658783	1203,125	-0,708855211734772	
1206,25	1,35039842128754	1206,25	-0,711281180381775	
1209,375	1,35606718063354	1209,375	-0,708175361156464	
1212,5	1,35625386238098	1212,5	-0,705443143844604	
1215,625	1,35777139663696	1215,625	-0,707060158252716	
1218,75	1,35821712017059	1218,75	-0,705920338630676	
1221,875	1,36080873012543	1221,875	-0,700901985168457	
1225	1,36175966262817	1225	-0,70283180475235	
1228,125	1,36370861530304	1228,125	-0,696668684482574	
1231,25	1,36717820167542	1231,25	-0,698643088340759	
1234,375	1,36567938327789	1234,375	-0,694635570049286	
1237,5	1,3642315864563	1237,5	-0,693225502967834	
