Frequency in Hz	Acrylic_94 Sound Reflection Factor continuous Re	Frequency in Hz	Acrylic_94 Sound Reflection Factor continuous Im	
100	0,968848347663879	100	-0,141500681638718	
103,125	0,968645632266998	103,125	-0,139070883393288	
106,25	0,969181954860687	106,25	-0,152398273348808	
109,375	0,972063660621643	109,375	-0,142654210329056	
112,5	0,962360203266144	112,5	-0,158121526241302	
115,625	0,953633308410645	115,625	-0,160302266478539	
118,75	0,954053103923798	118,75	-0,159818440675735	
121,875	0,95596581697464	121,875	-0,163503482937813	
125	0,955601334571838	125	-0,16459909081459	
128,125	0,95343279838562	128,125	-0,167858734726906	
131,25	0,95647120475769	131,25	-0,184441804885864	
134,375	0,952204644680023	134,375	-0,177779048681259	
137,5	0,942405700683594	137,5	-0,185164585709572	
140,625	0,94545042514801	140,625	-0,178806632757187	
143,75	0,939207792282104	143,75	-0,193081691861153	
146,875	0,942688286304474	146,875	-0,195389091968536	
150	0,951446056365967	150	-0,193924874067307	
153,125	0,931286573410034	153,125	-0,203416720032692	
156,25	0,937223196029663	156,25	-0,205729365348816	
159,375	0,939308106899261	159,375	-0,208768352866173	
162,5	0,939553081989288	162,5	-0,209803521633148	
165,625	0,941365659236908	165,625	-0,219065234065056	
168,75	0,920131266117096	168,75	-0,217743322253227	
171,875	0,919695973396301	171,875	-0,226730212569237	
175	0,92365574836731	175	-0,222817957401276	
178,125	0,915659308433533	178,125	-0,229114204645157	
181,25	0,919195413589478	181,25	-0,228515386581421	
184,375	0,914941370487213	184,375	-0,241634726524353	
187,5	0,916800677776337	187,5	-0,2378800958395	
190,625	0,918804228305817	190,625	-0,240292266011238	
193,75	0,912762880325317	193,75	-0,243913888931274	
196,875	0,908558905124664	196,875	-0,250296384096146	
200	0,906401991844177	200	-0,246715739369392	
203,125	0,901039183139801	203,125	-0,260282039642334	
206,25	0,905527174472809	206,25	-0,255102217197418	
209,375	0,898238122463226	209,375	-0,261337906122208	
212,5	0,905827760696411	212,5	-0,261346489191055	
215,625	0,902007579803467	215,625	-0,266178697347641	
218,75	0,897822082042694	218,75	-0,263142466545105	
221,875	0,898191869258881	221,875	-0,281479179859161	
225	0,895058155059814	225	-0,274829357862473	
228,125	0,886503338813782	228,125	-0,281336784362793	
231,25	0,882087290287018	231,25	-0,285056054592133	
234,375	0,888291656970978	234,375	-0,285948157310486	
237,5	0,882582783699036	237,5	-0,288450330495834	
240,625	0,883407533168793	240,625	-0,294510424137115	
243,75	0,876860439777374	243,75	-0,293334186077118	
246,875	0,867975950241089	246,875	-0,295724719762802	
250	0,869893074035645	250	-0,306932359933853	
253,125	0,87024974822998	253,125	-0,300624489784241	
256,25	0,861031651496887	256,25	-0,304175049066544	
259,375	0,856070041656494	259,375	-0,312096893787384	
262,5	0,866955935955048	262,5	-0,314636260271072	
265,625	0,863560020923615	265,625	-0,317736029624939	
268,75	0,862714767456055	268,75	-0,319599121809006	
271,875	0,853519260883331	271,875	-0,325400203466415	
275	0,842189252376556	275	-0,321979761123657	
278,125	0,84239387512207	278,125	-0,321166515350342	
281,25	0,844401240348816	281,25	-0,337506383657455	
284,375	0,842526793479919	284,375	-0,337475448846817	
287,5	0,833950817584991	287,5	-0,335932075977325	
290,625	0,828862249851227	290,625	-0,341636210680008	
293,75	0,829339325428009	293,75	-0,347489267587662	
296,875	0,832793772220612	296,875	-0,355935275554657	
300	0,819932579994202	300	-0,356741636991501	
303,125	0,813872754573822	303,125	-0,349481999874115	
