lower_hz,upper_hz,saved_a_control_median_rmse,branch_b_median_rmse,relative_change,maximum_allowed_relative_worsening,passed
700.0,1000.0,0.04400988983553049,0.04427600899272077,0.006046803529497602,0.1,True
1300.0,1650.0,0.02511607909684046,0.028010936583064003,0.11525913240923469,0.1,False
1650.0,2000.0,0.03627153727753544,0.025981658140537624,-0.28369018545488534,0.1,True
