Frequency in Hz	Silk_96 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_96 Sound Absorption Coefficient continuous	
125	0,0722563862800598	100	0,0594049581445136	
160	0,0949684605002403	103,125	0,0758571805206449	
200	0,128826081752777	106,25	0,0673227627547384	
250	0,179569914937019	109,375	0,0492279466237098	
315	0,258679747581482	112,5	0,0703042822624139	
400	0,338927119970322	115,625	0,0695925988831467	
500	0,441379427909851	118,75	0,0638372136551069	
630	0,560990273952484	121,875	0,0880217182231258	
800	0,649442315101624	125	0,0640362975907151	
1000	0,764499187469482	128,125	0,0645025375402223	
1250	0,897981584072113	131,25	0,0647760651634378	
1600	0,89894038438797	134,375	0,0486194820267922	
2000	0,906635940074921	137,5	0,0913639525794256	
2500	0,901478469371796	140,625	0,0975096776908212	
3150	0,902413308620453	143,75	0,100339555746369	
4000	0,92432689666748	146,875	0,071671755521877	
		150	0,0935106270097732	
		153,125	0,089037027656595	
		156,25	0,0901820335205524	
		159,375	0,0895722202527903	
		162,5	0,0874156662951174	
		165,625	0,0977438624627981	
		168,75	0,0964436479745145	
		171,875	0,109673728447279	
		175	0,119062921288359	
		178,125	0,104128170071324	
		181,25	0,106343841001159	
		184,375	0,1183326084689	
		187,5	0,130807021515711	
		190,625	0,133527596369363	
		193,75	0,13763302141868	
		196,875	0,133796546600181	
		200	0,121355508594235	
		203,125	0,115569192258526	
		206,25	0,131556939448084	
		209,375	0,136598533743821	
		212,5	0,125049311018797	
		215,625	0,146638196754955	
		218,75	0,142884699513419	
		221,875	0,148170088972479	
		225	0,157851460967974	
		228,125	0,161911344693422	
		231,25	0,162208192069697	
		234,375	0,169202455609314	
		237,5	0,15799045249403	
		240,625	0,154303378044179	
		243,75	0,16192848535347	
		246,875	0,179972865478182	
		250	0,183921111425505	
		253,125	0,176996456402562	
		256,25	0,182573600572812	
		259,375	0,194713070114707	
		262,5	0,187868029672869	
		265,625	0,183776649961435	
		268,75	0,192371416005025	
		271,875	0,198496823266233	
		275	0,193648183384116	
		278,125	0,205000281056019	
		281,25	0,207094062492059	
		284,375	0,208839496242983	
		287,5	0,197697868234468	
		290,625	0,212065508884279	
		293,75	0,210106125475105	
		296,875	0,218990831136438	
		300	0,22462742249616	
		303,125	0,229249990468221	
		306,25	0,23924411428808	
		309,375	0,249746750324015	
		312,5	0,265416913444356	
		315,625	0,289804748150615	
		318,75	0,294256847673742	
		321,875	0,28703462939627	
		325	0,286284970473478	
		328,125	0,293680352665652	
		331,25	0,274222922524114	
		334,375	0,273823452765037	
		337,5	0,280809501479221	
		340,625	0,276147113133037	
		343,75	0,282676289191679	
		346,875	0,281456711286654	
		350	0,287538786349434	
		353,125	0,285912593077273	
		356,25	0,279851754283325	
		359,375	0,285816626005357	
		362,5	0,294451740073755	
		365,625	0,308319259843673	
		368,75	0,297146138494745	
		371,875	0,279593093296464	
		375	0,331017058296237	
		378,125	0,323047949045087	
		381,25	0,308206598987608	
		384,375	0,335476182324865	
		387,5	0,332066187096883	
		390,625	0,325528607626417	
		393,75	0,318641232181128	
		396,875	0,322440679378364	
		400	0,328348094535365	
		403,125	0,33211954423854	
		406,25	0,344399344869677	
		409,375	0,361864733380731	
		412,5	0,36463205766299	
		415,625	0,346221470823601	
		418,75	0,365694216632623	
		421,875	0,362211526527066	
		425	0,36667940086706	
		428,125	0,370559758110102	
		431,25	0,368336180916772	
		434,375	0,373891774851344	
		437,5	0,376694086407992	
		440,625	0,382759636087958	
		443,75	0,387459894555921	
		446,875	0,394339006427228	
		450	0,381388214510429	
		453,125	0,384534428094092	
		456,25	0,37935314868561	
		459,375	0,390219231383783	
		462,5	0,396898862576444	
		465,625	0,39701304974786	
		468,75	0,400687510000982	
		471,875	0,406813509601096	
		475	0,413448447669107	
		478,125	0,421919527146248	
		481,25	0,414919363171608	
		484,375	0,424696268078691	
		487,5	0,428622760608348	
		490,625	0,431684002309829	
		493,75	0,439651792598012	
		496,875	0,442436425285696	
		500	0,434573807307443	
		503,125	0,438854418291888	
		506,25	0,441439986441869	
		509,375	0,441116510351106	
		512,5	0,450830149869711	
		515,625	0,455467401686042	
		518,75	0,459001816273056	
		521,875	0,45910779176375	
		525	0,465491405346215	
		528,125	0,462138281532984	
		531,25	0,468574007305798	
		534,375	0,472503585526047	
		537,5	0,475488677042737	
		540,625	0,476761349278217	
		543,75	0,482679344900191	
		546,875	0,480979780921657	
		550	0,485790219067656	
		553,125	0,491090456686868	
		556,25	0,492475306139702	
		559,375	0,501008352116943	
		562,5	0,502766324018701	
		565,625	0,504484292119113	
		568,75	0,50949712206034	
		571,875	0,51275310015799	
		575	0,513608705698881	
		578,125	0,51931422060813	
		581,25	0,518673016714337	
		584,375	0,520398297103778	
		587,5	0,522779275442949	
		590,625	0,527379905281609	
		593,75	0,530702331645492	
		596,875	0,531975942076926	
		600	0,535141805665719	
		603,125	0,537660457731535	
		606,25	0,54112339799466	
		609,375	0,541820823417862	
		612,5	0,544807820270942	
		615,625	0,547526027242442	
		618,75	0,549461343653805	
		621,875	0,550917064057791	
		625	0,555244796179754	
		628,125	0,557347248241987	
		631,25	0,562614331313955	
		634,375	0,564795829784523	
		637,5	0,56567489764123	
		640,625	0,567497963410596	
		643,75	0,570030157921269	
		646,875	0,573751827194622	
		650	0,573681106793578	
		653,125	0,577622937924589	
		656,25	0,580631063941565	
		659,375	0,582952988190773	
		662,5	0,582979171833907	
		665,625	0,584129835143624	
		668,75	0,588023304259303	
		671,875	0,590630385829401	
		675	0,594203335228861	
		678,125	0,597103250793594	
		681,25	0,598174373432186	
		684,375	0,599278914603133	
		687,5	0,598341982391477	
		690,625	0,602558273441057	
		693,75	0,603542210164486	
		696,875	0,605313919236255	
		700	0,608427754105626	
		703,125	0,609097728899161	
		706,25	0,610102311172493	
		709,375	0,613418843435611	
		712,5	0,615957415065858	
		715,625	0,615525780824119	
		718,75	0,616140252259579	
		721,875	0,619234046061462	
		725	0,619276447756481	
		728,125	0,623190978274441	
		731,25	0,623147899736732	
		734,375	0,625152734870144	
		737,5	0,625267108283582	
		740,625	0,629788918369293	
		743,75	0,633329850351272	
		746,875	0,631864960849596	
		750	0,633184369373301	
		753,125	0,634597419554331	
		756,25	0,636887868738308	
		759,375	0,639582709653094	
		762,5	0,638583956641529	
		765,625	0,640921051407888	
		768,75	0,641990059224079	
		771,875	0,645193865055415	
		775	0,644939277580805	
		778,125	0,646911746482355	
