Frequency in Hz	Acrylic_96 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_96 Sound Absorption Coefficient continuous	
125	0,0545715689659119	100	0,0398395174553239	
160	0,0686028599739075	103,125	0,0384402105625299	
200	0,0910055786371231	106,25	0,032524753625527	
250	0,120729140937328	109,375	0,0300831690035859	
315	0,178533956408501	112,5	0,0433969903586898	
400	0,222218826413155	115,625	0,0585083160542714	
500	0,309313505887985	118,75	0,0574480852388919	
630	0,413619935512543	121,875	0,0518413999748418	
800	0,508297085762024	125	0,052043203283387	
1000	0,700092494487762	128,125	0,0547817642713264	
1250	0,842670917510986	131,25	0,0425452319845446	
1600	0,948612689971924	134,375	0,0523881334248785	
2000	0,995583176612854	137,5	0,068076291426013	
2500	0,985657811164856	140,625	0,0646862804759287	
3150	0,945327818393707	143,75	0,0702152372554127	
4000	0,92134553194046	146,875	0,0619430689422286	
		150	0,0453690729929154	
		153,125	0,0793848966685974	
		156,25	0,0667687529910745	
		159,375	0,0607709055075196	
		162,5	0,0592326062602014	
		165,625	0,0513008097245042	
		168,75	0,0910494948363012	
		171,875	0,0873074533533461	
		175	0,081289188711034	
		178,125	0,0924252791064736	
		181,25	0,0856558820667628	
		184,375	0,0866011510228848	
		187,5	0,0843267012565615	
		190,625	0,0789576928738187	
		193,75	0,0875719045997873	
		196,875	0,0915069665739731	
		200	0,0970400335339873	
		203,125	0,0986398094931579	
		206,25	0,0928705856567469	
		209,375	0,102303417192576	
		212,5	0,0877282658603951	
		215,625	0,0913089873870726	
		218,75	0,0999258564800458	
		221,875	0,0882211842677021	
		225	0,0972350099882366	
		228,125	0,108374734544221	
		231,25	0,113521591644389	
		234,375	0,100940572423761	
		237,5	0,109070189610305	
		240,625	0,103176553770895	
		243,75	0,115150486301959	
		246,875	0,128923554941429	
		250	0,117554287659365	
		253,125	0,120253158387024	
		256,25	0,133509049235506	
		259,375	0,136316253614039	
		262,5	0,114526435624215	
		265,625	0,117608259343378	
		268,75	0,117157966853679	
		271,875	0,128475770330587	
		275	0,149980891218008	
		278,125	0,148772838875115	
		281,25	0,133306056584069	
		284,375	0,13589586642143	
		287,5	0,15149711945719	
		290,625	0,156882738000454	
		293,75	0,152471475482391	
		296,875	0,13965047269847	
		300	0,156883297591471	
		303,125	0,171674660938501	
		306,25	0,183072750634112	
		309,375	0,18160837261237	
		312,5	0,200595077969571	
		315,625	0,201997279323403	
		318,75	0,202741818166435	
		321,875	0,207503992618891	
		325	0,204405927750796	
		328,125	0,188363559246046	
		331,25	0,171995276246089	
		334,375	0,188913824716113	
		337,5	0,18043142030958	
		340,625	0,183183892252698	
		343,75	0,18904592594787	
		346,875	0,182390435360586	
		350	0,193860143369056	
		353,125	0,181215699307006	
		356,25	0,172514398358556	
		359,375	0,174542761335656	
		362,5	0,195575972476959	
		365,625	0,188167335314362	
		368,75	0,189106698349	
		371,875	0,220358582448866	
		375	0,222879969427351	
		378,125	0,210166510666055	
		381,25	0,169731119748122	
		384,375	0,190567203828834	
		387,5	0,210694298534263	
		390,625	0,228283146087166	
		393,75	0,208756597280417	
		396,875	0,205916083860029	
		400	0,187681498940444	
		403,125	0,209213138949331	
		406,25	0,22671884080175	
		409,375	0,195887577043793	
		412,5	0,212506757877261	
		415,625	0,248139098224931	
		418,75	0,277006734664255	
		421,875	0,261541362290922	
		425	0,259472290659609	
		428,125	0,215009797727353	
		431,25	0,226862056592605	
		434,375	0,277900950920717	
		437,5	0,278734380214413	
		440,625	0,264520733277321	
		443,75	0,277049893274405	
		446,875	0,261058999167266	
		450	0,261653653733072	
		453,125	0,273611517231083	
		456,25	0,294212894893355	
		459,375	0,287600112892767	
		462,5	0,284718911842973	
		465,625	0,279756392581693	
		468,75	0,279696724418788	
		471,875	0,288471324285576	
		475	0,276062325364974	
		478,125	0,278027359222149	
		481,25	0,293061410839533	
		484,375	0,295242836870635	
		487,5	0,296578133650818	
		490,625	0,295003972753661	
		493,75	0,296320244853896	
		496,875	0,311397189065829	
		500	0,307666774097036	
		503,125	0,308835786205309	
		506,25	0,304817134016747	
		509,375	0,307847701292344	
		512,5	0,315288822478824	
		515,625	0,321901789194407	
		518,75	0,313873853170516	
		521,875	0,312612228785619	
		525	0,325052705980184	
		528,125	0,327033871611112	
		531,25	0,32655685775438	
		534,375	0,32781471430407	
		537,5	0,332925104910383	
		540,625	0,330578718108955	
		543,75	0,335982349438307	
		546,875	0,3452666532198	
		550	0,342204182219805	
		553,125	0,341655101442438	
		556,25	0,35772941881748	
		559,375	0,35822715148526	
		562,5	0,354891945029673	
		565,625	0,350581252438026	
		568,75	0,363880470963851	
		571,875	0,367133544162528	
		575	0,366079207853419	
		578,125	0,365602091891561	
		581,25	0,3731487941672	
		584,375	0,374367109462603	
		587,5	0,374587835294355	
		590,625	0,376198166069398	
		593,75	0,380048457407499	
		596,875	0,382332078291175	
		600	0,381020808910003	
		603,125	0,385261216795221	
		606,25	0,392388175512632	
		609,375	0,398788229870755	
		612,5	0,397009940306991	
		615,625	0,401984308335658	
		618,75	0,40017009530912	
		621,875	0,40546427960916	
		625	0,409074008967791	
		628,125	0,40903671298447	
		631,25	0,410323327688982	
		634,375	0,41467311662573	
		637,5	0,420719841303622	
		640,625	0,422073754708572	
		643,75	0,420281255367	
		646,875	0,425165296162372	
		650	0,428238127259248	
		653,125	0,427458875146637	
		656,25	0,428194243352283	
		659,375	0,430166262990537	
		662,5	0,435929161352976	
		665,625	0,435020000055114	
		668,75	0,438870865988347	
		671,875	0,442866341741795	
		675	0,445619084957962	
		678,125	0,450733877258527	
		681,25	0,452129921074107	
		684,375	0,453609876214392	
		687,5	0,459477287765404	
		690,625	0,461203955811912	
		693,75	0,463541633858691	
		696,875	0,467458964096031	
		700	0,463433397477963	
		703,125	0,46272301611157	
		706,25	0,471177244975242	
		709,375	0,472856632070039	
		712,5	0,471010067686621	
		715,625	0,475980769445329	
		718,75	0,481950182329882	
		721,875	0,477879083333553	
		725	0,48086340063707	
		728,125	0,485138578658851	
		731,25	0,480233782705412	
		734,375	0,484731501478515	
		737,5	0,486605450871415	
		740,625	0,489787989351357	
		743,75	0,491191143940452	
		746,875	0,489877416214433	
		750	0,497054507958629	
		753,125	0,499105337158295	
		756,25	0,499602641553225	
		759,375	0,497681914970731	
		762,5	0,503525507659745	
		765,625	0,504872636966356	
		768,75	0,512372997313037	
		771,875	0,511773343140217	
		775	0,509407923168679	
		778,125	0,515070626031351	
		781,25	0,514727656935139	
		784,375	0,515270029820849	
		787,5	0,520519640435541	
		790,625	0,518976260486753	
		793,75	0,519708726601331	
		796,875	0,520472507905924	
		800	0,520594693706832	
		803,125	0,515564818943692	
		806,25	0,510736026889404	
		809,375	0,512950997244181	
		812,5	0,515820176570898	
		815,625	0,520496614064093	
		818,75	0,518496146730873	
		821,875	0,515795080986854	
		825	0,512941525477284	
		828,125	0,515621882416688	
		831,25	0,515689159887741	
		834,375	0,510223441049115	
		837,5	0,502174227180883	
		840,625	0,502017897466159	
		843,75	0,503465579118085	
		846,875	0,498945165310806	
		850	0,506173058768304	
		853,125	0,501415023781696	
		856,25	0,50319140306366	
		859,375	0,504156170972998	
		862,5	0,504130689475734	
		865,625	0,510899715445348	
		868,75	0,514806867077459	
		871,875	0,518845005021635	
		875	0,522998342126464	
		878,125	0,540709263727259	
		881,25	0,544131254750223	
		884,375	0,558136869376529	
		887,5	0,566688608110871	
		890,625	0,573465647436997	
		893,75	0,578981219922541	
		896,875	0,58969571223997	
		900	0,594088934515081	
		903,125	0,600984527227845	
		906,25	0,609389706891413	
		909,375	0,613873328617001	
		912,5	0,620737127027106	
		915,625	0,626310639774947	
		918,75	0,631823295762468	
		921,875	0,635737240154233	
		925	0,640397995863643	
		928,125	0,642134162919789	
		931,25	0,644148303487238	
		934,375	0,647417108214699	
		937,5	0,650567670686737	
		940,625	0,655707124737688	
		943,75	0,65967237243381	
		946,875	0,662571499733153	
		950	0,664587147117835	
		953,125	0,66922883855283	
		956,25	0,672887715431042	
		959,375	0,676402207764086	
		962,5	0,678454572995014	
		965,625	0,680614348051961	
		968,75	0,6816898663517	
		971,875	0,684849884880489	
		975	0,688689176900206	
		978,125	0,68894802615986	
		981,25	0,693650072106629	
		984,375	0,693984501943595	
		987,5	0,69517783581762	
		990,625	0,698541710718387	
		993,75	0,698405241730612	
		996,875	0,70235557312796	
		1000	0,704951139094001	
		1003,125	0,706298643323596	
		1006,25	0,709617277079825	
		1009,375	0,710317252046634	
		1012,5	0,711183051219884	
		1015,625	0,715740434517748	
		1018,75	0,717355700033626	
		1021,875	0,717728093500363	
		1025	0,719476858283539	
		1028,125	0,721605257724747	
		1031,25	0,722252473827548	
		1034,375	0,723594386157736	
		1037,5	0,726373092157992	
		1040,625	0,72727334898901	
		1043,75	0,729308726923384	
		1046,875	0,729451606981989	
		1050	0,731296899175253	
		1053,125	0,730243279213676	
		1056,25	0,732499064171621	
		1059,375	0,736214278922179	
		1062,5	0,736519114414943	
		1065,625	0,738373236068258	
		1068,75	0,740682670014359	
		1071,875	0,741484531340986	
		1075	0,744252268388235	
		1078,125	0,745760114242604	
		1081,25	0,748005784766626	
		1084,375	0,750906568192305	
		1087,5	0,753522675913405	
		1090,625	0,75551812603362	
		1093,75	0,757124130167132	
		1096,875	0,758725979694811	
		1100	0,760186114397844	
		1103,125	0,76218295716302	
		1106,25	0,76702370441227	
		1109,375	0,768872147678603	
		1112,5	0,767283833321669	
		1115,625	0,769378165566157	
		1118,75	0,772093886838686	
		1121,875	0,773463664942935	
		1125	0,773592789935245	
		1128,125	0,775175163140972	
		1131,25	0,777540497276324	
		1134,375	0,779192460864381	
		1137,5	0,779737416963158	
		1140,625	0,779293480152734	
		1143,75	0,782087704156774	
		1146,875	0,781434787334328	
		1150	0,780529882930522	
		1153,125	0,782105178430263	
		1156,25	0,784304113005417	
		1159,375	0,785125088621245	
		1162,5	0,78655177968506	
		1165,625	0,787128349349865	
		1168,75	0,785068021357791	
		1171,875	0,785953555735102	
		1175	0,786315573376257	
		1178,125	0,78722113328599	
		1181,25	0,789297824783992	
		1184,375	0,791248081592043	
		1187,5	0,7919263601508	
		1190,625	0,795425932171759	
		1193,75	0,798014424665019	
		1196,875	0,799896737058296	
		1200	0,800294634291202	
		1203,125	0,804067899133654	
		1206,25	0,804062420041958	
		1209,375	0,807134221075673	
		1212,5	0,810633229376203	
		1215,625	0,811065804685977	
		1218,75	0,814579924137407	
		1221,875	0,817744301522728	
		1225	0,818786984557637	
		1228,125	0,823595666539997	
		1231,25	0,823685866086016	
		1234,375	0,826716454786825	
		1237,5	0,82941990633804	
		1240,625	0,831140228253874	
		1243,75	0,834893943137103	
		1246,875	0,835291200705981	
		1250	0,838827657597719	
		1253,125	0,840488891417728	
		1256,25	0,841184276094377	
		1259,375	0,84300534953616	
		1262,5	0,847836001088797	
		1265,625	0,847382047114245	
		1268,75	0,849246862151245	
		1271,875	0,850937837264778	
		1275	0,852364256644721	
		1278,125	0,85340466777216	
		1281,25	0,856153891055485	
		1284,375	0,856660462039764	
		1287,5	0,858141166331351	
		1290,625	0,85977166841777	
		1293,75	0,860973572835342	
		1296,875	0,864210611752164	
		1300	0,865885923414863	
		1303,125	0,866225180466767	
		1306,25	0,867281253564876	
		1309,375	0,868364453448787	
		1312,5	0,868688474376167	
		1315,625	0,871118862938477	
		1318,75	0,872950909614653	
		1321,875	0,874919552556042	
		1325	0,874935016425034	
		1328,125	0,877341554143329	
		1331,25	0,878478572489093	
		1334,375	0,878624023504018	
		1337,5	0,879944290310573	
		1340,625	0,88138064862474	
		1343,75	0,882177659727845	
		1346,875	0,883333419785979	
		1350	0,885572141727614	
		1353,125	0,886321544010101	
		1356,25	0,8863225216009	
		1359,375	0,887885065411914	
		1362,5	0,889044099842763	
		1365,625	0,88926460877591	
		1368,75	0,891802404572522	
		1371,875	0,8937439683072	
		1375	0,894677397858022	
		1378,125	0,894934703025475	
		1381,25	0,89646585251627	
		1384,375	0,897785731763046	
		1387,5	0,898608049354459	
		1390,625	0,899955028891008	
		1393,75	0,900724035767777	
		1396,875	0,901798152348469	
		1400	0,902335865025873	
		1403,125	0,903786864934244	
		1406,25	0,904979305822123	
		1409,375	0,906385136764247	
		1412,5	0,906486375756075	
		1415,625	0,907455373952474	
		1418,75	0,908616930626214	
		1421,875	0,90840428059038	
		1425	0,909842130855932	
		1428,125	0,911474925929254	
		1431,25	0,91219883999096	
		1434,375	0,9131545797067	
		1437,5	0,913976343736968	
		1440,625	0,914774009337038	
		1443,75	0,915766359644426	
		1446,875	0,916493563975426	
		1450	0,917659700553794	
		1453,125	0,918402777334322	
		1456,25	0,919369283231028	
		1459,375	0,918955688085072	
		1462,5	0,92093840840117	
		1465,625	0,921763354078852	
		1468,75	0,922362499234843	
		1471,875	0,92327931566855	
		1475	0,923574705680845	
		1478,125	0,924132285281661	
		1481,25	0,924705429093049	
		1484,375	0,925926850826824	
		1487,5	0,92653998327638	
		1490,625	0,927688341188014	
		1493,75	0,928521238971472	
		1496,875	0,928803062000012	
		1500	0,929318814615237	
		1503,125	0,930206053140597	
		1506,25	0,932224434551313	
		1509,375	0,932696016400883	
		1512,5	0,932717104394186	
		1515,625	0,933351971654218	
		1518,75	0,934253907733822	
		1521,875	0,934661288567122	
		1525	0,935573025739099	
		1528,125	0,936746200313574	
		1531,25	0,937193198428631	
		1534,375	0,938384493387451	
		1537,5	0,93884246316869	
		1540,625	0,939171854563948	
		1543,75	0,940351757525446	
