Frequency in Hz	Wool_92_HF_1 Sound Absorption Coefficient continuous	Frequency in Hz	Wool_92_LF_1 Sound Absorption Coefficient continuous	Frequency in Hz	Wool_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_92_HF_1 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_92_LF_1 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient 1/3-octave	
2384,375	0,909326151528305			2384,375	0,945359345945922					2384,375	0,967457902047753	2384,375	0,991973993181215					2384,375	0,992280778811552	2384,375	0,944016468664169					2384,375	0,773508621223557	2384,375	0,559616410116662																																			
2387,5	0,909659330198607			2387,5	0,945827191036767					2387,5	0,967661094918682	2387,5	0,991954020963225					2387,5	0,992404346942632	2387,5	0,944976262600509					2387,5	0,776410686714857	2387,5	0,565107738322837																																			
2390,625	0,909002146194777			2390,625	0,945737744593175					2390,625	0,967408075072061	2390,625	0,991775244937165					2390,625	0,992290599449377	2390,625	0,944802456781339					2390,625	0,775527908971114	2390,625	0,563403582711289																																			
2393,75	0,908379125621418			2393,75	0,94570864932846					2393,75	0,967276844606846	2393,75	0,991604230909724					2393,75	0,992144993879769	2393,75	0,944384172081285					2393,75	0,775188492926629	2393,75	0,562224568948933																																			
2396,875	0,908399530797274			2396,875	0,945289686611948					2396,875	0,966858517262209	2396,875	0,99132025266609					2396,875	0,991970001469577	2396,875	0,944311219202253					2396,875	0,774310463774963	2396,875	0,558856677484418																																			
2400	0,90839257638961			2400	0,945473071955077					2400	0,966862134557121	2400	0,991209563274809					2400	0,991970355798264	2400	0,944602611524677					2400	0,775862029884933	2400	0,561636018383256																																			
2403,125	0,907695980228382			2403,125	0,945460305491732					2403,125	0,966670486070935	2403,125	0,991036439382717					2403,125	0,991908431072411	2403,125	0,944483878364141					2403,125	0,775916122705211	2403,125	0,562460239212602																																			
2406,25	0,907917700928719			2406,25	0,945333682093783					2406,25	0,966389653409303	2406,25	0,990857059503464					2406,25	0,991782511075435	2406,25	0,944295188655976					2406,25	0,774447114607515	2406,25	0,560888132295634																																			
2409,375	0,908996969802832			2409,375	0,945346739600845					2409,375	0,966355233985805	2409,375	0,990635187393629					2409,375	0,991735543876459	2409,375	0,944567559544322					2409,375	0,775909527764973	2409,375	0,562372602531099																																			
2412,5	0,90868384508969			2412,5	0,945620159824395					2412,5	0,966638250606618	2412,5	0,990678266045291					2412,5	0,991643803581955	2412,5	0,944907767089555					2412,5	0,777686865815204	2412,5	0,565012855184214																																			
2415,625	0,908284376251975			2415,625	0,945761231741109					2415,625	0,966484378644226	2415,625	0,990503269133757					2415,625	0,991777782137238	2415,625	0,945344721675091					2415,625	0,779813802360941	2415,625	0,568486758367369																																			
2418,75	0,9081719609346			2418,75	0,945627995897795					2418,75	0,966084308408066	2418,75	0,990316475390985					2418,75	0,9916827338395	2418,75	0,945062662680561					2418,75	0,778560883267281	2418,75	0,566116405642977																																			
2421,875	0,908141334321304			2421,875	0,945255977082665					2421,875	0,965709752558459	2421,875	0,990070292870529					2421,875	0,991452353879209	2421,875	0,944744080616817					2421,875	0,777059837989628	2421,875	0,563300011792219																																			
2425	0,908071991567528			2425	0,945346884966925					2425	0,965688283311728	2425	0,989951100314167					2425	0,991394004184125	2425	0,945163116974155					2425	0,778541164727869	2425	0,565989572643327																																			
2428,125	0,908343703996165			2428,125	0,9455547133011					2428,125	0,96565338675064	2428,125	0,989816124980771					2428,125	0,991368765584118	2428,125	0,945156232658482					2428,125	0,779612405332984	2428,125	0,567718954221127																																			
2431,25	0,907490186386849			2431,25	0,945391007255276					2431,25	0,965509278061629	2431,25	0,989592720225825					2431,25	0,991222906737323	2431,25	0,944901766084157					2431,25	0,778864883019309	2431,25	0,565911200129391																																			
2434,375	0,908038351382842			2434,375	0,945619210810328					2434,375	0,965349382983013	2434,375	0,989487444684515					2434,375	0,991201017210356	2434,375	0,945422899351047					2434,375	0,780524699180902	2434,375	0,568733892812678																																			
2437,5	0,908650956247582			2437,5	0,9456359315961					2437,5	0,965188129119463	2437,5	0,989273480053674					2437,5	0,991090611237701	2437,5	0,945115288701479					2437,5	0,780475881866211	2437,5	0,568654000140391																																			
2440,625	0,907878190081417			2440,625	0,945664560444524					2440,625	0,965034151742009	2440,625	0,989115485926082					2440,625	0,991016794962391	2440,625	0,945139382854699					2440,625	0,779833977980394	2440,625	0,567712197608509																																			
2443,75	0,908208599778098			2443,75	0,945507969395259					2443,75	0,964818019419538	2443,75	0,988945276639896					2443,75	0,990882160733557	2443,75	0,945341487678985					2443,75	0,780458504367576	2443,75	0,568618225532167																																			
2446,875	0,907954099442263			2446,875	0,945650613229427					2446,875	0,964973650520516	2446,875	0,988873935341413					2446,875	0,990824376329874	2446,875	0,945504262380196					2446,875	0,78140848826686	2446,875	0,57046632887855																																			
2450	0,908164015574359			2450	0,945514261591881					2450	0,96467179442391	2450	0,988614391693237					2450	0,990596350457679	2450	0,944979114414218					2450	0,7801618817123	2450	0,568440542206828																																			
2453,125	0,907259849668272			2453,125	0,945758107578804					2453,125	0,964594752231363	2453,125	0,9884108178884					2453,125	0,990576660360346	2453,125	0,945151416209879					2453,125	0,780441676247534	2453,125	0,568584324272398																																			
2456,25	0,90726400068721			2456,25	0,94556730723487					2456,25	0,964482350132244	2456,25	0,98835142216401					2456,25	0,990531097025883	2456,25	0,945279036079378					2456,25	0,78122832934119	2456,25	0,568732901624123																																			
2459,375	0,906866221332184			2459,375	0,945461442898482					2459,375	0,964245608303827	2459,375	0,988101080758709					2459,375	0,990288278002083	2459,375	0,945117580810416					2459,375	0,78062365817895	2459,375	0,568035317648645																																			
2462,5	0,907173576667154			2462,5	0,945612933463997					2462,5	0,964035267583344	2462,5	0,987913678751279					2462,5	0,990299618390674	2462,5	0,945442863851116					2462,5	0,781799461574088	2462,5	0,570517745085855																																			
2465,625	0,906648526250684			2465,625	0,945500004904024					2465,625	0,963858270567218	2465,625	0,987759528492141					2465,625	0,990184270746601	2465,625	0,9453083548465					2465,625	0,781400319969276	2465,625	0,569799749045265																																			
2468,75	0,906833653996968			2468,75	0,945707597627861					2468,75	0,964034754517507	2468,75	0,987792300702239					2468,75	0,990126434740456	2468,75	0,945352938551692					2468,75	0,782091783448023	2468,75	0,57107567418678																																			
2471,875	0,907842418733596			2471,875	0,945160237547816					2471,875	0,963598385744091	2471,875	0,987483131888714					2471,875	0,990090498712685	2471,875	0,945546050137407					2471,875	0,78287050863835	2471,875	0,571810871519147																																			
2475	0,907441571241137			2475	0,94534381716273					2475	0,96354780676821	2475	0,987320318899225					2475	0,989859019578699	2475	0,945148295422406					2475	0,781357470966954	2475	0,567963218261509																																			
2478,125	0,907178436556039			2478,125	0,94507976379807					2478,125	0,963223038055904	2478,125	0,987081414899147					2478,125	0,989651181600388	2478,125	0,944680058710156					2478,125	0,78048528733354	2478,125	0,567098405941728																																			
2481,25	0,907061367994662			2481,25	0,945336277170428					2481,25	0,963401104307914	2481,25	0,98699740796933					2481,25	0,989648798422773	2481,25	0,944965775049833					2481,25	0,781791391454926	2481,25	0,56985738598395																																			
2484,375	0,906314375445133			2484,375	0,945062749813353					2484,375	0,963051121797013	2484,375	0,986842381641023					2484,375	0,989519946955574	2484,375	0,945232716169039					2484,375	0,782126388039347	2484,375	0,570314676218629																																			
2487,5	0,906619996687117			2487,5	0,944599596978819					2487,5	0,962588529684634	2487,5	0,986484611127251					2487,5	0,989280125719568	2487,5	0,944559858058599					2487,5	0,780208337985546	2487,5	0,566550621425459																																			
2490,625	0,906234851541738			2490,625	0,9449358272559					2490,625	0,96290785793432	2490,625	0,98646955341876					2490,625	0,989302302511323	2490,625	0,944975192364161					2490,625	0,78269110337085	2490,625	0,570687610792769																																			
2493,75	0,906458282236554			2493,75	0,945187585907501					2493,75	0,96303747081749	2493,75	0,986425303949959					2493,75	0,989328536901571	2493,75	0,945508612277293					2493,75	0,784279156375232	2493,75	0,573682883704451																																			
2496,875	0,907049122657182			2496,875	0,945223311631858					2496,875	0,962839383178432	2496,875	0,986304468688846					2496,875	0,989257120717684	2496,875	0,945574537176806					2496,875	0,784356360254094	2496,875	0,574525489224869																																			
2500	0,906673534482407			2500	0,944915611429419					2500	0,962552930194672	2500	0,986036873622263					2500	0,98893849213733	2500	0,94480383067141					2500	0,782538668734298	2500	0,570468207624721																																			
2503,125	0,906498981349801			2503,125	0,944939014480104					2503,125	0,962527584962563	2503,125	0,985770579834897					2503,125	0,988911452665221	2503,125	0,944983099032602					2503,125	0,783341453552187	2503,125	0,571464489450133																																			
2506,25	0,906655333203924			2506,25	0,944211755404071					2506,25	0,962019310781027	2506,25	0,985422989074144					2506,25	0,988622260397338	2506,25	0,94442506336961					2506,25	0,781227968728759	2506,25	0,567118901917921																																			
2509,375	0,906667770881064			2509,375	0,944480010097724					2509,375	0,961947935773036	2509,375	0,985407961764107					2509,375	0,988559141372523	2509,375	0,944768582973675					2509,375	0,782066886630527	2509,375	0,569351623542225																																			
2512,5	0,906266652367171			2512,5	0,944631083862425					2512,5	0,961918325749159	2512,5	0,985322038841928					2512,5	0,988502919151105	2512,5	0,944832848623195					2512,5	0,78296052174501	2512,5	0,570930044416289																																			
2515,625	0,906170873193334			2515,625	0,944876106967358					2515,625	0,961938008821153	2515,625	0,985349754543588					2515,625	0,98853615800257	2515,625	0,945366489610492					2515,625	0,785098841680864	2515,625	0,574006432284916																																			
2518,75	0,906769073921732			2518,75	0,944783715333475					2518,75	0,961577906771898	2518,75	0,98505128159377					2518,75	0,988295887925261	2518,75	0,945050721698185					2518,75	0,784073784802963	2518,75	0,57262210409085																																			
2521,875	0,906588556362036			2521,875	0,94478407671638					2521,875	0,961294404078182	2521,875	0,984903282147804					2521,875	0,988137404050848	2521,875	0,94503857214123					2521,875	0,784305784807603	2521,875	0,572999758117973																																			
2525	0,906378929536368			2525	0,944288689662959					2525	0,960044707238113	2525	0,984470858436026					2525	0,987984338400022	2525	0,944885390736865					2525	0,783460945995887	2525	0,571537489261938																																			
2528,125	0,906488765065041			2528,125	0,944936124614713					2528,125	0,960668078158072	2528,125	0,984530595777284					2528,125	0,988073731729357	2528,125	0,945455294379614					2528,125	0,785621605029861	2528,125	0,574818711814922																																			
2531,25	0,907575648344396			2531,25	0,944881096845327					2531,25	0,960338023549732	2531,25	0,984343298303848					2531,25	0,988040185909287	2531,25	0,945633167393146					2531,25	0,786157150835568	2531,25	0,576006342738581																																			
2534,375	0,906394414246163			2534,375	0,944251175402515					2534,375	0,959780736126811	2534,375	0,984019040932077					2534,375	0,987826193084483	2534,375	0,945277159894068					2534,375	0,78541197227737	2534,375	0,575252834519572																																			
2537,5	0,906203899715378			2537,5	0,943135162359115					2537,5	0,959546753210893	2537,5	0,9836656723312					2537,5	0,987602733140132	2537,5	0,945392606769498					2537,5	0,785811586030253	2537,5	0,574307634834124																																			
2540,625	0,907383562316603			2540,625	0,943584740727617					2540,625	0,960196245038147	2540,625	0,983999745660939					2540,625	0,987707879413123	2540,625	0,945954942967347					2540,625	0,788050083798051	2540,625	0,57906696624397																																			
2543,75	0,9075462374638			2543,75	0,943141660286671					2543,75	0,960035369327747	2543,75	0,983844452106379					2543,75	0,987591106691927	2543,75	0,94603276091332					2543,75	0,788573765593126	2543,75	0,579823831572928																																			
2546,875	0,907485927858609			2546,875	0,942108473999587					2546,875	0,959252103799583	2546,875	0,983415200280317					2546,875	0,987209351770631	2546,875	0,945124150519735					2546,875	0,785611360286312	2546,875	0,574477311541308																																			
2550	0,907486771545972			2550	0,94175125341645					2550	0,958956785789736	2550	0,983210639404685					2550	0,987034311606786	2550	0,944796769754057					2550	0,785343403073786	2550	0,573668353864701																																			
2553,125	0,90749699577293			2553,125	0,941867321508448					2553,125	0,958886786544703	2553,125	0,983028119877671					2553,125	0,986827882746394	2553,125	0,944902114391479					2553,125	0,785604454251789	2553,125	0,573714464057243																																			
2556,25	0,907461634764332			2556,25	0,941652301032642					2556,25	0,958676319922739	2556,25	0,982842988250248					2556,25	0,986653883142746	2556,25	0,944781888619688					2556,25	0,78540779219555	2556,25	0,573297495003471																																			
2559,375	0,907387019802318			2559,375	0,941706286273879					2559,375	0,958696654082335	2559,375	0,982737732827521					2559,375	0,986678222836926	2559,375	0,945001737979358					2559,375	0,786034532426181	2559,375	0,574785082271436																																			
2562,5	0,907871152964976			2562,5	0,942023020503752					2562,5	0,958677138551886	2562,5	0,982690632450583					2562,5	0,986579008933295	2562,5	0,945230671272693					2562,5	0,787179355805618	2562,5	0,577265712092505																																			
2565,625	0,90685268751599			2565,625	0,941941553023819					2565,625	0,95855492993875	2565,625	0,982626985880168					2565,625	0,986491067970059	2565,625	0,945033526235024					2565,625	0,78726709297302	2565,625	0,577345328078098																																			
2568,75	0,906302371118641			2568,75	0,941610868582906					2568,75	0,95827253631473	2568,75	0,982451198364829					2568,75	0,986275180719098	2568,75	0,944724290275115					2568,75	0,786649912754024	2568,75	0,575565834297396																																			
2571,875	0,906352730686897			2571,875	0,941127798530585					2571,875	0,957697245622146	2571,875	0,982063724740835					2571,875	0,985955042194401	2571,875	0,9444559911688					2571,875	0,785774006364392	2571,875	0,573880475479458																																			
2575	0,906746047223097			2575	0,941265337010705					2575	0,95782951605502	2575	0,98197206044061					2575	0,9859130344434	2575	0,94465624714984					2575	0,787016438138518	2575	0,576272800508929																																			
2578,125	0,906432027891081			2578,125	0,941698658672745					2578,125	0,958103220759878	2578,125	0,982152202754155					2578,125	0,986173139992512	2578,125	0,945821482482878					2578,125	0,790869545635318	2578,125	0,583682744038903																																			
2581,25	0,905801892841318			2581,25	0,941017035514438					2581,25	0,957576540816918	2581,25	0,981739425848848					2581,25	0,985740405695855	2581,25	0,944873300224653					2581,25	0,78745361849169	2581,25	0,577201513704229																																			
2584,375	0,906142939741531			2584,375	0,940933006545583					2584,375	0,957576457257703	2584,375	0,981625245120373					2584,375	0,985772005675391	2584,375	0,945155186159345					2584,375	0,788546309601375	2584,375	0,578810192960246																																			
2587,5	0,906056529454192			2587,5	0,940575023503921					2587,5	0,957302925077974	2587,5	0,98138346646613					2587,5	0,985566682003893	2587,5	0,944909573843125					2587,5	0,788309587770428	2587,5	0,578316012461841																																			
2590,625	0,905389325655073			2590,625	0,940475560721455					2590,625	0,957286889383418	2590,625	0,981300855104548					2590,625	0,985494053413751	2590,625	0,945125706907692					2590,625	0,789430772260293	2590,625	0,580344045298424																																			
2593,75	0,905005314600459			2593,75	0,940227593525566					2593,75	0,956910926592699	2593,75	0,981095492962363					2593,75	0,985374781429587	2593,75	0,945175372320428					2593,75	0,789727112324945	2593,75	0,580853790081069																																			
2596,875	0,905164220424854			2596,875	0,939779016448547					2596,875	0,956500747773914	2596,875	0,980758707673966					2596,875	0,985071166588617	2596,875	0,944487119523164					2596,875	0,787824210926761	2596,875	0,577312520127626																																			
2600	0,905076925104301			2600	0,939747638825328					2600	0,956724904050848	2600	0,980722294780611					2600	0,985072087644582	2600	0,944862118654773					2600	0,789036604519587	2600	0,579115840035662																																			
2603,125	0,904555149295389			2603,125	0,939538100688759					2603,125	0,956483656285099	2603,125	0,980472582706393					2603,125	0,984969777434854	2603,125	0,944969303514741					2603,125	0,789380929911289	2603,125	0,57950567676659																																			
2606,25	0,903580267625567			2606,25	0,939736622491317					2606,25	0,956691113791975	2606,25	0,980393232557073					2606,25	0,984970487211348	2606,25	0,945252016259454					2606,25	0,790492280487661	2606,25	0,581723842256272																																			
2609,375	0,903868445604681			2609,375	0,938919088906244					2609,375	0,955987602154781	2609,375	0,979944254595556					2609,375	0,98461840980443	2609,375	0,944572842503513					2609,375	0,788674481057498	2609,375	0,578600074746768																																			
2612,5	0,904930293461052			2612,5	0,938815710050979					2612,5	0,955624262260029	2612,5	0,979656770333794					2612,5	0,984548635494031	2612,5	0,944631551980439					2612,5	0,788986394452107	2612,5	0,579507533185468																																			
2615,625	0,902504850277455			2615,625	0,938433561604741					2615,625	0,955415589081341	2615,625	0,979411620857567					2615,625	0,984483297964454	2615,625	0,945082830121924					2615,625	0,790030778870266	2615,625	0,581753194613687																																			
2618,75	0,903042869507665			2618,75	0,937983067703844					2618,75	0,955241875233114	2618,75	0,979178311148708					2618,75	0,984314876904063	2618,75	0,944641991236172					2618,75	0,788679291347329	2618,75	0,579228700935166																																			
2621,875	0,902802405637905			2621,875	0,938224091846088					2621,875	0,95528270797477	2621,875	0,979020338758041					2621,875	0,984350352142035	2621,875	0,945143049572179					2621,875	0,790068982697489	2621,875	0,581879975486088																																			
2625	0,902124679568233			2625	0,938503203479008					2625	0,955456045065929	2625	0,979044975332332					2625	0,984449689405074	2625	0,945627729439738					2625	0,792110353352521	2625	0,58514037374058																																			
2628,125	0,902532683162014			2628,125	0,937943836736246					2628,125	0,955115008619656	2628,125	0,978891142600308					2628,125	0,984257768427654	2628,125	0,945447187033211					2628,125	0,791286455989335	2628,125	0,583246620268304																																			
2631,25	0,903100611892805			2631,25	0,937762462593112					2631,25	0,954946757626248	2631,25	0,978684855400712					2631,25	0,984151362901295	2631,25	0,94563261530808					2631,25	0,791270811020032	2631,25	0,583804172834363																																			
2634,375	0,902751004510175			2634,375	0,938143716375054					2634,375	0,955190393916641	2634,375	0,978731515236239					2634,375	0,984147114517848	2634,375	0,945977959802539					2634,375	0,792863391267181	2634,375	0,586987272112806																																			
2637,5	0,902614413729093			2637,5	0,937630475021121					2637,5	0,954653930404324	2637,5	0,978487492736844					2637,5	0,984039368916203	2637,5	0,945928626453365					2637,5	0,793407798467481	2637,5	0,587851324239283																																			
2640,625	0,901499121508613			2640,625	0,937427466565203					2640,625	0,954508367378988	2640,625	0,978228976811467					2640,625	0,983785967310192	2640,625	0,945473200086296					2640,625	0,792192110725499	2640,625	0,585222358889204																																			
2643,75	0,901646096975272			2643,75	0,936915374680391					2643,75	0,954014923471901	2643,75	0,97788145317592					2643,75	0,983504798727361	2643,75	0,945088500655241					2643,75	0,791156308472313	2643,75	0,583338869989963																																			
2646,875	0,901661091385837			2646,875	0,936695810195132					2646,875	0,95389346088152	2646,875	0,977666628469199					2646,875	0,98327659811615	2646,875	0,944645459077043					2646,875	0,790084960545221	2646,875	0,58172512748547																																			
2650	0,901544768674354			2650	0,936144464379686					2650	0,953244658095682	2650	0,977198926367391					2650	0,983044987080534	2650	0,944971948189025					2650	0,791156155876059	2650	0,582809241387286																																			
2653,125	0,901331259438354			2653,125	0,936498821130592					2653,125	0,953475629974133	2653,125	0,977352697590458					2653,125	0,983099342916929	2653,125	0,945019280230595					2653,125	0,791585763616746	2653,125	0,5845859329784																																			
2656,25	0,901407467679416			2656,25	0,935872514814651					2656,25	0,952941070247538	2656,25	0,977079295309144					2656,25	0,982873140453581	2656,25	0,944619952132167					2656,25	0,790221798070456	2656,25	0,581772881141784																																			
2659,375	0,901685550360527			2659,375	0,935783309815102					2659,375	0,952897716498667	2659,375	0,976788773362005					2659,375	0,982771946396947	2659,375	0,944779982531034					2659,375	0,791631937261904	2659,375	0,583984062684252																																			
2662,5	0,900911336940092			2662,5	0,935916119999542					2662,5	0,952898061400922	2662,5	0,976702554448564					2662,5	0,982687605572476	2662,5	0,944976665262831					2662,5	0,791973697427214	2662,5	0,585260666078608																																			
2665,625	0,901075325155307			2665,625	0,935712784081153					2665,625	0,952426404847922	2665,625	0,976406967004718					2665,625	0,982641774040758	2665,625	0,945143742510979					2665,625	0,792114404333257	2665,625	0,58535750172913																																			
2668,75	0,90093210504897			2668,75	0,936183107909914					2668,75	0,952715966436011	2668,75	0,976560442397489					2668,75	0,982890305547149	2668,75	0,945938285026608					2668,75	0,795658233795892	2668,75	0,591649204304891																																			
2671,875	0,900970814893788			2671,875	0,935415876253504					2671,875	0,952210517713197	2671,875	0,976094776144084					2671,875	0,982373852772981	2671,875	0,94488954035842					2671,875	0,793164217477989	2671,875	0,586518981179712																																			
2675	0,900710471870867			2675	0,935139730233898					2675	0,951906043442965	2675	0,975806743446415					2675	0,982081359957855	2675	0,944440081748095					2675	0,791715949919369	2675	0,583846903199608																																			
2678,125	0,900497868637888			2678,125	0,935257887779416					2678,125	0,951875281395985	2678,125	0,97570472503485					2678,125	0,982026215540124	2678,125	0,944724820177243					2678,125	0,792061633598259	2678,125	0,584330239996277																																			
2681,25	0,900672976019476			2681,25	0,934749211112356					2681,25	0,951424225535588	2681,25	0,975409583727092					2681,25	0,981709801795918	2681,25	0,94440728576037					2681,25	0,791625023129448	2681,25	0,584496642143103																																			
2684,375	0,900134133675769			2684,375	0,934217986015812					2684,375	0,950780708328373	2684,375	0,97517102470676					2684,375	0,981563385922751	2684,375	0,944247988201105					2684,375	0,791639223145384	2684,375	0,584140156698457																																			
2687,5	0,900753592851529			2687,5	0,934273920145753					2687,5	0,950924044528629	2687,5	0,975100317622263					2687,5	0,981454896899199	2687,5	0,944361053021173					2687,5	0,79159809174576	2687,5	0,583912186181393																																			
2690,625	0,900792099119153			2690,625	0,934049687963977					2690,625	0,950800236723742	2690,625	0,974675756598526					2690,625	0,981295143202752	2690,625	0,944311050710198					2690,625	0,7921862040398	2690,625	0,585427172534478																																			
2693,75	0,900301563877415			2693,75	0,934053911441497					2693,75	0,950707034104671	2693,75	0,974611804142922					2693,75	0,981279703111367	2693,75	0,944098210339075					2693,75	0,792066454768035	2693,75	0,58410498021504																																			
2696,875	0,900336806632286			2696,875	0,934220619480476					2696,875	0,950971836411512	2696,875	0,974616357778685					2696,875	0,981341540510324	2696,875	0,944846696121427					2696,875	0,793864422480792	2696,875	0,587895147360635																																			
2700	0,900615323745721			2700	0,934009581090311					2700	0,950795798230098	2700	0,974383042271333					2700	0,981119532120743	2700	0,944803078285112					2700	0,793477070871549	2700	0,587807017533075																																			
2703,125	0,899578523835164			2703,125	0,933830393486803					2703,125	0,950291911718632	2703,125	0,973994236389671					2703,125	0,980903375153039	2703,125	0,94472513686082					2703,125	0,793649753978068	2703,125	0,587859497672458																																			
2706,25	0,899735802557372			2706,25	0,933905977374942					2706,25	0,950268597871835	2706,25	0,97394506699013					2706,25	0,981050242404823	2706,25	0,945076209856529					2706,25	0,79499742524245	2706,25	0,590274349297305																																			
2709,375	0,899550214187384			2709,375	0,933371924560247					2709,375	0,94995064839255	2709,375	0,97357782499829					2709,375	0,980760256990751	2709,375	0,944651599708746					2709,375	0,79405733185911	2709,375	0,588714217994897																																			
2712,5	0,899066023569376			2712,5	0,932922940264442					2712,5	0,949632801015617	2712,5	0,973253551810523					2712,5	0,980415575144284	2712,5	0,944026452097411					2712,5	0,792456190165809	2712,5	0,585275637210295																																			
2715,625	0,899333199133186			2715,625	0,932783282892087					2715,625	0,949479196812097	2715,625	0,973094638473655					2715,625	0,980316987784176	2715,625	0,944334473185739					2715,625	0,792885445111763	2715,625	0,586360374862698																																			
2718,75	0,899647107914906			2718,75	0,932863186382047					2718,75	0,949614368009817	2718,75	0,97308250757593					2718,75	0,980341475489155	2718,75	0,944829303057776					2718,75	0,794654705011135	2718,75	0,589174493449126																																			
2721,875	0,899349925850685			2721,875	0,932932284474815					2721,875	0,949610352170376	2721,875	0,972908962727643					2721,875	0,980393522014953	2721,875	0,945025058183755					2721,875	0,795497316668317	2721,875	0,590748300613257																																			
2725	0,899458554603708			2725	0,932372316316608					2725	0,94895391970313	2725	0,972416286745869					2725	0,980040892165875	2725	0,944499383344152					2725	0,793900106038061	2725	0,587669612533814																																			
2728,125	0,899180070325674			2728,125	0,93168127225903					2728,125	0,948383880535794	2728,125	0,972003329112175					2728,125	0,979713320890987	2728,125	0,944470860925433					2728,125	0,793450051661118	2728,125	0,587483861002552																																			
2731,25	0,898862120474481			2731,25	0,931624539123586					2731,25	0,94841754550798	2731,25	0,971882935458112					2731,25	0,979747646166769	2731,25	0,944498995948171					2731,25	0,793679235963635	2731,25	0,588382236332216																																			
2734,375	0,899522647924067			2734,375	0,931959109693856					2734,375	0,948677170852721	2734,375	0,971971276603086					2734,375	0,979798525500828	2734,375	0,944958616447162					2734,375	0,795179155282191	2734,375	0,591470531883124																																			
2737,5	0,898949689571325			2737,5	0,931792216911213					2737,5	0,948561176607365	2737,5	0,971805216426658					2737,5	0,979656313645972	2737,5	0,945127755412374					2737,5	0,796255857222681	2737,5	0,593174660371781																																			
2740,625	0,89871784219638			2740,625	0,931453785214852					2740,625	0,948168087906654	2740,625	0,971388865037521					2740,625	0,97937367100046	2740,625	0,944788185530225					2740,625	0,79537560577584	2740,625	0,591789687372756																																			
2743,75	0,898911377374649			2743,75	0,930681061808332					2743,75	0,947406574159473	2743,75	0,970782565186067					2743,75	0,978840203524282	2743,75	0,943965163801131					2743,75	0,792268068501504	2743,75	0,586403496735631																																			
2746,875	0,898834691752836			2746,875	0,930925372464113					2746,875	0,947528483792246	2746,875	0,970709394011594					2746,875	0,978881171511457	2746,875	0,944373865086613					2746,875	0,794012439098323	2746,875	0,589340241904996																																			
2750	0,898748488564912			2750	0,931141884328021					2750	0,947813099343852	2750	0,970806754025315					2750	0,97907994291169	2750	0,945519555292012					2750	0,798180361198718	2750	0,596563306832995																																			
2753,125	0,898854221222754			2753,125	0,930525812784789					2753,125	0,947137721598302	2753,125	0,970448213677299					2753,125	0,978812774904547	2753,125	0,945062267788428					2753,125	0,795787048472568	2753,125	0,593589978473717																																			
2756,25	0,899026283772957			2756,25	0,93008064460396					2756,25	0,946503727988795	2756,25	0,970017418954183					2756,25	0,978473659088717	2756,25	0,944797874235855					2756,25	0,795572385701705	2756,25	0,59172687276022																																			
2759,375	0,899002118436309			2759,375	0,929927918073906					2759,375	0,946548439240379	2759,375	0,970005181724008					2759,375	0,978386925497369	2759,375	0,944764917625508					2759,375	0,795672050958921	2759,375	0,591944718133448																																			
2762,5	0,898801821207667			2762,5	0,929899066536398					2762,5	0,946474715969235	2762,5	0,969935605010346					2762,5	0,978357054159375	2762,5	0,945335491480733					2762,5	0,797018544484976	2762,5	0,595186671264009																																			
