Frequency in Hz	Wool_92_HF_1 Sound Absorption Coefficient continuous	Frequency in Hz	Wool_92_LF_1 Sound Absorption Coefficient continuous	Frequency in Hz	Wool_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_92_HF_1 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_92_LF_1 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient 1/3-octave	
1343,75	0,911481506735222			1343,75	0,915501005166748					1343,75	0,882885567600053	1343,75	0,884272543089359					1343,75	0,817428074205686	1343,75	0,705059389338107					1343,75	0,517857621919361	1343,75	0,348958645623358																																			
1346,875	0,911384785115633			1346,875	0,916387050938546					1346,875	0,885780523059544	1346,875	0,886295428797311					1346,875	0,820021389380389	1346,875	0,707759281245112					1346,875	0,521375845505171	1346,875	0,352635634101602																																			
1350	0,911284981755381			1350	0,916644934855169					1350	0,887680806117672	1350	0,887064879302698					1350	0,820562013093373	1350	0,707753141149					1350	0,520684113956848	1350	0,350009730372911																																			
1353,125	0,911138689756645			1353,125	0,916486636656359					1353,125	0,889407137402285	1353,125	0,887515196051765					1353,125	0,820922272695757	1353,125	0,70779560295969					1353,125	0,520632658176692	1353,125	0,349237087254429																																			
1356,25	0,910967378007741			1356,25	0,916533723803727					1356,25	0,892613377875571	1356,25	0,888658090516762					1356,25	0,822048297003422	1356,25	0,707244787716563					1356,25	0,518583062612396	1356,25	0,346156664531607																																			
1359,375	0,910723768351916			1359,375	0,916938438896998					1359,375	0,896234154844536	1359,375	0,890627182959176					1359,375	0,824607074786377	1359,375	0,711328177175379					1359,375	0,524554614721451	1359,375	0,353347240673727																																			
1362,5	0,910579235792996			1362,5	0,917399991748271					1362,5	0,899702814568605	1362,5	0,891851178208632					1362,5	0,826331490574176	1362,5	0,712980512099259					1362,5	0,526357995650437	1362,5	0,355209965323297																																			
1365,625	0,910645838329305			1365,625	0,917582733784054					1365,625	0,902377141278765	1365,625	0,892476125335749					1365,625	0,826747421851691	1365,625	0,713055330776473					1365,625	0,5256941928098	1365,625	0,354142023609672																																			
1368,75	0,910645401476656			1368,75	0,9175930135399					1368,75	0,905003871685923	1368,75	0,893689529127276					1368,75	0,82784865051545	1368,75	0,714798267756381					1368,75	0,527574493908638	1368,75	0,356261823033713																																			
1371,875	0,910115496131276			1371,875	0,917927219723987					1371,875	0,908535760308001	1371,875	0,895114086078517					1371,875	0,829296110823212	1371,875	0,715877512475947					1371,875	0,528286819057855	1371,875	0,356192519880257																																			
1375	0,910128966365893			1375	0,917937389408855					1375	0,910711340025623	1375	0,895460285847196					1375	0,828948556416038	1375	0,714662866611633					1375	0,525535830816355	1375	0,351805873976066																																			
1378,125	0,909806817822622			1378,125	0,917961530996878					1378,125	0,91245791955598	1378,125	0,896205832931651					1378,125	0,82932195435617	1378,125	0,714954761632106					1378,125	0,524813848710824	1378,125	0,350831465371315																																			
1381,25	0,909887577371921			1381,25	0,918675787659452					1381,25	0,916168080220109	1381,25	0,898571384439467					1381,25	0,83179977465668	1381,25	0,717327278575301					1381,25	0,526519674816869	1381,25	0,353273545468563																																			
1384,375	0,909543085592749			1384,375	0,918695164538562					1384,375	0,917946928838281	1384,375	0,899177355609774					1384,375	0,832284799788952	1384,375	0,718017899838452					1384,375	0,526614362855205	1384,375	0,352579487920153																																			
1387,5	0,90928055863844			1387,5	0,919054064717275					1387,5	0,919629851044298	1387,5	0,900440018140233					1387,5	0,833714648940048	1387,5	0,720054217688319					1387,5	0,528626245818912	1387,5	0,354524622517002																																			
1390,625	0,90852500787855			1390,625	0,919530677838298					1390,625	0,921346214801999	1390,625	0,902155947792612					1390,625	0,836055391794009	1390,625	0,723487407901547					1390,625	0,532870791118628	1390,625	0,359445672521188																																			
1393,75	0,908314936837129			1393,75	0,919939924770702					1393,75	0,923080638242782	1393,75	0,903370126479856					1393,75	0,837831526190193	1393,75	0,725631654255794					1393,75	0,535238246071853	1393,75	0,362541794091614																																			
1396,875	0,907838383390718			1396,875	0,920185571991346					1396,875	0,92450651965356	1396,875	0,904374532077526					1396,875	0,838525733256509	1396,875	0,726429279225878					1396,875	0,535011040789622	1396,875	0,361471416515724																																			
1400	0,908015618689492			1400	0,920401062420613					1400	0,9259398669292	1400	0,905657060616072					1400	0,84047699299353	1400	0,729248811451412					1400	0,538351181742531	1400	0,364898729898851																																			
1403,125	0,907551246203474			1403,125	0,92054474160142					1403,125	0,927072774044645	1403,125	0,906355072040503					1403,125	0,841173286535471	1403,125	0,728965864184719					1403,125	0,536958142856593	1403,125	0,362552371264958																																			
1406,25	0,907487861154884			1406,25	0,920835816237174					1406,25	0,92817921976121	1406,25	0,907069490761744					1406,25	0,841708562859727	1406,25	0,728963936492168					1406,25	0,5363077834032	1406,25	0,360741380376044																																			
1409,375	0,907409039872409			1409,375	0,921211454660435					1409,375	0,929457890817411	1409,375	0,90844783603906					1409,375	0,843588354907083	1409,375	0,731228089494714					1409,375	0,538588766200189	1409,375	0,362474565659167																																			
1412,5	0,907096975338289			1412,5	0,921463843646369					1412,5	0,930065771783132	1412,5	0,909435556024979					1412,5	0,845286770157532	1412,5	0,733495108205794					1412,5	0,541080107113494	1412,5	0,365421532713375																																			
1415,625	0,906917975761747			1415,625	0,921932245678418					1415,625	0,930994059022553	1415,625	0,910463529410123					1415,625	0,846489303902917	1415,625	0,734575788420433					1415,625	0,541099356718664	1415,625	0,364679738708697																																			
1418,75	0,906899328905078			1418,75	0,92198019914405					1418,75	0,931737754975288	1418,75	0,911128808660605					1418,75	0,847187741029785	1418,75	0,735160108732303					1418,75	0,540900619773081	1418,75	0,364246276544002																																			
1421,875	0,90666996934804			1421,875	0,922203492025406					1421,875	0,932524141129512	1421,875	0,912206472944411					1421,875	0,849017049419341	1421,875	0,737258890922594					1421,875	0,543694726541462	1421,875	0,367074909385969																																			
1425	0,906511562947617			1425	0,922302769702939					1425	0,933151292668493	1425	0,912820008228294					1425	0,849759584784424	1425	0,738010790633038					1425	0,543815518780926	1425	0,366797962366173																																			
1428,125	0,906469103195167			1428,125	0,922547303456701					1428,125	0,934185164559969	1428,125	0,913818696361474					1428,125	0,850809309507907	1428,125	0,739136409646941					1428,125	0,542881501921516	1428,125	0,364121359350212																																			
1431,25	0,906140127689591			1431,25	0,922675934033203					1431,25	0,934556168910755	1431,25	0,914709721658879					1431,25	0,852236193275486	1431,25	0,740834757043066					1431,25	0,545523802078774	1431,25	0,366977656999541																																			
1434,375	0,905763710165366			1434,375	0,922830344048349					1434,375	0,935219150913527	1434,375	0,915784141644382					1434,375	0,853789179422786	1434,375	0,74284954814182					1434,375	0,547882149078009	1434,375	0,369198312231986																																			
1437,5	0,90525693744289			1437,5	0,923376013710701					1437,5	0,936222922307073	1437,5	0,91748974973145					1437,5	0,856376057041475	1437,5	0,746765854283459					1437,5	0,553136781515423	1437,5	0,375191695089444																																			
1440,625	0,905536102437913			1440,625	0,922689816459611					1440,625	0,936063115289242	1440,625	0,917090864785608					1440,625	0,856014566337403	1440,625	0,745541264845673					1440,625	0,550584976289225	1440,625	0,372015760048498																																			
1443,75	0,90569173159468			1443,75	0,923584835311078					1443,75	0,93737041673043	1443,75	0,918698617404139					1443,75	0,857761845074538	1443,75	0,74732845133917					1443,75	0,550824076870643	1443,75	0,37087393657532																																			
1446,875	0,905412996030762			1446,875	0,923767987103296					1446,875	0,93773600717095	1446,875	0,919549130222905					1446,875	0,859175971309837	1446,875	0,749309720688038					1446,875	0,553934463827225	1446,875	0,375423105318577																																			
1450	0,904650565503797			1450	0,924040451498635					1450	0,93850012758501	1450	0,920536415149492					1450	0,860553004709123	1450	0,75103456662448					1450	0,555684946344903	1450	0,377318561279314																																			
1453,125	0,904500354551074			1453,125	0,92420523188707					1453,125	0,939007448916358	1453,125	0,92139708302295					1453,125	0,86167578026036	1453,125	0,752332613540745					1453,125	0,556638410150881	1453,125	0,377742101029899																																			
1456,25	0,90425141129304			1456,25	0,92436245345131					1456,25	0,939484954540945	1456,25	0,922248798304944					1456,25	0,862833250300685	1456,25	0,75364370076764					1456,25	0,556749798681735	1456,25	0,378197846551891																																			
1459,375	0,904190445175555			1459,375	0,924531246392468					1459,375	0,939900985309684	1459,375	0,922995238445653					1459,375	0,864043520401753	1459,375	0,75519001918542					1459,375	0,558768836078221	1459,375	0,38064175690977																																			
1462,5	0,904201418791736			1462,5	0,925043066567872					1462,5	0,940591936540812	1462,5	0,924203025957253					1462,5	0,8659280162016	1462,5	0,757685561537365					1462,5	0,561864307034054	1462,5	0,384678359467615																																			
1465,625	0,90399088589118			1465,625	0,924992765330239					1465,625	0,940941891596566	1465,625	0,924536752606514					1465,625	0,866035589796493	1465,625	0,757242255146021					1465,625	0,559434883589344	1465,625	0,381340620305441																																			
1468,75	0,903784277786731			1468,75	0,925367306185813					1468,75	0,941740463288901	1468,75	0,925686430544567					1468,75	0,867972081696879	1468,75	0,760016462555074					1468,75	0,562999398629447	1468,75	0,385388511893829																																			
1471,875	0,903488128983016			1471,875	0,925768149073426					1471,875	0,942084254241015	1471,875	0,926403816760445					1471,875	0,868818794234092	1471,875	0,76052836914326					1471,875	0,563065269233592	1471,875	0,384661639014133																																			
1475	0,903964695564882			1475	0,925757909173306					1475	0,942122480515843	1475	0,92667427201641					1475	0,869119561676744	1475	0,760429985516581					1475	0,56276662819847	1475	0,383440208564563																																			
1478,125	0,903507537472982			1478,125	0,926337886827463					1478,125	0,942726674072312	1478,125	0,927610131664174					1478,125	0,870673090512359	1478,125	0,762400665880205					1478,125	0,56523286251836	1478,125	0,38647002006258																																			
1481,25	0,902939319410824			1481,25	0,926801195927949					1481,25	0,943181846011102	1481,25	0,928464637958762					1481,25	0,872359487153659	1481,25	0,764974218111861					1481,25	0,568369425466472	1481,25	0,390621665731396																																			
1484,375	0,903777652539421			1484,375	0,927605510839377					1484,375	0,944031079268418	1484,375	0,929457238631311					1484,375	0,873845164022407	1484,375	0,766643504400993					1484,375	0,569390832368587	1484,375	0,392177076525758																																			
1487,5	0,904120906066			1487,5	0,927539933460452					1487,5	0,944019500564284	1487,5	0,929203023663589					1487,5	0,873068118007463	1487,5	0,764387329806158					1487,5	0,564533652436145	1487,5	0,384973746822668																																			
1490,625	0,903612194556179			1490,625	0,928291565281657					1490,625	0,944466022976516	1490,625	0,930082226788817					1490,625	0,874564039501572	1490,625	0,766333029557844					1490,625	0,566850824435589	1490,625	0,387810760071751																																			
1493,75	0,904286586043286			1493,75	0,928705911078054					1493,75	0,944777532957374	1493,75	0,930427423201202					1493,75	0,875141843297865	1493,75	0,767022704937644					1493,75	0,566710321560697	1493,75	0,386819125646543																																			
1496,875	0,905174241926615			1496,875	0,928888530284993					1496,875	0,944874405327797	1496,875	0,930506124822136					1496,875	0,875512583648916	1496,875	0,767463601468527					1496,875	0,566916350380851	1496,875	0,386732557112424																																			
1500	0,905344067308285			1500	0,930267455829554					1500	0,94575309831983	1500	0,931858358988244					1500	0,877433875852839	1500	0,769694803156398					1500	0,56875772040413	1500	0,388532744636212																																			
1503,125	0,906544838614256			1503,125	0,931172992147509					1503,125	0,946363924121518	1503,125	0,93279360775245					1503,125	0,879102233162353	1503,125	0,772403420502054					1503,125	0,572421543382031	1503,125	0,392451247497347																																			
1506,25	0,906736624753138			1506,25	0,931583695879358					1506,25	0,946646817903673	1506,25	0,933443126657073					1506,25	0,880230566397055	1506,25	0,774593177531979					1506,25	0,575111673686568	1506,25	0,394908529509506																																			
1509,375	0,906829347100829			1509,375	0,932576013287295					1509,375	0,947111052960492	1509,375	0,933864892466145					1509,375	0,880753530560495	1509,375	0,774885240047927					1509,375	0,572685365107709	1509,375	0,391390044960935																																			
1512,5	0,907716616299485			1512,5	0,933315764300216					1512,5	0,947449175631064	1512,5	0,934686021548082					1512,5	0,88170412561309	1512,5	0,776258424452691					1512,5	0,574462190072913	1512,5	0,392458897203275																																			
1515,625	0,908158647820973			1515,625	0,933774087860966					1515,625	0,947779538278575	1515,625	0,935414245238002					1515,625	0,882142133130219	1515,625	0,776236071787372					1515,625	0,57301084745739	1515,625	0,38890472193731																																			
1518,75	0,908883569154636			1518,75	0,93462316951732					1518,75	0,948258124074874	1518,75	0,936539866516181					1518,75	0,884045108078209	1518,75	0,780300482822437					1518,75	0,578849047632501	1518,75	0,397852864946923																																			
1521,875	0,909311230067983			1521,875	0,934844438916815					1521,875	0,94821378632717	1521,875	0,936772645926722					1521,875	0,884440964206285	1521,875	0,781071169254693					1521,875	0,579139424891455	1521,875	0,39848220782954																																			
1525	0,910387169990609			1525	0,935713220705785					1525	0,948947068403462	1525	0,9376317926766					1525	0,884770531482046	1525	0,780628538402244					1525	0,575354391230198	1525	0,390279605853199																																			
1528,125	0,910899406336241			1528,125	0,9364011548426					1528,125	0,949537288066282	1528,125	0,939080857473867					1528,125	0,886993002682111	1528,125	0,785365238180265					1528,125	0,583463364471001	1528,125	0,40144174867934																																			
1531,25	0,91074850102628			1531,25	0,936976651778877					1531,25	0,949620046769892	1531,25	0,939630031142519					1531,25	0,887450006058304	1531,25	0,786164699107407					1531,25	0,583408768088352	1531,25	0,401214614010231																																			
1534,375	0,911554932322476			1534,375	0,937666209071535					1534,375	0,950192026999914	1534,375	0,940843216764081					1534,375	0,889284952576324	1534,375	0,788953582284691					1534,375	0,586051749058683	1534,375	0,404363020130155																																			
1537,5	0,912217744645385			1537,5	0,938065228950101					1537,5	0,950405350317632	1537,5	0,94130334094311					1537,5	0,889042004448667	1537,5	0,788163181942705					1537,5	0,582500948444866	1537,5	0,398178696300818																																			
1540,625	0,912739889252657			1540,625	0,938343477759836					1540,625	0,950730067717426	1540,625	0,941980412415681					1540,625	0,889708657617087	1540,625	0,78929710190571					1540,625	0,583790846935109	1540,625	0,399476843018859																																			
1543,75	0,912605557025426			1543,75	0,939183415787526					1543,75	0,951364905849788	1543,75	0,943286988165646					1543,75	0,89139733590835	1543,75	0,791969707255775					1543,75	0,586143962721232	1543,75	0,402145385135149																																			
1546,875	0,913271873769026			1546,875	0,939435414193789					1546,875	0,951649242504389	1546,875	0,94412536268207					1546,875	0,892579297035684	1546,875	0,793495953204971					1546,875	0,588861105837276	1546,875	0,404844181236289																																			
1550	0,913704585428194			1550	0,939883055650127					1550	0,9521747272053	1550	0,94501698931676					1550	0,893495967428852	1550	0,79457185696172					1550	0,588315033025031	1550	0,402778550188832																																			
1553,125	0,913840390088978			1553,125	0,940134099860562					1553,125	0,952348776863902	1553,125	0,945424932005475					1553,125	0,893909429965076	1553,125	0,794907278821609					1553,125	0,588052030969143	1553,125	0,40128989073741																																			
1556,25	0,914244983856998			1556,25	0,940699824044432					1556,25	0,952805045557148	1556,25	0,946598584576311					1556,25	0,895702547925035	1556,25	0,797611848193232					1556,25	0,591610421409288	1556,25	0,404365884907483																																			
1559,375	0,914156148653868			1559,375	0,940975709384803					1559,375	0,952908630695296	1559,375	0,947195436463637					1559,375	0,896298083138708	1559,375	0,798524340486126					1559,375	0,59207356402972	1559,375	0,404985924740888																																			
1562,5	0,914189570729328			1562,5	0,941259392995975					1562,5	0,953141148938805	1562,5	0,947974201169816					1562,5	0,896855447677261	1562,5	0,799359243446573					1562,5	0,592932500440248	1562,5	0,406462578905073																																			
1565,625	0,914513077414996			1565,625	0,941915207307308					1565,625	0,953965365156958	1565,625	0,949415105305401					1565,625	0,899288008698492	1565,625	0,803003147824292					1565,625	0,598104116411041	1565,625	0,412939163755024																																			
1568,75	0,914891557225476			1568,75	0,941927361060903					1568,75	0,953929998987653	1568,75	0,949508949315726					1568,75	0,898684124118446	1568,75	0,800883896474248					1568,75	0,592521372699673	1568,75	0,404507991784929																																			
1571,875	0,914919357959426			1571,875	0,942475254653628					1571,875	0,954515449541025	1571,875	0,950363743514655					1571,875	0,900572269265247	1571,875	0,803723027156962					1571,875	0,596656948152028	1571,875	0,410013094992104																																			
1575	0,914906985211123			1575	0,942530171335398					1575	0,954575235147115	1575	0,950774086295876					1575	0,901156325647683	1575	0,803925953211558					1575	0,596994969000136	1575	0,409749959663419																																			
1578,125	0,915469835608849			1578,125	0,942917276537524					1578,125	0,954880757903535	1578,125	0,951707012831035					1578,125	0,90240885173774	1578,125	0,805767614306098					1578,125	0,601608711930932	1578,125	0,416236417212478																																			
1581,25	0,915415953099602			1581,25	0,943187703083432					1581,25	0,95527314015735	1581,25	0,952364793469659					1581,25	0,903271315271828	1581,25	0,806280824705942					1581,25	0,599922378896786	1581,25	0,411061536896726																																			
1584,375	0,915003423997698			1584,375	0,943505495872006					1584,375	0,955661032543683	1584,375	0,953113777926278					1584,375	0,904656075601786	1584,375	0,808472309092701					1584,375	0,603013570220625	1584,375	0,415636666311378																																			
1587,5	0,915101419357254			1587,5	0,943836134178465					1587,5	0,956101383892283	1587,5	0,953852368771345					1587,5	0,905867578908369	1587,5	0,809261818980029					1587,5	0,602812311897098	1587,5	0,413576397185953																																			
1590,625	0,915385251192597			1590,625	0,944099768274811					1590,625	0,956456031489271	1590,625	0,954379103002532					1590,625	0,906157733399223	1590,625	0,808823718787611					1590,625	0,599267337598125	1590,625	0,40521945477423																																			
1593,75	0,915185134202921			1593,75	0,944376766562434					1593,75	0,956772106101482	1593,75	0,955190839944275					1593,75	0,907050985676391	1593,75	0,810397413358046					1593,75	0,602486195320508	1593,75	0,409168364507756																																			
1596,875	0,915034310906736			1596,875	0,944607042651791					1596,875	0,957077917931183	1596,875	0,955900602529929					1596,875	0,908226066078172	1596,875	0,812047214657915					1596,875	0,604693063381559	1596,875	0,413618148079272																																			
1600	0,914957469120069			1600	0,94459379506278					1600	0,957144722672959	1600	0,956095288892028					1600	0,908403664121777	1600	0,811831775249476					1600	0,602971248487916	1600	0,411828716624975																																			
1603,125	0,915472183999628			1603,125	0,94477980383297					1603,125	0,957448444729811	1603,125	0,956613671651034					1603,125	0,909040010446204	1603,125	0,812120551921579					1603,125	0,602827772136686	1603,125	0,410275788349923																																			
1606,25	0,91541750669891			1606,25	0,944817290109175					1606,25	0,957950596508636	1606,25	0,957240340887878					1606,25	0,910159270306237	1606,25	0,813393257352562					1606,25	0,604615603791516	1606,25	0,41106653495959																																			
1609,375	0,915993975302824			1609,375	0,945378096260246					1609,375	0,95872436355927	1609,375	0,958416091900433					1609,375	0,912617643619165	1609,375	0,818057726246087					1609,375	0,61355586741336	1609,375	0,424147378646914																																			
1612,5	0,915484582670352			1612,5	0,945832483169545					1612,5	0,959432772717079	1612,5	0,959326896890844					1612,5	0,914283471294675	1612,5	0,821076647351704					1612,5	0,618822067543389	1612,5	0,431020135585943																																			
1615,625	0,915403368836721			1615,625	0,945773730223737					1615,625	0,959541534571839	1615,625	0,959504820771956					1615,625	0,914151779359119	1615,625	0,820314808101382					1615,625	0,615528986347083	1615,625	0,425393087118173																																			
1618,75	0,915355540397875			1618,75	0,945605787327694					1618,75	0,959603134568676	1618,75	0,959671780202655					1618,75	0,913845571110173	1618,75	0,819198588886695					1618,75	0,612297179273854	1618,75	0,420296956826754																																			
1621,875	0,915551068870135			1621,875	0,945824548619091					1621,875	0,960082077962088	1621,875	0,960324337327645					1621,875	0,914842235292511	1621,875	0,821026578183789					1621,875	0,61453515475743	1621,875	0,423499617105605																																			
1625	0,914851687615724			1625	0,946125311456407					1625	0,960542464486764	1625	0,960841800858768					1625	0,915710835076184	1625	0,822058642077988					1625	0,615218752802875	1625	0,424586128483004																																			
1628,125	0,915002173511384			1628,125	0,94605781203858					1628,125	0,960806193028472	1628,125	0,961213302938244					1628,125	0,916441791785725	1628,125	0,823158757402558					1628,125	0,616797917228011	1628,125	0,425552063576906																																			
1631,25	0,915492636445921			1631,25	0,946285309397023					1631,25	0,961460608423997	1631,25	0,961986847418796					1631,25	0,917665559065355	1631,25	0,824376401581685					1631,25	0,618627269236237	1631,25	0,426317332973501																																			
1634,375	0,915541624920877			1634,375	0,946141556882307					1634,375	0,96143346091148	1634,375	0,961890984796633					1634,375	0,917613350063322	1634,375	0,823711360175402					1634,375	0,616839424662984	1634,375	0,422938149062092																																			
1637,5	0,915450720774045			1637,5	0,946360524762206					1637,5	0,961957231497535	1637,5	0,962211589555275					1637,5	0,918170871032229	1637,5	0,824101803534825					1637,5	0,615380930923051	1637,5	0,420502282129398																																			
1640,625	0,915302815396498			1640,625	0,9467366231656					1640,625	0,96250170201812	1640,625	0,96331450835352					1640,625	0,920198557267571	1640,625	0,828529915086931					1640,625	0,624123692011886	1640,625	0,433964766875416																																			
1643,75	0,915236423431573			1643,75	0,94730038382337					1643,75	0,963438146280765	1643,75	0,964230433367163					1643,75	0,92151657693684	1643,75	0,829908725760948					1643,75	0,626309357959721	1643,75	0,436833044160564																																			
1646,875	0,915583612495681			1646,875	0,946928859105224					1646,875	0,963276392129508	1646,875	0,96409445110399					1646,875	0,921110474571782	1646,875	0,828704647910482					1646,875	0,623010066728846	1646,875	0,430134512116958																																			
1650	0,915791089511917			1650	0,946733256216497					1650	0,963551091080023	1650	0,964152030545234					1650	0,921137150844184	1650	0,82809021011137					1650	0,620042363466429	1650	0,425361305010392																																			
1653,125	0,915400377017682			1653,125	0,947221179363427					1653,125	0,964325056603592	1653,125	0,964825060000308					1653,125	0,922630991264292	1653,125	0,830611727977577					1653,125	0,624444763128705	1653,125	0,430672846869291																																			
1656,25	0,915818766876531			1656,25	0,947479980707778					1656,25	0,964700559560803	1656,25	0,965262180060995					1656,25	0,923465663531599	1656,25	0,831409397856454					1656,25	0,625300027915355	1656,25	0,430749395912014																																			
1659,375	0,916137937743462			1659,375	0,947495740524548					1659,375	0,965030772773442	1659,375	0,965587353784164					1659,375	0,924124512111673	1659,375	0,832016887914924					1659,375	0,625803697065451	1659,375	0,429969946794318																																			
1662,5	0,915741786641072			1662,5	0,947665560375965					1662,5	0,965355500310652	1662,5	0,966017067678296					1662,5	0,925054943961106	1662,5	0,833380126523385					1662,5	0,626852392279439	1662,5	0,431816562735561																																			
1665,625	0,916011306452751			1665,625	0,947843214147328					1665,625	0,965787874797972	1665,625	0,966204134930894					1665,625	0,925413312368576	1665,625	0,83335216720777					1665,625	0,624732889626788	1665,625	0,428527844589284																																			
1668,75	0,915596174011891			1668,75	0,947925655842614					1668,75	0,966080708053167	1668,75	0,966448101726982					1668,75	0,925928185391925	1668,75	0,834212513262826					1668,75	0,625475355243212	1668,75	0,428603829751867																																			
1671,875	0,915742638940711			1671,875	0,948060775748057					1671,875	0,966361419403658	1671,875	0,966781654878846					1671,875	0,926478544717942	1671,875	0,834761964012951					1671,875	0,626124672778993	1671,875	0,428598483649008																																			
1675	0,915511540837344			1675	0,948538520429756					1675	0,967053274299631	1675	0,967623537349297					1675	0,928090755096939	1675	0,837605737195089					1675	0,631624036758462	1675	0,436072034807194																																			
1678,125	0,915856457117249			1678,125	0,948422617824366					1678,125	0,967359151783064	1678,125	0,967963341005723					1678,125	0,928509240981223	1678,125	0,83838375150184					1678,125	0,630988604949777	1678,125	0,434206602012971																																			
1681,25	0,916310356722855			1681,25	0,948364299337973					1681,25	0,967472067055101	1681,25	0,968059319833526					1681,25	0,929057696141695	1681,25	0,838553217541839					1681,25	0,630544953645855	1681,25	0,432906785268291																																			
1684,375	0,916133263504456			1684,375	0,949274765387806					1684,375	0,96825395676408	1684,375	0,969330499745294					1684,375	0,931502551121781	1684,375	0,842860839670436					1684,375	0,638917479162354	1684,375	0,443731325163273																																			
1687,5	0,915679595554728			1687,5	0,949466342262881					1687,5	0,968448424212801	1687,5	0,969699458305881					1687,5	0,931865173558479	1687,5	0,842999013916948					1687,5	0,638063233357354	1687,5	0,442592967092148																																			
1690,625	0,916312305982976			1690,625	0,949621466919009					1690,625	0,968713454857302	1690,625	0,970176775445171					1690,625	0,932703801880077	1690,625	0,84416127100182					1690,625	0,639684543190565	1690,625	0,444039618645063																																			
1693,75	0,916528740039839			1693,75	0,94983967698772					1693,75	0,969165626773456	1693,75	0,970888439190813					1693,75	0,933962597706805	1693,75	0,846408823968097					1693,75	0,643899064268995	1693,75	0,448996361654051																																			
1696,875	0,916462774701691			1696,875	0,949866306152282					1696,875	0,969488719751388	1696,875	0,971123399989679					1696,875	0,934088856359013	1696,875	0,84567759020747					1696,875	0,641384271471265	1696,875	0,443465672011326																																			
1700	0,916806532918944			1700	0,949965888672112					1700	0,969782777196786	1700	0,971654195589571					1700	0,934924570343817	1700	0,846752587446717					1700	0,642712360719974	1700	0,44484037918044																																			
1703,125	0,916535428098237			1703,125	0,950094774758307					1703,125	0,969940397389082	1703,125	0,971928159084116					1703,125	0,935047458412932	1703,125	0,846531568657803					1703,125	0,641071710806795	1703,125	0,44101505403035																																			
1706,25	0,916885934816598			1706,25	0,950177286175053					1706,25	0,970200765270234	1706,25	0,972753285797124					1706,25	0,935918632131069	1706,25	0,847984717375893					1706,25	0,642884612094199	1706,25	0,443174857509606																																			
1709,375	0,916650513891967			1709,375	0,950711618096835					1709,375	0,9707693070723	1709,375	0,973769708464653					1709,375	0,9375659718643	1709,375	0,850282023132856					1709,375	0,646938490676557	1709,375	0,449318660078921																																			
1712,5	0,91598453674708			1712,5	0,950757414701277					1712,5	0,970913940925072	1712,5	0,974192936330718					1712,5	0,938136054689542	1712,5	0,850797801814522					1712,5	0,647096322762517	1712,5	0,448361535240622																																			
1715,625	0,916046057384805			1715,625	0,950936745159824					1715,625	0,971171275679471	1715,625	0,974914940313912					1715,625	0,93905564161353	1715,625	0,852047886949109					1715,625	0,648850225006008	1715,625	0,45008710022934																																			
1718,75	0,916183701091113			1718,75	0,950729934239943					1718,75	0,971150909052452	1718,75	0,975070870958577					1718,75	0,938999950935029	1718,75	0,85135168665738					1718,75	0,646461712905578	1718,75	0,44560127965965																																			
1721,875	0,916412922423353			1721,875	0,950911909937921					1721,875	0,971367540661392	1721,875	0,975661367923201					1721,875	0,939595948876718	1721,875	0,852181962877324					1721,875	0,64780096603855	1721,875	0,447432439695593																																			
