Frequency in Hz	Wool_92_HF_1 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_92_LF_1 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_92_HF_1 Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_92_LF_1 Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_99_LF Normalized Surface Impedance continuous Im	
2562,5	1,74228000640869			2562,5	1,50688409805298					2562,5	1,35532188415527	2562,5	1,06056666374207					2562,5	0,849748015403748	2562,5	0,622646033763886					2562,5	0,373622268438339	2562,5	0,221477374434471			2562,5	0,395261764526367			2562,5	0,337689846754074					2562,5	0,327758759260178	2562,5	0,266563445329666					2562,5	0,153827011585236	2562,5	0,0437656715512276					2562,5	-0,108160920441151	2562,5	-0,206538200378418			
2565,625	1,74357688426971			2565,625	1,50593328475952					2565,625	1,35413122177124	2565,625	1,06002342700958					2565,625	0,849706411361694	2565,625	0,622177124023438					2565,625	0,373639434576035	2565,625	0,221418604254723			2565,625	0,404300600290298			2565,625	0,339582502841949					2565,625	0,329826593399048	2565,625	0,267138123512268					2565,625	0,154774308204651	2565,625	0,0447429120540619					2565,625	-0,107365138828754	2565,625	-0,205384522676468			
2568,75	1,74578416347504			2568,75	1,50592756271362					2568,75	1,3542867898941	2568,75	1,06028544902802					2568,75	0,84944099187851	2568,75	0,621458649635315					2568,75	0,372870326042175	2568,75	0,220231220126152			2568,75	0,407129287719727			2568,75	0,342879801988602					2568,75	0,332216262817383	2568,75	0,268555492162704					2568,75	0,156890451908112	2568,75	0,0463937446475029					2568,75	-0,105916284024715	2568,75	-0,2038943618536			
2571,875	1,74301195144653			2571,875	1,50738930702209					2571,875	1,35693788528442	2571,875	1,0606552362442					2571,875	0,8490110039711	2571,875	0,620923757553101					2571,875	0,371771246194839	2571,875	0,219064027070999			2571,875	0,410253137350082			2571,875	0,346027076244354					2571,875	0,335180938243866	2571,875	0,271675497293472					2571,875	0,159934565424919	2571,875	0,048670407384634					2571,875	-0,103698812425137	2571,875	-0,201939076185226			
2575	1,74137914180756			2575	1,50652325153351					2575	1,35682725906372	2575	1,06063580513					2575	0,849489510059357	2575	0,621633887290955					2575	0,372918128967285	2575	0,220330238342285			2575	0,408317118883133			2575	0,345630645751953					2575	0,334100425243378	2575	0,272418409585953					2575	0,160926803946495	2575	0,0501552596688271					2575	-0,10221042484045	2575	-0,200351893901825			
2578,125	1,74263668060303			2578,125	1,50603926181793					2578,125	1,35823333263397	2578,125	1,06311905384064					2578,125	0,852262556552887	2578,125	0,625123918056488					2578,125	0,3766268491745	2578,125	0,224382668733597			2578,125	0,409923374652863			2578,125	0,341884136199951					2578,125	0,330522209405899	2578,125	0,270725935697556					2578,125	0,161155194044113	2578,125	0,0519738458096981					2578,125	-0,0988596528768539	2578,125	-0,196443393826485			
2581,25	1,74600386619568			2581,25	1,50647115707397					2581,25	1,35741436481476	2581,25	1,06149196624756					2581,25	0,850261211395264	2581,25	0,622573852539063					2581,25	0,373076260089874	2581,25	0,220568612217903			2581,25	0,41203761100769			2581,25	0,348122745752335					2581,25	0,335864216089249	2581,25	0,274216532707214					2581,25	0,163637936115265	2581,25	0,0532982349395752					2581,25	-0,0988114923238754	2581,25	-0,196850880980492			
2584,375	1,74216246604919			2584,375	1,50687563419342					2584,375	1,3576887845993	2584,375	1,06196749210358					2584,375	0,852048873901367	2584,375	0,623629748821259					2584,375	0,373996704816818	2584,375	0,221295610070229			2584,375	0,413519233465195			2584,375	0,348501265048981					2584,375	0,335645079612732	2584,375	0,275090277194977					2584,375	0,165233641862869	2584,375	0,0556384883821011					2584,375	-0,0963237285614014	2584,375	-0,194295898079872			
2587,5	1,74445044994354			2587,5	1,50794756412506					2587,5	1,35829281806946	2587,5	1,06237304210663					2587,5	0,852015912532806	2587,5	0,623108804225922					2587,5	0,373624473810196	2587,5	0,220862776041031			2587,5	0,411435604095459			2587,5	0,350819259881973					2587,5	0,337569922208786	2587,5	0,276985794305801					2587,5	0,167364105582237	2587,5	0,057164628058672					2587,5	-0,0947730913758278	2587,5	-0,192668080329895			
2590,625	1,74548387527466			2590,625	1,50811970233917					2590,625	1,35867655277252	2590,625	1,0628525018692					2590,625	0,852605164051056	2590,625	0,623864829540253					2590,625	0,374666690826416	2590,625	0,221940368413925			2590,625	0,416949182748795			2590,625	0,351597905158997					2590,625	0,337404608726501	2590,625	0,277600735425949					2590,625	0,168743386864662	2590,625	0,058390885591507					2590,625	-0,0933055654168129	2590,625	-0,191252678632736			
2593,75	1,74564814567566			2593,75	1,50906085968018					2593,75	1,36049830913544	2593,75	1,06283676624298					2593,75	0,853199005126953	2593,75	0,624279320240021					2593,75	0,374804496765137	2593,75	0,222037494182587			2593,75	0,420645624399185			2593,75	0,352979928255081					2593,75	0,339249700307846	2593,75	0,279230713844299					2593,75	0,170596539974213	2593,75	0,0606507249176502					2593,75	-0,0911737307906151	2593,75	-0,18885600566864			
2596,875	1,74466812610626			2596,875	1,50881242752075					2596,875	1,36028814315796	2596,875	1,06120204925537					2596,875	0,852028071880341	2596,875	0,622507929801941					2596,875	0,372761398553848	2596,875	0,219876363873482			2596,875	0,42028346657753			2596,875	0,357558816671371					2596,875	0,342990398406982	2596,875	0,282014697790146					2596,875	0,172495022416115	2596,875	0,0620728433132172					2596,875	-0,0902116820216179	2596,875	-0,188014358282089			
2600	1,74569737911224			2600	1,50870716571808					2600	1,35924005508423	2600	1,06154775619507					2600	0,853048622608185	2600	0,623792767524719					2600	0,373867183923721	2600	0,220762506127357			2600	0,419856756925583			2600	0,357970505952835					2600	0,341868549585342	2600	0,282272428274155					2600	0,173534289002419	2600	0,0638357847929001					2600	-0,08830975741148	2600	-0,185912400484085			
2603,125	1,74634385108948			2603,125	1,51058232784271					2603,125	1,36073613166809	2603,125	1,06281888484955					2603,125	0,854345202445984	2603,125	0,624476432800293					2603,125	0,374022871255875	2603,125	0,220770120620728			2603,125	0,424309074878693			2603,125	0,357975542545319					2603,125	0,342786550521851	2603,125	0,284119009971619					2603,125	0,175876289606094	2603,125	0,0666980668902397					2603,125	-0,0856331810355186	2603,125	-0,183225601911545			
2606,25	1,75630533695221			2606,25	1,50770556926727					2606,25	1,35863423347473	2606,25	1,06302523612976					2606,25	0,854778051376343	2606,25	0,625277519226074					2606,25	0,375150948762894	2606,25	0,222059786319733			2606,25	0,421489536762238			2606,25	0,359136790037155					2606,25	0,34263688325882	2606,25	0,284719288349152					2606,25	0,17630173265934	2606,25	0,0666683837771416					2606,25	-0,0852962359786034	2606,25	-0,182971268892288			
2609,375	1,75011789798737			2609,375	1,51087069511414					2609,375	1,36084032058716	2609,375	1,06282722949982					2609,375	0,853829920291901	2609,375	0,623727381229401					2609,375	0,373099267482758	2609,375	0,220023632049561			2609,375	0,426454097032547			2609,375	0,363547563552856					2609,375	0,346986144781113	2609,375	0,288202911615372					2609,375	0,178851947188377	2609,375	0,0694206058979034					2609,375	-0,0829679816961288	2609,375	-0,180604591965675			
2612,5	1,74371135234833			2612,5	1,51211845874786					2612,5	1,36258840560913	2612,5	1,0636088848114					2612,5	0,854711294174194	2612,5	0,624166071414948					2612,5	0,373300939798355	2612,5	0,220422267913818			2612,5	0,423855125904083			2612,5	0,363214135169983					2612,5	0,348746836185455	2612,5	0,290344834327698					2612,5	0,180405274033546	2612,5	0,0713291317224503					2612,5	-0,0812657028436661	2612,5	-0,178926959633827			
2615,625	1,75766861438751			2615,625	1,5150488615036					2615,625	1,36525440216064	2615,625	1,06573235988617					2615,625	0,855899810791016	2615,625	0,625775218009949					2615,625	0,37419718503952	2615,625	0,221524208784103			2615,625	0,430630803108215			2615,625	0,36374032497406					2615,625	0,348464161157608	2615,625	0,292046278715134					2615,625	0,182196035981178	2615,625	0,0735307335853577					2615,625	-0,0785976201295853	2615,625	-0,176146745681763			
2618,75	1,75308108329773			2618,75	1,51636791229248					2618,75	1,3646354675293	2618,75	1,06484067440033					2618,75	0,855286478996277	2618,75	0,62463390827179					2618,75	0,372773706912994	2618,75	0,220024034380913			2618,75	0,431001394987106			2618,75	0,366601973772049					2618,75	0,350431889295578	2618,75	0,293885499238968					2618,75	0,183232605457306	2618,75	0,074295237660408					2618,75	-0,0781973227858543	2618,75	-0,175980225205421			
2621,875	1,75074887275696			2621,875	1,51564121246338					2621,875	1,36547386646271	2621,875	1,06678009033203					2621,875	0,856837451457977	2621,875	0,626315653324127					2621,875	0,374063193798065	2621,875	0,22140084207058			2621,875	0,436272084712982			2621,875	0,365094929933548					2621,875	0,349432617425919	2621,875	0,294926375150681					2621,875	0,184374749660492	2621,875	0,0759451761841774					2621,875	-0,0759989768266678	2621,875	-0,173635110259056			
2625	1,75783944129944			2625	1,51271998882294					2625	1,36289167404175	2625	1,06716465950012					2625	0,857325434684753	2625	0,627715647220612					2625	0,376123487949371	2625	0,223247036337852			2625	0,434213221073151			2625	0,365528404712677					2625	0,349950134754181	2625	0,294708847999573					2625	0,183883175253868	2625	0,0759965106844902					2625	-0,0750541239976883	2625	-0,172557085752487			
2628,125	1,7549010515213			2628,125	1,51630914211273					2628,125	1,36411106586456	2628,125	1,06808149814606					2628,125	0,857295513153076	2628,125	0,627512872219086					2628,125	0,375123679637909	2628,125	0,221935138106346			2628,125	0,433812648057938			2628,125	0,367032140493393					2628,125	0,35191622376442	2628,125	0,295793116092682					2628,125	0,185692742466927	2628,125	0,0780041962862015					2628,125	-0,0728514045476913	2628,125	-0,170122638344765			
2631,25	1,7532970905304			2631,25	1,51819908618927					2631,25	1,36616230010986	2631,25	1,06985807418823					2631,25	0,858907043933868	2631,25	0,628506362438202					2631,25	0,37493771314621	2631,25	0,222052603960037			2631,25	0,430154532194138			2631,25	0,366755783557892					2631,25	0,351768046617508	2631,25	0,297192186117172					2631,25	0,188201129436493	2631,25	0,0808187872171402					2631,25	-0,070114903151989	2631,25	-0,167349472641945			
2634,375	1,75310981273651			2634,375	1,51486051082611					2634,375	1,3643946647644	2634,375	1,06951642036438					2634,375	0,858213901519775	2634,375	0,629472255706787					2634,375	0,376574963331223	2634,375	0,223933160305023			2634,375	0,43386834859848			2634,375	0,366669476032257					2634,375	0,351056754589081	2634,375	0,296871453523636					2634,375	0,187600627541542	2634,375	0,0806133449077606					2634,375	-0,069742813706398	2634,375	-0,167244374752045			
2637,5	1,75762939453125			2637,5	1,51935911178589					2637,5	1,36782217025757	2637,5	1,07104563713074					2637,5	0,859791934490204	2637,5	0,629865944385529					2637,5	0,376966297626495	2637,5	0,224186554551125			2637,5	0,429581135511398			2637,5	0,366778552532196					2637,5	0,352977395057678	2637,5	0,298567026853561					2637,5	0,190061286091805	2637,5	0,083778902888298					2637,5	-0,0667521357536316	2637,5	-0,163803458213806			
2640,625	1,75890052318573			2640,625	1,5195996761322					2640,625	1,36760461330414	2640,625	1,07145571708679					2640,625	0,859384536743164	2640,625	0,628786146640778					2640,625	0,37562757730484	2640,625	0,222576797008514			2640,625	0,439094424247742			2640,625	0,368435144424438					2640,625	0,354380637407303	2640,625	0,300462007522583					2640,625	0,192047536373138	2640,625	0,0851602181792259					2640,625	-0,0655567795038223	2640,625	-0,163157492876053			
2643,75	1,75747728347778			2643,75	1,52132833003998					2643,75	1,36861729621887	2643,75	1,0713632106781					2643,75	0,85873806476593	2643,75	0,627902686595917					2643,75	0,374466091394424	2643,75	0,221355482935905			2643,75	0,439396291971207			2643,75	0,371422499418259					2643,75	0,357770353555679	2643,75	0,303049951791763					2643,75	0,194050520658493	2643,75	0,086447186768055					2643,75	-0,0640521943569183	2643,75	-0,161686569452286			
2646,875	1,75918412208557			2646,875	1,51888132095337					2646,875	1,36642122268677	2646,875	1,0696576833725					2646,875	0,856617271900177	2646,875	0,626471102237701					2646,875	0,373416155576706	2646,875	0,220486238598824			2646,875	0,43714427947998			2646,875	0,375980138778687					2646,875	0,360444068908691	2646,875	0,304773539304733					2646,875	0,194211721420288	2646,875	0,0855367556214333					2646,875	-0,065111368894577	2646,875	-0,162784144282341			
2650	1,75896751880646			2650	1,52668595314026					2650	1,37335085868835	2650	1,07433378696442					2650	0,859883606433868	2650	0,628710746765137					2650	0,374121218919754	2650	0,220562651753426			2650	0,438561707735062			2650	0,373028367757797					2650	0,360628664493561	2650	0,307806134223938					2650	0,199224948883057	2650	0,0926810428500175					2650	-0,0575091242790222	2650	-0,154972478747368			
2653,125	1,76156461238861			2653,125	1,52265775203705					2653,125	1,37054204940796	2653,125	1,07251107692719					2653,125	0,859566509723663	2653,125	0,628632605075836					2653,125	0,374628156423569	2653,125	0,221694737672806			2653,125	0,437462508678436			2653,125	0,373920172452927					2653,125	0,360829919576645	2653,125	0,306841045618057					2653,125	0,198459938168526	2653,125	0,0915436968207359					2653,125	-0,058727465569973	2653,125	-0,156195655465126			
2656,25	1,76183223724365			2656,25	1,52482390403748					2656,25	1,37137532234192	2656,25	1,07249808311462					2656,25	0,859399795532227	2656,25	0,627807080745697					2656,25	0,373157799243927	2656,25	0,219956368207932			2656,25	0,436373502016068			2656,25	0,377483069896698					2656,25	0,36465048789978	2656,25	0,308837056159973					2656,25	0,200331673026085	2656,25	0,093261606991291					2656,25	-0,0575665757060051	2656,25	-0,15499746799469			
2659,375	1,75927722454071			2659,375	1,52564120292664					2659,375	1,37233376502991	2659,375	1,07350921630859					2659,375	0,860055804252625	2659,375	0,628572940826416					2659,375	0,374524533748627	2659,375	0,221120521426201			2659,375	0,436786949634552			2659,375	0,377465903759003					2659,375	0,364291876554489	2659,375	0,310861229896545					2659,375	0,201799243688583	2659,375	0,0948468521237373					2659,375	-0,0556763559579849	2659,375	-0,153068870306015			
2662,5	1,75698566436768			2662,5	1,5237500667572					2662,5	1,37142276763916	2662,5	1,07410490512848					2662,5	0,859854459762573	2662,5	0,629229784011841					2662,5	0,374849319458008	2662,5	0,22183521091938			2662,5	0,447164386510849			2662,5	0,378181993961334					2662,5	0,364971101284027	2662,5	0,311434864997864					2662,5	0,20236799120903	2662,5	0,0953027009963989					2662,5	-0,0550509765744209	2662,5	-0,152528911828995			
2665,625	1,7649929523468			2665,625	1,52489328384399					2665,625	1,37437164783478	2665,625	1,0757110118866					2665,625	0,861539781093597	2665,625	0,630173444747925					2665,625	0,374860167503357	2665,625	0,221683815121651			2665,625	0,435735762119293			2665,625	0,378882825374603					2665,625	0,366667062044144	2665,625	0,313429325819016					2665,625	0,204217195510864	2665,625	0,0976201817393303					2665,625	-0,0521460995078087	2665,625	-0,149498045444489			
2668,75	1,76257848739624			2668,75	1,52301681041718					2668,75	1,37461233139038	2668,75	1,07716035842896					2668,75	0,863929390907288	2668,75	0,632650017738342					2668,75	0,378526151180267	2668,75	0,225297346711159			2668,75	0,440156430006027			2668,75	0,376473188400269					2668,75	0,364084988832474	2668,75	0,312190592288971					2668,75	0,204059556126595	2668,75	0,0983938574790955					2668,75	-0,0512268953025341	2668,75	-0,147744089365005			
2671,875	1,76094233989716			2671,875	1,52558434009552					2671,875	1,37487840652466	2671,875	1,07608282566071					2671,875	0,861799776554108	2671,875	0,630036592483521					2671,875	0,375848114490509	2671,875	0,22218456864357			2671,875	0,441785931587219			2671,875	0,380901724100113					2671,875	0,36806982755661	2671,875	0,315638095140457					2671,875	0,206764876842499	2671,875	0,100568532943726					2671,875	-0,0497849993407726	2671,875	-0,146768838167191			
2675	1,76453900337219			2675	1,52611470222473					2675	1,37500369548798	2675	1,07557547092438					2675	0,861116766929626	2675	0,629068672657013					2675	0,374288320541382	2675	0,220538064837456			2675	0,439924627542496			2675	0,382886320352554					2675	0,370478302240372	2675	0,317735195159912					2675	0,208704873919487	2675	0,10216873884201					2675	-0,04852644354105	2675	-0,145662665367126			
2678,125	1,76775717735291			2678,125	1,52518010139465					2678,125	1,37483143806458	2678,125	1,07580900192261					2678,125	0,861699163913727	2678,125	0,630092263221741					2678,125	0,374587148427963	2678,125	0,220709025859833			2678,125	0,438035279512405			2678,125	0,382754474878311					2678,125	0,370857387781143	2678,125	0,318440854549408					2678,125	0,209663406014442	2678,125	0,1031179651618					2678,125	-0,047087337821722	2678,125	-0,143947094678879			
2681,25	1,76360201835632			2681,25	1,52662599086761					2681,25	1,37665796279907	2681,25	1,07680022716522					2681,25	0,860559523105621	2681,25	0,629726529121399					2681,25	0,374042689800262	2681,25	0,220689862966537			2681,25	0,441450417041779			2681,25	0,385919213294983					2681,25	0,373195022344589	2681,25	0,32044929265976					2681,25	0,21139669418335	2681,25	0,10570452362299					2681,25	-0,04478819668293	2681,25	-0,142148777842522			
2684,375	1,7669894695282			2684,375	1,53087830543518					2684,375	1,38057041168213	2684,375	1,07853519916534					2684,375	0,861713230609894	2684,375	0,629848539829254					2684,375	0,373945087194443	2684,375	0,220291152596474			2684,375	0,442589581012726			2684,375	0,386457175016403					2684,375	0,375552207231522	2684,375	0,321986347436905					2684,375	0,213585317134857	2684,375	0,108363009989262					2684,375	-0,0417986586689949	2684,375	-0,139179661870003			
2687,5	1,76350057125092			2687,5	1,52961444854736					2687,5	1,3787647485733	2687,5	1,07707893848419					2687,5	0,860753774642944	2687,5	0,630121290683746					2687,5	0,373933851718903	2687,5	0,220197156071663			2687,5	0,440780639648438			2687,5	0,387222766876221					2687,5	0,375715702772141	2687,5	0,322604835033417					2687,5	0,213700875639915	2687,5	0,108116805553436					2687,5	-0,0426548607647419	2687,5	-0,139804929494858			
2690,625	1,76514208316803			2690,625	1,53292083740234					2690,625	1,38173937797546	2690,625	1,08047759532928					2690,625	0,863285720348358	2690,625	0,630928695201874					2690,625	0,374379605054855	2690,625	0,220759645104408			2690,625	0,438368320465088			2690,625	0,385920077562332					2690,625	0,374527662992477	2690,625	0,32529404759407					2690,625	0,217096611857414	2690,625	0,112328246235847					2690,625	-0,0379783473908901	2690,625	-0,134581238031387			
2693,75	1,76562368869781			2693,75	1,53008675575256					2693,75	1,38030326366425	2693,75	1,07992446422577					2693,75	0,862623751163483	2693,75	0,630366086959839					2693,75	0,374262303113937	2693,75	0,220018744468689			2693,75	0,442621171474457			2693,75	0,388737499713898					2693,75	0,376347422599792	2693,75	0,325788646936417					2693,75	0,216689556837082	2693,75	0,112566992640495					2693,75	-0,0381859466433525	2693,75	-0,135133817791939			
2696,875	1,76622521877289			2696,875	1,5293288230896					2696,875	1,3806631565094	2696,875	1,08066916465759					2696,875	0,864346444606781	2696,875	0,632839798927307					2696,875	0,376051783561707	2696,875	0,222063168883324			2696,875	0,44153293967247			2696,875	0,387991100549698					2696,875	0,37392595410347	2696,875	0,325692385435104					2696,875	0,217564076185226	2696,875	0,113823354244232					2696,875	-0,0356712192296982	2696,875	-0,13215459883213			
2700	1,76585721969604			2700	1,52978956699371					2700	1,38052260875702	2700	1,08068597316742					2700	0,864627838134766	2700	0,632968246936798					2700	0,375629991292953	2700	0,222003892064095			2700	0,439233422279358			2700	0,389433950185776					2700	0,375464707612991	2700	0,327317267656326					2700	0,219611674547195	2700	0,114907905459404					2700	-0,0350969322025776	2700	-0,132033661007881			
2703,125	1,76924395561218			2703,125	1,53074514865875					2703,125	1,3834228515625	2703,125	1,08293044567108					2703,125	0,865116536617279	2703,125	0,633478045463562					2703,125	0,375726491212845	2703,125	0,221848249435425			2703,125	0,445284724235535			2703,125	0,390094071626663					2703,125	0,377418249845505	2703,125	0,329818189144135					2703,125	0,221757099032402	2703,125	0,117975071072578					2703,125	-0,0322581417858601	2703,125	-0,128915965557098			
2706,25	1,76896333694458			2706,25	1,5312237739563					2706,25	1,38383710384369	2706,25	1,08446860313416					2706,25	0,866338133811951	2706,25	0,634707272052765					2706,25	0,377097696065903	2706,25	0,223195448517799			2706,25	0,444083213806152			2706,25	0,388934314250946					2706,25	0,377301305532455	2706,25	0,330017685890198					2706,25	0,221518665552139	2706,25	0,118773393332958					2706,25	-0,0309030804783106	2706,25	-0,127589389681816			
2709,375	1,76886367797852			2709,375	1,53276371955872					2709,375	1,38462424278259	2709,375	1,0843608379364					2709,375	0,865973174571991	2709,375	0,63391238451004					2709,375	0,376081168651581	2709,375	0,222192093729973			2709,375	0,446028202772141			2709,375	0,392203748226166					2709,375	0,379297822713852	2709,375	0,332563132047653					2709,375	0,223581284284592	2709,375	0,120610781013966					2709,375	-0,0296531040221453	2709,375	-0,126188606023788			
2712,5	1,77281177043915			2712,5	1,53289115428925					2712,5	1,38416182994843	2712,5	1,08306491374969					2712,5	0,864678621292114	2712,5	0,632405996322632					2712,5	0,374399542808533	2712,5	0,22014756500721			2712,5	0,445941030979156			2712,5	0,396088182926178					2712,5	0,382198512554169	2712,5	0,33489865064621					2712,5	0,225340083241463	2712,5	0,121909715235233					2712,5	-0,0290540680289268	2712,5	-0,125751838088036			
2715,625	1,7695437669754			2715,625	1,5352498292923					2715,625	1,38603889942169	2715,625	1,08546352386475					2715,625	0,866060733795166	2715,625	0,633964121341705					2715,625	0,374777942895889	2715,625	0,220633000135422			2715,625	0,447322547435761			2715,625	0,395006746053696					2715,625	0,382063806056976	2715,625	0,335775405168533					2715,625	0,227191716432571	2715,625	0,12449262291193					2715,625	-0,0262625738978386	2715,625	-0,123112849891186			
2718,75	1,76964867115021			2718,75	1,53528165817261					2718,75	1,38636267185211	2718,75	1,08748149871826					2718,75	0,867300748825073	2718,75	0,635744512081146					2718,75	0,376586109399796	2718,75	0,222202181816101			2718,75	0,444113075733185			2718,75	0,394260704517365					2718,75	0,380736380815506	2718,75	0,335670977830887					2718,75	0,227942779660225	2718,75	0,125730365514755					2718,75	-0,0246346313506365	2718,75	-0,121606215834618			
2721,875	1,77212238311768			2721,875	1,53424227237701					2721,875	1,38629496097565	2721,875	1,0875164270401					2721,875	0,867538452148438	2721,875	0,636523246765137					2721,875	0,377444446086884	2721,875	0,223055765032768			2721,875	0,443993300199509			2721,875	0,394672930240631					2721,875	0,380818605422974	2721,875	0,336853384971619					2721,875	0,227710500359535	2721,875	0,126485377550125					2721,875	-0,0234757345169783	2721,875	-0,120256125926971			
2725	1,7696213722229			2725	1,53599548339844					2725	1,38791131973267	2725	1,08775281906128					2725	0,867228209972382	2725	0,635636568069458					2725	0,375728368759155	2725	0,221118420362473			2725	0,445999890565872			2725	0,397931843996048					2725	0,384913772344589	2725	0,340177774429321					2725	0,230256572365761	2725	0,12901259958744					2725	-0,0211599674075842	2725	-0,117993220686913			
2728,125	1,77089631557465			2728,125	1,53935265541077					2728,125	1,39008557796478	2728,125	1,08908104896545					2728,125	0,867545485496521	2728,125	0,636211752891541					2728,125	0,375210553407669	2728,125	0,220826700329781			2728,125	0,447169870138168			2728,125	0,400764167308807					2728,125	0,387887597084045	2728,125	0,342841118574142					2728,125	0,233049303293228	2728,125	0,131452113389969					2728,125	-0,0183179117739201	2728,125	-0,114561729133129			
2731,25	1,77250182628632			2731,25	1,53965079784393					2731,25	1,38964700698853	2731,25	1,08948624134064					2731,25	0,86801290512085	2731,25	0,636388063430786					2731,25	0,375447630882263	2731,25	0,221365883946419			2731,25	0,448321431875229			2731,25	0,400974214076996					2731,25	0,387937158346176	2731,25	0,343612790107727					2731,25	0,233131170272827	2731,25	0,131791725754738					2731,25	-0,018222002312541	2731,25	-0,114793255925179			
2734,375	1,76825451850891			2734,375	1,53806579113007					2734,375	1,3879861831665	2734,375	1,09000945091248					2734,375	0,86859530210495	2734,375	0,637983024120331					2734,375	0,376995652914047	2734,375	0,223115429282188			2734,375	0,447041839361191			2734,375	0,399565368890762					2734,375	0,387070268392563	2734,375	0,342970311641693					2734,375	0,233168542385101	2734,375	0,132616356015205					2734,375	-0,0170029327273369	2734,375	-0,113467201590538			
2737,5	1,77139532566071			2737,5	1,53865301609039					2737,5	1,38883578777313	2737,5	1,09171319007874					2737,5	0,869619727134705	2737,5	0,639115631580353					2737,5	0,378093153238297	2737,5	0,224000990390778			2737,5	0,448814570903778			2737,5	0,400467753410339					2737,5	0,387380063533783	2737,5	0,343923389911652					2737,5	0,235022529959679	2737,5	0,134854093194008					2737,5	-0,0146420700475574	2737,5	-0,11110608279705			
2740,625	1,77455258369446			2740,625	1,53764390945435					2740,625	1,38821446895599	2740,625	1,09101450443268					2740,625	0,86835390329361	2740,625	0,638261497020721					2740,625	0,377166152000427	2740,625	0,223169937729836			2740,625	0,447224944829941			2740,625	0,404429733753204					2740,625	0,390945285558701	2740,625	0,346777498722076					2740,625	0,236266791820526	2740,625	0,135428696870804					2740,625	-0,0144420759752393	2740,625	-0,110888056457043			
2743,75	1,7744197845459			2743,75	1,54000973701477					2743,75	1,39042806625366	2743,75	1,09117591381073					2743,75	0,866946160793304	2743,75	0,636458516120911					2743,75	0,373907923698425	2743,75	0,219930782914162			2743,75	0,445483684539795			2743,75	0,408902436494827					2743,75	0,395365059375763	2743,75	0,350785553455353					2743,75	0,239291697740555	2743,75	0,137699708342552					2743,75	-0,0127231553196907	2743,75	-0,109407253563404			
2746,875	1,77274250984192			2746,875	1,5388514995575					2746,875	1,390664935112	2746,875	1,09271585941315					2746,875	0,868264973163605	2746,875	0,638086974620819					2746,875	0,375696539878845	2746,875	0,221531420946121			2746,875	0,44829586148262			2746,875	0,407884746789932					2746,875	0,394240647554398	2746,875	0,351129710674286					2746,875	0,239948451519012	2746,875	0,139136672019958					2746,875	-0,0103537272661924	2746,875	-0,107006065547466			
2750	1,77327191829681			2750	1,53932225704193					2750	1,39019799232483	2750	1,09574794769287					2750	0,870912313461304	2750	0,641928136348724					2750	0,380059719085693	2750	0,225684434175491			2750	0,448493033647537			2750	0,405541896820068					2750	0,392332255840302	2750	0,350191086530685					2750	0,240357428789139	2750	0,140481635928154					2750	-0,0081194369122386	2750	-0,104537606239319			
